MJD	Bessell_B	Bessell_B_err	Bessell_V	Bessell_V_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	swift_U	swift_U_err	swift_UVW1	swift_UVW1_err	swift_V	swift_V_err
54484.95000000066	2.0851735488598144e-15	6.357860634938243e-17	1.8810409992956195e-15	2.7934458073848684e-17	9.609762739358201e-16	1.7235027397180045e-17	1.5142228623490275e-15	3.284016012710343e-17	1.2745719329597298e-15	8.524358535900444e-17	8.895720276547402e-16	1.5699269144209036e-16	1.9836318023447036e-15	6.221023720953763e-17
54485.00000000066	2.0925740594671576e-15	6.468109360002769e-17	1.888720790361902e-15	2.8295525587036615e-17	9.650699515680134e-16	1.768208609528092e-17	1.5200039439274889e-15	3.344559818285959e-17	1.278405112731515e-15	8.522794675167837e-17	8.91392876182542e-16	1.5765398230061857e-16	1.9936442640336768e-15	6.249186181018436e-17
54485.050000000665	2.09994570743733e-15	6.578513535376608e-17	1.8963684461990236e-15	2.866336351841645e-17	9.691376549907512e-16	1.8130106744712584e-17	1.525756374508919e-15	3.4053470696107013e-17	1.282308639531104e-15	8.506343889529479e-17	8.931173566524582e-16	1.5822356904418946e-16	2.003653524005614e-15	6.275799182503176e-17
54485.10000000067	2.107288398989194e-15	6.689013438556815e-17	1.903983277516151e-15	2.9038187302691644e-17	9.731795798882543e-16	1.8578825158936586e-17	1.531480316430161e-15	3.466335151484421e-17	1.2862801413137367e-15	8.474844968293896e-17	8.947463412064459e-16	1.587005842321004e-16	2.013654770126893e-15	6.300898837894574e-17
54485.15000000067	2.114602037580656e-15	6.799550874281707e-17	1.911564733900779e-15	2.9420141535280587e-17	9.771959200499407e-16	1.9027985447428246e-17	1.5371759296492876e-15	3.527482656715593e-17	1.2903172375747792e-15	8.428213995091452e-17	8.962806969045133e-16	1.590842903386033e-16	2.0236431898102155e-15	6.324530340000892e-17
54485.200000000674	2.1218865238999915e-15	6.910069167885129e-17	1.9191122657265714e-15	2.9809377426606654e-17	9.811868673774931e-16	1.9477339826826662e-17	1.5428433717510332e-15	3.588749381616715e-17	1.2944175385461144e-15	8.366446544391263e-17	8.977212857879737e-16	1.5937407754699742e-16	2.033613969902179e-15	6.346747847482661e-17
54485.25000000068	2.129141755856082e-15	7.020513152393986e-17	1.92662532047595e-15	3.0206052775656255e-17	9.851526118928975e-16	1.9926648410228792e-17	1.5484827979512075e-15	3.650096315152207e-17	1.2985786443884416e-15	8.289621197489503e-17	8.99068964941742e-16	1.5956946210738116e-16	2.0435622965702048e-15	6.367614354357905e-17
54485.30000000068	2.136367628569596e-15	7.130829150507971e-17	1.9341033427084184e-15	3.0610329593744475e-17	9.890933417439171e-16	2.0375678981740062e-17	1.5540943611000283e-15	3.711485622949247e-17	1.3027981443790518e-15	8.197904569442907e-17	9.003245865564612e-16	1.596700852468654e-16	2.053483355190187e-15	6.387201540598992e-17
54485.35000000068	2.143564034361748e-15	7.240964952426589e-17	1.941545774027615e-15	3.102237150702526e-17	9.930092432123632e-16	2.0824206761816917e-17	1.5596782116870128e-15	3.772880627217755e-17	1.307073616094889e-15	8.091558094212519e-17	9.01488997990603e-16	1.5967571262651637e-16	2.063372330233441e-15	6.405589600594377e-17
54485.400000000685	2.1507308627455815e-15	7.350869790368919e-17	1.948952053048749e-15	3.144234096928965e-17	9.969005007205298e-16	2.1272014167799403e-17	1.5652344978447227e-15	3.834245783465184e-17	1.3114026245909587e-15	7.970946883323485e-17	9.025630418322133e-16	1.5958623434424952e-16	2.0732244051541164e-15	6.42286704587428e-17
54485.45000000069	2.1578680004151803e-15	7.460494310495154e-17	1.9563216552870116e-15	3.1870312479861644e-17	1.0007672968372742e-15	2.171889057304609e-17	1.5707633653526247e-15	3.8955466547609627e-17	1.3157827215736363e-15	7.836551055055621e-17	9.035475559608871e-16	1.5940166548873296e-16	2.0830347622764587e-15	6.439130478147522e-17
54485.50000000069	2.164975331236363e-15	7.569790542846134e-17	1.963654348248103e-15	3.230573486764285e-17	1.004609812285745e-15	2.21646320673535e-17	1.5762649576410726e-15	3.9567498841844864e-17	1.3202114445686958e-15	7.688980027340105e-17	9.044433736081484e-16	1.591221472544319e-16	2.092798582681951e-15	6.454484328443011e-17
54485.550000000694	2.1720527362357452e-15	7.678711869817471e-17	1.9709500286084436e-15	3.2747775957625354e-17	1.0084282259498367e-15	2.2609041220666422e-17	1.581739415794528e-15	4.0178231659929854e-17	1.3246863160840926e-15	7.528990376862712e-17	9.052513234195925e-16	1.5874794863399006e-16	2.102511046096553e-15	6.469040557901182e-17
54485.6000000007	2.179100093590214e-15	7.787212993609716e-17	1.9782085905900448e-15	3.319560386895043e-17	1.0122227148800293e-15	2.305192685161785e-17	1.5871868785561408e-15	4.078735215953314e-17	1.3292048427669554e-15	7.357507983931892e-17	9.059722295153276e-16	1.5827946870999174e-16	2.112167330777747e-15	6.48291831560213e-17
54485.6500000007	2.186117278617002e-15	7.895249903022199e-17	1.98542992532754e-15	3.3648392665277535e-17	1.015993454300213e-15	2.3493103802014517e-17	1.5926074823305597e-15	4.139455741208675e-17	1.3337645145549913e-15	7.175655293955998e-17	9.066069115504455e-16	1.5771723957441174e-16	2.1217626134017752e-15	6.496243548723642e-17
54485.7000000007	2.193104163762979e-15	8.002779839901909e-17	1.9926139208572886e-15	3.4105326070104934e-17	1.019740617614919e-15	2.39323927180942e-17	1.5980013611870683e-15	4.199955409983638e-17	1.338362803821692e-15	6.984784603637634e-17	9.071561847756967e-16	1.5706192991089678e-16	2.131292068950825e-15	6.509148560325879e-17
54485.750000000706	2.2000606185933115e-15	8.109761265510472e-17	1.9997604621082634e-15	3.456560060891472e-17	1.0234643764135503e-15	2.4369619839067885e-17	1.6033686468639924e-15	4.2602058213792523e-17	1.3429971645155178e-15	6.786518269419055e-17	9.076208600979132e-16	1.5631434928204297e-16	2.1407508705999526e-15	6.521771510206394e-17
54485.80000000071	2.2069865097812696e-15	8.216153827014536e-17	2.006869430891085e-15	3.502842823118289e-17	1.0271649004794995e-15	2.4804616793330773e-17	1.608709468770708e-15	4.3201794754571156e-17	1.347665031292584e-15	6.582796540992055e-17	9.080017441396019e-16	1.5547545317153022e-16	2.1501341896040515e-15	6.534255854457212e-17
54485.85000000071	2.2138817010966205e-15	8.321918324286271e-17	2.013940705887942e-15	3.5493038465038844e-17	1.0308423577935842e-15	2.5237220402491212e-17	1.614023953991499e-15	4.37984974377546e-17	1.352363818642717e-15	6.375933181201749e-17	9.082996392995202e-16	1.5454634883935211e-16	2.15943719518519e-15	6.546749719805914e-17
54485.900000000714	2.2207460533947844e-15	8.427016677148837e-17	2.020974162641873e-15	3.595868015591832e-17	1.0344969145416623e-15	2.5667272493316688e-17	1.6193122272881637e-15	4.439190840505717e-17	1.357090920008861e-15	6.168677887792935e-17	9.085153438112798e-16	1.5352830205700304e-16	2.1686550544193437e-15	6.559405209320065e-17
54485.95000000072	2.2275794246057383e-15	8.531411893188413e-17	2.027969673546504e-15	3.6424622838266633e-17	1.0381287351201536e-15	2.6094619717524794e-17	1.6245744111034398e-15	4.49817779422618e-17	1.3618437068992958e-15	5.964282408094784e-17	9.08649651803813e-16	1.5242274479935347e-16	2.177782932123126e-15	6.572377636777263e-17
54486.00000000072	2.234381669722288e-15	8.635068036222539e-17	2.0349271078354077e-15	3.6890157786337394e-17	1.0417379821427182e-15	2.65191133793478e-17	1.6298106255633994e-15	4.5567864204706054e-17	1.3666195279927813e-15	5.766563664431101e-17	9.087033533599796e-16	1.5123128397982512e-16	2.186815990741303e-15	6.585824687916604e-17
54486.05000000072	2.2411526407890365e-15	8.737950195494153e-17	2.0418463315697812e-15	3.7354598786711833e-17	1.0453248164448604e-15	2.6940609270677063e-17	1.6350209884801511e-15	4.6149932950835956e-17	1.3714157082360809e-15	5.57995175551865e-17	9.08677234575951e-16	1.4995571132665493e-16	2.1957493902328626e-15	6.599905507789718e-17
54486.100000000726	2.247892186889312e-15	8.840024455650209e-17	2.048727207629383e-15	3.781728267165265e-17	1.0488893970903953e-15	2.735896751360356e-17	1.6402056153546327e-15	4.6727757284233416e-17	1.3762295479342162e-15	5.409503358656513e-17	9.085720776198496e-16	1.4859801450932046e-16	2.2045782879584472e-15	6.61477971476197e-17
54486.15000000073	2.254600154136166e-15	8.941257867542401e-17	2.0555695957002344e-15	3.8277569648645e-17	1.05243188137725e-15	2.7774052410124556e-17	1.6453646193793701e-15	4.7301117404350555e-17	1.3810583218323441e-15	5.260853004823653e-17	9.083886607908845e-16	1.4716038963627957e-16	2.2132978385667568e-15	6.63060634296147e-17
54486.20000000073	2.2612763856572953e-15	9.041618419876105e-17	2.0623733522631625e-15	3.8734843457943835e-17	1.0559524248434035e-15	2.8185732298740006e-17	1.6504981114401236e-15	4.7869800366072864e-17	1.385899278190117e-15	5.140069379371026e-17	9.081277585771474e-16	1.4564525525704727e-16	2.2219031938814744e-15	6.647542716664707e-17
54486.250000000735	2.2679207215851744e-15	9.141075011730748e-17	2.069138330582936e-15	3.918851138640024e-17	1.0594511812708516e-15	2.8593879417705815e-17	1.6556062001191935e-15	4.84335998481774e-17	1.3907496378472972e-15	5.05338762574238e-17	9.077901417146397e-16	1.4405526801393892e-16	2.230389502787727e-15	6.665743261565464e-17
54486.30000000074	2.2745329990439477e-15	9.239597425952678e-17	2.0758643806965742e-15	3.963800416258981e-17	1.0629283026936888e-15	2.899836977465699e-17	1.6606889916967694e-15	4.8992315930601964e-17	1.3956065932811786e-15	5.006809474582665e-17	9.073765772452693e-16	1.4239334009958733e-16	2.2387519192150633e-15	6.685357854082685e-17
54486.35000000074	2.2811130521373543e-15	9.337156303431546e-17	2.0825513494010393e-15	4.008277575517078e-17	1.0663839394011763e-15	2.93990830223305e-17	1.6657465901534742e-15	4.954575488047341e-17	1.4004673076552036e-15	5.0056044070733844e-17	9.068878285746047e-16	1.4066265868627916e-16	2.2469873103295596e-15	6.70644501319136e-17
54486.40000000074	2.287660711936795e-15	9.433723118249297e-17	2.0891990802421774e-15	4.0522303093601045e-17	1.0698182399442311e-15	2.979590234011657e-17	1.6707790971724895e-15	5.009372894671764e-17	1.405329083387567e-15	5.052767824491939e-17	9.063246555299322e-16	1.388667074996652e-16	2.2550963695798063e-15	6.72886562632459e-17
54486.45000000075	2.294175806467631e-15	9.52927015369736e-17	2.095807413502159e-15	4.095608572778574e-17	1.073231351140509e-15	3.0188714321180687e-17	1.6757866121413532e-15	5.063605616308714e-17	1.41018986982994e-15	5.145659997972925e-17	9.056878144178492e-16	1.3700929071191044e-16	2.2630803053491144e-15	6.752449827666128e-17
54486.50000000075	2.3006581606973267e-15	9.623770479147735e-17	2.1023761861875074e-15	4.1383645440892576e-17	1.0766234180795634e-15	3.057740886488698e-17	1.680769232153556e-15	5.1172560159380585e-17	1.4150477539455002e-15	5.2793903089658344e-17	9.04978058081875e-16	1.3509455932487295e-16	2.2709403228240054e-15	6.777024273113089e-17
54486.55000000075	2.307107596523315e-15	9.71719792776534e-17	2.108905232016909e-15	4.180452582757473e-17	1.0799945841279409e-15	3.096187907427178e-17	1.6857270520105952e-15	5.170306998063062e-17	1.419900790096681e-15	5.448363069491356e-17	9.041961359598182e-16	1.3312704019987706e-16	2.2786776240207158e-15	6.802413377075227e-17
54486.600000000755	2.3135239327576876e-15	9.809527075039588e-17	2.1153943814088896e-15	4.221829184792949e-17	1.083344990934439e-15	3.134202115832912e-17	1.6906601642233585e-15	5.222741991401322e-17	1.4247469993521266e-15	5.646761440051984e-17	9.0334279414055e-16	1.3111166786241507e-16	2.286293407812348e-15	6.828440454827548e-17
54486.65000000076	2.3199069851165972e-15	9.900733218121617e-17	2.121843461468535e-15	4.2624529366023787e-17	1.0866747784342997e-15	3.1717734338875645e-17	1.6955686590141521e-15	5.274544932321416e-17	1.4295843687838021e-15	5.868923291486376e-17	9.024187754218601e-16	1.2905381916338067e-16	2.2937888699551828e-15	6.854928768229369e-17
54486.70000000076	2.3262565662060463e-15	9.990792355939176e-17	2.128252295975674e-15	4.302284468030065e-17	1.0899840848552376e-15	3.208892076175545e-17	1.700452624316982e-15	5.3257002489989773e-17	1.4344108507541193e-15	6.109585756565953e-17	9.014248193668183e-16	1.2695935080491424e-16	2.3011652031155955e-15	6.881702474537817e-17
54486.750000000764	2.3325724855081064e-15	1.0079681170073827e-16	2.1346207053720026e-15	4.341286405204596e-17	1.0932730467215437e-15	3.2455485412187546e-17	1.7053121457805695e-15	5.376192846267334e-17	1.439224362192734e-15	6.36401243172401e-17	9.003616623603073e-16	1.248346396314458e-16	2.3084235968965805e-15	6.908587479734551e-17
54486.80000000077	2.3388545493683087e-15	1.01673770063742e-16	2.1409485067471526e-15	4.3794233237008894e-17	1.0965417988593595e-15	3.281733603405231e-17	1.7101473067679196e-15	5.426008091132943e-17	1.4440227838630397e-15	6.628033608011549e-17	8.99230037666382e-16	1.22686625433435e-16	2.3155652378641823e-15	6.935412199202328e-17
54486.85000000077	2.3451025609810106e-15	1.0253857857283383e-16	2.147235513826652e-15	4.416661702431351e-17	1.0997904744006333e-15	3.317438305290542e-17	1.7149581883583559e-15	5.475131798932474e-17	1.4488039596181013e-15	6.898031042108486e-17	8.980306754842969e-16	1.205228558000085e-16	2.3225913095742146e-15	6.962008229687468e-17
54486.90000000077	2.3513163203764704e-15	1.0339102344856844e-16	2.1534815369581497e-15	4.452969878611486e-17	1.103019204788272e-15	3.3526539502546883e-17	1.7197448693488075e-15	5.5235502201037816e-17	1.4535656956458101e-15	7.170892551855327e-17	8.967643030048116e-16	1.1835153227269842e-16	2.329502992598475e-15	6.988210937408051e-17
54486.950000000776	2.357495624406611e-15	1.0423089704449319e-16	2.15968638309785e-15	4.488318004066557e-17	1.1062281197802778e-15	3.387372095498112e-17	1.7245074262537934e-15	5.57125002754637e-17	1.4583057597031649e-15	7.44395383213264e-17	8.954316444665947e-16	1.16181556679143e-16	2.336301464551095e-15	7.013859967775386e-17
54487.00000000078	2.3636402667312766e-15	1.0505799769046045e-16	2.1658498557975422e-15	4.52267800310251e-17	1.1094173474552003e-15	3.421584545357424e-17	1.7292459333069335e-15	5.61821830454544e-17	1.4630218803394314e-15	7.714938109326359e-17	8.94033421212372e-16	1.1402257604739223e-16	2.3429879001150674e-15	7.038799682610905e-17
54487.05000000078	2.3697500378030826e-15	1.0587212954217766e-16	2.171971755190233e-15	4.556023532104971e-17	1.112587014215012e-15	3.45528334492841e-17	1.7339604624618292e-15	5.664442533237428e-17	1.4677117461081062e-15	7.981899376175693e-17	8.925703517446262e-16	1.1188502390406413e-16	2.3495634710684182e-15	7.06287953099812e-17
54487.100000000784	2.375824724854486e-15	1.0667310243674622e-16	2.1780518779764464e-15	4.5883299409947003e-17	1.1157372447912421e-15	3.4884607739791573e-17	1.7386510833918388e-15	5.709910583592774e-17	1.4723730047672418e-15	8.24317181748725e-17	8.910431517815721e-16	1.0978015503659017e-16	2.3560293463104627e-15	7.085954359952446e-17
54487.15000000079	2.3818641118820695e-15	1.0746073175400618e-16	2.1840900174109967e-15	4.6195742366394443e-17	1.1188681622467858e-15	3.521109341140592e-17	1.7433178634916615e-15	5.754610702892569e-17	1.4770032624683844e-15	8.497326202576845e-17	8.89452534313311e-16	1.077200699570336e-16	2.362386691887646e-15	7.10788467104606e-17
54487.20000000079	2.387867979633301e-15	1.0823483828345818e-16	2.1900859632875964e-15	4.649735048284198e-17	1.1219798879831506e-15	3.5532217783606283e-17	1.7479608678771285e-15	5.798531505680757e-17	1.4816000829333835e-15	8.74313304262149e-17	8.877992096566787e-16	1.0571772436987775e-16	2.368636671020304e-15	7.128536828953921e-17
54487.25000000079	2.3938361055901253e-15	1.089952480965559e-16	2.1960395019257363e-15	4.678792595046243e-17	1.1250725417415906e-15	3.584791035609989e-17	1.752580159385532e-15	5.84166196416774e-17	1.4861609866194377e-15	8.979531855381608e-17	8.860838855114493e-16	1.0378691797900773e-16	2.374780444128117e-15	7.147783227671756e-17
54487.300000000796	2.3997682639553323e-15	1.0974179242418122e-16	2.2019504161549986e-15	4.70672865549875e-17	1.128146241609494e-15	3.615810275827775e-17	1.7571757985764463e-15	5.883991399068425e-17	1.4906834498717298e-15	9.205605720445881e-17	8.84307267015178e-16	1.0194225607535948e-16	2.3808191688563994e-15	7.165502419793652e-17
54487.3500000008	2.405664225637567e-15	1.1047430753910496e-16	2.207818485302052e-15	4.733526539354978e-17	1.1312011040229146e-15	3.646272870095956e-17	1.7617478437309816e-15	5.925509470854417e-17	1.4951649040637189e-15	9.420560304845292e-17	8.824700567989913e-16	1.0019907668881559e-16	2.3867540001020424e-15	7.181579213973056e-17
54487.4000000008	2.41152375823504e-15	1.1119263464325475e-16	2.2136434851748116e-15	4.759171061248556e-17	1.1342372437708756e-15	3.676172393031497e-17	1.7662963508527326e-15	5.966206171403072e-17	1.4996027347247505e-15	9.623706609184068e-17	8.805729550425505e-16	9.85733358888636e-17	2.3925860900394726e-15	7.195904745270887e-17
54487.450000000805	2.4173466260215216e-15	1.1189661975959902e-16	2.219425188047437e-15	4.7836485165962254e-17	1.1372547739997366e-15	3.7055026183882714e-17	1.770821373666947e-15	6.006071816025577e-17	1.5039942806549068e-15	9.814446782599412e-17	8.786166595289681e-16	9.708144435860439e-17	2.398316588146359e-15	7.208376522758402e-17
54487.50000000081	2.4231325899302745e-15	1.1258611362850668e-16	2.2251633626461292e-15	4.8069466595257444e-17	1.140253806215847e-15	3.734257514857012e-17	1.775322963620955e-15	6.045097035859204e-17	1.5083368330267841e-15	9.99226245697736e-17	8.766018657002432e-16	9.574004994867576e-17	2.403946641229552e-15	7.218898458353377e-17
54487.55000000081	2.428881407538029e-15	1.132609716083691e-16	2.230857774133392e-15	4.829054682838504e-17	1.1432344502904975e-15	3.7624312420573517e-17	1.779801169883542e-15	6.083272770606374e-17	1.512627634474009e-15	1.0156705145612203e-16	8.745292667118216e-16	9.456576381114423e-17	2.409477393450909e-15	7.227380880506809e-17
54487.60000000081	2.4345928330503357e-15	1.1392105358039374e-16	2.2365081840927493e-15	4.8499631999784684e-17	1.1461968144622642e-15	3.7900181467114756e-17	1.7842560393447116e-15	6.120590261607734e-17	1.5168638781662925e-15	1.030738833439698e-16	8.72399553487478e-16	9.357483205959216e-17	2.4149099863527663e-15	7.233740536035232e-17
54487.65000000082	2.440266617284825e-15	1.1456622385734306e-16	2.2421143505136526e-15	4.86966422896951e-17	1.1491410053416578e-15	3.81701275899275e-17	1.788687616615499e-15	6.157041045233237e-17	1.5210427068708584e-15	1.0443980963737965e-16	8.702134147742292e-16	9.278276059860512e-17	2.4202455588838966e-15	7.237900583033156e-17
54487.70000000082	2.44590250765523e-15	1.1519635109616073e-16	2.2476760277750373e-15	4.8881511782860385e-17	1.1520671279139474e-15	3.843409789042454e-17	1.7930959440267277e-15	6.192616946580373e-17	1.5251612119999248e-15	1.0566202057504284e-16	8.67971537196761e-16	9.220390735989831e-17	2.425485247425061e-15	7.23979057751468e-17
54487.75000000082	2.4515002481559833e-15	1.1581130821426414e-16	2.2531929666305977e-15	4.9054188346131154e-17	1.1549752855430254e-15	3.8692041236477774e-17	1.7974810616290995e-15	6.227310073464835e-17	1.5292164326440599e-15	1.0673816302876733e-16	8.656746053119497e-16	9.18510628163815e-17	2.430630185814267e-15	7.239346456162207e-17
54487.800000000825	2.4570595793445515e-15	1.1641097230943822e-16	2.258664914191879e-15	4.921463352459297e-17	1.1578655799741193e-15	3.894390823073219e-17	1.8018430071922002e-15	6.261112810693281e-17	1.5332053545913412e-15	1.0766630423650248e-16	8.633234979676767e-16	9.173162762462162e-17	2.435681505373059e-15	7.23651051727256e-17
54487.85000000083	2.4625802383265304e-15	1.1699522458316348e-16	2.2640916139129467e-15	4.9362822455738845e-17	1.1607381113376467e-15	3.918965118041883e-17	1.806181816203182e-15	6.294017814606113e-17	1.5371249093316892e-15	1.0844490220886861e-16	8.609198772859624e-16	9.183712717635045e-17	2.4406403349309365e-15	7.231231401791679e-17
54487.90000000083	2.4680619587375107e-15	1.175639502672956e-16	2.269472805573381e-15	4.949874380129743e-17	1.163592978152264e-15	3.942922406859426e-17	1.8104975218666873e-15	6.326018007879813e-17	1.540971973046651e-15	1.0907278180250505e-16	8.584655998768671e-16	9.21536783478208e-17	2.445507800851822e-15	7.223464076104294e-17
54487.950000000834	2.4735044707275814e-15	1.1811703855394521e-16	2.2748082252627446e-15	4.962239969622682e-17	1.1664302773275988e-15	3.9662582526750474e-17	1.8147901551030126e-15	6.357106574579571e-17	1.5447433655839954e-15	1.0954911566028131e-16	8.559625206768116e-16	9.266580091644231e-17	2.45028502705885e-15	7.213169818052736e-17
54488.00000000084	2.478907500943509e-15	1.1865438252848958e-16	2.2800976053633858e-15	4.9733805714438413e-17	1.1692501041682369e-15	3.98896838087656e-17	1.819059744547449e-15	6.387276955451731e-17	1.548435849417158e-15	1.0987340938771989e-16	8.534124930913284e-16	9.335683555434017e-17	2.4549731350599364e-15	7.200316207504721e-17
54488.05000000084	2.4842707725122943e-15	1.1917587910557612e-16	2.285340674533569e-15	4.983299085075931e-17	1.1720525523753254e-15	4.0110486766125164e-17	1.823306316548617e-15	6.416522843447379e-17	1.5520461285890256e-15	1.1004549047459466e-16	8.508173691378602e-16	9.420935867028267e-17	2.4595732439729576e-15	7.184877122646303e-17
54488.10000000084	2.4895940050234268e-15	1.1968142896806476e-16	2.290537157691757e-15	4.9919997518675474e-17	1.1748377140513843e-15	4.032495182439035e-17	1.8275298951676065e-15	6.444838179469647e-17	1.5555708476401396e-15	1.1006550058757345e-16	8.481789995876325e-16	9.520557126820143e-17	2.464086470551262e-15	7.166832743015333e-17
54488.150000000845	2.49487691451205e-15	1.2017093650877082e-16	2.295686775997834e-15	4.999488156329687e-17	1.1776056797007951e-15	4.053304096086122e-17	1.831730502175868e-15	6.472217148335461e-17	1.5590065905207422e-15	1.0993389095905502e-16	8.454992341088067e-16	9.632764511207567e-17	2.468513929208536e-15	7.146169560219649e-17
54488.20000000085	2.500119213440865e-15	1.2064430977497103e-16	2.3007892468374694e-15	5.00577122890867e-17	1.1803565382345438e-15	4.073471768340143e-17	1.835908157054727e-15	6.498654174945076e-17	1.5623498794866906e-15	1.0965142068372031e-16	8.427799214084279e-16	9.75580160798692e-17	2.472856732044336e-15	7.122880397131411e-17
54488.25000000085	2.50532061068295e-15	1.2110146041554364e-16	2.305844283803913e-15	5.010857250171101e-17	1.183090376972594e-15	4.092994701038805e-17	1.840062876992462e-15	6.524143920652112e-17	1.5655971739788106e-15	1.0921915781127367e-16	8.400229093750787e-16	9.887962065297473e-17	2.4771159888689165e-15	7.096964436296563e-17
54488.300000000854	2.5104808115032707e-15	1.215423036307031e-16	2.310851596680552e-15	5.014755856349275e-17	1.185807281645469e-15	4.1118695451754606e-17	1.8441946768833656e-15	6.548681279828833e-17	1.568744869485428e-15	1.0863848319487512e-16	8.372300452210674e-16	1.0027607639599574e-16	2.4812928072287384e-15	7.068427258178872e-17
54488.35000000086	2.5155995175417984e-15	1.2196675812423488e-16	2.315810891423906e-15	5.017478046176662e-17	1.1885073363981072e-15	4.130093099109246e-17	1.848303569325643e-15	6.57226137661738e-17	1.5717892963880305e-15	1.079110971222158e-16	8.344031756251228e-16	1.0173181077794354e-16	2.4853882924310266e-15	7.037280889770207e-17
54488.40000000086	2.5206764267945146e-15	1.2237474605817135e-16	2.3207218701448945e-15	5.019036188949365e-17	1.1911906237913446e-15	4.147662306879465e-17	1.8523895646195507e-15	6.594879561865175e-17	1.5747267187894646e-15	1.0703902882305055e-16	8.315441468748269e-16	1.032321448054355e-16	2.4894035475691247e-15	7.003543864066933e-17
54488.45000000086	2.525711233594961e-15	1.227661930098404e-16	2.3255842310913944e-15	5.019444033733397e-17	1.1938572248051481e-15	4.1645742566197274e-17	1.8564526707653757e-15	6.61653141023684e-17	1.5775533333246998e-15	1.0602464901519434e-16	8.286548050086511e-16	1.0476333889423263e-16	2.4933396735474184e-15	6.96724129072358e-17
54488.500000000866	2.530703628596354e-15	1.2314102793123548e-16	2.330397668629754e-15	5.018716719639453e-17	1.1965072188409039e-15	4.1808261790706127e-17	1.8604928934610123e-15	6.637212717496916e-17	1.5802652679536696e-15	1.0487068572292651e-16	8.257369959590328e-16	1.063126084879801e-16	2.4971977691060877e-15	6.92840493822148e-17
54488.55000000087	2.5356532987526704e-15	1.2349918311063239e-16	2.33516187322682e-15	5.0168707870707164e-17	1.1991406837226836e-15	4.1964154461893047e-17	1.864510236099837e-15	6.656919497961322e-17	1.5828585807361063e-15	1.0358024367961888e-16	8.227925656940479e-16	1.0786811643419737e-16	2.5009789308464017e-15	6.887073327669216e-17
54488.60000000087	2.540559927299911e-15	1.2384059413641967e-16	2.3398765314311687e-15	5.013924189843837e-17	1.2017576957010317e-15	4.211339569851564e-17	1.8685046997688545e-15	6.675647982111346e-17	1.5853292585878514e-15	1.0215682771215124e-16	8.198233603612092e-16	1.0941894829727372e-16	2.504684253254962e-15	6.843291838322564e-17
54488.650000000875	2.545423193737577e-15	1.241651998630852e-16	2.3445413258547468e-15	5.0098963080708325e-17	1.2043583294540037e-15	4.2255962006478444e-17	1.8724762832451906e-15	6.693394614365893e-17	1.5876732160186035e-15	1.0060437060035518e-16	8.168312264287502e-16	1.1095507581738825e-16	2.5083148287292128e-15	6.797112824699458e-17
54488.70000000088	2.550242773808718e-15	1.2447294237930765e-16	2.349155935153901e-15	5.004807961677181e-17	1.2069426580898518e-15	4.239183126767611e-17	1.8764249829945615e-15	6.710156051010641e-17	1.5898862938506866e-15	9.892726601211892e-17	8.138180108292075e-16	1.1246731274428941e-16	2.511871747601665e-15	6.748595745044091e-17
54488.75000000088	2.5550183394814184e-15	1.2476376697812578e-16	2.3537200340097716e-15	4.9986814244134083e-17	1.2095107531486903e-15	4.2520982729751567e-17	1.8803507931679977e-15	6.725929158277575e-17	1.5919642579184875e-15	9.713040723479581e-17	8.107855611015201e-16	1.1394726636617277e-16	2.515356098164918e-15	6.697807300642212e-17
54488.80000000088	2.559749558929071e-15	1.250376221291282e-16	2.358233293110739e-15	4.991540438207701e-17	1.21206268460467e-15	4.264339699670196e-17	1.8842537055994944e-15	6.740711010574531e-17	1.5939027977484251e-15	9.521923255652265e-17	8.077357255344833e-16	1.153872872585358e-16	2.518768966696391e-15	6.644821585292608e-17
54488.850000000886	2.5644360965108396e-15	1.2529445945264807e-16	2.362695379131342e-15	4.9834102276823905e-17	1.2145985208677546e-15	4.2759056020371133e-17	1.8881337098026056e-15	6.754498888860429e-17	1.595697525219025e-15	9.319977829478237e-17	8.046703533090247e-16	1.167804191103892e-16	2.522111437482721e-15	6.589720243891376e-17
54488.90000000089	2.5690776127518048e-15	1.2553423369591078e-16	2.3671059547136414e-15	4.974317514640435e-17	1.217118328785636e-15	4.286794309278459e-17	1.8919907929680817e-15	6.767290279164294e-17	1.5973439732008961e-15	9.107874061904826e-17	8.015912946414446e-16	1.181203499445548e-16	2.5253845928447468e-15	6.532592638738993e-17
54488.95000000089	2.573673764323652e-15	1.2575690271111785e-16	2.371464678447928e-15	4.964290532301732e-17	1.2196221736456377e-15	4.297004283932425e-17	1.8958249399603724e-15	6.779082871245304e-17	1.5988375941760951e-15	8.886354745828699e-17	7.985004009266729e-16	1.1940136562258015e-16	2.5285895131619084e-15	6.47353602177019e-17
54489.000000000895	2.57822420402354e-15	1.259624274354436e-16	2.3757712048520725e-15	4.953359039048197e-17	1.222110119176018e-15	4.3065341212751723e-17	1.899636133314729e-15	6.789874557393003e-17	1.6001737588369144e-15	8.656244190245216e-17	7.953995248811205e-16	1.2061830619811986e-16	2.5317272768966834e-15	6.412655710317213e-17
