MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err
49438.05	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.100000000006	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.15000000001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.20000000001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.250000000015	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.30000000002	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.35000000002	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.40000000002	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.450000000026	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.50000000003	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.55000000003	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.600000000035	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.65000000004	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.70000000004	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.750000000044	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.80000000005	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.85000000005	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.90000000005	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49438.950000000055	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49439.00000000006	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49439.05000000006	4.548868864867712e-17	3.2806176020781832e-18	7.15421902872181e-18	3.4744099071849273e-19	1.7992256268220072e-17	4.376747956771916e-19	nan	nan	3.177002788879135e-17	9.63155788538109e-19
49439.100000000064	2.657755612925023e-16	2.207449269379695e-17	3.7333663670974454e-17	5.0284677278075715e-18	9.021749319105074e-17	1.0258239329085094e-17	nan	nan	1.603054748512108e-16	1.9343525615725255e-17
49439.15000000007	4.877441725389412e-16	4.251581235996889e-17	6.76992992332324e-17	9.562003773901524e-18	1.6290984588195418e-16	1.939824479519664e-17	nan	nan	2.897276949656514e-16	3.6636393898122734e-17
49439.20000000007	7.11732200792417e-16	6.177681070947544e-17	9.831089905869646e-17	1.362792042198522e-17	2.362500455034234e-16	2.7448481267033088e-17	nan	nan	4.2034248492263324e-16	5.1943288255119653e-17
49439.25000000007	9.380773622639436e-16	7.9833486446509e-17	1.2922823866720203e-16	1.7231879512478025e-17	3.1041882834072086e-16	3.442251815676723e-17	nan	nan	5.5245565365926e-16	6.528863061320756e-17
49439.300000000076	1.1671174173211704e-15	9.67136409904365e-17	1.6051109625986374e-16	2.038353763901714e-17	3.855969372261479e-16	4.0338997890856963e-17	nan	nan	6.863730255026671e-16	7.670782597206191e-17
49439.35000000008	1.3991901767598859e-15	1.1245809330736295e-16	1.9221925327439722e-16	2.3094876973893763e-17	4.619651229715306e-16	4.5220565029621685e-17	nan	nan	8.224004432890611e-16	8.624431050873881e-17
49439.40000000008	1.634633508144671e-15	1.2711536718508767e-16	2.2441249488799193e-16	2.538023200068437e-17	5.397041457711274e-16	4.909419592670819e-17	nan	nan	9.608437715493885e-16	9.395012120135681e-17
49439.450000000084	1.8737853421094295e-15	1.4074061389025465e-16	2.57150610555268e-16	2.7256602139968255e-17	6.189947766706765e-16	5.199187923190631e-17	nan	nan	1.102008899577578e-15	9.988724740838804e-17
49439.50000000009	2.116983678689504e-15	1.5339546671889388e-16	2.9049339453524703e-16	2.874411385033796e-17	7.000177989386714e-16	5.395160991440232e-17	nan	nan	1.2462017446300638e-15	1.0412959787897137e-16
49439.55000000009	2.364566593615377e-15	1.651481480535061e-16	3.2450064640556557e-16	2.986662756798261e-17	7.829540095592351e-16	5.501880079471209e-17	nan	nan	1.3937282550454833e-15	1.067657351871836e-16
49439.60000000009	2.616872244655031e-15	1.7607362338392888e-16	3.5923217161673337e-16	3.065251119144594e-17	8.6798422059887725e-16	5.524830122084924e-17	nan	nan	1.5448944134085776e-15	1.0790266783483868e-16
49439.650000000096	2.8742388779033806e-15	1.8625371027374836e-16	3.947477819794133e-16	3.1135605727067226e-17	9.552892606611626e-16	5.470731893794176e-17	nan	nan	1.7000062396237097e-15	1.0767112354034294e-16
49439.7000000001	3.1370048341331714e-15	1.957770802142229e-16	4.3110729623285545e-16	3.1356397027230243e-17	1.0450499763426134e-15	5.3479690093735087e-17	nan	nan	1.859369794119666e-15	1.0623287041998059e-16
49439.7500000001	3.4055085551006325e-15	2.0473909813962424e-16	4.68370540542454e-16	3.136336985760156e-17	1.1374472336076815e-15	5.1672132027230065e-17	nan	nan	2.023291180973973e-15	1.037907542754077e-16
49439.800000000105	3.680088589862224e-15	2.1324144512845113e-16	5.065973490398305e-16	3.121443721485174e-17	1.232661919247116e-15	4.942327445176029e-17	nan	nan	2.1920765510431504e-15	1.0060199988985113e-16
