spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_I_fitflux	Bessell_I_fitfluxerr	Bessell_I_inrange	Bessell_R_fitflux	Bessell_R_fitfluxerr	Bessell_R_inrange	Bessell_U_fitflux	Bessell_U_fitfluxerr	Bessell_U_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1994I/SN1994I_1994-04-03_09-21-36_FLWO-1.5m_FAST_CfA-Stripped.flm	49445.39	6.734334139139779e-14	1.0747916403498284e-15	True	1.0640856143002946e-14	1.0128143468741221e-16	True	2.556830256211865e-14	3.0289733585324466e-16	True	8.295683449939768e-14	6.020532751367575e-15	True	4.474146392099618e-14	5.161562573799183e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1994I/SN1994I_1994-04-04_10-14-53_Lick-3m_KAST_UCB-SNDB.flm	49446.43	7.881529069311105e-14	1.1767738228644158e-15	True	1.4006418529961169e-14	1.3089427728403886e-16	True	3.2594380331178396e-14	3.6188976035357785e-16	True	8.56023043237653e-14	4.2661623674640846e-15	True	5.721360110561629e-14	6.302679183428917e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1994I/SN1994I_1994-04-05_07-40-48_FLWO-1.5m_FAST_CfA-Stripped.flm	49447.32	8.661790608300176e-14	1.2662177088150174e-15	True	1.6794175363650728e-14	1.550822820015361e-16	True	3.844155886286307e-14	4.170282912918825e-16	True	8.626858698592896e-14	3.422001571829166e-15	True	6.723134352083164e-14	7.371048155210546e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1994I/SN1994I_1994-04-06_00-00-00_Lick-3m_KAST_UCB-SNDB.flm	49448.0	9.107173203413307e-14	1.3600082417270979e-15	True	1.8709608771376966e-14	1.8328897319543074e-16	True	4.257652598218997e-14	4.733654279108626e-16	True	8.570602431799294e-14	3.4429057740510155e-15	True	7.389281188287333e-14	8.359633376464893e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1994I/SN1994I_1994-04-07_09-07-12_FLWO-1.5m_FAST_CfA-Stripped.flm	49449.38	9.613559468031448e-14	1.531161583390507e-15	True	2.1821202553537345e-14	2.402938697151668e-16	True	4.9451426353956406e-14	5.716825027398285e-16	True	8.138718164627267e-14	4.09944912186856e-15	True	8.401284485221843e-14	9.943165434229872e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1994I/1994I_1994-04-09_00-00-00_Ekar_BC-Ekar_SUSPECT.dat	49451.0	9.583215840175793e-14	1.5096272970315777e-15	True	2.398032851376159e-14	2.6848806540609924e-16	True	5.390130582888433e-14	6.067493151243663e-16	True	7.085136061660985e-14	4.1967045903023196e-15	True	8.924037603875621e-14	1.0461358889999981e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1994I/SN1994I_1994-04-10_06-28-48_FLWO-1.5m_FAST_CfA-Stripped.flm	49452.27	9.131735674413864e-14	1.2886874493118197e-15	True	2.4617131079721162e-14	2.3566928697825437e-16	True	5.455823154333384e-14	5.216482587245689e-16	True	6.040801556505164e-14	3.464127550942157e-15	True	8.82916405949213e-14	8.683934279850685e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1994I/SN1994I_1994-04-11_06-00-00_FLWO-1.5m_FAST_CfA-Stripped.flm	49453.25	8.548384610979401e-14	1.0529768240673706e-15	True	2.454200136687892e-14	1.999838619664024e-16	True	5.344373225100195e-14	4.389909896435525e-16	True	5.2102732590976864e-14	2.762711587833513e-15	True	8.46655486989775e-14	6.840596073006115e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1994I/SN1994I_1994-04-12_00-00-00_Lick-3m_KAST_UCB-SNDB.flm	49454.0	7.977830318048284e-14	8.962827381743382e-16	True	2.4196007772724307e-14	1.8387078177926229e-16	True	5.183123542313523e-14	4.122910050334153e-16	True	4.593926581279599e-14	2.2852051381329354e-15	True	8.058354964514568e-14	5.989456435255614e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1994I/SN1994I_1994-04-12_00-00-00_Lick-3m_KAST_UCB-SNDB_0.flm	49454.01	7.969565840462827e-14	8.945411410306428e-16	True	2.4189833957991488e-14	1.837372601590667e-16	True	5.1806020963774276e-14	4.1222259988203457e-16	True	4.585913853990693e-14	2.2808129739445683e-15	True	8.05234452087596e-14	5.983203484417583e-16	True
