MJD	Bessell_B	Bessell_B_err	Bessell_V	Bessell_V_err	sdss_g	sdss_g_err	sdss_i	sdss_i_err	sdss_r	sdss_r_err	sdss_u	sdss_u_err
53345.7040795643	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53345.7540795643	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53345.8040795643	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53345.854079564306	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53345.90407956431	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53345.95407956431	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53346.004079564314	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53346.05407956432	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53346.10407956432	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53346.15407956432	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53346.204079564326	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53346.25407956433	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53346.30407956433	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53346.354079564335	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53346.40407956434	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53346.45407956434	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53346.50407956434	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53346.55407956435	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53346.60407956435	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53346.65407956435	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53346.704079564355	7.392157828918646e-18	7.427028452335098e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53346.75407956436	8.406719331960641e-18	7.526948095644778e-19	6.6176906053254855e-18	6.221128147609619e-19	7.834047875696753e-18	7.584381013599515e-19	nan	nan	5.170032741789771e-18	5.14661594248789e-19	nan	nan
53346.80407956436	9.424842317512191e-18	8.124139763157493e-19	7.486558093839094e-18	6.365932318897385e-19	8.726574840577871e-18	9.448091901964857e-19	3.429051152174046e-18	3.2763191594024937e-19	5.795499707898147e-18	5.499465993241322e-19	nan	nan
53346.854079564364	1.0446779194196282e-17	9.069193592765503e-19	8.357631347082236e-18	6.754726246759888e-19	9.624617609963311e-18	1.2067574388227324e-18	3.847522825036065e-18	3.348794507853968e-19	6.423815844679357e-18	6.534006311867477e-19	nan	nan
53346.90407956437	1.1472782391192273e-17	1.0222606013186937e-18	9.231103320241886e-18	7.326063085534013e-19	1.0528429150839522e-17	1.4905706826068843e-18	4.2671553010534036e-18	3.5602045020296987e-19	7.055147897832895e-18	7.908291806803026e-19	nan	nan
