MJD	Bessell_B	Bessell_B_err	Bessell_V	Bessell_V_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	swift_U	swift_U_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err
54599.95010000285	2.5333750749899247e-16	1.3690225545960034e-17	3.3202436262361147e-16	9.349193945441037e-18	2.949203200707781e-16	5.81354468872677e-18	3.6151157427278384e-16	6.751913308409944e-18	1.0378611693448725e-16	1.901133813668212e-17	nan	nan	nan	nan
54600.00010000285	2.529877271549538e-16	1.3588946388477812e-17	3.3194767471008935e-16	9.18743335378713e-18	2.9447522679288173e-16	5.747261237264308e-18	3.609344198358855e-16	6.631483441037709e-18	1.0368278219061129e-16	1.886809811647457e-17	nan	nan	nan	nan
54600.05010000285	2.5263320901734756e-16	1.3486452511011752e-17	3.3187029045618076e-16	9.024406452467074e-18	2.9402815724800953e-16	5.680207917204911e-18	3.6035363438403385e-16	6.510278206268301e-18	1.0357956167861779e-16	1.8720591998366894e-17	nan	nan	nan	nan
54600.100100002855	2.5227399336591593e-16	1.3383129434977767e-17	3.317919484956303e-16	8.861166246791067e-18	2.9357909822859045e-16	5.612707534088086e-18	3.597693288575378e-16	6.389071611549484e-18	1.0347644949921523e-16	1.857171554020464e-17	nan	nan	nan	nan
54600.15010000286	2.5191012046068877e-16	1.3279380257059308e-17	3.317123868593775e-16	8.698831049655946e-18	2.9312803818447425e-16	5.545098253959096e-18	3.5918161187508555e-16	6.268686087719459e-18	1.0337343918671999e-16	1.842463001954823e-17	nan	nan	nan	nan
54600.20010000286	2.5154163054150464e-16	1.3175624888535493e-17	3.3163134207134914e-16	8.538580726123766e-18	2.926749630793795e-16	5.477732389339658e-18	3.585905930503454e-16	6.149989206497098e-18	1.0327052370866649e-16	1.828274044102309e-17	nan	nan	nan	nan
54600.250100002864	2.511685638277298e-16	1.3072299061905551e-17	3.315485528657575e-16	8.381650015365185e-18	2.9221986012009043e-16	5.4109746872849505e-18	3.5799638116783556e-16	6.033888834463425e-18	1.031676954653312e-16	1.814966346465513e-17	nan	nan	nan	nan
54600.30010000287	2.5079096051920557e-16	1.2969853074641027e-17	3.3146375722330825e-16	8.229319280402624e-18	2.917627154257089e-16	5.3452001489586186e-18	3.573990865045447e-16	5.921325343493025e-18	1.0306494628917202e-16	1.802918310136825e-17	nan	nan	nan	nan
54600.35010000287	2.504088607955108e-16	1.2868750234460119e-17	3.3137669267260343e-16	8.082900757147126e-18	2.9130351713531826e-16	5.28079152455232e-18	3.5679882116159213e-16	5.81326268711603e-18	1.0296226744418174e-16	1.792519253720748e-17	nan	nan	nan	nan
54600.40010000287	2.5002230481776297e-16	1.2769464978212817e-17	3.3128709784738775e-16	7.943721006012058e-18	2.9084225219673056e-16	5.218135655407569e-18	3.5619569060689484e-16	5.7106737312855416e-18	1.0285964962515482e-16	1.7841621086074853e-17	nan	nan	nan	nan
54600.450100002876	2.496313327268318e-16	1.2672480630737456e-17	3.311947100250943e-16	7.813098192230832e-18	2.903789068326366e-16	5.157619922995388e-18	3.5558980677574203e-16	5.614523649453508e-18	1.0275708295686996e-16	1.778234627820375e-17	nan	nan	nan	nan
54600.50010000288	2.4923600005439557e-16	1.2578237875172018e-17	3.310992515637294e-16	7.691989205641151e-18	2.89913474206176e-16	5.099534494710469e-18	3.5498127397524037e-16	5.525507677162747e-18	1.0265455699318604e-16	1.7751092457641558e-17	nan	nan	nan	nan
54600.55010000288	2.488364754722172e-16	1.2486822346446548e-17	3.310003822802677e-16	7.580002426278886e-18	2.894459637957233e-16	5.043793666362387e-18	3.543701802611506e-16	5.44332140134845e-18	1.0255206264919262e-16	1.7750759261445516e-17	nan	nan	nan	nan
54600.600100002885	2.4843297806821866e-16	1.2398164815898898e-17	3.3089774812716604e-16	7.476381663335575e-18	2.889763933149619e-16	4.9902149358372004e-18	3.5375660888016207e-16	5.367387819034604e-18	1.0244960446314927e-16	1.7779784228068337e-17	nan	nan	nan	nan
54600.65010000289	2.480257271451743e-16	1.2312203462097448e-17	3.307909930475306e-16	7.380352115633888e-18	2.8850477819862186e-16	4.938614660510047e-18	3.5314064291313384e-16	5.2971134598908654e-18	1.0234719272888962e-16	1.7834464826774073e-17	nan	nan	nan	nan
54600.70010000289	2.4761494198886856e-16	1.2228887542393325e-17	3.306797618384418e-16	7.291144664538964e-18	2.8803113377784443e-16	4.8888125651805065e-18	3.525223644459447e-16	5.231907683515259e-18	1.0224483720001842e-16	1.791089408396239e-17	nan	nan	nan	nan
54600.75010000289	2.4720084187002475e-16	1.2148180220690313e-17	3.305637007537589e-16	7.208019445398966e-18	2.8755547719657467e-16	4.840635207910883e-18	3.519018563936237e-16	5.171199226544953e-18	1.0214254706286088e-16	1.8005075626831197e-17	nan	nan	nan	nan
54600.800100002896	2.467836460445523e-16	1.2070061270083457e-17	3.3044245212910793e-16	7.130287337453923e-18	2.870778247700473e-16	4.793919955017487e-18	3.5127920266618026e-16	5.1144525561495455e-18	1.0204033093841659e-16	1.811301793668252e-17	nan	nan	nan	nan
54600.8501000029	2.463635737541043e-16	1.1994529634799108e-17	3.303156628211533e-16	7.057329740636179e-18	2.8659819125966526e-16	4.748518434121636e-18	3.506544856811533e-16	5.061183338168909e-18	1.0193819688422869e-16	1.8230814146908456e-17	nan	nan	nan	nan
54600.9001000029	2.4594084422829865e-16	1.1921605833083322e-17	3.301829770241702e-16	6.988616400180151e-18	2.861165933950185e-16	4.704299277594041e-18	3.500277905093627e-16	5.01097081409367e-18	1.0183615239616602e-16	1.8354706796837497e-17	nan	nan	nan	nan
54600.950100002905	2.455156766844142e-16	1.1851334182670791e-17	3.300440392338364e-16	6.923719537914702e-18	2.8563304811287443e-16	4.6611512384537686e-18	3.4939919592008606e-16	4.963468494066046e-18	1.0173420441012381e-16	1.8481138134059046e-17	nan	nan	nan	nan
54601.00010000291	2.4508829032842475e-16	1.1783784829806418e-17	3.2989849510120604e-16	6.86232701483141e-18	2.8514756996745845e-16	4.6189856428424715e-18	3.487687886424437e-16	4.918414308701275e-18	1.0163235930363625e-16	1.860678736606218e-17	nan	nan	nan	nan
54601.05010000291	2.4465890435687115e-16	1.1719055559327265e-17	3.2974598851915166e-16	6.804251054065349e-18	2.846601756883604e-16	4.577738161273523e-18	3.4813665109397464e-16	4.875636627351764e-18	1.0153062289740815e-16	1.8728596720648638e-17	nan	nan	nan	nan
54601.100100002914	2.442277379559288e-16	1.1657273363483277e-17	3.295861648875587e-16	6.74943512956605e-18	2.8417088174619827e-16	4.537370770593207e-18	3.475028646972374e-16	4.835058741905861e-18	1.0142900045676002e-16	1.8843788347786285e-17	nan	nan	nan	nan
54601.15010000292	2.4379501030454596e-16	1.1598595741898826e-17	3.2941866905374126e-16	6.6979576512134274e-18	2.83679704093646e-16	4.497872939740159e-18	3.4686751419139165e-16	4.796702118386128e-18	1.0132749669299057e-16	1.894987406223748e-17	nan	nan	nan	nan
54601.20010000292	2.4336094057344005e-16	1.1543211704094807e-17	3.2924314506127307e-16	6.650032109374765e-18	2.831866583726113e-16	4.4592623525869336e-18	3.4623068166231623e-16	4.760686311808031e-18	1.0122611576465487e-16	1.9044659761526713e-17	nan	nan	nan	nan
54601.25010000292	2.4292574792753536e-16	1.1491342444432082e-17	3.2905923881237726e-16	6.606004047412352e-18	2.8269176131268397e-16	4.4215856947592294e-18	3.455924510200205e-16	4.727225585499308e-18	1.0112486127875905e-16	1.912624611941558e-17	nan	nan	nan	nan
54601.300100002925	2.4248965152519175e-16	1.1443241653190725e-17	3.288665943506277e-16	6.56634434370768e-18	2.821950281932109e-16	4.384918089647716e-18	3.4495290385289313e-16	4.6966253135643815e-18	1.010237362918716e-16	1.9193026896179942e-17	nan	nan	nan	nan
54601.35010000293	2.420528705207173e-16	1.1399195428813642e-17	3.2866485717637717e-16	6.531638160824715e-18	2.816964751222493e-16	4.349362786166382e-18	3.4431212473426375e-16	4.669272748677596e-18	1.0092274331115192e-16	1.9243685953323174e-17	nan	nan	nan	nan
54601.40010000293	2.4161562406467165e-16	1.135952175400977e-17	3.2845367133319965e-16	6.5025697214230655e-18	2.811961190365666e-16	4.315049820163633e-18	3.436701947550308e-16	4.64562632615719e-18	1.0082188429529435e-16	1.9277193828578425e-17	nan	nan	nan	nan
54601.450100002934	2.411781313038286e-16	1.1324569497787092e-17	3.2823268257261684e-16	6.479901996881784e-18	2.8069397480115455e-16	4.282134355378818e-18	3.4302719981516445e-16	4.626200213325248e-18	1.0072116065539105e-16	1.929280452428469e-17	nan	nan	nan	nan
54601.50010000294	2.407406181174875e-16	1.1294713538805499e-17	3.2800154799898033e-16	6.4643894111121576e-18	2.8019006940089343e-16	4.2507798335975584e-18	3.4238323443779773e-16	4.611500522841485e-18	1.0062057325571005e-16	1.929005298917588e-17	nan	nan	nan	nan
54601.55010000294	2.4030356906746275e-16	1.1270226854833247e-17	3.277601232404627e-16	6.45588713271317e-18	2.7968457769366437e-16	4.220959440907953e-18	3.4173859778035566e-16	4.6013699523756845e-18	1.0052012241439213e-16	1.9268753626658223e-17	nan	nan	nan	nan
54601.60010000294	2.398678029949186e-16	1.1251242265644724e-17	3.2750841417441403e-16	6.4535734724838644e-18	2.7917778620606635e-16	4.19250681530812e-18	3.410937490262692e-16	4.595150744524018e-18	1.0041980790406411e-16	1.922900003586303e-17	nan	nan	nan	nan
54601.650100002946	2.394341609092111e-16	1.1237910039344583e-17	3.2724642949127474e-16	6.456673166520206e-18	2.7866998648875467e-16	4.165277734031279e-18	3.404491425498977e-16	4.592218669334501e-18	1.0031962895237011e-16	1.9171166077512406e-17	nan	nan	nan	nan
54601.70010000295	2.390034838269011e-16	1.1230410366218266e-17	3.2697417923779693e-16	6.464502543108493e-18	2.7816146926367447e-16	4.139158704809681e-18	3.39805242675404e-16	4.5920158845855664e-18	1.0021958424241928e-16	1.9095908246925718e-17	nan	nan	nan	nan
54601.75010000295	2.385766127761805e-16	1.1228954273229241e-17	3.2669167265699257e-16	6.4764929630675374e-18	2.7765252571892037e-16	4.1140710603321805e-18	3.3916250361131733e-16	4.5940691892051556e-18	1.0011967191315245e-16	1.9004169222478547e-17	nan	nan	nan	nan
54601.800100002954	2.3815438879954957e-16	1.1233784038926866e-17	3.2639892009701627e-16	6.492209205527758e-18	2.7714344579952145e-16	4.089974375849779e-18	3.385213898476306e-16	4.598002998481642e-18	1.0001988955962523e-16	1.8897182330825006e-17	nan	nan	nan	nan
54601.85010000296	2.3773765295783527e-16	1.1245173077822417e-17	3.260959305497111e-16	6.511363744880256e-18	2.7663452136689947e-16	4.0668694637385684e-18	3.3788235857781415e-16	4.603550512321199e-18	9.992023423320989e-17	1.877647652145951e-17	nan	nan	nan	nan
54601.90010000296	2.373272463328386e-16	1.126342527666145e-17	3.2578271305715406e-16	6.533826846865679e-18	2.7612604267684993e-16	4.044800782079352e-18	3.372458684878088e-16	4.6105629619826724e-18	9.982070244171362e-17	1.8643881264769655e-17	nan	nan	nan	nan
54601.95010000296	2.369240100324761e-16	1.1288873761152433e-17	3.2545927887170733e-16	6.55963264400791e-18	2.7561830029593475e-16	4.023857903240128e-18	3.3661238041934616e-16	4.619013086828882e-18	9.972129014941578e-17	1.8501530573289133e-17	nan	nan	nan	nan
54602.000100002966	2.3652878519200814e-16	1.1321879089946376e-17	3.2512563537773374e-16	6.588981110091511e-18	2.7511158556763163e-16	4.004176962643811e-18	3.3598235272670695e-16	4.6289984641877246e-18	9.96219927770223e-17	1.8351865092447027e-17	nan	nan	nan	nan
54602.05010000297	2.361424129790792e-16	1.1362826871628536e-17	3.247817935261931e-16	6.622236711425795e-18	2.746061892138857e-16	3.985940512180081e-18	3.353562455883025e-16	4.640742234285979e-18	9.952280520153784e-17	1.8197630917697715e-17	nan	nan	nan	nan
54602.10010000297	2.3576573459663137e-16	1.1412124822837356e-17	3.2442776240939596e-16	6.659922670398989e-18	2.741024016458756e-16	3.969377184660275e-18	3.347345171925836e-16	4.65458964526324e-18	9.942372175605584e-17	1.8041873481824955e-17	nan	nan	nan	nan
54602.150100002975	2.353995912864841e-16	1.1470199288926147e-17	3.2406355167222437e-16	6.7027114560818496e-18	2.73600514051696e-16	3.954760265562738e-18	3.34117629210432e-16	4.671002786342111e-18	9.9324736229467e-17	1.7887924545570913e-17	nan	nan	nan	nan
54602.20010000298	2.3504482433276083e-16	1.1537491270058986e-17	3.236891703567552e-16	6.75141132260595e-18	2.7310081715329193e-16	3.942404966476528e-18	3.3350603916697826e-16	4.6905529031159155e-18	9.922584186608413e-17	1.7739380060960204e-17	nan	nan	nan	nan
54602.25010000298	2.3470227506518795e-16	1.1614452006636412e-17	3.2330462896184436e-16	6.806947933547801e-18	2.726036018279916e-16	3.9326649832423896e-18	3.329002069089736e-16	4.71390799001316e-18	9.912703136518606e-17	1.760006652587205e-17	nan	nan	nan	nan
54602.30010000298	2.343727848629668e-16	1.1701538194477876e-17	3.229099363788674e-16	6.87034262028972e-18	2.721091586423569e-16	3.9259272789658764e-18	3.323005926148293e-16	4.741818492113091e-18	9.902829688047879e-17	1.7473993497772082e-17	nan	nan	nan	nan
54602.35010000299	2.3405719515716664e-16	1.1799206916465467e-17	3.22505101700135e-16	6.942685733794382e-18	2.7161777893986568e-16	3.922606112703032e-18	3.317076546388262e-16	4.7750981109622214e-18	9.892963001947439e-17	1.7365290285748146e-17	nan	nan	nan	nan
54602.40010000299	2.337563474361243e-16	1.1907910385241378e-17	3.220901360273082e-16	7.025106582747439e-18	2.7112975328707973e-16	3.9231353102553534e-18	3.311218526618854e-16	4.814601972004627e-18	9.883102184278722e-17	1.7278125590524716e-17	nan	nan	nan	nan
54602.45010000299	2.334710832471145e-16	1.2028090607938586e-17	3.2166504709638613e-16	7.118740610519413e-18	2.70645371732617e-16	3.927959227049884e-18	3.305436468624184e-16	4.86120243372422e-18	9.873246286334835e-17	1.721661007619577e-17	nan	nan	nan	nan
54602.500100002995	2.332021883776854e-16	1.2160151368337332e-17	3.2122986067728784e-16	7.224621504236764e-18	2.7016492411791776e-16	3.93746469706705e-18	3.2997349128312425e-16	4.915635776789704e-18	9.863394304553692e-17	1.7184683524588815e-17	nan	nan	nan	nan
54602.550100003	2.329496199898953e-16	1.2304139343121317e-17	3.207848237191794e-16	7.34264748879961e-18	2.69688682311767e-16	3.951604109481655e-18	3.29411813433893e-16	4.977694358208866e-18	9.853545366148384e-17	1.7185403363329683e-17	nan	nan	nan	nan
54602.600100003	2.327127007327576e-16	1.24598237702129e-17	3.203303536646096e-16	7.471838233466197e-18	2.692169111389116e-16	3.9701341489594166e-18	3.288590282215301e-16	5.046739427833786e-18	9.843699907165859e-17	1.721712477158733e-17	nan	nan	nan	nan
54602.650100003004	2.3249073718655916e-16	1.2626952699551042e-17	3.1986687438604877e-16	7.611169747643436e-18	2.687498761492203e-16	3.9928127480521426e-18	3.283155457437693e-16	5.122129071251386e-18	9.833858916612183e-17	1.7275938461290253e-17	nan	nan	nan	nan
54602.70010000301	2.322830359925694e-16	1.2805264180586712e-17	3.1939480739498025e-16	7.759624095526643e-18	2.6828784341050554e-16	4.019406879021978e-18	3.2778178206822665e-16	5.2032400632592636e-18	9.82402333158697e-17	1.7357707723711304e-17	nan	nan	nan	nan
54602.75010000301	2.320889038495537e-16	1.2994490465227212e-17	3.189145750568614e-16	7.916212897928875e-18	2.6783107640086004e-16	4.049698738337204e-18	3.272581499459167e-16	5.289483304370917e-18	9.814194034684496e-17	1.7458195985212356e-17	nan	nan	nan	nan
54602.80010000301	2.3190764751065434e-16	1.3194361748775943e-17	3.1842660013901972e-16	8.079995192514342e-18	2.673798408255356e-16	4.083490470664362e-18	3.2674506229368436e-16	5.380316223651182e-18	9.804371854181447e-17	1.7573171444381216e-17	nan	nan	nan	nan
54602.850100003016	2.317385737816267e-16	1.3404609423086571e-17	3.1793130470551e-16	8.25009097742093e-18	2.6693440218260633e-16	4.1206077953083616e-18	3.2624293269169465e-16	5.475251432726581e-18	9.79455756421645e-17	1.7698495107481253e-17	nan	nan	nan	nan
54602.90010000302	2.3158098951664883e-16	1.3624968834718496e-17	3.174291120762311e-16	8.425689295712125e-18	2.664950258665577e-16	4.160902506043759e-18	3.257521753834328e-16	5.573861609938575e-18	9.784751884961434e-17	1.7830191541108475e-17	nan	nan	nan	nan
54602.95010000302	2.3143420161653523e-16	1.3855181557536851e-17	3.1692044361196507e-16	8.606053869403727e-18	2.6606197582163193e-16	4.204253958943569e-18	3.25273204280724e-16	5.6757825380759566e-18	9.774955482784857e-17	1.7964503091960083e-17	nan	nan	nan	nan
54603.000100003024	2.3129751702486107e-16	1.4094997196945018e-17	3.164057219293382e-16	8.790524718606639e-18	2.656355185299968e-16	4.250569530782774e-18	3.2480643031045226e-16	5.7807130053843e-18	9.765168970406849e-17	1.809792928393499e-17	nan	nan	nan	nan
54603.05010000303	2.3117024272696265e-16	1.4344174754694084e-17	3.1588536979567786e-16	8.978517969404555e-18	2.652159182466609e-16	4.299784109204692e-18	3.243522692085735e-16	5.8884134241734454e-18	9.755392907046197e-17	1.8227253627302625e-17	nan	nan	nan	nan
54603.10010000303	2.310516857444173e-16	1.4602483589851886e-17	3.1535981017924655e-16	9.16952329471184e-18	2.648034408840536e-16	4.351858616978779e-18	3.2391113438942256e-16	5.99870266511401e-18	9.745627798559286e-17	1.8349560250046678e-17	nan	nan	nan	nan
54603.15010000303	2.309411531342647e-16	1.486970401288652e-17	3.1482946464176153e-16	9.363100291803555e-18	2.643983517848659e-16	4.406778265738436e-18	3.2348343777486394e-16	6.111453322136885e-18	9.73587409757098e-17	1.846224269045751e-17	nan	nan	nan	nan
54603.200100003036	2.308379519860148e-16	1.5145627553145844e-17	3.1429475544821263e-16	9.55887354707429e-18	2.640009149451345e-16	4.464549646572254e-18	3.2306959493502337e-16	6.226586911726067e-18	9.726132203597428e-17	1.8563006968267127e-17	nan	nan	nan	nan
54603.25010000304	2.307413894174164e-16	1.5430056941014676e-17	3.1375610521522596e-16	9.756526945108902e-18	2.636113964844663e-16	4.52519754605136e-18	3.2267001679678496e-16	6.34406705558325e-18	9.716402463160874e-17	1.8649870755511037e-17	nan	nan	nan	nan
54603.30010000304	2.3065077257299288e-16	1.57228058437636e-17	3.1321393671012905e-16	9.955797346843743e-18	2.6323006065787e-16	4.588761227923032e-18	3.222851179352941e-16	6.463892804806355e-18	9.706685169896419e-17	1.872116015227063e-17	nan	nan	nan	nan
54603.350100003045	2.3056540862076186e-16	1.6023698391535398e-17	3.126686725997818e-16	1.0156467822948558e-17	2.6285717389571884e-16	4.655290422140821e-18	3.2191531375484634e-16	6.58609188451419e-18	9.696980564650807e-17	1.8775505270541834e-17	nan	nan	nan	nan
54603.40010000305	2.3048460565309776e-16	1.6332568042764633e-17	3.1212073434543384e-16	1.0358359767542856e-17	2.6249299967610565e-16	4.724840048028568e-18	3.215610146848358e-16	6.710710911475411e-18	9.687288835573206e-17	1.8811835559989005e-17	nan	nan	nan	nan
54603.45010000305	2.3040785851103113e-16	1.6649156616541145e-17	3.115704750904208e-16	1.0561129970389999e-17	2.621376671742541e-16	4.797309783810009e-18	3.2122237693717707e-16	6.837588997057801e-18	9.677610118198045e-17	1.8829375578788473e-17	nan	nan	nan	nan
54603.50010000305	2.303350763485283e-16	1.6972991617406915e-17	3.110180922031872e-16	1.0764026911156254e-17	2.617910028789375e-16	4.872251423514324e-18	3.2089899207243703e-16	6.966086847966138e-18	9.667944495519798e-17	1.882764172055468e-17	nan	nan	nan	nan
54603.550100003056	2.302662240318069e-16	1.7303581120469685e-17	3.104637637624137e-16	1.0966271525234142e-17	2.61452793397244e-16	4.94917516771972e-18	3.2059037536935565e-16	7.095513805256635e-18	9.658291998059966e-17	1.880644024882182e-17	nan	nan	nan	nan
54603.60010000306	2.302012664428798e-16	1.7640445304913532e-17	3.0990766839935213e-16	1.1167118897707049e-17	2.6112282512908434e-16	5.027601529194857e-18	3.2029604011671234e-16	7.225200318751289e-18	9.648652603925948e-17	1.876586685607658e-17	nan	nan	nan	nan
54603.65010000306	2.301401684782069e-16	1.7983117583989273e-17	3.0934998278613794e-16	1.1365860127660137e-17	2.608008847333411e-16	5.1070652484027084e-18	3.2001550209073723e-16	7.354501690301186e-18	9.639026238862082e-17	1.8706307845363266e-17	nan	nan	nan	nan
54603.700100003065	2.3008289504953766e-16	1.8331145415669473e-17	3.0879088464981525e-16	1.1561823660787859e-17	2.6048675871351386e-16	5.187118393795805e-18	3.1974827474603973e-16	7.482801518418153e-18	9.629412776292748e-17	1.8628442919235922e-17	nan	nan	nan	nan
54603.75010000307	2.3002941108362664e-16	1.868409084205762e-17	3.0823055076298694e-16	1.1754375734285105e-17	2.601802334177188e-16	5.267332639785251e-18	3.1949387369301997e-16	7.609513389800561e-18	9.619812037357494e-17	1.8533249442761823e-17	nan	nan	nan	nan
54603.80010000307	2.2997968152031606e-16	1.9041530798961837e-17	3.07669160811814e-16	1.1942920520200025e-17	2.598810943135675e-16	5.347300765231679e-18	3.1925181222045726e-16	7.734082440014075e-18	9.610223790938304e-17	1.8422007913898838e-17	nan	nan	nan	nan
54603.850100003074	2.299336713158574e-16	1.940305723559941e-17	3.0710689131773026e-16	1.2126899896594485e-17	2.595891298209521e-16	5.4266375847799664e-18	3.1902160610458184e-16	7.855985738567725e-18	9.600647753678948e-17	1.8296308215094123e-17	nan	nan	nan	nan
54603.90010000308	2.298913454400506e-16	1.976827707692643e-17	3.0654391915380624e-16	1.2305792934208216e-17	2.593041250967177e-16	5.504980479337944e-18	3.188027697949834e-16	7.974732502629129e-18	9.591083589996375e-17	1.8158056024174422e-17	nan	nan	nan	nan
54603.95010000308	2.298526688764347e-16	2.0136812061246334e-17	3.059804238555015e-16	1.2479115190284381e-17	2.590258666443638e-16	5.581989575841677e-18	3.1859481707793145e-16	8.089864131690869e-18	9.581530912084284e-17	1.8009478522032397e-17	nan	nan	nan	nan
54604.00010000308	2.298176066230185e-16	2.0508298476990988e-17	3.0541658063817227e-16	1.2646418037282426e-17	2.587541405012403e-16	5.657347578235751e-18	3.183972627346759e-16	8.20095308039803e-18	9.571989279908694e-17	1.785312824376701e-17	nan	nan	nan	nan
54604.050100003085	2.2978612369141504e-16	2.0882386822308518e-17	3.048525691879795e-16	1.2807287835392204e-17	2.584887342067346e-16	5.7307594527883474e-18	3.182096215464665e-16	8.307602909276912e-18	9.562458201195769e-17	1.769188358040376e-17	nan	nan	nan	nan
54604.10010000309	2.297581851071304e-16	2.1258741406825666e-17	3.0428856597612344e-16	1.2961345083500217e-17	2.5822943390178533e-16	5.801951966169881e-18	3.1803140862621333e-16	8.409447159719821e-18	9.552937131411537e-17	1.752894406218893e-17	nan	nan	nan	nan
54604.15010000309	2.297337559096271e-16	2.1637039909937922e-17	3.03724749432921e-16	1.3108243675567942e-17	2.579760247950321e-16	5.870673268996958e-18	3.178621374285257e-16	8.506148391363036e-18	9.543425473733898e-17	1.7367818170834406e-17	nan	nan	nan	nan
54604.200100003094	2.2971280115115945e-16	2.2016972911421525e-17	3.0316129597933866e-16	1.3247670084665983e-17	2.577282951509839e-16	5.936692022003981e-18	3.1770132290048355e-16	8.59739783710297e-18	9.533922579016626e-17	1.7212301088986176e-17	nan	nan	nan	nan
54604.2501000031	2.296952858976051e-16	2.239824340283215e-17	3.0259838449779717e-16	1.3379342719781307e-17	2.574860299193082e-16	5.999797011428661e-18	3.175484801549968e-16	8.682913940246737e-18	9.524427745745511e-17	1.7066439581023027e-17	nan	nan	nan	nan
54604.3001000031	2.2968117522771234e-16	2.2780566290390692e-17	3.0203619241393825e-16	1.3503011354636129e-17	2.5724901638042047e-16	6.059796373500205e-18	3.1740312364165525e-16	8.762442087037241e-18	9.514940219986588e-17	1.6934481219462642e-17	nan	nan	nan	nan
54604.3501000031	2.296704342340808e-16	2.3163667895812687e-17	3.0147489745480616e-16	1.361845659453905e-17	2.570170410896145e-16	6.116517125038564e-18	3.172647676442185e-16	8.835753615146269e-18	9.505459195326445e-17	1.6820805556426957e-17	nan	nan	nan	nan
54604.400100003106	2.2966302802106873e-16	2.354728546086415e-17	3.009146759911336e-16	1.3725489355160227e-17	2.5678989075756743e-16	6.16980450931414e-18	3.171329252856359e-16	8.90264524119494e-18	9.495983812804626e-17	1.672983571888348e-17	nan	nan	nan	nan
54604.45010000311	2.2965892170665375e-16	2.39311666600559e-17	3.0035570635277004e-16	1.3823950701484298e-17	2.5656734971241403e-16	6.2195214140134266e-18	3.170071146637584e-16	8.962938304241004e-18	9.48651316083814e-17	1.666593036794868e-17	nan	nan	nan	nan
54604.50010000311	2.296580804208939e-16	2.4315069125282038e-17	2.9979816712073357e-16	1.3913711562264292e-17	2.5634920652942963e-16	6.265548004050302e-18	3.168868474090648e-16	9.016478522296599e-18	9.477046275137998e-17	1.6633257998387212e-17	nan	nan	nan	nan
54604.550100003114	2.296604693065118e-16	2.4698759984145037e-17	2.992422348164583e-16	1.399467255878965e-17	2.5613524776390807e-16	6.307781278421606e-18	3.167716388002951e-16	9.06313531973101e-18	9.467582317069204e-17	1.6635042714418868e-17	nan	nan	nan	nan
54604.60010000312	2.296660535181532e-16	2.508201541502301e-17	2.986880879204948e-16	1.4066764100230626e-17	2.5592525872807767e-16	6.34613458782966e-18	3.166610031212089e-16	9.102801667954316e-18	9.458121705569759e-17	1.6669552974145567e-17	nan	nan	nan	nan
54604.65010000312	2.2967479822332315e-16	2.546462021871541e-17	2.981359030045109e-16	1.412994650558665e-17	2.557190259772324e-16	6.380537442992079e-18	3.165544561480365e-16	9.13539370809055e-18	9.448665390880461e-17	1.6732660638103597e-17	nan	nan	nan	nan
54604.70010000312	2.296866686009967e-16	2.5846367408623213e-17	2.975858582476548e-16	1.418421013849022e-17	2.555163364810212e-16	6.410935254561914e-18	3.164515123303676e-16	9.160850607630528e-18	9.439214273369323e-17	1.6819984951433613e-17	nan	nan	nan	nan
54604.750100003126	2.297016298419447e-16	2.6227057819300206e-17	2.970381319797757e-16	1.422957597562826e-17	2.553169771572987e-16	6.437289045298245e-18	3.1635168462532144e-16	9.179134787328113e-18	9.429769201034512e-17	1.6927034139736095e-17	nan	nan	nan	nan
54604.80010000313	2.2971964714923934e-16	2.6606499733485825e-17	2.9649290092324275e-16	1.4266095800746518e-17	2.551207331111157e-16	6.459575450017088e-18	3.1625448897495827e-16	9.190231570651091e-18	9.420330969684763e-17	1.704932166419654e-17	nan	nan	nan	nan
54604.85010000313	2.297406857369024e-16	2.698450852752524e-17	2.9595034265439896e-16	1.429385305994204e-17	2.5492739151929883e-16	6.4777865681430044e-18	3.161594391655475e-16	9.194149487692794e-18	9.410900323111811e-17	1.7182463371745242e-17	nan	nan	nan	nan
54604.900100003135	2.297647108308188e-16	2.7360906335166282e-17	2.9541063464911973e-16	1.4312963416744904e-17	2.547367388335531e-16	6.491929939989916e-18	3.1606605097331946e-16	9.19092095460856e-18	9.401477953255124e-17	1.732225476276318e-17	nan	nan	nan	nan
54604.95010000314	2.29791687668231e-16	2.7735521728867167e-17	2.9487395594052713e-16	1.4323575720878938e-17	2.5454856129840606e-16	6.502028697797532e-18	3.159738378528835e-16	9.180601928617027e-18	9.392064500358699e-17	1.7464729331910316e-17	nan	nan	nan	nan
54605.00010000314	2.2982158149696436e-16	2.810818941827976e-17	2.9434048325099024e-16	1.432587285172938e-17	2.5436264629786184e-16	6.508121535018068e-18	3.1588231491714953e-16	9.163272931007204e-18	9.382660553120113e-17	1.7606200075751608e-17	nan	nan	nan	nan
54605.05010000314	2.298543575764674e-16	2.8478749964928014e-17	2.9381039400615074e-16	1.432007294453179e-17	2.5417877909235443e-16	6.510262950568703e-18	3.157909962840472e-16	9.139039326319826e-18	9.373266648831765e-17	1.774328685596256e-17	nan	nan	nan	nan
