# wavelength flux
3649.99522 1.44273e-17
3651.27093 1.35290e-17
3652.53658 1.37130e-17
3653.81229 1.41051e-17
3655.07794 1.37753e-17
3656.35364 1.37373e-17
3657.62935 1.64094e-17
3658.89500 2.16272e-17
3660.17071 2.54056e-17
3661.43636 2.49311e-17
3662.71207 2.02520e-17
3663.97772 1.54798e-17
3665.25343 1.35737e-17
3666.51908 1.37241e-17
3667.79479 1.35627e-17
3669.06044 1.35258e-17
3670.32610 1.34933e-17
3671.61185 1.43577e-17
3672.87751 1.57011e-17
3674.15321 1.74361e-17
3675.41887 1.78960e-17
3676.69457 1.72060e-17
3677.96022 1.77950e-17
3679.22588 1.95276e-17
3680.50158 2.07078e-17
3681.76724 2.08459e-17
3683.04294 2.02783e-17
3684.30860 1.90922e-17
3685.59435 1.81634e-17
3686.86001 1.81049e-17
3688.12566 1.83325e-17
3689.40137 1.76122e-17
3690.66702 1.59612e-17
3691.94273 1.50379e-17
3693.20838 1.57014e-17
3694.48409 1.84038e-17
3695.74974 2.08783e-17
3697.01540 2.06846e-17
3698.29110 1.88713e-17
3699.55676 1.66820e-17
3700.84251 1.59138e-17
3702.10816 1.65457e-17
3703.38387 1.84742e-17
3704.64952 2.01308e-17
3705.91518 1.92278e-17
3707.19088 1.60427e-17
3708.45654 1.36127e-17
3709.73224 1.43471e-17
3710.99790 1.64396e-17
3712.27360 1.71416e-17
3713.53926 1.61483e-17
3714.82501 1.49827e-17
3716.09067 1.42990e-17
3717.35632 1.35662e-17
3718.63202 1.26248e-17
3719.89768 1.14526e-17
3721.17338 1.07220e-17
3722.43904 1.09629e-17
3723.71474 1.19992e-17
3724.98040 1.26144e-17
3726.24606 1.15413e-17
3727.52176 9.52985e-18
3728.79746 8.02613e-18
3730.07317 7.45936e-18
3731.33882 7.33408e-18
3732.61453 7.32953e-18
3733.88018 7.68961e-18
3735.14584 8.43497e-18
3736.42154 9.22907e-18
3737.68720 9.81809e-18
3738.96290 1.02425e-17
3740.22856 1.02269e-17
3741.50426 9.85652e-18
3742.77996 9.28870e-18
3744.04562 8.92525e-18
3745.32132 9.04193e-18
3746.58698 9.08097e-18
3747.86268 8.59375e-18
3749.12834 7.67073e-18
3750.40404 7.41385e-18
3751.66970 8.07842e-18
3752.93536 8.49548e-18
3754.21106 7.88810e-18
3755.47672 6.93148e-18
3756.76247 6.84162e-18
3758.02812 7.23671e-18
3759.30383 7.17197e-18
3760.56948 6.90560e-18
