# wavelength flux
3338.10108 1.58462e-17
3343.58559 1.41197e-17
3349.07011 1.16519e-17
3354.55462 1.42975e-17
3360.03914 6.15820e-18
3365.52366 8.80322e-18
3371.00817 9.05462e-18
3376.49269 1.21741e-17
3381.97720 1.08287e-17
3387.45167 1.10098e-17
3392.93619 1.52198e-17
3398.42070 1.19628e-17
3403.90522 1.40913e-17
3409.38973 1.48873e-17
3414.87425 1.47679e-17
3420.35876 1.55876e-17
3425.84328 1.59757e-17
3431.32780 1.75687e-17
3436.81231 1.76251e-17
3442.29683 1.58074e-17
3447.78134 1.59868e-17
3453.26586 1.62904e-17
3458.75037 1.83120e-17
3464.23489 1.86572e-17
3469.71940 1.87077e-17
3475.19387 2.00013e-17
3480.67839 2.02926e-17
3486.16290 2.01787e-17
3491.64742 1.91800e-17
3497.13194 1.98153e-17
3502.61645 2.05204e-17
3508.10097 2.01320e-17
3513.58548 1.99236e-17
3519.07000 1.99255e-17
3524.55451 1.96315e-17
3530.03903 2.13918e-17
3535.52354 1.99820e-17
3541.00806 2.08346e-17
3546.49257 2.03978e-17
3551.97709 2.16445e-17
3557.46160 2.08818e-17
3562.93607 2.18763e-17
3568.42059 2.21575e-17
3573.90511 2.09465e-17
3579.38962 2.24346e-17
3584.87414 2.15133e-17
3590.35865 2.18269e-17
3595.84317 2.06501e-17
3601.32768 2.22557e-17
3606.81220 2.17852e-17
3612.29671 2.09627e-17
3617.78123 2.16073e-17
3623.26574 2.17324e-17
3628.75026 2.11508e-17
3634.23478 2.09673e-17
3639.71929 2.02562e-17
3645.20381 2.15791e-17
3650.68832 2.08293e-17
3656.16279 2.02836e-17
3661.64731 2.10295e-17
3667.13182 1.97795e-17
3672.61634 1.96566e-17
3678.10085 2.00373e-17
3683.58537 1.84778e-17
3689.06988 1.83091e-17
3694.55440 1.63492e-17
3700.03892 1.57754e-17
3705.52343 1.42603e-17
3711.00795 1.25496e-17
3716.49246 1.11228e-17
3721.97698 1.05274e-17
3727.46149 9.38929e-18
3732.94601 8.79937e-18
3738.43052 9.03535e-18
3743.91504 7.63746e-18
3749.38951 7.35595e-18
3754.87402 7.58181e-18
3760.35854 7.65915e-18
3765.84305 6.74834e-18
3771.32757 6.95916e-18
3776.81209 7.19867e-18
3782.29660 7.57154e-18
3787.78112 7.13077e-18
3793.26563 7.74652e-18
3798.75015 7.53237e-18
3804.23466 8.18388e-18
3809.71918 8.61532e-18
3815.20369 8.86598e-18
3820.68821 8.94216e-18
3826.17272 1.01164e-17
3831.65724 1.04699e-17
3837.13171 1.07022e-17
3842.61623 1.08789e-17
3848.10074 1.12629e-17
3853.58526 1.23610e-17
3859.06977 1.32993e-17
3864.55429 1.38563e-17
3870.03880 1.51376e-17
3875.52332 1.48838e-17
3881.00783 1.63718e-17
3886.49235 1.74644e-17
3891.97686 1.87122e-17
3897.46138 1.86416e-17
3902.94590 1.99257e-17
3908.43041 2.09622e-17
3913.91493 2.16247e-17
3919.39944 2.28707e-17
3924.88396 2.43613e-17
3930.35843 2.41767e-17
3935.84294 2.47672e-17
3941.32746 2.65189e-17
3946.81197 2.66603e-17
3952.29649 2.61754e-17
3957.78100 2.73165e-17
3963.26552 2.78017e-17
3968.75003 2.72465e-17
3974.23455 2.81109e-17
3979.71907 2.77446e-17
3985.20358 2.78839e-17
3990.68810 2.71927e-17
3996.17261 2.70302e-17
4001.65713 2.72473e-17
4007.14164 2.68268e-17
4012.62616 2.66621e-17
4018.10063 2.63066e-17
4023.58514 2.55789e-17
4029.06966 2.56633e-17
4034.55417 2.46852e-17
4040.03869 2.37737e-17
4045.52321 2.33553e-17
4051.00772 2.31040e-17
4056.49224 2.33273e-17
4061.97675 2.28793e-17
4067.46127 2.21834e-17
4072.94578 2.17273e-17
4078.43030 2.15135e-17
4083.91481 2.16633e-17
4089.39933 2.14169e-17
4094.88384 2.13984e-17
4100.36836 2.07469e-17
4105.85288 2.08066e-17
4111.32735 2.08414e-17
4116.81186 2.07314e-17
4122.29638 2.02591e-17
4127.78089 2.03427e-17
4133.26541 2.01806e-17
4138.74992 1.99858e-17
4144.23444 2.00735e-17
4149.71895 2.02118e-17
4155.20347 2.03219e-17
4160.68798 2.02906e-17
4166.17250 2.00928e-17
4171.65701 2.04246e-17
4177.14153 1.97145e-17
4182.62605 2.02153e-17
4188.11056 2.03649e-17
4193.59508 2.05714e-17
4199.06955 2.02376e-17
4204.55406 2.01156e-17
4210.03858 2.04943e-17
4215.52309 2.04403e-17
4221.00761 2.07265e-17
4226.49212 2.08248e-17
4231.97664 2.11455e-17
4237.46115 2.07330e-17
4242.94567 2.04748e-17
4248.43019 2.05015e-17
4253.91470 2.04316e-17
4259.39922 2.08032e-17
4264.88373 2.03707e-17
4270.36825 2.02480e-17
4275.85276 2.03501e-17
4281.33728 2.03220e-17
4286.82179 1.99895e-17
4292.29626 2.03627e-17
4297.78078 2.03366e-17
4303.26529 2.00407e-17
4308.74981 1.99456e-17
4314.23433 1.99449e-17
4319.71884 1.92786e-17
4325.20336 1.83813e-17
4330.68787 1.82978e-17
4336.17239 1.79867e-17
4341.65690 1.76544e-17
4347.14142 1.72510e-17
4352.62593 1.68461e-17
4358.11045 1.69231e-17
4363.59496 1.63808e-17
4369.07948 1.62348e-17
