# wavelength flux
3649.99522 2.47879e-17
3651.27093 2.64543e-17
3652.53658 2.72224e-17
3653.81229 2.65040e-17
3655.07794 2.46082e-17
3656.35364 2.31451e-17
3657.61930 2.26993e-17
3658.89500 2.27101e-17
3660.17071 2.30395e-17
3661.43636 2.36666e-17
3662.71207 2.35625e-17
3663.97772 2.19007e-17
3665.25343 2.01277e-17
3666.51908 1.94926e-17
3667.79479 2.06379e-17
3669.06044 2.24151e-17
3670.32610 2.35061e-17
3671.60180 2.23137e-17
3672.86746 1.99153e-17
3674.15321 1.93801e-17
3675.41887 2.09822e-17
3676.69457 2.18311e-17
3677.96022 2.07475e-17
3679.22588 1.98074e-17
3680.50158 2.06750e-17
3681.76724 2.16718e-17
3683.04294 2.12671e-17
3684.30860 2.08927e-17
3685.58430 2.13793e-17
3686.84996 2.22724e-17
3688.11562 2.25276e-17
3689.39132 2.21496e-17
3690.66702 2.13420e-17
3691.94273 2.06101e-17
3693.20838 2.08913e-17
3694.48409 2.21327e-17
3695.74974 2.29377e-17
3697.01540 2.26950e-17
3698.29110 2.21850e-17
3699.55676 2.21447e-17
3700.83246 2.22187e-17
3702.09812 2.13092e-17
3703.37382 1.95942e-17
3704.63948 1.83234e-17
3705.91518 1.79186e-17
3707.19088 1.79045e-17
3708.45654 1.73969e-17
3709.73224 1.63761e-17
3710.99790 1.54272e-17
3712.27360 1.52414e-17
3713.53926 1.55166e-17
3714.81496 1.51444e-17
3716.08062 1.38338e-17
3717.34628 1.27577e-17
3718.62198 1.24329e-17
3719.88764 1.25356e-17
3721.17338 1.30007e-17
3722.43904 1.37977e-17
3723.71474 1.43516e-17
3724.98040 1.42180e-17
3726.24606 1.38490e-17
3727.52176 1.36478e-17
3728.78742 1.28826e-17
3730.06312 1.10673e-17
3731.32878 8.99922e-18
3732.60448 7.69958e-18
3733.87014 7.17797e-18
3735.13580 7.32049e-18
3736.41150 8.11786e-18
3737.68720 9.16795e-18
3738.96290 9.68020e-18
3740.22856 9.46465e-18
3741.50426 8.93254e-18
3742.76992 8.20807e-18
3744.03558 7.08448e-18
3745.31128 5.93203e-18
3746.57694 5.58591e-18
3747.85264 6.29543e-18
3749.11830 7.26432e-18
3750.39400 7.56677e-18
3751.65966 7.16886e-18
3752.93536 6.63135e-18
3754.21106 6.17978e-18
3755.47672 6.00190e-18
3756.75242 6.50039e-18
3758.01808 7.64351e-18
3759.29378 8.70239e-18
3760.55944 9.00799e-18
3761.82509 8.72775e-18
3763.10080 8.25262e-18
3764.36645 7.81972e-18
3765.64216 7.52178e-18
3766.90781 7.00841e-18
3768.18352 5.92377e-18
3769.45922 5.18881e-18
3770.73492 5.95162e-18
3772.00058 7.61307e-18
3773.26624 8.39341e-18
3774.54194 7.87973e-18
3775.80760 7.46696e-18
3777.08330 7.96669e-18
3778.34896 8.28248e-18
3779.62466 7.73956e-18
3780.89032 7.11273e-18
3782.15597 7.37589e-18
3783.43167 8.02440e-18
3784.70738 8.08410e-18
3785.98308 7.77352e-18
3787.24874 7.52143e-18
3788.52444 6.95019e-18
3789.79010 6.32392e-18
3791.05575 6.55498e-18
3792.33146 7.81031e-18
3793.59711 8.69892e-18
3794.87282 8.36449e-18
3796.13847 7.55259e-18
3797.41418 7.20602e-18
3798.67983 7.17127e-18
3799.95554 7.21738e-18
3801.23124 7.35833e-18
3802.49690 7.62104e-18
3803.77260 7.69402e-18
3805.03825 7.44835e-18
3806.31396 7.07172e-18
3807.57961 7.36260e-18
3808.84527 8.17725e-18
3810.12097 8.79079e-18
3811.38663 8.69798e-18
3812.66233 8.73950e-18
3813.92799 9.41152e-18
3815.20369 9.92674e-18
3816.47940 9.39794e-18
3817.74505 8.60826e-18
3819.02076 8.66183e-18
3820.28641 9.31125e-18
3821.56212 9.59199e-18
3822.82777 9.56672e-18
3824.10347 1.01079e-17
3825.36913 1.10694e-17
