spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_I_fitflux	Bessell_I_fitfluxerr	Bessell_I_inrange	Bessell_R_fitflux	Bessell_R_fitfluxerr	Bessell_R_inrange	Bessell_U_fitflux	Bessell_U_fitfluxerr	Bessell_U_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_g_fitflux	sdss_g_fitfluxerr	sdss_g_inrange	sdss_i_fitflux	sdss_i_fitfluxerr	sdss_i_inrange	sdss_r_fitflux	sdss_r_fitfluxerr	sdss_r_inrange	sdss_u_fitflux	sdss_u_fitfluxerr	sdss_u_inrange	sdss_z_fitflux	sdss_z_fitfluxerr	sdss_z_inrange	swift_B_fitflux	swift_B_fitfluxerr	swift_B_inrange	swift_U_fitflux	swift_U_fitfluxerr	swift_U_inrange	swift_UVM2_fitflux	swift_UVM2_fitfluxerr	swift_UVM2_inrange	swift_UVW1_fitflux	swift_UVW1_fitfluxerr	swift_UVW1_inrange	swift_UVW2_fitflux	swift_UVW2_fitfluxerr	swift_UVW2_inrange	swift_V_fitflux	swift_V_fitfluxerr	swift_V_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2012aw/2012aw_2012-03-25_23-28-49_Ekar_BC-Ekar_None.dat	56011.98	3.459479441015787e-14	2.739491141472498e-16	True	7.51201045723572e-15	9.068728785512601e-17	True	1.4455604328974093e-14	1.574248732172108e-16	True	4.371487301251889e-14	9.27554046388309e-16	True	2.023983304778752e-14	1.9389805896673814e-16	True	2.89377392006641e-14	3.5892771604357646e-16	True	9.391696259292272e-15	1.027836856165179e-16	True	1.629773009471898e-14	1.9251185611421555e-16	True	4.6147822909430663e-14	2.0048822111320264e-15	True	5.836585498024211e-15	5.646825100326587e-17	True	3.3568320908358636e-14	7.321697062193426e-16	True	5.1759583909044455e-14	1.1321678279976924e-15	True	3.413941549272192e-14	1.7291997825443129e-15	True	4.6382071816792886e-14	1.1875428577443718e-15	True	2.7882536511329006e-14	1.30663621235277e-15	True	1.910830470581258e-14	4.232452725288622e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2012aw/2012aw_2012-03-26_21-02-19_Ekar_AFOSC_None.dat	56012.88	3.407895530452779e-14	2.949722153628514e-16	True	7.560654985432376e-15	9.971459766429119e-17	True	1.4528227111157806e-14	1.711730684308632e-16	True	4.225489939121131e-14	9.885108166193952e-16	True	2.015353403847186e-14	2.2402484608983043e-16	True	2.90833100267892e-14	3.83099987268664e-16	True	9.485825118772644e-15	1.0600539151569208e-16	True	1.6422574410575023e-14	2.0536810240947096e-16	True	4.413441253855322e-14	2.082072317478166e-15	True	5.939721294228637e-15	5.817521013662631e-17	True	3.3417196333338115e-14	6.918268102360859e-16	True	5.010644355546235e-14	1.0133225791407445e-15	True	2.6037684795907594e-14	1.1034717432644804e-15	True	4.0122870298092314e-14	1.112019728118862e-15	True	2.3268385876866867e-14	1.5632346737310787e-15	True	1.9363513031460077e-14	4.0646639219569176e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2012aw/2012aw_2012-03-27_21-13-15_Ekar_AFOSC_None.dat	56013.88	3.3343428084301514e-14	3.043054096781531e-16	True	7.597402364843446e-15	9.902832125651664e-17	True	1.4521607774388755e-14	1.6172068692269006e-16	True	4.0495870101410016e-14	1.0539351681609933e-15	True	2.00019041993661e-14	2.279690185419908e-16	True	2.900558642646748e-14	4.3151578713915784e-16	True	9.550915592960663e-15	1.0599142816008677e-16	True	1.649420537064683e-14	2.2704360462128023e-16	True	4.184220397808607e-14	2.174067930131414e-15	True	6.031799726701364e-15	5.838112233487235e-17	True	3.317433695836622e-14	6.502905225492877e-16	True	4.794543019872347e-14	9.042703473593314e-16	True	1.878072601580846e-14	6.106565320279769e-16	True	3.30713975897558e-14	1.1059314351539026e-15	True	1.8762890697533274e-14	1.0588556572189444e-15	True	1.962540494642307e-14	3.89773818791267e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2012aw/2012aw_2011-03-28_00-00-00_Swift-UVOT_UV-grism_None.txt	56014.0	3.324790677951223e-14	3.0449158491134713e-16	True	7.601783560163144e-15	9.829336202617046e-17	True	1.451765881357557e-14	1.5906361649579388e-16	True	4.0277730801457037e-14	1.060716131182251e-15	True	1.9983256093650094e-14	2.2639821777238437e-16	True	2.8982751290999343e-14	4.3856854760329084e-16	True	9.557012981779193e-15	1.0566111359972142e-16	True	1.6499825634905144e-14	2.300760088987785e-16	True	4.156414129414793e-14	2.184101642874063e-15	True	6.041865691056443e-15	5.829021535338213e-17	True	3.313951714191172e-14	6.457267092913293e-16	True	4.766295324035088e-14	8.929222372723498e-16	True	1.804013952167622e-14	5.77924962488914e-16	True	3.229469296387189e-14	1.1235402311411452e-15	True	1.8283171576659508e-14	1.1611681232698482e-15	True	1.9655148761198142e-14	3.8796818993016387e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2012aw/2012aw_2012-03-29_22-15-44_Ekar_BC-Ekar_None.dat	56015.93	3.166524345864914e-14	3.124656801101426e-16	True	7.71857021380242e-15	9.419712887920241e-17	True	1.4483340713209447e-14	1.305248099793468e-16	True	3.6647347044528186e-14	1.136766899460499e-15	True	1.981173679002197e-14	2.133640612274719e-16	True	2.8454594151402004e-14	5.732842906672468e-16	True	9.650003466778203e-15	1.0958982007565638e-16	True	1.658180139739435e-14	2.8893816134036934e-16	True	3.7038639274873387e-14	2.2722809958338727e-15	True	6.204933291278143e-15	5.989616159542435e-17	True	3.240733233039713e-14	5.876280492219561e-16	True	4.2432945661173186e-14	7.458613313802632e-16	True	9.363651541383887e-15	5.148856961969443e-16	True	2.199852591357133e-14	9.934351775403417e-16	True	1.1849689597680125e-14	8.449454336563404e-16	True	2.0083271853348924e-14	3.6574162940988955e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2012aw/2012aw_2011-03-30_00-00-00_Swift-UVOT_UV-grism_None.txt	56016.0	3.1607967828035855e-14	3.13578782784314e-16	True	7.724717924093977e-15	9.497437409078042e-17	True	1.4484390856257937e-14	1.3158575094794717e-16	True	3.651207847885354e-14	1.138057507098545e-15	True	1.981183675397341e-14	2.1463155065721966e-16	True	2.843432029854433e-14	5.790791781879863e-16	True	9.654476382308466e-15	1.1091862128350333e-16	True	1.658612260568797e-14	2.9171542440476167e-16	True	3.6873472169873066e-14	2.2721939838165205e-15	True	6.211627721988774e-15	6.031849618944856e-17	True	3.237463441538291e-14	5.861164568777718e-16	True	4.2219262856860497e-14	7.422041258721016e-16	True	9.157000357322064e-15	5.182954198091869e-16	True	2.1695420279167597e-14	1.0112183365067222e-15	True	1.1663769106626459e-14	8.375802628017684e-16	True	2.009701576945355e-14	3.651981551891232e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2012aw/2012aw_2012-03-31_00-00-00_Ekar_BC-Ekar_None.dat	56017.0	3.0789654309738125e-14	3.3571238160564857e-16	True	7.81899326606167e-15	1.160715399785594e-16	True	1.450986285263271e-14	1.7249004317494841e-16	True	3.454690667871277e-14	1.1406980625322517e-15	True	1.9856045067604618e-14	2.413054370409525e-16	True	2.8158189568928998e-14	6.648913766774768e-16	True	9.73620539703911e-15	1.416772975216192e-16	True	1.6667474541832306e-14	3.3596211922873163e-16	True	3.4515334041080205e-14	2.2413192856643542e-15	True	6.317116596999066e-15	7.043734245044078e-17	True	3.186159779026946e-14	5.68482095653249e-16	True	3.900284044954475e-14	7.080857906564959e-16	True	6.68915830275956e-15	4.0049681449188087e-16	True	1.7721042708087018e-14	8.359521416585274e-16	True	9.119033227798498e-15	6.847570690658244e-16	True	2.0279515824555074e-14	3.592742276671544e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2012aw/2012aw_2012-03-31_20-32-55_WHT-4.2m_ISIS_None.dat	56017.86	3.0087870964610954e-14	3.592371101938789e-16	True	7.901270643031895e-15	1.479453410729897e-16	True	1.454330267221039e-14	2.4142803504831326e-16	True	3.2799980420279184e-14	1.1271523260508583e-15	True	1.9934159757120802e-14	2.656952679596079e-16	True	2.79339125245423e-14	7.292474781988803e-16	True	9.828252765470166e-15	1.7753343749154215e-16	True	1.6763517309977116e-14	3.727246273220966e-16	True	3.2498319559959686e-14	2.168878906761356e-15	True	6.41798919194611e-15	8.323174356841358e-17	True	3.135338508604623e-14	5.587373681548682e-16	True	3.602829366622942e-14	7.051262957855045e-16	True	4.843332658122445e-15	2.302322240439317e-16	True	1.46273699780945e-14	7.591261343236341e-16	True	6.690632182732696e-15	4.998467243548195e-16	True	2.0415502359314526e-14	3.5676707721448956e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2012aw/2012aw_2012-04-02_00-00-00_Ekar_BC-Ekar_None.dat	56019.0	2.9158025240665724e-14	3.9560832745775737e-16	True	8.006909473204332e-15	1.9703169477637236e-16	True	1.4603298807405632e-14	3.4953630865474044e-16	True	3.038438917727503e-14	1.1252357896710885e-15	True	2.0042195275932855e-14	3.093140401148601e-16	True	2.763855988999502e-14	7.761075816240361e-16	True	9.970922899140472e-15	2.2080155660040336e-16	True	1.691507089103265e-14	4.05147942481434e-16	True	2.9859993121694706e-14	2.00797198238953e-15	True	6.558633707286862e-15	9.947164883256367e-17	True	3.059209359799843e-14	5.511953877738897e-16	True	3.1892371228470135e-14	7.1764572912215915e-16	True	3.1636577578020973e-15	2.2106370534226775e-16	True	1.0934210545525587e-14	6.565704790105516e-16	True	4.433487261559078e-15	8.384842726648769e-16	True	2.05649578556161e-14	3.562734801630665e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2012aw/2012aw_2012-04-08_21-34-37_TNG_DOLORES_None.dat	56025.9	2.315019390878253e-14	2.9779375848011364e-16	True	8.538352189543837e-15	2.8053638045849674e-16	True	1.5095962527294115e-14	6.272585410563329e-16	True	1.5606677051547874e-14	5.266224536825997e-16	True	1.9856621557854427e-14	2.5563479179974163e-16	True	2.468849719513583e-14	6.69829012242972e-16	True	1.0620649412041068e-14	2.170508656967454e-16	True	1.7431748257690385e-14	2.9228574366904935e-16	True	1.615359924555578e-14	1.3540667223975458e-15	True	7.0947400449163356e-15	1.0502544414304924e-16	True	2.470682284460292e-14	4.602984901607497e-16	True	1.1289930279838509e-14	3.4145074309977964e-16	True	4.0461116720193553e-16	2.274572093630538e-16	True	2.5365773917331944e-15	5.837176781779976e-16	True	1.0470603350414482e-15	1.1968981474627633e-15	True	2.0651754959667655e-14	3.5064453360576165e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2012aw/2012aw_2012-04-10_17-47-36_IGO_IFOSC_None.txt	56027.74	2.148432612587217e-14	2.8699359064889716e-16	True	8.639814754502518e-15	2.3169657267306743e-16	True	1.5183559355791608e-14	5.39964886852217e-16	True	1.2788072883248687e-14	4.945234827707795e-16	True	1.9601266366109787e-14	2.5793386219742035e-16	True	2.3408521157237225e-14	8.812744390405686e-16	True	1.061285890030327e-14	1.8409401062636583e-16	True	1.728360725012246e-14	2.746727112373498e-16	True	1.3443121260452169e-14	1.7972632210447423e-15	True	7.098892917949421e-15	1.003668997102278e-16	True	2.3037408861147356e-14	4.39289500144037e-16	True	8.824845805190797e-15	2.456106587503543e-16	True	3.496539206038606e-16	8.902029780498948e-17	True	2.2442435397837457e-15	2.440061647979769e-16	True	8.738545658413383e-16	2.9866777110334813e-16	True	2.0439293529420268e-14	3.4890165281767247e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2012aw/2012aw_2011-04-11_00-00-00_Swift-UVOT_UV-grism_None.txt	56028.0	2.1261516660632342e-14	2.8849112713109243e-16	True	8.652473603466008e-15	2.245022115811084e-16	True	1.519190511876516e-14	5.233188405377979e-16	True	1.2460069148750239e-14	4.918816960654997e-16	True	1.9563913533504617e-14	2.589124358091447e-16	True	2.3220432354336937e-14	9.004854217139717e-16	True	1.0608656662973088e-14	1.779568748124178e-16	True	1.7256741294162452e-14	2.687069067298426e-16	True	1.3091251670016678e-14	1.8524402310821232e-15	True	7.099821798374158e-15	9.934882195361225e-17	True	2.280715524500888e-14	4.3706519289307637e-16	True	8.540142829627816e-15	2.345723340030101e-16	True	3.379084878248974e-16	2.2153487318887878e-16	True	2.1691423657991665e-15	5.429070337669338e-16	True	8.628295505412846e-16	5.453029393025254e-16	True	2.040273687562415e-14	3.488050950523033e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2012aw/2012aw_2012-04-14_02-53-42_ESO-NTT_EFOSC2-NTT_None.dat	56031.12	1.8906578949251062e-14	3.676756370642103e-16	True	8.769541295841061e-15	1.755882130040094e-16	True	1.51843052894955e-14	2.9318457219403904e-16	True	9.377843674370216e-15	6.604155618218176e-16	True	1.9018056281654e-14	2.4753338429774245e-16	True	2.0997590885339828e-14	8.807971336701926e-16	True	1.055889701945457e-14	1.3791599198497718e-16	True	1.6906010372646235e-14	2.246214146026532e-16	True	9.4139381942035e-15	2.2118364853655206e-15	True	7.183069707668478e-15	9.790345369949856e-17	True	2.02628106191593e-14	4.1303199962632967e-16	True	6.266120611617625e-15	2.385565789025088e-16	True	1.8038438615985059e-16	4.472549977623839e-16	True	1.5208819928501332e-15	2.6065973142829443e-16	True	6.888471607212282e-16	4.93777156374926e-16	True	1.9880668946270295e-14	3.483474439189363e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2012aw/2012aw_2012-04-25_00-00-00_NOT_ALFOSC_None.dat	56042.0	1.384202127527016e-14	1.9366609302866314e-16	True	8.826027367937104e-15	2.3225730426345595e-16	True	1.500465082463681e-14	3.6043704334793055e-16	True	4.4859020522798445e-15	2.8558546787648096e-16	True	1.762045043980908e-14	2.0943381170234996e-16	True	1.731848781864271e-14	1.0058071404442107e-15	True	1.0710657696971202e-14	3.5807377362860193e-16	True	1.644259473628653e-14	5.560192886168598e-16	True	2.3892783157660446e-15	1.7315309091911373e-15	True	7.710414992651654e-15	1.902662407270935e-16	True	1.489603478750817e-14	3.572608728740161e-16	True	2.754396867957165e-15	2.9874235904176974e-16	True	1.124968397261877e-16	6.600636493172649e-16	True	9.602959258078393e-16	1.5530612832431565e-15	True	3.662220588332829e-16	3.4944517535056548e-15	True	1.817678108057052e-14	3.3682554699440214e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2012aw/2012aw_2012-05-01_01-24-27_ESO-NTT_EFOSC2-NTT_None.dat	56048.06	1.2740068897924658e-14	1.4733233298966723e-16	True	9.252557567128742e-15	1.305215773761065e-16	True	1.5043898024626022e-14	2.1056875747249857e-16	True	3.430862728045254e-15	1.1795464720542127e-16	True	1.653147502077907e-14	1.6649864284099064e-16	True	1.6084528084724903e-14	2.1587838971019566e-15	True	1.0838400758092416e-14	5.606456636521128e-16	True	1.6246751282048395e-14	8.673506137409431e-16	True	8.725362936552964e-16	4.4096144923369344e-15	True	7.967311747267257e-15	2.7069132921428026e-16	True	1.3101400004313404e-14	3.097028647018311e-16	True	1.8689954324461995e-15	3.2982386811303944e-16	True	5.666218242693663e-17	7.340913205287033e-16	True	7.26922837909762e-16	1.781085436185476e-15	True	3.3997207260205356e-16	3.974385261316e-15	True	1.7643598473622363e-14	3.1087079638513085e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2012aw/2012aw_2012-05-11_22-06-56_NOT_ALFOSC_None.dat	56058.92	1.0471375794892863e-14	2.0303724099131135e-16	True	9.540150844265255e-15	1.4185841360368833e-16	True	1.4844715099888527e-14	3.700159193182659e-16	True	2.1899177635472676e-15	3.4828707092276267e-16	True	1.656884125841943e-14	1.9450954312296216e-16	True	1.4084166329363371e-14	8.323859979116387e-16	True	1.1297857167003369e-14	1.4340574097430687e-16	True	1.6464896697633037e-14	2.63752184746914e-16	True	4.469779905807802e-16	5.4815035374924105e-15	True	8.378566617645535e-15	1.171373389250467e-16	True	1.081110779971197e-14	3.271607465390002e-16	True	1.2408816333607335e-15	3.421887048546894e-16	True	5.5119699019217176e-17	8.722024047496526e-16	True	5.605469040436248e-16	1.962711746145066e-15	True	2.8581282918893107e-16	4.52133977127865e-15	True	1.6783303511247343e-14	3.901638577719532e-16	True
