MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_g	sdss_g_err	sdss_i	sdss_i_err	sdss_r	sdss_r_err	sdss_u	sdss_u_err	sdss_z	sdss_z_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
56065.69880000227	9.30924454207092e-15	2.106317067166553e-16	9.570980214650647e-15	2.6449705751126044e-16	1.540502782140915e-14	5.028698478328503e-16	1.6064562288843018e-15	3.4582444652732297e-16	1.6162586208873756e-14	3.00865262076486e-16	1.3058915162181016e-14	1.0843157031410572e-15	1.1173631707443028e-14	2.5089515407077824e-16	1.6299838591924685e-14	4.0543417552870834e-16	8.024719516420559e-16	3.573955981021112e-15	8.632545688193823e-15	1.7787406382381145e-16	9.862399476265252e-15	6.037940894191343e-16	9.23361932471147e-16	1.3320100901793904e-15	6.195610688133352e-17	3.506229892607829e-15	4.371703186564134e-16	1.4387774992364447e-16	1.964836305466936e-16	1.4456688516379342e-14	1.6181146021074743e-14	5.141238640065597e-16
56065.74880000227	9.293646590601258e-15	2.1305407535261738e-16	9.570372959550904e-15	2.639682788082166e-16	1.5408864414391868e-14	5.010254823141143e-16	1.6052406556553493e-15	3.5973356718146805e-16	1.6161984410282587e-14	3.0340433563860003e-16	1.3052465055658625e-14	1.088349811700069e-15	1.1172567584468791e-14	2.5031946133921986e-16	1.6297059433844004e-14	4.039530401363751e-16	8.050873995884858e-16	3.554127605235115e-15	8.633921574038983e-15	1.781084238210653e-16	9.855773996792296e-15	6.0549505218006265e-16	9.217909768304164e-16	1.3401037060703181e-15	6.202955375712577e-17	3.5279738250672963e-15	4.3621728720202753e-16	7.054098840925616e-17	1.9564358083906742e-16	1.4529615369389372e-14	1.6176849968480112e-14	5.146213838116197e-16
56065.798800002274	9.278070010278359e-15	2.154619722345554e-16	9.569747738162985e-15	2.6341549200583117e-16	1.5412657771833117e-14	4.991402020152956e-16	1.6040278673234286e-15	3.734693603311811e-16	1.6161367880466687e-14	3.0592604563040616e-16	1.3046037899773094e-14	1.0922421054954427e-15	1.1171519444495653e-14	2.4970448943396634e-16	1.6294272432788732e-14	4.0241526151755584e-16	8.076927212207215e-16	3.5342342375531368e-15	8.635282526342504e-15	1.7833126490223945e-16	9.849151087438411e-15	6.071501469946225e-16	9.202295515174468e-16	1.3479811435136092e-15	6.210297175771674e-17	3.5491451408542845e-15	4.3528057060976615e-16	1.0559323256900377e-16	1.948100502032868e-16	1.4600422673880413e-14	1.6172554234427682e-14	5.151044384430736e-16
56065.84880000228	9.262521484700103e-15	2.178503251009381e-16	9.569104421023418e-15	2.6283893843762517e-16	1.5416407040833225e-14	4.972145700440238e-16	1.6028174844444705e-15	3.870216793515212e-16	1.6160736261949885e-14	3.084259097334708e-16	1.3039633843276056e-14	1.0959923497172112e-15	1.1170487655660557e-14	2.4905050288886325e-16	1.629147790172871e-14	4.0082129513634685e-16	8.102876974500109e-16	3.5142764237424372e-15	8.636628374481525e-15	1.7854256159500471e-16	9.842530704358145e-15	6.087589924255674e-16	9.186776236592183e-16	1.3556413440421837e-15	6.217635237138665e-17	3.5697409755080565e-15	4.3436031416428935e-16	1.983068903929529e-16	1.9398315184047163e-16	1.4669113893267026e-14	1.6168258770861384e-14	5.155729318908937e-16
56065.89880000228	9.247007680774894e-15	2.202143344206394e-16	9.568442878528877e-15	2.62238868322773e-16	1.5420111368288427e-14	4.95249168595844e-16	1.6016091272853762e-15	4.003811101809113e-16	1.6160089196623433e-14	3.108996224511241e-16	1.3033253034906502e-14	1.0996003287910725e-15	1.1169472586102888e-14	2.483577867359451e-16	1.628867615344547e-14	3.991716268591103e-16	8.128721091623666e-16	3.494254713976586e-15	8.637958947781256e-15	1.7874229235959445e-16	9.835912803701067e-15	6.103212198553026e-16	9.171351604243772e-16	1.3630832818002069e-15	6.224968837933517e-17	3.589758550298044e-15	4.3345664255931855e-16	2.984615656427233e-16	1.9316299655811376e-16	1.473569245253167e-14	1.6163963529716656e-14	5.160267713232293e-16
56065.94880000228	9.231535273217502e-15	2.2254946480580363e-16	9.56776298093992e-15	2.616155408663033e-16	1.5423769900862214e-14	4.932445992575208e-16	1.6004024158143489e-15	4.1353887324294355e-16	1.6159426328894643e-14	3.133430537991059e-16	1.3026895623389852e-14	1.1030658458891239e-15	1.1168474603967415e-14	2.4762664678002376e-16	1.628586750053096e-14	3.9746677345916943e-16	8.154457372180015e-16	3.474169662877727e-15	8.639274075514475e-15	1.7893043955372812e-16	9.829297341610183e-15	6.118364733019323e-16	9.156021290188238e-16	1.3703059632809065e-15	6.23229714853291e-17	3.6091951717086006e-15	4.3256967559187465e-16	3.9993791914112915e-16	1.9234969282192382e-16	1.4800161732006706e-14	1.615966846291975e-14	5.164658670866903e-16
56065.998800002286	9.21611093687729e-15	2.248514371175795e-16	9.56706459837389e-15	2.6096922436139636e-16	1.5427381784988477e-14	4.912014833185443e-16	1.5991969696874032e-15	4.26486744718119e-16	1.6158747301196985e-14	3.1575224755431415e-16	1.3020561757441406e-14	1.1063887224713622e-15	1.1167494077405911e-14	2.468574098949487e-16	1.6283052255392832e-14	3.9570728315421184e-16	8.180083624488797e-16	3.454021829557864e-15	8.640573586900289e-15	1.791069893983664e-16	9.822684274221334e-15	6.13304409236244e-16	9.140784966987989e-16	1.3773084270805873e-15	6.239619350087852e-17	3.628048230773707e-15	4.3169952831741454e-16	5.014449384331697e-16	1.91543346806826e-16	1.486252506140565e-14	1.6155373522387703e-14	5.168901327062771e-16
56066.04880000229	9.200741346738215e-15	2.271162200068264e-16	9.566347600811523e-15	2.6030019629550334e-16	1.5430946166860752e-14	4.891204620945552e-16	1.5979924082391784e-15	4.3921699274078097e-16	1.615805175612563e-14	3.1812341819906384e-16	1.301425158576539e-14	1.1095687978541483e-15	1.116653137457855e-14	2.4605042434073913e-16	1.628023073025455e-14	3.9389373617795333e-16	8.20559765657776e-16	3.433811777660662e-15	8.641857311104524e-15	1.7927193194399062e-16	9.81607355766538e-15	6.14724696410608e-16	9.125642307556913e-16	1.3840897436546841e-15	6.246934688395325e-17	3.646315202670732e-15	4.308463111043042e-16	6.025356278757934e-16	1.9074406244711063e-16	1.492278571409713e-14	1.6151078660028248e-14	5.172994848868096e-16
56066.09880000229	9.185433179399346e-15	2.2934002115554474e-16	9.565611858091135e-15	2.596087434594272e-16	1.5434462192438943e-14	4.870021972567793e-16	1.5967883504703439e-15	4.517223252142694e-16	1.6157339338263878e-14	3.2045294864844246e-16	1.3007965257057844e-14	1.1126059288058084e-15	1.1165586863657811e-14	2.45206060103323e-16	1.627740323715726e-14	3.9202674538632927e-16	8.2309972761997e-16	3.4135400754072414e-15	8.643125077240365e-15	1.794252610388373e-16	9.80946514806577e-15	6.160970156918606e-16	9.110592985280717e-16	1.390649015092215e-15	6.254242376929323e-17	3.663993646043888e-15	4.3001012968650977e-16	7.03001123391029e-16	1.8995194148575853e-16	1.4980946901615685e-14	1.6146783827739714e-14	5.176938435136976e-16
56066.148800002295	9.170193099750195e-15	2.31519277793346e-16	9.564857239908093e-15	2.588951620587363e-16	1.5437929007439917e-14	4.848473711731337e-16	1.5955844150378627e-15	4.639958467579021e-16	1.6156609689093943e-14	3.2273738701649026e-16	1.3001702920006873e-14	1.1154999891669466e-15	1.1164660912828726e-14	2.443247092568425e-16	1.6274570087962314e-14	3.901069568998585e-16	8.256280290815515e-16	3.3932072956362044e-15	8.644376714365948e-15	1.795669742974412e-16	9.802859001540243e-15	6.17421059902273e-16	9.095636673929682e-16	1.3969853748942405e-15	6.261541607615184e-17	3.681081202686488e-15	4.2919108521451537e-16	8.027211664075807e-16	1.891670835229474e-16	1.503701176840345e-14	1.6142488977411594e-14	5.180731316545928e-16
56066.1988000023	9.155027790042716e-15	2.3365064896898305e-16	9.564083615818331e-15	2.5815975782936193e-16	1.5441345757347353e-14	4.826566872579384e-16	1.5943802202426408e-15	4.760310228884027e-16	1.6155862452043345e-14	3.249734430195792e-16	1.2995464723293967e-14	1.1182508694933026e-15	1.1163753890291731e-14	2.4340678634910364e-16	1.6271731594353252e-14	3.8813505078307258e-16	8.281444507586672e-16	3.372814015850443e-15	8.645612051484536e-15	1.7969707307162994e-16	9.796255074198397e-15	6.186965336668573e-16	9.080773047745903e-16	1.4030979877636652e-15	6.268831626249889e-17	3.697575596889515e-15	4.2838927430448355e-16	9.01615114561683e-16	1.8838958606375664e-16	1.5090983386777156e-14	1.6138194060923363e-14	5.184372755617417e-16
56066.2488000023	9.139943923780351e-15	2.3573100740621095e-16	9.56329085523364e-15	2.574028461545462e-16	1.5444711587384895e-14	4.80430870328846e-16	1.593175384018934e-15	4.878216499873844e-16	1.6155097270335087e-14	3.2715798485993636e-16	1.29892508155962e-14	1.1208584767220054e-15	1.1162866164265361e-14	2.4245272881066565e-16	1.6268888067836306e-14	3.8611174176272844e-16	8.306487733377091e-16	3.352360818261139e-15	8.646830917544471e-15	1.7981556242002816e-16	9.789653322144732e-15	6.199231532687051e-16	9.066001781306917e-16	1.4089860494065608e-15	6.276111560112801e-17	3.7134746350244814e-15	4.276047890856693e-16	9.9962262034004e-16	1.8761954456507886e-16	1.5142864752115222e-14	1.613389903014535e-14	5.187862046743807e-16
56066.2988000023	9.124948170563351e-15	2.37757430349236e-16	9.562478827423468e-15	2.5662475218553115e-16	1.544802564251927e-14	4.781706669746965e-16	1.5919695239230518e-15	4.993618299293273e-16	1.6154313787410965e-14	3.29288035678026e-16	1.2983061345585902e-14	1.1233227338571143e-15	1.1161998102986894e-14	2.4146299738790956e-16	1.6266039819744036e-14	3.840377799855965e-16	8.331407774738075e-16	3.3318482898355748e-15	8.648033141438536e-15	1.7992245108110944e-16	9.783053701476337e-15	6.21100646506655e-16	9.051322549696669e-16	1.414648786337746e-15	6.283380644226575e-17	3.728776205216388e-15	4.268377172460996e-16	1.0966949316877914e-15	1.868570524817505e-16	1.519265877825995e-14	1.612960383693792e-14	5.191198516215521e-16
56066.348800002306	9.110047210893968e-15	2.3972719286343514e-16	9.561647401512545e-15	2.5582581096428594e-16	1.5451287067488497e-14	4.758768459296444e-16	1.5907622571220392e-15	5.106459484900843e-16	1.6153511645637858e-14	3.313607696722853e-16	1.2976896461933404e-14	1.1256435796760172e-15	1.1161150074716108e-14	2.4043807660118773e-16	1.6263187161236084e-14	3.8191395181693634e-16	8.356202437902667e-16	3.3112770223423542e-15	8.649218552003244e-15	1.8001775144530515e-16	9.776456168283129e-15	6.222287525648063e-16	9.03673502832602e-16	1.4200854556970736e-15	6.29063813516252e-17	3.743478276741641e-15	4.2608814207653323e-16	1.1927905601198381e-15	1.8610220131191602e-16	1.5240368293129804e-14	1.6125308433152102e-14	5.19438152226002e-16
56066.39880000231	9.095247711815197e-15	2.416377590913787e-16	9.560796446481028e-15	2.55006367547568e-16	1.5454495006749514e-14	4.735501984548195e-16	1.5895532003825904e-15	5.216686568532603e-16	1.615269048778692e-14	3.333735087384097e-16	1.2970756313306703e-14	1.1278209684537065e-15	1.1160322447735928e-14	2.393784752282765e-16	1.6260330403301533e-14	3.7974108068165006e-16	8.38086952880071e-16	3.290647612400784e-15	8.65038697801904e-15	1.8010147952894442e-16	9.769860678648589e-15	6.233072218837289e-16	9.022238893080654e-16	1.4252953450780715e-15	6.297883170974328e-17	3.757578899739192e-15	4.253561425127057e-16	1.2878729427919687e-15	1.8535508064163364e-16	1.5285996034537553e-14	1.6121012770629177e-14	5.197410455078068e-16
56066.44880000231	9.08055635692492e-15	2.434867768497027e-16	9.559925831165117e-15	2.541667771348135e-16	1.5457648604515785e-14	4.711915387301973e-16	1.5883419700596899e-15	5.324248556632993e-16	1.6151849958037167e-14	3.3532371876126574e-16	1.2964641048374563e-14	1.12985486970499e-15	1.1159515590355606e-14	2.38284726812913e-16	1.6257469856760927e-14	3.775200279487964e-16	8.405406853024955e-16	3.2699606615275233e-15	8.651538248209769e-15	1.801736549485483e-16	9.763267188647938e-15	6.243358160402139e-16	9.007833820217797e-16	1.4302777723556612e-15	6.305115051330626e-17	3.771076204816701e-15	4.246417931758784e-16	1.3819090930744205e-15	1.8461577818873634e-16	1.5329544646209565e-14	1.611671680120053e-14	5.200284736893014e-16
56066.498800002315	9.065979811516425e-15	2.452720689768324e-16	9.559035424253466e-15	2.533074051963682e-16	1.5460747004720133e-14	4.688017042504891e-16	1.5871281820853794e-15	5.429096811941274e-16	1.6150989698365462e-14	3.3720900614998683e-16	1.2958550815805618e-14	1.1317452679431442e-15	1.1158729870912029e-14	2.3715739020033844e-16	1.6254605832267015e-14	3.752516938604697e-16	8.429812215855535e-16	3.2492167761893488e-15	8.652672191241564e-15	1.8023430089576175e-16	9.756675654350565e-15	6.253143076308456e-16	8.99351948642888e-16	1.4350320855327775e-15	6.312332914285106e-17	3.7839684025448386e-15	4.239451644116936e-16	1.4748687750870722e-15	1.838843798459578e-16	1.5371016674002497e-14	1.6112420476687608e-14	5.203003821998605e-16
56066.54880000232	9.051524752996338e-15	2.469916291433825e-16	9.558125094292223e-15	2.524286276043554e-16	1.5463789351038474e-14	4.663815562277179e-16	1.5859114519581134e-15	5.531184932838765e-16	1.6150109351923467e-14	3.3902711419466436e-16	1.2952485764271663e-14	1.1334921624545547e-15	1.1157965657772238e-14	2.359970500991462e-16	1.62517386403085e-14	3.7293701850714226e-16	8.454083422201592e-16	3.2284165678502617e-15	8.653788635722341e-15	1.8028344411350949e-16	9.750086031818449e-15	6.262424801637077e-16	8.979295568810472e-16	1.4395576625863009e-15	6.319535984086093e-17	3.796253783390668e-15	4.232663223273535e-16	1.5667239719034859e-15	1.8316096972333583e-16	1.5410414562313182e-14	1.610812374890216e-14	5.205567196813379e-16
56066.59880000232	9.037197852714617e-15	2.486436130259061e-16	9.557194709675358e-15	2.515308307636608e-16	1.5466774786884452e-14	4.639319799998999e-16	1.5846913947304317e-15	5.630468647530701e-16	1.6149208561653563e-14	3.4077592005167836e-16	1.2946446042447252e-14	1.1350955670882269e-15	1.1157223319335962e-14	2.348043176701245e-16	1.6248868591209807e-14	3.7057698284961334e-16	8.478218276684133e-16	3.2075606530254605e-15	8.654887410202638e-15	1.8032111487238384e-16	9.74349827710543e-15	6.271201279542584e-16	8.96516174483719e-16	1.443853911324284e-15	6.32672347420758e-17	3.807930716990279e-15	4.2260532882712573e-16	1.6574485263790975e-15	1.824456301899022e-16	1.5447740650678273e-14	1.6103826569645798e-14	5.207974379949651e-16
56066.648800002324	9.023005793596176e-15	2.5022633584006813e-16	9.55624413865283e-15	2.506144117454602e-16	1.5469702455376302e-14	4.61453885445116e-16	1.5834676249985135e-15	5.726905720789022e-16	1.6148286970783516e-14	3.424534310043043e-16	1.2940431799011803e-14	1.1365555100599133e-15	1.115650322403635e-14	2.3357983114335037e-16	1.624599599513606e-14	3.6817260978986303e-16	8.502214583538111e-16	3.186649653332729e-15	8.655968343174032e-15	1.8034734694718797e-16	9.736912346258543e-15	6.279470560265258e-16	8.951117692428402e-16	1.447920269250407e-15	6.333894565800577e-17	3.8189976521328704e-15	4.219622416461893e-16	1.7470178877549698e-15	1.8173844191467078e-16	1.5482997170560018e-14	1.6099528890709798e-14	5.210224922271403e-16
56066.69880000233	9.008955236627348e-15	2.517382645991569e-16	9.55527324932662e-15	2.4967977841961483e-16	1.547257149937222e-14	4.589482073983012e-16	1.582239756890309e-15	5.820455871394475e-16	1.61473442223651e-14	3.4405778167847697e-16	1.2934443182650735e-14	1.1378720337693696e-15	1.1155805740343635e-14	2.323242564615045e-16	1.624312116209035e-14	3.6572496529032462e-16	8.526070146670797e-16	3.1656841955439273e-15	8.657031263069703e-15	1.803621775952228e-16	9.730328195317294e-15	6.287230800211781e-16	8.93716308989055e-16	1.4517562034359675e-15	6.341048536985051e-17	3.829453116390093e-15	4.2133711438282973e-16	1.8354089255160477e-15	1.8103948390693404e-16	1.5516186242314892e-14	1.6095230663875793e-14	5.212318406974665e-16
56066.74880000233	8.995052865809789e-15	2.531780144732751e-16	9.554281909647367e-15	2.487273495888869e-16	1.5475381061436796e-14	4.564159060700082e-16	1.5810074040549406e-15	5.911080698715001e-16	1.6146379959150455e-14	3.455872305071836e-16	1.2928480342056163e-14	1.139045194630923e-15	1.1155131236766608e-14	2.310382879528993e-16	1.6240244401919862e-14	3.6323515954391045e-16	8.549782769610935e-16	3.14466491164638e-15	8.65807599826217e-15	1.8036564753389812e-16	9.723745780312925e-15	6.294480261085547e-16	8.923297615894093e-16	1.4553612103990992e-15	6.348184493491709e-17	3.839295715725986e-15	4.207299965289861e-16	1.9225997874681578e-15	1.8034883355587846e-16	1.5547309872342078e-14	1.6090931840914697e-14	5.214254449662557e-16
56066.79880000233	8.981305354781532e-15	2.5454434447771176e-16	9.553269987417769e-15	2.4775755512227423e-16	1.547813028388217e-14	4.538579674698966e-16	1.5797701796507208e-15	5.998743617192645e-16	1.6145393824062935e-14	3.4704015760483723e-16	1.2922543425928935e-14	1.1400750629163283e-15	1.115448008185359e-14	2.297226490311527e-16	1.6237366024315997e-14	3.6070434819456923e-16	8.573350255550172e-16	3.1235924388899555e-15	8.659102377064524e-15	1.8035780091921555e-16	9.717165057269876e-15	6.301217309047234e-16	8.90952094960086e-16	1.4587348159888788e-15	6.355301713440519e-17	3.8485241343435254e-15	4.20140933499167e-16	2.008569787800685e-15	1.7966656666952885e-16	1.5576369950408848e-14	1.6086632373587528e-14	5.216032698434705e-16
56066.848800002335	8.967719371393124e-15	2.5583615111408354e-16	9.55223735029095e-15	2.4677083608748786e-16	1.5480818308690642e-14	4.512754038257935e-16	1.5785276963339581e-15	6.083409797664053e-16	1.614438546053958e-14	3.4841506103777403e-16	1.2916632582979252e-14	1.1409617226096152e-15	1.1153852644196752e-14	2.2837809292367256e-16	1.6234486338815747e-14	3.5813373360951007e-16	8.596770407301633e-16	3.1024674198469864e-15	8.660110227730263e-15	1.8033868532491534e-16	9.710585982205181e-15	6.307440413968725e-16	8.895832770430907e-16	1.4618765752797058e-15	6.362399399531147e-17	3.857137134311338e-15	4.195699666577335e-16	2.093299316080191e-15	1.789927575130299e-16	1.5603368247150132e-14	1.6082332213644645e-14	5.21765283397586e-16
56066.89880000234	8.954301598838673e-15	2.5705246820271493e-16	9.551183865769668e-15	2.4576764488302507e-16	1.548344427758266e-14	4.486692540062999e-16	1.5772795662482625e-15	6.165046114628157e-16	1.6143354511413378e-14	3.4971055491637755e-16	1.2910747961927966e-14	1.1417052712729719e-15	1.1153249292432365e-14	2.270054034277682e-16	1.6231605654804084e-14	3.555245662028687e-16	8.62004102729803e-16	3.081290502473124e-15	8.661099378451015e-15	1.8030835172146587e-16	9.704008511125782e-15	6.313148148700169e-16	8.882232758359836e-16	1.4647860724709265e-15	6.369476776011915e-17	3.865133555428909e-15	4.1901713334456383e-16	2.176769761259651e-15	1.7832747884627899e-16	1.5628306411739737e-14	1.6078031312826112e-14	5.219114569654106e-16
56066.94880000234	8.941058705910873e-15	2.5819245940015235e-16	9.550109401203715e-15	2.447484453677353e-16	1.548600733198194e-14	4.460405839370568e-16	1.5760254010121264e-15	6.243621098764159e-16	1.614230061841387e-14	3.5092536636325855e-16	1.2904889711507588e-14	1.1423058199235099e-15	1.115267039524373e-14	2.2560539569372154e-16	1.622872428151732e-14	3.528781458116319e-16	8.643159917612383e-16	3.0600623401618674e-15	8.662069657358177e-15	1.8026685445506627e-16	9.697432600033526e-15	6.318339188419547e-16	8.868720593615453e-16	1.467462920792321e-15	6.376532948613532e-17	3.872512314917945e-15	4.184824668991026e-16	2.2589634467458203e-15	1.7767080196091387e-16	1.565118596973093e-14	1.6073729622861402e-14	5.220417651625925e-16
56066.998800002344	8.927997365305609e-15	2.5925541698333977e-16	9.549013823792965e-15	2.437137129888589e-16	1.5488506613005605e-14	4.433904870140583e-16	1.5747648117084793e-15	6.319104894047791e-16	1.6141223425886535e-14	3.5205833348717344e-16	1.2899057980465238e-14	1.1427634929212046e-15	1.1152116321363217e-14	2.2417891703579783e-16	1.6225842528041495e-14	3.50195823123195e-16	8.666124879926002e-16	3.0387835918060436e-15	8.663020892520136e-15	1.8021425122788657e-16	9.690858204920175e-15	6.323012309990479e-16	8.855295956915936e-16	1.4699067624176866e-15	6.383567260101938e-17	3.879272407337584e-15	4.17965996682802e-16	2.339863573815482e-15	1.7702279671667106e-16	1.567200832106411e-14	1.6069427095469465e-14	5.221561858946298e-16
56067.04880000235	8.915124255640836e-15	2.6024075879881523e-16	9.547897000582813e-15	2.426639349065537e-16	1.549094126147716e-14	4.4072008450831707e-16	1.5734974088722854e-15	6.391469218953336e-16	1.6140122575941416e-14	3.531084029369933e-16	1.2893252917560281e-14	1.1430784278656437e-15	1.1151587439574468e-14	2.2272684776787345e-16	1.6222960703318125e-14	3.474790011527036e-16	8.688933715522838e-16	3.0174549218604003e-15	8.663952911944022e-15	1.8015060307723168e-16	9.684285281769716e-15	6.327166391430975e-16	8.841958529349492e-16	1.4721172683851235e-15	6.390578837756497e-17	3.8854129042009995e-15	4.1746774809995926e-16	2.4194541714882697e-15	1.7638353157711863e-16	1.5690774738239676e-14	1.606512368235882e-14	5.222547003689478e-16
56067.09880000235	8.902446047862731e-15	2.611480241151805e-16	9.54675879846806e-15	2.4159961011497815e-16	1.5493310417926065e-14	4.3803052596421063e-16	1.5722228024807285e-15	6.460687331314032e-16	1.613899771244361e-14	3.5407462779741077e-16	1.288747467156966e-14	1.1432507755033781e-15	1.1151084118713367e-14	2.2125010206547054e-16	1.622007911614321e-14	3.447291367723053e-16	8.711584225308317e-16	2.9960770004015575e-15	8.66486554357525e-15	1.800759743560468e-16	9.677713786559089e-15	6.330800411365637e-16	8.828707992363336e-16	1.474094138522416e-15	6.397566927374189e-17	3.890932953870208e-15	4.169877426169609e-16	2.497720051507652e-15	1.7575307364477624e-16	1.5707486364654148e-14	1.606081933522673e-14	5.223372931068814e-16
56067.14880000235	8.889969420185478e-15	2.619768728487328e-16	9.545599084187466e-15	2.4052124955839235e-16	1.5495613222544747e-14	4.353229895821193e-16	1.5709406019403394e-15	6.526733996439689e-16	1.613784847770292e-14	3.5495616568830086e-16	1.2881723391285599e-14	1.1432806996444868e-15	1.1150606727671882e-14	2.1974962884987646e-16	1.621719807516997e-14	3.419477422866835e-16	8.73407420979239e-16	2.97465050319522e-15	8.665758615294889e-15	1.7999043271155523e-16	9.671143675255758e-15	6.333913448570229e-16	8.815544027806798e-16	1.475837101378754e-15	6.404530720880354e-17	3.8958317815660235e-15	4.1652599777993253e-16	2.574646767450595e-15	1.7513148869563047e-16	1.572214421309798e-14	1.60565140057602e-14	5.224039519573195e-16
56067.198800002356	8.877701041670955e-15	2.6272708211658694e-16	9.54441772432655e-15	2.394293762430314e-16	1.5497848815261113e-14	4.3259868259117907e-16	1.569650416075943e-15	6.589585458197048e-16	1.6136674514604652e-14	3.5575227681057476e-16	1.287599922551965e-14	1.1431683770878577e-15	1.1150155635399362e-14	2.1822641269480501e-16	1.6214317888911746e-14	3.391363870549718e-16	8.756401469046218e-16	2.953176111759124e-15	8.666631954920572e-15	1.7989404906590683e-16	9.664574903818686e-15	6.336504681541888e-16	8.802466317935347e-16	1.4773459141648495e-15	6.411469367103012e-17	3.900108688894853e-15	4.1608252723080283e-16	2.6502205772424146e-15	1.745188412130526e-16	1.5734749164413465e-14	1.605220764563485e-14	5.22454668110087e-16
56067.24880000236	8.86564758986038e-15	2.633985439317518e-16	9.54321458531605e-15	2.3832452534132943e-16	1.550001633565083e-14	4.298588415999689e-16	1.568351853119346e-15	6.649219412748066e-16	1.6135475465977046e-14	3.5646232230039433e-16	1.2870302323102177e-14	1.1429139975552456e-15	1.1149731210904249e-14	2.1668147475210394e-16	1.6211438865742602e-14	3.3629669915613785e-16	8.778563802766201e-16	2.9316545134293908e-15	8.66748539020797e-15	1.7978689759549677e-16	9.658007428199424e-15	6.338573388137676e-16	8.78947454537248e-16	1.4786203626979582e-15	6.418382198033775e-17	3.903763053959337e-15	4.156573407217867e-16	2.72442840853207e-15	1.7391519442113074e-16	1.5745301966311467e-14	1.6047900206516008e-14	5.224894361109615e-16
56067.29880000236	8.853815740814449e-15	2.63991264059398e-16	9.541989533429484e-15	2.3720724428996135e-16	1.550211492299641e-14	4.2710473292984633e-16	1.5670445206985563e-15	6.705614984739489e-16	1.6134250974586503e-14	3.5708576256342696e-16	1.2864632832883883e-14	1.1425177636342493e-15	1.1149333823256691e-14	2.151158736934927e-16	1.6208561313899096e-14	3.334303670925288e-16	8.800559010228785e-16	2.9100864014289507e-15	8.668318748845858e-15	1.796690557100149e-16	9.651441204340046e-15	6.340118945236493e-16	8.776568393134787e-16	1.4796602613516185e-15	6.425268297854692e-17	3.906794331120122e-15	4.1525044412828795e-16	2.7972578265121986e-15	1.7332061031742167e-16	1.5753803232345764e-14	1.6043591640057518e-14	5.225082538765213e-16
56067.348800002364	8.842212167498231e-15	2.645053593400433e-16	9.540742434786799e-15	2.3607809287784823e-16	1.5504143716246905e-14	4.2433765292124136e-16	1.565728025824333e-15	6.758752705724005e-16	1.6133000683527608e-14	3.576221558003365e-16	1.285899090373736e-14	1.1419798907290823e-15	1.1148963841590574e-14	2.135307066664705e-16	1.6205685541484026e-14	3.305391415277922e-16	8.822384890271624e-16	2.8884724749378406e-15	8.669131858460138e-15	1.7954060403187952e-16	9.644876188174003e-15	6.341140828460481e-16	8.7637475446063885e-16	1.480465453014957e-15	6.432126944685732e-17	3.909202050905288e-15	4.148618394602304e-16	2.8686970038597647e-15	1.7273514970513307e-16	1.5760253441043943e-14	1.6039281897902192e-14	5.225111227105767e-16
56067.39880000237	8.83084353856983e-15	2.6494105706914057e-16	9.539473155349815e-15	2.349376433271357e-16	1.5506101854034495e-14	4.2155892821183503e-16	1.5644019748814016e-15	6.80861449463494e-16	1.6131724236189835e-14	3.580711566534819e-16	1.2853376684558095e-14	1.1413006070196732e-15	1.1148621635105157e-14	2.1192711025858146e-16	1.6202811856464917e-14	3.276248370523851e-16	8.84403924131995e-16	2.8668134391631644e-15	8.669924546610396e-15	1.7940162637426935e-16	9.638312335627211e-15	6.341638611943302e-16	8.751011683578037e-16	1.4810358090552762e-15	6.438957395098205e-17	3.910985819974105e-15	4.144915248718152e-16	2.9387346925423795e-15	1.7215887222474274e-16	1.5764652935194094e-14	1.6034970931681784e-14	5.224980473208609e-16
56067.44880000237	8.819716538434683e-15	2.6529869254616816e-16	9.538181560921925e-15	2.337864803605085e-16	1.550798847466641e-14	4.1876991598106974e-16	1.5630659736147316e-15	6.855183640178003e-16	1.613042127467371e-14	3.584325148448857e-16	1.2847790324266064e-14	1.1404801534283022e-15	1.1148307573068164e-14	2.1030626146594805e-16	1.61999405666793e-14	3.246893339706826e-16	8.865519861362087e-16	2.8451100054120207e-15	8.670696640791791e-15	1.7925220972025405e-16	9.631749602614657e-15	6.341611968142089e-16	8.738360494194977e-16	1.4813712292872411e-15	6.445758700951171e-17	3.912145320959791e-15	4.1413949466971134e-16	3.007360197285464e-15	1.7159183638506495e-16	1.5767001921286505e-14	1.6030658693016912e-14	5.224690358361787e-16
