MJD	Bessell_B	Bessell_B_err	Bessell_V	Bessell_V_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	sdss_u'	sdss_u'_err	swift_UVW1	swift_UVW1_err
55099.70000000532	1.6276465802564951e-15	2.0360860888409542e-17	1.0776899511742575e-15	1.0141399240044358e-17	4.0809575768562567e-16	4.0429167333246986e-18	7.722382672610057e-16	6.8494226722964204e-18	1.0544948652812838e-15	5.611024850674424e-17	4.481975623069429e-16	5.1745853519931543e-17
55099.750000005326	1.6330038631015366e-15	2.031776874005593e-17	1.0816447573711564e-15	1.012799397938176e-17	4.096019401184677e-16	4.038686704986407e-18	7.749694659082055e-16	6.8440533723942236e-18	1.057338401780213e-15	5.603350032722163e-17	4.481975622919666e-16	5.1745853565238697e-17
55099.80000000533	1.638329719939805e-15	2.0277368087796468e-17	1.0855866052151805e-15	1.0115463699601923e-17	4.1110616576691143e-16	4.034710117197432e-18	7.776942912369019e-16	6.8394103127563394e-18	1.0601598438200592e-15	5.596011736375581e-17	4.481975622767516e-16	5.1745853612617646e-17
55099.85000000533	1.6436240576340089e-15	2.0239622513966505e-17	1.0895151149760903e-15	1.01038095890803e-17	4.126084504015252e-16	4.030989323457662e-18	7.804127201372147e-16	6.835485040227738e-18	1.062960715015482e-15	5.589000236798365e-17	4.481975622612972e-16	5.1745853662067835e-17
55099.900000005335	1.6488867827541622e-15	2.020450501848864e-17	1.0934299068376252e-15	1.0093039282579071e-17	4.141088097861769e-16	4.027528075861376e-18	7.831247294726738e-16	6.832272478738905e-18	1.065742537828125e-15	5.582310634477881e-17	4.481975622456037e-16	5.174585371358982e-17
55099.95000000534	1.6541178015770897e-15	2.017199819707025e-17	1.0973306008953324e-15	1.0083166887590427e-17	4.1560725967832906e-16	4.024331530270686e-18	7.85830296080176e-16	6.829770959841565e-18	1.0685068336230927e-15	5.575942901508942e-17	4.481975622296712e-16	5.1745853767183317e-17
55100.00000000534	1.6593170200852637e-15	2.014209433434892e-17	1.1012168171544712e-15	1.007421294879356e-17	4.1710381582890547e-16	4.021406241504051e-18	7.885293967697555e-16	6.827982222604293e-18	1.071255122725331e-15	5.569901886430564e-17	4.481975622134992e-16	5.174585382284834e-17
55100.05000000534	1.6644843439661717e-15	2.0114795411898056e-17	1.1050881755276287e-15	1.0066204349853702e-17	4.18598493982396e-16	4.018760148191191e-18	7.91222008324674e-16	6.8269113827125404e-18	1.0739889244759687e-15	5.564197277250042e-17	4.481975621970881e-16	5.174585388058515e-17
55100.10000000535	1.6696196786111733e-15	2.009011302900673e-17	1.1089442958326337e-15	1.0059174151709978e-17	4.2009130987678993e-16	4.0164025474548784e-18	7.939081075012002e-16	6.826566870782833e-18	1.0767097572886728e-15	5.558843522209577e-17	4.481975621804374e-16	5.1745853940393475e-17
55100.15000000535	1.674722929114815e-15	2.0068068236685332e-17	1.1127847977901985e-15	1.0053161366948357e-17	4.2158227924392817e-16	4.01434405904147e-18	7.96587671028557e-16	6.8269603400439315e-18	1.0794191387059428e-15	5.553859707760249e-17	4.48197562163548e-16	5.17458540022736e-17
55100.20000000535	1.6797940002739216e-15	2.004869128349461e-17	1.1166093010217604e-15	1.0048210669591285e-17	4.230714178090747e-16	4.0125965791970126e-18	7.992606756087935e-16	6.828106543127236e-18	1.0821185854553711e-15	5.5492693931382725e-17	4.481975621464197e-16	5.1745854066225245e-17
55100.250000005355	1.6848327965866141e-15	2.0032021273249178e-17	1.1204174250473644e-15	1.004437203952536e-17	4.2455874129141196e-16	4.011173223600543e-18	8.019270979167462e-16	6.830023178229327e-18	1.0848096135059105e-15	5.545100400900039e-17	4.481975621290519e-16	5.17458541322484e-17
55100.30000000536	1.6898392226129966e-15	2.001810545624271e-17	1.124208789581384e-15	1.0041700143999376e-17	4.260442650374472e-16	4.0100879063633665e-18	8.045869145543512e-16	6.832730601480175e-18	1.087493736184617e-15	5.541384446412698e-17	4.481975621114451e-16	5.174585420034362e-17
55100.35000000536	1.6948132592421277e-15	2.000694012124424e-17	1.1279830774520888e-15	1.004021216986683e-17	4.275279901418109e-16	4.009341880771995e-18	8.072400924478105e-16	6.836229812595679e-18	1.0901720550062716e-15	5.5381323075782656e-17	4.481975620935989e-16	5.1745854270510095e-17
55100.400000005364	1.6997550580325373e-15	1.9998397986992356e-17	1.131740112431325e-15	1.0039836091653896e-17	4.2900989918784883e-16	4.0089196325227665e-18	8.098865769691001e-16	6.840475420759558e-18	1.0928447535136722e-15	5.5353033756546046e-17	4.481975620755134e-16	5.17458543427478e-17
55100.45000000537	1.7046647933766454e-15	1.9992342482673345e-17	1.135479737267316e-15	1.0040491977501877e-17	4.304899735156099e-16	4.0088056321799635e-18	8.125263105496513e-16	6.845418149435632e-18	1.0955118905245392e-15	5.532853530861605e-17	4.481975620571891e-16	5.174585441705703e-17
55100.50000000537	1.7095426393689875e-15	1.998864631030787e-17	1.13920179459841e-15	1.0042105212210034e-17	4.3196819445906124e-16	4.008985627341589e-18	8.15159235592961e-16	6.8510117280439395e-18	1.098173524258126e-15	5.530742949489156e-17	4.481975620386254e-16	5.17458544934386e-17
55100.55000000537	1.7143887698069782e-15	1.9987192140845215e-17	1.1429061269523475e-15	1.0044607007599554e-17	4.3344454334567893e-16	4.009446731449243e-18	8.177852944742616e-16	6.857213136911509e-18	1.1008297123364597e-15	5.5289364235356056e-17	4.481975620198225e-16	5.1745854571891415e-17
55100.600000005375	1.7192033581930072e-15	1.998787322119848e-17	1.1465925767450488e-15	1.0047934846610878e-17	4.3491900149660976e-16	4.0101775020144656e-18	8.204044295402775e-16	6.863982820124745e-18	1.1034805117855626e-15	5.5274036369145326e-17	4.481975620007806e-16	5.1745854652415464e-17
55100.65000000538	1.723986577735338e-15	1.999059389174645e-17	1.1502609862800137e-15	1.0052032862950031e-17	4.3639155022653797e-16	4.011168008510256e-18	8.230165831091183e-16	6.8712848670494616e-18	1.1061259790366527e-15	5.5261193988846095e-17	4.481975619814996e-16	5.174585473501186e-17
55100.70000000538	1.7287386013494675e-15	1.9995270016105963e-17	1.1539111977469271e-15	1.0056852156166129e-17	4.378621708435425e-16	4.012409890055992e-18	8.256216974699744e-16	6.879087162911518e-18	1.1087661699273473e-15	5.5250638353423445e-17	4.481975619619791e-16	5.174585481967923e-17
55100.750000005384	1.7334596016597963e-15	2.0001829323636997e-17	1.1575430532212858e-15	1.0062351043535812e-17	4.393308446490686e-16	4.013896402590668e-18	8.282197148828212e-16	6.887361508987101e-18	1.1114011397028145e-15	5.524222538569441e-17	4.4819756194222e-16	5.1745854906418383e-17
55100.80000000539	1.7381497510007552e-15	2.0010211665643967e-17	1.1611563946629282e-15	1.006849524983535e-17	4.407975529381178e-16	4.015622456150519e-18	8.308105775784255e-16	6.896083713327634e-18	1.1140309430169351e-15	5.523586675934884e-17	4.481975619222213e-16	5.174585499522906e-17
55100.85000000539	1.7428092214181228e-15	2.0020369186932917e-17	1.1647510639153727e-15	1.007525803584981e-17	4.4226227699874397e-16	4.017584641753964e-18	8.333942277578455e-16	6.905233652405019e-18	1.116655633933393e-15	5.523153057922109e-17	4.481975619019833e-16	5.174585508611125e-17
55100.90000000539	1.7474381846705957e-15	2.003226641327605e-17	1.1683269027049512e-15	1.0082620266310538e-17	4.43724998112405e-16	4.019781248435637e-18	8.359706075923862e-16	6.914795304783195e-18	1.1192752659268226e-15	5.522924165709202e-17	4.481975618815062e-16	5.174585517906524e-17
55100.950000005396	1.7520368122310112e-15	2.0045880256420084e-17	1.171883752639481e-15	1.0090570418664827e-17	4.451856975536872e-16	4.022212270167347e-18	8.385396592233139e-16	6.924756756617648e-18	1.1218898918838501e-15	5.5229081383693125e-17	4.481975618607906e-16	5.174585527409074e-17
55101.0000000054	1.7566052752877424e-15	2.0061199937305005e-17	1.1754214552078674e-15	1.009910453310536e-17	4.466443565903048e-16	4.0248794028919445e-18	8.411013247616447e-16	6.935110180409911e-18	1.1244995641041847e-15	5.5231187195807976e-17	4.481975618398352e-16	5.1745855371188315e-17
55101.0500000054	1.7611437447459061e-15	2.0078226828617314e-17	1.178939851778668e-15	1.010822610444445e-17	4.481009564829199e-16	4.0277860316064904e-18	8.436555462878979e-16	6.945851787219317e-18	1.1271043343016638e-15	5.523575163585863e-17	4.481975618186407e-16	5.174585547035685e-17
55101.100000005405	1.7656523912288766e-15	2.0096974217552887e-17	1.1824387835993952e-15	1.0117945916662396e-17	4.495554784855317e-16	4.030937207694584e-18	8.462022658519319e-16	6.956981752591114e-18	1.1297042536052442e-15	5.524302099971983e-17	nan	nan
55101.15000000541	1.7701313850797264e-15	2.0117466989729025e-17	1.1859180917956102e-15	1.012828182053866e-17	4.510079038445255e-16	4.034339616172638e-18	8.487414254726099e-16	6.968504117101486e-18	1.1322993725600368e-15	5.525329356723985e-17	nan	nan
55101.20000000541	1.7745808963623486e-15	2.0139741234632336e-17	1.189377617369777e-15	1.0139258454215301e-17	4.524582137997385e-16	4.038001533422338e-18	8.512729671376869e-16	6.980426661298391e-18	1.1348897411282713e-15	5.52669174089572e-17	nan	nan
55101.25000000541	1.779001094862771e-15	2.0163843773859085e-17	1.1928172012005446e-15	1.015090690792471e-17	4.539063895834791e-16	4.041932774828519e-18	8.537968328035031e-16	6.992760756141956e-18	1.1374754086902739e-15	5.528428776176816e-17	nan	nan
55101.300000005416	1.7833921488911073e-15	2.0189831323805402e-17	1.1962366837133877e-15	1.0163262872702705e-17	4.553524122008877e-16	4.04614432295816e-18	8.563129648520461e-16	7.005520453394224e-18	1.1400564272921236e-15	5.530584272311432e-17	nan	nan
55101.35000000542	1.7877539721423975e-15	2.021770902515224e-17	1.1996358924484429e-15	1.0176310952337979e-17	4.567962540879782e-16	4.050636525807964e-18	8.588213234084172e-16	7.018694461153269e-18	1.142633536710581e-15	5.5331797610986283e-17	nan	nan
55101.40000000542	1.792085910570313e-15	2.02473549497064e-17	1.2030146382439843e-15	1.0189967682748765e-17	4.582378765518067e-16	4.055395492285024e-18	8.613218916559739e-16	7.032237588872864e-18	1.1452090118824824e-15	5.536181932812478e-17	nan	nan
55101.450000005425	1.7963872330653716e-15	2.0278638670228704e-17	1.2063727307024846e-15	1.0204150787605103e-17	4.596772401487772e-16	4.06040777048654e-18	8.638146542892111e-16	7.046105593638233e-18	1.1477853350680656e-15	5.539553774228994e-17	nan	nan
55101.50000000543	1.800657208230293e-15	2.031144042666556e-17	1.2097099792974136e-15	1.0218784599026838e-17	4.611143054274899e-16	4.065661472391301e-18	8.66299595970458e-16	7.060257872271546e-18	1.1503649881522285e-15	5.543262893119142e-17	nan	nan
55101.55000000543	1.804895104374133e-15	2.034565174671669e-17	1.213026193371899e-15	1.0233800490888038e-17	4.62549032928997e-16	4.071146342494853e-18	8.687767013298528e-16	7.07465764524809e-18	1.1529504527372289e-15	5.547281844543419e-17	nan	nan
55101.600000005434	1.8091001895058876e-15	2.03811759846467e-17	1.2163211821379075e-15	1.0249137254004943e-17	4.639813831863752e-16	4.07685381645181e-18	8.712459549653391e-16	7.08927211390738e-18	1.155544210235365e-15	5.551588413692918e-17	nan	nan
55101.65000000544	1.8132717313282624e-15	2.041792878034529e-17	1.2195947546748287e-15	1.0264741413813929e-17	4.654113167248203e-16	4.082777069886082e-18	8.737073414424624e-16	7.104072592794694e-18	1.1581487419616639e-15	5.556165856065006e-17	nan	nan
55101.70000000544	1.817408997231709e-15	2.0455838440547475e-17	1.2228467199284258e-15	1.0280567493656044e-17	4.668387940614286e-16	4.0889110574349795e-18	8.761608452944223e-16	7.119034617110618e-18	1.1607665292265138e-15	5.561003095707934e-17	nan	nan
55101.75000000544	1.821511254287992e-15	2.0494846245581474e-17	1.2260768867098595e-15	1.0296578224603524e-17	4.682637757050066e-16	4.095252542390277e-18	8.786064510219143e-16	7.134138026938103e-18	1.1634000534283908e-15	5.566094882182106e-17	nan	nan
55101.800000005445	1.825577769243996e-15	2.053490668242363e-17	1.2292850636943023e-15	1.0312744704317546e-17	4.696862221561755e-16	4.1018001167493355e-18	8.810441430931684e-16	7.149367028451694e-18	1.1660517961464726e-15	5.571441906741806e-17	nan	nan
55101.85000000545	1.8296078085156448e-15	2.0575987606807226e-17	1.2324710594200118e-15	1.032904650560873e-17	4.711060939070951e-16	4.1085542123442596e-18	8.834739059438172e-16	7.164710233349291e-18	1.1687242392333288e-15	5.57705087809955e-17	nan	nan
55101.90000000545	1.8336006381816598e-15	2.0618070336524092e-17	1.2356346822871597e-15	1.0345471737068136e-17	4.72523351441293e-16	4.115517102300743e-18	8.858957239768091e-16	7.180160676633429e-18	1.1714198649075773e-15	5.582934557948125e-17	nan	nan
55101.950000005454	1.837555523977217e-15	2.0661149676384502e-17	1.2387757405566056e-15	1.0362017055623441e-17	4.739379552335972e-16	4.122692893964693e-18	8.883095815623934e-16	7.19571581384997e-18	1.1741411558465779e-15	5.58911175623509e-17	nan	nan
55102.00000000546	1.8414717312877184e-15	2.0705233877351316e-17	1.2418940423488422e-15	1.0378687633240893e-17	4.753498657503083e-16	4.1300875125495675e-18	8.907154630379738e-16	7.211377497754407e-18	1.1768905952790938e-15	5.59560728600455e-17	nan	nan
55102.05000000546	1.8453485251430234e-15	2.0750344530121998e-17	1.2449893956429057e-15	1.0395497077282869e-17	4.767590434483518e-16	4.137708675801342e-18	8.931133527082406e-16	7.227151935137878e-18	1.1796706670780093e-15	5.602451877443878e-17	nan	nan
55102.10000000546	1.8491851702104536e-15	2.0796516394519178e-17	1.2480616082751344e-15	1.0412467305335265e-17	4.78165448776125e-16	4.145565860101707e-18	8.955032348447769e-16	7.243049623779438e-18	1.182483855853042e-15	5.609682050620409e-17	nan	nan
55102.150000005466	1.852980930789272e-15	2.0843797165176445e-17	1.2511104879380685e-15	1.0429628374974766e-17	4.795690421724127e-16	4.1536702573276565e-18	8.97885093686318e-16	7.259085270034512e-18	1.1853326470434418e-15	5.617339946276954e-17	nan	nan
55102.20000000547	1.856735070804216e-15	2.089224717376275e-17	1.2541358421794062e-15	1.0447018267718459e-17	4.809697840670721e-16	4.1620347232509665e-18	9.002589134384644e-16	7.275277686868156e-18	1.1882195270107624e-15	5.625473113956895e-17	nan	nan
55102.25000000547	1.8604468537991118e-15	2.0941939028531345e-17	1.2571374784007867e-15	1.0464682627743616e-17	4.823676348804617e-16	4.170673716873224e-18	9.026246782737243e-16	7.291649672633184e-18	1.1911469831316476e-15	5.634134256702584e-17	nan	nan
55102.300000005474	1.864115543743817e-15	2.099295699294303e-17	1.260115206339215e-15	1.048267327222362e-17	4.837625547024378e-16	4.1796029193916125e-18	9.049823711950136e-16	7.308227277197484e-18	1.1941174981892515e-15	5.643380818550575e-17	nan	nan
55102.35000000548	1.867740576580597e-15	2.1045354781016967e-17	1.2630689320948223e-15	1.0501003103997655e-17	4.851544911383306e-16	4.188827357017018e-18	9.073319309935361e-16	7.325017189715913e-18	1.1971323474848958e-15	5.653250806279459e-17	nan	nan
55102.40000000548	1.8713217724239083e-15	2.1099103708257648e-17	1.2659986869904317e-15	1.051963234828354e-17	4.865433755781402e-16	4.198337767255206e-18	9.096732390376832e-16	7.341999825132843e-18	1.2001901108354278e-15	5.663733151301591e-17	nan	nan
55102.45000000548	1.8748590030236593e-15	2.115417385280549e-17	1.2689045105789809e-15	1.053852459925289e-17	4.879291383188541e-16	4.208125353718691e-18	9.120061728265264e-16	7.359157416558113e-18	1.2032890043661046e-15	5.674814170573557e-17	nan	nan
55102.500000005486	1.878352139728762e-15	2.1210547044401332e-17	1.2717864422648297e-15	1.05576511724949e-17	4.893117096472473e-16	4.2181829076337005e-18	9.143306098246819e-16	7.376476163883933e-18	1.2064272453266587e-15	5.686485095100099e-17	nan	nan
55102.55000000549	1.881801053486515e-15	2.1268217128741507e-17	1.2746445213041353e-15	1.0576991420260994e-17	4.906910198397205e-16	4.22850486796829e-18	9.1664642746189e-16	7.393946359445044e-18	1.2096030520230044e-15	5.698742321251143e-17	nan	nan
55102.60000000549	1.885205614840871e-15	2.1327190165542258e-17	1.2774787868048939e-15	1.0596532999649305e-17	4.920669991620147e-16	4.23908737223378e-18	9.189535031325556e-16	7.411562493441938e-18	1.2128146437488873e-15	5.7115876172888e-17	nan	nan
55102.650000005495	1.8885656939321807e-15	2.138748456163887e-17	1.2802892777272299e-15	1.0616272095093756e-17	4.934395778691538e-16	4.2499282982502456e-18	9.212517141952564e-16	7.429323339526004e-18	1.2160602407175947e-15	5.725028285464209e-17	nan	nan
55102.7000000055	1.891881160494987e-15	2.1449131140015905e-17	1.2830760328835245e-15	1.0636213595368086e-17	4.948086862050072e-16	4.261027296964975e-18	9.2354093797236e-16	7.447232020944674e-18	1.219338063993685e-15	5.739077279984386e-17	nan	nan
55102.7500000055	1.895151883857533e-15	2.1512173145623086e-17	1.2858390909385932e-15	1.0656371226485097e-17	4.961742544022798e-16	4.272385816494924e-18	9.258210517493576e-16	7.465296057404042e-18	1.2226463354247146e-15	5.753753281072448e-17	nan	nan
55102.8000000055	1.898377732940591e-15	2.157666618839795e-17	1.2885784904101385e-15	1.0676767640295057e-17	4.975362126822362e-16	4.284007117504106e-18	9.280919327746343e-16	7.48352739317064e-18	1.2259832775730434e-15	5.769080725258873e-17	nan	nan
55102.85000000551	1.9015585762561043e-15	2.164267812433436e-17	1.2912942696685675e-15	1.069743445913264e-17	4.988944912544917e-16	4.295896279954957e-18	9.303534582589011e-16	7.501942406443391e-18	1.2293471136475667e-15	5.78508979195778e-17	nan	nan
55102.90000000551	1.904694281906013e-15	2.1710288874427875e-17	1.2939864669375004e-15	1.0718412276473293e-17	5.00249020316745e-16	4.308060201502334e-18	9.326055053746549e-16	7.520561899986692e-18	1.2327360674355555e-15	5.801816346307088e-17	nan	nan
55102.95000000551	1.9077847175813295e-15	2.177959018221631e-17	1.2966551202937504e-15	1.0739750613202467e-17	5.015997300547027e-16	4.3205075875961916e-18	9.34847951255843e-16	7.53941107310698e-18	1.2361483632344197e-15	5.819301838193697e-17	nan	nan
55103.000000005515	1.9108297505607334e-15	2.1850685309600076e-17	1.2993002676677923e-15	1.0761507828832455e-17	5.029465506418508e-16	4.3332489330671145e-18	9.370806729973233e-16	7.558519474737795e-18	1.2395822257835492e-15	5.83759315735726e-17	nan	nan
55103.05000000552	1.913829247709582e-15	2.1923688671575275e-17	1.3019219468435884e-15	1.0783750987290924e-17	5.04289412239026e-16	4.346296495744865e-18	9.393035476544206e-16	7.577920937765302e-18	1.2430358801961464e-15	5.856742444477134e-17	nan	nan
55103.10000000552	1.9167830754787843e-15	2.1998725409364864e-17	1.3045201954591144e-15	1.080655567571566e-17	5.056282449945211e-16	4.3596642617769816e-18	9.41516452242444e-16	7.597653494056942e-18	1.2465075518910523e-15	5.876806858188305e-17	nan	nan
55103.150000005524	1.9196910999031228e-15	2.2075930902762518e-17	1.3070950510063276e-15	1.0830005775964006e-17	5.069629790436461e-16	4.3733679027957546e-18	9.437192637362348e-16	7.617759270242812e-18	1.2499954665245571e-15	5.897848298082103e-17	nan	nan
55103.20000000553	1.92255318660089e-15	2.2155450221180286e-17	1.3096465508315496e-15	1.0854193187058167e-17	5.08293544508739e-16	4.387424725105575e-18	9.459118590696826e-16	7.638284363541497e-18	1.2534978499222774e-15	5.91993308390162e-17	nan	nan
55103.25000000553	1.925369200771991e-15	2.2237437514638317e-17	1.3121747321355371e-15	1.0879217497970017e-17	5.096198714987176e-16	4.4018536107712536e-18	9.480941151352603e-16	7.65927869785361e-18	1.257012928010967e-15	5.943131591344191e-17	nan	nan
55103.30000000553	1.928139007197371e-15	2.2322055344673074e-17	1.3146796319736905e-15	1.090518560887969e-17	5.1094189010897505e-16	4.416674950667655e-18	9.502659087836324e-16	7.680795859470658e-18	1.2605389267503835e-15	5.967517845172545e-17	nan	nan
55103.350000005536	1.9308624702372222e-15	2.2409473956208764e-17	1.3171612872562886e-15	1.0932211300969883e-17	5.12259530421199e-16	4.43191056980252e-18	9.52427116823041e-16	7.702892912193952e-18	1.2640740720650875e-15	5.993169070656782e-17	nan	nan
55103.40000000554	1.9335394483504417e-15	2.2499868236353508e-17	1.319619732867861e-15	1.0960413435118493e-17	5.135727232786547e-16	4.447582768745045e-18	9.545776142174303e-16	7.725628146872772e-18	1.2676165995022928e-15	6.020164044708836e-17	nan	nan
55103.45000000554	1.936169586539028e-15	2.2593331501516743e-17	1.3220549304355062e-15	1.098986554893734e-17	5.14881411113109e-16	4.46370201520229e-18	9.567172489318307e-16	7.749032330300787e-18	1.2711651225367793e-15	6.04853867137985e-17	nan	nan
55103.500000005544	1.9387522526406565e-15	2.2689848979733707e-17	1.324466746465142e-15	1.102058036784399e-17	5.161855452737929e-16	4.48026993995931e-18	9.588458481367643e-16	7.7731157061019e-18	1.2747187455822468e-15	6.078272354738098e-17	nan	nan
55103.55000000555	1.9412867955670496e-15	2.2789404398599787e-17	1.326855040969416e-15	1.1052572131360351e-17	5.174850773254179e-16	4.497289191583171e-18	9.609632384245286e-16	7.797891024599317e-18	1.278276605617829e-15	6.109342945395932e-17	nan	nan
55103.60000000555	1.943772563793056e-15	2.2891987937600737e-17	1.3292196738144631e-15	1.1085861295384283e-17	5.187799588179911e-16	4.51476371890132e-18	9.630692463422212e-16	7.823374222794246e-18	1.2818378393290944e-15	6.141730965201356e-17	nan	nan
55103.65000000555	1.9462089053515298e-15	2.2997596503050625e-17	1.3315605047188484e-15	1.1120474734214625e-17	5.200701412866809e-16	4.532698785570143e-18	9.651636983911444e-16	7.849584476738126e-18	1.285401583074182e-15	6.175419870660052e-17	nan	nan
55103.700000005556	1.948595167827491e-15	2.310623393838511e-17	1.33387739325299e-15	1.1156445888781895e-17	5.213555762518752e-16	4.551100976290465e-18	9.672464210261354e-16	7.876544232110154e-18	1.288966972850006e-15	6.210396270713133e-17	nan	nan
55103.75000000556	1.950930698352641e-15	2.3217911171597036e-17	1.3361701988379792e-15	1.1193814861810753e-17	5.226362152189428e-16	4.569978194902403e-18	9.693172406548506e-16	7.904279213636129e-18	1.292533144258357e-15	6.246650099907278e-17	nan	nan
55103.80000000556	1.9532148436001994e-15	2.3332646301172568e-17	1.338438780745163e-15	1.1232628459657281e-17	5.239120096779957e-16	4.589339654462658e-18	9.713759836372352e-16	7.932818413034693e-18	1.2960992324720613e-15	6.284174748159937e-17	nan	nan
55103.850000005565	1.9554469497790416e-15	2.3450464622113415e-17	1.340682998094972e-15	1.1272940181456493e-17	5.251829111038793e-16	4.609195859619589e-18	9.734224762847153e-16	7.96219405600149e-18	1.2996643722010832e-15	6.322967148484205e-17	nan	nan
55103.90000000557	1.9576263626283923e-15	2.3571398594202317e-17	1.3429027098563053e-15	1.1314810155721683e-17	5.264488709559445e-16	4.62955858112055e-18	9.75456544859728e-16	7.992441548193719e-18	1.3032276976586067e-15	6.363027824138556e-17	nan	nan
55103.95000000557	1.9597524274120845e-15	2.369548775379653e-17	1.3450977748455628e-15	1.1358305024553323e-17	5.277098406779139e-16	4.650440823019328e-18	9.774780155748438e-16	8.023599400517292e-18	1.3067883425271271e-15	6.404360896757986e-17	nan	nan
55104.00000000557	1.9618244889132467e-15	2.382277857109264e-17	1.347268051725887e-15	1.1403497776370078e-17	5.289657716977966e-16	4.6718567826063865e-18	9.79486714592287e-16	8.055709133772766e-18	1.3103454399244827e-15	6.446974057095074e-17	nan	nan
55104.050000005576	1.9638418914287723e-15	2.3953324255436382e-17	1.3494133990063371e-15	1.1450467526938107e-17	5.302166154276688e-16	4.693821803106601e-18	9.814824680232373e-16	8.08881516319687e-18	1.3138981223699339e-15	6.490878500041366e-17	nan	nan
55104.10000000558	1.9658039787637853e-15	2.4087184509389206e-17	1.3515336750409796e-15	1.1499299250231635e-17	5.314623232635885e-16	4.716352319630207e-18	9.834651019271445e-16	8.122964662873692e-18	1.317445521750131e-15	6.536088825649467e-17	nan	nan
55104.15000000558	1.9677100942260282e-15	2.422442523499431e-17	1.3536287380281531e-15	1.1550083458887164e-17	5.327028465853958e-16	4.739465798453342e-18	9.85434442311028e-16	8.158207410610324e-18	1.320986769285139e-15	6.58262290790465e-17	nan	nan
55104.200000005585	1.96955958062015e-15	2.436511819323302e-17	1.3556984460095534e-15	1.1602915836560659e-17	5.339381367564457e-16	4.763180669789397e-18	9.873903151289868e-16	8.194595613498655e-18	1.3245209954943851e-15	6.630501733029305e-17	nan	nan
55104.25000000559	1.9713517802427412e-15	2.4509340619554082e-17	1.3577426568694534e-15	1.1657896821926937e-17	5.351681451239041e-16	4.787516254447429e-18	9.89332546281346e-16	8.232183715009335e-18	1.3280473301626036e-15	6.679749209131042e-17	nan	nan
55104.30000000559	1.9730860348762524e-15	2.4657174797356193e-17	1.3597612283338027e-15	1.1715131147251449e-17	5.363928230180997e-16	4.8124926846128615e-18	9.912609616141257e-16	8.271028183584014e-18	1.3315649023057945e-15	6.730391949041116e-17	nan	nan
55104.350000005594	1.974761685783786e-15	2.4808707592007634e-17	1.3617540179694586e-15	1.1774727332408634e-17	5.376121217525911e-16	4.83813081901832e-18	9.93175386918328e-16	8.311187284316799e-18	1.33507284013705e-15	6.78245902822168e-17	nan	nan
55104.4000000056	1.9763781315012764e-15	2.4964015831369576e-17	1.3637208872315552e-15	1.1836786907856494e-17	5.388259953321993e-16	4.864449916945265e-18	9.950756576416522e-16	8.352715750654358e-18	1.3385702424653904e-15	6.835979194555806e-17	nan	nan
55104.4500000056	1.9779351971981728e-15	2.512307567513476e-17	1.3656617273331885e-15	1.1901338568091884e-17	5.400344177583618e-16	4.891453271629481e-18	9.969616809557214e-16	8.395632086932513e-18	1.342055779778162e-15	6.890945363280115e-17	nan	nan
55104.5000000056	1.979432898968034e-15	2.528582024913955e-17	1.3675764427358768e-15	1.1968379865730984e-17	5.412373719859574e-16	4.919137320476462e-18	9.988333961476688e-16	8.439939268429252e-18	1.3455277925878834e-15	6.947323298172237e-17	nan	nan
55104.550000005605	1.9808712532762403e-15	2.5452186485392283e-17	1.3694649378023211e-15	1.2037911134484567e-17	5.424348409949247e-16	4.9474990426825455e-18	1.0006907425994611e-15	8.485641562246122e-18	1.3489846119552977e-15	7.00508010994281e-17	nan	nan
55104.60000000561	1.982250276056588e-15	2.5622115600245445e-17	1.3713271167326078e-15	1.21099358108369e-17	5.436268077478803e-16	4.976536015081699e-18	1.0025336596359798e-15	8.532744654761176e-18	1.3524245678894947e-15	7.064185150049042e-17	nan	nan
55104.65000000561	1.983569982711733e-15	2.5795553299736457e-17	1.3731628835638662e-15	1.218446054778753e-17	5.448132551902137e-16	5.0062464262140254e-18	1.0043620865248305e-15	8.581255681292064e-18	1.3558459892836944e-15	7.124610122740053e-17	nan	nan
55104.700000005614	1.9848303881132836e-15	2.5972449934640106e-17	1.3749721421694136e-15	1.2261495282856812e-17	5.459941662500016e-16	5.036629083875734e-18	1.006175962475987e-15	8.63118323734644e-18	1.359247203850962e-15	7.186329165374462e-17	nan	nan
55104.75000000562	1.986031506601561e-15	2.6152760607843492e-17	1.3767547962582922e-15	1.2341053261656138e-17	5.471695238377133e-16	5.0676834162855515e-18	1.0079752266416926e-15	8.682537372512543e-18	1.3626265380599481e-15	7.249318898863582e-17	nan	nan
55104.80000000562	1.9871733519861535e-15	2.633644523573133e-17	1.3785107493748311e-15	1.2423151018609886e-17	5.48339310846743e-16	5.099409467261587e-18	1.0097598181160908e-15	8.735329567117325e-18	1.3659823170705531e-15	7.313558450102461e-17	nan	nan
55104.85000000562	1.988255937545727e-15	2.6523468566151065e-17	1.3802399048978014e-15	1.2507808316795819e-17	5.495035101525536e-16	5.131807885537902e-18	1.0115296759351391e-15	8.78957269313291e-18	1.3693128646695245e-15	7.379029448239143e-17	nan	nan
