MJD	Bessell_B	Bessell_B_err	Bessell_V	Bessell_V_err	sdss_g	sdss_g_err	sdss_i	sdss_i_err	sdss_r	sdss_r_err	sdss_u	sdss_u_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
56423.0213999829	3.9772501521021475e-14	4.678642325065736e-16	2.8323789804715576e-14	4.154237577211134e-16	3.662022946902786e-14	3.1842986518482947e-16	1.4007444636462e-14	1.7943486395328085e-16	2.2932271747434185e-14	2.389102470336259e-16	3.637943598331144e-14	2.4122605461991113e-15	3.460022550834694e-14	5.596098735533637e-16	1.1089912639868211e-14	1.080044721651174e-15	1.8513560417996054e-14	1.015239748907e-15	9.461569084776704e-15	9.853169638582557e-16	2.579632418022165e-14	4.1509743930256516e-16
56423.0713999829	3.966509944806925e-14	4.641858231192987e-16	2.8275730804983824e-14	4.143076272667397e-16	3.655140313861028e-14	3.181085548778503e-16	1.3984445889822806e-14	1.790368586260671e-16	2.2897006223876694e-14	2.3791455309904635e-16	3.6158252462879156e-14	2.2264880886356425e-15	3.4338205071467406e-14	5.606595717612432e-16	1.0939076265512062e-14	1.3679909935674773e-15	1.8256248256832527e-14	1.0371084245521123e-15	9.332580726414255e-15	1.2446546913363284e-15	2.5725021824023656e-14	4.1513138013165285e-16
56423.121399982905	3.955767109602048e-14	4.607633320775875e-16	2.822779449860921e-14	4.131408578341869e-16	3.648258227551462e-14	3.177887577922457e-16	1.39615377459484e-14	1.786481066563907e-16	2.286186899843632e-14	2.3695794938689463e-16	3.593830699023829e-14	2.0541670090816465e-15	3.4075939114295296e-14	5.621363405973877e-16	1.0771829884994512e-14	1.7444252082136723e-15	1.7996452694842557e-14	1.0632566215644325e-15	9.198771573766473e-15	1.5675893512265424e-15	2.5653637730959807e-14	4.154538953832323e-16
56423.17139998291	3.945021856904381e-14	4.576156824864557e-16	2.8179984440662806e-14	4.119243625008263e-16	3.6413769476574686e-14	3.1747131697237726e-16	1.3938723510986874e-14	1.7827023727766736e-16	2.282686401840763e-14	2.3604371800797e-16	3.571961239564703e-14	1.90036419262274e-15	3.381349740208086e-14	5.639655372184084e-16	1.0589354715295254e-14	2.1540075586789172e-15	1.773449577176956e-14	1.0926184908939597e-15	9.06057550201542e-15	1.9141554618353444e-15	2.5582191302540025e-14	4.160322622904031e-16
56423.22139998291	3.9342743979592e-14	4.547611151284894e-16	2.813230418274722e-14	4.1065908468539997e-16	3.634496733868678e-14	3.171570825410699e-16	1.391600649065538e-14	1.7790488718919356e-16	2.2791995227608482e-14	2.35175103971623e-16	3.550218144051635e-14	1.771304737678064e-15	3.355094969860737e-14	5.660763687686409e-16	1.039283150711739e-14	2.5712696592523343e-15	1.7470701533548304e-14	1.1241452513501027e-15	8.918429346277118e-15	2.265352683233097e-15	2.55107019366046e-14	4.1683543584445383e-16
56423.271399982914	3.923524943735646e-14	4.522169900901353e-16	2.8084757278414005e-14	4.0934599729505844e-16	3.6276178458707437e-14	3.168469105848776e-16	1.3893389991225134e-14	1.7755369664016594e-16	2.275726657118606e-14	2.3435530044418034e-16	3.528602682152471e-14	1.6740662817710116e-15	3.3288365766631354e-14	5.684026766341828e-16	1.018344090322351e-14	2.9834620554212353e-15	1.7205396135414698e-14	1.1568449447127627e-15	8.772773035763252e-15	2.611286569491323e-15	2.5439189027711252e-14	4.1783438149832087e-16
56423.32139998292	3.912773709805151e-14	4.499987998268831e-16	2.803734722677643e-14	4.079860792691931e-16	3.620740540008613e-14	3.1654164825027975e-16	1.3870877316320169e-14	1.772183054242879e-16	2.2722681941523344e-14	2.335873659923244e-16	3.507116117471263e-14	1.6156494013168621e-15	3.302581536833256e-14	5.708835630976832e-16	9.962363797053986e-15	3.3832453781458676e-15	1.693890794568912e-14	1.1898050714774805e-15	8.6240497289597e-15	2.9460846952139094e-15	2.536767196751975e-14	4.190023569407734e-16
56423.37139998292	3.90202100268047e-14	4.481050728183228e-16	2.799007643775263e-14	4.0657986788240616e-16	3.613864961865335e-14	3.162416901750429e-16	1.3848471726470822e-14	1.769003200805844e-16	2.2688243473525676e-14	2.3287204925327275e-16	3.485759682527532e-14	1.6013404743778751e-15	3.276336826576676e-14	5.734638783444285e-16	9.73078169171102e-15	3.7658146785617e-15	1.6671567650257917e-14	1.2222022843873048e-15	8.4727059498532e-15	3.265823424310601e-15	2.5296170145178978e-14	4.203151457844273e-16
56423.42139998292	3.891267211715642e-14	4.465184663469566e-16	2.7942946303647997e-14	4.0512749211660876e-16	3.6069911233397766e-14	3.159468838805477e-16	1.3826174913843275e-14	1.7660042897595784e-16	2.2653951176089347e-14	2.3220732535814953e-16	3.4645337618666004e-14	1.631240556652814e-15	3.2501094221319905e-14	5.7609458852982845e-16	9.489877059388788e-15	4.127688104296826e-15	1.6403708357775658e-14	1.2533034108224098e-15	8.319191725236618e-15	3.567624708337926e-15	2.522470294771279e-14	4.217512471293032e-16
56423.471399982926	3.880512731143139e-14	4.452199677745463e-16	2.789595817856532e-14	4.036290955619749e-16	3.6001190283499284e-14	3.15657048349152e-16	1.3803986679960292e-14	1.7631821306204715e-16	2.2619804938061844e-14	2.315909361869931e-16	3.4434377178917376e-14	1.6997121148808208e-15	3.2239062998141376e-14	5.787330462702473e-16	9.240833701329936e-15	4.466148576504037e-15	1.613566570561518e-14	1.2824613243387722e-15	8.16396072312402e-15	3.849228172375733e-15	2.5153289760404083e-14	4.2329202557255327e-16
56423.52139998293	3.8697579539988355e-14	4.441896395721467e-16	2.7849113421562334e-14	4.0208485528459516e-16	3.593248680820176e-14	3.153720078556867e-16	1.3781906713993225e-14	1.7605318056045953e-16	2.2585804641950774e-14	2.310205644121596e-16	3.422470847357382e-14	1.7990804019120174e-15	3.1977344360602354e-14	5.813431842060954e-16	8.98483710839069e-15	4.77896353143493e-15	1.586777796658667e-14	1.3091082115908047e-15	8.007470392306883e-15	4.108771535989361e-15	2.508194996718312e-14	4.249218264221263e-16
56423.57139998293	3.859003274054973e-14	4.434068140142201e-16	2.7802413386675767e-14	4.0049498292484914e-16	3.586380084669505e-14	3.1509159289719686e-16	1.37599347064678e-14	1.7580483575192827e-16	2.2551950173433684e-14	2.304938465798045e-16	3.4016324421125154e-14	1.9214764840122866e-15	3.1716008074742995e-14	5.838956502388127e-16	8.723074822296724e-15	5.064233122569562e-15	1.5600386156451695e-14	1.332747906654725e-15	7.850182103083174e-15	4.344669569665753e-15	2.501070295101114e-14	4.266280607313446e-16
56423.621399982934	3.8482490845315184e-14	4.4285028672649983e-16	2.7755859426918323e-14	3.988597271720375e-16	3.5795132438249987e-14	3.148156410928179e-16	1.3738070346185992e-14	1.7557268372997513e-16	2.2518241417267814e-14	2.300083872103776e-16	3.3809217891447506e-14	2.059923791560891e-15	3.145512390872246e-14	5.863679005842644e-16	8.456736797669861e-15	5.320302283324155e-15	1.5333834142257332e-14	1.3529483014545317e-15	7.692561289191354e-15	4.555542985830558e-15	2.4939568094267406e-14	4.284012643497642e-16
56423.67139998294	3.8374957787404834e-14	4.424984999542246e-16	2.7709452901463353e-14	3.9717937518011163e-16	3.572648162205643e-14	3.1454399805806786e-16	1.3716313322688531e-14	1.7535623315651094e-16	2.2484678259335223e-14	2.295617714554329e-16	3.3603381706224804e-14	2.208733916612731e-15	3.119476163326326e-14	5.887442638480152e-16	8.187015764908624e-15	5.545706657362028e-15	1.5068468751513302e-14	1.3693343885562113e-15	7.53507759098137e-15	4.740174239181127e-15	2.4868564779134255e-14	4.3023513460508125e-16
56423.72139998294	3.826743749993881e-14	4.4232972209372054e-16	2.7663195162927167e-14	3.9545425468680996e-16	3.565784843738948e-14	3.142765182369422e-16	1.3694663325146768e-14	1.7515499996228812e-16	2.2451260584188642e-14	2.291515775270894e-16	3.3398808639351135e-14	2.3634731614187884e-15	3.093499102210967e-14	5.910159862433276e-16	7.91510759400459e-15	5.739137550532e-15	1.4804639882240307e-14	1.3815822092053763e-15	7.378204999855077e-15	4.897478648694757e-15	2.4797712387982724e-14	4.3212654750556286e-16
56423.77139998294	3.8159933920639524e-14	4.423222119130766e-16	2.7617087569227862e-14	3.9368473549174523e-16	3.5589232923537015e-14	3.140130657055815e-16	1.3673120044332677e-14	1.749685115293054e-16	2.2417988275869515e-14	2.287753896559529e-16	3.3195491417313797e-14	2.5207558635109595e-15	3.0675881852469314e-14	5.931812650261592e-16	7.642211659376964e-15	5.8994181328736e-15	1.45427006139101e-14	1.38941381731882e-15	7.222422004008585e-15	5.02648469247482e-15	2.4727030303759014e-14	4.340755575800279e-16
56423.821399982946	3.805245098907031e-14	4.424543722842204e-16	2.75711314741379e-14	3.9187123179540193e-16	3.552063511972582e-14	3.1375351493709616e-16	1.3651683168186362e-14	1.7479630867519552e-16	2.23848612226118e-14	2.284308093034773e-16	3.299342271955744e-14	2.6780101886845116e-15	3.041750390544924e-14	5.952452741349106e-16	7.369531205807498e-15	6.0254866190204255e-15	1.428300731930829e-14	1.3925932896887179e-15	7.068211735510952e-15	5.126320059101121e-15	2.465653791036859e-14	4.3608538167034783e-16
56423.87139998295	3.7944992623623965e-14	4.427048883657613e-16	2.7525328233593407e-14	3.9001420360337096e-16	3.5452055065229576e-14	3.1349775154826745e-16	1.3630352387726048e-14	1.7463794973024762e-16	2.235187930579828e-14	2.2811546674007784e-16	3.279259517882931e-14	2.8332748940712747e-15	3.015992696653792e-14	5.972201830874514e-16	7.09827371555859e-15	6.11638397810009e-15	1.4025919777340265e-14	1.3909237859806046e-15	6.916062118749971e-15	5.19620148214194e-15	2.4586254593063642e-14	4.3816236719919947e-16
56423.92139998295	3.783756277767069e-14	4.430528506271827e-16	2.7479679204455418e-14	3.881141593170591e-16	3.53834927993319e-14	3.132456729870231e-16	1.36091273904609e-14	1.7449301297984725e-16	2.2319042414787723e-14	2.2782703227678756e-16	3.25930013815058e-14	2.985040667395703e-15	2.990322082601907e-14	5.991251672493962e-16	6.8296512767581515e-15	6.171244719406706e-15	1.3771801286810334e-14	1.384245671836653e-15	6.7664660202815914e-15	5.2354271834452945e-15	2.4516199738827373e-14	4.403159446932981e-16
56423.971399982955	3.773016537052373e-14	4.4347786531641063e-16	2.7434185739637547e-14	3.861716567020987e-16	3.53149483613576e-14	3.129971892039496e-16	1.3588007867963208e-14	1.7436110037586356e-16	2.2286350431371944e-14	2.2756322548723062e-16	3.239463386790007e-14	3.1321321132918746e-15	2.964745527944385e-14	6.009864047696197e-16	6.5648809531334684e-15	6.189289869231986e-15	1.3521018781196462e-14	1.3724357557199027e-15	6.6199214001154106e-15	5.243371215685287e-15	2.4446392736760854e-14	4.425585636621468e-16
56424.02139998296	3.7622804343587334e-14	4.439601465850001e-16	2.738884919705789e-14	3.84187305888005e-16	3.524642179059597e-14	3.1275222329242325e-16	1.356699350835776e-14	1.7424183900591596e-16	2.2253803241842025e-14	2.2732182680020714e-16	3.219748513255191e-14	3.2736218305603056e-15	2.939270012806421e-14	6.028370526848842e-16	6.305185155179912e-15	6.169821597011426e-15	1.3273942944450408e-14	1.355407753226848e-15	6.476931464469933e-15	5.219479282447596e-15	2.4376852978467336e-14	4.449056103519494e-16
56424.07139998296	3.751548363642485e-14	4.444805973708258e-16	2.734367093093485e-14	3.8216177100365576e-16	3.5177913126326366e-14	3.12510712075637e-16	1.3546084001739345e-14	1.7413488453098885e-16	2.2221400731875514e-14	2.271006848512565e-16	3.200154762449834e-14	3.4087682992100827e-15	2.913902517929536e-14	6.047171920313341e-16	6.051792012845477e-15	6.112219170715648e-15	1.3030948327846225e-14	1.3331141860058132e-15	6.338004820034311e-15	5.163265809988928e-15	2.4307599858439402e-14	4.47375305424861e-16
56424.12139998296	3.740820717203134e-14	4.450208771726826e-16	2.7298652298063413e-14	3.800957720898397e-16	3.510942240790201e-14	3.122726066715045e-16	1.3525279037771813e-14	1.7403992324324732e-16	2.2189142787047703e-14	2.2689772563807903e-16	3.180681374752607e-14	3.5369709445821394e-15	2.8886500247157426e-14	6.06673729342379e-16	5.805935749817767e-15	6.015936082321398e-15	1.2792413467906981e-14	1.3055500576627752e-15	6.203655629768894e-15	5.074312200463997e-15	2.4238652774443853e-14	4.499885793068074e-16
56424.171399982966	3.730097888997015e-14	4.455634519625762e-16	2.7253794653785104e-14	3.779900872876744e-16	3.504094967463209e-14	3.120378730283995e-16	1.3504578306180582e-14	1.7395667428028818e-16	2.215702929140004e-14	2.267109610852556e-16	3.1613275860406595e-14	3.657737457495008e-15	2.8635195152722624e-14	6.087602396858449e-16	5.5688570594978325e-15	5.880498324779086e-15	1.2558721005434457e-14	1.2727588467636605e-15	6.0744037702826374e-15	4.952266351136247e-15	2.4170031127907482e-14	4.527689227926718e-16
56424.22139998297	3.7193802727043235e-14	4.460916436761126e-16	2.7209099353094598e-14	3.7584555499024903e-16	3.4972494965875506e-14	3.1180649240595656e-16	1.3483981496137e-14	1.7388489196599418e-16	2.212506012979202e-14	2.2653849610809507e-16	3.142092627711197e-14	3.770659843830502e-15	2.8385179724572244e-14	6.110367348257824e-16	5.341803482743774e-15	5.705503958358162e-15	1.2330257805669784e-14	1.2348416510057074e-15	5.950774990820789e-15	4.796843720102629e-15	2.4101754324303526e-14	4.557422105730842e-16
56424.27139998297	3.7086682613609334e-14	4.465896577043307e-16	2.71645677525061e-14	3.736630764582822e-16	3.4904058320947116e-14	3.1157846184419977e-16	1.3463488296381484e-14	1.7382436729377367e-16	2.2093235190048572e-14	2.2637853534766344e-16	3.12297572670139e-14	3.875396713818712e-15	2.813652379923268e-14	6.135693390573073e-16	5.126029787472599e-15	5.4906243237366125e-15	1.210741507961306e-14	1.1919707602412526e-15	5.833301073899441e-15	4.607830519726716e-15	2.403384177353721e-14	4.589364956260379e-16
56424.321399982975	3.697962248647042e-14	4.47042610753633e-16	2.712020120684913e-14	3.7144361739244815e-16	3.483563977923424e-14	3.113537945676437e-16	1.3443098399286631e-14	1.737749299891728e-16	2.2061554356108884e-14	2.2622938992868273e-16	3.103976105506343e-14	3.971660061134253e-15	2.7889297221633786e-14	6.164298555776087e-16	4.922798350204683e-15	5.235607622795796e-15	1.189058850652825e-14	1.1444096112942339e-15	5.722519997624671e-15	4.38509014182131e-15	2.3966312890331316e-14	4.623817729639536e-16
56424.37139998298	3.6872626281507985e-14	4.474365461655635e-16	2.7076001072918658e-14	3.6918821080448855e-16	3.476723938010431e-14	3.1113252038789447e-16	1.3422811491438172e-14	1.7373644982303913e-16	2.203001751252569e-14	2.26089482944619e-16	3.085092982195488e-14	4.0592053002154135e-15	2.7643569845561647e-14	6.196952077016937e-16	4.7333795396349425e-15	4.940286259475664e-15	1.1680178357663201e-14	1.0925421039897794e-15	5.6189760997307495e-15	4.128574908422927e-15	2.389918709461281e-14	4.661097120156419e-16
56424.42139998298	3.6765697928160314e-14	4.477584447405732e-16	2.70319687058415e-14	3.6689795890366925e-16	3.4698857162886376e-14	3.109146860377312e-16	1.3402627264162142e-14	1.7370883863713126e-16	2.1998624545487817e-14	2.25957355623909e-16	3.066325570426963e-14	4.137823690886578e-15	2.7399411534104382e-14	6.234467425443727e-16	4.559052102323151e-15	4.6045906765983466e-15	1.1476589621209993e-14	1.0369157897990212e-15	5.523220243376197e-15	3.8383472514504575e-15	2.3832483811898946e-14	4.701533579723331e-16
56424.471399982984	3.665884137059304e-14	4.47996230963716e-16	2.6988105460546277e-14	3.645740360106276e-16	3.463049316703879e-14	3.1070035549174895e-16	1.3382545406506772e-14	1.7369205055164754e-16	2.1967375340570554e-14	2.258316709588687e-16	3.0476730794604824e-14	4.20733653037401e-15	2.7156892160086815e-14	6.277693900323561e-16	4.401103550582463e-15	4.228575318862881e-15	1.1280232128538848e-14	9.783056145656054e-16	5.435809984734832e-15	3.5146188002145186e-15	2.376622247368227e-14	4.745468036855471e-16
56424.52139998299	3.6552060528119405e-14	4.481387718275849e-16	2.694441269392706e-14	3.6221769078214683e-16	3.4562147431880676e-14	3.1048961023626657e-16	1.336256560813591e-14	1.736860839077687e-16	2.1936269783655962e-14	2.257112193492365e-16	3.0291347141682656e-14	4.267590668218012e-15	2.691608160653995e-14	6.327506772604285e-16	4.260830552662353e-15	3.812469106395282e-15	1.1091520681728941e-14	9.178075787307578e-16	5.3573097424188474e-15	3.157826168360082e-15	2.370042251781844e-14	4.793248351432802e-16
56424.57139998299	3.644535935134825e-14	4.481758776085324e-16	2.6900891762266815e-14	3.598302487151364e-16	3.449381999685901e-14	3.1028254950414745e-16	1.3342687559021221e-14	1.736909820925079e-16	2.190530775899e-14	2.25594921699703e-16	3.0107096750443174e-14	4.3184550229928315e-15	2.6677049767142612e-14	6.384796073135863e-16	4.139539325306723e-15	3.356780130945087e-15	1.0910875182428621e-14	8.569737198917183e-16	5.288290968774055e-15	2.7687889561534925e-15	2.3635103388911517e-14	4.845225550735103e-16
56424.62139998299	3.633874176511556e-14	4.480982938977903e-16	2.6857544019453628e-14	3.574131148987785e-16	3.442551090138951e-14	3.1007929048107675e-16	1.3322910949134367e-14	1.737068336481556e-16	2.1874489151943444e-14	2.254818339049752e-16	2.992397158211935e-14	4.359817867327014e-15	2.6439866546678393e-14	6.450454220219061e-16	4.038546028780448e-15	2.8625343164446067e-15	1.0738720762074401e-14	7.979969450429709e-16	5.229332323083025e-15	2.349073426005694e-15	2.3570284538700626e-14	4.901749907354178e-16
56424.671399982995	3.6232211702541473e-14	4.478976972621269e-16	2.6814370822844027e-14	3.5496777609709784e-16	3.435722018486516e-14	3.0987996845583636e-16	1.3303235466907953e-14	1.7373377362730768e-16	2.184381384921641e-14	2.253711492606507e-16	2.9741963554295426e-14	4.391584710509852e-15	2.6204601861460563e-14	6.525362790168277e-16	3.959177164451068e-15	2.3318962316195714e-15	1.0575487913495513e-14	7.439344734246763e-16	5.1810198467185965e-15	1.9019499306592717e-15	2.350598542644625e-14	4.963166933492781e-16
56424.721399983	3.612577310503023e-14	4.47566684737344e-16	2.677137352678856e-14	3.524958043164903e-16	3.428894788673295e-14	3.0968473695500693e-16	1.3283660802436766e-14	1.7377198337458248e-16	2.181328173485034e-14	2.252622017645045e-16	2.9561064540947274e-14	4.413676653566383e-15	2.597132563980574e-14	6.610378837039364e-16	3.902769975017658e-15	1.7701195841217603e-15	1.042161262393812e-14	6.988971299359702e-16	5.14394714028532e-15	1.4354303022524078e-15	2.3442225519316893e-14	5.029813377452285e-16
56424.771399983	3.6019429909383796e-14	4.470987677370907e-16	2.6728553489651264e-14	3.4999885866984934e-16	3.422069404646115e-14	3.094937678095183e-16	1.326418664667747e-14	1.7382169124009878e-16	2.1782892695852115e-14	2.2515446825846684e-16	2.9381266372466504e-14	4.426029125302498e-15	2.574010782248109e-14	6.70632125105794e-16	3.870672847473363e-15	1.1936969543630883e-15	1.0277536509535285e-14	6.680042874674768e-16	5.11871554278831e-15	9.747797866551135e-16	2.3379024292776192e-14	5.102013315664911e-16
56424.821399983004	3.5913186033994953e-14	4.464883623881377e-16	2.66859120655019e-14	3.474786883966449e-16	3.415245870346264e-14	3.093072512118031e-16	1.324481268793954e-14	1.7388317212643933e-16	2.1752646615854156e-14	2.2504757086826816e-16	2.92025608356667e-14	4.428590933113459e-15	2.5511018363147343e-14	6.813957695520489e-16	3.864245718895998e-15	6.824488685079543e-16	1.0143706951255726e-14	6.567760542989842e-16	5.105934312871818e-15	6.289604894505592e-16	2.331640123096905e-14	5.180074436487766e-16
56424.87139998301	3.5807045430392996e-14	4.457307806940667e-16	2.664345060915347e-14	3.449371361763579e-16	3.408424189723269e-14	3.091253957113323e-16	1.3225538616133079e-14	1.7395674776424288e-16	2.172254338247688e-14	2.249412784429116e-16	2.902493967377343e-14	4.4213235819271745e-15	2.5284126140643217e-14	6.933978987808068e-16	nan	nan	1.0020566821209567e-14	6.697658916048307e-16	5.10617633044135e-15	7.124159378151609e-16	2.3254375521320976e-14	5.264278278274071e-16
56424.92139998301	3.570101202985714e-14	4.448222235424541e-16	2.6601170479746292e-14	3.4237613984969676e-16	3.401604366723248e-14	3.089484281761463e-16	1.32063641219685e-14	1.7404278616294708e-16	2.1692582880988805e-14	2.2483550859697315e-16	2.884839458639704e-14	4.4042008304088744e-15	2.5059463985204653e-14	7.066550084043624e-16	nan	nan	9.908219985652146e-15	7.078878064977097e-16	5.119425727691439e-15	1.1621890625719593e-15	2.3192956226561506e-14	5.354674019055544e-16
56424.97139998301	3.559508975998474e-14	4.4375977345361626e-16	2.6559073029929704e-14	3.3979773592514953e-16	3.39478640529246e-14	3.0877659371420433e-16	1.3187288893693717e-14	1.7414170111868244e-16	2.1662764995022357e-14	2.2473032782744782e-16	2.867291722948803e-14	4.377208466954741e-15	2.4837021214981003e-14	7.211218349668132e-16	nan	nan	9.806359926452987e-15	7.680817934474097e-16	5.1452480440166684e-15	1.7181220996794957e-15	2.3132140187504192e-14	5.451035788744326e-16
56425.021399983016	3.548928255665731e-14	4.425413883107242e-16	2.651715961798517e-14	3.3720406215630316e-16	3.387970309382421e-14	3.086101555541664e-16	1.3168312621957582e-14	1.742539516130026e-16	2.163308961097088e-14	2.246259532494249e-16	2.8498499215277084e-14	4.340344300249655e-15	2.461678456463377e-14	7.367441949408671e-16	nan	nan	9.714661256326004e-15	8.460942028247998e-16	5.183207713019536e-15	2.3094690249227885e-15	2.3071923524613022e-14	5.553105112077768e-16
56425.07139998302	3.538359436312002e-14	4.411658979191652e-16	2.647543159806503e-14	3.345973600603272e-16	3.38115608294209e-14	3.084493948719431e-16	1.314943499679332e-14	1.7438004101829824e-16	2.1603556616352526e-14	2.2452275247885695e-16	2.8325132112196815e-14	4.293618371371524e-15	2.4398740782663975e-14	7.534637332289609e-16	nan	nan	9.632804475330025e-15	9.378088433652092e-16	5.232877176786603e-15	2.917962912281773e-15	2.3012302367858008e-14	5.660610582072753e-16
56425.12139998302	3.527802910512931e-14	4.3963299987406167e-16	2.6433890328318615e-14	3.319799778480034e-16	3.374343729923834e-14	3.08294610593362e-16	1.3130655707433847e-14	1.7452051560647513e-16	2.1574165893674905e-14	2.244212442402428e-16	2.8152807444787977e-14	4.237053407710123e-15	2.4182876631342492e-14	7.712192850387748e-16	nan	nan	9.560475877081037e-15	1.03982640720388e-15	5.293836756765293e-15	3.5369229833026854e-15	2.295327285664692e-14	5.773272018522534e-16
56425.171399983024	3.517259072040761e-14	4.379432588626197e-16	2.639253716240277e-14	3.2935437258444743e-16	3.3675332542794536e-14	3.0814611913253896e-16	1.3111974443543011e-14	1.7467596387057758e-16	2.1544917330558427e-14	2.2432209759073654e-16	2.798151669358823e-14	4.1706855547013585e-15	2.3969178886627858e-14	7.899480836001965e-16	nan	nan	9.497367456480192e-15	1.1495476809281261e-15	5.365674526741073e-15	4.16313311887833e-15	2.2894831139753795e-14	5.890804171298172e-16
56425.22139998303	3.506728314851825e-14	4.3609810678763935e-16	2.6351373457195055e-14	3.2672311324779275e-16	3.3607246599623106e-14	3.0800425410214425e-16	1.3093390895461851e-14	1.7484701467923717e-16	2.15158108127829e-14	2.242261318847528e-16	2.7811251295005067e-14	4.094565441244264e-15	2.37576343380785e-14	8.09586796724852e-16	nan	nan	9.443176818939341e-15	1.2650473255544722e-15	5.447986187886426e-15	4.79469647655708e-15	2.2836973375250255e-14	6.012919945537847e-16
56425.27139998303	3.4962110310615384e-14	4.340998428098201e-16	2.6310400569936395e-14	3.240888823519597e-16	3.353917950925199e-14	3.0786936597109096e-16	1.3074904752238598e-14	1.750343358673448e-16	2.1486846225923612e-14	2.2413431514892005e-16	2.7642002641171634e-14	4.008759661105904e-15	2.3548229788778903e-14	8.300723884480564e-16	nan	nan	9.397607091081132e-15	1.3849081206274249e-15	5.54037494585352e-15	5.4303155693549e-15	2.277969573043613e-14	6.139333148976078e-16
56425.32139998303	3.4857076155466945e-14	4.319516393271133e-16	2.6269619855258107e-14	3.2145447807643433e-16	3.3471131311257414e-14	3.0774182166469394e-16	1.3056515703906473e-14	1.7523863200963495e-16	2.1458023454022015e-14	2.2404776363758123e-16	2.747376207978663e-14	3.913352789100111e-15	2.3340952055246268e-14	8.513428121760844e-16	nan	nan	9.360366832895576e-15	1.5080788625797525e-15	5.642451389882045e-15	6.069005141263652e-15	2.2722994381768816e-14	6.269760779600503e-16
56425.371399983036	3.4752184616193056e-14	4.29657543165819e-16	2.6229032669327545e-14	3.1882281673742863e-16	3.340310204520995e-14	3.076220041431478e-16	1.3038223440929643e-14	1.7546064305769338e-16	2.142934238306242e-14	2.239677391788037e-16	2.7306520913936983e-14	3.8084501026576785e-15	2.313578796736503e-14	8.733375486617495e-16	nan	nan	9.33116995133146e-15	1.6337681116539105e-15	5.7538333738960776e-15	6.709961873322443e-15	2.266686551479614e-14	6.403924884635626e-16
56425.42139998304	3.464743961855016e-14	4.2722248428534937e-16	2.6188640368559802e-14	3.161969339391069e-16	3.3335091750637534e-14	3.0751031191968373e-16	1.3020027651986957e-14	1.757011414343901e-16	2.1400802902199085e-14	2.2389564750215723e-16	2.714027040190519e-14	3.694181254753572e-15	2.293272436828238e-14	8.959980062256279e-16	nan	nan	9.30973561530649e-15	1.7613689523859887e-15	5.874145899561671e-15	7.352498956110955e-15	2.261130532408499e-14	6.541554029991696e-16
56425.47139998304	3.454284510394252e-14	4.246522810191545e-16	2.6148444309188302e-14	3.135799856487058e-16	3.3267100467167535e-14	3.0740715851936874e-16	1.3001928028219766e-14	1.759609300219324e-16	2.1372404893223824e-14	2.238330354917691e-16	2.6975001756959357e-14	3.570705255948696e-15	2.273174811434696e-14	9.192678024841783e-16	nan	nan	9.295788172112648e-15	1.8904067547546336e-15	6.0030210012800855e-15	7.996010389619473e-15	2.2556310013153886e-14	6.682384423726703e-16
56425.521399983045	3.4438405005490244e-14	4.219536480654914e-16	2.6108445847248263e-14	3.1097524883330514e-16	3.319912823438045e-14	3.073129719052863e-16	1.2983924258922548e-14	1.762408392976002e-16	2.134414824304126e-14	2.237815876587496e-16	2.6810706147127384e-14	3.43821729236832e-15	2.2532846075016916e-14	9.430929469390688e-16	nan	nan	9.289057065202577e-15	2.0205030068590902e-15	6.1400976330892875e-15	8.639950075442878e-15	2.250187579440288e-14	6.826160738316282e-16
56425.57139998305	3.4334123262756687e-14	4.191342046883421e-16	2.6068646338725356e-14	3.0838612324511514e-16	3.3131175091903655e-14	3.072281938628477e-16	1.2966016033512902e-14	1.765417248373352e-16	2.1316032838658266e-14	2.237431229044756e-16	2.6647374694954747e-14	3.2969581669511486e-15	2.233600513277492e-14	9.67421942770398e-16	nan	nan	9.289276753334725e-15	2.151350127327732e-15	6.285021557449714e-15	9.283818788056701e-15	2.2447998889045826e-14	6.972636675625825e-16
56425.62139998305	3.423000379965737e-14	4.1620248360521043e-16	2.6029047140133774e-14	3.0581612899787845e-16	3.306324107931765e-14	3.0715327930208995e-16	1.2948203041962493e-14	1.768644639999542e-16	2.1288058563809525e-14	2.2371958991160083e-16	2.6484998477246226e-14	3.147227560368427e-15	2.214121218305851e-14	9.922058244034564e-16	nan	nan	9.296186631061855e-15	2.28269374115871e-15	6.43744523588644e-15	9.927155592706004e-15	2.2394675527041045e-14	7.1215753159171075e-16
56425.67139998305	3.412605056127839e-14	4.1316793669052753e-16	2.5989649607211446e-14	3.0326890742521776e-16	3.2995326236283904e-14	3.0708869554979317e-16	1.2930484974489236e-14	1.7720995307397577e-16	2.1260225305910938e-14	2.2371306196907855e-16	2.6323568524790875e-14	2.9894029628169685e-15	2.1948454134161168e-14	1.0173981454201403e-15	nan	nan	9.309530950543629e-15	2.414320048675042e-15	6.597027721466279e-15	1.0569531902310626e-14	2.2341901947022977e-14	7.272749288782889e-16
