spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_g_fitflux	sdss_g_fitfluxerr	sdss_g_inrange	sdss_i_fitflux	sdss_i_fitfluxerr	sdss_i_inrange	sdss_r_fitflux	sdss_r_fitfluxerr	sdss_r_inrange	sdss_u_fitflux	sdss_u_fitfluxerr	sdss_u_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004fe/SN2004fe_2004-11-02_00-00-00_NOT_ALFOSC_None.dat	53311.5	4.698214069771055e-16	5.2719979081187176e-18	True	3.824340055337059e-16	4.178995479295948e-18	True	4.4017432107159844e-16	4.11334083292957e-18	True	1.6347351529259295e-16	1.473267598111952e-18	True	2.9374967073193394e-16	2.6045606823887127e-18	True	3.8142592568959155e-16	1.0205594598782204e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004fe/SN2004fe_2004-11-03_03-21-36_FLWO-1.5m_FAST_CfA-Stripped.flm	53312.14	5.143627944805624e-16	6.038400439442136e-18	True	4.1772779789572713e-16	4.7448236740740845e-18	True	4.840941895640246e-16	4.776382601231894e-18	True	1.8022788721268612e-16	1.7075473887789968e-18	True	3.212790308004214e-16	3.0049909837780565e-18	True	4.2223490260951274e-16	1.149583732669027e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004fe/SN2004fe_2004-11-03_00-14-24_Magellan-Clay_LDSS-2_CfA-Stripped.flm	53312.51	5.382163024134553e-16	6.37996137318657e-18	True	4.3716787301005907e-16	5.011475753198277e-18	True	5.078461621875547e-16	5.135627238478138e-18	True	1.8956626813941017e-16	1.8370238332659313e-18	True	3.366167940747195e-16	3.2250277581537515e-18	True	4.4265635876229587e-16	1.2255514210263114e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004fe/SN2004fe_2004-11-04_02-38-24_FLWO-1.5m_FAST_CfA-Stripped.flm	53313.11	5.733253875409246e-16	6.752514927319346e-18	True	4.668333078572745e-16	5.3348593824943885e-18	True	5.432940706469327e-16	5.6379529776188615e-18	True	2.0407530929796e-16	2.0283556912689327e-18	True	3.603973294710937e-16	3.549740623541565e-18	True	4.703379990622426e-16	1.3237584507250881e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004fe/SN2004fe_2004-11-05_05-16-48_FLWO-1.5m_FAST_CfA-Stripped.flm	53314.22	6.240199454322099e-16	7.195062696629249e-18	True	5.141443664725737e-16	5.801148268438462e-18	True	5.96997901899951e-16	6.387371940227804e-18	True	2.2851991737516387e-16	2.3451393758933104e-18	True	4.0013332676166766e-16	4.0883753046314695e-18	True	5.019868035271556e-16	1.426582972801747e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004fe/SN2004fe_2004-11-09_04-33-36_FLWO-1.5m_FAST_CfA-Stripped.flm	53318.19	6.320293448890789e-16	1.0727932846705724e-17	True	5.84379893494938e-16	8.782554438819633e-18	True	6.405529275975675e-16	9.105943335106998e-18	True	2.8649793695221203e-16	3.515970730908987e-18	True	4.857687958644892e-16	5.968553826283337e-18	True	4.118627975132268e-16	1.915367030887978e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004fe/SN2004fe_2004-11-10_04-33-36_FLWO-1.5m_FAST_CfA-Stripped.flm	53319.19	6.000031252434985e-16	1.0039458663378357e-17	True	5.800120347927004e-16	8.51528915954966e-18	True	6.195691041475797e-16	8.145042123026892e-18	True	2.936101099737631e-16	3.3721541438651593e-18	True	4.928928376067128e-16	5.6788155831434545e-18	True	3.6095238961877265e-16	1.5032890574073357e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004fe/SN2004fe_2004-11-19_02-38-24_FLWO-1.5m_FAST_CfA-Stripped.flm	53328.11	2.0591751750833573e-16	4.1547603727355836e-18	True	3.3156209219185755e-16	4.630536444735699e-18	True	2.547117622723926e-16	4.487841021256381e-18	True	2.4275189294679006e-16	2.9180654789820247e-18	True	3.525147318070968e-16	4.404004070364418e-18	True	7.454678056976078e-17	7.35823606047611e-18	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004fe/SN2004fe_2004-12-02_00-00-00_Magellan-Clay_LDSS-2_CfA-Stripped.flm	53341.5	8.494837642273521e-17	3.921165988107982e-18	True	1.2739643780494566e-16	3.2649825865474464e-18	True	1.0059188106098156e-16	3.8267756762223364e-18	True	1.073164528060876e-16	1.884556576694235e-18	True	1.38827040793063e-16	2.8072974239679032e-18	True	3.541674550111105e-17	1.6014977170276609e-18	True
