MJD	Bessell_B	Bessell_B_err	Bessell_V	Bessell_V_err	sdss_g	sdss_g_err	sdss_i	sdss_i_err	sdss_r	sdss_r_err	sdss_u	sdss_u_err
53304.19269952689	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53304.24269952689	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53304.29269952689	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53304.3426995269	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53304.3926995269	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53304.4426995269	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53304.492699526905	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53304.54269952691	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53304.59269952691	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53304.642699526914	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53304.69269952692	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53304.74269952692	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53304.79269952692	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53304.842699526926	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53304.89269952693	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53304.94269952693	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53304.992699526934	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53305.04269952694	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53305.09269952694	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53305.14269952694	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53305.192699526946	nan	nan	4.727165011974877e-17	7.031253121042927e-18	nan	nan	nan	nan	nan	nan	nan	nan
53305.24269952695	nan	nan	4.953616450263592e-17	6.881048769856053e-18	nan	nan	nan	nan	5.0134264493617295e-17	6.62760077412841e-19	nan	nan
53305.29269952695	nan	nan	5.18041141492947e-17	6.734382038522825e-18	nan	nan	nan	nan	5.159286570120033e-17	6.308124306265732e-19	nan	nan
53305.342699526955	nan	nan	5.407560094541917e-17	6.591238276292464e-18	nan	nan	nan	nan	5.3054384377294655e-17	6.060902267425794e-19	nan	nan
