MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	sdss_g'	sdss_g'_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	sdss_u'	sdss_u'_err	sdss_z'	sdss_z'_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
55882.3900159891	1.8026024834815655e-15	1.3779630639777965e-17	8.415531499297848e-16	6.39534068135028e-18	1.4855878210054223e-15	1.1274226623793879e-17	1.821074267146866e-15	1.312005795042543e-17	1.9323339674989805e-15	2.4061938802679465e-17	1.0443546264263862e-15	1.1909894909132244e-17	1.6369632733298743e-15	1.8499920059929144e-17	nan	nan	6.970464193666752e-16	9.154292148511043e-18	1.7657323759871854e-15	1.0480799760325272e-16	1.1036343677273477e-15	5.465231739887793e-17	5.082404417329855e-16	3.286387887064811e-17	2.6832824385264356e-16	2.99007256515449e-17	1.7182075055293653e-15	1.0673648643659107e-16
55882.4400159891	1.8099056878692775e-15	1.3857183062818126e-17	8.481548175217469e-16	6.4687000689457006e-18	1.4972056347870868e-15	1.1402246760986599e-17	1.8352288674046538e-15	1.3257735807103229e-17	1.9465363736430407e-15	2.4344789875219022e-17	1.0534801321589333e-15	1.1927923578975654e-17	1.6518004507262846e-15	1.8525481534360397e-17	nan	nan	7.034220370100959e-16	9.24353265519739e-18	1.777675761574349e-15	1.0557340329296076e-16	1.1002574906222209e-15	5.47167839088727e-17	5.066794477461055e-16	3.279043686394245e-17	2.677791298767724e-16	2.981422544818515e-17	1.7339667955464527e-15	1.0754205399377918e-16
55882.490015989104	1.8170806724606743e-15	1.393844630565815e-17	8.547548091628944e-16	6.543208120641886e-18	1.5088271392655749e-15	1.1531483592569284e-17	1.8493547091712136e-15	1.3397101006867058e-17	1.960605656088618e-15	2.4628514855768097e-17	1.0626133253898538e-15	1.1938420742517394e-17	1.6666522425695294e-15	1.8539902325479945e-17	nan	nan	7.09784797935563e-16	9.32714970728955e-18	1.7895041347406778e-15	1.062701415603997e-16	1.0968497835607131e-15	5.478627157130571e-17	5.051080078868858e-16	3.2723040842562025e-17	2.672246260106862e-16	2.9731727021467227e-17	1.7497104384596577e-15	1.0827663226608145e-16
55882.54001598911	1.824125468973389e-15	1.4023198855928555e-17	8.613520407026902e-16	6.618866611789621e-18	1.5204501048036335e-15	1.1661903930509855e-17	1.8634491078250427e-15	1.3538209409386495e-17	1.9745348158731314e-15	2.491252141241338e-17	1.071751093364613e-15	1.194144757086271e-17	1.6815142349255096e-15	1.8543420850606998e-17	nan	nan	7.16135412432217e-16	9.40455434210819e-18	1.8012109266199686e-15	1.0690111769503116e-16	1.0934113585072353e-15	5.4859947711353656e-17	5.035262080422532e-16	3.266139669295371e-17	2.666647348081927e-16	2.9653147247886297e-17	1.7654375387605674e-15	1.0894387222222184e-16
55882.59001598911	1.8310381087314626e-15	1.4111249055763528e-17	8.679454279857639e-16	6.6956842303077316e-18	1.5320723017668483e-15	1.1793486481037725e-17	1.8775093786734587e-15	1.3681133672537123e-17	1.9883168490054583e-15	2.5196684105427562e-17	1.0808903233229896e-15	1.1937579468010748e-17	1.6963820138578203e-15	1.8537029769269383e-17	nan	nan	7.22474590477105e-16	9.475519569573983e-18	1.812789552484544e-15	1.0746983940747023e-16	1.0899423265565418e-15	5.4937075432201435e-17	5.019341338811418e-16	3.260522207018159e-17	2.660994586776992e-16	2.9578404049280826e-17	1.781147198544293e-15	1.0954801446357881e-16
55882.64001598911	1.8378166226615936e-15	1.4202434303674658e-17	8.745338868509629e-16	6.773676653191408e-18	1.543691500520656e-15	1.1926222080646141e-17	1.8915328369383646e-15	1.3825962935182014e-17	2.0019447462366545e-15	2.5481333653777326e-17	1.090027902441123e-15	1.1927916578263765e-17	1.7112511653161973e-15	1.8522490607289828e-17	nan	nan	7.28803041748869e-16	9.540183347124959e-18	1.8242334110838742e-15	1.0798038607852445e-16	1.0864427979368432e-15	5.501701096165521e-17	5.003318708560949e-16	3.255424671444302e-17	2.655287998823285e-16	2.9507416490477154e-17	1.796838517444806e-15	1.1009386159903528e-16
55882.690015989116	1.844459041285801e-15	1.429662002722704e-17	8.8111633312876245e-16	6.8528665362870864e-18	1.5553054714191377e-15	1.2060113773446774e-17	1.9055167977541213e-15	1.39728022206403e-17	2.015411492830261e-15	2.576723681915144e-17	1.0991607177733797e-15	1.1914086328804052e-17	1.7261172750252152e-15	1.850233648697432e-17	nan	nan	7.351214756407529e-16	9.599047342966107e-18	1.835535883981867e-15	1.0843737965348541e-16	1.0829128820128206e-15	5.5099200687665656e-17	4.987195042048755e-16	3.2508212697431034e-17	2.649527605400317e-16	2.944010487106987e-17	1.8125105925701974e-15	1.1058675167028056e-16
55882.74001598912	1.8509633947156004e-15	1.4393698448560854e-17	8.876916826414386e-16	6.9332834246545925e-18	1.5669119848086053e-15	1.2195176729661924e-17	1.9194585761578937e-15	1.4121771588586953e-17	2.0287100683324358e-15	2.6055567443240085e-17	1.1082856561943659e-15	1.1898236321986807e-17	1.740975928372967e-15	1.8479860405219094e-17	nan	nan	7.414306012747157e-16	9.652971508649191e-18	1.8466903348928277e-15	1.0884595603572827e-16	1.079352687288709e-15	5.518317792646323e-17	4.970971189520617e-16	3.246687460039613e-17	2.6437134262369847e-16	2.937639081109652e-17	1.8281625184378283e-15	1.1103253144242784e-16
55882.79001598912	1.8573277126468924e-15	1.449358717151867e-17	8.94258851199012e-16	7.014963588252373e-18	1.5785088110189358e-15	1.2331438032521401e-17	1.9333554870891596e-15	1.4273005039582994e-17	2.0418334463420887e-15	2.6347868913327476e-17	1.1173996043408953e-15	1.1883014974899102e-17	1.7558227102996471e-15	1.8459085247256575e-17	nan	nan	7.477311275143517e-16	9.703163941104884e-18	1.857690109016043e-15	1.0921173585556473e-16	1.0757623214112877e-15	5.526855945994278e-17	4.95464799910649e-16	3.242999962594685e-17	2.6378454796126377e-16	2.9316197330396294e-17	1.8437933869093235e-15	1.1143752840002725e-16
55882.840015989124	1.8635500243530813e-15	1.4596227606302376e-17	9.008167545999382e-16	7.097949787284432e-18	1.5900937203608817e-15	1.2468936329497826e-17	1.9472048453805458e-15	1.4426649199586812e-17	2.054774594280969e-15	2.66460081738601e-17	1.1264994485540633e-15	1.1871536519981422e-17	1.7706532051861024e-15	1.844471068118266e-17	nan	nan	7.540237629787935e-16	9.751165041121958e-18	1.8685285323689105e-15	1.0954079350829044e-16	1.0721418911729071e-15	5.5355041872187896e-17	4.938226316836415e-16	3.2397367645889285e-17	2.631923782358139e-16	2.925944892146441e-17	1.8594022871254518e-15	1.1180852031021428e-16
55882.89001598913	1.8696283586801595e-15	1.4701583254257135e-17	9.073643086286906e-16	7.182290974806777e-18	1.6016644831197956e-15	1.2607721366328728e-17	1.961003965745884e-15	1.45828617924033e-17	2.0675264731632022e-15	2.695212135612903e-17	1.1355820748211266e-15	1.1867326485965387e-17	1.785462996742533e-15	1.8442031465194357e-17	nan	nan	7.603092160559931e-16	9.798824596955045e-18	1.8791989111185646e-15	1.0983962337620787e-16	1.068491502514472e-15	5.5442397708958377e-17	4.921706986656476e-16	3.236877118754152e-17	2.6259483498568963e-16	2.920607161564441e-17	1.874988305440829e-15	1.1215270124155994e-16
55882.94001598913	1.875560744040216e-15	1.4809637865743724e-17	9.139004290526538e-16	7.26804194102258e-18	1.6132188695547348e-15	1.2747853407741699e-17	1.9747501627839737e-15	1.4741809921905458e-17	2.080082037365439e-15	2.7268551168252692e-17	1.1446443687174822e-15	1.1874243791638081e-17	1.8002476678969513e-15	1.8456821821974506e-17	nan	nan	7.66588194916205e-16	9.848270178227855e-18	1.8896945309120046e-15	1.1011510217994569e-16	1.0648112605284354e-15	5.553047147848428e-17	4.90509085044467e-16	3.2344015361039305e-17	2.61991919604586e-16	2.9155993042532126e-17	1.8905505253585004e-15	1.124776429678725e-16
55882.99001598913	1.881345208405239e-15	1.4920393490426802e-17	9.204240316243683e-16	7.355262900372643e-18	1.6247546498912876e-15	1.2889402558568065e-17	1.9884407509648387e-15	1.4903668175636924e-17	2.0924342343956682e-15	2.7597776370017398e-17	1.1536832153485616e-15	1.1896376347410326e-17	1.8150028006838923e-15	1.8495181714849595e-17	nan	nan	7.728614075254951e-16	9.901865176404746e-18	1.900008656204592e-15	1.1037444645282267e-16	1.0611012694617298e-15	5.561917550703896e-17	4.888378748026808e-16	3.2322917730184206e-17	2.613836333416483e-16	2.91091424824814e-17	1.906088027464397e-15	1.1279125074963919e-16
55883.040015989136	1.8869797810653375e-15	1.5033868161111973e-17	9.269340322493964e-16	7.44401889520432e-18	1.6362695946777684e-15	1.3032447728198078e-17	2.002073045145486e-15	1.506861624422468e-17	2.1045760046629792e-15	2.794233393317213e-17	1.1626954992919987e-15	1.1937908786194638e-17	1.829723976132804e-15	1.8563343383268847e-17	nan	nan	7.791295616592423e-16	9.962155040347115e-18	1.910134529586949e-15	1.1062516420698757e-16	1.05736163271874e-15	5.570848565861625e-17	4.871571517192291e-16	3.230530812944303e-17	2.6076997730157136e-16	2.906545091213649e-17	1.9215998893615973e-15	1.1310171258229766e-16
55883.09001598914	1.892463117727125e-15	1.515000456717242e-17	9.33429383743163e-16	7.534350739145947e-18	1.6477615498654725e-15	1.3177022151101396e-17	2.0156445268020077e-15	1.5236727523903203e-17	2.1165006423827246e-15	2.83044950134938e-17	1.171678230982549e-15	1.2002835470419791e-17	1.844406863502266e-15	1.8667249967746515e-17	1.1947983032797674e-15	6.080836654124007e-17	7.8539336491557e-16	1.0031800790327952e-17	1.920065371110137e-15	1.10874999970366e-16	1.0535924528642248e-15	5.579843692458476e-17	4.854669993709992e-16	3.229102842964834e-17	2.601509524446885e-16	2.902485104293602e-17	1.9370851856044968e-15	1.1341744113873126e-16
55883.14001598914	1.8977957208784563e-15	1.526850091650213e-17	9.39909121216527e-16	7.626239488358104e-18	1.6592285295386893e-15	1.3323046745893311e-17	2.0291531501375553e-15	1.5407761574136012e-17	2.128206831063282e-15	2.868284668497671e-17	1.180630627345094e-15	1.2092412519909404e-17	1.8590484618275083e-15	1.8808777256395474e-17	1.1947134398646609e-15	6.084311456847836e-17	7.916533049296814e-16	1.0112841894570514e-17	1.92979437760914e-15	1.111318725267021e-16	1.049793831626225e-15	5.588911888632867e-17	4.837675011343966e-16	3.2279932254887793e-17	2.595265595870647e-16	2.898727735255573e-17	1.9525429876327758e-15	1.1374700782188936e-16
55883.190015989145	1.902978458822891e-15	1.5389019429790084e-17	9.46372290883936e-16	7.719661963736396e-18	1.6706685704649215e-15	1.3470434491209391e-17	2.042596959328737e-15	1.5581420720598135e-17	2.139697397622584e-15	2.907313694078303e-17	1.1895546270404644e-15	1.2203775400985094e-17	1.8736467790920505e-15	1.8983681931975527e-17	1.1944183049378943e-15	6.092339861722239e-17	7.979089908278711e-16	1.0204671194979018e-17	1.9393147220245234e-15	1.1140380489386685e-16	1.0459658698989697e-15	5.598067105169695e-17	4.820587401869291e-16	3.227188465302978e-17	2.5889679940058213e-16	2.8952666109279936e-17	1.9679723637052034e-15	1.1409906858701164e-16
55883.24001598915	1.9080121994132804e-15	1.5511237440466286e-17	9.528179389335144e-16	7.814599645808153e-18	1.6820797093599758e-15	1.3619107228439939e-17	2.0559739984026042e-15	1.5757413801909007e-17	2.1509752680480857e-15	2.9471045822235543e-17	1.1984525223732138e-15	1.2333295923433121e-17	1.8881998441187105e-15	1.9186582262590455e-17	1.1939187148886514e-15	6.10476383195566e-17	8.041598121954542e-16	1.03060534376819e-17	1.948619552722295e-15	1.1169884633068026e-16	1.042108667745754e-15	5.607327806451813e-17	4.803407995087673e-16	3.226676172225018e-17	2.5826167241302737e-16	2.892095538931301e-17	1.983372378833391e-15	1.1448228149307213e-16
55883.29001598915	1.912897810052904e-15	1.5634848457486266e-17	9.59245111529134e-16	7.911038854148452e-18	1.693459982883481e-15	1.376899609292814e-17	2.0692823112248682e-15	1.5935458216531064e-17	2.16204336091187e-15	2.9872332520007927e-17	1.2073266050672938e-15	1.247737564921967e-17	1.902705684325813e-15	1.9412130715992307e-17	1.19322036744167e-15	6.121417347594053e-17	8.104051584420446e-16	1.0415853254709603e-17	1.9577019928118528e-15	1.1202498646961346e-16	1.0382223244018128e-15	5.616716478550123e-17	4.786137618843267e-16	3.2264450195768307e-17	2.576211790081744e-16	2.889208508706183e-17	1.9987420947151477e-15	1.1490521629679646e-16
55883.34001598915	1.9176361576993783e-15	1.5759563021654012e-17	9.656528548060123e-16	8.008970861857538e-18	1.704807427638141e-15	1.3920041826736003e-17	2.082519941497284e-15	1.6115281659816016e-17	2.1729045874619353e-15	3.027289608254799e-17	1.2161791663074383e-15	1.2632579903639353e-17	1.9171623256758946e-15	1.965520881880663e-17	1.1923288438114787e-15	6.142127814718219e-17	8.1664441878841485e-16	1.0533094235814794e-17	1.9665551394620326e-15	1.1239006202466854e-16	1.0343069382771702e-15	5.626259124233292e-17	4.76877710039389e-16	3.226484668520447e-17	2.56975319425863e-16	2.886599691843436e-17	2.0140805696679894e-15	1.1537625679808293e-16
55883.39001598916	1.9222281088660223e-15	1.5885109373724545e-17	9.720402148699366e-16	8.108391952249048e-18	1.7161200801586783e-15	1.407219497695278e-17	2.0956849327553575e-15	1.629662357431738e-17	2.1835618517130142e-15	3.066882222035932e-17	1.2250124967804722e-15	1.2795742711725849e-17	1.931567792625139e-15	1.9911080400596164e-17	1.1912496108199425e-15	6.166717464455652e-17	8.228769822540841e-16	1.0657005942165727e-17	1.975173299795393e-15	1.1279952709528955e-16	1.030362591934924e-15	5.635965147817895e-17	4.751327551297659e-16	3.2267793797761344e-17	2.5632411089360807e-16	2.8842624104954614e-17	2.0293862764027106e-15	1.1590131461540517e-16
55883.44001598916	1.9266745296253883e-15	1.601123395397228e-17	9.78406237796918e-16	8.209303420939975e-18	1.727395976915121e-15	1.422541599381704e-17	2.1087753283621287e-15	1.6479236339052502e-17	2.194018050537509e-15	3.105641815333578e-17	1.233828886717034e-15	1.2964044596007679e-17	1.9459201080719315e-15	2.0175505794616007e-17	1.1899880229776953e-15	6.195004717229344e-17	8.291022376442414e-16	1.0787059541590228e-17	1.983555695340904e-15	1.1325000802855583e-16	1.026389307077645e-15	5.645768276556589e-17	4.733790719244366e-16	3.2273001637557965e-17	2.5566763895598924e-16	2.88218604998334e-17	2.044655357670942e-15	1.1647722398843173e-16
55883.49001598916	1.930976285612086e-15	1.6137701755531644e-17	9.84749969629912e-16	8.311711528854831e-18	1.7386331543087686e-15	1.4379675235089245e-17	2.1217891715011363e-15	1.6662886220228436e-17	2.2042760737561106e-15	3.143223750177279e-17	1.242630625932372e-15	1.3135066754801886e-17	1.960217293306106e-15	2.044482184904151e-17	1.188549324530055e-15	6.226805490868031e-17	8.353195735371324e-16	1.0922992962465457e-17	1.9917027545470734e-15	1.137357440565026e-16	1.0223870895933017e-15	5.655585437212995e-17	4.716168436291773e-16	3.2280170963105005e-17	2.5500600611476144e-16	2.8803591622196767e-17	2.059883371398717e-15	1.1709834105857528e-16
55883.540015989165	1.935134242023077e-15	1.626429654555365e-17	9.910704563800266e-16	8.415627408816104e-18	1.7498296486674115e-15	1.4534952886033966e-17	2.1347245051767428e-15	1.6847354107345588e-17	2.2143388042282272e-15	3.179309713367605e-17	1.2514200038681877e-15	1.3306825752902441e-17	1.974457367957603e-15	2.0715993538719995e-17	1.186938651468002e-15	6.261934434815205e-17	8.415283782712802e-16	1.1064826488220179e-17	1.999614878593849e-15	1.142508032727218e-16	1.018355944551693e-15	5.665336578743705e-17	4.698462532656741e-16	3.2289012806701505e-17	2.543393147324292e-16	2.878770509189647e-17	2.075065871462026e-15	1.1775881461409418e-16
55883.59001598917	1.939149263623473e-15	1.639082097068017e-17	9.973667440228978e-16	8.521066933257171e-18	1.760983496235021e-15	1.4691238797551404e-17	2.147579372206446e-15	1.7032436056392587e-17	2.2242091179424493e-15	3.213608770649057e-17	1.260199309633938e-15	1.347779276794e-17	1.9886383499455144e-15	2.0986642914835607e-17	1.1851610335047847e-15	6.300206076474761e-17	8.477280399326021e-16	1.1212869607168296e-17	2.007292441412371e-15	1.1478916545385206e-16	1.0142958762051015e-15	5.67494490586329e-17	4.680674836748449e-16	3.229924884524514e-17	2.5366766703450513e-16	2.877409076283249e-17	2.09019840741867e-15	1.1845267155155046e-16
55883.64001598917	1.943022214747083e-15	1.651709656642017e-17	1.0036378784976537e-15	8.62805054112864e-18	1.7720927331765305e-15	1.4848532256670242e-17	2.160351815215642e-15	1.7217943661122246e-17	2.2338898841064795e-15	3.2458579423103935e-17	1.2689708320477883e-15	1.3646900915280764e-17	2.0027582554268177e-15	2.1255060456878757e-17	1.1832213960187185e-15	6.341435869519729e-17	8.539179463416031e-16	1.1367719755314996e-17	2.014735789702649e-15	1.1534479698400252e-16	1.0102068879889712e-15	5.68433708471665e-17	4.662807175201407e-16	3.2310611719957804e-17	2.52991165111768e-16	2.8762640847292224e-17	2.105276524239813e-15	1.1917389467254597e-16
55883.690015989174	1.9467539592989796e-15	1.664296367508055e-17	1.0098829057067415e-15	8.736603033578507e-18	1.783155395576492e-15	1.5006841687010238e-17	2.1730398766369703e-15	1.7403704269754722e-17	2.2433839652371275e-15	3.2758224290890135e-17	1.2777368596784547e-15	1.3813543443282043e-17	2.0168150987452374e-15	2.152020290483898e-17	1.1811245619627324e-15	6.385441137600476e-17	8.600974850407209e-16	1.1530253398789261e-17	2.02194524294913e-15	1.1591171770579441e-16	1.006088982522515e-15	5.693443422676375e-17	4.644861372908516e-16	3.232284530807558e-17	2.5230991092251703e-16	2.875325003138725e-17	2.1202957620415055e-15	1.1991649248550808e-16
55883.74001598918	1.9503453607593404e-15	1.676828129300261e-17	1.0161008715124758e-15	8.846753336523315e-18	1.7941695194233863e-15	1.5166184289534444e-17	2.1856415987004967e-15	1.7589561065869284e-17	2.2526942172502576e-15	3.303295594878596e-17	1.286499680886312e-15	1.397756480308104e-17	2.030806892379996e-15	2.178168057078161e-17	1.1788752537411878e-15	6.432041910192839e-17	8.662660432813098e-16	1.1701609745276526e-17	2.0289210934342236e-15	1.1648405977564392e-16	1.0019421616093597e-15	5.702198024313057e-17	4.626839253054175e-16	3.233570494959689e-17	2.5162400629482683e-16	2.874581558167756e-17	2.1352516558157136e-15	1.2067456096116784e-16
55883.79001598918	1.953797282184771e-15	1.6892926849751328e-17	1.0222908217384194e-15	8.958534237794439e-18	1.8051331406156e-15	1.5326585626661208e-17	2.198155023432404e-15	1.7775373026031576e-17	2.2618234895502305e-15	3.328098792368651e-17	1.2952615838646493e-15	1.413924585108468e-17	2.04473164689449e-15	2.2039736093675657e-17	1.1764780950545378e-15	6.481061650235625e-17	8.724230080110586e-16	1.1883167284111305e-17	2.035663606249728e-15	1.1705611880859238e-16	9.97766426238147e-16	5.710538925566728e-17	4.608742637147212e-16	3.23489576322278e-17	2.5093355292879606e-16	2.874023744312758e-17	2.1501397351612884e-15	1.2144233742373015e-16
55883.84001598918	1.9571105862112662e-15	1.7016795932632356e-17	1.0284518021648949e-15	9.071982096404776e-18	1.816044294955749e-15	1.5488079154832913e-17	2.2105781926484463e-15	1.7961014773234447e-17	2.2707746251195077e-15	3.3500810998092706e-17	1.3040248566812623e-15	1.4299283789517422e-17	2.058587370885059e-15	2.229521569239584e-17	1.1739376127123136e-15	6.532327875671066e-17	8.785677658610377e-16	1.2076513362686425e-17	2.04217301930618e-15	1.1762239775758432e-16	9.935617765831172e-16	5.718408208098839e-17	4.590573345053933e-16	3.2362382137586046e-17	2.502386523987963e-16	2.873641832856334e-17	2.1649555240146342e-15	1.2221424694388012e-16
55883.890015989185	1.9602861350568466e-15	1.713980196074202e-17	1.0345828585298485e-15	9.187136531708448e-18	1.8269010181451494e-15	1.5650705709169146e-17	2.222909147953786e-15	1.8146376330238974e-17	2.279550460607885e-15	3.3691190218422e-17	1.3127917873195085e-15	1.4458766919386086e-17	2.0723720709295836e-15	2.2549533221225696e-17	1.1712582384149843e-15	6.585672679001441e-17	8.846997031328986e-16	1.2283407119156783e-17	2.048449543340131e-15	1.1817764408547677e-16	9.89328212004688e-16	5.725752095730973e-17	4.572333195031036e-16	3.2375769151708125e-17	2.495394061557208e-16	2.873426379981738e-17	2.1796945403800816e-15	1.2298494173512118e-16
55883.94001598919	1.963324790524466e-15	1.7261875817984538e-17	1.0406830365267776e-15	9.304040092692666e-18	1.837701345780978e-15	1.5814512940753837e-17	2.2351459307323583e-15	1.8331362791679925e-17	2.288153826421642e-15	3.3851161945788086e-17	1.3215646637199058e-15	1.4619143883498753e-17	2.0860837515361736e-15	2.2804626768103678e-17	1.1684443105051912e-15	6.640933150520166e-17	8.90818205786035e-16	1.25057363127941e-17	2.054493361919356e-15	1.1871688085990577e-16	9.850657310500287e-16	5.732521034765724e-17	4.554024003758638e-16	3.238892134276852e-17	2.488359155292246e-16	2.873368234078719e-17	2.1943522960600088e-15	1.2374933414568216e-16
55883.99001598919	1.9662274140034005e-15	1.7382965445014908e-17	1.046751381802143e-15	9.422737908265604e-18	1.8484433133562733e-15	1.597955471610394e-17	2.2472865821458883e-15	1.8515893916566544e-17	2.296587546812698e-15	3.398003124536634e-17	1.3303457738211124e-15	1.4782186828143376e-17	2.0997204150916756e-15	2.3062907161757548e-17	1.1655000756888466e-15	6.697951711992738e-17	8.969226594248325e-16	1.2745468899434357e-17	2.060304631445974e-15	1.1923543243671795e-16	9.807743314535854e-16	5.738669759892573e-17	4.535647586373128e-16	3.24016534088105e-17	2.4812828172996976e-16	2.873458542263418e-17	2.208924296384645e-15	1.2450262388922488e-16
55884.040015989194	1.9689948664738485e-15	1.7503035399754777e-17	1.0527869399564892e-15	9.543277324790497e-18	1.859124956245892e-15	1.614589047766318e-17	2.259329143128655e-15	1.8699903655051194e-17	2.304854439967042e-15	3.407736982348747e-17	1.3391374056017084e-15	1.494994781579966e-17	2.1132800618101304e-15	2.3327197583593686e-17	1.1624296907266053e-15	6.756576368296694e-17	9.030124492857289e-16	1.3004600560047756e-17	2.0658834811574855e-15	1.197289454042942e-16	9.764540101376296e-16	5.744157347229211e-17	4.5172057565000745e-16	3.241379209814221e-17	2.47416605851865e-16	2.8736887561375516e-17	2.223406039941557e-15	1.2524032017588123e-16
55884.0900159892	1.9716280096562913e-15	1.7622065997965367e-17	1.0587887605139715e-15	9.665706506937594e-18	1.869744319477445e-15	1.631358274578063e-17	2.271271659285921e-15	1.8883338535663298e-17	2.312957318093944e-15	3.4143014648512397e-17	1.3479418471211752e-15	1.512470789389189e-17	2.1267606896814814e-15	2.360066352157903e-17	1.1592372240961847e-15	6.81666088492901e-17	9.090869602243955e-16	1.3285099750358317e-17	2.0712300131257536e-15	1.2019340544423776e-16	9.72104763212772e-16	5.748947255932208e-17	4.498700326287148e-16	3.242517620490762e-17	2.467009888743024e-16	2.8740506368133043e-17	2.2377930183048896e-15	1.259582593976112e-16
55884.1400159892	1.974127749457831e-15	1.774003823544008e-17	1.0647560471181362e-15	9.790035402958809e-18	1.8802998266526926e-15	1.648262761165183e-17	2.283112366246694e-15	1.9066116439002988e-17	2.320898987514044e-15	3.417706732944404e-17	1.356761386561408e-15	1.5308918464972916e-17	2.140160294419858e-15	2.388673256042621e-17	1.155926657626018e-15	6.878064899408927e-17	9.151455767029538e-16	1.3588852141206773e-17	2.0763443022538878e-15	1.206251507306135e-16	9.677265859784416e-16	5.75300735965114e-17	4.480133106436965e-16	3.243565654211873e-17	2.4598153166439477e-16	2.874536259230014e-17	2.2520807157641932e-15	1.2665261899371901e-16
55884.1900159892	1.976495049259281e-15	1.785692890851623e-17	1.0706882034656298e-15	9.916223786956463e-18	1.890790392793613e-15	1.6652933444679958e-17	2.294849746351394e-15	1.9248113844670796e-17	2.3286822487481963e-15	3.4179894270292503e-17	1.3655971722321595e-15	1.5504538024671578e-17	2.1534767343730467e-15	2.4188162324860734e-17	1.1525018881006958e-15	6.9406539744982e-17	9.211876523361815e-16	1.3916952967364785e-17	2.0812263962710687e-15	1.2102088244440693e-16	9.633194729234175e-16	5.75630996896653e-17	4.461505906239901e-16	3.2445095894340493e-17	2.452583349792087e-16	2.875138015791092e-17	2.2662646090529747e-15	1.2731992808142197e-16
55884.240015989206	1.978730875905306e-15	1.797272842857822e-17	1.0765846465570887e-15	1.0044229480416928e-17	1.901214965599255e-15	1.6824406750938742e-17	2.3064822981725417e-15	1.9429216368964414e-17	2.3363098966051342e-15	3.4152127565574374e-17	1.3744457968535763e-15	1.5711196751333e-17	2.16670732586844e-15	2.450445466846441e-17	1.1489667288386804e-15	7.004299600879445e-17	9.272124186715218e-16	1.426772334520632e-17	2.0858763157252674e-15	1.2137767292702302e-16	9.588834177262476e-16	5.758831845792915e-17	4.442820533606922e-16	3.2453368951937144e-17	2.445314994679979e-16	2.875848619347915e-17	2.280340167076831e-15	1.2795707538470774e-16
55884.29001598921	1.980836195843447e-15	1.808744178327723e-17	1.0824447933394665e-15	1.0174011938154023e-17	1.911572492648094e-15	1.699695857573519e-17	2.318008520039505e-15	1.9609322348689824e-17	2.3437847202701994e-15	3.409466654865042e-17	1.3833027154158397e-15	1.5928011778635076e-17	2.179849248002514e-15	2.483441212556106e-17	1.1453249112427239e-15	7.068879156522649e-17	9.33219076438165e-16	1.4638719300705707e-17	2.0902940539739116e-15	1.2169297193981406e-16	9.544184132557427e-16	5.760554210582133e-17	4.424078795102436e-16	3.246036222867794e-17	2.438011256744336e-16	2.8766611055592e-17	2.294302850641265e-15	1.2856131493902803e-16
55884.34001598921	1.9828119751277655e-15	1.8201088169038015e-17	1.088268060705947e-15	1.0305532361475976e-17	1.9218619213860804e-15	1.7170504711266942e-17	2.329426910030314e-15	1.9788342740853637e-17	2.351109503392759e-15	3.400867984758981e-17	1.3921633829455622e-15	1.6154225335104016e-17	2.192899677349377e-15	2.5177033593637644e-17	1.1415800863234547e-15	7.134275829471224e-17	9.392068259129084e-16	1.502744922382451e-17	2.094479577172458e-15	1.2196461143817187e-16	9.499244515714019e-16	5.761462743010425e-17	4.405282495976991e-16	3.2465973964258657e-17	2.430673140388313e-16	2.877568834652733e-17	2.3081481121791602e-15	1.291302699902808e-16
55884.390015989215	1.9846591794210553e-15	1.8313700592318277e-17	1.0940538654955999e-15	1.043875377907975e-17	1.932082199134405e-15	1.7344965845584335e-17	2.3407359659646288e-15	1.996620096455217e-17	2.358287024174592e-15	3.3895607738792863e-17	1.4010232544214165e-15	1.6389237105579622e-17	2.20585578788888e-15	2.5531556462959845e-17	1.1377358261965633e-15	7.200378510224687e-17	9.45174866903735e-16	1.5431426577332154e-17	2.0984328242608905e-15	1.2219080921041928e-16	9.45401523923836e-16	5.761547576686864e-17	4.3864334402000707e-16	3.247011401313887e-17	2.4233016490037935e-16	2.8785654926168346e-17	2.3218713954777836e-15	1.296619354479928e-16
55884.44001598922	1.986378773998358e-15	1.8425325442481562e-17	1.0998016244903595e-15	1.0573641097265136e-17	1.9422322730785975e-15	1.7520267651242345e-17	2.3519341854065185e-15	2.0142832689004424e-17	2.3653200554569165e-15	3.375716451435092e-17	1.4098777846896496e-15	1.6632627368871898e-17	2.218714750934771e-15	2.589748624939958e-17	1.1337956255540265e-15	7.267081659314781e-17	9.511223987332467e-16	1.5848210682234918e-17	2.1021537069481166e-15	1.223701716751478e-16	9.40849620755197e-16	5.760803288267409e-17	4.3675334304928965e-16	3.2472703720889634e-17	2.4158977849936216e-16	2.8796450918478954e-17	2.33546813540543e-15	1.3015467919500889e-16
