MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err
51475.5001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51475.5501	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51475.6001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51475.650100000006	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51475.70010000001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51475.75010000001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51475.800100000015	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51475.85010000002	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51475.90010000002	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51475.950100000024	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51476.00010000003	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51476.05010000003	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51476.10010000003	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51476.150100000035	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51476.20010000004	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51476.25010000004	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51476.300100000044	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51476.35010000005	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51476.40010000005	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51476.45010000005	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
51476.500100000056	nan	nan	nan	nan	nan	nan	nan	nan	9.157143819477628e-15	2.1110207869515527e-16
51476.55010000006	nan	nan	2.706349639008122e-15	7.712851747891421e-17	4.695621307998702e-15	3.630966497872399e-17	nan	nan	9.24796362629323e-15	2.064998477887809e-16
51476.60010000006	nan	nan	2.7323675685562823e-15	7.548269153605068e-17	4.826485233165132e-15	3.463345001871542e-17	nan	nan	9.339152190754663e-15	2.0209515931773975e-16
51476.650100000064	nan	nan	2.758496115891399e-15	7.389459930414805e-17	4.95736471725829e-15	3.320271806853932e-17	nan	nan	9.430644525842846e-15	1.9788855455966254e-16
51476.70010000007	nan	nan	2.784725511725094e-15	7.236481692417543e-17	5.0879010462013e-15	3.2010872340580177e-17	nan	nan	9.522375195941543e-15	1.938795522673669e-16
51476.75010000007	nan	nan	2.8110444153362536e-15	7.089353589202151e-17	5.217751171412377e-15	3.104679955246687e-17	nan	nan	9.61427940276673e-15	1.900670522925884e-16
51476.80010000007	nan	nan	2.8374410937236613e-15	6.948081522865778e-17	5.346614723484503e-15	3.029398236417024e-17	nan	nan	9.706294785361165e-15	1.8644893130247485e-16
51476.850100000076	nan	nan	2.8639037644351266e-15	6.812661539187574e-17	5.474202646966891e-15	2.973301858922836e-17	nan	nan	9.798359581848828e-15	1.8302261636686717e-16
51476.90010000008	nan	nan	2.8904202656432227e-15	6.683048365291153e-17	5.600238049687955e-15	2.934267306290063e-17	nan	nan	9.890412241126955e-15	1.7978523766020804e-16
51476.95010000008	nan	nan	2.9169782628721552e-15	6.559174626705091e-17	5.724509508207181e-15	2.909861597084846e-17	nan	nan	9.982395324612604e-15	1.7673297390475343e-16
51477.000100000085	nan	nan	2.9435654212244232e-15	6.440967014431877e-17	5.8468274847691415e-15	2.897642286510507e-17	nan	nan	1.0074255136540063e-14	1.7386112837666415e-16
51477.05010000009	nan	nan	2.9701694060758095e-15	6.328346371093103e-17	5.967002427614398e-15	2.895351607322064e-17	nan	nan	1.0165938115338785e-14	1.7116476150643177e-16
51477.10010000009	nan	nan	2.996777885393516e-15	6.221227580542657e-17	6.084844759336935e-15	2.9009864010185736e-17	nan	nan	1.0257390696219188e-14	1.6863874207480347e-16
51477.15010000009	nan	nan	3.023378916819286e-15	6.119500213160404e-17	6.200189212103922e-15	2.912730380617606e-17	nan	nan	1.0348559310363806e-14	1.6627777745012638e-16
51477.2001000001	nan	nan	3.0499613665454346e-15	6.023007850472658e-17	6.312949495701997e-15	2.9287349858551964e-17	nan	nan	1.0439390988218634e-14	1.64076369368182e-16
51477.2501000001	nan	nan	3.0765142009117875e-15	5.931584337038295e-17	6.423055283430446e-15	2.9474078588281234e-17	nan	nan	1.0529840503021718e-14	1.6202795103635538e-16
51477.3001000001	nan	nan	3.1030263856435966e-15	5.845059743399278e-17	6.530436208419455e-15	2.967482497617499e-17	nan	nan	1.0619867988375224e-14	1.6012523482121574e-16
51477.350100000105	nan	nan	3.1294868856821253e-15	5.763261319221607e-17	6.635021862563634e-15	2.9880030376811126e-17	nan	nan	1.0709433678475293e-14	1.583609314293906e-16
51477.40010000011	nan	nan	3.155884665019548e-15	5.686014455981215e-17	6.736741795457447e-15	3.00829907648007e-17	nan	nan	1.0798497799994141e-14	1.5672782136972873e-16
51477.45010000011	nan	nan	3.1822086865309135e-15	5.613143640312925e-17	6.8355255133433535e-15	3.0279544808958656e-17	nan	nan	1.0887020571477292e-14	1.5521881044453607e-16
