MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err
55929.999099929286	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.04909992929	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.09909992929	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.149099929295	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.1990999293	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.2490999293	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.2990999293	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.349099929306	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.39909992931	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.44909992931	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.499099929315	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.54909992932	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.59909992932	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.649099929324	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.69909992933	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.74909992933	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.79909992933	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.849099929335	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.89909992934	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.94909992934	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55930.999099929344	nan	nan	nan	nan	nan	nan	nan	nan	3.3001625936476056e-15	5.624302024829003e-17
55931.04909992935	nan	nan	nan	nan	nan	nan	nan	nan	3.348553660279358e-15	5.444425957419102e-17
55931.09909992935	nan	nan	nan	nan	nan	nan	nan	nan	3.3971787335876754e-15	5.2779344548298097e-17
