spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_I_fitflux	Bessell_I_fitfluxerr	Bessell_I_inrange	Bessell_R_fitflux	Bessell_R_fitfluxerr	Bessell_R_inrange	Bessell_U_fitflux	Bessell_U_fitfluxerr	Bessell_U_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_g_fitflux	sdss_g_fitfluxerr	sdss_g_inrange	sdss_i_fitflux	sdss_i_fitfluxerr	sdss_i_inrange	sdss_r_fitflux	sdss_r_fitfluxerr	sdss_r_inrange	sdss_z_fitflux	sdss_z_fitfluxerr	sdss_z_inrange	swift_B_fitflux	swift_B_fitfluxerr	swift_B_inrange	swift_U_fitflux	swift_U_fitfluxerr	swift_U_inrange	swift_UVM2_fitflux	swift_UVM2_fitfluxerr	swift_UVM2_inrange	swift_UVW1_fitflux	swift_UVW1_fitfluxerr	swift_UVW1_inrange	swift_UVW2_fitflux	swift_UVW2_fitfluxerr	swift_UVW2_inrange	swift_V_fitflux	swift_V_fitfluxerr	swift_V_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ej/SN2013ej_2013-09-03_21-45-53_HCT-2m_HFOSC_None.txt	56538.41	1.9602707669026132e-14	4.752527804221093e-16	True	1.492346930748082e-14	2.1816279833913564e-16	True	2.5467283000573285e-14	3.6168647108001883e-16	True	8.53226819237963e-15	2.1944317837955235e-15	True	2.7834514257259296e-14	5.10664289150669e-16	True	2.6592244178613687e-14	4.552066148872077e-16	True	1.777367723223558e-14	3.052971745840212e-16	True	3.006793656938567e-14	4.88878532423423e-16	True	1.1443764896574201e-14	2.864723919860347e-16	True	2.0638889406109607e-14	7.310057321462337e-16	True	4.183232193545157e-15	1.5274015200337033e-15	True	3.297065373914573e-16	7.507644290731846e-15	True	1.6903947411968824e-15	3.631540580548087e-15	True	6.532106753732805e-16	4.6716732046212796e-15	True	2.8943925018801005e-14	8.554259284975806e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ej/SN2013ej_2013-09-04_00-00-00_Galileo_BC-Asi_None.dat	56539.5	1.899883690739518e-14	4.65896822657132e-16	True	1.4678098579131368e-14	2.1517430756701427e-16	True	2.495037095125595e-14	3.9770036048768744e-16	True	7.997740796405227e-15	2.9009157854041384e-15	True	2.7098393221659535e-14	5.254153519886425e-16	True	2.586531297922084e-14	4.994833055564945e-16	True	1.7430271368415707e-14	2.9878273767757436e-16	True	2.946838143629877e-14	4.880241838274103e-16	True	1.1315385781127926e-14	2.9250970278711653e-16	True	1.9743942345003653e-14	6.153263439082235e-16	True	3.899122857556911e-15	1.1120748077315301e-15	True	3.0272329538776617e-16	5.232825371362619e-15	True	1.6968730101687621e-15	2.5316287904680023e-15	True	6.940816924578682e-16	3.249420178741543e-15	True	2.8186778767556628e-14	7.36935196109106e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ej/SN2013ej_2013-09-10_14-24-00_Lick-3m_KAST_None.flm	56545.1	1.5254396747046467e-14	5.355670041078283e-16	True	1.3525104183606126e-14	2.4447986123595434e-16	True	2.2602526995682257e-14	3.951444229356734e-16	True	5.7373249907121645e-15	1.2689139156051626e-15	True	2.4049139085556793e-14	7.407874175768433e-16	True	2.275803349570794e-14	7.057907449628796e-16	True	1.605773986204564e-14	4.2197535625438883e-16	True	2.6711076285215544e-14	5.609576668766577e-16	True	1.0726472846085998e-14	3.6259244826638803e-16	True	1.5918297928101214e-14	8.113933814173475e-16	True	2.7919332840862504e-15	1.8950799056890456e-15	True	2.1469275746426402e-16	1.0440150021075199e-14	True	1.5389413267545944e-15	4.89714426627488e-15	True	7.065525357268957e-16	6.333171814467444e-15	True	2.477035583345569e-14	9.657385010437768e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ej/SN2013ej_2013-09-13_06-00-51_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.dat	56548.25	1.3799451990944922e-14	6.511524620657079e-16	True	1.2942370108016168e-14	2.6847644802008286e-16	True	2.1376494203956557e-14	4.0566033411970426e-16	True	5.2956370188262514e-15	8.505461495094257e-15	True	2.2639639476548996e-14	1.1498541901446175e-15	True	2.1184835322342133e-14	7.278401145307876e-16	True	1.5456190885338315e-14	5.312557805593928e-16	True	2.5397835914915753e-14	5.163946966659281e-16	True	1.0432376975949e-14	4.076422271347044e-16	True	1.4294181596596765e-14	7.925907424931378e-16	True	2.3428260608681526e-15	1.8418551111347914e-15	True	1.9931199767115746e-16	1.0120460405829144e-14	True	1.3077117024503607e-15	4.5593633509892286e-15	True	5.777341714878615e-16	5.8857776286204176e-15	True	2.3216622158371952e-14	1.0212226359684743e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ej/SN2013ej_2013-09-19_00-00-00_ANU-2.3m_WiFeS_None.dat	56554.5	1.1506514978328084e-14	1.4122327864708268e-15	True	1.198690652269921e-14	3.381891062385576e-16	True	1.953596870835396e-14	7.607913785621727e-16	True	3.3174836398191857e-15	1.9639781105016067e-14	True	2.0300464797011215e-14	1.235445752557112e-15	True	1.865110915262612e-14	1.3301841295050246e-15	True	1.43179751965045e-14	6.518030370080419e-16	True	2.349746958274035e-14	8.941701220934866e-16	True	9.884917070871142e-15	4.702313511888932e-16	True	1.219066123280327e-14	6.856294716508158e-16	True	1.7824081647341736e-15	1.5211784307360387e-15	True	1.8840380428629308e-16	1.2160732426140434e-14	True	9.55217602319894e-16	4.001503876061927e-15	True	4.0082500430249876e-16	5.124231873912814e-15	True	2.0877682122485662e-14	9.393270836865406e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ej/SN2013ej_2013-09-29_18-43-12_HCT-2m_HFOSC_None.txt	56564.28	9.549305594670569e-15	4.606075230074486e-16	True	1.0727891717431715e-14	2.4790291123573613e-16	True	1.7466113994687264e-14	4.606883669098062e-16	True	2.5080141975171723e-15	2.827406898513591e-15	True	1.766766692918608e-14	5.626817813684619e-16	True	1.5512700258800384e-14	2.815731317528771e-16	True	1.2408266191656213e-14	3.157261152254423e-16	True	2.0673548817675426e-14	4.245270592750597e-16	True	9.065207544117473e-15	2.866599945072313e-16	True	1.053412671603322e-14	8.928941545536673e-16	True	1.3200094841453775e-15	1.604145504476185e-15	True	1.601170668889539e-16	2.862038832875801e-14	True	7.828486797075886e-16	4.1057326084355445e-15	True	3.824566674721663e-16	5.539481762395891e-15	True	1.8354091829387423e-14	1.0462681096516606e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ej/SN2013ej_2013-10-01_12-57-36_Lick-3m_KAST_None.flm	56566.54	9.136215559444843e-15	8.079186275252614e-16	True	1.0468030479381457e-14	2.840139186884507e-16	True	1.6934629359432446e-14	6.153590354209465e-16	True	2.1654919618593002e-15	1.1436916717273212e-14	True	1.7188272538772588e-14	7.141581042652966e-16	True	1.4740932078581497e-14	6.557765851389459e-16	True	1.198815691294923e-14	3.977058875863147e-16	True	1.994448908425687e-14	6.039895236673454e-16	True	8.889933317697304e-15	3.412464698717507e-16	True	1.0141464443270194e-14	1.43425124317426e-15	True	1.2017762498208722e-15	2.0772684998280254e-15	True	1.5241360771032438e-16	2.4229591819754818e-14	True	7.286152917728699e-16	5.2828538661308695e-15	True	3.489736897152445e-16	6.996809900622654e-15	True	1.7783394029519603e-14	1.6090657095206324e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ej/SN2013ej_2013-10-05_07-55-12_Lick-3m_KAST_None.flm	56570.33	8.450764666497013e-15	8.0691117897336e-16	True	1.00650689209636e-14	2.666120479732408e-16	True	1.6216803801933312e-14	5.991265986605503e-16	True	1.6666358994673768e-15	1.933985574298033e-14	True	1.6392322507121945e-14	6.799242844357844e-16	True	1.4057021763297601e-14	7.078622087849938e-16	True	1.1397906985777798e-14	3.2186115410112875e-16	True	1.912792478913381e-14	5.467401209443519e-16	True	8.602946678243013e-15	3.628984503578254e-16	True	9.42137130741397e-15	1.987306892322609e-15	True	1.0061525993686278e-15	1.0090376951205803e-15	True	1.3950137130566274e-16	9.032323702836875e-15	True	6.357910046164465e-16	2.5520823489942467e-15	True	2.882453461563154e-16	3.35969779606816e-15	True	1.6769974667271015e-14	2.1808446393344697e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ej/SN2013ej_2013-10-10_06-57-36_Lick-3m_KAST_None.flm	56575.29	7.667456136811015e-15	3.265689293521237e-16	True	9.414814462745831e-15	1.887865012259052e-16	True	1.5466283352349494e-14	3.195039260950612e-16	True	1.8439979844259234e-15	5.411713034205075e-15	True	1.501152968481627e-14	3.74246067974233e-16	True	1.3188431665475179e-14	3.4908278021767e-16	True	1.0767036507772828e-14	2.6727241936996175e-16	True	1.849634986016397e-14	3.5420169404642756e-16	True	8.137358828116157e-15	3.107801604943284e-16	True	8.357474485962626e-15	1.8245804920145217e-15	True	7.97766253592391e-16	1.7525852176271252e-15	True	1.2375637491777456e-16	2.2319416162695905e-14	False	5.480079058930436e-16	4.449167784263335e-15	True	2.481567347084843e-16	6.2498146195647835e-15	True	1.526952244866187e-14	1.980398290850384e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ej/SN2013ej_2013-10-24_00-00-00_ANU-2.3m_WiFeS_None.dat	56589.5	4.627090268894896e-15	2.502954788830059e-16	True	6.715617201279788e-15	1.3547568165307982e-16	True	1.0773278994683397e-14	2.710460046611797e-16	True	1.126742894899077e-15	3.750738643878826e-15	True	9.940087113448142e-15	2.76213104110725e-16	True	8.438979996983794e-15	2.0123028840758086e-16	True	7.42969990309716e-15	1.8480032362636783e-16	True	1.2727352453418909e-14	1.9764070533505286e-16	True	6.094809261498095e-15	1.828661808327357e-16	True	4.564894183364353e-15	2.4206476794891696e-15	True	6.534957949417184e-16	1.4477986339580114e-15	True	8.765263597178713e-17	1.1544881156629684e-13	False	4.67646366545002e-16	3.925131476356581e-15	True	2.7264692079609315e-16	3.0036853654231836e-14	False	9.072693915644093e-15	2.600761751463214e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ej/SN2013ej_56598.00.dat	56598.0	1.8574052739592787e-15	3.306660110444867e-16	True	3.1142600381291006e-15	9.147099270763648e-17	True	4.900093582353062e-15	2.0688913785606334e-16	True	3.898254173223396e-16	9.8177972987779e-15	True	3.9190882571189315e-15	2.3096762723172647e-16	True	3.3432880019793186e-15	3.4180660211746507e-16	True	3.2807724568760223e-15	1.5527917219978265e-16	True	6.078437131409872e-15	2.265316771706607e-16	True	3.4017770483441194e-15	1.541613869705262e-16	True	2.3124400483286808e-15	2.8236638818145074e-15	True	3.528842513430642e-16	1.8953874138183293e-15	True	7.123481609150153e-17	1.6328891765443584e-13	False	3.466445477732999e-16	9.569946044161228e-15	True	2.789298051911659e-16	6.89200382703682e-14	False	4.8157211849712285e-15	3.0420923891718468e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ej/SN2013ej_56604.00.dat	56604.0	8.312830825535032e-16	1.1536265134646214e-16	True	1.5424126547714905e-15	4.5756480575675716e-17	True	2.3689055081824066e-15	8.988632640431163e-17	True	2.9859391784357946e-16	1.7160326975974926e-14	True	1.5969019686802115e-15	8.369929648061301e-17	True	1.415125163927423e-15	9.622005129694868e-17	True	1.4480412881251892e-15	5.277757246257903e-17	True	2.835429843402403e-15	8.245504878399622e-17	True	1.8655537034154954e-15	8.476014331238323e-17	True	1.1595076853778159e-15	1.6656692057042118e-15	True	1.6133926576356937e-16	9.48417862718156e-16	True	6.150561580710449e-17	1.9226474259961827e-13	False	2.229132223000397e-16	9.119063812350318e-15	True	2.780194893217892e-16	9.664849685549204e-14	False	2.439053539939001e-15	1.814925861408505e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ej/SN2013ej_56620.00.dat	56620.0	6.417402111039055e-16	5.295641265484494e-17	True	1.1252304333960524e-15	4.198757291029784e-17	True	1.7298134907071114e-15	6.066412268530532e-17	True	1.70690874916133e-16	8.184342187853092e-15	True	1.1083371185835232e-15	4.090918686789901e-17	True	1.059989496477541e-15	9.863850964007088e-17	True	1.062777346148287e-15	4.6540487641477395e-17	True	2.1176168884906796e-15	6.965260813364703e-17	True	1.4140268409920622e-15	5.5109601541332737e-17	True	6.997418280140968e-16	6.470227272466113e-16	True	1.417730545144688e-16	5.986579438237062e-16	True	4.15044364791283e-17	2.510859559497538e-13	False	1.0107651152462996e-16	9.885880208813537e-15	True	2.612326439144005e-16	1.642680987233325e-13	False	1.0877689850794755e-15	7.110991731191492e-16	True
