MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_g	sdss_g_err	sdss_i	sdss_i_err	sdss_r	sdss_r_err	sdss_z	sdss_z_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
56532.000000002095	2.4503577407830693e-14	8.060288944909174e-16	1.6477598599293278e-14	2.5401070065831106e-16	2.8754571796251946e-14	5.450103486567454e-16	1.173362957338463e-14	6.5137319111077775e-15	3.289266244818502e-14	6.196629090006691e-16	3.355488479215296e-14	6.055308927542672e-16	2.009987742965214e-14	3.1542792923550524e-16	3.4379624013983354e-14	4.911381920219969e-16	1.2383686139648129e-14	2.6378858288346534e-16	2.7259350266612708e-14	5.402855049899951e-16	7.007811886097301e-15	3.104113906498432e-16	4.489656553159268e-16	7.560932054886488e-16	2.4662482299839618e-15	4.31852550985163e-16	1.0091150416204663e-15	4.904677500657757e-16	3.374626776377147e-14	6.723914562661107e-16
56532.0500000021	2.4447603304089674e-14	8.038338678649999e-16	1.6465482185771427e-14	2.541557892529774e-16	2.872826368148106e-14	5.432550174997976e-16	1.1710023338755773e-14	6.486819638634766e-15	3.28473725821245e-14	6.18050024423818e-16	3.3490636792371485e-14	6.048983716568541e-16	2.0081457207350048e-14	3.161129426089531e-16	3.43411833535469e-14	4.907279935166205e-16	1.2375185053196684e-14	2.6396096240805163e-16	2.719718240401341e-14	5.431477083403936e-16	6.975192268794539e-15	3.2623377588006687e-16	4.487692655804518e-16	9.044906033605032e-16	2.4500700627031857e-15	4.930868792794455e-16	9.985661687860412e-16	5.769742057366942e-16	3.37075870131685e-14	6.758026986927297e-16
56532.1000000021	2.4391943108762002e-14	8.014413795127348e-16	1.6453362284147574e-14	2.542873234186496e-16	2.87019828372795e-14	5.414205553910359e-16	1.1687753918378884e-14	6.450629864747697e-15	3.280221084724888e-14	6.163862616539835e-16	3.342635288772369e-14	6.040133674381466e-16	2.006302870416013e-14	3.1675494545197457e-16	3.4302780816061505e-14	4.902393498905768e-16	1.2366689886243865e-14	2.641243764895875e-16	2.713520071612182e-14	5.461577679478402e-16	6.942778541472185e-15	3.436072286662095e-16	4.485549772637027e-16	1.0527407792389737e-15	2.4341145964898754e-15	5.562969409278628e-16	9.881908243760154e-16	6.642731571800474e-16	3.3668910832396836e-14	6.793327627405938e-16
56532.150000002104	2.4336596248779477e-14	7.988521251330802e-16	1.64412388458122e-14	2.54405274099564e-16	2.8675728019379425e-14	5.395075185218862e-16	1.1666761926463087e-14	6.4051992640965675e-15	3.2757176257288986e-14	6.146725979009927e-16	3.336203495780249e-14	6.028777716298073e-16	2.0044591930931062e-14	3.1735383948308368e-16	3.4264418200873304e-14	4.896728900564435e-16	1.2358201093285054e-14	2.6427890855898406e-16	2.7073404710091595e-14	5.493096769410062e-16	6.910569765428476e-15	3.6229035064129304e-16	4.483229433537338e-16	1.2007061260229063e-15	2.418380313509201e-15	6.208262307377508e-16	9.77987780015333e-16	7.520232718494629e-16	3.3630239572328443e-14	6.829763878514737e-16
56532.20000000211	2.4281562277960726e-14	7.960671540166794e-16	1.6429111822124552e-14	2.5450962451511667e-16	2.864949798360197e-14	5.375165457012915e-16	1.1646987987994972e-14	6.350575513616199e-15	3.271226785141805e-14	6.129101001863988e-16	3.3297684881729386e-14	6.0149397045309e-16	2.0026146898327372e-14	3.179096041620899e-16	3.422609730735731e-14	4.890294471158261e-16	1.2349719128796074e-14	2.6442466459124104e-16	2.7011793893128913e-14	5.52597322324392e-16	6.878565001418815e-15	3.820711210592986e-16	4.480733166896952e-16	1.3482904127121235e-15	2.4028656963646204e-15	6.86244640834978e-16	9.679558069174109e-16	8.400109824682688e-16	3.359157358368963e-14	6.867282547215642e-16
56532.25000000211	2.422684065503916e-14	7.930878633049975e-16	1.6416981164438458e-14	2.5460037011956954e-16	2.862329148563585e-14	5.35448359250232e-16	1.1628372714255466e-14	6.28681747648336e-15	3.266748457003277e-14	6.110999304156275e-16	3.3233304538143396e-14	5.998648469795709e-16	2.000769361683042e-14	3.1842229605270543e-16	3.4187819934919315e-14	4.883100589367234e-16	1.2341244447232934e-14	2.6456177297977093e-16	2.695036777239896e-14	5.560145086790218e-16	6.8467633106726296e-15	4.027665782396123e-16	4.478062499192895e-16	1.4954187103043056e-15	2.3875692277222044e-15	7.52258620579993e-16	9.580936771873084e-16	9.280914348745423e-16	3.3552913217065976e-14	6.905830004538198e-16
56532.30000000211	2.4172430866874235e-14	7.899160106234601e-16	1.6404846824081127e-14	2.5467751856186223e-16	2.859710728134772e-14	5.333037659106393e-16	1.1610856678275179e-14	6.2139954327655985e-15	3.26228254837353e-14	6.09243341254989e-16	3.316889580523347e-14	5.979937844804639e-16	1.9989232096737765e-14	3.1889204820309025e-16	3.4149587883013035e-14	4.875159687889646e-16	1.2332777503037791e-14	2.6469038439731515e-16	2.6889125855202235e-14	5.595549808607508e-16	6.8151637541593995e-15	4.2422052242553387e-16	4.475218959029389e-16	1.6420281704521791e-15	2.3724893909576335e-15	8.186597939704757e-16	9.484001634444946e-16	1.0161593924288255e-15	3.351425882290568e-14	6.94535232861117e-16
56532.350000002116	2.4118332419502263e-14	7.865537123976525e-16	1.6392708752367816e-14	2.547410896454151e-16	2.8570944126465604e-14	5.310836577984695e-16	1.1594380390220139e-14	6.132191359675744e-15	3.2578289514962944e-14	6.073416832797917e-16	3.3104460560728444e-14	5.958846709453009e-16	1.9970762348164938e-14	3.193190695424139e-16	3.4111402951134654e-14	4.866486260209796e-16	1.232431875063651e-14	2.648106716407683e-16	2.682806764893027e-14	5.632124452656526e-16	6.783765393506121e-15	4.463003573209927e-16	4.47220407203258e-16	1.7880633743297304e-15	2.3576246694048464e-15	8.852947082289711e-16	9.388740379312049e-16	1.104133825925704e-15	3.347561075151501e-14	6.985795438969204e-16
56532.40000000212	2.4064544794189446e-14	7.83003454050676e-16	1.6380566900590163e-14	2.547911152797482e-16	2.85448007768127e-14	5.287890133797931e-16	1.1578884272699968e-14	6.041499265131164e-15	3.253387571186865e-14	6.053963993014686e-16	3.30400006819327e-14	5.935419047119904e-16	1.995228438104389e-14	3.197036442911703e-16	3.407326693884612e-14	4.857096867741786e-16	1.2315868644442632e-14	2.6492282946120495e-16	2.6767192660916984e-14	5.669805896143347e-16	6.752567289445262e-15	4.688937487207046e-16	4.469019363615892e-16	1.9334738070199947e-15	2.342973547003038e-15	9.52046452453393e-16	9.295140738156108e-16	1.1919492504155279e-15	3.343696935306661e-14	7.027105222012661e-16
56532.45000000212	2.4011067460855697e-14	7.792680848495727e-16	1.636842122002785e-14	2.548276394364964e-16	2.8518675988230826e-14	5.2642089847554e-16	1.1564308635990718e-14	5.9420255792517655e-15	3.2489583097162914e-14	6.034090282503832e-16	3.2975518045718163e-14	5.909704011781077e-16	1.99337982051236e-14	3.2004613137954915e-16	3.403518164576167e-14	4.847010147056539e-16	1.2307427638858953e-14	2.650270743771958e-16	2.6706500398655146e-14	5.708531013444153e-16	6.72156850342797e-15	4.919054643282957e-16	4.465666359618192e-16	2.078212400078697e-15	2.328534507837499e-15	1.0188231403401137e-15	9.203190443001787e-16	1.2795506035608262e-15	3.3398334977597504e-14	7.069227647566558e-16
56532.500000002125	2.395789993576497e-14	7.75350833649367e-16	1.635627166193531e-14	2.5485071809570995e-16	2.849256851655353e-14	5.239804673017933e-16	1.1550593653164912e-14	5.833889609569368e-15	3.244541064416794e-14	6.013812063261821e-16	3.2911014528536064e-14	5.881756005330895e-16	1.9915303829971516e-14	3.2034696387365885e-16	3.399714887157116e-14	4.836246816986706e-16	1.2298996188279232e-14	2.651236444716132e-16	2.6645990369559004e-14	5.748236846492099e-16	6.690768097134765e-15	5.152545617680974e-16	4.462146583112989e-16	2.22223464699212e-15	2.3143060364526793e-15	1.0855504817512988e-15	9.11287723136078e-16	1.366890086907556e-15	3.335970797501167e-14	7.112108876607829e-16
56532.55000000213	2.390504169650792e-14	7.71255305848868e-16	1.634411817755367e-14	2.5486041919652105e-16	2.846647711752332e-14	5.214689635228013e-16	1.153767933512024e-14	5.7172240671289434e-15	3.240135735015176e-14	5.993146669770075e-16	3.284649200645084e-14	5.851634764526433e-16	1.9896801264971232e-14	3.206066484006445e-16	3.395917041604009e-14	4.824829685406763e-16	1.229057474708868e-14	2.6521279917037684e-16	2.658566208125895e-14	5.788860758280823e-16	6.660165131473959e-15	5.388719727784953e-16	4.45846155781195e-16	2.365498041868359e-15	2.300286617476512e-15	1.1521668632337557e-15	9.024188842802411e-16	1.453925144131669e-15	3.332108869508355e-14	7.155695360315621e-16
56532.60000000213	2.3852492211086762e-14	7.669854911658714e-16	1.6331960718102596e-14	2.5485682257758683e-16	2.844040054700063e-14	5.188877213298783e-16	1.152550550549914e-14	5.592175672428945e-15	3.2357422224355346e-14	5.972112401743642e-16	3.278195235512405e-14	5.819405456790283e-16	1.9878290519325986e-14	3.208257645709631e-16	3.3921248079021887e-14	4.812783655281537e-16	1.228216376966804e-14	2.652948190039125e-16	2.6525515041272942e-14	5.83034057421489e-16	6.62975866857716e-15	5.626984716857452e-16	4.454612807852183e-16	2.507961709195731e-15	2.286474736204799e-15	1.2186200102634867e-15	8.93711301895365e-16	1.5406171249408982e-15	3.328247748745573e-14	7.199933930561597e-16
56532.65000000213	2.3800250987775107e-14	7.625457722389692e-16	1.631979923478438e-14	2.548400199212188e-16	2.8414337560777638e-14	5.162381665475833e-16	1.1514011775491557e-14	5.458905852410858e-15	3.2313604280509495e-14	5.950728509559796e-16	3.2717397449836445e-14	5.785138784084076e-16	1.985977160205568e-14	3.2100496438981026e-16	3.388338366045115e-14	4.800135729773424e-16	1.2273763710392399e-14	2.65370005348824e-16	2.6465548757293427e-14	5.872614708202128e-16	6.599547769620277e-15	5.866829919707986e-16	4.450601855030875e-16	2.6495861506092125e-15	2.2728688780168258e-15	1.284864671640462e-15	8.851637506242616e-16	1.6269303769291981e-15	3.3243874701644837e-14	7.244771882172762e-16
56532.700000002136	2.3748317532129837e-14	7.5794093087371e-16	1.630763367878557e-14	2.5481011468847614e-16	2.8388286914658915e-14	5.135218177336564e-16	1.1503137518512637e-14	5.317591542631724e-15	3.226990251438564e-14	5.929015272206984e-16	3.265282916551386e-14	5.748911093582031e-16	1.984124452199854e-14	3.2114497165503533e-16	3.3845578960368855e-14	4.786915015902346e-16	1.2265375023635659e-14	2.654386801492722e-16	2.640576273703705e-14	5.915622275111027e-16	6.569531496299118e-15	6.107812404058251e-16	4.446430220294341e-16	2.790333066318821e-15	2.2594675285423283e-15	1.350860980875058e-15	8.767750055555641e-16	1.7128316118063968e-15	3.3205280687042694e-14	7.290157047211441e-16
56532.75000000214	2.369669129872938e-14	7.5317615324536e-16	1.6295464001268258e-14	2.5476722205463e-16	2.8362247364440764e-14	5.107402873080633e-16	1.1492821844747274e-14	5.168426112611501e-15	3.222631592175521e-14	5.906993909212501e-16	3.258824937670894e-14	5.71080449405194e-16	1.9822709287812565e-14	3.212465813289091e-16	3.3807835778918666e-14	4.773152726377816e-16	1.2256998163770782e-14	2.655011856182063e-16	2.634615648825899e-14	5.959303191345378e-16	6.5397089102789106e-15	6.349545601393352e-16	4.442099425865208e-16	2.930165225189741e-15	2.246269173891072e-15	1.4165732751821788e-15	8.685438415721423e-16	1.798289453520627e-15	3.3166695792913966e-14	7.336037861610433e-16
56532.80000000214	2.3645371814384966e-14	7.482570277928019e-16	1.628329015337988e-14	2.5471146884014623e-16	2.8336217665861563e-14	5.078952826670837e-16	1.1483003575553171e-14	5.011620437492337e-15	3.218284351185915e-14	5.884686640122643e-16	3.25236599576347e-14	5.67090697608363e-16	1.980416590797204e-14	3.2131065888341153e-16	3.377015591635002e-14	4.758882179128871e-16	1.2248633585171652e-14	2.6555788391651296e-16	2.6286729518709795e-14	6.003598261703813e-16	6.51007907360716e-15	6.591690025421667e-16	4.437610992689787e-16	3.0690463673054577e-15	2.2332723005484994e-15	1.481969229187686e-15	8.604690346542722e-16	1.8832741086061644e-15	3.3128120368403865e-14	7.38236342451068e-16
56532.850000002145	2.359435852712293e-14	7.431895702100103e-16	1.6271112086249686e-14	2.5464299343596866e-16	2.8310196574715544e-14	5.0498860730292e-16	1.1473621217714749e-14	4.847404146134605e-15	3.213948429094521e-14	5.862116651702893e-16	3.245906278217697e-14	5.629312534505333e-16	1.9785614390771616e-14	3.2133813960645347e-16	3.37325411730427e-14	4.744138794034063e-16	1.22402817422157e-14	2.656091568086211e-16	2.622748133624456e-14	6.048449255272495e-16	6.480641047650915e-15	6.833945658188549e-16	4.4329664380981537e-16	3.2069411293075764e-15	2.220475395020923e-15	1.547019210364986e-15	8.525493602678205e-16	1.967757121313519e-15	3.3089554762535953e-14	7.429083550722686e-16
56532.90000000215	2.354365092604003e-14	7.379802089829534e-16	1.625892975098464e-14	2.545619457261586e-16	2.82841828466604e-14	5.020221618953356e-16	1.1464612937539532e-14	4.676027085407901e-15	3.2096237266757726e-14	5.839308123424682e-16	3.239445972389815e-14	5.586121290386336e-16	1.9767054744324268e-14	3.213300278630038e-16	3.3694993349489656e-14	4.728960086117875e-16	1.2231943089283926e-14	2.6565540529459266e-16	2.616841144884562e-14	6.093798970294982e-16	6.451393894641175e-15	7.076045717123492e-16	4.4281672838874974e-16	3.3438149853685003e-15	2.207876944315557e-15	1.611695792053877e-15	8.447835949760606e-16	2.0517111884327824e-15	3.305099932421295e-14	7.476148816656857e-16
56532.95000000215	2.3493248546896687e-14	7.326358153749805e-16	1.624674309867326e-14	2.5446848700388113e-16	2.8258175237444846e-14	4.9899794539579735e-16	1.1455916534787833e-14	4.497761053938183e-15	3.205310142459182e-14	5.816286180885976e-16	3.232985265604109e-14	5.541439609919774e-16	1.9748486976561897e-14	3.212873963009564e-16	3.365751424632401e-14	4.713385654817074e-16	1.2223618080764287e-14	2.656970492173062e-16	2.610951936439951e-14	6.139591288992678e-16	6.422336676327267e-15	7.317751532655922e-16	4.423215048451492e-16	3.4796341997348754e-15	2.195475435710937e-15	1.6759733806814457e-15	8.371705149993261e-16	2.135110016568518e-15	3.3012454402223006e-14	7.52351060011027e-16
56533.000000002154	2.3443150846668437e-14	7.271636855897248e-16	1.623455208038965e-14	2.5436278988753535e-16	2.8232172502761745e-14	4.959180560605685e-16	1.1447469416429171e-14	4.3129018778394796e-15	3.201007579164783e-14	5.793076947569751e-16	3.2265243451554776e-14	5.495380216809012e-16	1.972991109523596e-14	3.2121138499318483e-16	3.362010566431727e-14	4.697457168341003e-16	1.2215307171053448e-14	2.6573452684223634e-16	2.6050804590963463e-14	6.185771222594941e-16	6.393468454779635e-15	7.558848337865155e-16	4.418111247631174e-16	3.614365787441312e-15	2.1832693567360488e-15	1.739827926575456e-15	8.297088970380662e-16	2.21792821056268e-15	3.297392034523757e-14	7.57112111439166e-16
56533.05000000216	2.3393357300389013e-14	7.215715667312175e-16	1.6222356647180506e-14	2.5424503822345314e-16	2.8206173398237756e-14	4.927846924413957e-16	1.1439208570215405e-14	4.121771928960185e-15	3.196715933526151e-14	5.769707476105104e-16	3.22006339831032e-14	5.448062294114842e-16	1.9711327107917443e-14	3.211032005063778e-16	3.358276940438542e-14	4.681218342616584e-16	1.2207010814555942e-14	2.6576829441154535e-16	2.5992266636538753e-14	6.232284948179493e-16	6.3647882920763665e-15	7.7991417666093315e-16	4.4128574017346947e-16	3.747977481353604e-15	2.171257195316425e-15	1.803236697970262e-15	8.22397518375727e-16	2.3001411851978484e-15	3.293539750181491e-14	7.618933437104298e-16
56533.10000000216	2.3343867417610477e-14	7.158676463540949e-16	1.6210156750083004e-14	2.5411542699076116e-16	2.8180176679441603e-14	4.896001543138344e-16	1.1431070538062643e-14	3.924723227663679e-15	3.192435107515011e-14	5.746205785653954e-16	3.213602612307088e-14	5.399611570842425e-16	1.9692735021995865e-14	3.209641148844355e-16	3.3545507267594494e-14	4.664714913854076e-16	1.2198729465690105e-14	2.657988256680904e-16	2.5933905009277762e-14	6.279079836856206e-16	6.3362952503108405e-15	8.03845497584782e-16	4.407455026603091e-16	3.880437704025033e-15	2.159437439565436e-15	1.866178100845375e-15	8.152351565015185e-16	2.3817250936513104e-15	3.2896886220401094e-14	7.666901534006696e-16
56533.15000000216	2.3294680686151128e-14	7.100605782026183e-16	1.6197952340107448e-14	2.5397416219530095e-16	2.8154181102037186e-14	4.863668435167164e-16	1.1422991389234315e-14	3.722141334945476e-15	3.188165003252752e-14	5.722600791595272e-16	3.2071421743578376e-14	5.350160387611274e-16	1.967413484468222e-14	3.207954645365247e-16	3.3508321055179015e-14	4.647994603952602e-16	1.2190463578885942e-14	2.6582661134979376e-16	2.5875719217285303e-14	6.32610447562046e-16	6.3079883916376e-15	8.276626225611778e-16	4.401905636588361e-16	4.011715543032089e-15	2.1478085779512584e-15	1.92863153547104e-15	8.08220588733181e-16	2.4626567693412265e-15	3.2858386849331194e-14	7.714980278344545e-16
56533.200000002165	2.3245796591272357e-14	7.041594581947046e-16	1.61857433682492e-14	2.5382146075935867e-16	2.812818542145048e-14	4.830872647065314e-16	1.141490669331488e-14	3.5144503358254775e-15	3.1839055156770106e-14	5.69892238007104e-16	3.200682271648966e-14	5.299847735205624e-16	1.9655526583005625e-14	3.205986490183399e-16	3.347121256853769e-14	4.631107077765228e-16	1.2182213608589804e-14	2.6585215865399703e-16	2.581770876885385e-14	6.373308681879191e-16	6.279866778471139e-15	8.513506870372938e-16	4.396210749233299e-16	4.141780729304002e-15	2.1363690990881634e-15	1.9905772798890773e-15	8.013525933143912e-16	2.5429136778224436e-15	3.281989973683262e-14	7.76312546603391e-16
56533.25000000217	2.319721461743651e-14	6.981738609693298e-16	1.6173529785480536e-14	2.536575504026532e-16	2.810218839331435e-14	4.797640259745905e-16	1.1406751492967647e-14	3.302119369857985e-15	3.179656553643941e-14	5.675201295074471e-16	3.194223091343207e-14	5.248819258161984e-16	1.963691024381693e-14	3.203751296941389e-16	3.343418360924015e-14	4.614103891327754e-16	1.2173980009263365e-14	2.658759906679528e-16	2.5759873172174635e-14	6.420643513194544e-16	6.251929472599014e-15	8.748959669612298e-16	4.3903718808043813e-16	4.270603617841482e-15	2.1251174923000326e-15	2.0519963949119664e-15	7.946299483173564e-16	2.622473876385612e-15	3.2781425231027057e-14	7.811293827023231e-16
56533.30000000217	2.3148934257256102e-14	6.921138054151051e-16	1.616131154275853e-14	2.5348266951686977e-16	2.8076188772940983e-14	4.763998393344171e-16	1.139846027646679e-14	3.0856714148587316e-15	3.1754180096965964e-14	5.651469191472224e-16	3.1877648205802324e-14	5.197227215284269e-16	1.9618285833785643e-14	3.201264282656064e-16	3.339723597904052e-14	4.597038429996305e-16	1.2165763235388249e-14	2.6589864576788227e-16	2.5702211935569602e-14	6.468061269868776e-16	6.224175536993846e-15	8.982857357377055e-16	4.384390542675529e-16	4.398155170046525e-15	2.114052246597685e-15	2.1128706457980742e-15	7.880514324315748e-16	2.7013159799810104e-15	3.274296367992718e-14	7.859443033202422e-16
56533.350000002174	2.3100954992956188e-14	6.859897913818059e-16	1.6149088591017988e-14	2.5329706703569736e-16	2.8050185315818427e-14	4.729975210325864e-16	1.1389966949994414e-14	2.8656954482902257e-15	3.1711897887999325e-14	5.62775852213843e-16	3.181307646477421e-14	5.14523038697815e-16	1.959965335940238e-14	3.198541251583518e-16	3.336037147987741e-14	4.579965835497668e-16	1.2157563741464552e-14	2.659206769815719e-16	2.5644724567407274e-14	6.515515496033117e-16	6.1966040336725575e-15	9.215081445343177e-16	4.378268251538659e-16	4.524406937877956e-15	2.1031718517015488e-15	2.1731824374443623e-15	7.816158244837203e-16	2.779419131844706e-15	3.2704515431447053e-14	7.907531703182473e-16
56533.40000000218	2.3053276338243807e-14	6.79812769489588e-16	1.6136860881172536e-14	2.531010022870648e-16	2.8024176777231978e-14	4.695599916588366e-16	1.1381204809695382e-14	2.6428638314827708e-15	3.166971786041248e-14	5.604102574643524e-16	3.174851756131899e-14	5.092993919018312e-16	1.9581012826978766e-14	3.195598577471307e-16	3.332359191388801e-14	4.562942920822409e-16	1.2149381982016961e-14	2.659426513167464e-16	2.5587410576135526e-14	6.562960972658644e-16	6.169214025309593e-15	9.44552119535309e-16	4.37200651940585e-16	4.649331049059922e-15	2.092474797519891e-15	2.2329147596309044e-15	7.75321903540525e-16	2.856762978317777e-15	3.266608083339601e-14	7.955519404260192e-16
56533.45000000218	2.3005897742583568e-14	6.735941548072416e-16	1.6124628364119225e-14	2.528947448468768e-16	2.7998161912512442e-14	4.660902760384571e-16	1.1372106513479007e-14	2.417958044522057e-15	3.162763908181437e-14	5.580535447633983e-16	3.168397336620294e-14	5.04068909046594e-16	1.9562364242646923e-14	3.1924531841069773e-16	3.328689908341552e-14	4.546028071899616e-16	1.2141218411590999e-14	2.6596514905158946e-16	2.5530269470143784e-14	6.610353710498664e-16	6.142004574334736e-15	9.674072745364566e-16	4.3656068599909427e-16	4.772900193498821e-15	2.0819595741279443e-15	2.2920511411790485e-15	7.691684491145416e-16	2.9333276465299728e-15	3.2627660233485366e-14	8.003366651827824e-16
56533.50000000218	2.29588187193629e-14	6.673458116917788e-16	1.611239099073502e-14	2.526785743775911e-16	2.7972139476893393e-14	4.625915028347074e-16	1.1362604052560391e-14	2.1919082631390334e-15	3.1585660498588125e-14	5.557091948708281e-16	3.161944575002177e-14	4.988492992714745e-16	1.9543707612358878e-14	3.189122524001358e-16	3.325029479100055e-14	4.529281135019121e-16	1.2133073484759518e-14	2.6598876298857044e-16	2.5473300757961902e-14	6.657650938361805e-16	6.114974743391849e-15	9.900638367054917e-16	4.3590707850932973e-16	4.895087610632186e-15	2.071624672039231e-15	2.3505756108798927e-15	7.631542407869113e-16	3.009093725109068e-15	3.258925397932647e-14	8.051034906540411e-16
56533.550000002186	2.2912038741857656e-14	6.610800484277183e-16	1.6100148711875705e-14	2.524527804587454e-16	2.79461082255422e-14	4.590669038711463e-16	1.1352628722730655e-14	1.9658567866806478e-15	3.1543781145417166e-14	5.533807589227903e-16	3.1554936583181066e-14	4.936588105864073e-16	1.9525042941889548e-14	3.1856245550623077e-16	3.3213780839406283e-14	4.512763288920863e-16	1.2124947656122205e-14	2.66014097668356e-16	2.541650394816516e-14	6.704811088222047e-16	6.088123594742513e-15	1.0125125824283305e-15	4.3523998073631538e-16	5.015867077434816e-15	2.061468581871628e-15	2.4084726638370815e-15	7.572780586188904e-16	3.0840422466467313e-15	3.2550862418435194e-14	8.098486569484457e-16
56533.60000000219	2.2865557323295466e-14	6.548095982395872e-16	1.6087901478377506e-14	2.522176624041165e-16	2.792006691356624e-14	4.555198130956807e-16	1.1342111095348613e-14	1.7412642871808843e-15	3.150200000759661e-14	5.510718546510735e-16	3.149044773594405e-14	4.88516175742245e-16	1.9506370236833242e-14	3.18197771512218e-16	3.317735903162588e-14	4.496536900700266e-16	1.2116841380306992e-14	2.660417685453338e-16	2.5359878549354854e-14	6.751793779421675e-16	6.061450191833375e-15	1.0347447816084778e-15	4.3455954356217965e-16	5.135212897348689e-15	2.051489794618687e-15	2.4657272326556857e-15	7.515386826031473e-16	3.1581546722842183e-15	3.2512485898233124e-14	8.145684975566826e-16
56533.65000000219	2.2819373945741573e-14	6.485476094754308e-16	1.6075649241056285e-14	2.519735290702773e-16	2.78940142960253e-14	4.51953665156059e-16	1.1330980988042627e-14	1.520096227604256e-15	3.146031612130648e-14	5.487861611473075e-16	3.142598107841046e-14	4.834405448311213e-16	1.9487689502607018e-14	3.1782008941638713e-16	3.314103117087019e-14	4.48066536449604e-16	1.210875511197327e-14	2.660724011213233e-16	2.530342407013935e-14	6.798559799905358e-16	6.034953596574321e-15	1.056752150288313e-15	4.338659183370345e-16	5.253099889653535e-15	2.0416868016078946e-15	2.5223246623544105e-15	7.459348935896993e-16	3.231412877550534e-15	3.2474124766048564e-14	8.19259438535958e-16
56533.700000002194	2.27734880771982e-14	6.423076128441321e-16	1.6063391950707804e-14	2.517206986537721e-16	2.7867949127881934e-14	4.483719935187772e-16	1.1319167435115335e-14	1.3051652342852993e-15	3.141872846735206e-14	5.465274042790268e-16	3.1361538480538305e-14	4.784514031246791e-16	1.946900074444854e-14	3.174313404132167e-16	3.310479906059233e-14	4.465212922284371e-16	1.2100689305812787e-14	2.6610663003931176e-16	2.5247140019283576e-14	6.845071086283319e-16	6.008632872396707e-15	1.0785268090821108e-15	4.3315925592173635e-16	5.369503379471492e-15	2.032058094250221e-15	2.5782506883444175e-15	7.404654719484482e-16	3.3037991397335704e-15	3.243577936911809e-14	8.239179975601286e-16
56533.7500000022	2.2727899217309367e-14	6.361035000552007e-16	1.605112955810964e-14	2.514594984735728e-16	2.7841870164096626e-14	4.447784281188244e-16	1.1306598657640167e-14	1.1007836991406463e-15	3.137723600558603e-14	5.442993634101935e-16	3.129712181217825e-14	4.735684726922128e-16	1.9450303967417357e-14	3.1703349461417756e-16	3.306866450449138e-14	4.450244466069103e-16	1.2092644416550424e-14	2.6614509813524434e-16	2.5191025905486596e-14	6.891290702112749e-16	5.982487082089661e-15	1.1000612466096996e-15	4.324397073685894e-16	5.4843991882609615e-15	2.0226021643114406e-15	2.6334914170918255e-15	7.351291993524661e-16	3.3752961261908997e-15	3.239745005458913e-14	8.285407828555765e-16
56533.8000000022	2.2682606869554474e-14	6.299494990603328e-16	1.6038862014015193e-14	2.511902647396008e-16	2.781577615930091e-14	4.4117669243897974e-16	1.1293202033240599e-14	9.14014744382121e-16	3.1335837809603776e-14	5.421058558084166e-16	3.123273294303857e-14	4.688115965063537e-16	1.943159917639567e-14	3.1662855749984375e-16	3.303262930651117e-14	4.4358253210327617e-16	1.2084620898949132e-14	2.661884554469301e-16	2.5135081237597293e-14	6.937182816993521e-16	5.9565152881976485e-15	1.121348288644527e-15	4.317074236022661e-16	5.5977636247940834e-15	2.013317503912133e-15	2.688033309247781e-15	7.299248563431246e-16	3.4458868836344587e-15	3.235913716952208e-14	8.331244920359934e-16
56533.8500000022	2.2637610507688797e-14	6.238601084907787e-16	1.6026589269163472e-14	2.5091334231148523e-16	2.778966586844493e-14	4.3757059997151046e-16	1.1278904065543447e-14	7.568426759914721e-16	3.129453285123089e-14	5.3995073205695e-16	3.1168373742746354e-14	4.642006039721356e-16	1.941288637608698e-14	3.162185660868403e-16	3.299669527085623e-14	4.4220210092625024e-16	1.207661920780645e-14	2.6623735818106183e-16	2.5079305524454168e-14	6.982712681250128e-16	5.9307165539150166e-15	1.142381069784468e-15	4.3096255550489493e-16	5.7095734764441554e-15	2.0042026052981043e-15	2.741863164191082e-15	7.24851225142199e-16	3.515554828253121e-15	3.2320841060889196e-14	8.376659108550197e-16
56533.900000002206	2.2592909627520985e-14	6.178500802475665e-16	1.6014311274267963e-14	2.5062908443926806e-16	2.7763538046160215e-14	4.3396405001253546e-16	1.1263630353294578e-14	6.483183802263058e-16	3.125332012773541e-14	5.378378616858661e-16	3.1104046080826605e-14	4.597551571398204e-16	1.9394165571015967e-14	3.1580558479917076e-16	3.296086420200414e-14	4.4088969941910847e-16	1.2068639797961763e-14	2.662924676380282e-16	2.5023698274938524e-14	7.027846604443116e-16	5.905089942329067e-15	1.1631530092255112e-15	4.302052536820685e-16	5.819806001020377e-15	1.9952559610073513e-15	2.79496810666071e-15	7.199070872512916e-16	3.584283736619837e-15	3.2282562075579856e-14	8.421619118926291e-16
