MJD	Bessell_B	Bessell_B_err	Bessell_V	Bessell_V_err	sdss_g	sdss_g_err	sdss_i	sdss_i_err	sdss_r	sdss_r_err	sdss_u	sdss_u_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
54155.72799998225	3.359852523551191e-15	4.9278812978780306e-17	2.217730950197825e-15	3.2268703288462756e-17	2.903590798758207e-15	1.0122464538183336e-16	8.630923554033011e-16	1.2392226930850086e-17	1.514988331285122e-15	2.2452201548267573e-17	3.556706600559269e-15	1.928845487654672e-16	3.4681818510809587e-15	1.2142157875265432e-16	3.1223874947308327e-15	1.3842899423011933e-16	nan	nan	6.360382225666809e-16	4.384931110957247e-17	1.526235379327426e-16	2.389142174475524e-17	2.282436364155535e-15	7.986961741278192e-17
54155.77799998225	3.384920445496918e-15	4.9980018987715225e-17	2.2315736984427683e-15	3.269224827539239e-17	2.9235983131565523e-15	1.0188707561261655e-16	8.684396809254505e-16	1.2546884178274575e-17	1.5238009797300264e-15	2.2745097615405215e-17	3.593173729319842e-15	1.9534069120990465e-16	3.493381838103537e-15	1.2275637120302305e-16	3.1589777760104503e-15	1.4092976358267607e-16	nan	nan	6.454265228074195e-16	4.5102409832800006e-17	1.5695679038166338e-16	2.5073565602611917e-17	2.2950632063475473e-15	8.058538369537216e-17
54155.827999982255	3.4099400352141224e-15	5.066077060983208e-17	2.2454106862411443e-15	3.310302805546547e-17	2.9436132502647732e-15	1.024476723188421e-16	8.737922536114772e-16	1.2697541117617935e-17	1.532620783463372e-15	2.3029801886637473e-17	3.629616347318269e-15	1.9770584017871138e-16	3.5185408899169207e-15	1.2408810692715493e-16	3.195651376574093e-15	1.4340416321119059e-16	nan	nan	6.54945894574315e-16	4.635435511750279e-17	1.6146338710439256e-16	2.6245891826495225e-17	2.3076625523054172e-15	8.130396707440106e-17
54155.87799998226	3.4349082755881656e-15	5.1319374438240184e-17	2.2592409480977063e-15	3.3499973988137134e-17	2.9636328948346132e-15	1.0290707545792719e-16	8.791498314406847e-16	1.2843715730903255e-17	1.5414472731947314e-15	2.3305371721659595e-17	3.666028469483789e-15	1.999786227236232e-16	3.543655977269119e-15	1.2541277956336743e-16	3.2323971422187667e-15	1.4583730381356578e-16	nan	nan	6.645903706329276e-16	4.7593425079563266e-17	1.6613340007667827e-16	2.739556511611116e-17	2.320234163239374e-15	8.202317910771511e-17
54155.92799998226	3.459822148942631e-15	5.195426440793352e-17	2.273063518413304e-15	3.388209771309876e-17	2.983654531188331e-15	1.0326604117257678e-16	8.845121724140124e-16	1.2984967287592452e-17	1.5502799796620991e-15	2.3570947166540042e-17	3.70240410981889e-15	2.0215787614266764e-16	3.568724068693506e-15	1.2672669041436481e-16	3.2692039199002336e-15	1.4821565651030764e-16	nan	nan	6.743539997383149e-16	4.880924611796043e-17	1.7095698348113995e-16	2.8511896538525886e-17	2.33277779927426e-15	8.274098400926733e-17
54155.977999982264	3.484678637010473e-15	5.2563999230952185e-17	2.2868774314760123e-15	3.424848965477971e-17	3.0036754431402478e-15	1.0352543748802092e-16	8.898790345525527e-16	1.3120894512236425e-17	1.5591184336285676e-15	2.3825747027503686e-17	3.7387372812810424e-15	2.042426296647947e-16	3.593742130408525e-15	1.2802645650759427e-16	3.306060556914176e-15	1.5052704557203725e-16	nan	nan	6.842308456057747e-16	4.9992702824257916e-17	1.7592436750706978e-16	2.958597159454192e-17	2.3452932194412606e-15	8.345550453430576e-17
54156.02799998227	3.509474720904348e-15	5.314725971816072e-17	2.3006817214520553e-15	3.4598317442752153e-17	3.023692913917866e-15	1.0368624115961181e-16	8.952501758962208e-16	1.3251133823832241e-17	1.5679621658783895e-15	2.4069065134261107e-17	3.775021995663327e-15	2.0623208841838247e-16	3.618707126217422e-15	1.2930901585599753e-16	3.3429559000774355e-15	1.5276062890153535e-16	nan	nan	6.942149858832774e-16	5.1135843360244325e-17	1.8102585218167472e-16	3.061034620456272e-17	2.357780181669701e-15	8.416502632954866e-17
54156.07799998227	3.5342073810880774e-15	5.3702846088909945e-17	2.3144754223772163e-15	3.4930824311256853e-17	3.043704226083353e-15	1.0374953554526227e-16	9.006253545020685e-16	1.3375357669394662e-17	1.576810707213675e-15	2.430026683211017e-17	3.811252263475601e-15	2.0812561939404802e-16	3.6436160174077926e-15	1.3057163041794893e-16	3.379878794908947e-15	1.5490687116399615e-16	nan	nan	7.043005111254166e-16	5.223178752606094e-17	1.862518012299749e-16	3.157880336251708e-17	2.37023844277888e-15	8.486800096724311e-17
54156.12799998227	3.558873597347134e-15	5.422967534546753e-17	2.3282575681477693e-15	3.524532752672978e-17	3.0637066614547306e-15	1.0371650940538931e-16	9.060043284431015e-16	1.3493272963982142e-17	1.5856635884503322e-15	2.4518785726995606e-17	3.847422093825624e-15	2.0992273915291141e-16	3.6684657626512954e-15	1.3181188718802284e-16	3.4168180848108127e-15	1.569575133026391e-16	nan	nan	7.14481523768737e-16	5.327464176907607e-17	1.9159263596057395e-16	3.248616089316819e-17	2.3826677584697177e-15	8.556304785929518e-17
54156.177999982276	3.5834703487600856e-15	5.47267787719762e-17	2.3420271925118546e-15	3.554121688293765e-17	3.083697501027239e-15	1.0358845655527183e-16	9.113868558067057e-16	1.3604619647917394e-17	1.5945203404145997e-15	2.4724120696285615e-17	3.883525494299946e-15	2.1162310306499787e-16	3.693253317903119e-15	1.3302769778470519e-16	3.4537626102488875e-15	1.5890554122233114e-16	nan	nan	7.247521371083044e-16	5.4259423374876054e-17	1.9703882917455028e-16	3.332812099229495e-17	2.3950678833165626e-15	8.624895522480904e-17
54156.22799998228	3.6079946136687906e-15	5.5193299601970844e-17	2.3557833290604505e-15	3.581795329257081e-17	3.103674024894411e-15	1.033667763157171e-16	9.167726946932722e-16	1.3709169363795234e-17	1.6033804939394465e-15	2.491583317127895e-17	3.919556470844921e-15	2.1322649589255187e-16	3.717975636301367e-15	1.342172968399603e-16	3.4907012079334435e-15	1.607451556584323e-16	nan	nan	7.351064742754573e-16	5.518199478635451e-17	2.025808990947022e-16	3.4101153466061354e-17	2.40743857075885e-15	8.692468026066682e-17
54156.27799998228	3.632443369649416e-15	5.562849088715548e-17	2.3695250112185844e-15	3.607506749629515e-17	3.1236335121696116e-15	1.030529747237782e-16	9.22161603214641e-16	1.3806724255971967e-17	1.612243579860871e-15	2.5093544689906745e-17	3.955509027647869e-15	2.1473282355752117e-16	3.742629668066432e-15	1.3537923943918489e-16	3.527622709999311e-15	1.6247174464151864e-16	nan	nan	7.455386672164986e-16	5.603900820255919e-17	2.0820940331240726e-16	3.480240606603402e-17	2.419779573092793e-15	8.758934864256447e-17
54156.327999982284	3.656813593484019e-15	5.60317135916089e-17	2.3832512722365603e-15	3.63121589074756e-17	3.1435732409068845e-15	1.0264866648146156e-16	9.27553339492766e-16	1.389711589083306e-17	1.6211091290139943e-15	2.525693471456666e-17	3.9913771670177e-15	2.1614210595548944e-16	3.767212360400361e-15	1.3651239780916362e-16	3.564515943185894e-15	1.6408185949548572e-16	nan	nan	7.560428556723426e-16	5.682786015374172e-17	2.1391493274934597e-16	3.5429636716624465e-17	2.432090641463019e-15	8.824225346259958e-17
54156.37799998229	3.681102261130444e-15	5.640243492529386e-17	2.3969611451808306e-15	3.6528894602035704e-17	3.163490488022425e-15	1.0215557763246788e-16	9.329476616582426e-16	1.3980204295256176e-17	1.6299766722299196e-15	2.540573870719284e-17	4.027154889266043e-15	2.1745447069599413e-16	3.791720657386042e-15	1.3761595740553496e-16	3.601369728016697e-15	1.6557319493814045e-16	nan	nan	7.666131861588383e-16	5.754665551337142e-17	2.196881056313625e-16	3.5981163638447556e-17	2.4443715258542153e-15	8.888285368957489e-17
54156.42799998229	3.7053063476937716e-15	5.674022692940382e-17	2.410653662925544e-15	3.672500846163065e-17	3.1833825292155054e-15	1.0157554896979927e-16	9.383443278488988e-16	1.4055877110270767e-17	1.6388457403314586e-15	2.5539746452736945e-17	4.06283619258804e-15	2.186701476656083e-16	3.816151499886241e-15	1.3868941251017778e-16	3.6381728779785605e-15	1.6694457356408086e-16	nan	nan	7.772438109477833e-16	5.819418030803809e-17	2.255195614717208e-16	3.645583036601652e-17	2.456621975082698e-15	8.951077221924315e-17
54156.47799998229	3.729422827396921e-15	5.704476531781886e-17	2.4243278581432223e-15	3.6900300475580143e-17	3.2032466388897847e-15	1.0091054018889287e-16	9.43743096208312e-16	1.412404885480293e-17	1.6477158641300018e-15	2.5658800618636747e-17	4.0984150729432465e-15	2.1978946432438017e-16	3.840501825442839e-15	1.3973256141243636e-16	3.674914198700406e-15	1.6819593475894375e-16	nan	nan	7.879288870483871e-16	5.876988266467468e-17	2.31399955061039e-16	3.6852983462090837e-17	2.4688417367880635e-15	9.012579356567593e-17
54156.527999982296	3.753448673551855e-15	5.731582857761385e-17	2.4379827632964073e-15	3.705463620309935e-17	3.22308009007428e-15	1.0016263480912245e-16	9.491437248842938e-16	1.4184660294688053e-17	1.6565865744214587e-15	2.576279554089709e-17	4.133885523936367e-15	2.2081284165789908e-16	3.864768568175619e-15	1.4074550121593942e-16	3.711582487131464e-15	1.6932832790154256e-16	nan	nan	7.986625751891529e-16	5.927386125186078e-17	2.373199504611562e-16	3.7172461376342116e-17	2.4810305574246203e-15	9.072786122878932e-17
54156.5779999823	3.777380858529786e-15	5.755329732648816e-17	2.4516174106283505e-15	3.71879463966367e-17	3.242880154344525e-15	9.933404589966977e-17	9.545459720276234e-16	1.4237677912419286e-17	1.6654574019828724e-15	2.5851676223186843e-17	4.169241536698139e-15	2.2174079071753386e-16	3.888948658681284e-15	1.417286222840013e-16	3.748166530719032e-15	1.7034390954266638e-16	nan	nan	8.0943903879993595e-16	5.970686060140842e-17	2.4327021500023046e-16	3.741459341515993e-17	2.4931881822530003e-15	9.131707475985771e-17
54156.6279999823	3.801216353732633e-15	5.775715392557452e-17	2.465230832154348e-15	3.730022678402634e-17	3.2626441017434482e-15	9.842712265233833e-17	9.599495957904953e-16	1.4283093470757943e-17	1.674327877568646e-15	2.5925437538954252e-17	4.204477099765954e-15	2.22573909690355e-16	3.913039023932138e-15	1.4268260231177134e-16	3.784655106585666e-15	1.7124594408924794e-16	nan	nan	8.202524429942226e-16	6.007027271900893e-17	2.4924141326631874e-16	3.7580208209485195e-17	2.5053143553316577e-15	9.18936865346096e-17
54156.677999982305	3.824952129563618e-15	5.792748234065558e-17	2.47882205965297e-15	3.7391538008327875e-17	3.2823692007024825e-15	9.7444357854234e-17	9.65354354325116e-16	1.432092366663223e-17	1.6831975319067905e-15	2.598412362435427e-17	4.239586198964746e-15	2.233128814483181e-16	3.93703658717487e-15	1.4360839999068224e-16	3.821036980705675e-15	1.7203880736527153e-16	nan	nan	8.31096953551268e-16	6.03661443940305e-17	2.5522420109673e-16	3.7670651408597124e-17	2.51740881950834e-15	9.245809823173425e-17
54156.72799998231	3.848585155397916e-15	5.806446824452277e-17	2.4923901246569806e-15	3.746200571914039e-17	3.3020527179625375e-15	9.638839632151433e-17	9.707600057822094e-16	1.435120986784828e-17	1.6920658956954975e-15	2.6027827449799608e-17	4.274562817287196e-15	2.23958471532138e-16	3.960938267829134e-15	1.4450724821156056e-16	3.857300907081058e-15	1.7272799225060526e-16	nan	nan	8.419667358982537e-16	6.059718958710314e-17	2.612092195604054e-16	3.768781260192944e-17	2.5294713164114724e-15	9.301085700652672e-17
54156.77799998231	3.872112399553804e-15	5.816839935156952e-17	2.5059340584447072e-15	3.75118208107472e-17	3.3216919184947782e-15	9.52620443620755e-17	9.761663083095933e-16	1.437401792810343e-17	1.7009324995991517e-15	2.6056690559564157e-17	4.309400934774996e-15	2.2451152653150195e-16	3.984740981386072e-15	1.4538064673632906e-16	3.8934356269166445e-15	1.733201154141091e-16	nan	nan	8.52855954092028e-16	6.076680619900469e-17	2.671870889306098e-16	3.763416168163677e-17	2.5415015864416895e-15	9.355265133957679e-17
54156.82799998231	3.895530829263096e-15	5.823966597099796e-17	2.5194528920307893e-15	3.754123979994547e-17	3.3412840654216112e-15	9.406828034220344e-17	9.81573020050795e-16	1.4389438073808012e-17	1.709796874245048e-15	2.607090296685437e-17	4.344094528399126e-15	2.2497297282879313e-16	4.008441639306645e-15	1.4623035425246182e-16	3.929429867794612e-15	1.7382292395152107e-16	nan	nan	8.637587698005716e-16	6.087909639546307e-17	2.7314840264518325e-16	3.751279499906355e-17	2.55349936876313e-15	9.408430653434293e-17
54156.87799998232	3.918837410642426e-15	5.82787617652913e-17	2.532945656157794e-15	3.75505853331745e-17	3.3608264199374683e-15	9.281026643574495e-17	9.869798991435816e-16	1.4397584856414805e-17	1.7186585502193213e-15	2.6070703192212765e-17	4.37863757193999e-15	2.25343815676388e-16	4.032037148920141e-15	1.4705837971413516e-16	3.965272342848023e-15	1.7424530050778324e-16	nan	nan	8.746693412838996e-16	6.093888946951412e-17	2.7908372125161515e-16	3.732749171914158e-17	2.5654644012948805e-15	9.460677983137281e-17
54156.92799998232	3.942029108663301e-15	5.828628469598484e-17	2.546411381286957e-15	3.7540246813629223e-17	3.3803162412296318e-15	9.14913616364493e-17	9.92386703718449e-16	1.4398597164118813e-17	1.7275170580636942e-15	2.6056378432144756e-17	4.413024035868551e-15	2.256251385826742e-16	4.055524413322055e-15	1.4786697286215325e-16	4.0009517499337374e-15	1.7459726521087622e-16	nan	nan	8.855818223743237e-16	6.095176595650647e-17	2.8498356633419645e-16	3.708278070283287e-17	2.5773964207022778e-15	9.512115510197114e-17
54156.97799998232	3.965102887123472e-15	5.826293813391418e-17	2.5598490975896897e-15	3.7510681132646425e-17	3.3997507863989402e-15	9.011513611180855e-17	9.977931918973142e-16	1.4392638285466016e-17	1.7363719282714585e-15	2.6028264843907676e-17	4.447247887226419e-15	2.2581810298424777e-16	4.078900331272579e-15	1.486586138095277e-16	4.036456770804306e-15	1.7488997247268335e-16	nan	nan	8.964903614559572e-16	6.092408136913e-17	2.9083841442048522e-16	3.6784017993162965e-17	2.5892951623882616e-15	9.562863708131384e-17
54157.027999982325	3.9880557086178916e-15	5.820953211057373e-17	2.5732578349381063e-15	3.74624134902987e-17	3.4191273103804042e-15	8.868538696825667e-17	1.0031991217919429e-15	1.4379896016934816e-17	1.7452226912840998e-15	2.598674793048364e-17	4.4813030895061335e-15	2.2592394818453677e-16	4.1021617970942475e-15	1.4943600157362111e-16	4.0717760702789964e-15	1.7513570043184769e-16	nan	nan	9.073891004433007e-16	6.086298748770204e-17	2.966386908643203e-16	3.643747446347998e-17	2.6011603604845955e-15	9.613054509829679e-17
54157.07799998233	4.010884534508738e-15	5.812698467614311e-17	2.586636622896796e-15	3.739603828452198e-17	3.4384430658640218e-15	8.720615548211324e-17	1.0086042515025718e-15	1.4360582806313633e-17	1.754068877487351e-15	2.5932263008496913e-17	4.5151836025317894e-15	2.2594399154214394e-16	4.125305700570093e-15	1.5020204143515067e-16	4.106898295413866e-15	1.753478305382473e-16	nan	nan	9.182721737588418e-16	6.07764486286696e-17	3.023747637026165e-16	3.605043229532147e-17	2.6129917478432515e-15	9.662830625939158e-17
54157.12799998233	4.0335863248966916e-15	5.801632333039313e-17	2.5999844907133745e-15	3.731222004538087e-17	3.457695303215209e-15	8.568174582387728e-17	1.0140083391165e-15	1.43349359216062e-17	1.7629100172078163e-15	2.5865295738524216e-17	4.548883382338894e-15	2.2587962889260875e-16	4.148328926841138e-15	1.5095983100555015e-16	4.141812074670746e-15	1.7554081453298825e-16	nan	nan	9.291337073094622e-16	6.067324973907623e-17	3.08036937483141e-16	3.563128754451805e-17	2.6247890560275008e-15	9.712344804368259e-17
54157.177999982334	4.056158038591654e-15	5.787868647840589e-17	2.613300467310239e-15	3.72116943834179e-17	3.476881270395476e-15	8.411674526052059e-17	1.019411142706536e-15	1.430321763464776e-17	1.7717456407090044e-15	2.578638269471347e-17	4.582396381055109e-15	2.25732335190524e-16	4.171228356304345e-15	1.5171264488985236e-16	4.176506017085267e-15	1.757301258883265e-16	nan	nan	9.3996781746159e-16	6.056299256205414e-17	3.1361544706048446e-16	3.518965396214958e-17	2.636552015303256e-15	9.761759026922483e-17
54157.22799998234	4.078596633083247e-15	5.77153248601133e-17	2.6265835812749707e-15	3.7095268920468444e-17	3.4959982128827836e-15	8.25160457600311e-17	1.0248124203296752e-15	1.4265715406736686e-17	1.780575278187984e-15	2.569611194643604e-17	4.615716546779888e-15	2.255036653588733e-16	4.1940008645099254e-15	1.5246391784106115e-16	4.2109687114337706e-15	1.7593219267927523e-16	nan	nan	9.507686100149376e-16	6.04560755488966e-17	3.1910045135740525e-16	3.473646030092306e-17	2.6482803546301627e-15	9.81124363938832e-17
54157.27799998234	4.1008990645116346e-15	5.752760288763795e-17	2.639832860851877e-15	3.696382415887438e-17	3.5150433735920014e-15	8.088486683118556e-17	1.0302119300256357e-15	1.4222742061663644e-17	1.7893984597714462e-15	2.5595123620298814e-17	4.648837823464845e-15	2.251952553341048e-16	4.2166433220588e-15	1.532172263154521e-16	4.24518872539904e-15	1.761643089047925e-16	nan	nan	9.61530179174724e-16	6.036365274858096e-17	3.2448202708872784e-16	3.4284029462459814e-17	2.6599738016527597e-15	9.860976411985591e-17
54157.32799998234	4.12306228763861e-15	5.73169998173832e-17	2.653047333933183e-15	3.681831424091113e-17	3.534013992795405e-15	7.92287793100003e-17	1.0356094298153052e-15	1.417463592962724e-17	1.7982147155122185e-15	2.5484110405598717e-17	4.681754150793743e-15	2.248088232955653e-16	4.239152594500007e-15	1.5397626835585698e-16	4.279154604734813e-15	1.7644452151159563e-16	nan	nan	9.722466065221862e-16	6.029756671042153e-17	3.2975016244494565e-16	3.384612310772745e-17	2.6716320826917224e-15	9.911141527738112e-17
54157.377999982346	4.145083255817689e-15	5.708511066758272e-17	2.6662260280498083e-15	3.665976754287217e-17	3.552907308042758e-15	7.75537296335791e-17	1.0410046776994999e-15	1.4121760942707544e-17	1.8070235753854683e-15	2.5363817960222947e-17	4.7144594640624355e-15	2.243461710688031e-16	4.26152554222768e-15	1.5474484175205168e-16	4.3128548724291676e-15	1.7679149084376978e-16	nan	nan	9.829119599833665e-16	6.027025064353765e-17	3.3489475073268024e-16	3.343793018919053e-17	2.6832549227347487e-15	9.961928497238559e-17
54157.42799998235	4.166958920964916e-15	5.683364677622622e-17	2.6793679703625805e-15	3.648928703304649e-17	3.5717205540818285e-15	7.586606391826949e-17	1.0463974316572635e-15	1.406450666040029e-17	1.8158245692850762e-15	2.5235045166413958e-17	4.746947694058774e-15	2.238091856914441e-16	4.283759020378213e-15	1.5552682045387696e-16	4.346278027866596e-15	1.7722432298853237e-16	nan	nan	9.935202927959332e-16	6.029459585537672e-17	3.3990558396911e-16	3.307597325976955e-17	2.6948420454277924e-15	1.0013530999256054e-16
54157.47799998235	4.18868623353032e-15	5.656443588384668e-17	2.6924721876535054e-15	3.6308050319657974e-17	3.590450962778336e-15	7.417255086397533e-17	1.0517874496447122e-15	1.4003288200024002e-17	1.8246172270201242e-15	2.5098644179035566e-17	4.779212766942438e-15	2.2319984113106417e-16	4.305849878727142e-15	1.563261292433965e-16	4.3794125459886725e-15	1.7776237353412887e-16	nan	nan	1.0040656424739608e-15	6.038378199146422e-17	3.4477234642747793e-16	3.277790411374354e-17	2.706393173066094e-15	1.0066145647836233e-16
54157.527999982354	4.210262142467413e-15	5.627942159947698e-17	2.7055377063166694e-15	3.611730929673111e-17	3.609095763036234e-15	7.24804021327499e-17	1.0571744895933765e-15	1.3938546044067082e-17	1.833401078310921e-15	2.4955520199871822e-17	4.8112486041245826e-15	2.2252020014281057e-16	4.327794961585903e-15	1.5714671670707114e-16	4.412246876453493e-15	1.784250235987328e-16	nan	nan	1.0145420297705728e-15	6.055106990867694e-17	3.494846081307678e-16	3.2562162811685697e-17	2.717908026585096e-15	1.0119970687806596e-16
54157.57799998236	4.231683595204702e-15	5.598066209710417e-17	2.7185635523494466e-15	3.591838928851864e-17	3.627652180717715e-15	7.079728838055987e-17	1.0625583094087809e-15	1.3870745693305872e-17	1.8421756527855537e-15	2.4806630901422648e-17	4.843049122147842e-15	2.2177241625401036e-16	4.349591107698452e-15	1.5799252658660882e-16	4.444769442793637e-15	1.7923143058661185e-16	nan	nan	1.0249434576381944e-15	6.080956010609574e-17	3.5403181829060175e-16	3.2447484226768505e-17	2.729386325551528e-15	1.0175204622043194e-16
54157.62799998236	4.252947537616115e-15	5.567032786564451e-17	2.73154875134351e-15	3.5712687578145746e-17	3.646117438563163e-15	6.913134855943481e-17	1.067938666969108e-15	1.3800377130360885e-17	1.850940479976278e-15	2.4652985417711102e-17	4.874608232565715e-15	2.209587358622386e-16	4.371235150137794e-15	1.5886746762673314e-16	4.476968641572588e-15	1.8020025789484172e-16	nan	nan	1.0352639101864834e-15	6.117192331058265e-17	3.584032986884136e-16	3.245225587440995e-17	2.7408277881543025e-15	1.0232044775288232e-16
54157.67799998236	4.274050913991568e-15	5.5350698318552033e-17	2.7444923284759926e-15	3.5501671194257115e-17	3.664488756111159e-15	6.74911894512211e-17	1.0733153201237643e-15	1.3727954055604566e-17	1.8596950893155515e-15	2.4495642805267063e-17	4.905919841821934e-15	2.2008150043020038e-16	4.39272391620234e-15	1.5977538207981928e-16	4.50883284153992e-15	1.813493895995002e-16	nan	nan	1.0454973516375879e-15	6.165011366933092e-17	3.625882369959002e-16	3.259375929508975e-17	2.752232131195442e-15	1.0290685800847618e-16
54157.727999982366	4.2949906670074e-15	5.502415705150685e-17	2.7573933085006466e-15	3.528687382055859e-17	3.682763349618295e-15	6.588587167476204e-17	1.078688026691779e-15	1.3654012854213673e-17	1.8684390101326886e-15	2.4335709873070213e-17	4.936977851130378e-15	2.1914314875990274e-16	4.414054300776967e-15	1.607197921804847e-16	4.540350652816922e-15	1.8269478380827722e-16	1.0653296112491041e-16	1.5461484449541523e-17	1.0556380997417785e-15	6.225377630522343e-17	3.665761649092213e-16	3.288669175922996e-17	2.763599071781811e-15	1.0351306500973732e-16
54157.77799998237	4.315763737697674e-15	5.469318551929648e-17	2.7702507157385666e-15	3.506989167812068e-17	3.70093843197887e-15	6.43248776752929e-17	1.0840565444604692e-15	1.3579111249922887e-17	1.877171771650026e-15	2.417433826999501e-17	4.967776156354186e-15	2.1814621932541673e-16	4.4352244870550745e-15	1.6170020079708854e-16	4.571515413417515e-15	1.8423603049959112e-16	1.0660351821616441e-16	1.5437809735149597e-17	1.0656836030802752e-15	6.298037229976791e-17	3.7036500955933964e-16	3.333138837848886e-17	2.7749283555791413e-15	1.0413875091020878e-16
54157.82799998237	4.3363670654238286e-15	5.4360354893887233e-17	2.783063574069771e-15	3.485237822990085e-17	3.719011212644744e-15	6.281805655206897e-17	1.0894206311839622e-15	1.3503826599655594e-17	1.8858929029791476e-15	2.401272071352817e-17	4.998308647885013e-15	2.1709335264007123e-16	4.456233758771922e-15	1.6271265997843678e-16	4.6023244988049146e-15	1.8595857416842874e-16	1.066708807162658e-16	1.5416600026788778e-17	1.07563286709569e-15	6.382076076998803e-17	3.739598529985776e-16	3.391561505882899e-17	2.7862197524581594e-15	1.0478179127462714e-16
54157.877999982375	4.3567975878463645e-15	5.4028315857309646e-17	2.7958309069238962e-15	3.463603754871013e-17	3.736978897544886e-15	6.13755401508645e-17	1.0947800445818787e-15	1.3428753782650536e-17	1.894601933117575e-15	2.3852086240610024e-17	5.0285692105224915e-15	2.1598729363146668e-16	4.477081429228794e-15	1.637530233414174e-16	4.632775385213865e-15	1.8784645311562832e-16	1.0673511267047638e-16	1.539777175395986e-17	1.0854848863903943e-15	6.476494317131773e-17	3.7736586619335127e-16	3.4625049992409e-17	2.79747303169345e-15	1.054399667177284e-16
54157.92799998238	4.377052240894342e-15	5.3699786088564944e-17	2.8085517372715963e-15	3.4422616195167274e-17	3.7548386890048515e-15	6.00076248402371e-17	1.100134542337645e-15	1.3354502637489568e-17	1.90329839094458e-15	2.3693694363763388e-17	5.058551723353115e-15	2.1483089399142262e-16	4.497766805631515e-15	1.6481708611179595e-16	4.662865518456386e-15	1.8988301254860908e-16	1.067962764142283e-16	1.538124037279075e-17	1.0952386327055208e-15	6.58023900264076e-17	3.8058807656259544e-16	3.544439186313614e-17	2.8086879611306813e-15	1.0611103483592319e-16
54157.97799998238	4.397127958736558e-15	5.3377535214134855e-17	2.821225087615178e-15	3.4213893460056295e-17	3.772587785666415e-15	5.872461404829326e-17	1.1054838820972763e-15	1.3281694903822995e-17	1.9119818052179978e-15	2.3538828019434998e-17	5.08825005962964e-15	2.1362711446560155e-16	4.518289189064028e-15	1.6590061522294152e-16	4.6925923137077405e-15	1.9205117827381473e-16	1.0685443259037979e-16	1.53669205930274e-17	1.1048930546891724e-15	6.69222980967954e-17	3.8363137064206517e-16	3.6358046227985395e-17	2.819864307178875e-15	1.0679274439473417e-16
54158.02799998238	4.417021673752153e-15	5.306436701922859e-17	2.833849979980163e-15	3.401166984453085e-17	3.790223382406852e-15	5.753661822296986e-17	1.1108278214677614e-15	1.3210960630462824e-17	1.920651704570267e-15	2.3388785213128732e-17	5.117658086649565e-15	2.1237902703964337e-16	4.538647874461606e-15	1.6699937661063855e-16	4.721953155290529e-15	1.9433370070851482e-16	1.06909640166032e-16	1.5354726597645e-17	1.1144470776616837e-15	6.811381185822353e-17	3.865004966816314e-16	3.7350672818812436e-17	2.831001834802563e-15	1.0748284822752939e-16
54158.077999982386	4.4367305897306045e-15	5.2762633704869465e-17	2.8464254839446165e-15	3.381745498045549e-17	3.807742517138727e-15	5.645119032343475e-17	1.1161661521853735e-15	1.3142834610278786e-17	1.9293077113628434e-15	2.3244656509907376e-17	5.146769665634572e-15	2.110898169744576e-16	4.5588421505840846e-15	1.6810915974437607e-16	4.750945396457354e-15	1.9671336682207747e-16	1.069619564489108e-16	1.534457225448888e-17	1.1238996033776192e-15	6.936620623165617e-17	3.8920006717667385e-16	3.8407583257626564e-17	2.8421003075139996e-15	1.0817911487135179e-16
54158.12799998239	4.456253141016428e-15	5.247258779005518e-17	2.858950885270512e-15	3.3631408986786236e-17	3.825141533199179e-15	5.546568165227368e-17	1.121498820066052e-15	1.30774042679526e-17	1.937949871170995e-15	2.3106570724680703e-17	5.175578651608968e-15	2.0976278463481425e-16	4.578871299988704e-15	1.6922579947885443e-16	4.7795663591715315e-15	1.991731794923803e-16	1.0701143710331714e-16	1.533637131943821e-17	1.133249509784693e-15	7.066903086395272e-17	3.9173456133464805e-16	3.9515000608700734e-17	2.8531594873652772e-15	1.0887933898226216e-16
54158.17799998239	4.475588107401934e-15	5.2193897032528606e-17	2.871425530281877e-15	3.3453315397834616e-17	3.842416575256843e-15	5.4574172543819096e-17	1.126825814317618e-15	1.301463324463394e-17	1.9465783487439154e-15	2.2974387941096915e-17	5.204078893278416e-15	2.084013470489546e-16	4.5987345990032045e-15	1.7034519534319564e-16	4.807813333886134e-15	2.0169650525479671e-16	1.0705813616564931e-16	1.5330037630669752e-17	1.1424956507794191e-15	7.201221864058255e-17	3.941083274778862e-16	4.0660204103098293e-17	2.8641791349404115e-15	1.095813505849507e-16
54158.227999982395	4.4947342668259625e-15	5.192625236796649e-17	2.8838487647991516e-15	3.328297156537784e-17	3.859563783825499e-15	5.377033601278817e-17	1.1321471241081626e-15	1.29544909587714e-17	1.955193308706598e-15	2.2847977653991283e-17	5.232264232908693e-15	2.0700903912801094e-16	4.618431317698161e-15	1.7146332841212165e-16	4.835683579321514e-15	2.0426719250953292e-16	1.0710210605950083e-16	1.5325485293682207e-17	1.1516368559596285e-15	7.338616257862857e-17	3.963255853836481e-16	4.1831586146363193e-17	2.8751590093475357e-15	1.1028302322191572e-16
