#wls	flux	flux_err
3750.0023	1.0358e-16	1.2915e-18
3751.2679	1.0364e-16	1.2915e-18
3752.5436	1.0370e-16	1.2915e-18
3753.8093	1.0376e-16	1.2915e-18
3755.0850	1.0380e-16	1.2915e-18
3756.3506	1.0382e-16	1.2915e-18
3757.6263	1.0386e-16	1.2915e-18
3758.9020	1.0389e-16	1.2915e-18
3760.1677	1.0392e-16	1.2915e-18
3761.4434	1.0395e-16	1.2915e-18
3762.7090	1.0398e-16	1.2915e-18
3763.9848	1.0401e-16	1.2915e-18
3765.2504	1.0403e-16	1.2915e-18
3766.5161	1.0404e-16	1.2915e-18
3767.7918	1.0405e-16	1.2915e-18
3769.0574	1.0405e-16	1.2915e-18
3770.3432	1.0406e-16	1.2915e-18
3771.6088	1.0406e-16	1.2915e-18
3772.8845	1.0406e-16	1.2915e-18
3774.1502	1.0407e-16	1.2915e-18
3775.4158	1.0407e-16	1.2797e-18
3776.6916	1.0407e-16	1.2943e-18
3777.9572	1.0406e-16	1.3283e-18
3779.2329	1.0406e-16	1.3636e-18
3780.4986	1.0405e-16	1.3775e-18
3781.7743	1.0403e-16	1.3796e-18
3783.0500	1.0402e-16	1.3800e-18
3784.3156	1.0401e-16	1.3816e-18
3785.5913	1.0401e-16	1.3801e-18
3786.8570	1.0399e-16	1.3831e-18
3788.1327	1.0397e-16	1.3988e-18
3789.3983	1.0394e-16	1.4045e-18
3790.6741	1.0391e-16	1.4106e-18
3791.9397	1.0388e-16	1.4192e-18
3793.2054	1.0385e-16	1.4227e-18
3794.4811	1.0384e-16	1.4259e-18
3795.7568	1.0385e-16	1.4279e-18
3797.0325	1.0387e-16	1.4276e-18
3798.2981	1.0388e-16	1.4281e-18
3799.5738	1.0389e-16	1.4126e-18
3800.8395	1.0389e-16	1.3810e-18
3802.1051	1.0387e-16	1.3454e-18
3803.3809	1.0384e-16	1.3358e-18
3804.6465	1.0381e-16	1.3402e-18
3805.9222	1.0377e-16	1.2815e-18
3807.1879	1.0375e-16	1.1892e-18
3808.4736	1.0373e-16	1.0958e-18
3809.7393	1.0374e-16	1.0435e-18
3811.0150	1.0376e-16	1.0292e-18
3812.2806	1.0378e-16	1.0323e-18
3813.5463	1.0381e-16	1.0469e-18
3814.8220	1.0383e-16	1.0522e-18
3816.0876	1.0384e-16	1.0557e-18
3817.3634	1.0385e-16	1.0605e-18
3818.6290	1.0386e-16	1.0588e-18
3819.9047	1.0387e-16	1.0358e-18
3821.1804	1.0389e-16	9.9654e-19
3822.4461	1.0392e-16	9.5994e-19
3823.7218	1.0395e-16	9.3922e-19
3824.9874	1.0398e-16	9.4637e-19
3826.2631	1.0401e-16	9.5070e-19
3827.5288	1.0404e-16	9.2120e-19
3828.8045	1.0406e-16	8.8186e-19
3830.0702	1.0407e-16	8.6619e-19
3831.3358	1.0406e-16	8.6308e-19
3832.6115	1.0405e-16	8.6374e-19
3833.8872	1.0404e-16	8.6244e-19
3835.1629	1.0404e-16	8.5529e-19
3836.4286	1.0404e-16	8.1197e-19
