#wls	flux	flux_err
3750.0023	1.0462e-16	2.1296e-18
3751.2679	1.0477e-16	2.1296e-18
3752.5436	1.0492e-16	2.1296e-18
3753.8093	1.0508e-16	2.1296e-18
3755.0850	1.0523e-16	2.1296e-18
3756.3506	1.0537e-16	2.1296e-18
3757.6163	1.0551e-16	2.1296e-18
3758.8920	1.0563e-16	2.1296e-18
3760.1576	1.0575e-16	2.1296e-18
3761.4434	1.0585e-16	2.1296e-18
3762.7090	1.0591e-16	2.1296e-18
3763.9848	1.0596e-16	2.1296e-18
3765.2504	1.0599e-16	2.1296e-18
3766.5161	1.0600e-16	2.1296e-18
3767.7918	1.0601e-16	2.1296e-18
3769.0574	1.0604e-16	2.1296e-18
3770.3331	1.0606e-16	2.1296e-18
3771.5988	1.0608e-16	2.1296e-18
3772.8745	1.0612e-16	2.1296e-18
3774.1401	1.0617e-16	2.1296e-18
3775.4058	1.0621e-16	2.0698e-18
3776.6815	1.0622e-16	1.9944e-18
3777.9472	1.0622e-16	1.9924e-18
3779.2229	1.0620e-16	1.9834e-18
3780.4885	1.0615e-16	1.9405e-18
3781.7743	1.0607e-16	1.8825e-18
3783.0399	1.0598e-16	1.8309e-18
3784.3056	1.0589e-16	1.8450e-18
3785.5813	1.0578e-16	1.9218e-18
3786.8469	1.0566e-16	1.9412e-18
3788.1226	1.0556e-16	1.9430e-18
3789.3883	1.0546e-16	1.9715e-18
3790.6640	1.0535e-16	2.0142e-18
3791.9297	1.0522e-16	2.0380e-18
3793.1953	1.0507e-16	2.0090e-18
3794.4710	1.0488e-16	1.9740e-18
3795.7367	1.0466e-16	1.9445e-18
3797.0124	1.0443e-16	1.8931e-18
3798.2780	1.0419e-16	1.8565e-18
3799.5537	1.0395e-16	1.8395e-18
3800.8194	1.0373e-16	1.8343e-18
3802.0851	1.0353e-16	1.8312e-18
3803.3708	1.0335e-16	1.7908e-18
3804.6365	1.0319e-16	1.7480e-18
3805.9122	1.0303e-16	1.7156e-18
3807.1778	1.0288e-16	1.6767e-18
3808.4535	1.0270e-16	1.6853e-18
3809.7192	1.0251e-16	1.6442e-18
3810.9949	1.0233e-16	1.5517e-18
3812.2605	1.0216e-16	1.4945e-18
3813.5262	1.0200e-16	1.4419e-18
3814.8019	1.0187e-16	1.4459e-18
3816.0676	1.0175e-16	1.4610e-18
3817.3433	1.0165e-16	1.4794e-18
3818.6089	1.0157e-16	1.5432e-18
3819.8846	1.0152e-16	1.5716e-18
3821.1503	1.0151e-16	1.6068e-18
3822.4159	1.0154e-16	1.6346e-18
3823.7017	1.0160e-16	1.6304e-18
3824.9673	1.0168e-16	1.6513e-18
3826.2430	1.0179e-16	1.6812e-18
3827.5087	1.0191e-16	1.7099e-18
3828.7844	1.0199e-16	1.7424e-18
3830.0501	1.0202e-16	1.7691e-18
3831.3157	1.0203e-16	1.7768e-18
3832.5914	1.0202e-16	1.7706e-18
3833.8571	1.0201e-16	1.7311e-18
3835.1328	1.0203e-16	1.6505e-18
3836.3984	1.0209e-16	1.6270e-18
3837.6741	1.0217e-16	1.6212e-18
3838.9398	1.0223e-16	1.6123e-18
3840.2054	1.0228e-16	1.6592e-18
3841.4812	1.0233e-16	1.7475e-18
3842.7468	1.0238e-16	1.8715e-18
3844.0225	1.0241e-16	1.9460e-18
3845.2982	1.0245e-16	1.9489e-18
3846.5739	1.0249e-16	1.9366e-18
3847.8396	1.0251e-16	1.9357e-18
3849.1052	1.0254e-16	1.9633e-18
3850.3809	1.0256e-16	2.0060e-18
3851.6466	1.0259e-16	2.0251e-18
3852.9223	1.0262e-16	2.0288e-18
3854.1880	1.0267e-16	2.0287e-18
3855.4637	1.0272e-16	2.0336e-18
3856.7293	1.0276e-16	2.0469e-18
3857.9950	1.0283e-16	2.0523e-18
3859.2707	1.0288e-16	2.0449e-18
3860.5363	1.0288e-16	2.0508e-18
3861.8120	1.0285e-16	2.0787e-18
3863.0777	1.0282e-16	2.1153e-18
3864.3534	1.0278e-16	2.1478e-18
3865.6190	1.0275e-16	2.1623e-18
3866.8947	1.0275e-16	2.1402e-18
3868.1705	1.0279e-16	2.1147e-18
3869.4361	1.0284e-16	2.1344e-18
3870.7118	1.0289e-16	2.1436e-18
3871.9775	1.0294e-16	2.1309e-18
3873.2532	1.0298e-16	2.1300e-18
3874.5188	1.0302e-16	2.1237e-18
3875.7945	1.0307e-16	2.1181e-18
3877.0602	1.0313e-16	2.1251e-18
3878.3259	1.0318e-16	2.1284e-18
3879.6015	1.0322e-16	2.1179e-18
3880.8672	1.0326e-16	2.1137e-18
3882.1429	1.0330e-16	2.1166e-18
3883.4086	1.0333e-16	2.1270e-18
3884.6843	1.0340e-16	2.1369e-18
3885.9499	1.0350e-16	2.1379e-18
3887.2256	1.0359e-16	2.1385e-18
3888.5013	1.0365e-16	2.1144e-18
3889.7670	1.0369e-16	2.0234e-18
3891.0427	1.0373e-16	1.8854e-18
3892.3083	1.0378e-16	1.7188e-18
3893.5840	1.0384e-16	1.5888e-18
3894.8497	1.0393e-16	1.5420e-18
3896.1154	1.0405e-16	1.5538e-18
3897.3911	1.0418e-16	1.5905e-18
3898.6567	1.0430e-16	1.6064e-18
3899.9324	1.0442e-16	1.6122e-18
3901.1981	1.0455e-16	1.6472e-18
3902.4738	1.0469e-16	1.6781e-18
3903.7394	1.0482e-16	1.6901e-18
3905.0051	1.0496e-16	1.6811e-18
3906.2808	1.0508e-16	1.6496e-18
3907.5465	1.0521e-16	1.6253e-18
3908.8322	1.0532e-16	1.6238e-18
3910.0979	1.0543e-16	1.6185e-18
3911.3736	1.0553e-16	1.5950e-18
3912.6392	1.0564e-16	1.5530e-18
3913.9149	1.0578e-16	1.4904e-18
3915.1806	1.0592e-16	1.4263e-18
3916.4462	1.0607e-16	1.3614e-18
3917.7219	1.0624e-16	1.2683e-18
3918.9876	1.0641e-16	1.1462e-18
3920.2633	1.0656e-16	1.0416e-18
3921.5290	1.0672e-16	9.9585e-19
3922.8047	1.0690e-16	9.9220e-19
3924.0703	1.0706e-16	9.9165e-19
3925.3360	1.0720e-16	9.8434e-19
3926.6117	1.0731e-16	9.6555e-19
3927.8773	1.0742e-16	9.6872e-19
3929.1631	1.0750e-16	9.8969e-19
3930.4287	1.0756e-16	9.9819e-19
3931.7044	1.0762e-16	9.9646e-19
3932.9701	1.0768e-16	9.5993e-19
3934.2358	1.0772e-16	9.2167e-19
3935.5115	1.0776e-16	9.2813e-19
