#wls	flux	flux_err
4171.9985	1.2041e-16	3.8650e-19
4175.9964	1.2034e-16	3.8650e-19
4180.0043	1.2029e-16	3.8650e-19
4184.0022	1.2027e-16	3.8650e-19
4188.0001	1.2028e-16	3.8650e-19
4191.9979	1.2031e-16	3.8650e-19
4195.9958	1.2036e-16	3.8650e-19
4200.0037	1.2039e-16	3.2434e-19
4204.0016	1.2043e-16	3.5115e-19
4207.9995	1.2051e-16	3.9485e-19
4211.9973	1.2059e-16	4.2902e-19
4215.9952	1.2068e-16	4.7260e-19
4220.0031	1.2078e-16	4.0603e-19
4224.0010	1.2085e-16	4.2043e-19
4227.9989	1.2091e-16	4.4798e-19
4231.9967	1.2099e-16	4.5062e-19
4236.0046	1.2105e-16	4.7351e-19
4240.0025	1.2108e-16	4.8731e-19
4244.0004	1.2107e-16	4.8468e-19
4247.9982	1.2103e-16	4.7288e-19
4251.9961	1.2097e-16	4.7501e-19
4256.0040	1.2092e-16	4.1761e-19
4260.0019	1.2090e-16	3.7757e-19
4263.9998	1.2085e-16	2.8425e-19
4267.9977	1.2078e-16	2.8691e-19
4271.9955	1.2073e-16	2.9848e-19
4276.0034	1.2067e-16	3.4294e-19
4280.0013	1.2055e-16	3.3100e-19
4283.9992	1.2043e-16	3.0813e-19
4287.9970	1.2030e-16	2.7575e-19
4291.9949	1.2013e-16	2.7064e-19
4296.0028	1.1998e-16	2.6577e-19
4300.0007	1.1987e-16	2.6592e-19
4303.9986	1.1972e-16	2.8468e-19
4307.9964	1.1952e-16	2.8036e-19
4312.0044	1.1931e-16	2.8531e-19
4316.0022	1.1906e-16	3.0675e-19
4320.0001	1.1881e-16	3.0566e-19
4323.9980	1.1856e-16	2.3099e-19
4327.9958	1.1834e-16	2.5607e-19
4332.0037	1.1812e-16	3.1628e-19
4336.0016	1.1792e-16	3.1198e-19
4339.9995	1.1776e-16	2.9585e-19
4343.9974	1.1758e-16	3.0654e-19
4347.9952	1.1738e-16	3.0817e-19
4352.0031	1.1720e-16	3.1512e-19
4356.0010	1.1708e-16	3.0578e-19
4359.9989	1.1700e-16	3.0421e-19
4363.9968	1.1691e-16	2.8628e-19
4368.0047	1.1684e-16	2.6843e-19
4372.0026	1.1676e-16	2.6895e-19
4376.0004	1.1667e-16	2.6268e-19
4379.9983	1.1661e-16	2.0654e-19
4383.9962	1.1656e-16	2.0475e-19
4388.0041	1.1648e-16	2.0456e-19
4392.0019	1.1640e-16	1.9166e-19
4395.9998	1.1632e-16	2.4499e-19
4399.9977	1.1626e-16	1.9286e-19
4403.9955	1.1623e-16	2.5405e-19
4408.0035	1.1622e-16	2.8885e-19
4412.0013	1.1620e-16	2.8422e-19
4415.9992	1.1621e-16	2.9082e-19
4419.9971	1.1625e-16	2.8682e-19
4424.0050	1.1629e-16	2.9109e-19
4428.0029	1.1633e-16	2.8639e-19
