#wls	flux	flux_err
3650.0000	3.5959e-15	2.6797e-16
3651.2700	3.5927e-15	2.6797e-16
3652.5400	3.5884e-15	2.6797e-16
3653.8100	3.5834e-15	2.6797e-16
3655.0800	3.5765e-15	2.6797e-16
3656.3500	3.5656e-15	2.6797e-16
3657.6200	3.5511e-15	2.6797e-16
3658.9000	3.5354e-15	2.6797e-16
3660.1700	3.5205e-15	2.6797e-16
3661.4400	3.5078e-15	2.6797e-16
3662.7100	3.4983e-15	2.6797e-16
3663.9800	3.4916e-15	2.6797e-16
3665.2500	3.4859e-15	2.6797e-16
3666.5200	3.4791e-15	2.6797e-16
3667.7900	3.4704e-15	2.6797e-16
3669.0600	3.4597e-15	2.6797e-16
3670.3300	3.4461e-15	2.6797e-16
3671.6000	3.4302e-15	2.6797e-16
3672.8700	3.4139e-15	2.6797e-16
3674.1500	3.3996e-15	2.6797e-16
3675.4200	3.3871e-15	2.7658e-16
3676.6900	3.3742e-15	2.7956e-16
3677.9600	3.3592e-15	2.7965e-16
3679.2300	3.3420e-15	2.8004e-16
3680.5000	3.3227e-15	2.8121e-16
3681.7700	3.3023e-15	2.8106e-16
3683.0400	3.2820e-15	2.8026e-16
3684.3100	3.2629e-15	2.7984e-16
3685.5800	3.2442e-15	2.7976e-16
3686.8500	3.2236e-15	2.7984e-16
3688.1200	3.1999e-15	2.8088e-16
3689.3900	3.1727e-15	2.7984e-16
3690.6700	3.1426e-15	2.6938e-16
3691.9400	3.1102e-15	2.5311e-16
3693.2100	3.0750e-15	2.4728e-16
3694.4800	3.0364e-15	2.5222e-16
3695.7500	2.9955e-15	2.5717e-16
3697.0200	2.9560e-15	2.5989e-16
3698.2900	2.9193e-15	2.5095e-16
3699.5600	2.8827e-15	2.3680e-16
3700.8300	2.8430e-15	2.3422e-16
3702.1000	2.8010e-15	2.3510e-16
3703.3700	2.7588e-15	2.3188e-16
3704.6400	2.7158e-15	2.2294e-16
3705.9200	2.6703e-15	2.1846e-16
3707.1900	2.6224e-15	2.1817e-16
3708.4600	2.5744e-15	2.2475e-16
3709.7300	2.5272e-15	2.3758e-16
3711.0000	2.4791e-15	2.5254e-16
3712.2700	2.4296e-15	2.6287e-16
3713.5400	2.3789e-15	2.6551e-16
3714.8100	2.3266e-15	2.6489e-16
3716.0800	2.2731e-15	2.6501e-16
3717.3500	2.2204e-15	2.6511e-16
3718.6200	2.1707e-15	2.6506e-16
3719.8900	2.1226e-15	2.6169e-16
3721.1700	2.0730e-15	2.5339e-16
3722.4400	2.0211e-15	2.4698e-16
3723.7100	1.9686e-15	2.4147e-16
3724.9800	1.9163e-15	2.2913e-16
3726.2500	1.8598e-15	2.1009e-16
3727.5200	1.8008e-15	1.9577e-16
3728.7900	1.7428e-15	1.9113e-16
3730.0600	1.6888e-15	1.9010e-16
3731.3300	1.6380e-15	1.8947e-16
3732.6000	1.5884e-15	1.8794e-16
3733.8700	1.5406e-15	1.8664e-16
3735.1400	1.4949e-15	1.8946e-16
3736.4100	1.4493e-15	1.9790e-16
3737.6900	1.4037e-15	2.0792e-16
3738.9600	1.3627e-15	2.1538e-16
3740.2300	1.3291e-15	2.1968e-16
3741.5000	1.3002e-15	2.2058e-16
3742.7700	1.2694e-15	2.1734e-16
3744.0400	1.2341e-15	2.1276e-16
3745.3100	1.1976e-15	2.1099e-16
3746.5800	1.1666e-15	2.1442e-16
3747.8500	1.1440e-15	2.1510e-16
3749.1200	1.1253e-15	2.1280e-16
3750.3900	1.1066e-15	2.1211e-16
3751.6600	1.0896e-15	2.0942e-16
3752.9400	1.0768e-15	2.0453e-16
3754.2100	1.0663e-15	2.0304e-16
3755.4800	1.0554e-15	2.0651e-16
3756.7500	1.0460e-15	2.0351e-16
3758.0200	1.0409e-15	1.9206e-16
3759.2900	1.0379e-15	1.7716e-16
3760.5600	1.0352e-15	1.6578e-16
3761.8300	1.0331e-15	1.6187e-16
3763.1000	1.0330e-15	1.6190e-16
3764.3700	1.0339e-15	1.6147e-16
3765.6400	1.0361e-15	1.6165e-16
3766.9100	1.0409e-15	1.6453e-16
3768.1800	1.0469e-15	1.6652e-16
3769.4600	1.0520e-15	1.6388e-16
3770.7300	1.0559e-15	1.5619e-16
3772.0000	1.0596e-15	1.4484e-16
3773.2700	1.0616e-15	1.4045e-16
3774.5400	1.0605e-15	1.4246e-16
3775.8100	1.0574e-15	1.4527e-16
3777.0800	1.0558e-15	1.4777e-16
3778.3500	1.0579e-15	1.4879e-16
3779.6200	1.0629e-15	1.4748e-16
3780.8900	1.0690e-15	1.4547e-16
3782.1600	1.0754e-15	1.4680e-16
3783.4300	1.0823e-15	1.5060e-16
3784.7100	1.0904e-15	1.4766e-16
3785.9800	1.0995e-15	1.3863e-16
3787.2500	1.1082e-15	1.3054e-16
