#wls	flux	flux_err
3999.9500	4.6683e-16	1.7636e-16
4001.4200	4.8015e-16	1.7815e-16
4002.8900	4.9363e-16	1.7556e-16
4004.3600	5.0641e-16	1.7370e-16
4005.8200	5.1626e-16	1.7452e-16
4007.2900	5.2497e-16	1.7403e-16
4008.7600	5.3454e-16	1.7282e-16
4010.2300	5.4316e-16	1.7225e-16
4011.6900	5.5027e-16	1.6885e-16
4013.1600	5.5573e-16	1.6410e-16
4014.6300	5.5851e-16	1.5321e-16
4016.0900	5.6061e-16	1.4056e-16
4017.5600	5.6471e-16	1.3000e-16
4019.0300	5.7003e-16	1.2140e-16
4020.5000	5.7648e-16	1.2027e-16
4021.9600	5.8541e-16	1.2028e-16
4023.4300	5.9409e-16	1.2016e-16
4024.9000	5.9995e-16	1.1808e-16
4026.3700	6.0355e-16	1.1188e-16
4027.8300	6.0552e-16	1.1116e-16
4029.3000	6.0512e-16	1.1105e-16
4030.7700	6.0327e-16	1.1098e-16
4032.2400	5.9929e-16	1.1088e-16
4033.7000	5.9508e-16	1.1094e-16
4035.1700	5.9078e-16	1.0919e-16
4036.6400	5.8535e-16	9.9269e-17
4038.1000	5.8080e-16	9.1761e-17
4039.5700	5.7861e-16	8.7050e-17
4041.0400	5.7674e-16	8.1006e-17
4042.5100	5.7460e-16	7.6001e-17
4043.9700	5.7489e-16	7.4615e-17
4045.4400	5.7551e-16	7.4298e-17
4046.9100	5.7425e-16	7.4498e-17
4048.3800	5.7041e-16	7.4289e-17
4049.8400	5.6557e-16	7.2746e-17
4051.3100	5.5847e-16	6.8211e-17
4052.7800	5.4791e-16	6.7211e-17
4054.2500	5.3669e-16	6.5852e-17
4055.7100	5.2723e-16	6.1987e-17
4057.1800	5.1717e-16	5.8288e-17
4058.6500	5.0711e-16	5.8215e-17
4060.1100	5.0023e-16	5.8535e-17
4061.5800	4.9524e-16	5.8694e-17
4063.0500	4.9121e-16	5.6570e-17
4064.5200	4.8915e-16	5.4830e-17
4065.9800	4.8765e-16	5.4446e-17
4067.4500	4.8679e-16	5.7829e-17
4068.9200	4.8804e-16	6.1621e-17
4070.3900	4.8986e-16	6.1109e-17
4071.8500	4.9032e-16	6.0587e-17
4073.3200	4.9169e-16	6.1678e-17
4074.7900	4.9185e-16	7.0500e-17
4076.2600	4.9037e-16	8.2713e-17
4077.7200	4.9182e-16	8.9856e-17
4079.1900	4.9749e-16	9.1748e-17
4080.6600	5.0357e-16	9.1738e-17
4082.1200	5.1068e-16	9.1774e-17
4083.5900	5.1809e-16	9.3056e-17
4085.0600	5.2130e-16	9.6497e-17
4086.5300	5.2073e-16	9.7048e-17
4087.9900	5.2004e-16	9.6414e-17
4089.4600	5.1904e-16	9.6123e-17
4090.9300	5.1681e-16	9.4688e-17
4092.4000	5.1451e-16	9.4259e-17
4093.8600	5.1218e-16	9.4115e-17
4095.3300	5.1000e-16	9.4302e-17
4096.8000	5.0981e-16	9.3810e-17
4098.2700	5.1043e-16	9.4012e-17
4099.7300	5.1206e-16	9.4418e-17
4101.2000	5.1709e-16	9.3305e-17
4102.6700	5.2291e-16	9.1017e-17
4104.1300	5.2830e-16	9.0342e-17
4105.6000	5.3540e-16	9.0573e-17
4107.0700	5.4430e-16	9.0318e-17
4108.5400	5.5121e-16	9.0290e-17
4110.0000	5.5556e-16	9.1521e-17
4111.4700	5.5896e-16	9.3108e-17
4112.9400	5.6159e-16	9.4055e-17
4114.4100	5.6375e-16	9.4354e-17
4115.8700	5.6586e-16	9.4186e-17
4117.3400	5.6830e-16	9.2699e-17
4118.8100	5.7188e-16	9.3287e-17
4120.2800	5.7557e-16	9.6090e-17
4121.7400	5.7699e-16	9.7403e-17
4123.2100	5.7772e-16	9.8338e-17
4124.6800	5.8018e-16	9.3470e-17
4126.1400	5.8293e-16	8.2394e-17
4127.6100	5.8596e-16	7.2917e-17
4129.0800	5.8887e-16	6.8787e-17
4130.5500	5.9195e-16	6.8998e-17
