#wls	flux	flux_err
3797.0000	3.4835e-17	1.1999e-17
3798.5000	3.4410e-17	1.1128e-17
3800.0000	3.4390e-17	1.1032e-17
3801.5000	3.4769e-17	1.1137e-17
3803.0000	3.5413e-17	1.1090e-17
3804.5000	3.6297e-17	1.0926e-17
3806.0000	3.7299e-17	1.0397e-17
3807.5000	3.8189e-17	1.0363e-17
3809.0000	3.8983e-17	1.0511e-17
3810.5000	3.9790e-17	1.0581e-17
3812.0000	4.0659e-17	1.0640e-17
3813.5000	4.1322e-17	1.0743e-17
3815.0000	4.2073e-17	1.0989e-17
3816.5000	4.2949e-17	1.1365e-17
3818.0000	4.3670e-17	1.1631e-17
3819.5000	4.4175e-17	1.1846e-17
3821.0000	4.4844e-17	1.1938e-17
3822.5000	4.5563e-17	1.1999e-17
3824.0000	4.5964e-17	1.1830e-17
3825.5000	4.6257e-17	1.1708e-17
3827.0000	4.6368e-17	1.1696e-17
3828.5000	4.6197e-17	1.1713e-17
3830.0000	4.5860e-17	1.1663e-17
3831.5000	4.5692e-17	1.1588e-17
3833.0000	4.5632e-17	1.1534e-17
3834.5000	4.5574e-17	1.1506e-17
3836.0000	4.5552e-17	1.1472e-17
3837.5000	4.5442e-17	1.1366e-17
3839.0000	4.5284e-17	1.1285e-17
3840.5000	4.5072e-17	1.1073e-17
3842.0000	4.4780e-17	1.0908e-17
3843.5000	4.4699e-17	1.0574e-17
3845.0000	4.5077e-17	1.1661e-17
3846.5000	4.5601e-17	1.2483e-17
3848.0000	4.6214e-17	1.3357e-17
3849.5000	4.7209e-17	1.3870e-17
3851.0000	4.8275e-17	1.4329e-17
3852.5000	4.8967e-17	1.4419e-17
3854.0000	4.9370e-17	1.4342e-17
3855.5000	4.9619e-17	1.4302e-17
3857.0000	4.9610e-17	1.4282e-17
3858.5000	4.9487e-17	1.4373e-17
3860.0000	4.9529e-17	1.4345e-17
3861.5000	4.9781e-17	1.4374e-17
3863.0000	5.0147e-17	1.4309e-17
3864.5000	5.0745e-17	1.4094e-17
3866.0000	5.1444e-17	1.3745e-17
3867.5000	5.2134e-17	1.3703e-17
3869.0000	5.2758e-17	1.4061e-17
3870.5000	5.3488e-17	1.4002e-17
3872.0000	5.4175e-17	1.4417e-17
3873.5000	5.4651e-17	1.5173e-17
3875.0000	5.4950e-17	1.5467e-17
3876.5000	5.5208e-17	1.5525e-17
3878.0000	5.5463e-17	1.5503e-17
3879.5000	5.5684e-17	1.5551e-17
3881.0000	5.6263e-17	1.5766e-17
3882.5000	5.6946e-17	1.5862e-17
3884.0000	5.7762e-17	1.5867e-17
3885.5000	5.8587e-17	1.5865e-17
3887.0000	5.9611e-17	1.5872e-17
3888.5000	6.0790e-17	1.5817e-17
3890.0000	6.2135e-17	1.5823e-17
3891.5000	6.3758e-17	1.5803e-17
3893.0000	6.5684e-17	1.5870e-17
3894.5000	6.7906e-17	1.5545e-17
3896.0000	7.0194e-17	1.4735e-17
3897.5000	7.3016e-17	1.3778e-17
3899.0000	7.5961e-17	1.3058e-17
3900.5000	7.9143e-17	1.2430e-17
3902.0000	8.2443e-17	1.2348e-17
3903.5000	8.5755e-17	1.2345e-17
3905.0000	8.8951e-17	1.2347e-17
3906.5000	9.2482e-17	1.2171e-17
3908.0000	9.6085e-17	1.1883e-17
3909.5000	9.9799e-17	1.2253e-17
3911.0000	1.0365e-16	1.2405e-17
3912.5000	1.0751e-16	1.2481e-17
3914.0000	1.1135e-16	1.2606e-17
3915.5000	1.1508e-16	1.2606e-17
3917.0000	1.1873e-16	1.2447e-17
3918.5000	1.2269e-16	1.1849e-17
3920.0000	1.2674e-16	1.1960e-17
3921.5000	1.3084e-16	1.2129e-17
3923.0000	1.3500e-16	1.2262e-17
3924.5000	1.3920e-16	1.2395e-17
3926.0000	1.4317e-16	1.2703e-17
3927.5000	1.4721e-16	1.2956e-17
3929.0000	1.5103e-16	1.3036e-17
3930.5000	1.5483e-16	1.2813e-17
3932.0000	1.5859e-16	1.2721e-17
3933.5000	1.6223e-16	1.2713e-17
3935.0000	1.6575e-16	1.2719e-17
3936.5000	1.6921e-16	1.2711e-17
3938.0000	1.7251e-16	1.2710e-17
3939.5000	1.7554e-16	1.2698e-17
3941.0000	1.7838e-16	1.2646e-17
3942.5000	1.8097e-16	1.2312e-17
3944.0000	1.8341e-16	1.1668e-17
3945.5000	1.8586e-16	1.1422e-17
3947.0000	1.8842e-16	1.1234e-17
3948.5000	1.9102e-16	1.0913e-17
3950.0000	1.9367e-16	1.0889e-17
3951.5000	1.9640e-16	1.0903e-17
3953.0000	1.9889e-16	1.0920e-17
3954.5000	2.0092e-16	1.0870e-17
3956.0000	2.0275e-16	1.1002e-17
3957.5000	2.0432e-16	1.0862e-17
3959.0000	2.0542e-16	1.0228e-17
3960.5000	2.0638e-16	9.8226e-18
3962.0000	2.0745e-16	9.4938e-18
3963.5000	2.0813e-16	9.1036e-18
3965.0000	2.0875e-16	9.1367e-18
3966.5000	2.0931e-16	9.5355e-18
3968.0000	2.0963e-16	1.0216e-17
3969.5000	2.0974e-16	1.0181e-17
3971.0000	2.0982e-16	9.3961e-18
3972.5000	2.0937e-16	7.9759e-18
3974.0000	2.0844e-16	7.1341e-18
3975.5000	2.0730e-16	6.4349e-18
3977.0000	2.0586e-16	5.8653e-18
3978.5000	2.0416e-16	5.6926e-18
3980.0000	2.0256e-16	5.6491e-18
3981.5000	2.0107e-16	5.5545e-18
3983.0000	1.9948e-16	5.5230e-18
3984.5000	1.9781e-16	5.4570e-18
3986.0000	1.9620e-16	5.5260e-18
3987.5000	1.9439e-16	5.6003e-18
3989.0000	1.9257e-16	5.9236e-18
3990.5000	1.9085e-16	6.3795e-18
3992.0000	1.8910e-16	6.6336e-18
3993.5000	1.8760e-16	6.6406e-18
3995.0000	1.8626e-16	6.7631e-18
3996.5000	1.8498e-16	7.6223e-18
3998.0000	1.8382e-16	8.3124e-18
3999.5000	1.8295e-16	8.9799e-18
4001.0000	1.8202e-16	9.2894e-18
4002.5000	1.8108e-16	9.2961e-18
4004.0000	1.8034e-16	9.3219e-18
4005.5000	1.7976e-16	9.2499e-18
4007.0000	1.7916e-16	9.2473e-18
4008.5000	1.7875e-16	9.3190e-18
4010.0000	1.7869e-16	9.1334e-18
4011.5000	1.7870e-16	9.0433e-18
4013.0000	1.7892e-16	9.0577e-18
4014.5000	1.7937e-16	9.1083e-18
4016.0000	1.7990e-16	9.0520e-18
4017.5000	1.8030e-16	8.6128e-18
4019.0000	1.8078e-16	8.6379e-18
4020.5000	1.8134e-16	9.3420e-18
4022.0000	1.8188e-16	1.0166e-17
4023.5000	1.8243e-16	1.0923e-17
4025.0000	1.8316e-16	1.1522e-17
4026.5000	1.8388e-16	1.1928e-17
4028.0000	1.8464e-16	1.1988e-17
4029.5000	1.8543e-16	1.1990e-17
4031.0000	1.8623e-16	1.2018e-17
4032.5000	1.8699e-16	1.2051e-17
4034.0000	1.8785e-16	1.2116e-17
4035.5000	1.8869e-16	1.2120e-17
4037.0000	1.8969e-16	1.2115e-17
4038.5000	1.9079e-16	1.1991e-17
4040.0000	1.9199e-16	1.1756e-17
4041.5000	1.9326e-16	1.1596e-17
4043.0000	1.9450e-16	1.1633e-17
4044.5000	1.9573e-16	1.1612e-17
4046.0000	1.9694e-16	1.1252e-17
4047.5000	1.9823e-16	1.0822e-17
4049.0000	1.9933e-16	1.0328e-17
4050.5000	2.0037e-16	9.9519e-18
4052.0000	2.0129e-16	9.9260e-18
4053.5000	2.0202e-16	9.9507e-18
4055.0000	2.0250e-16	9.9901e-18
4056.5000	2.0304e-16	1.0061e-17
4058.0000	2.0334e-16	9.9995e-18
4059.5000	2.0344e-16	1.0002e-17
4061.0000	2.0349e-16	9.9103e-18
4062.5000	2.0361e-16	9.8371e-18
4064.0000	2.0374e-16	9.6638e-18
4065.5000	2.0393e-16	9.4076e-18
4067.0000	2.0434e-16	9.2859e-18
4068.5000	2.0468e-16	9.3000e-18
4070.0000	2.0479e-16	8.8655e-18
4071.5000	2.0481e-16	8.1379e-18
4073.0000	2.0456e-16	7.1662e-18
4074.5000	2.0397e-16	6.2653e-18
4076.0000	2.0326e-16	5.6219e-18
4077.5000	2.0257e-16	5.6330e-18
4079.0000	2.0155e-16	5.8950e-18
4080.5000	2.0061e-16	5.9335e-18
4082.0000	1.9957e-16	5.8917e-18
4083.5000	1.9858e-16	5.8746e-18
4085.0000	1.9750e-16	5.9512e-18
4086.5000	1.9627e-16	6.1700e-18
4088.0000	1.9496e-16	6.3443e-18
4089.5000	1.9350e-16	6.4336e-18
4091.0000	1.9179e-16	6.4790e-18
4092.5000	1.8990e-16	6.4366e-18
4094.0000	1.8818e-16	6.3590e-18
4095.5000	1.8660e-16	6.0077e-18
4097.0000	1.8514e-16	5.7752e-18
4098.5000	1.8376e-16	5.5804e-18
4100.0000	1.8258e-16	5.7765e-18
4101.5000	1.8142e-16	5.9169e-18
4103.0000	1.8003e-16	5.9438e-18
4104.5000	1.7864e-16	5.7885e-18
4106.0000	1.7745e-16	5.9074e-18
4107.5000	1.7631e-16	6.3148e-18
4109.0000	1.7517e-16	6.7185e-18
4110.5000	1.7418e-16	7.3952e-18
4112.0000	1.7344e-16	7.7135e-18
4113.5000	1.7280e-16	7.7481e-18
4115.0000	1.7215e-16	7.7552e-18
4116.5000	1.7153e-16	7.7487e-18
4118.0000	1.7100e-16	8.0581e-18
4119.5000	1.7048e-16	8.1471e-18
4121.0000	1.6972e-16	8.3066e-18
4122.5000	1.6896e-16	8.6646e-18
4124.0000	1.6826e-16	8.6605e-18
4125.5000	1.6761e-16	8.4332e-18
4127.0000	1.6686e-16	8.2677e-18
4128.5000	1.6630e-16	8.0427e-18
4130.0000	1.6598e-16	7.9984e-18
4131.5000	1.6572e-16	7.9985e-18
4133.0000	1.6535e-16	7.9675e-18
4134.5000	1.6519e-16	7.9668e-18
4136.0000	1.6504e-16	7.8807e-18
4137.5000	1.6475e-16	7.7747e-18
4139.0000	1.6450e-16	7.7448e-18
4140.5000	1.6445e-16	7.8301e-18
4142.0000	1.6446e-16	7.8756e-18
4143.5000	1.6465e-16	7.8423e-18
4145.0000	1.6493e-16	7.8428e-18
4146.5000	1.6548e-16	7.8570e-18
4148.0000	1.6609e-16	7.8430e-18
4149.5000	1.6661e-16	7.7152e-18
4151.0000	1.6707e-16	7.5577e-18
4152.5000	1.6752e-16	7.4796e-18
4154.0000	1.6783e-16	7.5482e-18
4155.5000	1.6796e-16	7.4291e-18
4157.0000	1.6810e-16	7.1609e-18
4158.5000	1.6822e-16	6.7483e-18
4160.0000	1.6832e-16	5.8952e-18
4161.5000	1.6830e-16	5.3318e-18
4163.0000	1.6829e-16	5.2760e-18
4164.5000	1.6822e-16	5.3293e-18
4166.0000	1.6821e-16	5.3157e-18
4167.5000	1.6824e-16	5.3434e-18
4169.0000	1.6828e-16	5.5400e-18
4170.5000	1.6848e-16	5.4924e-18
4172.0000	1.6866e-16	5.2080e-18
4173.5000	1.6854e-16	5.0975e-18
4175.0000	1.6827e-16	5.0932e-18
4176.5000	1.6793e-16	5.1449e-18
4178.0000	1.6760e-16	5.1439e-18
4179.5000	1.6729e-16	5.0241e-18
4181.0000	1.6719e-16	5.1177e-18
4182.5000	1.6716e-16	5.1319e-18
4184.0000	1.6719e-16	5.2232e-18
4185.5000	1.6705e-16	5.2052e-18
4187.0000	1.6690e-16	5.2111e-18
4188.5000	1.6662e-16	5.3831e-18
4190.0000	1.6622e-16	5.5657e-18
4191.5000	1.6584e-16	5.5514e-18
