MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
55791.76399999735	1.0338186540050852e-15	6.72687191133209e-17	3.882129187346149e-16	4.433953653419381e-18	7.073061599137892e-16	1.7370681189284528e-17	9.874835865258502e-16	1.483597657803317e-17	1.0770057094084268e-15	5.0648008634758936e-17	6.250490809731016e-16	7.415158795140706e-17	nan	nan	nan	nan	1.0224095132642126e-15	6.784182786462387e-17
55791.81399999735	1.0279766461977366e-15	6.711525249042924e-17	3.880869566614289e-16	4.431386065456254e-18	7.063857328595888e-16	1.7336328900987142e-17	9.848816327858406e-16	1.4793812041005698e-17	1.0714744030412282e-15	5.047968863403272e-17	6.186286560170239e-16	7.347163825743149e-17	nan	nan	nan	nan	1.0184717641713843e-15	6.771902796078998e-17
55791.86399999735	1.0221446257560873e-15	6.692428734169114e-17	3.8795709709920933e-16	4.4286278117180594e-18	7.054585387095119e-16	1.7296225988423006e-17	9.822667116517101e-16	1.4749770723761716e-17	1.0659387389888578e-15	5.03111743258042e-17	6.122217207131061e-16	7.28906318145214e-17	nan	nan	nan	nan	1.014519788566949e-15	6.759540051626264e-17
55791.913999997356	1.0163228913305356e-15	6.669596498606638e-17	3.878233551411782e-16	4.425679537213512e-18	7.045247173719573e-16	1.725037925687926e-17	9.79639049544902e-16	1.470386711669303e-17	1.0603991854570366e-15	5.014245758858259e-17	6.058161788439586e-16	7.238853582219299e-17	nan	nan	nan	nan	1.0105539965329367e-15	6.747073865558367e-17
55791.96399999736	1.0105117416177693e-15	6.643045120486198e-17	3.876857458746708e-16	4.422542011614314e-18	7.035844086956254e-16	1.7198800528214857e-17	9.769988728800508e-16	1.4656117472533527e-17	1.0548562106202437e-15	4.997353181937244e-17	5.99399920834891e-16	7.194642535267169e-17	nan	nan	nan	nan	1.0065747975286917e-15	6.734484563378573e-17
55792.01399999736	1.004711475373095e-15	6.61279364503257e-17	3.8754428441645553e-16	4.4192161150040665e-18	7.02637752470595e-16	1.7141506668419198e-17	9.743464080658986e-16	1.460653983031259e-17	1.0493102826245109e-15	4.980439196404206e-17	5.929608202651215e-16	7.15467593015494e-17	nan	nan	nan	nan	1.0025826004037238e-15	6.721753558039759e-17
55792.063999997365	9.989223914226164e-16	6.578863611361904e-17	3.87398985806775e-16	4.415702844439692e-18	7.016848884293695e-16	1.7078519626159812e-17	9.71681881508438e-16	1.4555154038391683e-17	1.0437618695901638e-15	4.963503454320714e-17	5.864867303741864e-16	7.117354601660752e-17	nan	nan	nan	nan	9.985778134105322e-16	6.708863420101221e-17
55792.11399999737	9.931447886756374e-16	6.541279085422157e-17	3.8724986509175833e-16	4.412003310336632e-18	7.007259562479658e-16	1.7009866482580746e-17	9.6900551960371e-16	1.450198178133962e-17	1.038211439614541e-15	4.946545767343389e-17	5.799654805627397e-16	7.081240351479588e-17	nan	nan	nan	nan	9.945608442174433e-16	6.695797943739868e-17
55792.16399999737	9.873789661367804e-16	6.50006669935216e-17	3.8709693745292653e-16	4.408118731588108e-18	6.997610955469455e-16	1.693557951276383e-17	9.663175487471003e-16	1.444704660627704e-17	1.0326594591207552e-15	4.9295658977832064e-17	5.733861486818058e-16	7.044984228681963e-17	nan	nan	nan	nan	9.905320999214038e-16	6.682542208700875e-17
55792.21399999737	9.816252229183913e-16	6.455255697592169e-17	3.8694021785988297e-16	4.4040504529032366e-18	6.987904458924923e-16	1.6855696259129863e-17	9.636181953250915e-16	1.4390373951677805e-17	1.0271063761875795e-15	4.9125614375569265e-17	5.667519182051114e-16	7.006634120616872e-17	nan	nan	nan	nan	9.864919870607883e-16	6.669082638292088e-17
55792.263999997376	9.758838582527034e-16	6.40687799016916e-17	3.8677972147648877e-16	4.3997999208202655e-18	6.97814146797485e-16	1.6770259617583056e-17	9.60907685720107e-16	1.433199117573944e-17	1.021552627469694e-15	4.8955286949009084e-17	5.600747435857663e-16	6.963930986680765e-17	nan	nan	nan	nan	9.82440911628152e-16	6.655407053501476e-17
55792.31399999738	9.701551715041809e-16	6.354968213635614e-17	3.866154633488731e-16	4.3953687056780934e-18	6.968323377225427e-16	1.6679317936657055e-17	9.581862463076298e-16	1.4271927589301008e-17	1.0159986494370418e-15	4.8784641337509897e-17	5.533666865954354e-16	6.914793281158846e-17	nan	nan	nan	nan	9.783792790830203e-16	6.641504723328204e-17
55792.36399999738	9.644394621817708e-16	6.299563800273726e-17	3.864474585938043e-16	4.390758483003358e-18	6.958451580770772e-16	1.6582925130552443e-17	9.554541034603936e-16	1.4210214486009143e-17	1.0104448785499053e-15	4.861364404047347e-17	5.466397871389452e-16	6.857340032879493e-17	nan	nan	nan	nan	9.743074943646306e-16	6.627366411405548e-17
55792.413999997385	9.587370299511356e-16	6.24070505621978e-17	3.8627572222209216e-16	4.3859710471884174e-18	6.948527472203833e-16	1.6481140806640335e-17	9.527114835475964e-16	1.4146885178164318e-17	1.0048917512611814e-15	4.8442263497032895e-17	5.39906067017261e-16	6.789900418660925e-17	nan	nan	nan	nan	9.702259619046655e-16	6.61298441897926e-17
55792.46399999739	9.53048174646964e-16	6.178435249351467e-17	3.861002693563914e-16	4.381008303291579e-18	6.938552444626717e-16	1.6374030408315656e-17	9.499586129287469e-16	1.408197502914644e-17	9.993397040192134e-16	4.827047016182253e-17	5.33177533685411e-16	6.711018828027082e-17	nan	nan	nan	nan	9.661350856399887e-16	6.598352624302502e-17
55792.51399999739	9.47373196285296e-16	6.112800707840501e-17	3.8592111510169725e-16	4.37587226920673e-18	6.928527890661135e-16	1.626166537401875e-17	9.471957179613898e-16	1.4015521491555643e-17	9.937891732702579e-16	4.809823657675979e-17	5.264661840062986e-16	6.619457183834834e-17	nan	nan	nan	nan	9.620352690253493e-16	6.583466518488434e-17
55792.563999997394	9.41712395075664e-16	6.043850930484199e-17	3.85738274445273e-16	4.3705650749801496e-18	6.918455202459777e-16	1.6144123313447986e-17	9.444230249983553e-16	1.394756414249898e-17	9.882405954609408e-16	4.792553743898368e-17	5.197840080011808e-16	6.514196107781634e-17	nan	nan	nan	nan	9.579269150460923e-16	6.56832323785313e-17
55792.6139999974	9.360660714335144e-16	5.97163871005875e-17	3.855517625686395e-16	4.365088966175039e-18	6.908335771716083e-16	1.6021488202025808e-17	9.41640760389332e-16	1.3878144722945306e-17	9.82694407041011e-16	4.775234966446364e-17	5.131429925977579e-16	6.394436370173919e-17	nan	nan	nan	nan	9.538104262308409e-16	6.552921592756803e-17
55792.6639999974	9.304345259924152e-16	5.896220271167789e-17	3.8536159449437953e-16	4.359446294248237e-18	6.898170989675067e-16	1.5893850594702772e-17	9.38849150474187e-16	1.3807307177790533e-17	9.771510444656963e-16	4.75786524478117e-17	5.065551253766168e-16	6.259601978930133e-17	nan	nan	nan	nan	9.496862046641763e-16	6.537262092942413e-17
55792.7139999974	9.248180596163437e-16	5.817655424277793e-17	3.851677853274883e-16	4.353639530140045e-18	6.887962247143772e-16	1.5761307860453817e-17	9.360484215955378e-16	1.373509769381404e-17	9.716109441984109e-16	4.740442731766765e-17	5.000323983170029e-16	6.109346274374888e-17	nan	nan	nan	nan	9.455546519993016e-16	6.521346969347314e-17
55792.763999997405	9.192169734120016e-16	5.736007737899779e-17	3.8497035011409503e-16	4.347671248070614e-18	6.877710934502443e-16	1.56239644387759e-17	9.33238800086181e-16	1.3661564742313804e-17	9.660745427132237e-16	4.7229658188197594e-17	4.935868115426693e-16	5.94356253354844e-17	nan	nan	nan	nan	9.414161694707082e-16	6.505180192338065e-17
55792.81399999741	9.13631568741118e-16	5.651344731209401e-17	3.8476930400040093e-16	4.34154413656912e-18	6.867418441714645e-16	1.5481932119554407e-17	9.3042051227839e-16	1.358675911917221e-17	9.605422764974396e-16	4.705433140598876e-17	4.872303770687465e-16	5.762400885384159e-17	nan	nan	nan	nan	9.37271157906805e-16	6.488767486310016e-17
55792.86399999741	9.080621472326984e-16	5.563738089739167e-17	3.845646620266487e-16	4.3352609991807635e-18	6.857086158337555e-16	1.5335330347946885e-17	9.27593784496712e-16	1.351073398872222e-17	9.550145820541592e-16	4.687843579286284e-17	4.809751225503947e-16	5.566293842560404e-17	nan	nan	nan	nan	9.331200177425661e-16	6.472116340552411e-17
55792.913999997414	9.02509010795376e-16	5.4732639072428465e-17	3.843564392566273e-16	4.328824739646687e-18	6.846715473533272e-16	1.5184286555899924e-17	9.247588430673966e-16	1.3433544923093047e-17	9.494918959048505e-16	4.670196268415788e-17	4.748330950341928e-16	5.355993528599753e-17	nan	nan	nan	nan	9.289631490321494e-16	6.45523601627385e-17
55792.96399999742	8.96972461629684e-16	5.380002957297622e-17	3.841446507953318e-16	4.322238380887011e-18	6.836307776078838e-16	1.50289365219372e-17	9.219159143056949e-16	1.3355249946351055e-17	9.439746545918897e-16	4.652490596248132e-17	4.688163647130353e-16	5.132624793834698e-17	nan	nan	nan	nan	9.24800951461506e-16	6.438137549644623e-17
55793.01399999742	8.914528022404123e-16	5.284040998847608e-17	3.839293116417988e-16	4.315505044319028e-18	6.825864454376855e-16	1.4869424760975575e-17	9.190652245281671e-16	1.3275909576210425e-17	9.384632946810965e-16	4.6347262086954634e-17	4.629370286854156e-16	4.8977599366296785e-17	nan	nan	nan	nan	9.206338243609979e-16	6.420833750696153e-17
55793.06399999742	8.859503354488611e-16	5.1854691205593713e-17	3.8371043696577585e-16	4.3086279730047235e-18	6.8153868964663495e-16	1.4705904946113383e-17	9.162070000487543e-16	1.3195586862596383e-17	9.329582527643605e-16	4.6169030117721327e-17	4.572072147200276e-16	4.653522664020766e-17	nan	nan	nan	nan	9.164621667179832e-16	6.403339197883772e-17
55793.113999997426	8.804653644052454e-16	5.084384129704327e-17	3.8348804184282523e-16	4.301610499370097e-18	6.804876490033115e-16	1.453854036404028e-17	9.133414671721014e-16	1.3114347431259678e-17	9.274599654620795e-16	4.5990211735589593e-17	4.516390850263735e-16	4.4027309601119615e-17	nan	nan	nan	nan	9.122863771894136e-16	6.3856702281039e-17
55793.16399999743	8.749981926009294e-16	4.9808889922385866e-17	3.8326214134262243e-16	4.2944560808666095e-18	6.794334622420384e-16	1.4367504405992837e-17	9.104688522042931e-16	1.3032259519503093e-17	9.219688694258785e-16	4.58108112567661e-17	4.462448400324397e-16	4.1490896780128286e-17	nan	nan	nan	nan	9.08106854114394e-16	6.367844921920872e-17
55793.21399999743	8.695491238808664e-16	4.8750933319007824e-17	3.830327504995235e-16	4.287168269295752e-18	6.783762680639161e-16	1.4192981095877785e-17	9.075893814457842e-16	1.2949394014828086e-17	9.164854013410076e-16	4.56308356425436e-17	4.410367221701371e-16	3.897441191254646e-17	nan	nan	nan	nan	9.03923995526769e-16	6.349883083737858e-17
55793.263999997434	8.641184624558618e-16	4.7671139974853695e-17	3.82799884471503e-16	4.27975072575974e-18	6.773162051379107e-16	1.4015165657114308e-17	9.047032811970289e-16	1.2865824487085516e-17	9.110099979289853e-16	4.545029450374688e-17	4.3602701966945397e-16	3.65406991565005e-17	nan	nan	nan	nan	8.997381991676824e-16	6.331806216623011e-17
55793.31399999744	8.587065129149645e-16	4.6570757090094805e-17	3.825635582517107e-16	4.272207215916724e-18	6.762534121018816e-16	1.3834265119638946e-17	9.018107777499707e-16	1.2781627223135346e-17	9.055430959501849e-16	4.526920009976332e-17	4.312280703621543e-16	3.427021151287828e-17	nan	nan	nan	nan	8.955498624981146e-16	6.31363749147411e-17
55793.36399999744	8.533135802378143e-16	4.5451117953110906e-17	3.8232378695691495e-16	4.264541605747607e-18	6.751880275636873e-16	1.365049896778581e-17	8.989120973977315e-16	1.2696881251004162e-17	9.000851322062634e-16	4.508756733203027e-17	4.266522654959051e-16	3.226317205198528e-17	nan	nan	nan	nan	8.9135938271146e-16	6.29540171018605e-17
55793.41399999744	8.479399698070228e-16	4.4313650377566044e-17	3.8208058564501817e-16	4.256757867941356e-18	6.741201901021538e-16	1.3464099829746137e-17	8.960074664305525e-16	1.2611668366703495e-17	8.946365435428681e-16	4.490541373183605e-17	4.2231205355965233e-16	3.0638236166973795e-17	nan	nan	nan	nan	8.871671567460279e-16	6.277125262465219e-17
55793.463999997446	8.425859874205103e-16	4.315988637122967e-17	3.818339694445618e-16	4.2488600670134736e-18	6.730500382681998e-16	1.3275314207996861e-17	8.930971111334373e-16	1.2526073149001574e-17	8.89197766852113e-16	4.472275944211021e-17	4.1821994412121366e-16	2.9523892004496595e-17	nan	nan	nan	nan	8.829735812976052e-16	6.258836075911886e-17
55793.51399999745	8.372519393039337e-16	4.199147323488431e-17	3.815839534075618e-16	4.240852377437147e-18	6.719777105858755e-16	1.308440324999201e-17	8.90181257789818e-16	1.2440182975723952e-17	8.837692390754345e-16	4.4539627188964056e-17	4.1438850928548853e-16	2.903957540146793e-17	nan	nan	nan	nan	8.787790528319654e-16	6.240563558986324e-17
55793.56399999745	8.319381321230603e-16	4.081018632017678e-17	3.8133055256837405e-16	4.232739068466881e-18	6.709033455534148e-16	1.2891643556168645e-17	8.872601326807702e-16	1.235408802516803e-17	8.78351397921984e-16	4.4356032091069656e-17	4.1082451342722776e-16	2.924104412227872e-17	nan	nan	nan	nan	8.745840041470991e-16	6.222335270321316e-17
55793.613999997455	8.26644872996173e-16	3.9617943707933164e-17	3.810737820967463e-16	4.224524499794925e-18	6.698270816443051e-16	1.2697328021648072e-17	8.843339620865834e-16	1.2267881275855031e-17	8.729446834114065e-16	4.4171959785246753e-17	4.07516273565684e-16	3.0045366072010416e-17	nan	nan	nan	nan	8.703890780154613e-16	6.204161351271485e-17
55793.66399999746	8.213724695064644e-16	3.841682310247963e-17	3.8081365699760156e-16	4.2162131397612884e-18	6.687490573082871e-16	1.2501766705608852e-17	8.814029722816551e-16	1.2181658495784058e-17	8.675495360634877e-16	4.3987392217001e-17	4.044485357457566e-16	3.1320396753652626e-17	nan	nan	nan	nan	8.661949920058507e-16	6.186046626377766e-17
55793.71399999746	8.161212297144858e-16	3.720908126946662e-17	3.805501923582752e-16	4.207809535687768e-18	6.676694109724673e-16	1.2305287719727597e-17	8.784673895405136e-16	1.2095518215576716e-17	8.621663964573679e-16	4.380231400196997e-17	4.016061089944983e-16	3.292877996432353e-17	nan	nan	nan	nan	8.620024636175075e-16	6.167997343366943e-17
55793.76399999746	8.108914621705515e-16	3.5997176370216285e-17	3.8028340327787574e-16	4.1993183342339084e-18	6.665882810423724e-16	1.2108238124343468e-17	8.755274401344138e-16	1.2009561702174967e-17	8.567957052340366e-16	4.3616712488765333e-17	3.9897386083282407e-16	3.474620574043335e-17	nan	nan	nan	nan	8.578122102093575e-16	6.150021223948455e-17
55793.81399999747	8.056834759272224e-16	3.478379355651967e-17	3.800133048143057e-16	4.190744273401246e-18	6.655058059029577e-16	1.1910984816813115e-17	8.725833503334319e-16	1.1923892906092031e-17	8.514379030989279e-16	4.343057781680291e-17	3.965367127996388e-16	3.666925214071228e-17	nan	nan	nan	nan	8.536249490219232e-16	6.132127499979657e-17
55793.86399999747	8.004975805517205e-16	3.3571874173918737e-17	3.7973991201958075e-16	4.182092171080438e-18	6.644221239197051e-16	1.1713915392343704e-17	8.696353464042401e-16	1.1838618402864972e-17	8.460934308246301e-16	4.3243902968684655e-17	3.9427963598748443e-16	3.8616054069209534e-17	nan	nan	nan	nan	8.494413971992609e-16	6.114326943079618e-17
55793.91399999747	7.953340861383929e-16	3.23646488577796e-17	3.79463240028129e-16	4.173366938501683e-18	6.633373734396635e-16	1.1517438951766659e-17	8.666836546139029e-16	1.1753847316790098e-17	8.407627292532795e-16	4.3056683816996425e-17	3.9218764658864837e-16	4.052362890535523e-17	nan	nan	nan	nan	8.452622718108622e-16	6.096631887466522e-17
55793.963999997475	7.901933033212159e-16	3.116567466610843e-17	3.791833039096262e-16	4.1645735706481386e-18	6.622516927924728e-16	1.1321986824649595e-17	8.637285012260807e-16	1.1669691224647652e-17	8.354462392992897e-16	4.2868919165735205e-17	3.9024580145074015e-16	4.2344321128542303e-17	nan	nan	nan	nan	8.410882898735633e-16	6.079056245778972e-17
55794.01399999748	7.850755432862779e-16	2.9978876129997137e-17	3.7890011871020136e-16	4.155717135113298e-18	6.611652202914753e-16	1.1128013168221948e-17	8.6077011250391e-16	1.1586264043082556e-17	8.301444019518132e-16	4.268061078575826e-17	3.884391936407821e-16	4.4042503368598604e-17	nan	nan	nan	nan	8.369201683734688e-16	6.061615517616541e-17
55794.06399999748	7.799811177842456e-16	2.880858965382021e-17	3.786136995171899e-16	4.14680278516812e-18	6.600780942347254e-16	1.0935995394902796e-17	8.578087147081703e-16	1.1503681894108074e-17	8.248576582774311e-16	4.249176344438623e-17	3.867529480167333e-16	4.5591896003044095e-17	nan	nan	nan	nan	8.32758624287837e-16	6.044326790518995e-17
55794.113999997484	7.749103391429525e-16	2.765960997414491e-17	3.783240614532468e-16	4.137835744008829e-18	6.58990452906042e-16	1.0746434371178978e-17	8.548445340971536e-16	1.1422062946568194e-17	8.195864494226466e-16	4.2302384928871605e-17	3.8517221680557423e-16	4.697352048068157e-17	nan	nan	nan	nan	8.286043746070092e-16	6.027208733083832e-17
55794.16399999749	7.698635202798064e-16	2.653723627600862e-17	3.7803121949386214e-16	4.12882131409609e-18	6.579024345761003e-16	1.0559854320901598e-17	8.518777969305918e-16	1.1341527236728699e-17	8.143312166165589e-16	4.211248606369836e-17	3.8368217518683885e-16	4.8174183493994034e-17	nan	nan	nan	nan	8.244581363562924e-16	6.010281579900294e-17
55794.21399999749	7.648409747144784e-16	2.544731393439369e-17	3.777351888323299e-16	4.119764858058294e-18	6.568141775034564e-16	1.0376802355942261e-17	8.489087294623247e-16	1.1262196458562433e-17	8.09092401173323e-16	4.192208072108975e-17	3.8226801688069095e-16	4.918536997434012e-17	nan	nan	nan	nan	8.203206266178792e-16	5.993567107973666e-17
55794.26399999749	7.59843016581326e-16	2.439626556764928e-17	3.774359844676866e-16	4.11067181435976e-18	6.557258199355859e-16	1.0197847546859107e-17	8.459375579522153e-16	1.1184193729669886e-17	8.038704444947964e-16	4.173118582494979e-17	3.809149497395077e-16	5.0002438202515103e-17	nan	nan	nan	nan	8.16192562552746e-16	5.977088604286822e-17
55794.313999997496	7.548699606420334e-16	2.3391102088650217e-17	3.7713362148138096e-16	4.101547673995484e-18	6.546375001099746e-16	1.0023579437479981e-17	8.429645086525322e-16	1.1107643328071328e-17	7.986657880732063e-16	4.153982134780781e-17	3.796081913419957e-16	5.06240329903496e-17	nan	nan	nan	nan	8.1207466142255e-16	5.960870824146979e-17
55794.3639999975	7.49922122298182e-16	2.243940081300511e-17	3.7682811498429476e-16	4.092397993461456e-18	6.535493562551521e-16	9.854605900899517e-18	8.3998980781881725e-16	1.1032670396083368e-17	7.934788734935854e-16	4.134801030037453e-17	3.783329645888586e-16	5.1051653213077784e-17	nan	nan	nan	nan	8.079676406115466e-16	5.944939939958249e-17
55794.4139999975	7.44999817603834e-16	2.1549233867725204e-17	3.7651948002844376e-16	4.083228381348797e-18	6.524615265917323e-16	9.691550231236158e-18	8.370136817029462e-16	1.0959400616913526e-17	7.883101424363794e-16	4.115577871348204e-17	3.7707449329902223e-16	5.1289325430900924e-17	nan	nan	nan	nan	8.038722176484911e-16	5.929323480052365e-17
55794.463999997504	7.401033632781528e-16	2.0729027143227957e-17	3.7620773167761706e-16	4.074044494389608e-18	6.51374149333505e-16	9.535047368730628e-18	8.340363565578422e-16	1.0887959853125366e-17	7.831600366801771e-16	4.096315561242442e-17	3.7581799780539633e-16	5.134334595903732e-17	nan	nan	nan	nan	7.997891102285453e-16	5.914050257229509e-17
55794.51399999751	7.352330767180318e-16	1.998732962888212e-17	3.758928850780158e-16	4.064852045674781e-18	6.502873626884008e-16	9.385739165588831e-18	8.310580586339407e-16	1.0818473758932465e-17	7.780289981041086e-16	4.0770172982636214e-17	3.7454869054925656e-16	5.122206024394399e-17	nan	nan	nan	nan	7.957190362351901e-16	5.899150286656685e-17
55794.56399999751	7.303892760107346e-16	1.9332477696582747e-17	3.7557495521690337e-16	4.055656776209917e-18	6.492013048597211e-16	9.244268619936588e-18	8.280790141845575e-16	1.0751067353981783e-17	7.729174686905419e-16	4.0576865727079114e-17	3.7325177167218216e-16	5.093565151788177e-17	nan	nan	nan	nan	7.916627137621343e-16	5.884654692800915e-17
55794.61399999751	7.255722751765749e-16	1.877191938445023e-17	3.752539574229654e-16	4.0464643972694635e-18	6.481161161672233e-16	9.111260255120005e-18	8.250994517085039e-16	1.0685861974816916e-17	7.67825890527624e-16	4.038327161463574e-17	3.7191242460461436e-16	5.049591100791056e-17	nan	nan	nan	nan	7.876208611352424e-16	5.870595605093129e-17
55794.663999997516	7.207822682078759e-16	1.830608414493214e-17	3.749299121344493e-16	4.037278737081022e-18	6.470319905981713e-16	8.987002079403729e-18	8.221196566473852e-16	1.0622911792570619e-17	7.627547058118316e-16	4.018943121902267e-17	3.705158116499948e-16	4.9915959880961474e-17	nan	nan	nan	nan	7.835941969344475e-16	5.857006042058147e-17
55794.71399999752	7.160193226096026e-16	1.7927908685111423e-17	3.7460284535831876e-16	4.0281016407886446e-18	6.459491786836731e-16	8.87142513115798e-18	8.19139974433236e-16	1.0562200136210251e-17	7.577043570862758e-16	3.999538647929796e-17	3.690474593774372e-16	4.9209422890351187e-17	nan	nan	nan	nan	7.795834336338395e-16	5.843918820229363e-17
55794.76399999752	7.112835005497504e-16	1.7628999080613495e-17	3.7427278330168143e-16	4.018934887020012e-18	6.448679336512878e-16	8.76442993139165e-18	8.161607533574344e-16	1.0503705492662902e-17	7.526752929694606e-16	3.980114735135442e-17	3.675027321083125e-16	4.837869390506594e-17	nan	nan	nan	nan	7.755891224608285e-16	5.831343004917794e-17
55794.813999997525	7.06574864927671e-16	1.740031625096162e-17	3.7393975207745954e-16	4.009780285094277e-18	6.43788508731219e-16	8.665905359889468e-18	8.131823417155483e-16	1.0447405000155738e-17	7.476679684775159e-16	3.9606689961381816e-17	3.6588735912711195e-16	4.741439704903075e-17	nan	nan	nan	nan	7.716116447599563e-16	5.819262590181506e-17
55794.86399999753	7.01893479377645e-16	1.723260042143506e-17	3.7360377798694624e-16	4.000639668928767e-18	6.42711157158254e-16	8.575731345106339e-18	8.102050877951588e-16	1.039327463827489e-17	7.426828390448623e-16	3.941199146280543e-17	3.642075358699964e-16	4.630787797938673e-17	nan	nan	nan	nan	7.676513740885937e-16	5.807661071976185e-17
55794.91399999753	6.972394082726678e-16	1.7116787346307617e-17	3.7326488721958946e-16	3.991514915030245e-18	6.416361321736859e-16	8.493781561755078e-18	8.072293398922266e-16	1.0341289417543117e-17	7.377203602273662e-16	3.921703187577746e-17	3.6246943020512667e-16	4.505249746179903e-17	nan	nan	nan	nan	7.637086843427093e-16	5.796522784907495e-17
55794.96399999753	6.926127167280928e-16	1.7044381603976176e-17	3.7292310599427007e-16	3.98240791984796e-18	6.40563687027199e-16	8.419926076417491e-18	8.042554462997011e-16	1.0291423561785756e-17	7.327809877050979e-16	3.9021794179226664e-17	3.606791843208612e-16	4.364434362879951e-17	nan	nan	nan	nan	7.597839497686517e-16	5.78583300495333e-17
55795.013999997536	6.88013470605344e-16	1.7007764581140993e-17	3.7257846047100307e-16	3.973320618358261e-18	6.394940749788433e-16	8.354033879638226e-18	8.012837553130194e-16	1.024365067926132e-17	7.278651772848908e-16	3.8826264395364674e-17	3.5884291660751294e-16	4.208302233713852e-17	nan	nan	nan	nan	7.558775449749867e-16	5.775578042896324e-17
55795.06399999754	6.8344173651566745e-16	1.7000427738923734e-17	3.7223097690398887e-16	3.964254967110775e-18	6.384275493008535e-16	8.295975243125744e-18	7.983146152260474e-16	1.0197943932491433e-17	7.229733849031354e-16	3.8630431666447716e-17	3.5696672353320664e-16	4.037261450396084e-17	nan	nan	nan	nan	7.519898449443073e-16	5.765745328280656e-17
55795.11399999754	6.788975818238886e-16	1.7017132267507948e-17	3.7188068144146923e-16	3.9552129637761645e-18	6.373643632796787e-16	8.24562384304139e-18	7.953483743367103e-16	1.0154276189771177e-17	7.18106066628296e-16	3.8434288323571255e-17	3.55056681514128e-16	3.8522922238471846e-17	nan	nan	nan	nan	7.481212250450453e-16	5.756323483735764e-17
55795.163999997545	6.743810746521898e-16	1.7054002825305682e-17	3.7152760035530436e-16	3.9461966183338505e-18	6.363047702178106e-16	8.2028585944876e-18	7.923853809409688e-16	1.011262017762881e-17	7.132636786636274e-16	3.8237829947397315e-17	3.5311884877970714e-16	3.655117330924275e-17	nan	nan	nan	nan	7.442720610433508e-16	5.747302389526423e-17
55795.21399999755	6.698922838838513e-16	1.7108565726605838e-17	3.7117175980550926e-16	3.9372079846864535e-18	6.352490234357505e-16	8.16756514827924e-18	7.894259833408072e-16	1.0072948607976084e-17	7.084466773499676e-16	3.8041055420176616e-17	3.5115926723307743e-16	3.4484416205737225e-17	nan	nan	nan	nan	7.404427291148807e-16	5.738673238206759e-17
55795.26399999755	6.654312791671116e-16	1.717974157795401e-17	3.708131860227379e-16	3.928249132609081e-18	6.341973762738947e-16	8.139637009290667e-18	7.864705298351981e-16	1.0035234306985019e-17	7.036555191681787e-16	3.784396696927958e-17	3.4918396430727694e-16	3.236290067440433e-17	nan	nan	nan	nan	7.366336058566905e-16	5.730428579268051e-17
55795.313999997554	6.60998130918992e-16	1.7267800143969207e-17	3.7045190522587133e-16	3.9193221590527716e-18	6.331500820944938e-16	8.118976243707296e-18	7.835193687280898e-16	9.99945031981349e-18	6.988906607419361e-16	3.7646570201600634e-17	3.471989548175916e-16	3.024473784589049e-17	nan	nan	nan	nan	7.328450682990671e-16	5.722562353678784e-17
55795.36399999756	6.565929103290833e-16	1.7374282251031642e-17	3.7008794362201707e-16	3.910429186506353e-18	6.321073942834912e-16	8.105493752928867e-18	7.805728483251327e-16	9.965570007998327e-18	6.941525588404417e-16	3.74488741284515e-17	3.4521024281045917e-16	2.821188004086554e-17	nan	nan	nan	nan	7.290774939174005e-16	5.715069918230116e-17
55795.41399999756	6.522156893634725e-16	1.7501890690077185e-17	3.697213273888499e-16	3.9015723547649246e-18	6.310695662525589e-16	8.09910910204876e-18	7.776313169301443e-16	9.933567128093072e-18	6.894416703810016e-16	3.7250891180910805e-17	3.432238234093832e-16	2.637650062136129e-17	nan	nan	nan	nan	7.253312606440706e-16	5.707948059599996e-17
55795.46399999756	6.478665407685869e-16	1.7654350010920898e-17	3.693520827687972e-16	3.8927538284019545e-18	6.300368514408664e-16	8.099749901334803e-18	7.746951228551911e-16	9.90341589822478e-18	6.847584524316754e-16	3.70526372149241e-17	3.4124568465823e-16	2.4884442157553732e-17	nan	nan	nan	nan	7.216067468803204e-16	5.70119499805928e-17
55795.513999997565	6.435455380751245e-16	1.783623427162688e-17	3.6898023592187374e-16	3.8839757851690456e-18	6.290095033171635e-16	8.107350749789045e-18	7.717646144089353e-16	9.875091044654082e-18	6.801033622141293e-16	3.6854131505658775e-17	3.3928180936236075e-16	2.3908378290444154e-17	nan	nan	nan	nan	7.179043367010981e-16	5.694809941535019e-17
55795.56399999757	6.392527556019293e-16	1.805276250237655e-17	3.686058130963935e-16	3.875240425225692e-18	6.279877753815406e-16	8.121851759975608e-18	7.688401399076335e-16	9.848567837492273e-18	6.754768571060514e-16	3.665539673129439e-17	3.373381769280131e-16	2.3621312864156674e-17	nan	nan	nan	nan	7.142245461240662e-16	5.688782396866689e-17
