MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
55768.513999995994	nan	nan	3.807764714310977e-17	1.2513612758838234e-18	8.758715394809725e-17	4.199266976114024e-18	1.2162925602401334e-16	4.7733697741990094e-18	1.6488286300375714e-16	8.452013346604333e-18	nan	nan	nan	nan	nan	nan	nan	nan
55768.563999996	nan	nan	3.937732045902704e-17	1.2888179503779636e-18	9.074105796430817e-17	4.274700907768328e-18	1.258228049433184e-16	4.901155051155044e-18	1.7077637516778546e-16	8.649051984783258e-18	nan	nan	nan	nan	nan	nan	nan	nan
55768.613999996	nan	nan	4.0676920734110466e-17	1.3259798017238567e-18	9.390587175899835e-17	4.346933691989685e-18	1.300201911788965e-16	5.0275681782807746e-18	1.7669101916190432e-16	8.842754820528225e-18	nan	nan	nan	nan	nan	nan	nan	nan
55768.663999996	nan	nan	4.197642174947916e-17	1.3628506038518237e-18	9.708112354324285e-17	4.415710863118838e-18	1.3422129181983755e-16	5.152760870238447e-18	1.8262669594848025e-16	9.033590579653321e-18	nan	nan	nan	nan	nan	nan	nan	nan
55768.713999996005	nan	nan	4.327579745696342e-17	1.3994360913766175e-18	1.0026634160518505e-16	4.480807803668348e-18	1.3842596337992748e-16	5.276837532220804e-18	1.885833066093352e-16	9.222052751368995e-18	nan	nan	nan	nan	nan	nan	nan	nan
55768.76399999601	nan	nan	4.457502162590917e-17	1.4357436399461157e-18	1.0346105430639451e-16	4.542033056916349e-18	1.426340606882742e-16	5.399905226258514e-18	1.945607522622446e-16	9.408654011151399e-18	nan	nan	nan	nan	nan	nan	nan	nan
55768.81399999601	nan	nan	4.5874068143394185e-17	1.4717820874101523e-18	1.0666479007833138e-16	4.599230455460753e-18	1.4684543857437855e-16	5.522077895711779e-18	2.0055891965498902e-16	9.593755345930912e-18	nan	nan	nan	nan	nan	nan	nan	nan
55768.863999996014	nan	nan	4.71729092364773e-17	1.5075592476046089e-18	1.0987707741873091e-16	4.652280267237544e-18	1.5105995186852692e-16	5.643476068178357e-18	2.065776647410706e-16	9.777374525617894e-18	nan	nan	nan	nan	nan	nan	nan	nan
55768.91399999602	nan	nan	4.847151483055985e-17	1.5430803042836878e-18	1.1309744488796148e-16	4.701099509269546e-18	1.552774554050649e-16	5.7642265293453906e-18	2.1261683961880998e-16	9.959498865221533e-18	nan	nan	nan	nan	nan	nan	nan	nan
55768.96399999602	nan	nan	4.9769854321249903e-17	1.5783510239197095e-18	1.1632542110558732e-16	4.74564153777651e-18	1.5949780401571927e-16	5.884461977363619e-18	2.1867629650223565e-16	1.0140133822092347e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.01399999602	nan	nan	5.1067897292526463e-17	1.613378053007775e-18	1.195605347466733e-16	4.7858949847841915e-18	1.6372085253640689e-16	6.004320648389393e-18	2.247558877203702e-16	1.0319305100874626e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.063999996026	nan	nan	5.236561336957468e-17	1.648168840901709e-18	1.2280231245706602e-16	4.821874894735533e-18	1.6794645580579437e-16	6.123945910857214e-18	2.3085546571622224e-16	1.0497060109387976e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.11399999603	nan	nan	5.366297197743557e-17	1.6827314963800507e-18	1.260502312180865e-16	4.853456481315853e-18	1.7217446865783448e-16	6.243485840052163e-18	2.36974883045911e-16	1.0673468848038256e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.16399999603	nan	nan	5.4959942700088136e-17	1.7170747981514205e-18	1.293037172942104e-16	4.880373183265815e-18	1.7640474593459825e-16	6.363092753974387e-18	2.4311399237777655e-16	1.0848624294863656e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.213999996035	nan	nan	5.625649508030524e-17	1.751208080187455e-18	1.3256219469913425e-16	4.902389169532235e-18	1.8063714247174067e-16	6.482922717970003e-18	2.4927264649146527e-16	1.1022642341296044e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.26399999604	nan	nan	5.755259862554021e-17	1.785141209713116e-18	1.3582508748221402e-16	4.91931234355307e-18	1.8487151321006182e-16	6.603134452160268e-18	2.5545069827706513e-16	1.119566131900932e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.31399999604	nan	nan	5.884822292565863e-17	1.8188845067311643e-18	1.3909181972404383e-16	4.9309990420323455e-18	1.8910771699578708e-16	6.7238649441344656e-18	2.616480007341967e-16	1.1367841155724618e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.36399999604	nan	nan	6.014333751754676e-17	1.8524487196794127e-18	1.423618155321833e-16	4.937358511546689e-18	1.9334561793370439e-16	6.845220753261837e-18	2.678644069710517e-16	1.1539362185968147e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.413999996046	nan	nan	6.143791184979201e-17	1.8858449858874356e-18	1.456344990366801e-16	4.9383573174401975e-18	1.975850804966748e-16	6.967308281338892e-18	2.740997702035993e-16	1.1710423642705887e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.46399999605	nan	nan	6.273191557112588e-17	1.9190847706687603e-18	1.4890929438580554e-16	4.934023819316374e-18	2.0182596915598813e-16	7.090235876028502e-18	2.803539437546457e-16	1.1881241847453837e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.51399999605	nan	nan	6.402531815368213e-17	1.9521798541442625e-18	1.5218562574157164e-16	4.9244528277537714e-18	2.0606814838633858e-16	7.214113603557455e-18	2.8662677871874195e-16	1.2051993561957961e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.563999996055	nan	nan	6.531808922853251e-17	1.9851420549271055e-18	1.5546291727547464e-16	4.9098105334196926e-18	2.1031148265967069e-16	7.339052987676747e-18	2.929181165581996e-16	1.222264148625552e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.61399999606	nan	nan	6.661019870341858e-17	2.0179810421412442e-18	1.587405931625545e-16	4.890339768684958e-18	2.1455583645290465e-16	7.465166718146282e-18	2.9922779630081155e-16	1.2393103486460446e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.66399999606	nan	nan	6.790161675097855e-17	2.0507052847977295e-18	1.6201806640549774e-16	4.866323965164506e-18	2.1880107423719937e-16	7.592568337179499e-18	3.055556570774052e-16	1.2563313460301828e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.713999996064	nan	nan	6.91923135615104e-17	2.083323438805379e-18	1.652947119765739e-16	4.837994283221609e-18	2.2304706049065347e-16	7.721371897022004e-18	3.1190153812085357e-16	1.2733222479255129e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.76399999607	3.154003385875168e-16	1.680443679626003e-17	7.04822593488585e-17	2.115844334283358e-18	1.6856989675694212e-16	4.8056526486018786e-18	2.272936595274284e-16	7.851688842709578e-18	3.1826527876529646e-16	1.2902799580225696e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.81399999607	3.2040887841496635e-16	1.7597899758970543e-17	7.177142426211467e-17	2.1482769665111883e-18	1.718429876143932e-16	4.769714983430662e-18	2.315407338764456e-16	7.98359979599726e-18	3.2464671844493714e-16	1.3072032242332996e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.86399999607	3.2545289147359406e-16	1.899161760337634e-17	7.305977847980371e-17	2.1806304890358036e-18	1.7511335139866726e-16	4.730725083662304e-18	2.3578814496083554e-16	8.117165942507236e-18	3.310456966931369e-16	1.3240926578743335e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.913999996075	3.3053198936420203e-16	2.0853151971691318e-17	7.434729219222362e-17	2.212914169802907e-18	1.7838035493662002e-16	4.689369196135872e-18	2.4003575653603744e-16	8.252444068522165e-18	3.374620531415203e-16	1.3409507268470917e-17	nan	nan	nan	nan	nan	nan	nan	nan
55769.96399999608	3.3564578481852113e-16	2.3058261730395748e-17	7.563393560733214e-17	2.245137395826113e-18	1.8164336502742067e-16	4.646490985838399e-18	2.4428344984666257e-16	8.389463169422656e-18	3.4389562751897336e-16	1.3577817252724536e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.01399999608	3.407938916839436e-16	2.5507879153975642e-17	7.691967886244795e-17	2.27730966028223e-18	1.8490174843770213e-16	4.6031063042850736e-18	2.485311140292251e-16	8.528239504426458e-18	3.503462596505458e-16	1.3745917212287492e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.063999996084	3.4597592490851826e-16	2.812904364085701e-17	7.820449214198244e-17	2.309440527184609e-18	1.881548718968521e-16	4.560416798092019e-18	2.5277863824865324e-16	8.668788948457376e-18	3.568137894566133e-16	1.3913884843845123e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.11399999609	3.5119150052576294e-16	3.086977038490462e-17	7.948834565389334e-17	2.341539623435857e-18	1.914021020921313e-16	4.5198209249947124e-18	2.570259116765531e-16	8.811127136965287e-18	3.6329805695186006e-16	1.4081813949606047e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.16399999609	3.5644023563963705e-16	3.369330066579402e-17	8.077120959436525e-17	2.3736166380131974e-18	1.9464280566394878e-16	4.48292039888806e-18	2.6127282348335243e-16	8.955269531382645e-18	3.6979890222909586e-16	1.4249813188385744e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.21399999609	3.617217484095078e-16	3.6573491747225995e-17	8.205305407717047e-17	2.4056812778276968e-18	1.9787634800776148e-16	4.451505904950456e-18	2.6551926283803844e-16	9.101231452767657e-18	3.763161597345606e-16	1.4417943921243974e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.263999996096	3.670356580351482e-16	3.9491519762960036e-17	8.333384942211198e-17	2.4377432147634683e-18	2.0110208720886768e-16	4.427478049277007e-18	2.697651189051466e-16	9.249028095914887e-18	3.82849649668392e-16	1.4586128020304166e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.3139999961	3.7238158474167444e-16	4.243362272474388e-17	8.461356711453803e-17	2.4698106801573565e-18	2.0431937856531743e-16	4.412879719901415e-18	2.7401028086073495e-16	9.398674523348603e-18	3.893991901186987e-16	1.4754277658524606e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.3639999961	3.777591497646876e-16	4.538957585999247e-17	8.589218011144484e-17	2.5018905510382145e-18	2.0752757730397734e-16	4.4098943868440125e-18	2.782546378684224e-16	9.550185640025794e-18	3.9596459926273626e-16	1.4922319497917205e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.413999996104	3.831679753352688e-16	4.835166011249426e-17	8.716966127564319e-17	2.5339896139283865e-18	2.1072603858055704e-16	4.4207969043432785e-18	2.8249807909889834e-16	9.703576156742905e-18	4.0254569536585706e-16	1.5090195219132932e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.46399999611	3.8860768466509195e-16	5.1313958099486523e-17	8.844598355824271e-17	2.5661146308008137e-18	2.1391411747481794e-16	4.447887955901425e-18	2.8674049371617454e-16	9.858860534398717e-18	4.091422967803614e-16	1.5257861853952023e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.51399999611	3.9407790193154034e-16	5.427186758639478e-17	8.972111978673462e-17	2.5982723167383074e-18	2.1709116898552653e-16	4.4934151281637814e-18	2.9098177089133327e-16	1.0016052920428674e-17	4.157542219444244e-16	1.542529193847131e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.56399999611	3.9957825226284844e-16	5.722176056667431e-17	9.099504298875427e-17	2.6304693411651015e-18	2.2025654802569492e-16	4.5594866310953434e-18	2.952217997890409e-16	1.0175167070277138e-17	4.2238128938094297e-16	1.5592473500262802e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.613999996116	4.0510836172324026e-16	6.016074091989758e-17	9.226772597413308e-17	2.6627123074325435e-18	2.234096094176352e-16	4.647986340431177e-18	2.9946046957461844e-16	1.0336216264293552e-17	4.2902331769655757e-16	1.5759409894612258e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.66399999612	4.10667857298142e-16	6.308646968471414e-17	9.353914179405276e-17	2.6950077086952915e-18	2.265497104126702e-16	4.760492730853791e-18	3.036976695324116e-16	1.049921285946623e-17	4.3568012558041904e-16	1.592611950043558e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.71399999612	4.162563668794033e-16	6.59970373456771e-17	9.480926899188538e-17	2.727357890892736e-18	2.296764392443189e-16	4.8975615773236995e-18	3.079332995799041e-16	1.0664136084827179e-17	4.4235153180317333e-16	1.6092635286262696e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.763999996125	4.218735192504714e-16	6.889086925875724e-17	9.607809631835358e-17	2.7597578203879766e-18	2.327897975346832e-16	5.058205863436273e-18	3.121672786763111e-16	1.0830906469919773e-17	4.490373552157872e-16	1.6259004254477984e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.81399999613	4.275189440717309e-16	7.176665474835725e-17	9.734561343071518e-17	2.7922016641108245e-18	2.358898297272649e-16	5.241061367468416e-18	3.1639952775817703e-16	1.0999438148812687e-17	4.557374147485966e-16	1.6425286771716942e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.86399999613	4.3319227186568723e-16	7.46232933310974e-17	9.861181013927935e-17	2.8246835147330856e-18	2.389765801622372e-16	5.444607201672202e-18	3.206299677578563e-16	1.1169645163650158e-17	4.62451527888924e-16	1.6591548168522825e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.91399999613	4.388931340023449e-16	7.745985348323602e-17	9.987667617194307e-17	2.8571974160780446e-18	2.4205009307674503e-16	5.667249585643144e-18	3.2485851960861996e-16	1.134144169411796e-17	4.691794922450392e-16	1.6757765604141555e-17	nan	nan	nan	nan	nan	nan	nan	nan
55770.96399999614	4.446211626844774e-16	8.02755407018149e-17	1.0114020121539705e-16	2.8897373883150135e-18	2.451104126051979e-16	5.907389063656629e-18	3.290851042430843e-16	1.151474226876496e-17	4.759210914576295e-16	1.6923857650916966e-17	nan	nan	nan	nan	nan	nan	nan	nan
55771.01399999614	4.503759909329922e-16	8.306967252734383e-17	1.0240237499165165e-16	2.9222974095777054e-18	2.481575827795623e-16	6.16347003488445e-18	3.333096425899374e-16	1.1689461943696237e-17	4.826761089492355e-16	1.7089753649549576e-17	nan	nan	nan	nan	nan	nan	nan	nan
55771.06399999614	4.561572525722777e-16	8.584165883496764e-17	1.0366318732278924e-16	2.9548714612457574e-18	2.5119164752960417e-16	6.434014024364748e-18	3.3753205558087897e-16	1.1865516461839815e-17	4.894443282157181e-16	1.7255395529061238e-17	nan	nan	nan	nan	nan	nan	nan	nan
55771.113999996145	4.619645822156035e-16	8.85909861517967e-17	1.0492262787784083e-16	2.9874534903584358e-18	2.5421265068326104e-16	6.71763945426069e-18	3.4175226414368056e-16	1.204282238802858e-17	4.962255328248456e-16	1.7420738033002528e-17	nan	nan	nan	nan	nan	nan	nan	nan
55771.16399999615	4.677976152504862e-16	9.13172050791828e-17	1.0618068643768264e-16	3.0200374698224434e-18	2.5722063596680436e-16	7.01307106153905e-18	3.459701892088634e-16	1.222129722531071e-17	5.030195064150228e-16	1.758574882663464e-17	nan	nan	nan	nan	nan	nan	nan	nan
55771.21399999615	4.736559878241472e-16	9.401992013029106e-17	1.0743735270077866e-16	3.0526173620873566e-18	2.602156470052839e-16	7.319141909187469e-18	3.501857517005327e-16	1.2400859515777333e-17	5.098260326940558e-16	1.77504084956126e-17	nan	nan	nan	nan	nan	nan	nan	nan
55771.263999996154	4.795393368288979e-16	9.66987814617342e-17	1.0869261641268555e-16	3.08518715095737e-18	2.6319772732264734e-16	7.634790457652786e-18	3.5439887254593617e-16	1.2581428920807384e-17	5.166448954377605e-16	1.7914710443024923e-17	nan	nan	nan	nan	nan	nan	nan	nan
55771.31399999616	4.854472998876903e-16	9.935347810204461e-17	1.0994646730130025e-16	3.1177408384741333e-18	2.6616692034216335e-16	7.95905460583681e-18	3.586094726697028e-16	1.2762926293358529e-17	5.234758784887084e-16	1.807866069214559e-17	nan	nan	nan	nan	nan	nan	nan	nan
55771.36399999616	4.913795153394534e-16	1.0198373237154434e-16	1.111988950768599e-16	3.1502724474155794e-18	2.691232693866212e-16	8.291064093170865e-18	3.628174729947592e-16	1.2945273731508222e-17	5.3031876575492e-16	1.8242277601172565e-17	nan	nan	nan	nan	nan	nan	nan	nan
55771.41399999616	4.973356222247503e-16	1.0458929525704196e-16	1.1244988956733344e-16	3.182776030106068e-18	2.720668176786257e-16	8.630032223443188e-18	3.6702279444206815e-16	1.3128394624780601e-17	5.371733412085301e-16	1.8405591494382864e-17	nan	nan	nan	nan	nan	nan	nan	nan
55771.463999996166	5.033152602711078e-16	1.0716994255677525e-16	1.1369944042409215e-16	3.2152456780306242e-18	2.749976083409143e-16	8.975247539256559e-18	3.712253579361276e-16	1.331221368878709e-17	5.44039388884628e-16	1.8568644215591425e-17	nan	nan	nan	nan	nan	nan	nan	nan
55771.51399999617	5.093180698787053e-16	1.0972547165040482e-16	1.1494753739857928e-16	3.2476755171639074e-18	2.779156843966254e-16	9.326065833806496e-18	3.7542508439488843e-16	1.3496656990592412e-17	5.509166925594035e-16	1.8731487635954638e-17	nan	nan	nan	nan	nan	nan	nan	nan
55771.56399999617	5.153436921058002e-16	1.1225569877930385e-16	1.1619417026578448e-16	3.2800597134017624e-18	2.8082108876953796e-16	9.681902716724763e-18	3.796218947364327e-16	1.3681651968702152e-17	5.57805018247798e-16	1.889413007444366e-17	nan	nan	nan	nan	nan	nan	nan	nan
55771.613999996174	5.213917686543727e-16	1.1476045674568768e-16	1.17439328647646e-16	3.3123924789814155e-18	2.8371386428445176e-16	1.0042226837492433e-17	3.83815709877271e-16	1.386712744194716e-17	5.647041051750023e-16	1.905650872710303e-17	nan	nan	nan	nan	nan	nan	nan	nan
55771.66399999618	5.274619418556081e-16	1.1723959295730413e-16	1.18683002413339e-16	3.344668074960686e-18	2.8659405366731806e-16	1.0406553796315346e-17	3.8800645073417585e-16	1.4053013617118644e-17	5.716136904022415e-16	1.921856452009593e-17	nan	nan	nan	nan	nan	nan	nan	nan
