#MJD	band	Flux	Flux_err	FilterSet	Source
56644.97	Bessell_V	7.136599983833231e-17	7.22185992466044e-18	SUDO_PTS	SUDO_PTS
56645.97	Bessell_V	7.003525965601928e-17	7.126144603926358e-18	SUDO_PTS	SUDO_PTS
56646.97	Bessell_V	6.87293333828063e-17	7.031502361935781e-18	SUDO_PTS	SUDO_PTS
56647.97	Bessell_V	6.744775832124647e-17	6.937925956574148e-18	SUDO_PTS	SUDO_PTS
56648.97	Bessell_V	6.6190080401672e-17	6.845408061229528e-18	SUDO_PTS	SUDO_PTS
56649.97	Bessell_V	6.495585402131485e-17	6.753941269734108e-18	SUDO_PTS	SUDO_PTS
56650.97	Bessell_V	6.37446418864265e-17	6.663518101181266e-18	SUDO_PTS	SUDO_PTS
56651.97	Bessell_V	6.255601485734284e-17	6.574131004619968e-18	SUDO_PTS	SUDO_PTS
56652.97	Bessell_V	6.138955179643685e-17	6.485772363627824e-18	SUDO_PTS	SUDO_PTS
56653.97	Bessell_V	6.024483941890738e-17	6.3984345007646965e-18	SUDO_PTS	SUDO_PTS
56654.97	Bessell_V	5.912147214634974e-17	6.3121096819083824e-18	SUDO_PTS	SUDO_PTS
56655.97	Bessell_V	5.801905196305693e-17	6.226790120474156e-18	SUDO_PTS	SUDO_PTS
56656.97	Bessell_V	5.69371882750003e-17	6.142467981519927e-18	SUDO_PTS	SUDO_PTS
56657.97	Bessell_V	5.587549777143963e-17	6.0591353857387364e-18	SUDO_PTS	SUDO_PTS
56658.97	Bessell_V	5.483360428911419e-17	5.976784413340475e-18	SUDO_PTS	SUDO_PTS
56659.97	Bessell_V	5.3811138678965434e-17	5.89540710782453e-18	SUDO_PTS	SUDO_PTS
56660.97	Bessell_V	5.2807738675345516e-17	5.814995479645281e-18	SUDO_PTS	SUDO_PTS
56661.97	Bessell_V	5.1823048767664534e-17	5.735541509772271e-18	SUDO_PTS	SUDO_PTS
56662.97	Bessell_V	5.085672007443074e-17	5.657037153146818e-18	SUDO_PTS	SUDO_PTS
56663.97	Bessell_V	4.990841021963992e-17	5.57947434203704e-18	SUDO_PTS	SUDO_PTS
56664.97	Bessell_V	4.8977783211469504e-17	5.502844989293069e-18	SUDO_PTS	SUDO_PTS
56665.97	Bessell_V	4.806450932323469e-17	5.4271409915043334e-18	SUDO_PTS	SUDO_PTS
56666.97	Bessell_V	4.716826497656427e-17	5.352354232060751e-18	SUDO_PTS	SUDO_PTS
56667.97	Bessell_V	4.6288732626754863e-17	5.278476584119702e-18	SUDO_PTS	SUDO_PTS
56668.97	Bessell_V	4.542560065026315e-17	5.205499913480618e-18	SUDO_PTS	SUDO_PTS
56669.97	Bessell_V	4.457856323429544e-17	5.1334160813689685e-18	SUDO_PTS	SUDO_PTS
56670.97	Bessell_V	4.374732026845675e-17	5.062216947131585e-18	SUDO_PTS	SUDO_PTS
56671.97	Bessell_V	4.293157723841958e-17	4.991894370844979e-18	SUDO_PTS	SUDO_PTS
56672.97	Bessell_V	4.213104512157598e-17	4.922440215838613e-18	SUDO_PTS	SUDO_PTS
56673.97	Bessell_V	4.134544028463498e-17	4.8538463511347696e-18	SUDO_PTS	SUDO_PTS
56674.97	Bessell_V	4.0574484383129685e-17	4.7861046538069e-18	SUDO_PTS	SUDO_PTS
56528.16	sdss_r'	5.744999421628404e-16	1.2401318047343728e-17	SUDO_PTS	SUDO_PTS
56529.16	sdss_r'	5.6459490205995e-16	1.2284362775462287e-17	SUDO_PTS	SUDO_PTS
56530.16	sdss_r'	5.548606362465582e-16	1.2168839125788887e-17	SUDO_PTS	SUDO_PTS
56531.16	sdss_r'	5.452942003773976e-16	1.2054688680247564e-17	SUDO_PTS	SUDO_PTS
56532.16	sdss_r'	5.358927008711005e-16	1.1941856307632304e-17	SUDO_PTS	SUDO_PTS
56533.16	sdss_r'	5.266532940349727e-16	1.1830290013720161e-17	SUDO_PTS	SUDO_PTS
56534.16	sdss_r'	5.175731852048535e-16	1.1719940795985556e-17	SUDO_PTS	SUDO_PTS
56535.16	sdss_r'	5.086496278998092e-16	1.1610762502949217e-17	SUDO_PTS	SUDO_PTS
56536.16	sdss_r'	4.998799229913974e-16	1.1502711698174473e-17	SUDO_PTS	SUDO_PTS
56537.16	sdss_r'	4.912614178872559e-16	1.1395747528905695e-17	SUDO_PTS	SUDO_PTS
56538.16	sdss_r'	4.827915057287672e-16	1.1289831599327013e-17	SUDO_PTS	SUDO_PTS
56539.16	sdss_r'	4.744676246025567e-16	1.1184927848404587e-17	SUDO_PTS	SUDO_PTS
56540.16	sdss_r'	4.662872567655844e-16	1.1081002432262561e-17	SUDO_PTS	SUDO_PTS
56541.16	sdss_r'	4.582479278835969e-16	1.0978023611031294e-17	SUDO_PTS	SUDO_PTS
56542.16	sdss_r'	4.503472062827115e-16	1.0875961640096202e-17	SUDO_PTS	SUDO_PTS
56543.16	sdss_r'	4.425827022139008e-16	1.0774788665666661e-17	SUDO_PTS	SUDO_PTS
56544.16	sdss_r'	4.3495206713016093e-16	1.0674478624577067e-17	SUDO_PTS	SUDO_PTS
56545.16	sdss_r'	4.274529929761412e-16	1.0575007148225504e-17	SUDO_PTS	SUDO_PTS
56546.16	sdss_r'	4.2008321149002047e-16	1.0476351470550318e-17	SUDO_PTS	SUDO_PTS
56547.16	sdss_r'	4.1284049351742194e-16	1.0378490339940554e-17	SUDO_PTS	SUDO_PTS
56548.16	sdss_r'	4.0572264833715544e-16	1.0281403934972685e-17	SUDO_PTS	SUDO_PTS
56549.16	sdss_r'	3.987275229985852e-16	1.0185073783863555e-17	SUDO_PTS	SUDO_PTS
56550.16	sdss_r'	3.918530016704219e-16	1.008948268752748e-17	SUDO_PTS	SUDO_PTS
56551.16	sdss_r'	3.85097005000742e-16	9.994614646124396e-18	SUDO_PTS	SUDO_PTS
56552.16	sdss_r'	3.7845748948804224e-16	9.90045478898521e-18	SUDO_PTS	SUDO_PTS
56553.16	sdss_r'	3.719324468631367e-16	9.806989307800472e-18	SUDO_PTS	SUDO_PTS
56554.16	sdss_r'	3.655199034817116e-16	9.71420539295896e-18	SUDO_PTS	SUDO_PTS
56555.16	sdss_r'	3.5921791972735175e-16	9.622091172923457e-18	SUDO_PTS	SUDO_PTS
56556.16	sdss_r'	3.53024589424861e-16	9.530635656532366e-18	SUDO_PTS	SUDO_PTS
56557.16	sdss_r'	3.469380392636975e-16	9.43982867811716e-18	SUDO_PTS	SUDO_PTS
56558.16	sdss_r'	3.4095642823134853e-16	9.349660845327496e-18	SUDO_PTS	SUDO_PTS
56559.16	sdss_r'	3.3507794705647586e-16	9.26012348955787e-18	SUDO_PTS	SUDO_PTS
56560.16	sdss_r'	3.2930081766166077e-16	9.171208618871845e-18	SUDO_PTS	SUDO_PTS
56561.16	sdss_r'	3.236232926255855e-16	9.082908873322345e-18	SUDO_PTS	SUDO_PTS
56562.16	sdss_r'	3.180436546544867e-16	8.995217482568847e-18	SUDO_PTS	SUDO_PTS
56563.16	sdss_r'	3.1256021606272176e-16	8.908128225695159e-18	SUDO_PTS	SUDO_PTS
56564.16	sdss_r'	3.0717131826229037e-16	8.821635393133897e-18	SUDO_PTS	SUDO_PTS
56565.16	sdss_r'	3.0187533126115803e-16	8.735733750606809e-18	SUDO_PTS	SUDO_PTS
56566.16	sdss_r'	2.9667065317022873e-16	8.650418504992649e-18	SUDO_PTS	SUDO_PTS
56567.16	sdss_r'	2.915557097188177e-16	8.565685272037277e-18	SUDO_PTS	SUDO_PTS
56568.16	sdss_r'	2.865289537784787e-16	8.48153004582344e-18	SUDO_PTS	SUDO_PTS
56569.16	sdss_r'	2.815888648950397e-16	8.3979491699205e-18	SUDO_PTS	SUDO_PTS
56570.16	sdss_r'	2.7673394882870844e-16	8.314939310137227e-18	SUDO_PTS	SUDO_PTS
56571.16	sdss_r'	2.7196273710210634e-16	8.232497428803527e-18	SUDO_PTS	SUDO_PTS
56572.16	sdss_r'	2.6727378655609466e-16	8.150620760509696e-18	SUDO_PTS	SUDO_PTS
56573.16	sdss_r'	2.6266567891325854e-16	8.069306789234541e-18	SUDO_PTS	SUDO_PTS
56574.16	sdss_r'	2.5813702034891834e-16	7.98855322679639e-18	SUDO_PTS	SUDO_PTS
56575.16	sdss_r'	2.5368644106953533e-16	7.908357992563452e-18	SUDO_PTS	SUDO_PTS
56576.16	sdss_r'	2.4931259489838804e-16	7.828719194362777e-18	SUDO_PTS	SUDO_PTS
56577.16	sdss_r'	2.450141588683907e-16	7.749635110529313e-18	SUDO_PTS	SUDO_PTS
56578.16	sdss_r'	2.407898328219323e-16	7.671104173039065e-18	SUDO_PTS	SUDO_PTS
56579.16	sdss_r'	2.3663833901761533e-16	7.593124951672791e-18	SUDO_PTS	SUDO_PTS
56580.16	sdss_r'	2.3255842174377424e-16	7.51569613915873e-18	SUDO_PTS	SUDO_PTS
56581.16	sdss_r'	2.285488469386578e-16	7.438816537245299e-18	SUDO_PTS	SUDO_PTS
56582.16	sdss_r'	2.2460840181715934e-16	7.362485043656621e-18	SUDO_PTS	SUDO_PTS
56583.16	sdss_r'	2.2073589450398294e-16	7.286700639885999e-18	SUDO_PTS	SUDO_PTS
56584.16	sdss_r'	2.1693015367313424e-16	7.211462379784267e-18	SUDO_PTS	SUDO_PTS
56585.16	sdss_r'	2.1319002819362717e-16	7.13676937890202e-18	SUDO_PTS	SUDO_PTS
56586.16	sdss_r'	2.095143867812985e-16	7.062620804546453e-18	SUDO_PTS	SUDO_PTS
56587.16	sdss_r'	2.0590211765662561e-16	6.989015866515395e-18	SUDO_PTS	SUDO_PTS
56588.16	sdss_r'	2.0235212820844414e-16	6.91595380847286e-18	SUDO_PTS	SUDO_PTS
56589.16	sdss_r'	1.9886334466346383e-16	6.8434338999320024e-18	SUDO_PTS	SUDO_PTS
56590.16	sdss_r'	1.9543471176148138e-16	6.771455428812997e-18	SUDO_PTS	SUDO_PTS
56591.16	sdss_r'	1.9206519243619386e-16	6.7000176945449195e-18	SUDO_PTS	SUDO_PTS
56592.16	sdss_r'	1.8875376750151464e-16	6.629120001682078e-18	SUDO_PTS	SUDO_PTS
56593.16	sdss_r'	1.8549943534329795e-16	6.558761654006735e-18	SUDO_PTS	SUDO_PTS
56594.16	sdss_r'	1.8230121161637878e-16	6.488941949091437e-18	SUDO_PTS	SUDO_PTS
56595.16	sdss_r'	1.791581289468354e-16	6.419660173295462e-18	SUDO_PTS	SUDO_PTS
56596.16	sdss_r'	1.7606923663938547e-16	6.350915597171166e-18	SUDO_PTS	SUDO_PTS
56597.16	sdss_r'	1.7303360038982769e-16	6.282707471257138e-18	SUDO_PTS	SUDO_PTS
56598.16	sdss_r'	1.7005030200243995e-16	6.215035022236221e-18	SUDO_PTS	SUDO_PTS
56599.16	sdss_r'	1.6711843911225134e-16	6.147897449437536e-18	SUDO_PTS	SUDO_PTS
56600.16	sdss_r'	1.6423712491210106e-16	6.081293921662638e-18	SUDO_PTS	SUDO_PTS
56601.16	sdss_r'	1.6140548788440457e-16	6.0152235743170184e-18	SUDO_PTS	SUDO_PTS
56602.16	sdss_r'	1.5862267153754336e-16	5.949685506828937e-18	SUDO_PTS	SUDO_PTS
56603.16	sdss_r'	1.5588783414679977e-16	5.8846787803386135e-18	SUDO_PTS	SUDO_PTS
56604.16	sdss_r'	1.5320014849975912e-16	5.82020241564163e-18	SUDO_PTS	SUDO_PTS
56605.16	sdss_r'	1.505588016461005e-16	5.756255391371129e-18	SUDO_PTS	SUDO_PTS
56606.16	sdss_r'	1.479629946517022e-16	5.6928366424042925e-18	SUDO_PTS	SUDO_PTS
56607.16	sdss_r'	1.4541194235698595e-16	5.6299450584792265e-18	SUDO_PTS	SUDO_PTS
56608.16	sdss_r'	1.4290487313942834e-16	5.5675794830091474e-18	SUDO_PTS	SUDO_PTS
56609.16	sdss_r'	1.404410286801659e-16	5.505738712081416e-18	SUDO_PTS	SUDO_PTS
56610.16	sdss_r'	1.3801966373462526e-16	5.4444214936296165e-18	SUDO_PTS	SUDO_PTS
56611.16	sdss_r'	1.3564004590710705e-16	5.383626526767484e-18	SUDO_PTS	SUDO_PTS
56612.16	sdss_r'	1.3330145542925635e-16	5.3233524612740376e-18	SUDO_PTS	SUDO_PTS
56613.16	sdss_r'	1.3100318494235323e-16	5.263597897219951e-18	SUDO_PTS	SUDO_PTS
56614.16	sdss_r'	1.2874453928335578e-16	5.2043613847255056e-18	SUDO_PTS	SUDO_PTS
56615.16	sdss_r'	1.265248352746332e-16	5.145641423841247e-18	SUDO_PTS	SUDO_PTS
56616.16	sdss_r'	1.243434015173229e-16	5.087436464542667e-18	SUDO_PTS	SUDO_PTS
56617.16	sdss_r'	1.2219957818825145e-16	5.029744906830938e-18	SUDO_PTS	SUDO_PTS
56618.16	sdss_r'	1.2009271684035628e-16	4.9725651009319766e-18	SUDO_PTS	SUDO_PTS
56619.16	sdss_r'	1.180221802065482e-16	4.91589534758661e-18	SUDO_PTS	SUDO_PTS
56620.16	sdss_r'	1.1598734200695611e-16	4.8597338984250334e-18	SUDO_PTS	SUDO_PTS
56621.16	sdss_r'	1.1398758675949446e-16	4.804078956419045e-18	SUDO_PTS	SUDO_PTS
56622.16	sdss_r'	1.1202230959369721e-16	4.748928676405968e-18	SUDO_PTS	SUDO_PTS
56623.16	sdss_r'	1.1009091606776111e-16	4.694281165678463e-18	SUDO_PTS	SUDO_PTS
56624.16	sdss_r'	1.0819282198874378e-16	4.6401344846348e-18	SUDO_PTS	SUDO_PTS
56625.16	sdss_r'	1.0632745323586125e-16	4.586486647484392e-18	SUDO_PTS	SUDO_PTS
56626.16	sdss_r'	1.0449424558683263e-16	4.533335623003792e-18	SUDO_PTS	SUDO_PTS
56627.16	sdss_r'	1.0269264454721851e-16	4.480679335338513e-18	SUDO_PTS	SUDO_PTS
56628.16	sdss_r'	1.0092210518270147e-16	4.428515664846346e-18	SUDO_PTS	SUDO_PTS
56629.16	sdss_r'	9.918209195425905e-17	4.376842448978175e-18	SUDO_PTS	SUDO_PTS
56630.16	sdss_r'	9.747207855617755e-17	4.325657483192334e-18	SUDO_PTS	SUDO_PTS
56631.16	sdss_r'	9.579154775685966e-17	4.274958521899002e-18	SUDO_PTS	SUDO_PTS
56632.16	sdss_r'	9.413999124237581e-17	4.224743279431147e-18	SUDO_PTS	SUDO_PTS
56633.16	sdss_r'	9.251690946271362e-17	4.1750094310388926e-18	SUDO_PTS	SUDO_PTS
56634.16	sdss_r'	9.092181148067781e-17	4.1257546139042346e-18	SUDO_PTS	SUDO_PTS
56635.16	sdss_r'	8.935421482339515e-17	4.076976428173326e-18	SUDO_PTS	SUDO_PTS
56636.16	sdss_r'	8.781364533638008e-17	4.028672438003673e-18	SUDO_PTS	SUDO_PTS
56637.16	sdss_r'	8.629963704011589e-17	3.9808401726237265e-18	SUDO_PTS	SUDO_PTS
56638.16	sdss_r'	8.481173198910906e-17	3.933477127402576e-18	SUDO_PTS	SUDO_PTS
56639.16	sdss_r'	8.334948013337328e-17	3.886580764927523e-18	SUDO_PTS	SUDO_PTS
56640.16	sdss_r'	8.191243918230193e-17	3.840148516087518e-18	SUDO_PTS	SUDO_PTS
56641.16	sdss_r'	8.050017447088746e-17	3.794177781160534e-18	SUDO_PTS	SUDO_PTS
56642.16	sdss_r'	7.9112258828247e-17	3.748665930903075e-18	SUDO_PTS	SUDO_PTS
56643.16	sdss_r'	7.774827244841567e-17	3.703610307640217e-18	SUDO_PTS	SUDO_PTS
56644.16	sdss_r'	7.640780276336613e-17	3.6590082263545035e-18	SUDO_PTS	SUDO_PTS
56645.16	sdss_r'	7.509044431821878e-17	3.6148569757724015e-18	SUDO_PTS	SUDO_PTS
56646.16	sdss_r'	7.379579864860274e-17	3.571153819446839e-18	SUDO_PTS	SUDO_PTS
56647.16	sdss_r'	7.252347416013126e-17	3.527895996834636e-18	SUDO_PTS	SUDO_PTS
56648.16	sdss_r'	7.127308600995556e-17	3.485080724367688e-18	SUDO_PTS	SUDO_PTS
56649.16	sdss_r'	7.004425599036043e-17	3.4427051965167582e-18	SUDO_PTS	SUDO_PTS
56650.16	sdss_r'	6.883661241436684e-17	3.4007665868469564e-18	SUDO_PTS	SUDO_PTS
56651.16	sdss_r'	6.764979000330709e-17	3.3592620490639443e-18	SUDO_PTS	SUDO_PTS
56652.16	sdss_r'	6.648342977633784e-17	3.3181887180500328e-18	SUDO_PTS	SUDO_PTS
56653.16	sdss_r'	6.533717894185878e-17	3.2775437108894206e-18	SUDO_PTS	SUDO_PTS
56654.16	sdss_r'	6.421069079080277e-17	3.237324127881831e-18	SUDO_PTS	SUDO_PTS
56655.16	sdss_r'	6.310362459176571e-17	3.197527053543893e-18	SUDO_PTS	SUDO_PTS
56656.16	sdss_r'	6.201564548794539e-17	3.158149557597753e-18	SUDO_PTS	SUDO_PTS
56657.16	sdss_r'	6.094642439585584e-17	3.119188695946235e-18	SUDO_PTS	SUDO_PTS
56658.16	sdss_r'	5.989563790578929e-17	3.0806415116342417e-18	SUDO_PTS	SUDO_PTS
56659.16	sdss_r'	5.886296818399348e-17	3.0425050357958062e-18	SUDO_PTS	SUDO_PTS
56660.16	sdss_r'	5.784810287653555e-17	3.0047762885864845e-18	SUDO_PTS	SUDO_PTS
56661.16	sdss_r'	5.685073501482432e-17	2.9674522801007612e-18	SUDO_PTS	SUDO_PTS
56662.16	sdss_r'	5.587056292275991e-17	2.9305300112740556e-18	SUDO_PTS	SUDO_PTS
56663.16	sdss_r'	5.490729012548582e-17	2.8940064747692e-18	SUDO_PTS	SUDO_PTS
56664.16	sdss_r'	5.396062525971323e-17	2.8578786558470497e-18	SUDO_PTS	SUDO_PTS
56665.16	sdss_r'	5.303028198559149e-17	2.8221435332210614e-18	SUDO_PTS	SUDO_PTS
56666.16	sdss_r'	5.211597890009882e-17	2.7867980798957184e-18	SUDO_PTS	SUDO_PTS
56667.16	sdss_r'	5.121743945192504e-17	2.7518392639885623e-18	SUDO_PTS	SUDO_PTS
56668.16	sdss_r'	5.033439185782296e-17	2.717264049535843e-18	SUDO_PTS	SUDO_PTS
56669.16	sdss_r'	4.946656902040135e-17	2.683069397281618e-18	SUDO_PTS	SUDO_PTS
56670.16	sdss_r'	4.861370844733519e-17	2.6492522654502634e-18	SUDO_PTS	SUDO_PTS
56671.16	sdss_r'	4.7775552171969384e-17	2.615809610502407e-18	SUDO_PTS	SUDO_PTS
56672.16	sdss_r'	4.695184667529079e-17	2.582738387874199e-18	SUDO_PTS	SUDO_PTS
56673.16	sdss_r'	4.6142342809245634e-17	2.5500355526999744e-18	SUDO_PTS	SUDO_PTS
56674.16	sdss_r'	4.534679572137956e-17	2.5176980605183433e-18	SUDO_PTS	SUDO_PTS
56675.16	sdss_r'	4.4564964780776044e-17	2.48572286796169e-18	SUDO_PTS	SUDO_PTS
56676.16	sdss_r'	4.379661350527258e-17	2.4541069334292238e-18	SUDO_PTS	SUDO_PTS
56677.16	sdss_r'	4.3041509489931295e-17	2.4228472177435954e-18	SUDO_PTS	SUDO_PTS
56678.16	sdss_r'	4.229942433674274e-17	2.3919406847911815e-18	SUDO_PTS	SUDO_PTS
56679.16	sdss_r'	4.157013358554222e-17	2.361384302146181e-18	SUDO_PTS	SUDO_PTS
56680.16	sdss_r'	4.085341664611632e-17	2.331175041678554e-18	SUDO_PTS	SUDO_PTS
56681.16	sdss_r'	4.01490567314809e-17	2.3013098801460315e-18	SUDO_PTS	SUDO_PTS
56682.16	sdss_r'	3.9456840792308874e-17	2.271785799770244e-18	SUDO_PTS	SUDO_PTS
56683.16	sdss_r'	3.877655945248861e-17	2.2425997887971643e-18	SUDO_PTS	SUDO_PTS
56684.16	sdss_r'	3.81080069457938e-17	2.2137488420420214e-18	SUDO_PTS	SUDO_PTS
56685.16	sdss_r'	3.7450981053644403e-17	2.185229961418794e-18	SUDO_PTS	SUDO_PTS
56686.16	sdss_r'	3.6805283043941577e-17	2.1570401564545436e-18	SUDO_PTS	SUDO_PTS
56687.16	sdss_r'	3.617071761095652e-17	2.1291764447886758e-18	SUDO_PTS	SUDO_PTS
56688.16	sdss_r'	3.5547092816255846e-17	2.1016358526573584e-18	SUDO_PTS	SUDO_PTS
56689.16	sdss_r'	3.493422003064575e-17	2.0744154153632984e-18	SUDO_PTS	SUDO_PTS
56690.16	sdss_r'	3.433191387711673e-17	2.047512177731019e-18	SUDO_PTS	SUDO_PTS
56691.16	sdss_r'	3.3739992174772274e-17	2.0209231945478874e-18	SUDO_PTS	SUDO_PTS
56692.16	sdss_r'	3.315827588372418e-17	1.9946455309910627e-18	SUDO_PTS	SUDO_PTS
56693.16	sdss_r'	3.258658905093787e-17	1.968676263040579e-18	SUDO_PTS	SUDO_PTS
56694.16	sdss_r'	3.202475875701164e-17	1.9430124778787818e-18	SUDO_PTS	SUDO_PTS
56695.16	sdss_r'	3.1472615063873267e-17	1.9176512742763078e-18	SUDO_PTS	SUDO_PTS
56696.16	sdss_r'	3.0929990963378317e-17	1.89258976296483e-18	SUDO_PTS	SUDO_PTS
56697.16	sdss_r'	3.039672232679515e-17	1.8678250669968076e-18	SUDO_PTS	SUDO_PTS
56698.16	sdss_r'	2.987264785516015e-17	1.8433543220923974e-18	SUDO_PTS	SUDO_PTS
56699.16	sdss_r'	2.935760903048954e-17	1.819174676973815e-18	SUDO_PTS	SUDO_PTS
56700.16	sdss_r'	2.885145006783199e-17	1.7952832936873142e-18	SUDO_PTS	SUDO_PTS
56701.16	sdss_r'	2.835401786814793e-17	1.771677347913015e-18	SUDO_PTS	SUDO_PTS
56702.16	sdss_r'	2.786516197200154e-17	1.748354029262827e-18	SUDO_PTS	SUDO_PTS
56703.16	sdss_r'	2.738473451405068e-17	1.7253105415666308e-18	SUDO_PTS	SUDO_PTS
56704.16	sdss_r'	2.691259017832193e-17	1.702544103147004e-18	SUDO_PTS	SUDO_PTS
56705.16	sdss_r'	2.644858615425649e-17	1.6800519470826587e-18	SUDO_PTS	SUDO_PTS
56706.16	sdss_r'	2.5992582093513834e-17	1.6578313214608249e-18	SUDO_PTS	SUDO_PTS
56707.16	sdss_r'	2.5544440067520494e-17	1.6358794896188242e-18	SUDO_PTS	SUDO_PTS
56708.16	sdss_r'	2.5104024525750185e-17	1.6141937303749894e-18	SUDO_PTS	SUDO_PTS
56709.16	sdss_r'	2.467120225472369e-17	1.5927713382492128e-18	SUDO_PTS	SUDO_PTS
56710.16	sdss_r'	2.4245842337715583e-17	1.5716096236733026e-18	SUDO_PTS	SUDO_PTS
56711.16	sdss_r'	2.3827816115155284e-17	1.5507059131913423e-18	SUDO_PTS	SUDO_PTS
56712.16	sdss_r'	2.3416997145711417e-17	1.5300575496503222e-18	SUDO_PTS	SUDO_PTS
56713.16	sdss_r'	2.301326116804654e-17	1.5096618923811821e-18	SUDO_PTS	SUDO_PTS
56714.16	sdss_r'	2.261648606323166e-17	1.4895163173705323e-18	SUDO_PTS	SUDO_PTS
56715.16	sdss_r'	2.2226551817808772e-17	1.469618217423235e-18	SUDO_PTS	SUDO_PTS
56716.16	sdss_r'	2.184334048748983e-17	1.4499650023160233e-18	SUDO_PTS	SUDO_PTS
56717.16	sdss_r'	2.1466736161482186e-17	1.4305540989424301e-18	SUDO_PTS	SUDO_PTS
56718.16	sdss_r'	2.109662492742854e-17	1.4113829514491385e-18	SUDO_PTS	SUDO_PTS
56719.16	sdss_r'	2.0732894836951704e-17	1.392449021364026e-18	SUDO_PTS	SUDO_PTS
56720.16	sdss_r'	2.037543587179345e-17	1.3737497877160643e-18	SUDO_PTS	SUDO_PTS
56721.16	sdss_r'	2.002413991053678e-17	1.3552827471472544e-18	SUDO_PTS	SUDO_PTS
56722.16	sdss_r'	1.9678900695902486e-17	1.3370454140168303e-18	SUDO_PTS	SUDO_PTS
56723.16	sdss_r'	1.9339613802609028e-17	1.3190353204978683e-18	SUDO_PTS	SUDO_PTS
56724.16	sdss_r'	1.9006176605786876e-17	1.301250016666529e-18	SUDO_PTS	SUDO_PTS
56725.16	sdss_r'	1.867848824993746e-17	1.2836870705841083e-18	SUDO_PTS	SUDO_PTS
56726.16	sdss_r'	1.835644961842695e-17	1.266344068372039e-18	SUDO_PTS	SUDO_PTS
56727.16	sdss_r'	1.8039963303506348e-17	1.24921861428008e-18	SUDO_PTS	SUDO_PTS
56513.06	Bessell_I	6.13458775879656e-16	1.2969085757648834e-17	SUDO_PTS	SUDO_PTS
56514.06	Bessell_I	6.029163574516722e-16	1.2855013848016786e-17	SUDO_PTS	SUDO_PTS
56515.06	Bessell_I	5.925551127075294e-16	1.2743041975493799e-17	SUDO_PTS	SUDO_PTS
56516.06	Bessell_I	5.823719281392653e-16	1.2633046898881912e-17	SUDO_PTS	SUDO_PTS
56517.06	Bessell_I	5.723637437452088e-16	1.2524912128325945e-17	SUDO_PTS	SUDO_PTS
56518.06	Bessell_I	5.625275521104622e-16	1.2418527669402259e-17	SUDO_PTS	SUDO_PTS
56519.06	Bessell_I	5.528603975031876e-16	1.2313789768775056e-17	SUDO_PTS	SUDO_PTS
56520.06	Bessell_I	5.433593749864222e-16	1.2210600662274915e-17	SUDO_PTS	SUDO_PTS
56521.06	Bessell_I	5.340216295451566e-16	1.2108868326164677e-17	SUDO_PTS	SUDO_PTS
56522.06	Bessell_I	5.24844355228417e-16	1.20085062322713e-17	SUDO_PTS	SUDO_PTS
56523.06	Bessell_I	5.158247943060889e-16	1.1909433107578689e-17	SUDO_PTS	SUDO_PTS
56524.06	Bessell_I	5.069602364402314e-16	1.1811572698797356e-17	SUDO_PTS	SUDO_PTS
56525.06	Bessell_I	4.982480178706317e-16	1.1714853542351473e-17	SUDO_PTS	SUDO_PTS
56526.06	Bessell_I	4.896855206143592e-16	1.1619208740153815e-17	SUDO_PTS	SUDO_PTS
56527.06	Bessell_I	4.812701716790718e-16	1.15245757414731e-17	SUDO_PTS	SUDO_PTS
56528.06	Bessell_I	4.729994422898427e-16	1.1430896131137926e-17	SUDO_PTS	SUDO_PTS
56529.06	Bessell_I	4.648708471292759e-16	1.1338115424265642e-17	SUDO_PTS	SUDO_PTS
56530.06	Bessell_I	4.568819435906793e-16	1.1246182867653543e-17	SUDO_PTS	SUDO_PTS
56531.06	Bessell_I	4.490303310440715e-16	1.1155051247923638e-17	SUDO_PTS	SUDO_PTS
56532.06	Bessell_I	4.4131365011480337e-16	1.1064676706470735e-17	SUDO_PTS	SUDO_PTS
56533.06	Bessell_I	4.3372958197457705e-16	1.097501856122629e-17	SUDO_PTS	SUDO_PTS
56534.06	Bessell_I	4.2627584764464796e-16	1.0886039135217318e-17	SUDO_PTS	SUDO_PTS
56535.06	Bessell_I	4.189502073110016e-16	1.0797703591870645e-17	SUDO_PTS	SUDO_PTS
56536.06	Bessell_I	4.117504596512996e-16	1.0709979776987138e-17	SUDO_PTS	SUDO_PTS
56537.06	Bessell_I	4.0467444117339255e-16	1.0622838067288518e-17	SUDO_PTS	SUDO_PTS
56538.06	Bessell_I	3.9772002556519974e-16	1.0536251225420295e-17	SUDO_PTS	SUDO_PTS
56539.06	Bessell_I	3.9088512305576145e-16	1.0450194261278374e-17	SUDO_PTS	SUDO_PTS
56540.06	Bessell_I	3.841676797872732e-16	1.0364644299513405e-17	SUDO_PTS	SUDO_PTS
56541.06	Bessell_I	3.7756567719790984e-16	1.0279580453055895e-17	SUDO_PTS	SUDO_PTS
56542.06	Bessell_I	3.7107713141525697e-16	1.0194983702496241e-17	SUDO_PTS	SUDO_PTS
56543.06	Bessell_I	3.6470009266016536e-16	1.0110836781146962e-17	SUDO_PTS	SUDO_PTS
56544.06	Bessell_I	3.584326446608524e-16	1.0027124065609314e-17	SUDO_PTS	SUDO_PTS
56545.06	Bessell_I	3.522729040770698e-16	9.943831471662699e-18	SUDO_PTS	SUDO_PTS
