#wls	flux	fluxerr	mangling_mask
4.476484E+03	9.895879E-16	6.625947E-17	2.481787E+00
4.481008E+03	9.582006E-16	6.522446E-17	2.481742E+00
4.485532E+03	9.279811E-16	6.424835E-17	2.481697E+00
4.490056E+03	8.952066E-16	6.322142E-17	2.481653E+00
4.494580E+03	8.531026E-16	6.195951E-17	2.481609E+00
4.499104E+03	8.041512E-16	6.055758E-17	2.481565E+00
4.503628E+03	7.507844E-16	5.561106E-17	2.481522E+00
4.508152E+03	7.055838E-16	5.808043E-17	2.481479E+00
4.512676E+03	6.831643E-16	8.342285E-17	2.481437E+00
4.517200E+03	7.068501E-16	1.163488E-16	2.481395E+00
4.521724E+03	7.851002E-16	1.475237E-16	2.481353E+00
4.526248E+03	9.224278E-16	1.654022E-16	2.481312E+00
4.530772E+03	1.103992E-15	1.657482E-16	2.481271E+00
4.535296E+03	1.308279E-15	1.772849E-16	2.481231E+00
4.539820E+03	1.515785E-15	2.290749E-16	2.481191E+00
4.544344E+03	1.718148E-15	2.939454E-16	2.481152E+00
4.548868E+03	1.909490E-15	3.464918E-16	2.481113E+00
4.553392E+03	2.088445E-15	3.646621E-16	2.481075E+00
4.557916E+03	2.260249E-15	3.641262E-16	2.481037E+00
4.562440E+03	2.426120E-15	3.789367E-16	2.480999E+00
4.566965E+03	2.578712E-15	4.104430E-16	2.480962E+00
4.571489E+03	2.710908E-15	4.388478E-16	2.480926E+00
4.576013E+03	2.809856E-15	4.398443E-16	2.480890E+00
4.580537E+03	2.868860E-15	4.367643E-16	2.480854E+00
4.585061E+03	2.889410E-15	4.434611E-16	2.480819E+00
4.589585E+03	2.871260E-15	4.385960E-16	2.480784E+00
4.594109E+03	2.835993E-15	4.154806E-16	2.480750E+00
4.598633E+03	2.788821E-15	3.734101E-16	2.480716E+00
4.603157E+03	2.742147E-15	3.486614E-16	2.480683E+00
4.607681E+03	2.713584E-15	3.529315E-16	2.480650E+00
4.612205E+03	2.706603E-15	3.572385E-16	2.480618E+00
4.616729E+03	2.692181E-15	3.335805E-16	2.480587E+00
4.621253E+03	2.752176E-15	2.946398E-16	2.480555E+00
4.625777E+03	2.862774E-15	2.895609E-16	2.480525E+00
4.630301E+03	2.988004E-15	3.086254E-16	2.480495E+00
4.634825E+03	3.112488E-15	3.187427E-16	2.480465E+00
4.639349E+03	3.214645E-15	3.132909E-16	2.480436E+00
4.643873E+03	3.282075E-15	3.073384E-16	2.480407E+00
4.648397E+03	3.304610E-15	3.069077E-16	2.480379E+00
4.652921E+03	3.292667E-15	3.037125E-16	2.480352E+00
4.657445E+03	3.267332E-15	2.818057E-16	2.480325E+00
4.661969E+03	3.247455E-15	2.418969E-16	2.480299E+00
4.666493E+03	3.235020E-15	3.542263E-16	2.480273E+00
4.671017E+03	3.231019E-15	3.739549E-16	2.480248E+00
4.675541E+03	3.226770E-15	3.699472E-16	2.480223E+00
4.680065E+03	3.197968E-15	3.566971E-16	2.480199E+00
4.684589E+03	3.137422E-15	3.455704E-16	2.480175E+00
4.689113E+03	3.056292E-15	3.500515E-16	2.480152E+00
4.693637E+03	2.961027E-15	3.535501E-16	2.480130E+00
4.698161E+03	2.870229E-15	3.530974E-16	2.480108E+00
