time,logL_BVRI,logL_BVRI_err
54925.05,1.2053191923489803,0.0
54925.25,1.2873624582194485,0.0
54925.55,1.3818028648883554,0.0
54927.24,1.6233720727103982,0.0
54929.43,1.703979761781205,0.0
54931.62,1.7413033072649866,0.0
54933.81,1.773251007871989,0.0
54936.0,1.823301051436643,1.4499487589301207e-06
54937.0,1.8229886901102657,3.999015320611023e-05
54939.0,1.820808038698146,8.090313299507027e-05
54941.0,1.8122967465296018,8.381718645518144e-05
54943.0,1.801168629433173,8.02250502437345e-05
54945.0,1.7853827190972926,7.157002570491687e-05
54947.0,1.7642709478369911,7.535217703568867e-05
54949.0,1.739850524069272,8.562697117311308e-05
54951.0,1.7150955608410163,0.0001103728610437279
54953.0,1.6920604797876553,0.00014122065856937298
54955.0,1.6708165905020929,0.00015336522248882877
54957.0,1.6515623716545056,0.00014373316767020517
54959.0,1.6338681733067333,0.00011819841758742016
54961.0,1.6172796586642664,8.60220320694858e-05
54963.0,1.6022324004486372,6.14341857639761e-05
54965.0,1.5876647376953776,5.834093158789003e-05
54967.0,1.5743764763529926,5.806600285234654e-05
54969.0,1.5601555751610823,5.14019741563183e-05
54971.0,1.544411086969743,1.6845099035607806e-07
54973.03,1.532509616878897,7.117081014666056e-05
54975.07,1.5262735156861842,6.873365519058429e-05
54977.1,1.5167189856513128,8.401671243348024e-05
54979.13,1.504522061411964,0.00012905415863047318
54981.17,1.496500496371819,0.0001652428000520838
54983.2,1.4898129018663784,0.00017368950050618086
54985.23,1.4787282154341745,0.00023489213835830891
54987.27,1.4683127029131102,0.0002745607825227819
54989.3,1.4596830195019368,0.0002883737947697791
54991.33,1.4536653381050906,0.0002802319983944735
54993.37,1.449618203262978,0.00025646000399873577
54995.4,1.4437872133314325,0.00027850205449514063
54997.43,1.4369197448061815,0.00032362890563538034
54999.47,1.4310752519714691,0.00034015391633713805
55001.5,1.4257233451310063,0.00032341009568999813
55003.53,1.4409083039486563,0.00047911320464056733
55005.57,1.4328177551815342,0.0005572990163083017
55007.6,1.4259331057672966,0.0006368167615241272
55009.63,1.419470138298351,0.0006916355525336628
55011.67,1.412470653778478,0.0007202396311075283
55013.7,1.4040133663899153,0.0007269439195215986
55015.73,1.3939506622535909,0.0007127540498652693
55017.77,1.3823707672629442,0.0006784081748362272
55019.8,1.3685219491804606,0.0006214068920493809
55021.83,1.3526269942104931,0.0005390595051854546
55023.87,1.3346945337026612,0.00043035241484206896
55025.9,1.3110141741923889,0.0002848517427026418
55027.93,1.2764091830520194,0.00017200849762101625
55029.97,1.2530356588925597,0.000246579386262944
55032.0,1.2261966103491702,9.310728635576198e-05
55033.98,1.1974508738904106,6.53698970387952e-05
55035.97,1.164759209011686,7.17050964300564e-05
55037.95,1.1153935860450932,0.00015526760472043345
55039.94,1.0619702809829716,0.00017344070957192844
55041.92,1.001893517718885,0.00013757715214798448
55043.9,0.9470030311189853,0.00023272231313175334
55045.89,0.8930491265561622,0.0002965350113492793
55047.87,0.8386986360124139,0.0003318046151568052
55049.85,0.7859356220099841,0.00034233971782400086
55051.84,0.7396081252266558,0.0003221903990194226
55053.82,0.7002934516289736,0.00025869697764579813
55055.81,0.6550074268408113,0.000104634003943752
55057.79,0.6422615338793263,0.00023655175031385978
55059.77,0.6288056879675797,0.00031098952404551224
55061.76,0.6182763339088903,0.0003197449656922124
55063.74,0.6093660863758965,0.00017933956823115672
55065.73,0.6020930344259154,0.00037360917057838904
55067.71,0.5878791634939314,0.0004349625766383266
55069.69,0.5744766788985146,0.0004713358864145102
55071.68,0.5620860062465228,0.000490048695792758
55073.66,0.5498970112146563,0.0004936486252008714
55075.65,0.536842182101795,0.0004861737040469788
55077.63,0.523739546188929,0.0004751218968618438
55079.61,0.5120885144206192,0.0004983265612506078
55081.6,0.5009738514725866,0.0006106586827268217
55083.58,0.49348265012257186,0.0007212458218881433
55085.56,0.48751387115012124,0.0008206672020548821
55087.55,0.48223854969612023,0.0009084076791950373
55089.53,0.47761555378517456,0.0009828972925431932
55091.52,0.47366400907516704,0.0010453191844930361
55093.5,0.4706524796572908,0.0011026738611456576
55095.48,0.46746009599857524,0.0011528526558979482
55097.47,0.4648498526141041,0.0011924653693741888
55099.45,0.4625031214299139,0.0012258526322513257
55101.44,0.4604534331469931,0.001252944254884304
55103.42,0.4587110929163635,0.0012743243008566801
55105.4,0.4570667918566629,0.0012900061925293239
55107.39,0.4555200897779886,0.0013001020641866929
55109.37,0.45407736707059276,0.0013056756267178062
55111.35,0.45252720770827387,0.001305477607804905
55113.34,0.45086781404995036,0.0013002308229400294
55115.32,0.4490930208902676,0.0012907941783997245
55117.31,0.4470008149830198,0.0012756439444592408
55119.29,0.44457765132805727,0.00125550160937426
55121.27,0.44183863033146853,0.0012314664777720893
55123.26,0.4385461583878181,0.0012015487989673447
55155.0,0.24585728970348225,1.7553011406633152e-06
55157.0,0.21312105269536416,1.083920632183677e-06
