MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	swift_UVM2	swift_UVM2_err	swift_UVW2	swift_UVW2_err
54963.683399955145	2.727271552186759e-15	1.71393205128785e-15	2.6346598877864974e-15	5.871533474089524e-17	4.209119047314134e-15	1.5766117978138548e-16	7.595726784186933e-16	2.113715300933631e-15	4.488116708583647e-15	2.4272588308609117e-16	nan	nan	nan	nan
54963.73339995515	2.7263459640811776e-15	1.7104426157599765e-15	2.6342965494348577e-15	5.871304176220833e-17	4.207231674608593e-15	1.5718206582182976e-16	7.582505842676066e-16	2.113342836122994e-15	4.486129011782426e-15	2.42347975340135e-16	nan	nan	nan	nan
54963.78339995515	2.7254847010315408e-15	1.7067490307706912e-15	2.6339337975660082e-15	5.870849949578145e-17	4.205337626099526e-15	1.5669258378195926e-16	7.569673855008801e-16	2.112835647225614e-15	4.4841595030138115e-15	2.419499906818043e-16	nan	nan	nan	nan
54963.833399955154	2.7246875202429693e-15	1.70285154406941e-15	2.6335715983500438e-15	5.870171198809539e-17	4.203436944117227e-15	1.5619294199075015e-16	7.557228079386767e-16	2.112193774947207e-15	4.482208119012397e-15	2.4153199057622245e-16	nan	nan	nan	nan
54963.88339995516	2.7239541800176362e-15	1.698750421622056e-15	2.633209917957493e-15	5.869268356756755e-17	4.201529670688731e-15	1.5568335411961361e-16	7.545165789364007e-16	2.111417256739751e-15	4.480274796584542e-15	2.410940388978502e-16	nan	nan	nan	nan
54963.93339995516	2.72328443973852e-15	1.6944459477562694e-15	2.632848722558273e-15	5.868141884526102e-17	4.199615848169605e-15	1.5516403927532755e-16	7.533484273507811e-16	2.110506126840879e-15	4.478359472609732e-15	2.4063620195140344e-16	nan	nan	nan	nan
54963.98339995516	2.7226780598530548e-15	1.6899384253165536e-15	2.6324879783228102e-15	5.866792271518602e-17	4.197695518637426e-15	1.5463522192183024e-16	7.522180835059815e-16	2.109460416316478e-15	4.476462084039276e-15	2.401585484941774e-16	nan	nan	nan	nan
54964.033399955166	2.722134801856868e-15	1.6852281758295814e-15	2.6321276514207922e-15	5.865220035483288e-17	4.195768724346676e-15	1.5409713199591069e-16	7.511252791597247e-16	2.108280153106563e-15	4.474582567895999e-15	2.3966114975863437e-16	nan	nan	nan	nan
54964.08339995517	2.72165442827757e-15	1.6803155396797176e-15	2.6317677080218806e-15	5.86342572257046e-17	4.1938355075771056e-15	1.5355000483829313e-16	7.500697474694141e-16	2.1069653620744127e-15	4.472720861273488e-15	2.3914407947708184e-16	nan	nan	nan	nan
54964.13339995517	2.721236702658263e-15	1.6752008762951957e-15	2.6314081142950998e-15	5.861409907387921e-17	4.191895910456836e-15	1.5299408128825783e-16	7.49051222958268e-16	2.1055160650590205e-15	4.470876901336556e-15	2.3860741390615277e-16	nan	nan	nan	nan
54964.183399955175	2.72088138954156e-15	1.6698845643449088e-15	2.6310488364098564e-15	5.859173193082707e-17	4.189949975215076e-15	1.5242960761836702e-16	7.480694414813922e-16	2.1039322809308632e-15	4.4690506253197405e-15	2.380512318534427e-16	nan	nan	nan	nan
54964.23339995518	2.720588254452896e-15	1.6643670019461516e-15	2.630689840534512e-15	5.856716211386702e-17	4.187997743979947e-15	1.5185683559502565e-16	7.471241401919402e-16	2.1022140256510646e-15	4.467241970527601e-15	2.3747561470466385e-16	nan	nan	nan	nan
54964.28339995518	2.720357063884506e-15	1.6586486068836132e-15	2.6303310928375296e-15	5.85403962270596e-17	4.186039258854297e-15	1.5127602244234787e-16	7.462150575071688e-16	2.1003613123339312e-15	4.465450874333984e-15	2.3688064645199316e-16	nan	nan	nan	nan
54964.33339995518	2.7201875852790144e-15	1.6527298168398823e-15	2.6299725594866337e-15	5.851144116187256e-17	4.18407456226951e-15	1.5068743085206068e-16	7.453419330745551e-16	2.098374151312926e-15	4.46367727418154e-15	2.3626641372380937e-16	nan	nan	nan	nan
54964.383399955186	2.7200795870129193e-15	1.6466110896375598e-15	2.6296142066491912e-15	5.848030409822808e-17	4.1821036963284354e-15	1.5009132897981916e-16	7.445045077378149e-16	2.096252550210141e-15	4.461921107581403e-15	2.3563300581550665e-16	nan	nan	nan	nan
54964.43339995519	2.7200328383805203e-15	1.6402929034935584e-15	2.6292560004922377e-15	5.844699250523586e-17	4.180126703133923e-15	1.4948799041231433e-16	7.437025235029642e-16	2.093996514009247e-15	4.460182312112534e-15	2.349805147215535e-16	nan	nan	nan	nan
54964.48339995519	2.720047109577315e-15	1.6337757572856956e-15	2.628897907182273e-15	5.841151414219761e-17	4.178143625041539e-15	1.4887769418344427e-16	7.429357235043394e-16	2.0916060451320096e-15	4.458460825421618e-15	2.343090351687965e-16	nan	nan	nan	nan
54964.533399955195	2.7201221716837882e-15	1.6270601708320593e-15	2.628539892885058e-15	5.837387705949755e-17	4.176154504027774e-15	1.4826072467754954e-16	7.422038519705507e-16	2.089081143518419e-15	4.456756585222426e-15	2.3361866465121534e-16	nan	nan	nan	nan
54964.5833999552	2.720257796648904e-15	1.6201466851833886e-15	2.6281819237655117e-15	5.833408959981304e-17	4.174159382448196e-15	1.4763737166569378e-16	7.415066541904591e-16	2.086421806710433e-15	4.455069529295176e-15	2.32909503466008e-16	nan	nan	nan	nan
54964.6333999552	2.720453757273715e-15	1.6130358629289605e-15	2.627823965989217e-15	5.829216039913722e-17	4.172158302405654e-15	1.4700793020796602e-16	7.408438764790632e-16	2.083628029939437e-15	4.453399595486466e-15	2.32181654750892e-16	nan	nan	nan	nan
54964.683399955204	2.7207098271949743e-15	1.6057282885163722e-15	2.6274659857191544e-15	5.824809838769803e-17	4.170151306078813e-15	1.463727006446186e-16	7.402152661433813e-16	2.080699806217424e-15	4.45174672170874e-15	2.3143522452333883e-16	nan	nan	nan	nan
54964.73339995521	2.7210257808686253e-15	1.5982245685856246e-15	2.6271079491193514e-15	5.820191279151544e-17	4.168138435722153e-15	1.4573198848185532e-16	7.396205714482666e-16	2.077637126431998e-15	4.450110845939571e-15	2.306703217207172e-16	nan	nan	nan	nan
54964.78339995521	2.7214013935534513e-15	1.5905253323180483e-15	2.626749822352177e-15	5.8153613133272e-17	4.16611973353961e-15	1.450861043789296e-16	7.390595415821918e-16	2.07443997944518e-15	4.448491906221663e-15	2.298870582424876e-16	nan	nan	nan	nan
54964.83339995521	2.7218364412944512e-15	1.5826312318004354e-15	2.6263915715796953e-15	5.8103209233938e-17	4.164095241532948e-15	1.4443536402918316e-16	7.385319266229679e-16	2.0711083521961854e-15	4.446889840661695e-15	2.2908554899372583e-16	nan	nan	nan	nan
54964.883399955215	2.7223307009064312e-15	1.5745429424051695e-15	2.6260331629625163e-15	5.805071121367682e-17	4.162065002083004e-15	1.437800880576342e-16	7.380374775034084e-16	2.0676422298081007e-15	4.445304587430753e-15	2.2826591193054286e-16	nan	nan	nan	nan
54964.93339995522	2.7228839499574207e-15	1.5662611631866357e-15	2.625674562661607e-15	5.799612949351099e-17	4.160029057267357e-15	1.431206019267919e-16	7.3757594597694e-16	2.064041595698648e-15	4.443736084763775e-15	2.274282681069212e-16	nan	nan	nan	nan
54964.98339995522	2.7234959667521805e-15	1.5577866172946925e-15	2.625315736835844e-15	5.793947479662355e-17	4.157987449340486e-15	1.4245723581561138e-16	7.3714708458315e-16	2.060306431695e-15	4.442184270957751e-15	2.265727417238025e-16	nan	nan	nan	nan
54965.033399955224	2.7241665303156273e-15	1.5491200524059455e-15	2.6249566516439256e-15	5.788075814981695e-17	4.155940220304154e-15	1.4179032450653057e-16	7.367506466132586e-16	2.0564367181527995e-15	4.440649084373559e-15	2.2569946017947685e-16	nan	nan	nan	nan
54965.08339995523	2.724895420376195e-15	1.540262241173217e-15	2.624597273243121e-15	5.781999088498691e-17	4.153887412589744e-15	1.4112020719779533e-16	7.363863860755189e-16	2.0524324340793698e-15	4.4391304634332464e-15	2.24808554122511e-16	nan	nan	nan	nan
54965.13339995523	2.725682417349218e-15	1.5312139816943093e-15	2.6242375677906237e-15	5.775718464053664e-17	4.15182906822429e-15	1.4044722734676352e-16	7.360540576605671e-16	2.048293557261272e-15	4.437628346621824e-15	2.2390015750602504e-16	nan	nan	nan	nan
54965.18339995523	2.726527302320389e-15	1.521976098000654e-15	2.6238775014417924e-15	5.769235136334922e-17	4.149765229411728e-15	1.3977173251411056e-16	7.357534167066523e-16	2.044020064396216e-15	4.436142672484448e-15	2.229744076446324e-16	nan	nan	nan	nan
54965.233399955236	2.7274298570289517e-15	1.5125494405667398e-15	2.623517040351423e-15	5.762550330983297e-17	4.147695938179092e-15	1.3909407409267414e-16	7.354842191648197e-16	2.039611931229467e-15	4.434673379628116e-15	2.2203144527301985e-16	nan	nan	nan	nan
54965.28339995524	2.728389863851102e-15	1.50293488684134e-15	2.623156150672962e-15	5.755665304806818e-17	4.1456212370588515e-15	1.3841460719276436e-16	7.352462215639976e-16	2.0350691326947602e-15	4.4332204067197915e-15	2.2107141460730963e-16	nan	nan	nan	nan
54965.33339995524	2.7294071057832135e-15	1.4931333418013513e-15	2.6227947985588337e-15	5.748581345906125e-17	4.1435411679769544e-15	1.3773369031302176e-16	7.350391809759727e-16	2.0303916430598806e-15	4.431783692486591e-15	2.2009446340806893e-16	nan	nan	nan	nan
54965.383399955244	2.7304813664251083e-15	1.4831457385295353e-15	2.6224329501605972e-15	5.741299773907663e-17	4.141455773137337e-15	1.370516851204784e-16	7.348628549803094e-16	2.0255794360769562e-15	4.430363175715376e-15	2.1910074304629344e-16	nan	nan	nan	nan
54965.43339995525	2.7316124299632523e-15	1.4729730388170626e-15	2.622070571628103e-15	5.733821940059347e-17	4.139365094718664e-15	1.3636895614715076e-16	7.347170016291361e-16	2.0206324851375468e-15	4.428958795252009e-15	2.1809040857155228e-16	nan	nan	nan	nan
54965.48339995525	2.732800081153972e-15	1.462616233792303e-15	2.621707629110819e-15	5.726149227492462e-17	4.137269174798513e-15	1.3568587046306968e-16	7.346013794118596e-16	2.0155507634326825e-15	4.427570490000965e-15	2.170636187828249e-16	nan	nan	nan	nan
54965.53339995525	2.734044105306574e-15	1.4520763445770106e-15	2.621344088756199e-15	5.718283051349379e-17	4.135168055707178e-15	1.3500279742747604e-16	7.345157472197442e-16	2.0103342441178564e-15	4.426198198925439e-15	2.1602053630206273e-16	nan	nan	nan	nan
54965.583399955256	2.7353442882664545e-15	1.4413544229714825e-15	2.6209799167109303e-15	5.710224858985935e-17	4.133061779547511e-15	1.3432010823863353e-16	7.344598643103994e-16	2.004982900483184e-15	4.424841861045964e-15	2.1496132765036574e-16	nan	nan	nan	nan
54965.63339995526	2.736700416398281e-15	1.4304515521701129e-15	2.6206150791203263e-15	5.701976130180141e-17	4.130950388346544e-15	1.336381755737583e-16	7.344334902721585e-16	1.999496706128758e-15	4.423501415440809e-15	2.1388616332728571e-16	nan	nan	nan	nan
54965.68339995526	2.7381122765688797e-15	1.4193688475090311e-15	2.6202495421281933e-15	5.693538377310066e-17	4.1288339245609324e-15	1.3295737317515536e-16	7.344363849883266e-16	1.9938756351453322e-15	4.422176801244955e-15	2.1279521789295642e-16	nan	nan	nan	nan
54965.733399955265	2.739579656130394e-15	1.4081074572477187e-15	2.619883271876886e-15	5.684913145538167e-17	4.126712430167167e-15	1.3227807545181641e-16	7.344683086012966e-16	1.988119662300452e-15	4.4208679576502066e-15	2.1168867005335602e-16	nan	nan	nan	nan
54965.78339995527	2.7411023429032443e-15	1.396668563386361e-15	2.6195162345077894e-15	5.676102013034685e-17	4.124585947394455e-15	1.3160065693026379e-16	7.345290214765899e-16	1.9822287632301717e-15	4.419574823904291e-15	2.1056670274891627e-16	nan	nan	nan	nan
54965.83339995527	2.7426801251589683e-15	1.3850533825212017e-15	2.6191483961606056e-15	5.667106591173507e-17	4.122454518472005e-15	1.3092549181374422e-16	7.346182841666807e-16	1.9762029146364305e-15	4.4182973393106576e-15	2.0942950324637618e-16	nan	nan	nan	nan
54965.88339995527	2.744312791603261e-15	1.3732631667401695e-15	2.6187797229736857e-15	5.657928524729709e-17	4.120318185249949e-15	1.302529533879803e-16	7.347358573747816e-16	1.9700420944902728e-15	4.417035443227799e-15	2.0827726323434217e-16	nan	nan	nan	nan
54965.93339995528	2.746000131358752e-15	1.3612992045611375e-15	2.61841018108352e-15	5.648569492101372e-17	4.118176990210214e-15	1.2958341351024286e-16	7.348815019184206e-16	1.963746282241005e-15	4.415789075069257e-15	2.0711017892210607e-16	nan	nan	nan	nan
54965.98339995528	2.747741933947806e-15	1.3491628219156589e-15	2.6180397366256537e-15	5.63903120549998e-17	4.1160309840227936e-15	1.2891721292979853e-16	7.350549786929287e-16	1.9573154590314536e-15	4.414558174302693e-15	2.0592845114263234e-16	nan	nan	nan	nan
54966.03339995528	2.74953798927541e-15	1.3368553831810398e-15	2.617668355733492e-15	5.629315411161518e-17	4.1138803165243006e-15	1.2825435347337438e-16	7.352560486347244e-16	1.9507496079194354e-15	4.413342680449599e-15	2.0473228545914356e-16	nan	nan	nan	nan
54966.083399955285	2.7513880876118375e-15	1.3243782922639388e-15	2.6172960045392923e-15	5.619423889601179e-17	4.1117252012363276e-15	1.275946183386965e-16	7.354844726844793e-16	1.9440487141056297e-15	4.412142533085507e-15	2.035218922761154e-16	nan	nan	nan	nan
54966.13339995529	2.7532920195753193e-15	1.311732993739102e-15	2.6169226491732965e-15	5.609358455783308e-17	4.1095658527924266e-15	1.2693778527634375e-16	7.357400117501668e-16	1.937212765167991e-15	4.410957671838221e-15	2.0229748695409392e-16	nan	nan	nan	nan
54966.18339995529	2.755249576114814e-15	1.2989209740468541e-15	2.6165482557643713e-15	5.599120959343138e-17	4.107402485826151e-15	1.2628363069401228e-16	7.360224266698687e-16	1.9302417513028054e-15	4.409788036388656e-15	2.0105928992926628e-16	nan	nan	nan	nan
54966.233399955294	2.7572605484924336e-15	1.2859437627537898e-15	2.616172790439546e-15	5.588713284842829e-17	4.10523531504687e-15	1.256319302810453e-16	7.36331478174485e-16	1.923135665572682e-15	4.408633566469818e-15	1.9980752683723766e-16	nan	nan	nan	nan
54966.2833999553	2.7593247282662277e-15	1.2728029338810181e-15	2.615796219324475e-15	5.578137351938332e-17	4.103064554885961e-15	1.249824596310105e-16	7.366669268502487e-16	1.9158945041615012e-15	4.407494201866118e-15	1.9854242864194748e-16	nan	nan	nan	nan
54966.3333999553	2.7614419072724722e-15	1.2595001073051265e-15	2.615418508542287e-15	5.567395115637943e-17	4.100890420052793e-15	1.2433499472545043e-16	7.370285331010842e-16	1.9085182666366273e-15	4.4063698824139174e-15	1.9726423176905288e-16	nan	nan	nan	nan
54966.3833999553	2.7636118776082984e-15	1.2460369502373674e-15	2.615039624214963e-15	5.556488566511342e-17	4.098713125180919e-15	1.2368931264080375e-16	7.374160571107642e-16	1.901006956218471e-15	4.405260547999568e-15	1.959731782446439e-16	nan	nan	nan	nan
54966.433399955306	2.765834431614027e-15	1.2324151787872051e-15	2.6146595324623692e-15	5.5454197308964774e-17	4.096532885004979e-15	1.2304519199191523e-16	7.378292588049086e-16	1.8933605800576653e-15	4.404166138560589e-15	1.9466951583920308e-16	nan	nan	nan	nan
54966.48339995531	2.768109361855579e-15	1.2186365596168207e-15	2.6142781994026113e-15	5.534190671147236e-17	4.094349913855264e-15	1.2240241356872256e-16	7.382678978128128e-16	1.8855791495200013e-15	4.4030865940842715e-15	1.9335349821683728e-16	nan	nan	nan	nan
54966.53339995531	2.770436461106739e-15	1.2047029116941755e-15	2.613895591152189e-15	5.522803485825057e-17	4.092164426643318e-15	1.2176076084657246e-16	7.387317334290426e-16	1.8776626804793613e-15	4.402021854606988e-15	1.920253850905123e-16	nan	nan	nan	nan
54966.583399955314	2.772815522331469e-15	1.1906161081526853e-15	2.6135116738244914e-15	5.511260309930644e-17	4.0899766379016056e-15	1.2112002054807722e-16	7.392205245748653e-16	1.869611193618847e-15	4.400971860215154e-15	1.9068544238260084e-16	nan	nan	nan	nan
54966.63339995532	2.7752463386660963e-15	1.1763780782667272e-15	2.613126413532576e-15	5.499563315139606e-17	4.0877867621120495e-15	1.2047998320585348e-16	7.39734029759495e-16	1.861424714740336e-15	4.399936551042878e-15	1.8933394239204307e-16	nan	nan	nan	nan
54966.68339995532	2.7777287034014827e-15	1.1619908095530237e-15	2.6127397763862877e-15	5.487714709964214e-17	4.0855950139587455e-15	1.1984044358323758e-16	7.402720070410919e-16	1.8531032750826693e-15	4.398915867273206e-15	1.879711639673277e-16	nan	nan	nan	nan
54966.73339995532	2.7802624099650916e-15	1.1474563500091074e-15	2.61235172849384e-15	5.4757167400421194e-17	4.083401608176335e-15	1.192012013275138e-16	7.408342139876147e-16	1.8446469116487527e-15	4.3979097491370435e-15	1.8659739268602251e-16	nan	nan	nan	nan
54966.783399955326	2.7828472519030555e-15	1.1327768105014406e-15	2.611962235961635e-15	5.463571688276226e-17	4.0812067592720105e-15	1.1856206138892005e-16	7.41420407637401e-16	1.836055667541787e-15	4.3969181369119645e-15	1.8521292104106365e-16	nan	nan	nan	nan
54966.83339995533	2.785483022862177e-15	1.1179543673170972e-15	2.6115712648931694e-15	5.4512818751048934e-17	4.079010681854054e-15	1.179228345748034e-16	7.420303444595717e-16	1.8273295923108782e-15	4.395940970923184e-15	1.8381804863370398e-16	nan	nan	nan	nan
54966.88339995533	2.7881695165718174e-15	1.102991264894588e-15	2.6111787813908424e-15	5.438849658652437e-17	4.076813590530747e-15	1.172833379637312e-16	7.426637803142052e-16	1.8184687423063196e-15	4.39497819154209e-15	1.8241308237370118e-16	nan	nan	nan	nan
54966.933399955335	2.7909065268257894e-15	1.0878898187513575e-15	2.6107847515542494e-15	5.4262774349663445e-17	4.074615699986185e-15	1.166433954773006e-16	7.433204704122918e-16	1.8094731810448293e-15	4.394029739186376e-15	1.809983366864609e-16	nan	nan	nan	nan
54966.98339995534	2.793693847464183e-15	1.0726524186274472e-15	2.610389141480868e-15	5.4135676382081347e-17	4.072417224803379e-15	1.1600283827028478e-16	7.440001692754346e-16	1.800342979584973e-15	4.393095554319155e-15	1.7957413372780214e-16	nan	nan	nan	nan
54967.03339995534	2.796531272355129e-15	1.0572815318673426e-15	2.6099919172659857e-15	5.40072274084161e-17	4.070218379540065e-15	1.1536150528021384e-16	7.447026306953441e-16	1.7910782169131595e-15	4.39217557744897e-15	1.7814080360643755e-16	nan	nan	nan	nan
54967.08339995534	2.79941859537636e-15	1.0417797070650323e-15	2.6095930450024905e-15	5.387745253798082e-17	4.06801937888034e-15	1.147192435888775e-16	7.454276076930924e-16	1.7816789803404447e-15	4.3912697491289675e-15	1.766986846137745e-16	nan	nan	nan	nan
54967.133399955346	2.802355610397028e-15	1.026149577999642e-15	2.6091924907808244e-15	5.3746377266967675e-17	4.065820437457758e-15	1.1407590896300528e-16	7.461748524780895e-16	1.7721453659105163e-15	4.39037800995672e-15	1.752481234620819e-16	nan	nan	nan	nan
54967.18339995535	2.8053421112590847e-15	1.0103938678941598e-15	2.608790220689822e-15	5.36140274799278e-17	4.063621769804783e-15	1.1343136618873526e-16	7.469441164068668e-16	1.7624774788191713e-15	4.389500300573782e-15	1.7378947553046962e-16	nan	nan	nan	nan
54967.23339995535	2.808377891758869e-15	9.945153940321326e-16	2.6083862008152847e-15	5.348042945147827e-17	4.061423590681328e-15	1.127854896450831e-16	7.477351499415469e-16	1.7526754338456438e-15	4.388636561665086e-15	1.7232310511912348e-16	nan	nan	nan	nan
54967.283399955355	2.811462745628534e-15	9.785170727736946e-16	2.6079803972405395e-15	5.3345609847731703e-17	4.0592261143924124e-15	1.1213816352722464e-16	7.485477026081149e-16	1.7427393557961718e-15	4.3877867339586145e-15	1.7084938571168782e-16	nan	nan	nan	nan
54967.33339995536	2.8145964665173415e-15	9.624019250168856e-16	2.6075727760469768e-15	5.320959572814289e-17	4.057029555900123e-15	1.1148928245780096e-16	7.493815229543681e-16	1.7326693799601376e-15	4.386950758224984e-15	1.6936870024623728e-16	nan	nan	nan	nan
54967.38339995536	2.817778847973041e-15	9.46173082156973e-16	2.6071633033128243e-15	5.307241454650114e-17	4.054834129711653e-15	1.1083875176944666e-16	7.502363585076615e-16	1.722465652579222e-15	4.386128575277121e-15	1.678814413942077e-16	nan	nan	nan	nan
54967.433399955364	2.821009683422975e-15	9.29833792604259e-16	2.6067519451143474e-15	5.293409415246428e-17	4.0526400503594684e-15	1.1018648789822084e-16	7.511119557323059e-16	1.7121283313299591e-15	4.385320125969486e-15	1.663880118478668e-16	nan	nan	nan	nan
54967.48339995537	2.824288766155361e-15	9.13387428929189e-16	2.6063386675257195e-15	5.279466279254103e-17	4.050447532401307e-15	1.0953241889925115e-16	7.520080599867632e-16	1.7016575858201627e-15	4.384525351198078e-15	1.6488882461623472e-16	nan	nan	nan	nan
54967.53339995537	2.8276158893002133e-15	8.968374957141128e-16	2.605923436616806e-15	5.2654149111353264e-17	4.04825679072344e-15	1.0887648467604797e-16	7.529244154805037e-16	1.6910535980995833e-15	4.383744191899613e-15	1.6338430332863371e-16	nan	nan	nan	nan
54967.58339995537	2.83099084581053e-15	8.801876382028981e-16	2.6055062184568345e-15	5.251258215236639e-17	4.046068039681429e-15	1.082186374282065e-16	7.538607652306173e-16	1.6803165631854206e-15	4.382976589051491e-15	1.6187488254682056e-16	nan	nan	nan	nan
54967.633399955375	2.8344134284430406e-15	8.63441651853477e-16	2.605086979110876e-15	5.2369991358644016e-17	4.043881493984644e-15	1.075588419781214e-16	7.548168510180881e-16	1.6694466896029881e-15	4.3822224836708396e-15	1.6036100808417462e-16	nan	nan	nan	nan
54967.68339995538	2.8378834297392267e-15	8.466034929149244e-16	2.6046656846425243e-15	5.22264065736541e-17	4.041697368317181e-15	1.0689707627494729e-16	7.557924133438045e-16	1.6584441999422347e-15	4.381481816814677e-15	1.5884313733265653e-16	nan	nan	nan	nan
54967.73339995538	2.8414006420058846e-15	8.296772901700077e-16	2.6042423011116993e-15	5.208185804152284e-17	4.039515877160963e-15	1.0623333151415454e-16	7.567871913842575e-16	1.647309331430484e-15	4.380754529578884e-15	1.5732173959648632e-16	nan	nan	nan	nan
54967.783399955384	2.8449648572960983e-15	8.12667358006883e-16	2.6038167945762827e-15	5.1936376407371734e-17	4.037337235250629e-15	1.0556761263714133e-16	7.578009229469279e-16	1.6360423365221194e-15	4.3800405630982015e-15	1.5579729643222194e-16	nan	nan	nan	nan
54967.83339995539	2.8485758673896228e-15	7.955782110107249e-16	2.6033891310902034e-15	5.178999271742055e-17	4.035161657093373e-15	1.0489993865917672e-16	7.588333444253601e-16	1.6246434835056293e-15	4.379339858545898e-15	1.54270301994189e-16	nan	nan	nan	nan
54967.88339995539	2.8522334637735863e-15	7.784145802979615e-16	2.602959276706626e-15	5.1642738418981933e-17	4.032989357398564e-15	1.0423034292833189e-16	7.59884190753921e-16	1.6131130571287689e-15	4.378652357132754e-15	1.5274126338513037e-16	nan	nan	nan	nan
54967.93339995539	2.8559374376228324e-15	7.611814318538628e-16	2.602527197473819e-15	5.149464535988587e-17	4.030820550799755e-15	1.0355887352420738e-16	7.609531953622422e-16	1.6014513592423965e-15	4.37797800010729e-15	1.5121070101029088e-16	nan	nan	nan	nan
54967.983399955396	2.8596875797803915e-15	7.438839871799047e-16	2.602092859438547e-15	5.1345745788225583e-17	4.028655451804139e-15	1.0288559349286191e-16	7.620400901292972e-16	1.5896587094636861e-15	4.3773167287547015e-15	1.496791489341181e-16	nan	nan	nan	nan
54968.0333999554	2.8634836807377315e-15	7.265277466110001e-16	2.6016562286435454e-15	5.1196072351270806e-17	4.026494275146358e-15	1.0221058126754882e-16	7.631446053371776e-16	1.577735445859397e-15	4.376668484397167e-15	1.481471552384035e-16	nan	nan	nan	nan
54968.0833999554	2.867325530614955e-15	7.09118515728173e-16	2.601217271129383e-15	5.1045658094831485e-17	4.024337235358876e-15	1.0153393077207214e-16	7.642664696245539e-16	1.5656819256499741e-15	4.376033208392676e-15	1.4661528237954495e-16	nan	nan	nan	nan
54968.133399955404	2.87121291914098e-15	6.916624353702239e-16	2.6007759529334155e-15	5.089453646157633e-17	4.022184547075246e-15	1.0085575192079106e-16	7.654054099397127e-16	1.5534985259352036e-15	4.375410842135043e-15	1.4508410754411853e-16	nan	nan	nan	nan
54968.18339995541	2.8751456356335214e-15	6.741660158411518e-16	2.600332240089888e-15	5.0742741289782205e-17	4.020036424979566e-15	1.0017617070189941e-16	7.665611514933265e-16	1.5411856444422999e-15	4.3748013270535e-15	1.4355422299912067e-16	nan	nan	nan	nan
54968.23339995541	2.879123468979057e-15	6.566361760245111e-16	2.599886098630318e-15	5.0590306811136286e-17	4.0178930836043005e-15	9.949532957482709e-17	7.677334177107833e-16	1.5287437002971854e-15	4.374204604611826e-15	1.420262364359735e-16	nan	nan	nan	nan
54968.28339995541	2.8831462076127754e-15	6.390802882515179e-16	2.5994374945826267e-15	5.043726764888626e-17	4.01575473768409e-15	9.88133876167579e-17	7.689219301842507e-16	1.5161731348199707e-15	4.3736206163085595e-15	1.4050077130418646e-16	nan	nan	nan	nan
54968.333399955416	2.8872136394981996e-15	6.215062299361279e-16	2.5989863939718294e-15	5.0283658815035395e-17	4.013621601700857e-15	9.813052078966123e-17	7.701264086242804e-16	1.5034744123454858e-15	4.373049303676102e-15	1.389784671319074e-16	nan	nan	nan	nan
54968.38339995542	2.8913255521069765e-15	6.039224431910332e-16	2.598532762819958e-15	5.0129515707756866e-17	4.0114938904650565e-15	9.744692218681495e-17	7.713465708110998e-16	1.4906480210698684e-15	4.372490608280285e-15	1.3745997982991646e-16	nan	nan	nan	nan
54968.43339995542	2.895481732398425e-15	5.86338003881969e-16	2.598076567145653e-15	4.997487410796342e-17	4.009371818433339e-15	9.676280212566866e-17	7.725821325455034e-16	1.477694473924331e-15	4.371944471720306e-15	1.3594598197481613e-16	nan	nan	nan	nan
54968.483399955425	2.899681966799053e-15	5.687627018740345e-16	2.597617772964343e-15	4.9819770175721306e-17	4.007255600365618e-15	9.607838846185622e-17	7.738328075993431e-16	1.4646143094770854e-15	4.371410835627787e-15	1.344371630657337e-16	nan	nan	nan	nan
54968.53339995543	2.903926041181967e-15	5.5120713458288e-16	2.5971563462882434e-15	4.966424044639379e-17	4.005145450693269e-15	9.539392659499005e-17	7.750983076656601e-16	1.4514080928646795e-15	4.370889641667039e-15	1.3293422975161923e-16	nan	nan	nan	nan
54968.58339995543	2.908213740846121e-15	5.336828163788626e-16	2.59669225312628e-15	4.9508321826158764e-17	4.003041584277294e-15	9.470967968318556e-17	7.763783423083941e-16	1.4380764167539357e-15	4.370380831533863e-15	1.3143790602071657e-16	nan	nan	nan	nan
54968.63339995543	2.912544850495605e-15	5.162023069199327e-16	2.5962254594840392e-15	4.93520515870427e-17	4.000944215574342e-15	9.402592870702545e-17	7.776726189117019e-16	1.4246199023357644e-15	4.369884346955362e-15	1.2994893334741738e-16	nan	nan	nan	nan
54968.68339995544	2.9169191542186505e-15	4.987793621229712e-16	2.5957559313637923e-15	4.9195467361769234e-17	3.998853559293781e-15	9.334297250021504e-17	7.789808426288678e-16	1.4110392003522697e-15	4.369400129690147e-15	1.2846807078937667e-16	nan	nan	nan	nan
54968.73339995544	2.9213364354667876e-15	4.814291122425833e-16	2.5952836347645984e-15	4.903860713780316e-17	3.996769830119709e-15	9.266112785617367e-17	7.803027163307962e-16	1.3973349921585345e-15	4.368928121527032e-15	1.2699609502572392e-16	nan	nan	nan	nan
54968.78339995544	2.9257964770336205e-15	4.64168272425836e-16	2.594808535681156e-15	4.8881509251028935e-17	3.994693242483503e-15	9.198072942355779e-17	7.816379405540838e-16	1.3835079908206386e-15	4.36846826428466e-15	1.2553380032932135e-16	nan	nan	nan	nan
