MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	swift_UVM2	swift_UVM2_err	swift_UVW2	swift_UVW2_err
54918.683399952526	7.267106144231725e-15	1.569307013441045e-17	nan	nan	2.4853033793317983e-15	8.713322420960637e-18	nan	nan	3.87556216539451e-15	2.028707114214804e-17	nan	nan	nan	nan
54918.73339995253	7.39362272921264e-15	1.6204912834716006e-17	nan	nan	2.5287171770830704e-15	8.821377188043375e-18	nan	nan	3.94286405967722e-15	2.0388394361024188e-17	nan	nan	nan	nan
54918.78339995253	7.51997372403112e-15	1.615813750373881e-17	nan	nan	2.5721171948194244e-15	8.937400239096223e-18	nan	nan	4.010263682735222e-15	2.0521018249590245e-17	nan	nan	nan	nan
54918.833399952535	7.64616848521468e-15	1.5694704313791068e-17	nan	nan	2.6155007618403725e-15	9.059064345556494e-18	nan	nan	4.077750380726015e-15	2.067966554327041e-17	nan	nan	nan	nan
54918.88339995254	7.77221634848921e-15	1.5251361668931236e-17	nan	nan	2.6588652257927664e-15	9.182382943680228e-18	nan	nan	4.145313500404889e-15	2.085986547266233e-17	nan	nan	nan	nan
54918.93339995254	7.898126409743981e-15	1.5440167192165427e-17	nan	nan	2.702207936951728e-15	9.30422469498796e-18	nan	nan	4.21294238904167e-15	2.1057942810618337e-17	nan	nan	nan	nan
54918.98339995254	8.02390374369953e-15	1.6227208063043417e-17	nan	nan	2.7455262456176494e-15	9.422667638265643e-18	nan	nan	4.2806263273868085e-15	2.127087443773309e-17	nan	nan	nan	nan
54919.03339995255	8.149549912072141e-15	1.7027601061738262e-17	nan	nan	2.7888175019140218e-15	9.53690914569931e-18	nan	nan	4.348353964669459e-15	2.149534048955636e-17	nan	nan	nan	nan
54919.08339995255	8.27506633956331e-15	1.7451344981830675e-17	nan	nan	2.832079056191781e-15	9.647151028616488e-18	nan	nan	4.416113602974818e-15	2.1728147106756298e-17	nan	nan	nan	nan
54919.13339995255	8.400454431163112e-15	1.7383098125191405e-17	nan	nan	2.8753082586755046e-15	9.754464571235145e-18	nan	nan	4.483893540966662e-15	2.196675119434485e-17	nan	nan	nan	nan
54919.183399952555	8.525715572089992e-15	1.697268989413319e-17	nan	nan	2.9185023995692022e-15	9.860349172005201e-18	nan	nan	4.551682077398994e-15	2.220923326160222e-17	nan	nan	nan	nan
54919.23339995256	8.6508511277307e-15	1.6623380228749498e-17	nan	nan	2.9616582485279686e-15	9.964369969163453e-18	nan	nan	4.619467511028171e-15	2.2454256675295884e-17	nan	nan	nan	nan
54919.28339995256	8.775862435035171e-15	1.6858220152484226e-17	nan	nan	3.0047723064663833e-15	1.0065359550529776e-17	nan	nan	4.687238140522309e-15	2.2701021634512267e-17	nan	nan	nan	nan
54919.333399952564	8.900750692794686e-15	1.7588828622253576e-17	nan	nan	3.04784107227728e-15	1.01627424425069e-17	nan	nan	4.754982188819189e-15	2.2949133441800057e-17	nan	nan	nan	nan
54919.38339995257	9.025516993449255e-15	1.8307144127535852e-17	nan	nan	3.0908610449040368e-15	1.0256567622376135e-17	nan	nan	4.822687087578498e-15	2.3197777083164834e-17	nan	nan	nan	nan
54919.43339995257	9.150162407357374e-15	1.8681195292264485e-17	nan	nan	3.13382872329003e-15	1.0347501539965413e-17	nan	nan	4.890339796386094e-15	2.3446037011782798e-17	nan	nan	nan	nan
54919.48339995257	9.274687984678648e-15	1.86183239231409e-17	nan	nan	3.176740606252279e-15	1.0436796245406884e-17	nan	nan	4.95792726807269e-15	2.3693387888500773e-17	nan	nan	nan	nan
54919.533399952576	9.3990947552898e-15	1.82613021665464e-17	nan	nan	3.2195931889433884e-15	1.0526221407591046e-17	nan	nan	5.02543645491134e-15	2.3939683767600416e-17	nan	nan	nan	nan
54919.58339995258	9.523383728699058e-15	1.797308135493307e-17	nan	nan	3.262382484607659e-15	1.061688398749451e-17	nan	nan	5.092854308517528e-15	2.41851373174797e-17	nan	nan	nan	nan
54919.63339995258	9.647555990624678e-15	1.821013854990699e-17	nan	nan	3.305103555637228e-15	1.0708114276242625e-17	nan	nan	5.160167779751249e-15	2.44302962195098e-17	nan	nan	nan	nan
54919.683399952584	9.771613855465901e-15	1.88810637827052e-17	nan	nan	3.3477513526217088e-15	1.0799458907423246e-17	nan	nan	5.227363755822859e-15	2.4675966153430757e-17	nan	nan	nan	nan
54919.73339995259	9.895560486920327e-15	1.9538867964402217e-17	nan	nan	3.3903208262265285e-15	1.0890995742283458e-17	nan	nan	5.294428240441442e-15	2.49225229577861e-17	nan	nan	nan	nan
54919.78339995259	1.0019399045880285e-14	1.9889129837292364e-17	nan	nan	3.4328069272940186e-15	1.0983363806245807e-17	nan	nan	5.361346584919316e-15	2.517008699480644e-17	nan	nan	nan	nan
54919.83339995259	1.0143132672842857e-14	1.9848128913073523e-17	nan	nan	3.475204606439064e-15	1.1077767798022765e-17	nan	nan	5.428104124186472e-15	2.541903431808257e-17	nan	nan	nan	nan
54919.883399952596	1.0266764487976377e-14	1.954269287427711e-17	nan	nan	3.5175088141501898e-15	1.1175955271703319e-17	nan	nan	5.494686191891537e-15	2.567000415062759e-17	nan	nan	nan	nan
54919.9333999526	1.0390297591185084e-14	1.9294135433761877e-17	nan	nan	3.559714414486303e-15	1.1279998449352765e-17	nan	nan	5.5610781202905804e-15	2.5923890289309452e-17	nan	nan	nan	nan
54919.9833999526	1.051373534249927e-14	1.9510135531189477e-17	nan	nan	3.6018153352612564e-15	1.1390570433553657e-17	nan	nan	5.62726524013664e-15	2.618182876605787e-17	nan	nan	nan	nan
54920.033399952605	1.0637085052307478e-14	2.0125131083706896e-17	nan	nan	3.643804934561033e-15	1.150768017136926e-17	nan	nan	5.6932328482247544e-15	2.6445158462157968e-17	nan	nan	nan	nan
54920.08339995261	1.0760356957037173e-14	2.0741174324721624e-17	nan	nan	3.6856765620560975e-15	1.1631832455749312e-17	nan	nan	5.758965467015292e-15	2.6714869972834085e-17	nan	nan	nan	nan
54920.13339995261	1.0883561343585014e-14	2.108867159036967e-17	nan	nan	3.727423567619092e-15	1.1764078541625703e-17	nan	nan	5.824446828225709e-15	2.699158473132246e-17	nan	nan	nan	nan
54920.18339995261	1.1006708480248011e-14	2.1084779551155615e-17	nan	nan	3.76903930092048e-15	1.1906023036196783e-17	nan	nan	5.889660626005085e-15	2.727609714632779e-17	nan	nan	nan	nan
54920.233399952616	1.112980861729956e-14	2.083645125140368e-17	nan	nan	3.810517111706544e-15	1.2059801995670383e-17	nan	nan	5.954590552414623e-15	2.75693975341294e-17	nan	nan	nan	nan
54920.28339995262	1.1252871987565419e-14	2.0625414668361003e-17	nan	nan	3.851850349723567e-15	1.222803449062242e-17	nan	nan	6.0192202973027765e-15	2.787266520572085e-17	nan	nan	nan	nan
54920.33339995262	1.1375908346432537e-14	2.0822989889633176e-17	nan	nan	3.893032215487741e-15	1.2413141951645412e-17	nan	nan	6.083533548183494e-15	2.818725744887492e-17	nan	nan	nan	nan
54920.383399952625	1.1498918893648533e-14	2.14083275903885e-17	nan	nan	3.9340554428711365e-15	1.2615995747202468e-17	nan	nan	6.147513982709451e-15	2.8514688279929694e-17	nan	nan	nan	nan
54920.43339995263	1.1621897278937347e-14	2.202102411226224e-17	nan	nan	3.974912674565101e-15	1.2837457922840238e-17	nan	nan	6.211144807384927e-15	2.8856222253997533e-17	nan	nan	nan	nan
54920.48339995263	1.1744836876567837e-14	2.240155101603009e-17	nan	nan	4.015596553134625e-15	1.3078765625669746e-17	nan	nan	6.274408485350281e-15	2.9212633023051806e-17	nan	nan	nan	nan
54920.533399952634	1.1867731043161208e-14	2.2454093056556705e-17	nan	nan	4.056099721119424e-15	1.334151972272266e-17	nan	nan	6.337287411481578e-15	2.958476828907267e-17	nan	nan	nan	nan
54920.58339995264	1.199057311705874e-14	2.2252652656857744e-17	nan	nan	4.0964148209581305e-15	1.3627649895775258e-17	nan	nan	6.399763977681106e-15	2.997360016340359e-17	nan	nan	nan	nan
54920.63339995264	1.211335641768828e-14	2.2030108511671743e-17	nan	nan	4.136534495468452e-15	1.3939356617187838e-17	nan	nan	6.4618205727448285e-15	3.038021677065804e-17	nan	nan	nan	nan
54920.68339995264	1.2236072606270878e-14	2.2121578623622833e-17	nan	nan	4.176451405032008e-15	1.4278998581545283e-17	nan	nan	6.523439582227725e-15	3.0805810418620833e-17	nan	nan	nan	nan
54920.733399952645	1.235866350940138e-14	2.2574459850218786e-17	nan	nan	4.2161587975243814e-15	1.4647811679022365e-17	nan	nan	6.584603388166711e-15	3.125166233965065e-17	nan	nan	nan	nan
54920.78339995265	1.2481013271659093e-14	2.309860280617042e-17	nan	nan	4.255650622088842e-15	1.504563425038548e-17	nan	nan	6.645294250390122e-15	3.1718887451218596e-17	nan	nan	nan	nan
54920.83339995265	1.2603002786776588e-14	2.3512642723666396e-17	nan	nan	4.29492086908699e-15	1.5472314692253393e-17	nan	nan	6.705494092354371e-15	3.220799106082994e-17	nan	nan	nan	nan
54920.883399952654	1.2724512906739852e-14	2.3842643271288808e-17	nan	nan	4.33396352882989e-15	1.5927809408479208e-17	nan	nan	6.765184775878663e-15	3.2719415673824985e-17	nan	nan	nan	nan
54920.93339995266	1.284543057473052e-14	2.4360109567592663e-17	nan	nan	4.372772416646529e-15	1.6412156835566025e-17	nan	nan	6.824348462304212e-15	3.3253632086961105e-17	nan	nan	nan	nan
54920.98339995266	1.2965713727840257e-14	2.5566104635234887e-17	nan	nan	4.4113393249579306e-15	1.6925232939149726e-17	nan	nan	6.882970819357664e-15	3.3810908134178364e-17	nan	nan	nan	nan
54921.03339995266	1.308536576703893e-14	2.806518578807534e-17	nan	nan	4.449654745874246e-15	1.746682486486999e-17	nan	nan	6.94103976735873e-15	3.4391393805720054e-17	nan	nan	nan	nan
54921.083399952666	1.3204379596009001e-14	3.2090098266472807e-17	nan	nan	4.487709466907914e-15	1.8036564524937102e-17	nan	nan	6.9985432596321176e-15	3.4995275232599005e-17	nan	nan	nan	nan
54921.13339995267	1.3322729393294254e-14	3.7287938465753546e-17	nan	nan	4.525497108971827e-15	1.863227045474226e-17	nan	nan	7.055469326173296e-15	3.5622659344373734e-17	nan	nan	nan	nan
54921.18339995267	1.3440387502941022e-14	4.327541596965249e-17	nan	nan	4.563012783990884e-15	1.9250861307769135e-17	nan	nan	7.111806458386993e-15	3.627303076081567e-17	nan	nan	nan	nan
54921.233399952675	1.3557326202460545e-14	4.976088387138746e-17	nan	nan	4.600251617814759e-15	1.988937598234219e-17	nan	nan	7.167543309347722e-15	3.694567677123913e-17	nan	nan	nan	nan
54921.28339995268	1.367351770069399e-14	5.654049828101062e-17	nan	nan	4.63720873566133e-15	2.054501961712625e-17	nan	nan	7.22266852773314e-15	3.7639927005225985e-17	nan	nan	nan	nan
54921.33339995268	1.3788934135675314e-14	6.347478702016214e-17	nan	nan	4.673879262622115e-15	2.1215186080836668e-17	nan	nan	7.277170757533331e-15	3.8355158164842904e-17	nan	nan	nan	nan
54921.38339995268	1.390354757248917e-14	7.046859336246828e-17	nan	nan	4.710258324445699e-15	2.1897469569478485e-17	nan	nan	7.331038637963795e-15	3.909079612430036e-17	nan	nan	nan	nan
54921.433399952686	1.4017330001123572e-14	7.745745945155256e-17	nan	nan	4.746341045996153e-15	2.258966722309416e-17	nan	nan	7.384260803380388e-15	3.9846315976506467e-17	nan	nan	nan	nan
54921.48339995269	1.4130253334320082e-14	8.439886876995427e-17	nan	nan	4.782122552718803e-15	2.3289776432675172e-17	nan	nan	7.43682597066789e-15	4.06212029638151e-17	nan	nan	nan	nan
54921.53339995269	1.4242289405419423e-14	9.12665701843924e-17	nan	nan	4.817597969856796e-15	2.3995987861411416e-17	nan	nan	7.488724129952855e-15	4.141444205136785e-17	nan	nan	nan	nan
54921.583399952695	1.4353409966200294e-14	9.804675602981241e-17	nan	nan	4.8527624222994774e-15	2.4706675406471875e-17	nan	nan	7.539946234845825e-15	4.222465348028425e-17	nan	nan	nan	nan
54921.6333999527	1.446358668471516e-14	1.0473533601348811e-16	nan	nan	4.887611035188908e-15	2.5420385289579015e-17	nan	nan	7.590483257822569e-15	4.3050502984051726e-17	nan	nan	nan	nan
54921.6833999527	1.4572791143123192e-14	1.1133585065877684e-16	nan	nan	4.922138933591334e-15	2.613582341318654e-17	nan	nan	7.640326166113868e-15	4.3890717435676365e-17	nan	nan	nan	nan
54921.7333999527	1.468099483551221e-14	1.178577490199085e-16	nan	nan	4.9563412424213724e-15	2.6851842888337256e-17	nan	nan	7.689465921638734e-15	4.474408831441828e-17	nan	nan	nan	nan
54921.78339995271	1.478816074388326e-14	1.2431062492887542e-16	nan	nan	4.9902132618284254e-15	2.7567375064001242e-17	nan	nan	7.737894560588966e-15	4.560943004068552e-17	nan	nan	nan	nan
54921.83339995271	1.4894201502362116e-14	1.3068204667609938e-16	nan	nan	5.02375133798773e-15	2.828113800434895e-17	nan	nan	7.785610556205752e-15	4.648536506523333e-17	nan	nan	nan	nan
54921.88339995271	1.4999011083548814e-14	1.3695356377991386e-16	nan	nan	5.056952203000458e-15	2.899184278746891e-17	nan	nan	7.83261475587771e-15	4.7370490080280936e-17	nan	nan	nan	nan
54921.933399952715	1.5102483323279034e-14	1.4311044219333088e-16	nan	nan	5.0898125900292006e-15	2.969831232392027e-17	nan	nan	7.878908005342464e-15	4.8263474201509504e-17	nan	nan	nan	nan
54921.98339995272	1.520451194251458e-14	1.4914190569777202e-16	nan	nan	5.122329231478392e-15	3.039947695479337e-17	nan	nan	7.924491144895388e-15	4.916306045197509e-17	nan	nan	nan	nan
54922.03339995272	1.53049905396068e-14	1.5504123598860734e-16	nan	nan	5.1544988604853505e-15	3.1094369942955187e-17	nan	nan	7.9693650093958e-15	5.006806613026935e-17	nan	nan	nan	nan
54922.083399952724	1.540381258255407e-14	1.6080579141499915e-16	nan	nan	5.18631820958087e-15	3.178212190530249e-17	nan	nan	8.01353042827115e-15	5.097738239509732e-17	nan	nan	nan	nan
54922.13339995273	1.5500871401250803e-14	1.6643697132577625e-16	nan	nan	5.217784011396832e-15	3.246195660030583e-17	nan	nan	8.056988225524269e-15	5.1889973221557464e-17	nan	nan	nan	nan
54922.18339995273	1.5596060179729844e-14	1.7194014097442713e-16	nan	nan	5.248892998539846e-15	3.313318605367006e-17	nan	nan	8.099739219737355e-15	5.2804873861235397e-17	6.166806603391159e-14	3.7178604661621514e-15	5.5424543515057346e-14	3.032754531702893e-15
54922.23339995273	1.5689271948395492e-14	1.7732452394247586e-16	nan	nan	5.279641903591251e-15	3.379520595804081e-17	nan	nan	8.14178422407874e-15	5.372118891514097e-17	6.130164313132151e-14	3.6067218064912556e-15	5.502184602993599e-14	2.9332986747789466e-15
54922.283399952736	1.578039957624949e-14	1.826030637196588e-16	nan	nan	5.310027458980752e-15	3.444749177920679e-17	nan	nan	8.18312404630808e-15	5.463809011021155e-17	6.09275817352308e-14	3.5052614348006484e-15	5.461042825451095e-14	2.8452304031420087e-15
54922.33339995274	1.5869335763105284e-14	1.877922525933429e-16	nan	nan	5.340046397062241e-15	3.5089594047156994e-17	nan	nan	8.223759488781156e-15	5.55548138556779e-17	6.054627474765088e-14	3.412779686060116e-15	5.419080708716695e-14	2.76745940418564e-15
54922.38339995274	1.5955973031796937e-14	1.9291192383858268e-16	nan	nan	5.369695450391786e-15	3.572113511116129e-17	nan	nan	8.263691348456285e-15	5.647065863537881e-17	6.015811414722491e-14	3.3285474405603935e-15	5.376349820763702e-14	2.6988360492250023e-15
54922.433399952744	1.604020372037367e-14	1.9798500208459748e-16	nan	nan	5.398971351020014e-15	3.6341804900530955e-17	nan	nan	8.302920416899137e-15	5.738498228895036e-17	5.976349103122594e-14	3.2518233481760252e-15	5.3329016142163254e-14	2.638187990491709e-15
54922.48339995275	1.6121919974288398e-14	2.0303720650302494e-16	nan	nan	5.427870831225002e-15	3.6951357579726323e-17	nan	nan	8.34144748028822e-15	5.829719921562279e-17	5.936279565747997e-14	3.1818718823147997e-15	5.2887874328543124e-14	2.58435743527362e-15
54922.53339995275	1.6201013738571244e-14	2.0809670205723633e-16	nan	nan	5.4563906233100984e-15	3.7549608092345255e-17	nan	nan	8.379273319420024e-15	5.92067775315218e-17	5.895641748622117e-14	3.1179813999578638e-15	5.244058518107045e-14	2.5362365244486113e-15
54922.58339995275	1.6277376749995515e-14	2.1319369542972458e-16	nan	nan	5.48452745930066e-15	3.8136428658421265e-17	nan	nan	8.416398709714955e-15	6.011323620239854e-17	5.854474522187827e-14	3.059481446715623e-15	5.198766015537414e-14	2.4927987875458648e-15
54922.633399952756	1.6350900529231616e-14	2.1835997436128096e-16	nan	nan	5.512278071171502e-15	3.8711745613048916e-17	nan	nan	8.452824421221766e-15	6.101614216848428e-17	5.812816685479933e-14	3.005758669887431e-15	5.152960981316319e-14	2.453125373818626e-15
54922.68339995276	1.6421476372986165e-14	2.236283919024721e-16	nan	nan	5.5396391910490694e-15	3.9275536345150717e-17	nan	nan	8.488551218623776e-15	6.191510747176708e-17	5.770706970291444e-14	2.956270859391701e-15	5.106694388688226e-14	2.4164254898367884e-15
54922.73339995276	1.648899534613179e-14	2.290323003441346e-16	nan	nan	5.566607550807089e-15	3.982782587200588e-17	nan	nan	8.523579861243288e-15	6.280978639494817e-17	5.728184045334327e-14	2.9105587957382065e-15	5.0600171344284364e-14	2.382051071044104e-15
54922.783399952765	1.655334827382304e-14	2.3460494311445116e-16	nan	nan	5.593179882218199e-15	4.0368683958281453e-17	nan	nan	8.557911103046676e-15	6.369987261638439e-17	5.685286520394806e-14	2.8682557200958937e-15	5.012980045292773e-14	2.34950610330068e-15
54922.83339995277	1.6614426315475832e-14	2.4037864240908094e-16	nan	nan	5.619352932243404e-15	4.089821999275327e-17	nan	nan	8.591545709336285e-15	6.458509470465766e-17	5.642052950483641e-14	2.829094336137095e-15	4.96563388446007e-14	2.3184511760639894e-15
54922.88339995277	1.6672179677198145e-14	2.463666247908722e-16	nan	nan	5.6451249879335856e-15	4.141639835124831e-17	nan	nan	8.62448614055975e-15	6.546504409789911e-17	5.59852183998175e-14	2.7929112985564847e-15	4.9180293579683085e-14	2.2887038188721683e-15
54922.93339995277	1.6726667943213304e-14	2.52547829707314e-16	nan	nan	5.670497183563765e-15	4.192288105988768e-17	nan	nan	8.656737995682081e-15	6.633902837452665e-17	5.554731646781417e-14	2.7596491398262715e-15	4.870217121144818e-14	2.2602349960898365e-15
54922.98339995278	1.6777962299586602e-14	2.588966919310798e-16	nan	nan	5.6954709613207985e-15	4.241733153392296e-17	nan	nan	8.688307208378387e-15	6.720635319099103e-17	5.510720786423468e-14	2.7293555437964442e-15	4.8222477850312006e-14	2.2331618674408755e-15
54923.03339995278	1.6826133682469177e-14	2.653872863286278e-16	nan	nan	5.720047763543174e-15	4.289945278493392e-17	nan	nan	8.719199707081516e-15	6.8066356726331e-17	5.466527636230718e-14	2.7021798076970094e-15	4.774171922803624e-14	2.20773662079392e-15
54923.08339995278	1.687125278310972e-14	2.719938144908834e-16	nan	nan	5.744229031988125e-15	4.3368988485530776e-17	nan	nan	8.749421415026679e-15	6.891840980601718e-17	5.4221905394380564e-14	2.678366264292666e-15	4.7260400761890485e-14	2.1843309074961334e-15
54923.133399952785	1.6913390052848606e-14	2.786909885897933e-16	nan	nan	5.768016208968867e-15	4.382572393682623e-17	nan	nan	8.778978250295757e-15	6.976191590950487e-17	5.377747809319454e-14	2.6582443894315582e-15	4.677902761877921e-14	2.1634152229435197e-15
54923.18339995279	1.6952615708101534e-14	2.854543261580849e-16	nan	nan	5.7914107362679076e-15	4.426948715761717e-17	nan	nan	8.807876125860812e-15	7.059631107986546e-17	5.3332377323422425e-14	2.642215275762258e-15	4.629810477934049e-14	2.1455325456234067e-15
54923.23339995279	1.698899973532803e-14	2.92260369669704e-16	nan	nan	5.814414055819384e-15	4.4700149355834614e-17	nan	nan	8.836120949629047e-15	7.142106375589761e-17	5.288694819160212e-14	2.6305396835037853e-15	4.5818100228094374e-14	2.1311051344829842e-15
54923.283399952794	1.702261189599016e-14	2.99086844114606e-16	nan	nan	5.837027609532162e-15	4.5117625662916676e-17	nan	nan	8.86371862448448e-15	7.2235674538917e-17	5.24414130544351e-14	2.6228871787066436e-15	4.533926185195282e-14	2.1196116382159345e-15
54923.3333999528	1.7053521731495998e-14	3.0591276454686195e-16	nan	nan	5.859252838961302e-15	4.552187569631296e-17	nan	nan	8.890675048334794e-15	7.303967590767458e-17	5.199596913908095e-14	2.6188587860442293e-15	4.48617562356827e-14	2.1102140783648184e-15
54923.3833999528	1.7081798568131975e-14	3.1271850410580324e-16	nan	nan	5.881091186167302e-15	4.5912903997499585e-17	nan	nan	8.916996114152314e-15	7.38326318945339e-17	5.155081353909716e-14	2.6181380562707176e-15	4.438574982642133e-14	2.1021533833342396e-15
54923.4333999528	1.7107511521983694e-14	3.1948583145798885e-16	nan	nan	5.902544092477774e-15	4.629076037585736e-17	nan	nan	8.942687710019939e-15	7.461413772880695e-17	5.1106143236248565e-14	2.6205093655909643e-15	4.391140908569354e-14	2.094787364713374e-15
54923.483399952805	1.7130729503844867e-14	3.2619792510921595e-16	nan	nan	5.923612999624683e-15	4.665554020275256e-17	nan	nan	8.967755719174151e-15	7.538381945667428e-17	5.066215512230478e-14	2.6258729334041017e-15	4.343890051173876e-14	2.087623227830928e-15
54923.53339995281	1.7151521224112804e-14	3.3283937066350515e-16	nan	nan	5.944299349011459e-15	4.7007384848411195e-17	nan	nan	8.992206020048616e-15	7.614133354467136e-17	5.02190460208266e-14	2.634256465646273e-15	4.296839066183677e-14	2.0803460948280633e-15
54923.58339995281	1.7169955197677483e-14	3.3939614589893925e-16	nan	nan	5.964604582167889e-15	4.734648162648109e-17	nan	nan	9.016044486317928e-15	7.68863664705849e-17	4.977701270894255e-14	2.6458233141126434e-15	4.2500046174633307e-14	2.0728446144984146e-15
54923.633399952814	1.7186099748794492e-14	3.4585559749691246e-16	nan	nan	5.984530140396316e-15	4.767306403356744e-17	nan	nan	9.039276986941452e-15	7.761863430654461e-17	4.9336251939120645e-14	2.6608769543703053e-15	4.203403379246881e-14	2.0652345376848224e-15
54923.68339995282	1.720002301595106e-14	3.522064123975143e-16	nan	nan	6.004077465251801e-15	4.798741200640516e-17	nan	nan	9.06190938620738e-15	7.833788229857446e-17	4.889696046093119e-14	2.6798614615672397e-15	4.157052038371053e-14	2.05788059968197e-15
