MJD	Bessell_B	Bessell_B_err	Bessell_V	Bessell_V_err	sdss_g	sdss_g_err	sdss_i	sdss_i_err	sdss_r	sdss_r_err	sdss_u	sdss_u_err
54906.96714841174	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.017148411745	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.06714841175	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.11714841175	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.167148411754	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.21714841176	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.26714841176	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.31714841176	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.367148411766	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.41714841177	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.46714841177	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.517148411775	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.56714841178	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.61714841178	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.66714841178	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.717148411786	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.76714841179	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.81714841179	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.867148411795	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.9171484118	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54907.9671484118	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.433083977461248e-17	2.7590412838604675e-16
54908.017148411804	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.5847382470575005e-18	2.7014224845038996e-16
54908.06714841181	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.5748896141687337e-17	2.6515920468300226e-16
54908.11714841181	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.616706192060299e-17	2.6093108801815213e-16
54908.16714841181	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.684468264345512e-17	2.574291191610964e-16
54908.217148411815	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.77872247984205e-17	2.546201557684436e-16
54908.26714841182	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0900017468401188e-16	2.524673786106888e-16
54908.31714841182	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.3048903879165886e-16	2.509311155370966e-16
54908.367148411824	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.5225934418925878e-16	2.4996975115805327e-16
54908.41714841183	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.7431663890648536e-16	2.49540665809487e-16
54908.46714841183	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.9666649232063604e-16	2.496011496299614e-16
54908.51714841183	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.1931449554409639e-16	2.501092453247441e-16
54908.567148411836	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.422662618127907e-16	2.5102448450530534e-16
54908.61714841184	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.655274268760258e-16	2.523084952332852e-16
54908.66714841184	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.891036493874538e-16	2.539254706687958e-16
54908.717148411844	nan	nan	nan	nan	-5.5396407482497926e-18	1.7030098874221796e-16	nan	nan	nan	nan	3.1300061129759395e-16	2.5584249917146366e-16
54908.76714841185	nan	nan	nan	nan	1.6041511309564397e-17	1.6695591577277813e-16	nan	nan	nan	nan	3.372240182471666e-16	2.580297641087384e-16
54908.81714841185	nan	nan	nan	nan	3.783275650023528e-17	1.6432875818904308e-16	nan	nan	nan	nan	3.617795999623673e-16	2.604606268403817e-16
