MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
54418.66980000064	9.779020091604704e-15	6.414783721572491e-17	3.41518078469891e-15	2.4512153598282918e-17	5.655867919143005e-15	4.4303586619513956e-17	nan	nan	7.30688593743853e-15	9.44538124864754e-17	3.858416544769923e-15	6.103231862866433e-17	6.204381963761252e-15	9.198292299090193e-17	9.990231790077153e-15	2.3943531694934906e-16	7.346894993729697e-15	2.6970728035115285e-16	1.882488941178969e-15	2.039439531874678e-16	3.1236322609852457e-15	2.576474441517742e-16	1.9858295747875107e-15	2.1929444909950213e-16	7.452248560464642e-15	1.4757054797071828e-16
54418.71980000065	9.75593101113139e-15	6.409249908713952e-17	3.414327056503977e-15	2.4483035449204136e-17	5.654142129024552e-15	4.431138460213566e-17	nan	nan	7.300247127317826e-15	9.435633250485985e-17	3.855914281409957e-15	6.029366231200281e-17	6.2006943926803926e-15	9.085649065776869e-17	9.966235883459117e-15	2.395003985232772e-16	7.306795813366497e-15	2.701225999153207e-16	1.8656931540419473e-15	2.062080632209326e-16	3.1002075672089707e-15	2.5950784417426975e-16	1.969166400918427e-15	2.2131354161655713e-16	7.44559010378377e-15	1.476347379524519e-16
54418.76980000065	9.732882868833814e-15	6.403738594509156e-17	3.413472631398228e-15	2.445430201515948e-17	5.652416493648826e-15	4.4320069999169266e-17	nan	nan	7.293571270384684e-15	9.420911950455135e-17	3.853389520810916e-15	5.955367338329009e-17	6.196992119652257e-15	8.973656449189e-17	9.942267607510226e-15	2.395639555360199e-16	7.266930135011574e-15	2.704687944758497e-16	1.8491417971445282e-15	2.0832307401695658e-16	3.077123911180423e-15	2.6121547980779755e-16	1.952753490650912e-15	2.2318584422184097e-16	7.438935114079544e-15	1.47701281939998e-16
54418.81980000065	9.709875965854316e-15	6.398250228457927e-17	3.412617498080353e-15	2.4425950938511864e-17	5.650691003026548e-15	4.4329627485112e-17	nan	nan	7.286850569185099e-15	9.402157421196704e-17	3.8508419750082354e-15	5.881777220344164e-17	6.193274856314761e-15	8.863197572146825e-17	9.9183273839439e-15	2.396257776834019e-16	7.227297412829204e-15	2.707430768082504e-16	1.8328313234465846e-15	2.102823862025896e-16	3.054376245805281e-15	2.627638492720011e-16	1.9365870751962583e-15	2.2490488080674677e-16	7.432283624054136e-15	1.477701241163534e-16
54418.869800000655	9.686910600622236e-15	6.39278525062842e-17	3.41176164524004e-15	2.4397979854800896e-17	5.648965647189695e-15	4.434004187526508e-17	nan	nan	7.280077212645128e-15	9.38057820754199e-17	3.8482713556255165e-15	5.809169901934157e-17	6.1895423139547226e-15	8.755204725300044e-17	9.894415634506951e-15	2.39685671849962e-16	7.187897101902703e-15	2.7094291758071426e-16	1.8167581901422047e-15	2.120799169684489e-16	3.0319595283504593e-15	2.641469422897406e-16	1.9206633903721153e-15	2.2646466380870864e-16	7.425635666409971e-15	1.478412097491007e-16
54418.91980000066	9.663987062523607e-15	6.387344327891774e-17	3.4109050615879795e-15	2.4370386392720466e-17	5.6472404162112294e-15	4.435129812374357e-17	nan	nan	7.273243375494601e-15	9.357627863987869e-17	3.845677373871721e-15	5.738149804902812e-17	6.185794203503637e-15	8.650655792525036e-17	9.870532780979551e-15	2.3974346222589706e-16	7.148728658232925e-15	2.710660442564807e-16	1.8009188585966956e-15	2.1371006433132924e-16	3.0098687203765292e-15	2.653592168188461e-16	1.9049786765307734e-15	2.278596655305656e-16	7.418991273850575e-15	1.4791448519457516e-16
54418.96980000066	9.641105657222426e-15	6.381928107626999e-17	3.410047735801859e-15	2.4343168180448544e-17	5.645515300097321e-15	4.436338132753305e-17	nan	nan	7.266341217689377e-15	9.334972900207578e-17	3.8430597405368615e-15	5.669349208087692e-17	6.182030235535816e-15	8.550568932966939e-17	9.846679245175433e-15	2.3979899040144284e-16	7.10979153873658e-15	2.711104402446035e-16	1.7853097942832724e-15	2.151676752096472e-16	2.9880987876726458e-15	2.6639557793327974e-16	1.889529178487743e-15	2.290847922314338e-16	7.412350479080515e-15	1.4798989790021427e-16
54419.019800000664	9.618266687669691e-15	6.376537448925326e-17	3.4091896565783676e-15	2.431632283850299e-17	5.643790288887534e-15	4.437627672721488e-17	nan	nan	7.259362883833348e-15	9.314450617420528e-17	3.840418165989836e-15	5.60342457629849e-17	6.178250120264511e-15	8.45599523304184e-17	9.82285544894363e-15	2.398521154443863e-16	7.0710852012431465e-15	2.7107434436965344e-16	1.7699274667203143e-15	2.1644801700869692e-16	2.9666447001885586e-15	2.6725135883133413e-16	1.874311145450074e-15	2.3013536085669863e-16	7.405713314805271e-15	1.4806739640717731e-16
54419.06980000067	9.595470443251437e-15	6.371173272707329e-17	3.4083308126211952e-15	2.42898479859015e-17	5.6420653726229545e-15	4.4389969709440315e-17	nan	nan	7.252300502598741e-15	9.298015436325574e-17	3.837752360174386e-15	5.541051581590833e-17	6.174453567538643e-15	8.36800907121734e-17	9.79906181416767e-15	2.3990271396002255e-16	7.032609104494031e-15	2.7095625072317596e-16	1.7547683494079475e-15	2.1754675242936357e-16	2.9455014319695387e-15	2.679223039413281e-16	1.8593208309450903e-15	2.310070782693574e-16	7.39907981373105e-15	1.4814693035112052e-16
54419.11980000067	9.572717227822992e-15	6.36583652422825e-17	3.40747119261503e-15	2.426374123343593e-17	5.640340541344665e-15	4.4404445809980504e-17	nan	nan	7.245146195538045e-15	9.287667618672942e-17	3.835062036019343e-15	5.482917851466309e-17	6.170640288733849e-15	8.287694673767189e-17	9.775298762767092e-15	2.3995068013188e-16	6.9943627081397286e-15	2.7075490895321256e-16	1.7398289197655293e-15	2.1845991724349854e-16	2.9246639610893922e-15	2.6840455408894045e-16	1.8445544927487763e-15	2.316960228567374e-16	7.392450008565322e-15	1.4822845046427504e-16
54419.16980000067	9.550007338909371e-15	6.360527925067398e-17	3.406610785254561e-15	2.4238000193562418e-17	5.638615785074014e-15	4.4419690711557913e-17	nan	nan	7.237894163572634e-15	9.284248275899745e-17	3.8323476680598925e-15	5.4295351167957925e-17	6.1668104173280355e-15	8.215836250400232e-17	9.75156671669778e-15	2.399959257475317e-16	6.956345472737518e-15	2.704693250445547e-16	1.7251056590682848e-15	2.1918390080019662e-16	2.904127269584475e-15	2.686946336974757e-16	1.8300083928147534e-15	2.3219862839252295e-16	7.385823932016213e-15	1.4831190857476687e-16
54419.219800000676	9.527341100261197e-15	6.355246531058357e-17	3.405749579238477e-15	2.4212622471723366e-17	5.636891093852087e-15	4.443569024967156e-17	nan	nan	7.23054332038856e-15	9.285984006984466e-17	3.829611449800231e-15	5.3810071613728336e-17	6.162965039663018e-15	8.152535990576946e-17	9.72786609795234e-15	2.4003838020403626e-16	6.9185568597508074e-15	2.7009876263848287e-16	1.7105950523847194e-15	2.197154290613131e-16	2.883886343387207e-15	2.687894399943257e-16	1.8156787972028903e-15	2.325116700493279e-16	7.379201616792644e-15	1.483972576066785e-16
54419.26980000068	9.504718824777116e-15	6.349991043415905e-17	3.404887563256467e-15	2.418760567226572e-17	5.6351664577336305e-15	4.4452430410197545e-17	nan	nan	7.223093210380133e-15	9.290756721047647e-17	3.8268558099934556e-15	5.337384390821445e-17	6.15910537236801e-15	8.097795690537097e-17	9.704197328560667e-15	2.400779905001516e-16	6.880996331545327e-15	2.6964274493378013e-16	1.6962935885139807e-15	2.2005154998846899e-16	2.8639361722598613e-15	2.686862342134829e-16	1.8015619760079687e-15	2.3263225247417154e-16	7.3725830956052e-15	1.484844515793306e-16
54419.31980000068	9.482140845251063e-15	6.344760380381543e-17	3.4040247260142215e-15	2.416294739559399e-17	5.63344186673392e-15	4.446989733325554e-17	nan	nan	7.215543360328525e-15	9.296529346117897e-17	3.824083177022457e-15	5.298723727233263e-17	6.15523263172913e-15	8.051615012566764e-17	9.680560830591143e-15	2.4011472121042394e-16	6.843663351388507e-15	2.691010572154582e-16	1.6821977599224684e-15	2.2018962113864718e-16	2.8442717497284414e-15	2.6838263479541504e-16	1.787654203288777e-15	2.325577998598576e-16	7.365968401164601e-15	1.48573445606094e-16
54419.369800000684	9.45960747910334e-15	6.339553461737046e-17	3.403161056201428e-15	2.413864524251176e-17	5.631717310891005e-15	4.448807731236771e-17	nan	nan	7.207893279376862e-15	9.301408342649948e-17	3.8212959789287134e-15	5.265092168529138e-17	6.151348033702488e-15	8.013997482390808e-17	9.656957026150211e-15	2.401485544418705e-16	6.806557383446396e-15	2.6847375004530716e-16	1.6683040626820162e-15	2.2012729935067114e-16	2.824888073017016e-15	2.67876612604617e-16	1.7739517569968953e-15	2.322860479655634e-16	7.35935756618329e-15	1.486641958919219e-16
54419.41980000069	9.437119045562913e-15	6.334369322570728e-17	3.4022965424977745e-15	2.4114696807542406e-17	5.629992780238377e-15	4.450695679915509e-17	nan	nan	7.200142459003804e-15	9.303694034122082e-17	3.818496643441683e-15	5.2365698308671365e-17	6.147452793929027e-15	7.984955851539003e-17	9.633386337383632e-15	2.401794897762788e-16	6.769677892782592e-15	2.677611431544662e-16	1.6546089964064328e-15	2.1986253243655463e-16	2.8057801429807756e-15	2.6716648820875953e-16	1.7604509189056346e-15	2.318150380634024e-16	7.352750623374193e-15	1.4875665973150107e-16
54419.46980000069	9.414675870189066e-15	6.329206945780245e-17	3.4014311736249534e-15	2.409109968683049e-17	5.628268264844449e-15	4.4526522397939016e-17	nan	nan	7.19229037299675e-15	9.301919965004633e-17	3.815687598008221e-15	5.2132523809152616e-17	6.143548127746802e-15	7.964516677805444e-17	9.609849186477236e-15	2.4020754419515205e-16	6.733024345355289e-15	2.669638300705337e-16	1.6411090641894209e-15	2.193935528251059e-16	2.7869429640401438e-15	2.6625093128666366e-16	1.7471479745391995e-15	2.3114311281713897e-16	7.346147605451366e-15	1.4885079550573993e-16
54419.51980000069	9.39227827492376e-15	6.324065652421593e-17	3.400564938244649e-15	2.4067851472343855e-17	5.626543754718423e-15	4.4546760873334167e-17	nan	nan	7.184336477422676e-15	9.29488281327014e-17	3.812871269821416e-15	5.195252773000779e-17	6.1396352502048204e-15	7.952723993915947e-17	9.586345995656371e-15	2.402327519893737e-16	6.6965962080163034e-15	2.660826835125282e-16	1.6278007725417386e-15	2.1871887313213533e-16	2.7683715441155613e-15	2.651289622623753e-16	1.7340392131017662e-15	2.302689141242026e-16	7.339548545130284e-15	1.4894656267884373e-16
54419.569800000696	9.369926576282967e-15	6.318944587417217e-17	3.399697825078554e-15	2.404494975792102e-17	5.624819239875574e-15	4.4567659146639817e-17	nan	nan	7.176280210598589e-15	9.281664443065731e-17	3.8100500858499215e-15	5.1827022174458874e-17	6.135715376076325e-15	7.94964195568286e-17	9.562877187187926e-15	2.4025516465061766e-16	6.660392948507961e-15	2.651188615791425e-16	1.6146806313287963e-15	2.1783728367083653e-16	2.7500608945605017e-15	2.6379995629688676e-16	1.7211209274063873e-15	2.29191382988874e-16	7.332953475126642e-15	1.490439217942247e-16
54419.6198000007	9.347621101634633e-15	6.31384319151771e-17	3.3988298228063554e-15	2.4022392132922286e-17	5.623094710384314e-15	4.4589204297383503e-17	nan	nan	7.168120993060607e-15	9.261647546057081e-17	3.8072264728673745e-15	5.1757503220984436e-17	6.131789719872834e-15	7.95535638795197e-17	9.539443183379959e-15	2.402748507485528e-16	6.624414035461412e-15	2.6407381476264667e-16	1.6017451537081919e-15	2.1674785194824762e-16	2.7320060300959885e-15	2.6226364980580683e-16	1.7083894138043614e-15	2.279097615279779e-16	7.32636242815806e-15	1.491428344701437e-16
54419.6698000007	9.325362170207723e-15	6.30876091435157e-17	3.3979609201237426e-15	2.4000176189894106e-17	5.621370156279655e-15	4.4611383566340587e-17	nan	nan	7.159858227531765e-15	9.234526046240039e-17	3.80440285748137e-15	5.174564367680194e-17	6.127859495857227e-15	7.969975175468575e-17	9.51604440658242e-15	2.4029189579124357e-16	6.588658938395446e-15	2.6294929380066927e-16	1.5889908560672912e-15	2.1544992423904103e-16	2.7142019687446985e-15	2.6052014972073413e-16	1.695840972114585e-15	2.264235972554958e-16	7.319775436942599e-15	1.4924326339427515e-16
54419.719800000705	9.30315010665719e-15	6.303697160062917e-17	3.3970911057344054e-15	2.3978299516059878e-17	5.619645567595089e-15	4.4634184352651634e-17	nan	nan	7.15149129888899e-15	9.200311079028817e-17	3.801581666162482e-15	5.17932770091801e-17	6.1239259180566735e-15	7.993627478721356e-17	9.492681279187957e-15	2.4030640206610364e-16	6.55312712771328e-15	2.6174735838743385e-16	1.5764142579607026e-15	2.1394312936911383e-16	2.6966437317647975e-15	2.5856994575920525e-16	1.683471905552596e-15	2.2473274983979443e-16	7.313192534199519e-15	1.493451723197866e-16
54419.76980000071	9.280985232924997e-15	6.298651641127517e-17	3.396220368313031e-15	2.3956759702335266e-17	5.617920934333748e-15	4.465759421586589e-17	nan	nan	7.143019574127998e-15	9.159332934051002e-17	3.798765325274014e-15	5.190237255523392e-17	6.119990200277181e-15	8.026461788797932e-17	9.469354223632525e-15	2.4031848846908383e-16	6.517818074701313e-15	2.604703867522072e-16	1.564011882048153e-15	2.122273848986842e-16	2.679326343584136e-15	2.564139260321013e-16	1.6712785206600982e-15	2.228374005848285e-16	7.3066137526494e-15	1.4944852605802233e-16
54419.81980000071	9.258867867335775e-15	6.293623970834908e-17	3.3953486965713096e-15	2.3935554338749607e-17	5.616196246576187e-15	4.468160087541764e-17	nan	nan	7.134442402327968e-15	9.112238892638475e-17	3.795956261100432e-15	5.207500240571823e-17	6.116053556115818e-15	8.068642870623145e-17	9.446063662395337e-15	2.4032829031012697e-16	6.482731251526598e-15	2.5912108610277436e-16	1.5517802540321125e-15	2.1030290595423182e-16	2.66224483173481e-15	2.540533963908633e-16	1.659257127234175e-15	2.207380649553762e-16	7.300039125013647e-15	1.4955329047342948e-16
54419.86980000071	9.236798337257472e-15	6.288613941084412e-17	3.3944760792029304e-15	2.3914681015498747e-17	5.614471494351346e-15	4.4706192212694373e-17	nan	nan	7.125759114615032e-15	9.059986410685645e-17	3.793156899877279e-15	5.2313300668772126e-17	6.112117198975565e-15	8.120347677724827e-17	9.422810018000285e-15	2.4033595910701134e-16	6.447866131235411e-15	2.5770250391961167e-16	1.5397159025953986e-15	2.0817021703291223e-16	2.6453942267868147e-15	2.514901039941688e-16	1.6474040382568668e-15	2.1843560854735187e-16	7.293468684014732e-15	1.4965943247651968e-16
54419.919800000716	9.214776957397397e-15	6.283621337503015e-17	3.3936025049005823e-15	2.3894137323371735e-17	5.612746667677537e-15	4.473135627026655e-17	nan	nan	7.116969024123133e-15	9.003830610570943e-17	3.790369667819917e-15	5.261941613047656e-17	6.1081823420779876e-15	8.181760355654946e-17	9.399593713015935e-15	2.4034166235770717e-16	6.413222187751098e-15	2.5621804008396454e-16	1.5278153593391155e-15	2.0583016719311566e-16	2.628769562282784e-15	2.487262656846386e-16	1.6357155698245913e-15	2.1593126700213007e-16	7.286902462376427e-15	1.4976692001762905e-16
54419.96980000072	9.192804053314834e-15	6.2786461524921e-17	3.3927279623479528e-15	2.3873920854357216e-17	5.611021756609507e-15	4.475708125050297e-17	nan	nan	7.108071425955451e-15	8.945304577483295e-17	3.78759699115277e-15	5.299545962538865e-17	6.104250198476027e-15	8.253066478880427e-17	9.376415170056349e-15	2.4034558329480966e-16	6.378798895871299e-15	2.5467145978141166e-16	1.5160751587205385e-15	2.0328394915284913e-16	2.6123658746715537e-15	2.4576460186880634e-16	1.6241880410777035e-15	2.132266704827899e-16	7.280340492823313e-15	1.4987572207839034e-16
54420.01980000072	9.170879955995057e-15	6.273688340011023e-17	3.3918524402427314e-15	2.3854029200989605e-17	5.6092967511655685e-15	4.4783355516891565e-17	nan	nan	7.099065597144346e-15	8.88619054743459e-17	3.784841296138482e-15	5.344344767840097e-17	6.100321981068284e-15	8.334446691374046e-17	9.35327481178168e-15	2.4034792062341437e-16	6.344595731267232e-15	2.5306690712660813e-16	1.5044918379908247e-15	2.0053312295034968e-16	2.596178203243176e-15	2.426083767469597e-16	1.6128177741298638e-15	2.103238734763693e-16	7.273782808081398e-15	1.4998580866501832e-16
54420.069800000725	9.149004974719387e-15	6.268747924862867e-17	3.390975927294609e-15	2.383445995722144e-17	5.607571641400469e-15	4.481016759468726e-17	nan	nan	7.08995079660838e-15	8.82847979244731e-17	3.78210500910759e-15	5.3965244166609164e-17	6.0963989026131156e-15	8.426069937629704e-17	9.330173060898314e-15	2.403488882367957e-16	6.310612170480672e-15	2.51408919409962e-16	1.4930619371328554e-15	1.9757964498797928e-16	2.5802015900629816e-15	2.392614458917314e-16	1.6016010939979938e-15	2.0722539086284174e-16	7.267229440877572e-15	1.500971507999713e-16
54420.11980000073	9.127179426003794e-15	6.263825079640235e-17	3.390098412172271e-15	2.381521072110128e-17	5.60584641733252e-15	4.4837506168848915e-17	nan	nan	7.080726265110169e-15	8.774318943805654e-17	3.77939055648703e-15	5.456250184158699e-17	6.092482175740403e-15	8.528086480445217e-17	9.307110340159948e-15	2.403487149139298e-16	6.276847690922635e-15	2.4970244184110053e-16	1.4817819987994965e-15	1.9442590348735626e-16	2.5644310799056837e-15	2.357283123757988e-16	1.5905343285317319e-15	2.039342414135445e-16	7.260680423940265e-15	1.5020972051369353e-16
54420.16980000073	9.105403655302853e-15	6.258919938968623e-17	3.389219883599411e-15	2.379627908834487e-17	5.604121069004324e-15	4.4865360085290525e-17	nan	nan	7.071391718888472e-15	8.72580154956429e-17	3.776700156206757e-15	5.523591789144714e-17	6.088572933119987e-15	8.640525541670045e-17	9.284087072368334e-15	2.403476439973194e-16	6.243301770870825e-15	2.47952842621649e-16	1.4706485682510648e-15	1.910747616404853e-16	2.5488617201900325e-15	2.320141928726469e-16	1.5796138083429913e-15	2.0045400015050682e-16	7.254135789998668e-15	1.503234908352252e-16
54420.219800000734	9.083677954715591e-15	6.254031123961749e-17	3.388340330232712e-15	2.3777662659874942e-17	5.602395586447858e-15	4.4893718351409955e-17	nan	nan	7.061954361168373e-15	8.682919994185481e-17	3.774034464536976e-15	5.598074489395209e-17	6.084671709569394e-15	8.762673143940626e-17	9.261103680372768e-15	2.4034593304927753e-16	6.2099738894680146e-15	2.461659281412955e-16	1.4596581932939122e-15	1.8752961007321774e-16	2.5334885609129203e-15	2.281250954207591e-16	1.5688358667358127e-15	1.9678886133817342e-16	7.247595571783076e-15	1.504384357839604e-16
54420.26980000074	9.062002642566638e-15	6.249156290707026e-17	3.3874597407948674e-15	2.3759359038726042e-17	5.600669959698132e-15	4.4922570132318953e-17	nan	nan	7.05242721613807e-15	8.644046912387841e-17	3.771393430013679e-15	5.678968707135717e-17	6.080778768878036e-15	8.893472803708921e-17	9.238160587072223e-15	2.4034385348622416e-16	6.176863526719797e-15	2.4434795802410956e-16	1.4488074242180754e-15	1.8379443064750558e-16	2.518306654584534e-15	2.2406791085245216e-16	1.5581968396363694e-15	1.9294371429131905e-16	7.24105980202523e-15	1.505545303596512e-16
54420.31980000074	9.04037802994598e-15	6.244293032934328e-17	3.3865781039785654e-15	2.3741365831365032e-17	5.598944178815966e-15	4.495190475358538e-17	nan	nan	7.042823445082502e-15	8.607618339842667e-17	3.768776997820708e-15	5.765535154573655e-17	6.0768943733989895e-15	9.03186378938802e-17	9.21525821541446e-15	2.403416901931772e-16	6.143970163493246e-15	2.425056596976919e-16	1.438092813735362e-15	1.798738741623098e-16	2.5033110561615518e-15	2.1985052023933938e-16	1.5476930655223547e-15	1.8892423470672047e-16	7.234528513457946e-15	1.5067175053328587e-16
54420.36980000074	9.018804428847931e-15	6.239439096226162e-17	3.385695408474495e-15	2.372368064439707e-17	5.5972182338136e-15	4.498171170072191e-17	nan	nan	7.033156193621783e-15	8.572252828350225e-17	3.766185113301665e-15	5.857037289997819e-17	6.0730187853955045e-15	9.176796684102279e-17	9.192396988397445e-15	2.403397411140187e-16	6.111293281514142e-15	2.406462420869326e-16	1.427510916917673e-15	1.757733551811568e-16	2.4884968229829784e-15	2.1548192110250444e-16	1.5373208853530397e-15	1.847369948604038e-16	7.228001738815175e-15	1.5079007323635052e-16
54420.419800000745	8.997282143127824e-15	6.234592191585836e-17	3.384811642962343e-15	2.370630108931812e-17	5.595492114721491e-15	4.501198061510758e-17	nan	nan	7.0234385927110616e-15	8.53681514507975e-17	3.76361772195879e-15	5.952750633567147e-17	6.069152267043878e-15	9.327244693203324e-17	9.16957732906989e-15	2.4033831681970803e-16	6.078832363365101e-15	2.387774079458741e-16	1.4170582911349747e-15	1.714991680767024e-16	2.473859014703386e-15	2.1097237557320189e-16	1.527076642499159e-15	1.8038959680863802e-16	7.221479510832255e-15	1.5090947635069145e-16
54420.46980000075	8.975811492014624e-15	6.229750215576901e-17	3.3839267961528002e-15	2.368922478347727e-17	5.593765811586797e-15	4.504270129729353e-17	nan	nan	7.01368375963862e-15	8.500468469525986e-17	3.76107476945288e-15	6.051970156363575e-17	6.065295080437523e-15	9.482212458016582e-17	9.146799660531526e-15	2.403377400533243e-16	6.0465868924840166e-15	2.369073642569822e-16	1.4067314959934997e-15	1.6705862948349295e-16	2.459392693228387e-15	2.0633358412924511e-16	1.5169566826727798e-15	1.7589083369547722e-16	7.214961862245374e-15	1.5102993869846083e-16
54420.51980000075	8.954392768511688e-15	6.224911124327239e-17	3.3830408567345557e-15	2.367244934232902e-17	5.592039314453637e-15	4.507386370602023e-17	nan	nan	7.003904799024024e-15	8.46271591763485e-17	3.7585562016021804e-15	6.154015889224949e-17	6.061447487589291e-15	9.640742619080742e-17	9.124064405933487e-15	2.403383452490328e-16	6.014556353162155e-15	2.350448300356725e-16	1.3965270932740252e-15	1.6246025374771917e-16	2.445092922648875e-15	2.0157888897523578e-16	1.5069573538572384e-15	1.7125088544467166e-16	7.208448825792423e-15	1.5115144003093657e-16
54420.569800000754	8.93302630541295e-15	6.220072845539099e-17	3.382153813399297e-15	2.3655972391262596e-17	5.59031261334336e-15	4.510545795390024e-17	nan	nan	6.994114803813677e-15	8.423432195855146e-17	3.7560619643824736e-15	6.25823695398345e-17	6.057609750433729e-15	9.801920419761163e-17	9.1013719884798e-15	2.4034047802981727e-16	5.982740230541508e-15	2.3319904076525873e-16	1.3864416468699845e-15	1.5771396974321747e-16	2.4309547691753135e-15	1.967235114746019e-16	1.4970750062371301e-15	1.6648155651370458e-16	7.201940434212144e-15	1.5127396101669164e-16
54420.61980000076	8.911712397530431e-15	6.215233587446597e-17	3.3812656548407142e-15	2.3639791555943313e-17	5.588585698309195e-15	4.5137474310969125e-17	nan	nan	6.984326856277291e-15	8.382885880384066e-17	3.75359200392574e-15	6.364014245709088e-17	6.053782130830961e-15	9.964876657195784e-17	9.078722831426736e-15	2.4034449467668024e-16	5.951138010613515e-15	2.3137974860003544e-16	1.376471722725747e-15	1.5283138966188882e-16	2.4169733010724356e-15	1.9178482820315442e-16	1.4873059921284351e-15	1.6159656499849296e-16	7.195436720244542e-15	1.5139748323131652e-16
54420.66980000076	8.890451362284432e-15	6.210391309674929e-17	3.3803763697654967e-15	2.362390446706764e-17	5.586858559361864e-15	4.516990320078145e-17	nan	nan	6.974554029002788e-15	8.341752283776329e-17	3.7511462665206226e-15	6.470761998148141e-17	6.049964890570003e-15	1.0128789279520362e-16	9.056117358084325e-15	2.403507615752341e-16	5.919749180216409e-15	2.2959721736437123e-16	1.366613888774957e-15	1.478261431570778e-16	2.403143588594302e-15	1.8678268998334553e-16	1.477646665908285e-15	1.566118941679684e-16	7.188937716630976e-15	1.515219891452298e-16
54420.71980000076	8.86924349177398e-15	6.205544429794558e-17	3.379485946844331e-15	2.3608308760403454e-17	5.585131186557633e-15	4.5202735200313453e-17	nan	nan	6.964809385890127e-15	8.301116177545508e-17	3.748724698610762e-15	6.577928452629532e-17	6.046158291370633e-15	1.0292883905959905e-16	9.03355599181676e-15	2.4035965463291634e-16	5.8885732270343496e-15	2.278622113041814e-16	1.3568647148789083e-15	1.4271429357111336e-16	2.3894607039183193e-15	1.817397874031235e-16	1.4680933839452604e-15	1.515462193081508e-16	7.182443456114257e-15	1.5164746211097696e-16
54420.769800000766	8.848089127836322e-15	6.200691150207397e-17	3.3785943747879084e-15	2.3593002076918224e-17	5.583403569929994e-15	4.523596104146634e-17	nan	nan	6.955105983145203e-15	8.262462865852429e-17	3.746327246795167e-15	6.684995829325226e-17	6.042362594887306e-15	1.0456433515479983e-16	9.011039156042383e-15	2.4037155867423535e-16	5.857609639594081e-15	2.2618597646196985e-16	1.3472207727646306e-15	1.375148568471443e-16	2.375919721079937e-15	1.766820644289953e-16	1.4586425045294148e-15	1.464214242591186e-16	7.175953971437979e-15	1.5177388635284837e-16
54420.81980000077	8.826988558048826e-15	6.195829861435092e-17	3.3777016422829167e-15	2.3577982062539957e-17	5.5816756995033336e-15	4.526957160437795e-17	nan	nan	6.945456870272378e-15	8.227655358323004e-17	3.743953857826914e-15	6.791479773656022e-17	6.038578062711879e-15	1.0618757514580247e-16	8.988567274234808e-15	2.403868668038786e-16	5.8268579072640306e-15	2.245802135318772e-16	1.337678635963605e-15	1.3225044784701074e-16	2.362515715907936e-15	1.716391781588093e-16	1.4492903878024014e-15	1.4126322261098096e-16	7.169469295347603e-15	1.5190124695259096e-16
54420.86980000077	8.80594209531014e-15	6.190959148378506e-17	3.3768077380310455e-15	2.3563246366820038e-17	5.579947565309626e-15	4.530355792317999e-17	nan	nan	6.9358750910674285e-15	8.198894817599979e-17	3.741604478613194e-15	6.896928423379442e-17	6.0348049563763265e-15	1.0779220360588456e-16	8.966140769923628e-15	2.4040597974725836e-16	5.7963175202521885e-15	2.230570410336121e-16	1.3282348797497984e-15	1.269480824478855e-16	2.349243765958399e-15	1.666449967498566e-16	1.440033395687583e-15	1.3610189703962865e-16	7.162989460589436e-15	1.5202952983820124e-16
54420.919800000775	8.784950054327573e-15	6.186077380733496e-17	3.3759126507159824e-15	2.354879264815528e-17	5.578219157414246e-15	4.5337911179138216e-17	nan	nan	6.926373684608717e-15	8.178661254263418e-17	3.739279056214344e-15	7.000921215859753e-17	6.03104353735601e-15	1.093722988412799e-16	8.943760066694448e-15	2.4042930516107674e-16	5.765987969603553e-15	2.2162894774291086e-16	1.3188860810783598e-15	1.2164016540497144e-16	2.3360989504496354e-15	1.6173811799930286e-16	1.4308678918203984e-15	1.3097316476884922e-16	7.156514499911301e-15	1.5215872177015346e-16
54420.96980000078	8.76401272177416e-15	6.181183117219549e-17	3.3750163689324054e-15	2.3534618527641448e-17	5.576490466426056e-15	4.537262250671211e-17	8.370468219710711e-15	3.8749321009489447e-16	6.91696568624927e-15	8.169631838732406e-17	3.73697753784364e-15	7.103067530796141e-17	6.02729406707285e-15	1.1092235425611657e-16	8.921425588189757e-15	2.4045725691644603e-16	5.735868747198818e-15	2.2030873339883589e-16	1.3096288185238045e-15	1.1636569042406788e-16	2.3230763501966064e-15	1.56962376780414e-16	1.4217902414783008e-15	1.2591916445948213e-16	7.150044446061968e-15	1.5228881032847098e-16
54421.01980000078	8.743130235108266e-15	6.176273723408904e-17	3.3741188804919004e-15	2.352072134796735e-17	5.574761487473388e-15	4.5407681721020606e-17	8.357297751327012e-15	3.867916434054168e-16	6.9076641286073e-15	8.174575414007803e-17	3.7346998708665816e-15	7.203005243133052e-17	6.0235568068975365e-15	1.124372587493e-16	8.899137758109683e-15	2.404902543556684e-16	5.7059593457523156e-15	2.1910943698169876e-16	1.3004596722187284e-15	1.1117166442193955e-16	2.3101710475468055e-15	1.5236728940293193e-16	1.4127968115109356e-15	1.2098953514037388e-16	7.143579331792189e-15	1.524197839002373e-16
