MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err
50922.41442238054	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50922.464422380544	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50922.51442238055	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50922.56442238055	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50922.61442238055	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50922.664422380556	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50922.71442238056	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50922.76442238056	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50922.814422380565	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50922.86442238057	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50922.91442238057	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50922.96442238057	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50923.01442238058	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50923.06442238058	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50923.11442238058	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50923.164422380585	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50923.21442238059	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50923.26442238059	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50923.314422380594	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50923.3644223806	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
50923.4144223806	nan	nan	nan	nan	nan	nan	nan	nan	-5.5420806433331825e-19	1.5611017232338726e-17
50923.4644223806	nan	nan	nan	nan	-5.039881835187422e-19	1.670009237519163e-17	nan	nan	1.6941796441742141e-18	1.5863477423543727e-17
50923.514422380606	nan	nan	nan	nan	6.93231144442407e-19	1.6545935701766268e-17	nan	nan	3.9681828411479e-18	1.7695847807849975e-17
50923.56442238061	nan	nan	nan	nan	1.904404312831845e-18	1.7482163894287006e-17	nan	nan	6.2800744805930776e-18	2.0353393463515973e-17
50923.61442238061	nan	nan	nan	nan	3.1359100843542052e-18	1.910049112998818e-17	nan	nan	8.642128188656834e-18	2.3295338665330214e-17
50923.664422380614	nan	nan	nan	nan	4.394127624792733e-18	2.104397729223013e-17	nan	nan	1.1066618479544735e-17	2.6222869572257574e-17
50923.71442238062	nan	nan	nan	nan	5.6854366294633825e-18	2.3070954975220537e-17	nan	nan	1.3565820974343368e-17	2.89826302543751e-17
50923.76442238062	nan	nan	nan	nan	7.016217450574747e-18	2.5035382121742498e-17	nan	nan	1.615201261869772e-17	3.149789890133403e-17
50923.81442238062	nan	nan	nan	nan	8.392851222463396e-18	2.6853607637496122e-17	nan	nan	1.8837471899171672e-17	3.373289608048809e-17
50923.864422380626	nan	nan	nan	nan	9.821719989480842e-18	2.848025967198454e-17	nan	nan	2.1634479061569508e-17	3.567525760328286e-17
50923.91442238063	nan	nan	nan	nan	1.1309206831327691e-17	2.9893767681691334e-17	nan	nan	2.455531632842725e-17	3.732732389792484e-17
50923.96442238063	nan	nan	nan	nan	1.2861695990364175e-17	3.108814118185798e-17	nan	nan	2.7612268116332158e-17	3.870171469201895e-17
50924.014422380635	nan	nan	nan	nan	1.4485572997850128e-17	3.2068369273861395e-17	nan	nan	3.0817621253542895e-17	3.981905846656574e-17
50924.06442238064	nan	nan	nan	nan	1.618722480053085e-17	3.2847864181390055e-17	nan	nan	3.418366519821085e-17	4.0706838352085644e-17
50924.11442238064	nan	nan	nan	nan	1.7973039887404133e-17	3.344705698708037e-17	nan	nan	3.772269225547063e-17	4.1398807015280834e-17
50924.16442238064	nan	nan	nan	nan	1.9849408416339044e-17	3.389262768413772e-17	nan	nan	4.144699779481687e-17	4.193463985797546e-17
50924.214422380646	nan	nan	nan	nan	2.182272234016769e-17	3.421703857962966e-17	nan	nan	4.5368880469298926e-17	4.23595836195841e-17
50924.26442238065	nan	nan	nan	nan	2.3899375534127512e-17	3.445812252056832e-17	nan	nan	4.950064243149487e-17	4.2723884950376746e-17
50924.31442238065	nan	nan	nan	nan	2.608576392193656e-17	3.4658504915585686e-17	nan	nan	5.385458955243422e-17	4.308179164364533e-17
50924.364422380655	nan	nan	nan	nan	2.8388285603400475e-17	3.4864646502812944e-17	nan	nan	5.844303163993381e-17	4.348994198049003e-17
50924.41442238066	nan	nan	nan	nan	3.0813340980174865e-17	3.5125315853517205e-17	nan	nan	6.327828265521588e-17	4.4005027477585e-17
50924.46442238066	nan	nan	nan	nan	3.336733288249937e-17	3.5489371424377075e-17	nan	nan	6.837070669675983e-17	4.466871553804225e-17
50924.514422380664	nan	nan	nan	nan	3.6055732845614863e-17	3.599200938684092e-17	nan	nan	7.372285547158431e-17	4.546933474025402e-17
50924.56442238067	nan	nan	nan	nan	3.888038094825207e-17	3.662128289571521e-17	nan	nan	7.933533105227803e-17	4.637949292689296e-17
50924.61442238067	nan	nan	nan	nan	4.184223607885327e-17	3.73515740336331e-17	nan	nan	8.520874012098855e-17	4.737057595252835e-17
50924.66442238067	nan	nan	nan	nan	4.494225984538147e-17	3.815622630229023e-17	nan	nan	9.134369398220499e-17	4.8414704679158737e-17
50924.714422380675	nan	nan	nan	nan	4.8181416593354635e-17	3.900939853568298e-17	nan	nan	9.774080857103165e-17	4.9486165713913416e-17
50924.76442238068	nan	nan	nan	nan	5.156067342557638e-17	3.988739926156429e-17	nan	nan	1.0440070446452495e-16	5.0562371264806673e-17
50924.81442238068	nan	nan	nan	nan	5.508100022063141e-17	4.076955822037063e-17	nan	nan	1.113240068914987e-16	5.1624440719120594e-17
50924.864422380684	nan	nan	nan	nan	5.874336965152915e-17	4.163873174305202e-17	nan	nan	1.1851134574440498e-16	5.2657502174904814e-17
50924.91442238069	nan	nan	nan	nan	6.25487572048086e-17	4.248154363340722e-17	nan	nan	1.2596335558850958e-16	5.365079941028396e-17
50924.96442238069	nan	nan	nan	nan	6.649814120026894e-17	4.3288448381806635e-17	nan	nan	1.336806756735152e-16	5.4597669494584703e-17
50925.01442238069	nan	nan	nan	nan	7.059250280892154e-17	4.405368137586901e-17	nan	nan	1.4166394994403956e-16	5.549543518474211e-17
50925.064422380696	nan	nan	nan	nan	7.483282607219352e-17	4.47751384806115e-17	nan	nan	1.499138270502508e-16	5.634523772043147e-17
50925.1144223807	nan	nan	nan	nan	7.922009792244902e-17	4.5454208304844674e-17	nan	nan	1.5843096035920458e-16	5.715182068874127e-17
50925.1644223807	nan	nan	nan	nan	8.375530819963995e-17	4.60955654532465e-17	nan	nan	1.672160079650786e-16	5.792326430843719e-17
50925.214422380704	nan	nan	nan	nan	8.843944967396831e-17	4.6706921885555136e-17	nan	nan	1.7626963270065278e-16	5.867066150877678e-17
50925.26442238071	nan	nan	nan	nan	9.327351806093948e-17	4.729872576015159e-17	nan	nan	1.8559250214896106e-16	5.940772230244288e-17
50925.31442238071	nan	nan	nan	nan	9.825851204441973e-17	4.788379254497566e-17	nan	nan	1.9518528865225215e-16	6.015029131582022e-17
50925.36442238071	nan	nan	nan	nan	1.0339543329379753e-16	4.847685188334742e-17	nan	nan	2.0504866932646128e-16	6.091576511760915e-17
50925.414422380716	nan	nan	nan	nan	1.0868528648440613e-16	4.909399603851708e-17	nan	nan	2.1518332606926913e-16	6.17224014856239e-17
50925.46442238072	nan	nan	nan	nan	1.1412907931623288e-16	4.9752022042556806e-17	nan	nan	2.2558984610400755e-16	6.258287437564445e-17
50925.51442238072	nan	nan	nan	nan	1.197279758680544e-16	5.046244363717799e-17	nan	nan	2.3626842358115964e-16	6.348680721176768e-17
50925.564422380725	nan	nan	nan	nan	1.2548373999026643e-16	5.121588538126188e-17	nan	nan	2.4721915798763817e-16	6.441818810269606e-17
50925.61442238073	nan	nan	nan	nan	1.3139828376559703e-16	5.199793377212378e-17	nan	nan	2.5844215361845416e-16	6.536170461151584e-17
50925.66442238073	nan	nan	nan	nan	1.3747352241503623e-16	5.2794739771417643e-17	nan	nan	2.699375195770745e-16	6.630327377305887e-17
50925.71442238073	nan	nan	nan	nan	1.43711374336935e-16	5.359352256505865e-17	nan	nan	2.8170536977672455e-16	6.723043358369214e-17
50925.76442238074	nan	nan	nan	nan	1.5011376114234913e-16	5.4382939191667946e-17	nan	nan	2.937458229418912e-16	6.813261852009358e-17
50925.81442238074	nan	nan	nan	nan	1.5668260769463243e-16	5.5153341966193013e-17	nan	nan	3.0605900260806524e-16	6.900134151384193e-17
50925.86442238074	nan	nan	nan	nan	1.634198421449781e-16	5.589694593278724e-17	nan	nan	3.186450371243608e-16	6.98303023719103e-17
50925.914422380745	nan	nan	nan	nan	1.7032739597191312e-16	5.660792629688159e-17	nan	nan	3.315040596549899e-16	7.061543894910771e-17
50925.96442238075	nan	nan	nan	nan	1.774072040180914e-16	5.728246214358152e-17	nan	nan	3.4463620817960555e-16	7.135493324158229e-17
50926.01442238075	nan	nan	nan	nan	1.8466120452735054e-16	5.791873861748239e-17	nan	nan	3.580416254948196e-16	7.204918050901562e-17
50926.064422380754	nan	nan	nan	nan	1.920913391834486e-16	5.851691568988954e-17	nan	nan	3.7172045921653576e-16	7.27007257908834e-17
50926.11442238076	nan	nan	nan	nan	1.9969955314840536e-16	5.907906792853969e-17	nan	nan	3.8567286178116617e-16	7.331416894201229e-17
50926.16442238076	nan	nan	nan	nan	2.074877950985379e-16	5.960909650741228e-17	nan	nan	3.9989899044702005e-16	7.389603663190079e-17
50926.21442238076	nan	nan	nan	nan	2.1545801726405384e-16	6.01126120789624e-17	nan	nan	4.1439900729577803e-16	7.445461767465404e-17
50926.264422380766	nan	nan	nan	nan	2.23612175466108e-16	6.059678515151735e-17	nan	nan	4.291730792349399e-16	7.499975672230289e-17
50926.31442238077	nan	nan	nan	nan	2.3195222915520964e-16	6.107015932332986e-17	nan	nan	4.442213779993705e-16	7.554260078872916e-17
50926.36442238077	nan	nan	nan	nan	2.404801414493663e-16	6.154242222423016e-17	nan	nan	4.595440801528744e-16	7.609529347149611e-17
50926.414422380774	nan	nan	nan	nan	2.491978791718321e-16	6.202412943385982e-17	nan	nan	4.751413670905433e-16	7.667061317316428e-17
50926.46442238078	nan	nan	nan	nan	2.5810741289017404e-16	6.252637805011676e-17	nan	nan	4.910133604647375e-16	7.727750169964675e-17
50926.51442238078	nan	nan	nan	nan	2.672105846023989e-16	6.305681357317127e-17	nan	nan	5.071599284595938e-16	7.790862958076428e-17
50926.56442238078	nan	nan	nan	nan	2.765087250783234e-16	6.360892896574323e-17	nan	nan	5.235808795137406e-16	7.855280702639371e-17
50926.614422380786	nan	nan	nan	nan	2.8600304366001144e-16	6.417294294743572e-17	nan	nan	5.402760268911098e-16	7.919941456628465e-17
50926.66442238079	nan	nan	nan	nan	2.956947535566374e-16	6.473955927885308e-17	nan	nan	5.572451886783038e-16	7.983870897423566e-17
50926.71442238079	nan	nan	nan	nan	3.0558507186625923e-16	6.530023775826923e-17	nan	nan	5.744881877769079e-16	8.046206344209063e-17
50926.764422380795	nan	nan	nan	nan	3.1567521960002874e-16	6.584740542766228e-17	nan	nan	5.920048519017873e-16	8.106214986789956e-17
50926.8144223808	nan	nan	nan	nan	3.259664217043597e-16	6.637461539309845e-17	nan	nan	6.097950135755905e-16	8.163307128498516e-17
50926.8644223808	nan	nan	nan	nan	3.364599070846444e-16	6.687666084103345e-17	nan	nan	6.278585101238391e-16	8.217045192655365e-17
50926.9144223808	nan	nan	nan	nan	3.4715690863015543e-16	6.73496512584784e-17	nan	nan	6.461951836714929e-16	8.267149126897992e-17
50926.964422380806	nan	nan	nan	nan	3.5805866323450148e-16	6.77910568212768e-17	nan	nan	6.648048811385833e-16	8.31349870349504e-17
50927.01442238081	nan	nan	nan	nan	3.691664118215501e-16	6.819972559441673e-17	nan	nan	6.836874542358629e-16	8.356133059907531e-17
50927.06442238081	nan	nan	nan	nan	3.8048139936828794e-16	6.857587676872484e-17	nan	nan	7.028427594608535e-16	8.395247670072129e-17
50927.114422380815	nan	nan	nan	nan	3.9200487492817453e-16	6.892107175165415e-17	nan	nan	7.22270658092894e-16	8.431188794243543e-17
50927.16442238082	nan	nan	nan	nan	4.037380916542659e-16	6.923816360518935e-17	nan	nan	7.419710161916806e-16	8.464445325060487e-17
50927.21442238082	nan	nan	nan	nan	4.15682306825434e-16	6.953122416552149e-17	nan	nan	7.619437045902093e-16	8.495637841952348e-17
50927.264422380824	nan	nan	nan	nan	4.278387818662954e-16	6.98054472155304e-17	nan	nan	7.821885988928578e-16	8.52550460879311e-17
50927.31442238083	nan	nan	nan	nan	4.402087823746823e-16	7.006702538819992e-17	nan	nan	8.027055794718362e-16	8.554884206283571e-17
50927.36442238083	nan	nan	nan	nan	4.527935781433826e-16	7.032299810201548e-17	nan	nan	8.234945314619186e-16	8.584694493883696e-17
50927.41442238083	nan	nan	nan	nan	4.6559444318461395e-16	7.058106784854388e-17	nan	nan	8.445553447580674e-16	8.615907646886999e-17
50927.464422380835	nan	nan	nan	nan	4.786126557541023e-16	7.084938260087418e-17	nan	nan	8.658875605862506e-16	8.649180295252923e-17
50927.51442238084	nan	nan	nan	nan	4.918483442605322e-16	7.113332162201535e-17	nan	nan	8.874893112164093e-16	8.683812057631834e-17
50927.56442238084	nan	nan	nan	nan	5.0529715009511e-16	7.142676812089973e-17	nan	nan	9.093583802044435e-16	8.718787099442569e-17
50927.614422380844	nan	nan	nan	nan	5.189536264608734e-16	7.172099362204876e-17	nan	nan	9.314925557772777e-16	8.75314336854693e-17
50927.66442238085	nan	nan	nan	nan	5.328123306308112e-16	7.200770011788696e-17	nan	nan	9.538896307912199e-16	8.785996278898226e-17
50927.71442238085	nan	nan	nan	nan	5.468678238421937e-16	7.227921741702929e-17	nan	nan	9.76547402692112e-16	8.816558044543442e-17
50927.76442238085	nan	nan	nan	nan	5.61114671184151e-16	7.252866226096093e-17	nan	nan	9.994636734726868e-16	8.844153126260804e-17
50927.814422380856	nan	nan	nan	nan	5.755474414900929e-16	7.275006331696253e-17	nan	nan	1.0226362496337755e-15	8.868230278848418e-17
50927.86442238086	nan	nan	nan	nan	5.901607072285151e-16	7.293845634652324e-17	nan	nan	1.0460629421423545e-15	8.888371663301012e-17
50927.91442238086	nan	nan	nan	nan	6.049490443924548e-16	7.30899536329638e-17	nan	nan	1.0697415663914629e-15	8.904299431397819e-17
50927.964422380865	nan	nan	nan	nan	6.19907032393031e-16	7.320179125675897e-17	nan	nan	1.0936699421592662e-15	8.915880109602972e-17
50928.01442238087	nan	nan	nan	nan	6.350292539468574e-16	7.327235710470683e-17	nan	nan	1.117845893569146e-15	8.923127011189641e-17
50928.06442238087	nan	nan	nan	nan	6.503102949703734e-16	7.330120168501978e-17	nan	nan	1.1422672490483756e-15	8.926200801091427e-17
50928.11442238087	nan	nan	nan	nan	6.657447444689371e-16	7.328903294070355e-17	nan	nan	1.1669318412880543e-15	8.925408228031121e-17
50928.164422380876	nan	nan	nan	nan	6.813271944284883e-16	7.323769535890844e-17	nan	nan	1.1918375072033277e-15	8.921198930120814e-17
50928.21442238088	nan	nan	nan	nan	6.970522397072103e-16	7.315013279047408e-17	nan	nan	1.2169820878923776e-15	8.914160116448388e-17
50928.26442238088	nan	nan	nan	nan	7.129144779253485e-16	7.3030333561156e-17	nan	nan	1.2423634285961127e-15	8.905008832457013e-17
50928.314422380885	nan	nan	nan	nan	7.289085093576963e-16	7.288325569853396e-17	nan	nan	1.2679793786588614e-15	8.894581440478123e-17
50928.36442238089	nan	nan	nan	nan	7.450289368251252e-16	7.271472947039302e-17	nan	nan	1.2938277914872331e-15	8.883819891315758e-17
50928.41442238089	nan	nan	nan	nan	7.612703655846675e-16	7.253133396725695e-17	nan	nan	1.3199065245105386e-15	8.873754346654466e-17
50928.464422380894	nan	nan	nan	nan	7.776274032191023e-16	7.234024425287725e-17	nan	nan	1.3462127295804808e-15	8.865177555217325e-17
50928.5144223809	nan	nan	nan	nan	7.940919617547648e-16	7.21464946445842e-17	nan	nan	1.3727407242343083e-15	8.857718947436839e-17
50928.5644223809	nan	nan	nan	nan	8.106454567591036e-16	7.194548371368849e-17	nan	nan	1.3994841202769821e-15	8.85077700555775e-17
50928.6144223809	nan	nan	nan	nan	8.272667520375065e-16	7.173063639524536e-17	nan	nan	1.426436533224657e-15	8.84385219700675e-17
50928.664422380905	nan	nan	nan	nan	8.439347126617462e-16	7.149603534841567e-17	nan	nan	1.4535915821896666e-15	8.836572494648105e-17
50928.71442238091	nan	nan	nan	nan	8.60628204547864e-16	7.12366096012331e-17	nan	nan	1.4809428897668674e-15	8.828715851923983e-17
50928.76442238091	nan	nan	nan	nan	8.773260940356656e-16	7.094829770431127e-17	nan	nan	1.5084840819153323e-15	8.82022982084798e-17
50928.814422380914	nan	nan	nan	nan	8.940072474669986e-16	7.06281881488236e-17	nan	nan	1.5362087878468842e-15	8.811248449772579e-17
50928.86442238092	nan	nan	nan	nan	9.10650530766238e-16	7.027463970849691e-17	nan	nan	1.5641106399078032e-15	8.80210649755032e-17
50928.91442238092	nan	nan	nan	nan	9.272348090171466e-16	6.988738392883986e-17	nan	nan	1.592183273465214e-15	8.793350854675379e-17
50928.96442238092	nan	nan	nan	nan	9.437389460428992e-16	6.946761124223323e-17	nan	nan	1.620420326791913e-15	8.785748880020737e-17
50929.014422380926	nan	nan	nan	nan	9.601418039851176e-16	6.901804114738307e-17	nan	nan	1.6488154409509954e-15	8.780293155082187e-17
50929.06442238093	nan	nan	nan	nan	9.764222428827742e-16	6.854297559156516e-17	nan	nan	1.6773622596816555e-15	8.77820194072142e-17
50929.11442238093	nan	nan	nan	nan	9.92559120249811e-16	6.804833314300025e-17	nan	nan	1.7060544292824825e-15	8.780914424531267e-17
50929.164422380934	nan	nan	nan	nan	1.008531290655493e-15	6.754165977525501e-17	nan	nan	1.7348855984992366e-15	8.790079695989524e-17
50929.21442238094	nan	nan	nan	nan	1.0243176053022231e-15	6.703211018198617e-17	nan	nan	1.763849418407414e-15	8.807538337187828e-17
50929.26442238094	nan	nan	nan	nan	1.0398969116044482e-15	6.6530391621469e-17	nan	nan	1.7929395422988357e-15	8.835295609549886e-17
50929.31442238094	nan	nan	nan	nan	1.055248052767725e-15	6.604866057178924e-17	nan	nan	1.8221496255662305e-15	8.875485510682613e-17
50929.364422380946	nan	nan	nan	nan	1.0703498673663738e-15	6.5600361296654e-17	nan	nan	1.851473325588435e-15	8.930325503402495e-17
50929.41442238095	nan	nan	nan	nan	1.0851811889224466e-15	6.519999520728186e-17	nan	nan	1.8809043016171955e-15	9.002062481474821e-17
50929.46442238095	nan	nan	nan	nan	1.0997208454830175e-15	6.486281120375366e-17	nan	nan	1.9104356962157596e-15	9.092623399273762e-17
50929.514422380955	nan	nan	nan	nan	1.1139446703374846e-15	6.46023378876105e-17	nan	nan	1.940058579806765e-15	9.202699743929758e-17
50929.56442238096	nan	nan	nan	nan	1.1278168591150697e-15	6.442402159178296e-17	nan	nan	1.9697635058418862e-15	9.33260245914673e-17
50929.61442238096	nan	nan	nan	nan	1.1412989675110267e-15	6.433118197299076e-17	nan	nan	1.999541113056544e-15	9.482550326613634e-17
50929.66442238096	nan	nan	nan	nan	1.154369237659804e-15	6.43239398568455e-17	nan	nan	2.0293891902563752e-15	9.652391429066091e-17
50929.71442238097	nan	nan	nan	nan	1.1670350990072878e-15	6.439699138349735e-17	nan	nan	2.05931802966372e-15	9.84140238046269e-17
50929.76442238097	nan	nan	nan	nan	1.179306916808777e-15	6.454453751314454e-17	nan	nan	2.0893391854506604e-15	1.0048762057712699e-16
50929.81442238097	nan	nan	nan	nan	1.1911951821031223e-15	6.476094905646535e-17	nan	nan	2.11946421270824e-15	1.0273622276768878e-16
50929.864422380975	nan	nan	nan	nan	1.2027217611469983e-15	6.50374891206335e-17	nan	nan	2.1497046209600967e-15	1.0514788089602118e-16
50929.91442238098	nan	nan	nan	nan	1.2139284198141026e-15	6.535994999778287e-17	nan	nan	2.18007183898069e-15	1.0770485931157936e-16
50929.96442238098	nan	nan	nan	nan	1.2248589248314077e-15	6.571443766034859e-17	nan	nan	2.2105772892937425e-15	1.1038938471584486e-16
50930.014422380984	nan	nan	nan	nan	1.2355570373261992e-15	6.608831919102113e-17	nan	nan	2.241232396701728e-15	1.131845423664614e-16
