MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err
53077.05000001136	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.10000001136	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.15000001137	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.20000001137	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.25000001137	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.300000011375	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.35000001138	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.40000001138	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.450000011384	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.50000001139	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.55000001139	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.60000001139	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.650000011396	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.7000000114	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.7500000114	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.800000011404	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.85000001141	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.90000001141	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53077.95000001141	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53078.000000011416	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53078.05000001142	nan	nan	nan	nan	nan	nan	nan	nan	5.390097037593974e-19	1.078395172232569e-19
53078.10000001142	nan	nan	nan	nan	nan	nan	nan	nan	2.643744054874439e-18	1.1823157578458213e-18
53078.150000011425	nan	nan	nan	nan	nan	nan	nan	nan	4.787701663752438e-18	2.2601876944354254e-18
53078.20000001143	nan	nan	nan	nan	nan	nan	nan	nan	6.974018168858845e-18	3.2430884661524414e-18
53078.25000001143	nan	nan	nan	nan	nan	nan	nan	nan	9.205835535605317e-18	4.131287518165538e-18
53078.30000001143	nan	nan	nan	nan	nan	nan	nan	nan	1.1486302515348313e-17	4.92643610730423e-18
53078.350000011436	nan	nan	nan	nan	nan	nan	nan	nan	1.3818575105139062e-17	5.6308340786790065e-18
