spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_I_fitflux	Bessell_I_fitfluxerr	Bessell_I_inrange	Bessell_R_fitflux	Bessell_R_fitfluxerr	Bessell_R_inrange	Bessell_U_fitflux	Bessell_U_fitfluxerr	Bessell_U_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004aw/2004aw_-5.61.txt	53085.09	1.4641737153894987e-15	5.099693188920501e-17	True	3.5104793752084716e-16	1.6743846516751185e-17	True	7.043396192923486e-16	2.705721047165494e-17	True	1.3305407881422e-15	1.0717796103119484e-16	False	1.0138378108606202e-15	3.314547831889295e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004aw/2004aw_-3.64.txt	53087.06	1.539810158984252e-15	3.439297290282019e-17	True	4.1612547669525814e-16	1.049981768309309e-17	True	7.912890005695801e-16	1.4166033638153514e-17	True	1.2272754363282668e-15	7.565740753286667e-17	True	1.2248255208654455e-15	3.182304383339225e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004aw/2004aw_-2.66.txt	53088.04	1.5370434366620264e-15	3.8753566324966444e-17	True	4.3919815628629066e-16	1.0776591459152952e-17	True	8.299944129137858e-16	1.616089807488509e-17	True	1.171042237627791e-15	6.245835729823808e-17	True	1.2725477531938731e-15	3.103210275819207e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004aw/2004aw_-0.69.txt	53090.01	1.448758865460198e-15	5.3094139079097095e-17	True	4.789227017477052e-16	1.271884986460454e-17	True	8.941654889298847e-16	2.6154270818445145e-17	True	1.0477124110920686e-15	4.321098414441802e-17	True	1.2986189642621015e-15	2.776221988325041e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004aw/2004aw_0.3.txt	53091.0	1.3763328689510628e-15	5.0419063615217195e-17	True	4.993091228962634e-16	1.2765440745213786e-17	True	9.188521646986774e-16	2.6363807493827234e-17	True	9.808712238135945e-16	3.682456974538126e-17	True	1.2926679462849678e-15	2.7529837728481333e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004aw/2004aw_1.28.txt	53091.98	1.2984185220994539e-15	3.939018628729099e-17	True	5.178539851113037e-16	9.856922540724267e-18	True	9.33235049201673e-16	2.0502289572535545e-17	True	9.119927849304946e-16	3.1889382452662724e-17	True	1.2800995282882554e-15	2.4753703733497813e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004aw/2004aw_2.26.txt	53092.96	1.2205274616819506e-15	2.798926285858172e-17	True	5.316119837464851e-16	7.904351315797414e-18	True	9.334320833104113e-16	1.549506380836474e-17	True	8.407986505553873e-16	2.8388942334297243e-17	True	1.256344950459583e-15	2.163957731059281e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004aw/2004aw_3.25.txt	53093.95	1.140349403488704e-15	2.6262449439810923e-17	True	5.387541370540355e-16	1.0057391609461423e-17	True	9.264335781079586e-16	1.611183624181538e-17	True	7.672491408816994e-16	2.6992050596683317e-17	True	1.2251709332826318e-15	2.4478398183548943e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004aw/2004aw_4.23.txt	53094.93	1.0554907006035289e-15	2.719545790971305e-17	True	5.472973689477275e-16	1.0133562810785274e-17	True	9.288742595167222e-16	1.5596772145813976e-17	True	6.944946916627641e-16	2.7816054234659306e-17	True	1.200317407900451e-15	2.8030912864090325e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004aw/2004aw_11.12.txt	53101.82	5.955754551328219e-16	4.316268750657068e-17	True	5.209715701348293e-16	1.746541101753569e-17	True	8.367559933509397e-16	2.7500668417389778e-17	True	3.0424272537024436e-16	3.692502871824141e-17	True	9.359641077960492e-16	3.9698351583326813e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004aw/2004aw_17.03.txt	53107.73	4.2663772954652566e-16	1.8901216177381708e-17	True	4.519576749419897e-16	9.65845077196401e-18	True	6.862247718854439e-16	1.4856109994024176e-17	True	1.5247378411272692e-16	4.2327174686028854e-17	True	7.010656660535922e-16	1.7470429723980872e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004aw/2004aw_18.01.txt	53108.71	4.063570348461221e-16	1.831074247232459e-17	True	4.4174834150719506e-16	1.0201188129083233e-17	True	6.670805706563236e-16	1.548797786055484e-17	True	1.3945429640623725e-16	4.0058072648239456e-17	True	6.777811652444468e-16	1.6392699257837818e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2004aw/2004aw_21.95.txt	53112.65	3.1423511004793015e-16	2.3511232786851712e-17	True	3.704559988885131e-16	1.2318575643978036e-17	True	5.474949767882483e-16	1.7933899019876995e-17	True	1.0713475699425018e-16	1.5463272104209263e-17	True	5.559830852578649e-16	2.1369678766854246e-17	True
