MJD,Mag,Mag_err,Flux,Flux_err,band,Instr,FilterSet
49085.24,11.31,0.1,6.6476066134e-14,6.12267195684e-15,Bessell_R,Rich1996,GeneralFilters
49085.24,11.63,0.1,8.14360140192e-14,7.50053407654e-15,Bessell_V,Rich1996,GeneralFilters
49085.24,11.66,0.1,7.92166565526e-14,7.2961236998e-15,Bessell_V,Rich1996,GeneralFilters
49085.32,12.05,0.1,9.62605075642e-14,8.86592039045e-15,Bessell_B,Rich1996,GeneralFilters
49085.32,11.04,0.1,4.38989745899e-14,4.04324497954e-15,Bessell_I,Rich1996,GeneralFilters
49085.32,11.24,0.1,7.09031142932e-14,6.53041816074e-15,Bessell_R,Rich1996,GeneralFilters
49085.32,11.61,0.1,8.29500225574e-14,7.63997941617e-15,Bessell_V,Rich1996,GeneralFilters
49087.23,11.82,0.1,1.18972927266e-13,1.09578115517e-14,Bessell_B,Rich1996,GeneralFilters
49087.23,11.85,0.1,1.15730584703e-13,1.06591807656e-14,Bessell_B,Rich1996,GeneralFilters
49087.23,10.86,0.1,5.18148655925e-14,4.77232548435e-15,Bessell_I,Rich1996,GeneralFilters
49087.23,10.89,0.1,5.04027666554e-14,4.64226636586e-15,Bessell_I,Rich1996,GeneralFilters
49087.23,11.02,0.1,8.68291023418e-14,7.99725586761e-15,Bessell_R,Rich1996,GeneralFilters
49087.23,11.04,0.1,8.52442926183e-14,7.85128949783e-15,Bessell_R,Rich1996,GeneralFilters
49087.23,11.31,0.1,1.093494262e-13,1.00714543478e-14,Bessell_V,Rich1996,GeneralFilters
49087.23,11.37,0.1,1.03470490644e-13,9.52998437288e-15,Bessell_V,Rich1996,GeneralFilters
49087.4,11.76,0.1,1.25732672657e-13,1.15804071105e-14,Bessell_B,Rich1996,GeneralFilters
49087.4,10.85,0.1,5.22943026409e-14,4.81648326837e-15,Bessell_I,Rich1996,GeneralFilters
49087.4,11.02,0.1,8.68291023418e-14,7.99725586761e-15,Bessell_R,Rich1996,GeneralFilters
49087.4,11.25,0.1,1.1556238823e-13,1.0643689298e-14,Bessell_V,Rich1996,GeneralFilters
49088.21,11.69,0.1,1.34105980968e-13,1.23516173063e-14,Bessell_B,Rich1996,GeneralFilters
49088.21,10.75,0.1,5.73395626282e-14,5.28116888586e-15,Bessell_I,Rich1996,GeneralFilters
49088.21,10.78,0.1,5.57769003592e-14,5.13724237202e-15,Bessell_I,Rich1996,GeneralFilters
49088.21,10.9,0.1,9.69762332433e-14,8.93184116163e-15,Bessell_R,Rich1996,GeneralFilters
49088.21,10.94,0.1,9.34685082016e-14,8.60876774598e-15,Bessell_R,Rich1996,GeneralFilters
49088.21,11.23,0.1,1.17710853434e-13,1.08415702561e-14,Bessell_V,Rich1996,GeneralFilters
49088.21,11.27,0.1,1.13453136936e-13,1.04494200745e-14,Bessell_V,Rich1996,GeneralFilters
49089.2,11.61,0.1,1.44360423452e-13,1.32960863623e-14,Bessell_B,Rich1996,GeneralFilters
49089.2,10.67,0.1,6.1724044534e-14,5.68499459293e-15,Bessell_I,Rich1996,GeneralFilters
49089.2,10.83,0.1,1.03434474229e-13,9.52666713844e-15,Bessell_R,Rich1996,GeneralFilters
49089.2,11.14,0.1,1.27884087349e-13,1.17785597264e-14,Bessell_V,Rich1996,GeneralFilters
49090.2,11.51,0.1,1.58288056701e-13,1.45788687903e-14,Bessell_B,Rich1996,GeneralFilters
49090.2,11.53,0.1,1.55398974071e-13,1.43127744465e-14,Bessell_B,Rich1996,GeneralFilters
49090.2,10.59,0.1,6.64437867854e-14,6.11969891897e-15,Bessell_I,Rich1996,GeneralFilters
49090.2,10.63,0.1,6.40404501433e-14,5.89834343394e-15,Bessell_I,Rich1996,GeneralFilters
49090.2,10.73,0.1,1.13413645721e-13,1.04457827992e-14,Bessell_R,Rich1996,GeneralFilters
49090.2,10.75,0.1,1.11343613397e-13,1.02551257764e-14,Bessell_R,Rich1996,GeneralFilters
49090.2,11.03,0.1,1.41519572653e-13,1.30344343343e-14,Bessell_V,Rich1996,GeneralFilters
49090.2,11.05,0.1,1.38936549349e-13,1.27965290961e-14,Bessell_V,Rich1996,GeneralFilters
49090.3,11.54,0.1,1.53974267713e-13,1.41815541416e-14,Bessell_B,Rich1996,GeneralFilters
49090.3,10.59,0.1,6.64437867854e-14,6.11969891897e-15,Bessell_I,Rich1996,GeneralFilters
49090.3,10.74,0.1,1.12373863168e-13,1.03500152869e-14,Bessell_R,Rich1996,GeneralFilters
49090.3,11.04,0.1,1.40222113412e-13,1.2914933922e-14,Bessell_V,Rich1996,GeneralFilters
49091.2,11.41,0.1,1.73559402882e-13,1.5985411753e-14,Bessell_B,Rich1996,GeneralFilters
49091.2,11.44,0.1,1.68829427314e-13,1.55497649037e-14,Bessell_B,Rich1996,GeneralFilters
49091.2,10.52,0.1,7.08686852652e-14,6.52724713007e-15,Bessell_I,Rich1996,GeneralFilters
49091.2,10.56,0.1,6.83052957246e-14,6.29115022833e-15,Bessell_I,Rich1996,GeneralFilters
49091.2,10.64,0.1,1.2321549078e-13,1.13485660918e-14,Bessell_R,Rich1996,GeneralFilters
49091.2,10.68,0.1,1.18758666173e-13,1.09380773758e-14,Bessell_R,Rich1996,GeneralFilters
49091.2,10.96,0.1,1.50944227269e-13,1.39024771034e-14,Bessell_V,Rich1996,GeneralFilters
49091.2,10.97,0.1,1.49560362276e-13,1.37750184272e-14,Bessell_V,Rich1996,GeneralFilters
49091.3,11.43,0.1,1.70391586772e-13,1.56936451069e-14,Bessell_B,Rich1996,GeneralFilters
49091.3,10.53,0.1,7.02189572533e-14,6.46740496868e-15,Bessell_I,Rich1996,GeneralFilters
49091.3,10.66,0.1,1.20966554621e-13,1.11414314169e-14,Bessell_R,Rich1996,GeneralFilters
49091.3,10.98,0.1,1.48189184633e-13,1.36487282991e-14,Bessell_V,Rich1996,GeneralFilters
49093.2,11.34,0.1,1.85117785917e-13,1.70499781721e-14,Bessell_B,Rich1996,GeneralFilters
49093.2,11.4,0.1,1.75165328265e-13,1.61333229469e-14,Bessell_B,Rich1996,GeneralFilters
49093.2,10.41,0.1,7.84249726537e-14,7.22320691803e-15,Bessell_I,Rich1996,GeneralFilters
49093.2,10.42,0.1,7.77059681826e-14,7.15698415896e-15,Bessell_I,Rich1996,GeneralFilters
49093.2,10.52,0.1,1.37614853209e-13,1.26747963829e-14,Bessell_R,Rich1996,GeneralFilters
49093.2,10.59,0.1,1.29022457957e-13,1.18834075342e-14,Bessell_R,Rich1996,GeneralFilters
49093.2,10.83,0.1,1.70143949002e-13,1.56708368255e-14,Bessell_V,Rich1996,GeneralFilters
49093.2,10.89,0.1,1.60996527328e-13,1.48283281539e-14,Bessell_V,Rich1996,GeneralFilters
49093.3,11.4,0.1,1.75165328265e-13,1.61333229469e-14,Bessell_B,Rich1996,GeneralFilters
49093.3,10.42,0.1,7.77059681826e-14,7.15698415896e-15,Bessell_I,Rich1996,GeneralFilters
49093.3,10.58,0.1,1.30216288062e-13,1.19933633503e-14,Bessell_R,Rich1996,GeneralFilters
49093.3,10.89,0.1,1.60996527328e-13,1.48283281539e-14,Bessell_V,Rich1996,GeneralFilters
49094.2,11.41,0.1,1.73559402882e-13,1.5985411753e-14,Bessell_B,Rich1996,GeneralFilters
49094.2,10.38,0.1,8.06221500681e-14,7.42557443648e-15,Bessell_I,Rich1996,GeneralFilters
49094.2,10.44,0.1,7.62876744236e-14,7.02635447628e-15,Bessell_I,Rich1996,GeneralFilters
49094.2,10.5,0.1,1.40173304347e-13,1.2910438441e-14,Bessell_R,Rich1996,GeneralFilters
49094.2,10.55,0.1,1.3386446641e-13,1.23293729934e-14,Bessell_R,Rich1996,GeneralFilters
49094.2,10.82,0.1,1.71718271579e-13,1.58158372933e-14,Bessell_V,Rich1996,GeneralFilters
49094.2,10.89,0.1,1.60996527328e-13,1.48283281539e-14,Bessell_V,Rich1996,GeneralFilters
49095.2,11.44,0.1,1.68829427314e-13,1.55497649037e-14,Bessell_B,Rich1996,GeneralFilters
49095.2,10.38,0.1,8.06221500681e-14,7.42557443648e-15,Bessell_I,Rich1996,GeneralFilters
49095.2,10.52,0.1,1.37614853209e-13,1.26747963829e-14,Bessell_R,Rich1996,GeneralFilters
49095.2,10.85,0.1,1.6703847195e-13,1.53848118188e-14,Bessell_V,Rich1996,GeneralFilters
49095.3,11.44,0.1,1.68829427314e-13,1.55497649037e-14,Bessell_B,Rich1996,GeneralFilters
49095.3,10.38,0.1,8.06221500681e-14,7.42557443648e-15,Bessell_I,Rich1996,GeneralFilters
49095.3,10.56,0.1,1.32637189605e-13,1.22163366224e-14,Bessell_R,Rich1996,GeneralFilters
49095.3,10.85,0.1,1.6703847195e-13,1.53848118188e-14,Bessell_V,Rich1996,GeneralFilters
49096.2,11.45,0.1,1.67281589821e-13,1.54072038022e-14,Bessell_B,Rich1996,GeneralFilters
49096.2,10.41,0.1,7.84249726537e-14,7.22320691803e-15,Bessell_I,Rich1996,GeneralFilters
49096.2,10.51,0.1,1.38888187768e-13,1.27920748299e-14,Bessell_R,Rich1996,GeneralFilters
49096.2,10.82,0.1,1.71718271579e-13,1.58158372933e-14,Bessell_V,Rich1996,GeneralFilters
49097.2,11.56,0.1,1.51163920605e-13,1.39227116073e-14,Bessell_B,Rich1996,GeneralFilters
49097.2,10.4,0.1,7.91506299912e-14,7.29004242875e-15,Bessell_I,Rich1996,GeneralFilters
49097.2,10.56,0.1,1.32637189605e-13,1.22163366224e-14,Bessell_R,Rich1996,GeneralFilters
49097.2,10.9,0.1,1.59520502293e-13,1.46923812243e-14,Bessell_V,Rich1996,GeneralFilters
49097.3,10.39,0.1,7.98830017534e-14,7.35749636084e-15,Bessell_I,Rich1996,GeneralFilters
49097.3,10.57,0.1,1.31421164541e-13,1.2104336575e-14,Bessell_R,Rich1996,GeneralFilters
49097.3,10.86,0.1,1.65507054035e-13,1.52437630162e-14,Bessell_V,Rich1996,GeneralFilters
49099.2,11.77,0.1,1.24579948585e-13,1.14742372999e-14,Bessell_B,Rich1996,GeneralFilters
49099.2,10.37,0.1,8.13681376379e-14,7.49428243079e-15,Bessell_I,Rich1996,GeneralFilters
49099.2,10.46,0.1,7.48952674432e-14,6.89810905402e-15,Bessell_I,Rich1996,GeneralFilters
49099.2,10.61,0.1,1.26667532703e-13,1.16665109027e-14,Bessell_R,Rich1996,GeneralFilters
49099.2,10.7,0.1,1.16591076232e-13,1.07384349643e-14,Bessell_R,Rich1996,GeneralFilters
49099.2,10.99,0.1,1.46830578022e-13,1.35235960059e-14,Bessell_V,Rich1996,GeneralFilters
49099.2,11.0,0.1,1.45484427191e-13,1.33996109325e-14,Bessell_V,Rich1996,GeneralFilters
49100.2,11.94,0.1,1.06524167128e-13,9.81123837093e-15,Bessell_B,Rich1996,GeneralFilters
49100.2,10.44,0.1,7.62876744236e-14,7.02635447628e-15,Bessell_I,Rich1996,GeneralFilters
49100.2,10.47,0.1,7.4208623504e-14,6.83486681008e-15,Bessell_I,Rich1996,GeneralFilters
49100.2,10.66,0.1,1.20966554621e-13,1.11414314169e-14,Bessell_R,Rich1996,GeneralFilters
49100.2,10.74,0.1,1.12373863168e-13,1.03500152869e-14,Bessell_R,Rich1996,GeneralFilters
49100.2,11.09,0.1,1.33911078705e-13,1.23336661445e-14,Bessell_V,Rich1996,GeneralFilters
49100.3,11.95,0.1,1.05547547694e-13,9.72128839687e-15,Bessell_B,Rich1996,GeneralFilters
49100.3,10.47,0.1,7.4208623504e-14,6.83486681008e-15,Bessell_I,Rich1996,GeneralFilters
49100.3,10.75,0.1,1.11343613397e-13,1.02551257764e-14,Bessell_R,Rich1996,GeneralFilters
49100.3,11.1,0.1,1.32683374555e-13,1.22205904136e-14,Bessell_V,Rich1996,GeneralFilters
49102.2,10.55,0.1,6.89373168444e-14,6.34936152468e-15,Bessell_I,Rich1996,GeneralFilters
49102.2,10.82,0.1,1.04391541635e-13,9.61481630416e-15,Bessell_R,Rich1996,GeneralFilters
49102.2,11.28,0.1,1.12412992324e-13,1.03536192154e-14,Bessell_V,Rich1996,GeneralFilters
49103.2,10.59,0.1,6.64437867854e-14,6.11969891897e-15,Bessell_I,Rich1996,GeneralFilters
49104.2,12.62,0.1,5.69440231612e-14,5.24473835465e-15,Bessell_B,Rich1996,GeneralFilters
49104.2,10.68,0.1,6.11581550923e-14,5.63287424922e-15,Bessell_I,Rich1996,GeneralFilters
49104.2,10.95,0.1,9.26115837677e-14,8.52984208888e-15,Bessell_R,Rich1996,GeneralFilters
49104.2,11.47,0.1,9.4366209021e-14,8.69144904696e-15,Bessell_V,Rich1996,GeneralFilters
49104.3,12.56,0.1,6.01794407218e-14,5.54273132443e-15,Bessell_B,Rich1996,GeneralFilters
49104.3,12.62,0.1,5.69440231612e-14,5.24473835465e-15,Bessell_B,Rich1996,GeneralFilters
49104.3,10.68,0.1,6.11581550923e-14,5.63287424922e-15,Bessell_I,Rich1996,GeneralFilters
49104.3,10.95,0.1,9.26115837677e-14,8.52984208888e-15,Bessell_R,Rich1996,GeneralFilters
49104.3,11.0,0.1,8.84433758778e-14,8.14593595481e-15,Bessell_R,Rich1996,GeneralFilters
49104.3,11.47,0.1,9.4366209021e-14,8.69144904696e-15,Bessell_V,Rich1996,GeneralFilters
49105.2,12.75,0.1,5.05182324971e-14,4.65290116289e-15,Bessell_B,Rich1996,GeneralFilters
49105.2,10.76,0.1,5.68138703582e-14,5.23275083849e-15,Bessell_I,Rich1996,GeneralFilters
49105.2,11.06,0.1,8.36884089322e-14,7.70798731455e-15,Bessell_R,Rich1996,GeneralFilters
49105.2,11.59,0.1,8.44921786159e-14,7.78201723822e-15,Bessell_V,Rich1996,GeneralFilters
49105.3,12.71,0.1,5.24141017326e-14,4.82751717249e-15,Bessell_B,Rich1996,GeneralFilters
49105.3,10.69,0.1,6.05974537562e-14,5.58123174769e-15,Bessell_I,Rich1996,GeneralFilters
49105.3,10.98,0.1,9.00876609996e-14,8.29738021121e-15,Bessell_R,Rich1996,GeneralFilters
49105.3,11.55,0.1,8.76630362283e-14,8.07406401704e-15,Bessell_V,Rich1996,GeneralFilters
49106.2,12.82,0.1,4.73639754463e-14,4.36238335231e-15,Bessell_B,Rich1996,GeneralFilters
49106.2,12.83,0.1,4.69297399093e-14,4.32238878133e-15,Bessell_B,Rich1996,GeneralFilters
49106.2,10.75,0.1,5.73395626282e-14,5.28116888586e-15,Bessell_I,Rich1996,GeneralFilters
49106.2,10.79,0.1,5.5265534663e-14,5.09014385085e-15,Bessell_I,Rich1996,GeneralFilters
49106.2,11.05,0.1,8.4462768246e-14,7.77930844305e-15,Bessell_R,Rich1996,GeneralFilters
49106.2,11.62,0.1,8.21895321795e-14,7.56993566386e-15,Bessell_V,Rich1996,GeneralFilters
49106.3,12.83,0.1,4.69297399093e-14,4.32238878133e-15,Bessell_B,Rich1996,GeneralFilters
49106.3,10.8,0.1,5.47588571957e-14,5.04347713152e-15,Bessell_I,Rich1996,GeneralFilters
49106.3,11.06,0.1,8.36884089322e-14,7.70798731455e-15,Bessell_R,Rich1996,GeneralFilters
49106.3,11.63,0.1,8.14360140192e-14,7.50053407654e-15,Bessell_V,Rich1996,GeneralFilters
49107.3,12.9,0.1,4.39995411339e-14,4.05250750054e-15,Bessell_B,Rich1996,GeneralFilters
49107.3,10.74,0.1,5.78701190689e-14,5.33003493991e-15,Bessell_I,Rich1996,GeneralFilters
49107.3,11.1,0.1,8.06613174698e-14,7.42918188749e-15,Bessell_R,Rich1996,GeneralFilters
49107.3,11.68,0.1,7.77707896235e-14,7.1629544343e-15,Bessell_V,Rich1996,GeneralFilters
49108.2,12.93,0.1,4.28004314855e-14,3.94206542049e-15,Bessell_B,Rich1996,GeneralFilters
49108.2,12.97,0.1,4.12522980893e-14,3.79947706529e-15,Bessell_B,Rich1996,GeneralFilters
49108.2,10.81,0.1,5.42568249753e-14,4.99723825525e-15,Bessell_I,Rich1996,GeneralFilters
49108.2,10.86,0.1,5.18148655925e-14,4.77232548435e-15,Bessell_I,Rich1996,GeneralFilters
49108.2,11.14,0.1,7.77437188611e-14,7.16046112494e-15,Bessell_R,Rich1996,GeneralFilters
49108.2,11.16,0.1,7.63247360747e-14,7.02976798049e-15,Bessell_R,Rich1996,GeneralFilters
49108.2,11.73,0.1,7.42705274995e-14,6.84056837876e-15,Bessell_V,Rich1996,GeneralFilters
49108.2,11.74,0.1,7.35896112105e-14,6.7778536709e-15,Bessell_V,Rich1996,GeneralFilters
49109.2,13.07,0.1,3.76225430058e-14,3.46516426743e-15,Bessell_B,Rich1996,GeneralFilters
49109.2,13.08,0.1,3.72776174583e-14,3.43339545047e-15,Bessell_B,Rich1996,GeneralFilters
49109.2,10.85,0.1,5.22943026409e-14,4.81648326837e-15,Bessell_I,Rich1996,GeneralFilters
49109.2,10.92,0.1,4.90291513348e-14,4.51575171942e-15,Bessell_I,Rich1996,GeneralFilters
49109.2,11.18,0.1,7.49316526428e-14,6.90146025475e-15,Bessell_R,Rich1996,GeneralFilters
49109.2,11.23,0.1,7.15591727322e-14,6.59084337601e-15,Bessell_R,Rich1996,GeneralFilters
49109.2,11.8,0.1,6.96332248178e-14,6.41345701771e-15,Bessell_V,Rich1996,GeneralFilters
49109.2,11.83,0.1,6.77355261242e-14,6.23867250879e-15,Bessell_V,Rich1996,GeneralFilters
49110.2,13.06,0.1,3.79706601102e-14,3.49722703763e-15,Bessell_B,Rich1996,GeneralFilters
49110.2,13.08,0.1,3.72776174583e-14,3.43339545047e-15,Bessell_B,Rich1996,GeneralFilters
49110.2,10.86,0.1,5.18148655925e-14,4.77232548435e-15,Bessell_I,Rich1996,GeneralFilters
49110.2,10.97,0.1,4.68224760236e-14,4.31250941236e-15,Bessell_I,Rich1996,GeneralFilters
49110.2,11.17,0.1,7.56249866883e-14,6.96531868025e-15,Bessell_R,Rich1996,GeneralFilters
49110.2,11.27,0.1,6.89708075859e-14,6.35244613596e-15,Bessell_R,Rich1996,GeneralFilters
49110.2,11.83,0.1,6.77355261242e-14,6.23867250879e-15,Bessell_V,Rich1996,GeneralFilters
49110.2,11.89,0.1,6.40938719634e-14,5.9032637654e-15,Bessell_V,Rich1996,GeneralFilters
49111.3,13.2,0.1,3.33770652158e-14,3.07414131255e-15,Bessell_B,Rich1996,GeneralFilters
49111.3,10.92,0.1,4.90291513348e-14,4.51575171942e-15,Bessell_I,Rich1996,GeneralFilters
49111.3,11.28,0.1,6.83384794211e-14,6.29420655972e-15,Bessell_R,Rich1996,GeneralFilters
49111.3,11.92,0.1,6.23471360135e-14,5.74238343902e-15,Bessell_V,Rich1996,GeneralFilters
49112.2,13.24,0.1,3.21697841783e-14,2.96294661976e-15,Bessell_B,Rich1996,GeneralFilters
49112.2,10.95,0.1,4.7692970845e-14,4.39268494833e-15,Bessell_I,Rich1996,GeneralFilters
49112.2,11.31,0.1,6.6476066134e-14,6.12267195684e-15,Bessell_R,Rich1996,GeneralFilters
49112.2,11.96,0.1,6.00919792296e-14,5.53467582331e-15,Bessell_V,Rich1996,GeneralFilters
49114.2,13.32,0.1,2.98846481716e-14,2.75247781558e-15,Bessell_B,Rich1996,GeneralFilters
49114.2,11.02,0.1,4.47151174617e-14,4.11841451595e-15,Bessell_I,Rich1996,GeneralFilters
49114.2,11.37,0.1,6.29021241174e-14,5.79349973242e-15,Bessell_R,Rich1996,GeneralFilters
49114.2,12.02,0.1,5.68612638471e-14,5.23711594012e-15,Bessell_V,Rich1996,GeneralFilters
49115.2,13.37,0.1,2.85396174398e-14,2.62859590706e-15,Bessell_B,Rich1996,GeneralFilters
49115.2,11.13,0.1,4.04067923617e-14,3.72160310991e-15,Bessell_I,Rich1996,GeneralFilters
49115.2,11.48,0.1,5.68414713547e-14,5.23529298421e-15,Bessell_R,Rich1996,GeneralFilters
49115.2,12.09,0.1,5.33109606488e-14,4.91012093133e-15,Bessell_V,Rich1996,GeneralFilters
49116.2,13.42,0.1,2.72551230629e-14,2.51028960289e-15,Bessell_B,Rich1996,GeneralFilters
49116.2,11.15,0.1,3.96692852851e-14,3.65367619789e-15,Bessell_I,Rich1996,GeneralFilters
49116.2,11.5,0.1,5.58039975807e-14,5.13973811836e-15,Bessell_R,Rich1996,GeneralFilters
49116.2,12.12,0.1,5.1858088968e-14,4.77630650436e-15,Bessell_V,Rich1996,GeneralFilters
49116.3,13.4,0.1,2.77618336322e-14,2.55695937103e-15,Bessell_B,Rich1996,GeneralFilters
49116.3,11.08,0.1,4.23111058171e-14,3.8969968609e-15,Bessell_I,Rich1996,GeneralFilters
49116.3,11.44,0.1,5.89746417274e-14,5.43176523625e-15,Bessell_R,Rich1996,GeneralFilters
49116.3,12.1,0.1,5.28222028238e-14,4.86510467204e-15,Bessell_V,Rich1996,GeneralFilters
49117.3,13.45,0.1,2.65123452931e-14,2.44187724209e-15,Bessell_B,Rich1996,GeneralFilters
49117.3,11.09,0.1,4.19231952673e-14,3.86126897893e-15,Bessell_I,Rich1996,GeneralFilters
49117.3,11.51,0.1,5.52923834557e-14,5.09261671605e-15,Bessell_R,Rich1996,GeneralFilters
49117.3,12.14,0.1,5.09115721733e-14,4.68912908589e-15,Bessell_V,Rich1996,GeneralFilters
49118.2,11.1,0.1,4.15388411029e-14,3.82586865215e-15,Bessell_I,Rich1996,GeneralFilters
49118.2,11.55,0.1,5.329240396e-14,4.90841179712e-15,Bessell_R,Rich1996,GeneralFilters
49118.2,12.2,0.1,4.81744215339e-14,4.43702819551e-15,Bessell_V,Rich1996,GeneralFilters
49121.3,13.54,0.1,2.44032768712e-14,2.24762486175e-15,Bessell_B,Rich1996,GeneralFilters
49121.3,11.21,0.1,3.75365519016e-14,3.45724419404e-15,Bessell_I,Rich1996,GeneralFilters
49121.3,11.27,0.1,3.55184803189e-14,3.27137293232e-15,Bessell_I,Rich1996,GeneralFilters
49121.3,11.63,0.1,4.95068519495e-14,4.559749572e-15,Bessell_R,Rich1996,GeneralFilters
49121.3,11.64,0.1,4.90529704026e-14,4.51794553665e-15,Bessell_R,Rich1996,GeneralFilters
49121.3,12.25,0.1,4.60062154008e-14,4.23732903068e-15,Bessell_V,Rich1996,GeneralFilters
49121.3,12.27,0.1,4.51665073358e-14,4.15998905977e-15,Bessell_V,Rich1996,GeneralFilters
49122.3,13.54,0.1,2.44032768712e-14,2.24762486175e-15,Bessell_B,Rich1996,GeneralFilters
49122.3,13.56,0.1,2.39578668713e-14,2.20660108471e-15,Bessell_B,Rich1996,GeneralFilters
49122.3,11.22,0.1,3.71924147253e-14,3.42554798875e-15,Bessell_I,Rich1996,GeneralFilters
49122.3,11.3,0.1,3.45505031229e-14,3.18221893785e-15,Bessell_I,Rich1996,GeneralFilters
49122.3,11.65,0.1,4.86032500668e-14,4.476524763e-15,Bessell_R,Rich1996,GeneralFilters
49122.3,11.68,0.1,4.7278676569e-14,4.35452703537e-15,Bessell_R,Rich1996,GeneralFilters
49122.3,12.26,0.1,4.55844278827e-14,4.19848096462e-15,Bessell_V,Rich1996,GeneralFilters
49122.3,12.29,0.1,4.43421256704e-14,4.08406070241e-15,Bessell_V,Rich1996,GeneralFilters
49123.2,13.59,0.1,2.33049484866e-14,2.14646507913e-15,Bessell_B,Rich1996,GeneralFilters
49123.2,11.32,0.1,3.39198853713e-14,3.12413689648e-15,Bessell_I,Rich1996,GeneralFilters
49123.2,11.7,0.1,4.64157434704e-14,4.2750479598e-15,Bessell_R,Rich1996,GeneralFilters
49123.2,12.31,0.1,4.3532790666e-14,4.00951819376e-15,Bessell_V,Rich1996,GeneralFilters
49123.3,13.58,0.1,2.352058652e-14,2.16632607598e-15,Bessell_B,Rich1996,GeneralFilters
49123.3,11.25,0.1,3.61788181696e-14,3.33219229597e-15,Bessell_I,Rich1996,GeneralFilters
49123.3,11.69,0.1,4.68452230569e-14,4.31460449155e-15,Bessell_R,Rich1996,GeneralFilters
49123.3,12.28,0.1,4.47524183076e-14,4.12185005082e-15,Bessell_V,Rich1996,GeneralFilters
49124.3,13.6,0.1,2.30912874346e-14,2.126786169e-15,Bessell_B,Rich1996,GeneralFilters
49124.3,11.26,0.1,3.58471287709e-14,3.30164257338e-15,Bessell_I,Rich1996,GeneralFilters
49124.3,11.7,0.1,4.64157434704e-14,4.2750479598e-15,Bessell_R,Rich1996,GeneralFilters
49124.3,12.3,0.1,4.39355946186e-14,4.04661780883e-15,Bessell_V,Rich1996,GeneralFilters
49126.2,13.66,0.1,2.18498342744e-14,2.01244410739e-15,Bessell_B,Rich1996,GeneralFilters
49126.2,11.4,0.1,3.15104333533e-14,2.90221816453e-15,Bessell_I,Rich1996,GeneralFilters
49126.2,11.77,0.1,4.3517637601e-14,4.0081225449e-15,Bessell_R,Rich1996,GeneralFilters
49126.2,12.37,0.1,4.11923442661e-14,3.79395511411e-15,Bessell_V,Rich1996,GeneralFilters
49126.3,11.32,0.1,3.39198853713e-14,3.12413689648e-15,Bessell_I,Rich1996,GeneralFilters
49126.3,11.75,0.1,4.43266908889e-14,4.0826391065e-15,Bessell_R,Rich1996,GeneralFilters
49126.3,12.36,0.1,4.15734923349e-14,3.82906014856e-15,Bessell_V,Rich1996,GeneralFilters
49128.3,13.65,0.1,2.20520083018e-14,2.03106502345e-15,Bessell_B,Rich1996,GeneralFilters
49128.3,11.35,0.1,3.29954743257e-14,3.03899549275e-15,Bessell_I,Rich1996,GeneralFilters
49128.3,11.42,0.1,3.09353031283e-14,2.84924671322e-15,Bessell_I,Rich1996,GeneralFilters
49128.3,11.79,0.1,4.27233511999e-14,3.93496606383e-15,Bessell_R,Rich1996,GeneralFilters
49128.3,11.82,0.1,4.15590212701e-14,3.82772731424e-15,Bessell_R,Rich1996,GeneralFilters
49128.3,12.4,0.1,4.00697385258e-14,3.69055930438e-15,Bessell_V,Rich1996,GeneralFilters
49129.3,13.64,0.1,2.22560530224e-14,2.04985823673e-15,Bessell_B,Rich1996,GeneralFilters
49129.3,13.66,0.1,2.18498342744e-14,2.01244410739e-15,Bessell_B,Rich1996,GeneralFilters
49129.3,11.36,0.1,3.26929699988e-14,3.0111338146e-15,Bessell_I,Rich1996,GeneralFilters
49129.3,11.45,0.1,3.00922302347e-14,2.77159683014e-15,Bessell_I,Rich1996,GeneralFilters
49129.3,11.84,0.1,4.08004836459e-14,3.7578634172e-15,Bessell_R,Rich1996,GeneralFilters
49129.3,11.85,0.1,4.04264225634e-14,3.7234111183e-15,Bessell_R,Rich1996,GeneralFilters
49129.3,12.44,0.1,3.86203769601e-14,3.55706817097e-15,Bessell_V,Rich1996,GeneralFilters
49129.3,12.45,0.1,3.82663032159e-14,3.52445677396e-15,Bessell_V,Rich1996,GeneralFilters
49130.3,13.66,0.1,2.18498342744e-14,2.01244410739e-15,Bessell_B,Rich1996,GeneralFilters
49130.3,11.4,0.1,3.15104333533e-14,2.90221816453e-15,Bessell_I,Rich1996,GeneralFilters
49130.3,11.46,0.1,2.98163430097e-14,2.74618667767e-15,Bessell_I,Rich1996,GeneralFilters
49130.3,11.84,0.1,4.08004836459e-14,3.7578634172e-15,Bessell_R,Rich1996,GeneralFilters
49130.3,11.86,0.1,4.00557908936e-14,3.68927467999e-15,Bessell_R,Rich1996,GeneralFilters
49130.3,12.43,0.1,3.89777269084e-14,3.58998131752e-15,Bessell_V,Rich1996,GeneralFilters
49130.3,12.45,0.1,3.82663032159e-14,3.52445677396e-15,Bessell_V,Rich1996,GeneralFilters
49135.2,13.71,0.1,2.08664297379e-14,1.92186920234e-15,Bessell_B,Rich1996,GeneralFilters
49135.2,11.51,0.1,2.84743865165e-14,2.622587917e-15,Bessell_I,Rich1996,GeneralFilters
49135.2,12.0,0.1,3.52099421249e-14,3.24295551448e-15,Bessell_R,Rich1996,GeneralFilters
