MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err
52301.05	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.100000000006	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.15000000001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.20000000001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.250000000015	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.30000000002	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.35000000002	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.40000000002	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.450000000026	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.50000000003	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.55000000003	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.600000000035	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.65000000004	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.70000000004	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.750000000044	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.80000000005	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.85000000005	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.90000000005	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52301.950000000055	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52302.00000000006	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52302.05000000006	2.855293858727176e-17	3.769189370528724e-18	nan	nan	1.5646719719677046e-17	1.7083583247249876e-18	nan	nan	2.7288286025466335e-17	3.0100959003691956e-18
52302.100000000064	1.4181525100842498e-16	4.124921673333569e-17	nan	nan	1.1974006707612407e-16	8.404462869366791e-18	nan	nan	2.1765310748807408e-16	1.4228521398577678e-17
52302.15000000007	2.5644296898519103e-16	7.881265194776636e-17	nan	nan	2.2418491027298204e-16	1.622023931479377e-17	nan	nan	4.0860769215870546e-16	2.745305545308576e-17
52302.20000000007	3.7273396707426673e-16	1.1303574994974952e-16	nan	nan	3.2909220366529876e-16	2.3761074334709642e-17	nan	nan	6.003383601325102e-16	4.024800185478476e-17
52302.25000000007	4.909861944467238e-16	1.4394157154138174e-16	nan	nan	4.3457290285176964e-16	3.0994187305939635e-17	nan	nan	7.930314332933994e-16	5.255084211464468e-17
52302.300000000076	6.114976882200264e-16	1.7160036629018687e-16	nan	nan	5.407379649543175e-16	3.7921146279922534e-17	nan	nan	9.868732355593276e-16	6.43617735969699e-17
52302.35000000008	7.345665867917765e-16	1.961038508674951e-16	nan	nan	6.47698348918882e-16	4.455000640245118e-17	nan	nan	1.182050093498488e-15	7.569263455952276e-17
52302.40000000008	8.604911431741935e-16	2.1756335625629826e-16	nan	nan	7.555650158779086e-16	5.089124878299589e-17	nan	nan	1.378748336861753e-15	8.65594370509462e-17
