2830.00      0.00000
2840.00   0.00589800
2850.00   0.00588666
2860.00   0.00587502
2870.00   0.00586307
2880.00   0.00585085
2890.00   0.00583835
2900.00   0.00582559
2910.00   0.00581302
2920.00   0.00580021
2930.00   0.00578717
2940.00   0.00577390
2950.00   0.00576357
2960.00   0.00575303
2970.00   0.00574228
2980.00   0.00573135
2990.00   0.00572024
3000.00    0.0114179
3010.00    0.0626991
3020.00      1.06985
3030.00      5.29503
3040.00      12.3760
3050.00      19.8651
3060.00      23.7386
3070.00      24.6552
3080.00      30.2167
3090.00      34.9500
3100.00      34.8293
3110.00      35.3033
3120.00      37.3387
3130.00      39.6990
3140.00      39.4722
3150.00      38.1624
3160.00      36.7024
3170.00      36.5845
3180.00      38.2155
3190.00      41.1985
3200.00      44.2156
3210.00      41.5836
3220.00      37.4593
3230.00      38.4742
3240.00      42.8030
3250.00      44.6535
3260.00      45.7309
3270.00      47.3338
3280.00      47.7045
3290.00      47.1418
3300.00      46.9602
3310.00      47.4160
3320.00      48.2948
3330.00      47.1347
3340.00      43.5755
3350.00      41.5866
3360.00      42.1237
3370.00      41.5827
3380.00      39.4272
3390.00      38.7898
3400.00      41.0200
3410.00      43.5551
3420.00      43.3702
3430.00      41.0745
3440.00      39.3707
3450.00      39.6440
3460.00      40.8976
3470.00      41.2809
3480.00      40.3479
3490.00      39.4852
3500.00      39.7161
3510.00      40.7705
3520.00      41.7563
3530.00      42.0622
3540.00      42.0591
3550.00      42.4241
3560.00      43.5132
3570.00      45.0969
3580.00      46.2034
3590.00      46.2345
3600.00      45.3940
3610.00      45.0832
3620.00      46.0983
3630.00      47.6999
3640.00      48.5881
3650.00      48.2076
3660.00      47.7460
3670.00      48.2144
3680.00      49.1617
3690.00      49.5903
3700.00      49.0940
3710.00      48.1416
3720.00      47.1810
3730.00      46.2478
3740.00      45.8796
3750.00      46.1859
3760.00      46.9602
3770.00      46.4551
3780.00      44.0322
3790.00      41.2446
3800.00      40.0006
3810.00      41.2595
3820.00      43.4128
3830.00      43.7413
3840.00      39.6947
3850.00      31.4180
3860.00      21.5130
3870.00      12.9645
3880.00      7.26514
3890.00      4.10311
3900.00      2.46110
3910.00      1.58794
3920.00      1.08174
3930.00     0.761151
3940.00     0.535885
3950.00     0.368217
3960.00     0.247631
3970.00     0.164478
3980.00     0.109246
3990.00    0.0770951
4000.00    0.0587356
4010.00    0.0450151
4020.00    0.0358793
4030.00    0.0312783
4040.00    0.0267105
4050.00    0.0266968
4060.00    0.0222361
4070.00    0.0177798
4080.00    0.0177709
4090.00    0.0133214
4100.00    0.0133148
4110.00    0.0132185
4120.00    0.0131224
4130.00    0.0130264
4140.00    0.0129304
4150.00    0.0127856
4160.00    0.0126415
4170.00    0.0124981
4180.00    0.0123555
4190.00    0.0122137
4200.00    0.0120726
4210.00    0.0119302
4220.00    0.0117886
4230.00    0.0116478
4240.00    0.0115078
4250.00    0.0114146
4260.00    0.0113215
4270.00    0.0112285
4280.00    0.0111356
4290.00    0.0110427
4300.00    0.0109500
4310.00    0.0108587
4320.00    0.0107674
4330.00    0.0106762
4340.00    0.0105851
4350.00    0.0104207
4360.00    0.0102575
4370.00    0.0100955
4380.00   0.00993475
4390.00   0.00977524
4400.00   0.00961695
4410.00   0.00945868
4420.00   0.00930169
4430.00   0.00914598
4440.00   0.00899156
4450.00   0.00883979
4460.00   0.00868929
4470.00   0.00854006
4480.00   0.00839211
4490.00   0.00824543
4500.00   0.00810004
4510.00   0.00795568
4520.00   0.00781260
4530.00   0.00767083
4540.00   0.00753036
4550.00   0.00744984
4560.00   0.00736947
4570.00   0.00728926
4580.00   0.00720921
4590.00   0.00712933
4600.00   0.00704960
4610.00   0.00704080
4620.00    0.0105480
4630.00    0.0175579
4640.00    0.0245501
4650.00    0.0276576
4660.00    0.0238508
4670.00    0.0201440
4680.00    0.0165372
4690.00    0.0162878
4700.00    0.0192462
4710.00    0.0284217
4720.00    0.0528403
4730.00     0.259977
4740.00      1.71807
4750.00      4.13736
4760.00      4.04470
4770.00      1.86737
4780.00     0.446162
4790.00    0.0622818
4800.00    0.0118288
4810.00   0.00589673
4820.00   0.00293954
4830.00   0.00293073
4840.00   0.00292192
4850.00   0.00291550
4860.00   0.00290909
4870.00   0.00290268
4880.00   0.00289628
4890.00      0.00000
