MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
55139.88719999911	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55139.93719999911	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55139.987199999116	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.03719999912	nan	nan	nan	nan	nan	nan	5.511427327472916e-16	1.3079411312268708e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.08719999912	nan	nan	nan	nan	nan	nan	6.781843338212568e-16	1.205129846712308e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.137199999124	nan	nan	nan	nan	nan	nan	7.870671973249562e-16	1.5067253630474363e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.18719999913	nan	nan	nan	nan	nan	nan	8.743303116453726e-16	1.7575192955955972e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.23719999913	nan	nan	nan	nan	nan	nan	9.439015737595444e-16	1.9074478545323849e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.28719999913	nan	nan	nan	nan	nan	nan	1.0012629575358649e-15	2.1666355465602894e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.337199999136	nan	nan	nan	nan	nan	nan	1.0499185857371934e-15	2.2950079128175675e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.38719999914	nan	nan	nan	nan	nan	nan	1.0927639751913953e-15	2.4159389736951153e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.43719999914	nan	nan	nan	nan	nan	nan	1.1319649032027118e-15	2.731963027184489e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.487199999145	nan	nan	nan	nan	nan	nan	1.1682226931797975e-15	2.8509701817223616e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.53719999915	nan	nan	nan	nan	nan	nan	1.2020635372264875e-15	2.7882948962647617e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.58719999915	nan	nan	nan	nan	nan	nan	1.2339971573613639e-15	3.011912274982084e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.63719999915	nan	nan	nan	nan	nan	nan	1.2643126879042198e-15	3.4131073345357734e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.687199999156	nan	nan	nan	nan	nan	nan	1.293141541526515e-15	3.5547814188229272e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.73719999916	nan	nan	nan	nan	nan	nan	1.3206116921770639e-15	3.383866049885895e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.78719999916	nan	nan	nan	nan	nan	nan	1.3468510940341445e-15	3.25875957126226e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.837199999165	nan	nan	nan	nan	nan	nan	1.3719804495822565e-15	3.654186921091178e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.88719999917	nan	nan	nan	nan	nan	nan	1.3960868242137322e-15	4.1860212091800473e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.93719999917	nan	nan	nan	nan	nan	nan	1.4192475064015262e-15	4.435256006770732e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55140.987199999174	nan	nan	nan	nan	nan	nan	1.4415397694734614e-15	4.28583969178697e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.03719999918	nan	nan	nan	nan	nan	nan	1.4630408733723384e-15	3.8834554289646426e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.08719999918	nan	nan	nan	nan	nan	nan	1.4838280655973908e-15	3.7102353996732377e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.13719999918	nan	nan	nan	nan	nan	nan	1.5039704164227883e-15	4.215009254930552e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.187199999185	nan	nan	nan	nan	nan	nan	1.5235083502110563e-15	4.938488875736399e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.23719999919	nan	nan	nan	nan	nan	nan	1.5424760099017646e-15	5.4344735962145355e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.28719999919	nan	nan	nan	nan	nan	nan	1.560907530247926e-15	5.519897650299424e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.337199999194	nan	nan	nan	nan	nan	nan	1.5788370373248017e-15	5.180558767366545e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.3871999992	nan	nan	nan	nan	nan	nan	1.5962986495941545e-15	4.572147079617052e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.4371999992	nan	nan	nan	nan	nan	nan	1.6133264787638368e-15	4.128611448650844e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.4871999992	nan	nan	nan	nan	nan	nan	1.6299533888284362e-15	4.466420206342215e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.537199999206	nan	nan	nan	nan	nan	nan	1.6462011486227029e-15	5.353859707019946e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.58719999921	nan	nan	nan	nan	nan	nan	1.6620856839895318e-15	6.221984200020899e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.63719999921	nan	nan	nan	nan	nan	nan	1.6776228630156534e-15	6.77753303283416e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.687199999214	nan	nan	nan	nan	nan	nan	1.6928285485074683e-15	6.90116720944573e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.73719999922	nan	nan	nan	nan	nan	nan	1.7077185982366442e-15	6.573190159593589e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.78719999922	nan	nan	nan	nan	nan	nan	1.7223088655541073e-15	5.8677276537503e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.83719999922	nan	nan	nan	nan	nan	nan	1.7366151984076561e-15	5.013548786636273e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.887199999226	nan	nan	nan	nan	nan	nan	1.7506534411839362e-15	4.532806561183761e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.93719999923	nan	nan	nan	nan	nan	nan	1.7644385736053651e-15	5.021636382607352e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55141.98719999923	nan	nan	nan	nan	nan	nan	1.777980503085051e-15	6.112502651916946e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.037199999235	nan	nan	nan	nan	nan	nan	1.7912872832719667e-15	7.230583777695151e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.08719999924	nan	nan	nan	nan	nan	nan	1.8043669607746475e-15	8.08394312373966e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.13719999924	nan	nan	nan	nan	nan	nan	1.8172275789679366e-15	8.54043503728091e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.18719999924	nan	nan	nan	nan	nan	nan	1.829877177911122e-15	8.546368599725358e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.23719999925	nan	nan	nan	nan	nan	nan	1.8423237943888687e-15	8.100550428894259e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.28719999925	nan	nan	nan	nan	nan	nan	1.8545754614200245e-15	7.258181027253197e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.33719999925	nan	nan	nan	nan	nan	nan	1.866640210386126e-15	6.169744509363384e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.387199999255	nan	nan	nan	nan	nan	nan	1.878526068329835e-15	5.191603515076897e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.43719999926	nan	nan	nan	nan	nan	nan	1.89024104890879e-15	5.00695366175157e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.48719999926	nan	nan	nan	nan	nan	nan	1.901791945328603e-15	5.91769986621358e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.537199999264	nan	nan	nan	nan	nan	nan	1.9131832443959734e-15	7.291049878957524e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.58719999927	nan	nan	nan	nan	nan	nan	1.924419174959167e-15	8.634243237746568e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.63719999927	nan	nan	nan	nan	nan	nan	1.9355039636970113e-15	9.713406902225722e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.68719999927	nan	nan	nan	nan	nan	nan	1.9464418352826274e-15	1.0416339220627923e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.737199999276	nan	nan	nan	nan	nan	nan	1.9572370106642524e-15	1.0687936185378586e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.78719999928	nan	nan	nan	nan	nan	nan	1.9678937102170648e-15	1.050753975796149e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.83719999928	nan	nan	nan	nan	nan	nan	1.978416150918821e-15	9.883749558059854e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.887199999284	nan	nan	nan	nan	nan	nan	1.9888085482736974e-15	8.861285809178698e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.93719999929	nan	nan	nan	nan	nan	nan	1.999075115370836e-15	7.548067622175166e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55142.98719999929	nan	nan	nan	nan	nan	nan	2.0092200637029998e-15	6.194200139531526e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.03719999929	nan	nan	nan	nan	nan	nan	2.0192476023888498e-15	5.364259288115941e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.087199999296	nan	nan	nan	nan	nan	nan	2.029161824297928e-15	5.811543301110021e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.1371999993	nan	nan	nan	nan	nan	nan	2.0389657345927814e-15	7.28215436317998e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.1871999993	nan	nan	nan	nan	nan	nan	2.0486617358643755e-15	9.065114071141236e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.237199999305	nan	nan	nan	nan	nan	nan	2.058252221780327e-15	1.077435288269448e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.28719999931	nan	nan	nan	nan	nan	nan	2.067739585598926e-15	1.2226531653568099e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.33719999931	nan	nan	nan	nan	nan	nan	2.077126218327158e-15	1.332221304298788e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.38719999931	nan	nan	nan	nan	nan	nan	2.086414509170966e-15	1.399981859695635e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.43719999932	nan	nan	nan	nan	nan	nan	2.0956068457399144e-15	1.4218740120730898e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.48719999932	nan	nan	nan	nan	nan	nan	2.104705614824912e-15	1.3953337793929819e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.53719999932	nan	nan	nan	nan	nan	nan	2.1137132006790353e-15	1.3192393254671267e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.587199999325	nan	nan	nan	nan	nan	nan	2.1226319865320396e-15	1.1944153985468054e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.63719999933	nan	nan	nan	nan	nan	nan	2.131464354262899e-15	1.0253528282317865e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.68719999933	nan	nan	nan	nan	nan	nan	2.1402126846044703e-15	8.257835688157644e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.737199999334	nan	nan	nan	nan	nan	nan	2.1488793557927082e-15	6.382135572134553e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.78719999934	nan	nan	nan	nan	nan	nan	2.1574667457770396e-15	5.808629214720152e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.83719999934	nan	nan	nan	nan	nan	nan	2.1659767236713945e-15	7.630544296285833e-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.88719999934	nan	nan	nan	nan	nan	nan	2.1744095487849896e-15	1.0952767128199246e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.937199999345	nan	nan	nan	nan	nan	nan	2.1827651623383398e-15	1.493324999317944e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55143.98719999935	nan	nan	nan	nan	nan	nan	2.1910435040783805e-15	1.925485307607427e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55144.03719999935	nan	nan	nan	nan	nan	nan	2.19924451174634e-15	2.3791036368713523e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55144.087199999354	nan	nan	nan	nan	nan	nan	2.2073681226741187e-15	2.847879965791077e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55144.13719999936	nan	nan	nan	nan	nan	nan	2.2154142724335076e-15	3.3280038624033155e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55144.18719999936	nan	nan	nan	nan	nan	nan	2.2233828954501786e-15	3.816818363834606e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55144.23719999936	nan	nan	nan	nan	nan	nan	2.2312739247171572e-15	4.3122837158764784e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55144.287199999366	nan	nan	nan	nan	nan	nan	2.239087292408812e-15	4.812732556067711e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55144.33719999937	nan	nan	nan	nan	nan	nan	2.246822928857537e-15	5.3167453409423976e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55144.38719999937	nan	nan	nan	nan	nan	nan	2.2544807632905406e-15	5.823080807956014e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55144.437199999375	3.4762774129405065e-15	7.75547252348857e-17	1.0327680980264236e-15	2.5347767247433094e-17	1.6842934715830987e-15	2.8253879278104e-17	2.2620607236661145e-15	6.330632852080866e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55144.48719999938	3.47621480981271e-15	7.647177747766168e-17	1.037852557059742e-15	2.4974326221978958e-17	1.6894541594980463e-15	2.7795358159298366e-17	2.2695627357321797e-15	6.8383842531276664e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55144.53719999938	3.4761422658502884e-15	7.541043917528187e-17	1.0429531521687912e-15	2.4624116350288163e-17	1.6946278296067058e-15	2.7365698233335956e-17	2.2769867233946828e-15	7.345390777461779e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55144.58719999938	3.476059795334107e-15	7.43704551090168e-17	1.0480685715282067e-15	2.4296295206694657e-17	1.6998137422864157e-15	2.6964175706107614e-17	2.284332609045056e-15	7.850785994851703e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55144.637199999386	3.475967412461506e-15	7.335156479537436e-17	1.0531975034450326e-15	2.39899692891133e-17	1.7050111579885686e-15	2.6590003264897435e-17	2.2916003138058156e-15	8.353772529554788e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55144.68719999939	3.475865131346607e-15	7.235350303000306e-17	1.0583386363441778e-15	2.370419929679076e-17	1.7102193372320385e-15	2.6242333918499917e-17	2.298789757980822e-15	8.853614754190838e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55144.73719999939	3.475752966018678e-15	7.137600045637863e-17	1.0634906587535798e-15	2.3438006037289697e-17	1.715437540597051e-15	2.592026573120435e-17	2.305900859909161e-15	9.349632938295313e-18	3.4371696147954912e-15	1.3512132457004852e-16	5.0728100952930615e-15	2.1104866323141301e-16	5.291448009234691e-15	3.530127062875202e-16	5.5843174594489795e-15	3.029171958966926e-16	5.342220063243267e-15	4.0787029773655676e-16	2.501019737581997e-15	1.0259285912352009e-16
55144.787199999395	3.4756309304260214e-15	7.041878415830699e-17	1.068652259289543e-15	2.3190376848329254e-17	1.720665028718403e-15	2.5622847371626286e-17	2.312933536292609e-15	9.841198454856094e-18	3.4343385681048145e-15	1.3425863183510248e-16	5.063254371760347e-15	2.088769846740194e-16	5.263782585645878e-15	3.465690332105351e-16	5.5614958027346795e-15	2.982957655586883e-16	5.306464065200387e-15	4.003956002513989e-16	2.5001412084863998e-15	1.0205915798566523e-16
55144.8371999994	3.475499038432492e-15	6.948157827386696e-17	1.0738221266421303e-15	2.2960272407491032e-17	1.725901062279011e-15	2.5349084370837264e-17	2.3198877040785366e-15	1.0327729777379387e-17	3.4315007890332294e-15	1.3340344496320154e-16	5.0536629362067225e-15	2.0674258432113474e-16	5.235665651720502e-15	3.4053597872065294e-16	5.5385150695888504e-15	2.938071853475572e-16	5.270107367278437e-15	3.9339649105947326e-16	2.4992596990698387e-15	1.0152934608077361e-16
55144.8871999994	3.4753573038186258e-15	6.856410462914022e-17	1.0789989495599333e-15	2.2746633795283533e-17	1.7311449020035545e-15	2.5097945961073858e-17	2.32676327718529e-15	1.0808689084095857e-17	3.428656238775986e-15	1.325557717206914e-16	5.04403517628702e-15	2.0464527856500297e-16	5.207108230788481e-15	3.3489012014209474e-16	5.5153763344127096e-15	2.8944860269243276e-16	5.233174139263536e-15	3.868444578456113e-16	2.4983751632167983e-15	1.0100342949141675e-16
55144.937199999404	3.475205740283277e-15	6.766608338872895e-17	1.0841814168360873e-15	2.2548389675159e-17	1.7363958086519763e-15	2.486837234946017e-17	2.3335601692446846e-15	1.1283579337006294e-17	3.425804878518168e-15	1.317156198517271e-16	5.034370479509611e-15	2.0258487896825542e-16	5.1781213133027425e-15	3.296069424008139e-16	5.4920806690575966e-15	2.8521708757280694e-16	5.1956884984172935e-15	3.8070971434470373e-16	2.497487554807193e-15	1.0048141430295978e-16
55144.98719999941	3.475044361441161e-15	6.678723372108577e-17	1.089368217292844e-15	2.236446345852782e-17	1.741653043012955e-15	2.4659282269654932e-17	2.340278292374023e-15	1.1751941740461466e-17	3.422946669435056e-15	1.3088299707669605e-16	5.0246682332348685e-15	2.005611924714122e-16	5.148715857558705e-15	3.2466106949364925e-16	5.468629142840961e-15	2.811096425709646e-16	5.157674511399303e-15	3.749614916106141e-16	2.496596827716172e-15	9.996330660246575e-17
55145.03719999941	3.4748731808244912e-15	6.592727447510564e-17	1.0945580397672816e-15	2.2193780330466853e-17	1.746915865897381e-15	2.4469580650391345e-17	2.346917557135162e-15	1.221335350499501e-17	3.4200815726917463e-15	1.300579110899916e-16	5.014927824672663e-15	1.9857402160755885e-16	5.118902790411951e-15	3.200265092650577e-16	5.445022822562185e-15	2.771232135779116e-16	5.119156196185909e-15	3.6956834377042544e-16	2.4957029358142005e-15	9.94491124773837e-17
55145.08719999941	3.4746922118831858e-15	6.508592486535097e-17	1.0997495730963795e-15	2.20352740250806e-17	1.7521835381319969e-15	2.4298166242058302e-17	2.353477873025706e-15	1.2667425863041064e-17	3.417209549443518e-15	1.2924036955748661e-16	5.0051486408797345e-15	1.9662316472308433e-16	5.088693007994459e-15	3.156769053196169e-16	5.4212627725201924e-15	2.7325470109676066e-16	5.08015752398682e-15	3.644984605026575e-16	2.4948058329668865e-15	9.893883801423937e-17
55145.137199999415	3.474501467983945e-15	6.426290516171687e-17	1.1049415061023569e-15	2.1887893254752175e-17	1.7574553205530507e-15	2.414393905082771e-17	2.359959148192477e-15	1.3113802290494003e-17	3.414330560835184e-15	1.2843038011347417e-16	4.995330068758755e-15	1.9470841620465487e-16	5.058097376429416e-15	3.115857899591663e-16	5.397350054530001e-15	2.695009720794148e-16	5.040702421158079e-15	3.597199786785037e-16	2.4939054730350023e-15	9.84324892970356e-17
55145.18719999942	3.4743009624112747e-15	6.345793738067937e-17	1.1101325275778127e-15	2.1750607715286693e-17	1.7627304739992931e-15	2.4005807442576205e-17	2.366361289431515e-15	1.3552156900955452e-17	3.4114445680018027e-15	1.2762795035700205e-16	4.985471495054728e-15	1.9282956671085163e-16	5.027126732544199e-15	3.0772683241205946e-16	5.373285727937411e-15	2.65858872225115e-16	5.000814771112938e-15	3.5520128619820526e-16	2.493001809874354e-15	9.793007240557015e-17
55145.23719999942	3.4740907083665664e-15	6.267074597342281e-17	1.1153213262712946e-15	2.1622413607368128e-17	1.7680082593060466e-15	2.3882694797451314e-17	2.372684201860616e-15	1.3982192982832508e-17	3.4085515320679088e-15	1.2683308784794115e-16	4.9755723063537035e-15	1.9098640340879047e-16	4.995791884582453e-15	3.040740772672147e-16	5.349070849637748e-15	2.6232523866256935e-16	4.960518416229492e-15	3.5091131196496725e-16	2.4920947973358e-15	9.743159341359814e-17
55145.287199999424	3.4738707189701433e-15	6.190105850712015e-17	1.1205065908721985e-15	2.1502338633134758e-17	1.773287937298626e-15	2.3773545614400555e-17	2.37892779006545e-15	1.4403641656469408e-17	3.40565141414789e-15	1.2604580010237424e-16	4.965631889080956e-15	1.891787102143412e-16	4.964103612914067e-15	3.006021688690442e-16	5.324706474090469e-15	2.5889691293231287e-16	4.919837159756323e-15	3.4681979707035965e-16	2.4911843892652254e-15	9.693705838684584e-17
55145.33719999943	3.473641007258496e-15	6.114860633470924e-17	1.1256870099962812e-15	2.1389446444553458e-17	1.7785687687855402e-15	2.3677330987737568e-17	2.3850919567078447e-15	1.4816260630983616e-17	3.402744175345875e-15	1.2526609458746073e-16	4.955649629497219e-15	1.874062680351001e-16	4.932072670744209e-15	2.972865583908116e-16	5.300193653336854e-15	2.5557075418031726e-16	4.878794767715271e-15	3.428975435182672e-16	2.490270539503299e-15	9.644647338084219e-17
55145.38719999943	3.4734015861861282e-15	6.041312524890924e-17	1.1308612721707912e-15	2.1282840535762018e-17	1.783850014552494e-15	2.3593053398686753e-17	2.391176603098847e-15	1.5219833044018254e-17	3.3998297767555314e-15	1.2449397871568095e-16	4.945624913698889e-15	1.8566885501549163e-16	4.899709784820981e-15	2.941036913097334e-16	5.275533437014689e-15	2.523436524718721e-16	4.837414970802327e-15	3.391166380931603e-16	2.4893532018856536e-15	9.595984443855152e-17
55145.43719999943	3.4731524686260634e-15	5.969435611504066e-17	1.1360280658198389e-15	2.118166758596853e-17	1.789130935355433e-15	2.3519750785748233e-17	2.397181629648982e-15	1.56141663700035e-17	3.3969081794602864e-15	1.2372945983876222e-16	4.935557127613492e-15	1.8396624678302172e-16	4.867025656141447e-15	2.910311739872562e-16	5.2507268723771785e-15	2.492125421309351e-16	4.795721466286028e-15	3.3545065019683355e-16	2.488432330242651e-15	9.547717758795241e-17
55145.487199999436	3.4728935746868144e-15	5.899202666789144e-17	1.141186079249614e-15	2.1085120271376285e-17	1.794410732708479e-15	2.3456456648903645e-17	2.4031069408211205e-15	1.5999080431521562e-17	3.3939793445328532e-15	1.2297254524060444e-16	4.925445656999053e-15	1.8229821669401914e-16	4.834030960656829e-15	2.880479189569106e-16	5.225775004306245e-15	2.4617441500979973e-16	4.753737919903645e-15	3.318748035749549e-16	2.4875078783994174e-15	9.499847883923427e-17
