MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_g	sdss_g_err	sdss_i	sdss_i_err	sdss_r	sdss_r_err
57516.12159999854	1.3474941614554608e-15	7.533953744599067e-17	8.557936444041747e-16	2.0921222250985416e-17	1.3307099250872868e-15	4.1887490466126646e-17	5.739135630526079e-16	1.5584881918645524e-17	1.5761970716383444e-15	3.136596048847421e-17	1.418585232612725e-15	1.7909009018901418e-16	9.865948186523495e-16	4.816115907822808e-17	1.419470709522373e-15	6.161095282294011e-17
57516.171599998546	1.3694577049282332e-15	7.84396985035627e-17	8.562477482738867e-16	2.1836324314197886e-17	1.331625670006058e-15	4.383812434874471e-17	5.726670733341179e-16	1.4835432625931648e-17	1.570512365824263e-15	3.179040258817086e-17	1.4160465821223625e-15	1.7462382474784018e-16	9.87074481840809e-16	4.7522897909894174e-17	1.4191157844063826e-15	5.997300644121931e-17
57516.22159999855	1.3913999995471275e-15	8.096080960116221e-17	8.567131291703453e-16	2.2782655537315232e-17	1.3325422535513916e-15	4.585807465728135e-17	5.71434385156452e-16	1.4400891296176667e-17	1.5647415810884357e-15	3.213811947731905e-17	1.4135201082637364e-15	1.70086478721751e-16	9.875390750279235e-16	4.6871498764208395e-17	1.4187673018183304e-15	5.830857470848316e-17
57516.27159999855	1.4132253978441863e-15	8.28851447632755e-17	8.57189643188841e-16	2.3753967565627553e-17	1.3334596122629292e-15	4.793500434303064e-17	5.702161105529891e-16	1.4396663805879184e-17	1.558903225509186e-15	3.2396103960323635e-17	1.4110067391937349e-15	1.6548905610118699e-16	9.879882681856028e-16	4.6208529774329775e-17	1.4184255076366584e-15	5.662161302903584e-17
57516.321599998555	1.4348381856712342e-15	8.420203980291147e-17	8.576771465557767e-16	2.4744865419167336e-17	1.3343776821745344e-15	5.0058310603593645e-17	5.690116086736641e-16	1.4794558025315125e-17	1.5530157983969032e-15	3.255490638790371e-17	1.4085073985321154e-15	1.60843660857224e-16	9.884217291902103e-16	4.5535651358326654e-17	1.4180906463718836e-15	5.4916481154457684e-17
57516.37159999856	1.456142552901957e-15	8.490660330835224e-17	8.581754956236554e-16	2.5750697952738475e-17	1.3352963988114744e-15	5.221889253395812e-17	5.678193513163743e-16	1.5459190288548374e-17	1.5470977919047927e-15	3.260822982311876e-17	1.4060230054958555e-15	1.561636352502369e-16	9.88839123800167e-16	4.485461994795509e-17	1.417762961184735e-15	5.3197998913637716e-17
57516.42159999856	1.4770425641099726e-15	8.499899920585557e-17	8.586845468660563e-16	2.676745441821748e-17	1.3362156971874094e-15	5.44089347910316e-17	5.666377904560739e-16	1.6252856983809085e-17	1.5411676926386458e-15	3.255262961992371e-17	1.4035544750328516e-15	1.514637159017425e-16	9.892401156333644e-16	4.41672914592009e-17	1.4174426939041142e-15	5.147151037419874e-17
57516.471599998564	1.4974421292161195e-15	8.448414269316881e-17	8.592041568726104e-16	2.7791671096583994e-17	1.3371355118013636e-15	5.662171445157831e-17	5.654653792607642e-16	1.7059172917219622e-17	1.5352439832667475e-15	3.238731538634036e-17	1.4011027179549985e-15	1.4676020817915678e-16	9.89624366144483e-16	4.347562435063229e-17	1.4171300850450219e-15	4.9742957175533836e-17
57516.52159999857	1.5172449740983743e-15	8.337173819668199e-17	8.597341823440672e-16	2.882034938540595e-17	1.3380557766348208e-15	5.885143308304263e-17	5.643005704395823e-16	1.7788652464198963e-17	1.5293451441289e-15	3.2114051199620856e-17	1.398668641070607e-15	1.4207117830064582e-16	9.8999153460221e-16	4.2781682078019044e-17	1.4168253738263432e-15	4.801896143778272e-17
57516.57159999857	1.5363546111577222e-15	8.167665168666984e-17	8.602744800871296e-16	2.985088525376289e-17	1.3389764251485896e-15	6.109307320941603e-17	5.631418172523027e-16	1.837598720954683e-17	1.5234896548457324e-15	3.17371505488519e-17	1.396253147316248e-15	1.3741666067231485e-16	9.903412780662757e-16	4.208763471077973e-17	1.4165287981885363e-15	4.630691800301706e-17
57516.62159999857	1.5546743098332913e-15	7.941966843919581e-17	8.608249070095684e-16	3.088100921600453e-17	1.3398973902799423e-15	6.334227696948795e-17	5.619875713985606e-16	1.8775224043542693e-17	1.5176959959274787e-15	3.126356397383122e-17	1.3938571358879847e-15	1.328188749971132e-16	9.906732513644079e-16	4.1395759427412736e-17	1.4162405948112362e-15	4.4615094634975533e-17
57516.671599998575	1.5721070670600617e-15	7.66287564601429e-17	8.613853201151443e-16	3.190873564863838e-17	1.3408186044393228e-15	6.559524423828253e-17	5.608362865969948e-16	1.8955494819597475e-17	1.5119826503830887e-15	3.070305829055846e-17	1.3914815023720444e-15	1.2830244323941171e-16	9.90987107069137e-16	4.070843955434454e-17	1.4159609991306885e-15	4.2952736962758866e-17
57516.72159999858	1.5885555776624753e-15	7.334105249376186e-17	8.619555764986782e-16	3.2932320195825797e-17	1.3417399995074398e-15	6.784864743011784e-17	5.59686415006105e-16	1.8897992476839858e-17	1.5063681053292465e-15	3.006848505840898e-17	1.3891271388748813e-15	1.2389459013813678e-16	9.912824954744907e-16	4.0028161757145116e-17	1.4156902453572042e-15	4.133017211187284e-17
57516.77159999858	1.6039222046771733e-15	6.96059349961595e-17	8.625355333408479e-16	3.3950224062433297e-17	1.3426615068320525e-15	7.009956038982473e-17	5.585364091514826e-16	1.8594189874168154e-17	1.5008708535995651e-15	2.937613034481731e-17	1.3867949341527252e-15	1.1962530222793426e-16	9.915590645725114e-16	3.9357510937687655e-17	1.4154285664923914e-15	3.975890080315636e-17
57516.821599998584	1.6181089495982063e-15	6.548977785703306e-17	8.631250479034369e-16	3.496108410907839e-17	1.3435830572249907e-15	7.23453990699064e-17	5.57384722292902e-16	1.8045197744217054e-17	1.495509395354389e-15	2.8646124601040816e-17	1.3844857737405728e-15	1.1552740908624984e-16	9.918164600297066e-16	3.8699162339805574e-17	1.4151761943463573e-15	3.8251661955239346e-17
57516.87159999859	1.6310174225378727e-15	6.108332082654944e-17	8.637239775241367e-16	3.596368780132382e-17	1.3445045809587433e-15	7.458387200991522e-17	5.562298077819103e-16	1.7262290991186132e-17	1.4903022396904837e-15	2.790286604338648e-17	1.3822005400806563e-15	1.1163653721303351e-16	9.920543251633272e-16	3.805587032524553e-17	1.4149333595548202e-15	3.682244649073266e-17
57516.92159999859	1.6425488122966512e-15	5.651302647985207e-17	8.643321796115645e-16	3.695695220319761e-17	1.3454260077636263e-15	7.681293894111433e-17	5.550701170428243e-16	1.626889170487781e-17	1.4852679062518457e-15	2.7175368295604323e-17	1.3799401126503767e-15	1.0799087315075635e-16	9.922723009174938e-16	3.743045325897684e-17	1.414700291596052e-15	3.548642870779583e-17
57516.97159999859	1.652603856335045e-15	5.195804618735668e-17	8.649495116402997e-16	3.793990633298392e-17	1.3463472668242653e-15	7.903077611555989e-17	5.53904103518964e-16	1.5104684096497137e-17	1.480424926840676e-15	2.6497380692255362e-17	1.3777053680897634e-15	1.0463066158615088e-16	9.924700258392483e-16	3.682577394782507e-17	1.4144772188078097e-15	3.4259775929928234e-17
57517.021599998596	1.6610828106409931e-15	4.767334789616749e-17	8.65575831145831e-16	3.891167631188373e-17	1.3472682867766012e-15	8.123574719896165e-17	5.527302202865581e-16	1.383308589028505e-17	1.4757918470292634e-15	2.5907054917870534e-17	1.3754971803284281e-15	1.0159736205474438e-16	9.926471360544065e-16	3.6244715119785656e-17	1.4142643684041289e-15	3.3159293526406464e-17
57517.0715999986	1.6678854194856751e-15	4.4013824118696776e-17	8.662109957195676e-16	3.9871472833236843e-17	1.3481889957046085e-15	8.342637876994486e-17	5.515469194123336e-16	1.255360679564038e-17	1.4713872277727385e-15	2.544587385877501e-17	1.3733164207120547e-15	9.893240256903272e-17	9.928032652433128e-16	3.569014952501755e-17	1.4140619664920123e-15	3.2201867978046e-17
57517.1215999986	1.672910885061133e-15	4.143794339612878e-17	8.668548630037528e-16	4.0818580561743573e-17	1.3491093211369273e-15	8.560133963844046e-17	5.503526538807459e-16	1.1418603873386341e-17	1.4672296470226706e-15	2.5156579320219987e-17	1.371163958128403e-15	9.6675508579981e-17	9.929380446164305e-16	3.516490439390241e-17	1.413870238088067e-15	3.140369153407806e-17
57517.171599998605	1.6760578369925878e-15	4.0445962593866155e-17	8.675072906866334e-16	4.175234914037226e-17	1.3500291900437632e-15	8.775942333628875e-17	5.49145876584478e-16	1.0642891577139344e-17	1.4633377013418333e-15	2.5080016488020936e-17	1.3690406591329018e-15	9.486265604420086e-17	9.930511028898022e-16	3.467172021025032e-17	1.4136894071350045e-15	3.077929228959397e-17
57517.22159999861	1.6772416241534338e-15	4.1384870090981015e-17	8.681681364971785e-16	4.2672185539107653e-17	1.3509485288334288e-15	8.989953324881409e-17	5.479250452801758e-16	1.0468947124484816e-17	1.4597288728615122e-15	2.5248968205527878e-17	1.3669473604731287e-15	9.352130607589935e-17	9.931420566876342e-16	3.421307751816452e-17	1.4135197076009156e-15	3.033949703589559e-17
57517.27159999861	1.6764926125596806e-15	4.4087919066569743e-17	8.688372582002742e-16	4.357754752628089e-17	1.3518672633490762e-15	9.202066995062961e-17	5.466893601671351e-16	1.098360900852876e-17	1.4564056662578653e-15	2.5657563370264983e-17	1.3648845319527583e-15	9.263805221679177e-17	9.932103297786103e-16	3.3788762637394435e-17	1.4133615189188664e-15	3.0078857912767613e-17
57517.32159999861	1.6738879041912812e-15	4.810668754748772e-17	8.695145135915856e-16	4.446793808136442e-17	1.352785318865411e-15	9.412192038611072e-17	5.454395366150046e-16	1.1990161625428356e-17	1.4533599968727893e-15	2.6270673592386332e-17	1.362852383239891e-15	9.216840321558248e-17	9.9325516828386e-16	3.339606650083654e-17	1.4132153231556006e-15	2.997942463207815e-17
57517.371599998616	1.6695041472411472e-15	5.2986951840032594e-17	8.701997604926495e-16	4.5342900599470516e-17	1.3537026200852072e-15	9.620244859817798e-17	5.44176474824026e-16	1.3250569067638814e-17	1.4505835773197823e-15	2.7048196555366924e-17	1.360851116576623e-15	9.206154041829101e-17	9.932758091750365e-16	3.303205298478696e-17	1.4130816035881705e-15	3.002042712398241e-17
57517.42159999862	1.6634174166261575e-15	5.835911199359427e-17	8.708928567456957e-16	4.620201476355262e-17	1.3546190911360144e-15	9.826148776034538e-17	5.42901074168485e-16	1.4579225244243988e-17	1.448068140778076e-15	2.794916967968977e-17	1.3588809322639741e-15	9.226313394299053e-17	9.932714867407018e-16	3.269369159673447e-17	1.4129608425510766e-15	3.017958525485605e-17
57517.47159999862	1.655703236979932e-15	6.39505724798052e-17	8.715936602087948e-16	4.704489298123306e-17	1.3555346555666336e-15	1.0029833330926174e-16	5.416142361334436e-16	1.585018858358614e-17	1.4458054402824857e-15	2.893443322062667e-17	1.3569420286974833e-15	9.271760710086199e-17	9.932414325357185e-16	3.237790414258649e-17	1.4128535214712903e-15	3.0434186788357774e-17
57517.521599998625	1.6464366055187579e-15	6.956680879096134e-17	8.723020287507059e-16	4.787117730061936e-17	1.3564492363438314e-15	1.0231233700921988e-16	5.403168590836858e-16	1.6981431698183757e-17	1.4437872480153173e-15	2.99682007597177e-17	1.3550346024024436e-15	9.33701219470229e-17	9.931848753304692e-16	3.2081610477405876e-17	1.412760120903182e-15	3.0762003226600166e-17
57517.57159999863	1.6356920147854756e-15	7.506879590293459e-17	8.730178202458961e-16	4.868053673359545e-17	1.3573627558487413e-15	1.0430290180838989e-16	5.390098447795923e-16	1.7919762308537776e-17	1.4420053545990522e-15	3.10187407905682e-17	1.3531588480687177e-15	9.416815873960912e-17	9.931010410599373e-16	3.1801772468172854e-17	1.4126811205633764e-15	3.114198243829208e-17
57517.62159999863	1.6235434752767276e-15	8.035534824226156e-17	8.737408925695164e-16	4.947266492682134e-17	1.358275135873444e-15	1.0626947736975267e-16	5.376940923201304e-16	1.8630889006923594e-17	1.4404515683902221e-15	3.205846033355191e-17	1.3513149585851943e-15	9.50626513663247e-17	9.929891527726472e-16	3.153543550169937e-17	1.4126169993655425e-15	3.155470964176664e-17
57517.67159999863	1.6100645379586407e-15	8.535096795237367e-17	8.744711035923542e-16	5.0247278130340816e-17	1.359186297617443e-15	1.0821155617865181e-16	5.363705020890872e-16	1.90935781843938e-17	1.4391177147743911e-15	3.3063649202122215e-17	1.3495031250738407e-15	9.600870833668476e-17	9.928484305793428e-16	3.1279767090284885e-17	1.4125682354550788e-15	3.1982664161771765e-17
57517.72159999864	1.5953283166758842e-15	8.999784170386732e-17	8.752083111758356e-16	5.100411342163216e-17	1.3600961616841609e-15	1.1012867014482084e-16	5.350399739196129e-16	1.9296410440509183e-17	1.4379956354622282e-15	3.401406977528347e-17	1.347723536923397e-15	9.696598834974028e-17	9.92678091601672e-16	3.1032092343637385e-17	1.412535306243739e-15	3.241031662224816e-17
57517.77159999864	1.5794075104594032e-15	9.425061689312975e-17	8.759523731669454e-16	5.17429271496673e-17	1.361004648077325e-15	1.1202038762955549e-16	5.337034082872679e-16	1.923616462191337e-17	1.437077187786595e-15	3.4892506254830106e-17	1.345976381822683e-15	9.789881407183835e-17	9.924773499205333e-16	3.07899262740802e-17	1.4125186884442154e-15	3.2824114105591775e-17
57517.82159999864	1.562374425737744e-15	9.807296820460689e-17	8.767031473932092e-16	5.2463493568923006e-17	1.3619116761974595e-15	1.138863108395876e-16	5.323617047498836e-16	1.891731995105545e-17	1.4363542440003925e-15	3.568433497446267e-17	1.3442618457935467e-15	9.87761052807928e-17	9.922454165243608e-16	3.0551003072428426e-17	1.4125188581045727e-15	3.321239524217872e-17
57517.871599998645	1.5443009984570728e-15	1.0143530840012595e-16	8.774604916576397e-16	5.3165603637970017e-17	1.3628171648382104e-15	1.1572607353832375e-16	5.310157638747933e-16	1.8352496033510688e-17	1.4358186905756168e-15	3.63771438849389e-17	1.3425801132234355e-15	9.957120082625969e-17	9.91981499257213e-16	3.031330262839254e-17	1.4125362906427025e-15	3.356526820244977e-17
57517.92159999865	1.5252588161148844e-15	1.0431323529948782e-16	8.782242637337509e-16	5.3849063961064584e-17	1.3637210321828448e-15	1.1753933903228806e-16	5.296664854033743e-16	1.7563913393086768e-17	1.4354624275030922e-15	3.6960410238633974e-17	1.3409313668976107e-15	1.0026162392914213e-16	9.916848027666844e-16	3.007507466889857e-17	1.4125714608806312e-15	3.38744753601779e-17
57517.97159999865	1.5053191397123532e-15	1.0668645906581675e-16	8.789943213604225e-16	5.451369585435559e-17	1.364623195800407e-15	1.193257983972331e-16	5.283147697194138e-16	1.6586209758038118e-17	1.435277367592976e-15	3.742523574519855e-17	1.3393157880310006e-15	1.0082883089154849e-16	9.913545284516114e-16	2.983486095049551e-17	1.4126248430788332e-15	3.413326057025754e-17
57518.021599998654	1.484552925630464e-15	1.0853804847085081e-16	8.797705222368909e-16	5.515933452104211e-17	1.3655235726422173e-15	1.2108516891331834e-16	5.269615165642894e-16	1.547121651688704e-17	1.435255435776183e-15	3.7764134263501405e-17	1.3377335562996952e-15	1.012579711150207e-16	9.909898744096668e-16	2.959151596934496e-17	1.4126969109704358e-15	3.4336249057645114e-17
57518.07159999866	1.4630308474346585e-15	1.0985389333600849e-16	8.805527240177248e-16	5.578582832208932e-17	1.3664220790381238e-15	1.228171926834153e-16	5.256076263217881e-16	1.4295433324243128e-17	1.4353885684065618e-15	3.79708659492707e-17	1.3361848498720967e-15	1.0153767696586935e-16	9.905900353847026e-16	2.9344226645692855e-17	1.412788137795354e-15	3.447934576157162e-17
57518.12159999866	1.4408233176132656e-15	1.1062231683809388e-16	8.813407843077684e-16	5.639303813097934e-17	1.3673186306927642e-15	1.2452163541208252e-16	5.242539985497418e-16	1.3170177900565085e-17	1.4356687125634603e-15	3.804031222338974e-17	1.334669845439713e-15	1.0165989532923921e-16	9.90154202713946e-16	2.909253140071844e-17	1.4128989963344092e-15	3.455965529278984e-17
57518.17159999866	1.4180005092542301e-15	1.1083379446968144e-16	8.821345606569781e-16	5.698083676265584e-17	1.3682131426818092e-15	1.261982853260922e-16	5.229015339072564e-16	1.225039295166776e-17	1.436087825355318e-15	3.796838716865522e-17	1.333188718247604e-15	1.0161976819634293e-16	9.89681564275012e-16	2.883633897232815e-17	1.413029958943352e-15	3.457542506957137e-17
57518.221599998666	1.3946323776655722e-15	1.1048075139909274e-16	8.82933910555532e-16	5.754910846813812e-17	1.3691055294482031e-15	1.2784695221994388e-16	5.215511323192548e-16	1.1727595794802889e-17	1.4366378732236154e-15	3.775198263019137e-17	1.3317416421244887e-15	1.0141556678846054e-16	9.891713044327136e-16	2.8575947210696224e-17	1.4131814975868439e-15	3.452601236560074e-17
57518.27159999867	1.370788681944108e-15	1.0955741998809341e-16	8.837386914285632e-16	5.809774848752832e-17	1.3699957047984233e-15	1.2946746661206837e-16	5.202036617736957e-16	1.177352134626464e-17	1.437310831247321e-15	3.738894627446146e-17	1.3303287895125168e-15	1.0104868201283662e-16	9.886226039856683e-16	2.831206195116705e-17	1.4133540838723956e-15	3.4411875659157864e-17
57518.32159999867	1.346539006497435e-15	1.0805974631571123e-16	8.845487606313346e-16	5.862666265500689e-17	1.3708835818985545e-15	1.3105967899935498e-16	5.188595723248136e-16	1.235277212039937e-17	1.4380986824481498e-15	3.687809422156988e-17	1.3289503314966941e-15	1.0052367299429632e-16	9.880346401127422e-16	2.804581587550219e-17	1.4135481890841922e-15	3.4234590604070623e-17
57518.371599998674	1.32195278252419e-15	1.0598534008470661e-16	8.853639754439025e-16	5.913576705042144e-17	1.3717690732705228e-15	1.326234591992804e-16	5.175190165909182e-16	1.3274394241466056e-17	1.4389934170958633e-15	3.621926281698718e-17	1.3276064378339818e-15	9.984837458987069e-17	9.874065863192796e-16	2.777878703601388e-17	1.4137642842169906e-15	3.399689097079902e-17
57518.42159999868	1.2970993094573998e-15	1.0333346731477483e-16	8.861841930662492e-16	5.962498769268199e-17	1.3726520907882572e-15	1.341586957703518e-16	5.161821423263567e-16	1.4352226560039886e-17	1.4399870320142616e-15	3.5413408037323634e-17	1.3262972769820643e-15	9.903406372630734e-17	9.867376123831127e-16	2.7513016423779246e-17	1.414002840009818e-15	3.37027348605115e-17
57518.47159999868	1.2720477763757287e-15	1.0010509081180151e-16	8.870092706130581e-16	6.009426027086527e-17	1.3735325456736446e-15	1.356652955026508e-16	5.148490960924282e-16	1.544234904891463e-17	1.4410715298876138e-15	3.446276654053366e-17	1.3250230161277934e-15	9.809568260667746e-17	9.86026884300412e-16	2.7251023607072797e-17	1.4142643269797437e-15	3.3357396189638584e-17
57518.52159999868	1.2468672833876024e-15	9.630297094982984e-17	8.8783906510873335e-16	6.054352990945902e-17	1.374410348492816e-15	1.3714318297149234e-16	5.135200253681612e-16	1.6444191344410117e-17	1.4422389185669795e-15	3.3371100442120046e-17	1.323783821215299e-15	9.705211372012254e-17	9.852735642312936e-16	2.699581904963644e-17	1.414549215455545e-15	3.296758063797719e-17
57518.571599998686	1.2216268629931026e-15	9.193185113655425e-17	8.886734334822057e-16	6.097275096464826e-17	1.3752854091519944e-15	1.3859230014790428e-16	5.121950765313092e-16	1.7290520456805674e-17	1.443481210377414e-15	3.2144060035920004e-17	1.3225798569737877e-15	9.592649643784813e-17	9.844768104452398e-16	2.6750911250403372e-17	1.4148579756113294e-15	3.2541563637896126e-17
57518.62159999869	1.196395501428312e-15	8.699877284933807e-17	8.895122325619322e-16	6.138188684897224e-17	1.3761576368937195e-15	1.400126060605512e-16	5.108743964184904e-16	1.7937806228663053e-17	1.4447904214247969e-15	3.078971721418763e-17	1.3214112869450187e-15	9.474656695431773e-17	9.836357772663018e-16	2.6520306352461055e-17	1.4151910775001663e-15	3.208934514706484e-17
57518.67159999869	1.1712421599971815e-15	8.151360336196516e-17	8.90355319070746e-16	6.17709098819763e-17	1.377026940292711e-15	1.4140407650425455e-16	5.095581331511432e-16	1.8359572026569816e-17	1.4461585709033286e-15	2.9319350734648813e-17	1.3202782735104746e-15	9.35449915886134e-17	9.82749615018076e-16	2.6308497398312593e-17	1.415548991087593e-15	3.1622811406638806e-17
57518.721599998695	1.1462357963956815e-15	7.548993507617143e-17	8.912025496207304e-16	6.213980116488199e-17	1.3778932272518833e-15	1.4276670379098638e-16	5.082464330152485e-16	1.854242548262572e-17	1.4475776804029182e-15	2.7748607342877827e-17	1.3191809779181977e-15	9.235964741456819e-17	9.81817469968513e-16	2.6120440037680912e-17	1.415932186285164e-15	3.115588715851483e-17
57518.7715999987	1.1214453860330666e-15	6.894667525593337e-17	8.920537807081796e-16	6.24885504774825e-17	1.3787564049983517e-15	1.4410049653952083e-16	5.069394428474241e-16	1.8484060084333477e-17	1.449039773216712e-15	2.6099224489674053e-17	1.3181195603093476e-15	9.123378406373405e-17	9.8083848427443e-16	2.5961511333729708e-17	1.4163411329839315e-15	3.0704652613474435e-17
57518.8215999987	1.096939943355194e-15	6.191100618364428e-17	8.929088687083885e-16	6.281715619577022e-17	1.3796163800792533e-15	1.4540547950054187e-16	5.056373096678341e-16	1.8192742294469183e-17	1.4505368736487346e-15	2.4401578846034258e-17	1.3170941797444224e-15	9.021597825420257e-17	9.798117959258625e-16	2.583744850046039e-17	1.4167763010878796e-15	3.0287388195229714e-17
57518.8715999987	1.0727885431746331e-15	5.4424279054468926e-17	8.937676698706238e-16	6.312562522897827e-17	1.3804730583577923e-15	1.4668169341425085e-16	5.043401812308253e-16	1.768809242682662e-17	1.4520610063213566e-15	2.2698389848636415e-17	1.3161049942292025e-15	8.93597728965978e-17	9.787365386902054e-16	2.5754265086889675e-17	1.4172381605473317e-15	2.9924498393142325e-17
57518.92159999871	1.0490603420125552e-15	4.655477431670391e-17	8.946300403129412e-16	6.341397297492298e-17	1.3813263450089543e-15	1.4792919489786967e-16	5.030482036388327e-16	1.700320455681303e-17	1.45360419548313e-15	2.104983979976583e-17	1.3151521607403701e-15	8.872288410528404e-17	9.776118420560287e-16	2.5718143427672525e-17	1.4177271813923533e-15	2.963825766625785e-17
57518.97159999871	1.0258245994571301e-15	3.842833058235333e-17	8.954958360170693e-16	6.368222329268887e-17	1.3821761445154826e-15	1.4914805636076795e-16	5.017615250132949e-16	1.6188301259837803e-17	1.45515846431595e-15	1.9539824262405316e-17	1.3142358352508503e-15	8.836587436417553e-17	9.76436831176789e-16	2.5735304156047217e-17	1.418243833766095e-15	2.945232248983549e-17
57519.02159999871	1.0031506995434606e-15	3.031138066731329e-17	8.96364912823295e-16	6.393040849182689e-17	1.3830223606636587e-15	1.503383659451175e-16	5.004802902635991e-16	1.5315942227731283e-17	1.4567158342426479e-15	1.8281269505907786e-17	1.3133561727548421e-15	8.835024153879902e-17	9.752106268142316e-16	2.5811856142117138e-17	1.4187885879581077e-15	2.9390972210481545e-17
57519.071599998715	9.811081721596803e-16	2.2862816894212795e-17	8.972371264252621e-16	6.415856933743458e-17	1.383864896539062e-15	1.515002274902222e-16	4.992046489795503e-16	1.448681446471709e-17	1.4582683242340508e-15	1.7414673001030548e-17	1.3125133272925654e-15	8.873596850258171e-17	9.739323452815652e-16	2.5953633113571045e-17	1.419361914437662e-15	2.9478083645115415e-17
57519.12159999872	9.597667144843597e-16	1.7835308464761308e-17	8.981123323648668e-16	6.436675507050372e-17	1.384703654522371e-15	1.5263376051886899e-16	4.979347470800374e-16	1.3832180380467186e-17	1.4598079501160238e-15	1.7090173131308327e-17	1.3117074519747135e-15	8.957870834732073e-17	9.726010983864158e-16	2.6166025985163807e-17	1.4199642838870197e-15	2.9735909087001244e-17
57519.17159999872	9.391940699510753e-16	1.826775677018572e-17	8.989903860271178e-16	6.455502344312008e-17	1.3855385362851208e-15	1.537391002441353e-16	4.9667073112636e-16	1.3504059641844382e-17	1.4613269312395152e-15	1.7426682323564602e-17	1.310938689738103e-15	9.092607383223485e-17	9.71215998276758e-16	2.645380570206011e-17	1.4205961604541257e-15	3.018365798909973e-17
57519.221599998724	9.194155967696634e-16	2.4098994698919623e-17	8.99871142634904e-16	6.472344076815012e-17	1.3863694427853552e-15	1.5481639759534185e-16	4.954127763129579e-16	1.3633762280450764e-17	1.4628216049345408e-15	1.8432345735349267e-17	1.31020688211898e-15	9.278889294521309e-17	9.697768671300707e-16	2.6818630654032532e-17	1.4212575977974445e-15	3.0827958366958737e-17
57519.27159999873	9.004176883976823e-16	3.245262829303478e-17	9.007544572439238e-16	6.487208198314138e-17	1.3871962742634244e-15	1.558658192618465e-16	4.94161381609014e-16	1.419119627152682e-17	1.4642920959301686e-15	2.0010968332570433e-17	1.3095115108200286e-15	9.513594679307903e-17	9.682849810472128e-16	2.7256560247491006e-17	1.4219480108937227e-15	3.165794563700865e-17
57519.32159999873	8.821854938138499e-16	4.1742390558468047e-17	9.016401847374219e-16	6.50010307282401e-17	1.388018930237529e-15	1.5688754775350986e-16	4.929172580708513e-16	1.503354646402775e-17	1.465738665297535e-15	2.203927423326551e-17	1.3088520355105362e-15	9.792708367123599e-17	9.667417894542466e-16	2.7762462784018005e-17	1.4226667597278506e-15	3.2658492332364966e-17
57519.37159999873	8.647043720411983e-16	5.1364852653601836e-17	9.0252817982107e-16	6.511037943806392e-17	1.3888373094994e-15	1.5788178147678187e-16	4.916811190491151e-16	1.601779550601976e-17	1.4671615693019982e-15	2.4402038556008385e-17	1.3082279148245346e-15	1.0111794249019852e-16	9.65148737330191e-16	2.8330797805007344e-17	1.4234132044765212e-15	3.3812593415887993e-17
57519.421599998735	8.47959888153929e-16	6.106800387165395e-17	9.034182970177608e-16	6.520022944740534e-17	1.3896513101099368e-15	1.5884873482537325e-16	4.904536796381351e-16	1.7025720230899316e-17	1.4685610594227232e-15	2.700613370923804e-17	1.307638606291525e-15	1.0466245265590951e-16	9.635072653041996e-16	2.895579390022184e-17	1.4241867054610148e-15	3.5102469674842183e-17
57519.47159999874	8.319378093291773e-16	7.072751374938598e-17	9.043103906623687e-16	6.527069111086575e-17	1.3904608293947561e-15	1.5978863828458728e-16	4.892356534638753e-16	1.7968369743923097e-17	1.4699373823716784e-15	2.9781258355562394e-17	1.307083566266914e-15	1.085148299276352e-16	9.618188097524836e-16	2.963160350167107e-17	1.4249866231000787e-15	3.651044446382697e-17
57519.52159999874	8.166241009430284e-16	8.02719921475822e-17	9.052043148966588e-16	6.532188393645651e-17	1.3912657639397078e-15	1.6070173854837057e-16	4.880277547947099e-16	1.878201369590562e-17	1.4712907801123612e-15	3.2675653377438117e-17	1.3065622498621391e-15	1.1263101548416208e-16	9.600848028950327e-16	3.035243024779816e-17	1.4258123178626498e-15	3.801956519436388e-17
57519.571599998744	8.0200492270965e-16	8.965500537199727e-17	9.06099923663925e-16	6.53539367333064e-17	1.3920660095864772e-15	1.6158829864823075e-16	4.868306988167415e-16	1.9422545485689005e-17	1.4726214898781863e-15	3.565124319170071e-17	1.3060741108744612e-15	1.169696013838654e-16	9.583066728920648e-16	3.1112628009450585e-17	1.4266631502206501e-15	3.961399065587435e-17
57519.62159999875	7.880666248630622e-16	9.884325687973665e-17	9.06997070703917e-16	6.536698777369547e-17	1.3928614614280286e-15	1.624485980931757e-16	4.856451985135239e-16	1.9860895359923492e-17	1.4739297441903797e-15	3.867967403620354e-17	1.3056186017164437e-15	1.2149233551843083e-16	9.564858439403151e-16	3.1906773222105886e-17	1.4275384806017044e-15	4.12791901147501e-17
57519.67159999875	7.747957443803742e-16	1.0781105423548168e-16	9.07895609547549e-16	6.536118496960666e-17	1.393652013804009e-15	1.6328293301980567e-16	4.844719687958414e-16	2.0079922632051093e-17	1.4752157708757686e-15	4.1739430455117096e-17	1.3051951733451012e-15	1.2616431285888734e-16	9.546237363690792e-16	3.272971373661911e-17	1.4284376693418005e-15	4.3002005874187446e-17
