MJD	Bessell_B	Bessell_B_err	Bessell_V	Bessell_V_err	sdss_g	sdss_g_err	sdss_i	sdss_i_err	sdss_r	sdss_r_err	sdss_u	sdss_u_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
54532.26659994638	1.5202439000542509e-15	4.315392289892832e-17	1.7277770782100178e-15	4.293996072997633e-17	1.506106286353911e-15	2.4106455383199082e-17	7.91576732676496e-16	1.2495429318386465e-17	1.3022892037213816e-15	1.7642820626440194e-17	4.570972991518409e-16	1.3261446930381894e-17	2.2058791600360987e-15	1.0876766710556654e-16	9.998708176263945e-16	5.935914329158166e-17	2.421305968697969e-16	2.728853679070128e-17	nan	nan	1.9051910609406885e-15	6.968549667420511e-17
54532.31659994638	1.5161248866341806e-15	4.3213132468207864e-17	1.7271952231382025e-15	4.304544105814104e-17	1.5028614738572654e-15	2.4048383170958484e-17	7.918170386873337e-16	1.2498442944688431e-17	1.301413239600453e-15	1.7604969515206588e-17	4.558151141990241e-16	1.3186550262209669e-17	2.203058023710397e-15	1.0910790168578801e-16	9.971425800095223e-16	5.94748933175565e-17	2.418945052942566e-16	2.7405064938847825e-17	nan	nan	1.9044318113998358e-15	6.99531550240092e-17
54532.366599946385	1.5120042854736153e-15	4.3269228732460247e-17	1.726570552481826e-15	4.3147824519145e-17	1.4996173044561924e-15	2.3990296357030806e-17	7.92055231526288e-16	1.2501228616489958e-17	1.3005353669958529e-15	1.756720445318475e-17	4.545335777609565e-16	1.311180883058705e-17	2.2001198317622115e-15	1.0940803430326879e-16	9.943555705463874e-16	5.957291256012253e-17	2.41651393570734e-16	2.752180885218514e-17	nan	nan	1.903595372049876e-15	7.021769413422338e-17
54532.41659994639	1.5078821301484153e-15	4.332218941231305e-17	1.7259033327776523e-15	4.324709098067807e-17	1.4963737915236415e-15	2.3932183575333364e-17	7.922912889818165e-16	1.2503778313231326e-17	1.2996555719790046e-15	1.752951947094122e-17	4.532526974514371e-16	1.3037222796482268e-17	2.1970647428896154e-15	1.0966689446404009e-16	9.915104026962705e-16	5.965283316057389e-17	2.414013751080585e-16	2.7638861493649646e-17	nan	nan	1.902682166989192e-15	7.047907396253788e-17
54532.46659994639	1.5037584542331295e-15	4.3371993345142773e-17	1.7251938304399006e-15	4.334322090976016e-17	1.4931309485718899e-15	2.3874033644084344e-17	7.9252518884013e-16	1.2506084202993468e-17	1.2987738406271297e-15	1.749190867071054e-17	4.519724809485703e-16	1.2962792334207097e-17	2.1938929057053013e-15	1.098835901124465e-16	9.88607684620718e-16	5.971440793536193e-17	2.4114456246947565e-16	2.7756333624396544e-17	nan	nan	1.9016926191405466e-15	7.073727148469257e-17
54532.51659994639	1.4996332913019783e-15	4.341862045406487e-17	1.724442311763e-15	4.343619536417438e-17	1.4898887890118857e-15	2.381583552161171e-17	7.927569088849458e-16	1.250813864032148e-17	1.2978901590140935e-15	1.7454366227922373e-17	4.506929358490068e-16	1.2888517630250773e-17	2.1906044587496505e-15	1.1005751112636213e-16	9.856480192296804e-16	5.975751251885429e-17	2.4088106738134776e-16	2.7874353857013193e-17	nan	nan	1.9006271502569722e-15	7.099228066310312e-17
54532.566599946396	1.4955066749272701e-15	4.346205171688755e-17	1.7236490429201584e-15	4.3525995984014076e-17	1.4866473262841313e-15	2.37575783274633e-17	7.92986426897592e-16	1.2509934164051312e-17	1.2970045132122349e-15	1.7416886391300193e-17	4.49414069809416e-16	1.2814398858201137e-17	2.187199530503327e-15	1.101883332083996e-16	9.826320042273198e-16	5.978214759887564e-17	2.406110007418006e-16	2.7993068667201057e-17	nan	nan	1.89948618092791e-15	7.124411238243478e-17
54532.6165999464	1.4913786386806026e-15	4.350226913773544e-17	1.7228142899659383e-15	4.361260498366981e-17	1.4834065738299733e-15	2.3699251343106733e-17	7.9321372065703115e-16	1.2511463495166549e-17	1.2961168892969445e-15	1.7379463483513002e-17	4.481358904435967e-16	1.2740436203130236e-17	2.1836782393992792e-15	1.1027602225740916e-16	9.795602321575445e-16	5.978844126898035e-17	2.4033447262931914e-16	2.811264236243573e-17	nan	nan	1.8982701305850196e-15	7.14927943531568e-17
54532.6665999464	1.487249216132385e-15	4.353925571810939e-17	1.7219383188350757e-15	4.3696005143856106e-17	1.4801665451228467e-15	2.364084401259639e-17	7.93438767939697e-16	1.2512719534639698e-17	1.2952272733399511e-15	1.7342091902100985e-17	4.468584054468018e-16	1.266662987748712e-17	2.180040693834254e-15	1.1032083928276433e-16	9.764332904492567e-16	5.977665151306246e-17	2.400515923112906e-16	2.823325700579947e-17	nan	nan	1.896979417508301e-15	7.173837098356465e-17
54532.716599946405	1.4831184408517558e-15	4.3572995430408e-17	1.721021395345581e-15	4.377617980431414e-17	1.4769272535855207e-15	2.3582345931781685e-17	7.936615465196195e-16	1.2513695361257718e-17	1.2943356514166455e-15	1.730476611973236e-17	4.455816223770983e-16	1.259298005292439e-17	2.1762869921797582e-15	1.103233459027477e-16	9.732517614612827e-16	5.97471688290854e-17	2.397624682524958e-16	2.835511229286592e-17	nan	nan	1.8956144588319195e-15	7.19809032207734e-17
54532.76659994641	1.478986346407198e-15	4.3603473191514273e-17	1.7200637851974745e-15	4.385311285643103e-17	1.4736887126323213e-15	2.352374686699796e-17	7.938820341682853e-16	1.2514384229511238e-17	1.2934420095964675e-15	1.7267480684616017e-17	4.443055489297392e-16	1.2519486943404585e-17	2.172417222792448e-15	1.1028441044565723e-16	9.700162225270447e-16	5.970051898940354e-17	2.394672081235514e-16	2.847842537927969e-17	nan	nan	1.894175670550258e-15	7.222046836092772e-17
54532.81659994641	1.474852966365814e-15	4.3630674837678595e-17	1.7190657539744914e-15	4.392678873623355e-17	1.4704509357831254e-15	2.346503673641413e-17	7.941002086545999e-16	1.2514779567428973e-17	1.2925463339535874e-15	1.72302302217115e-17	4.430301927142362e-16	1.2446150743002845e-17	2.1684314640240715e-15	1.1020521464851821e-16	9.667272459989278e-16	5.963736592488926e-17	2.391659188092997e-16	2.86034306564484e-17	nan	nan	1.8926634675237384e-15	7.245715982872197e-17
54532.866599946414	1.4707183342940652e-15	4.365458710070069e-17	1.7180275671444518e-15	4.399719241774594e-17	1.467213936387239e-15	2.3406205627177654e-17	7.943160477450212e-16	1.2514874974470097e-17	1.2916486105617173e-15	1.719300943205058e-17	4.4175556138297164e-16	1.237297166755743e-17	2.164329784230776e-15	1.1008726092178288e-16	9.633853992923723e-16	5.955851470898997e-17	2.3885870641715015e-16	2.873037947262667e-17	nan	nan	1.8910782634847977e-15	7.269108692614856e-17
54532.91659994642	1.4665824837569779e-15	4.367519758428691e-17	1.7169494900606316e-15	4.406430940638988e-17	1.4639777279974713e-15	2.3347243773961046e-17	7.945295292035456e-16	1.2514664219436336e-17	1.2907488254902973e-15	1.71558130949221e-17	4.404816625497444e-16	1.229994991357648e-17	2.1601122417819696e-15	1.0993238011902096e-16	9.59991244929689e-16	5.946491460538089e-17	2.385456762853704e-16	2.8859539796574335e-17	nan	nan	1.8894204710437917e-15	7.292237455021609e-17
54532.96659994642	1.462445448319414e-15	4.369249474171908e-17	1.7158317879612738e-15	4.412812573282427e-17	1.4607423239614393e-15	2.3288141585546288e-17	7.947406307912239e-16	1.2514141238351414e-17	1.2898469648112086e-15	1.7118636066772615e-17	4.392085038626497e-16	1.2227085722999839e-17	2.155778885068597e-15	1.0974273971700676e-16	9.565453405835924e-16	5.935766212913136e-17	2.3822693299132963e-16	2.899119582094129e-17	nan	nan	1.8876905016948527e-15	7.315116287938e-17
54533.01659994642	1.4583072615443922e-15	4.370646785476549e-17	1.7146747259719011e-15	4.4188627946924533e-17	1.4575077377525778e-15	2.3228889640147053e-17	7.94949330266846e-16	1.251330013240811e-17	1.288943014596638e-15	1.7081473282264704e-17	4.3793609298693094e-16	1.2154379295233428e-17	2.1513297525108968e-15	1.0952085227323557e-16	9.530482391204464e-16	5.923800405589304e-17	2.3790258035969154e-16	2.9125647502598877e-17	nan	nan	1.885888765821805e-15	7.337760702809787e-17
54533.066599946425	1.4541679569943152e-15	4.371710701226446e-17	1.713478569104494e-15	4.424580311198999e-17	1.454273982819833e-15	2.3169478654200566e-17	7.951556053863905e-16	1.2512135165929525e-17	1.2880369609155672e-15	1.7044319755168215e-17	4.3666443752352587e-16	1.2081830859342195e-17	2.1467648725656448e-15	1.0926958398400055e-16	9.495004886432595e-16	5.910734029658694e-17	2.3757272147056126e-16	2.926321003725001e-17	nan	nan	1.8840156727039862e-15	7.36018766690384e-17
54533.11659994643	1.4500275682312313e-15	4.372440309083251e-17	1.7122435822592905e-15	4.4299638799183903e-17	1.4510410726332617e-15	2.310989952274456e-17	7.953594339033274e-16	1.2510640764337223e-17	1.2871287898394202e-15	1.7007170578106754e-17	4.353935451291039e-16	1.2009440664236904e-17	2.142084263732849e-15	1.0899216311584193e-16	9.45902632534396e-16	5.896722653619905e-17	2.372374586675841e-16	2.940421326588045e-17	nan	nan	1.8820716305221454e-15	7.382415562222613e-17
54533.16659994643	1.4458861288159178e-15	4.372834773547142e-17	1.7109700302256924e-15	4.4350123082221754e-17	1.4478090205886126e-15	2.305014329024953e-17	7.955607935682192e-16	1.2508811512139702e-17	1.2862184874408409e-15	1.6970020923146042e-17	4.341234234131767e-16	1.193720892221033e-17	2.1372879345619124e-15	1.086921880264979e-16	9.422552094980203e-16	5.881937651489243e-17	2.3689689356599586e-16	2.95490010109211e-17	nan	nan	1.8800570463642712e-15	7.40446414104504e-17
54533.216599946434	1.4417436723079366e-15	4.372893334110028e-17	1.7096581776817886e-15	4.4397244532190964e-17	1.4445778402057628e-15	2.29902011843853e-17	7.95759662129091e-16	1.2506642150964253e-17	1.2853060397863704e-15	1.6932866042600136e-17	4.3285408004098786e-16	1.1865135885130618e-17	2.132375883657278e-15	1.0837363442774986e-16	9.385587536022669e-16	5.866566380754975e-17	2.365511270606289e-16	2.969793034038769e-17	nan	nan	1.8779723262314087e-15	7.426354478007911e-17
54533.26659994644	1.4376002322665756e-15	4.372615303479907e-17	1.7083082891961317e-15	4.444099221279488e-17	1.441347544833174e-15	2.2930064561086422e-17	7.95956017331258e-16	1.2504127577626056e-17	1.2843914329466695e-15	1.6895701268899648e-17	4.3158552262633617e-16	1.1793221804622513e-17	2.1273480996835387e-15	1.0804086147271792e-16	9.34813794321165e-16	5.85081229348809e-17	2.362002593338707e-16	2.9851370758770756e-17	nan	nan	1.8758178750434806e-15	7.448108918661471e-17
54533.31659994644	1.4334558422503172e-15	4.3720000659227434e-17	1.7069206292281426e-15	4.4481355675482044e-17	1.43811814795188e-15	2.2869724978360602e-17	7.961498369172475e-16	1.2501262842166346e-17	1.2834746529902621e-15	1.685852201535887e-17	4.3031775883017797e-16	1.172146690677205e-17	2.1222045613700163e-15	1.0769861617495192e-16	9.310208565762856e-16	5.834894961557052e-17	2.358443898635754e-16	3.000970332403632e-17	nan	nan	1.8735940966451116e-15	7.46975102439986e-17
54533.36659994644	1.4293105358168513e-15	4.3710470755655705e-17	1.705495462128815e-15	4.4518324954977835e-17	1.434889663011672e-15	2.2809174120881397e-17	7.963410986267579e-16	1.2498043145990616e-17	1.2825556859871991e-15	1.6821323775918626e-17	4.2905079627059927e-16	1.1649871475156984e-17	2.1169452375148123e-15	1.073520355882156e-16	9.27180460778133e-16	5.819049994585082e-17	2.3548361743093343e-16	3.017331969079535e-17	nan	nan	1.8713013938113992e-15	7.491305513700735e-17
54533.416599946446	1.425164346522406e-15	4.3697558548688116e-17	1.7040330521419191e-15	4.4551890565001923e-17	1.4316621034631853e-15	2.274840385314479e-17	7.965297801967751e-16	1.2494463840016888e-17	1.2816345180043265e-15	1.678410212644722e-17	4.2778464260426934e-16	1.1578435754587287e-17	2.1115700869883347e-15	1.0700664609683445e-16	9.2329312286728e-16	5.803528827130635e-17	2.3511804012829326e-16	3.034262108046279e-17	nan	nan	1.8689401682537206e-15	7.512798199583729e-17
54533.46659994645	1.4210173079236326e-15	4.368125993106069e-17	1.7025336634036915e-15	4.458204349420603e-17	1.4284354827393225e-15	2.2687406199499442e-17	7.967158593614708e-16	1.2490520422804374e-17	1.2807111351133726e-15	1.6746852724221122e-17	4.2651930544498707e-16	1.150716000474321e-17	2.1060790587362877e-15	1.066683590920659e-16	9.193593543552505e-16	5.788598349744334e-17	2.347477553669403e-16	3.0518017180098895e-17	nan	nan	1.866510820625504e-15	7.534255923222092e-17
54533.51659994645	1.4168694535755982e-15	4.366157144903699e-17	1.7009975599446118e-15	4.460877520201407e-17	1.4252098142907192e-15	2.2626173335219635e-17	7.96899313852138e-16	1.2486208538788092e-17	1.2797855233772167e-15	1.670957130874138e-17	4.2525479244084774e-16	1.1436044504917433e-17	2.1004720917821457e-15	1.0634346224501301e-16	9.153796623651466e-16	5.774540357249217e-17	2.3437285988483053e-16	3.069992497254029e-17	nan	nan	1.8640137505279635e-15	7.555706483631337e-17
54533.566599946455	1.4127208170333149e-15	4.363849028868248e-17	1.6994250056896413e-15	4.4632077615177815e-17	1.4219851115511222e-15	2.2564697619230066e-17	7.970801213971448e-16	1.2481523976513563e-17	1.2788576688665192e-15	1.66722537017722e-17	4.2399111123137244e-16	1.1365089533754185e-17	2.0947491152290834e-15	1.0603860553950449e-16	9.113545496720227e-16	5.761650787036624e-17	2.339934497542827e-16	3.088876750141643e-17	nan	nan	1.8614493565158385e-15	7.577178563387043e-17
54533.61659994646	1.4085714318507153e-15	4.36120142623779e-17	1.6978162644590936e-15	4.4651943123957265e-17	1.4187613880201429e-15	2.250297154407871e-17	7.972582597222023e-16	1.2476462666881943e-17	1.277927557648279e-15	1.6634895807900706e-17	4.2272826943893415e-16	1.1294295364821113e-17	2.088910048261395e-15	1.057607812080074e-16	9.072845147430122e-16	5.750238720632502e-17	2.3360962038962627e-16	3.1084972575661716e-17	nan	nan	1.858818036103226e-15	7.598701650307927e-17
54533.66659994646	1.404421331580858e-15	4.3582141796229915e-17	1.6961715999694322e-15	4.4668364578772514e-17	1.4155386570116219e-15	2.244098777515294e-17	7.974337065498983e-16	1.2471020681460102e-17	1.2769951757882737e-15	1.6597493614566476e-17	4.2146627473735044e-16	1.1223662298058266e-17	2.0829548001453756e-15	1.0551729673009333e-16	9.03170051777223e-16	5.740625123556305e-17	2.3322146655480595e-16	3.1288971419177125e-17	nan	nan	1.8561201857691684e-15	7.620305955091377e-17
54533.71659994646	1.4002705497768424e-15	4.354887191728863e-17	1.6944912758341066e-15	4.468133528708499e-17	1.4123169321197444e-15	2.2378739145114917e-17	7.976064395999218e-16	1.2465194230837702e-17	1.276060509354723e-15	1.6560043192495182e-17	4.2020513468897553e-16	1.1153190614568285e-17	2.076883270229675e-15	1.0531574011830429e-16	8.990116507453573e-16	5.733141301833498e-17	2.328290823709447e-16	3.150119727232087e-17	nan	nan	1.8533562009634694e-15	7.642022324853296e-17
54533.766599946466	1.396119119990839e-15	4.3512204242248485e-17	1.6927755555630864e-15	4.469084901021273e-17	1.4090962266769284e-15	2.2316218636173613e-17	7.977764365891387e-16	1.2458979662970414e-17	1.2751235444111158e-15	1.6522540695732477e-17	4.1894485702335863e-16	1.1082880609806448e-17	2.0706953479451258e-15	1.0516393684030829e-16	8.948097974291193e-16	5.7281270586806e-17	2.324325613238673e-16	3.172208395291363e-17	nan	nan	1.850526476112361e-15	7.663882152599631e-17
54533.81659994647	1.3919670757744854e-15	4.3472138965903696e-17	1.6910247025663315e-15	4.469689996047584e-17	1.4058765542123395e-15	2.2253419400046215e-17	7.979436752313469e-16	1.2452373461618355e-17	1.274184267025519e-15	1.64849823627404e-17	4.1768544931142814e-16	1.1012732602060267e-17	2.0643909128040552e-15	1.0506989791958418e-16	8.90564973460369e-16	5.725928542044292e-17	2.3203199627157745e-16	3.195206438538913e-17	nan	nan	1.8476314046241975e-15	7.685917282615778e-17
54533.86659994647	1.3878144506790776e-15	4.3428676850471814e-17	1.6892389801509057e-15	4.4699482798485435e-17	1.4026579280533287e-15	2.2190334742935713e-17	7.981081332373556e-16	1.2445372244749935e-17	1.27324266326249e-15	1.6447364515388292e-17	4.1642691920127923e-16	1.0942746887149384e-17	2.057969834399051e-15	1.0504175902462752e-16	8.862776563600421e-16	5.726895782889022e-17	2.3162747945169886e-16	3.219156910758486e-17	nan	nan	1.8446713788951437e-15	7.708159911832018e-17
54533.916599946475	1.3836612782547918e-15	4.338181921512997e-17	1.687418651524901e-15	4.469859263056819e-17	1.3994403618244805e-15	2.212695813074535e-17	7.982697883149084e-16	1.2437972763064366e-17	1.2722987191852124e-15	1.6409683560119343e-17	4.1516927436244245e-16	1.0872923801180806e-17	2.0514319724012073e-15	1.0508771069998009e-16	8.819483195768382e-16	5.731379935320293e-17	2.3121910248887327e-16	3.244102476540942e-17	nan	nan	1.841646790314831e-15	7.730642487212374e-17
54533.96659994648	1.379507592051612e-15	4.3331567926031334e-17	1.6855639797966488e-15	4.4694225006322346e-17	1.3962238687847485e-15	2.2063283186620556e-17	7.984286181688886e-16	1.2430171898490146e-17	1.2713524208623638e-15	1.6371935987993777e-17	4.139125223872814e-16	1.0803263642342812e-17	2.0447771765578565e-15	1.0521592030431561e-16	8.775774325256611e-16	5.739730242503026e-17	2.3080695640211955e-16	3.270085260625632e-17	nan	nan	1.8385580292720388e-15	7.75339759924982e-17
54534.01659994648	1.3753534256193589e-15	4.327792538684544e-17	1.6836752279754012e-15	4.468637591637809e-17	1.3930084624801864e-15	2.199930369569956e-17	7.985846005008636e-16	1.2421966662749045e-17	1.2704037543557549e-15	1.6334118374778714e-17	4.1265667097104887e-16	1.0733766760632425e-17	2.0380052866897576e-15	1.0543444668553525e-16	8.731654606258495e-16	5.752290766366113e-17	2.3039113161215276e-16	3.297146698246707e-17	nan	nan	1.835405485160344e-15	7.776457871675668e-17
54534.06659994648	1.3711988125072933e-15	4.322089452988563e-17	1.6817526589726174e-15	4.467504179031107e-17	1.3897941563462307e-15	2.1935013606610775e-17	7.987377130095806e-16	1.2413354195942408e-17	1.2694527057279591e-15	1.6296227381258064e-17	4.1140172768038614e-16	1.0664433479924274e-17	2.0311161326877628e-15	1.057511491142668e-16	8.687128653391569e-16	5.769396933551235e-17	2.2997171794866243e-16	3.325327387643925e-17	nan	nan	1.832189546383699e-15	7.79985584751641e-17
54534.11659994649	1.367043786263869e-15	4.316047880709004e-17	1.6797965356022983e-15	4.466021949465134e-17	1.3865809638284498e-15	2.1870407013969714e-17	7.988879333905097e-16	1.2404331765196155e-17	1.2684992610449073e-15	1.625825975377887e-17	4.101477001805367e-16	1.0595264129658342e-17	2.0241095345089583e-15	1.0617359248021413e-16	8.642201042075289e-16	5.791371963998328e-17	2.2954880465755535e-16	3.354666945904369e-17	nan	nan	1.8289106003621738e-15	7.823623871651524e-17
54534.16659994649	1.3628883804371994e-15	4.3096682181905485e-17	1.6778071205822265e-15	4.464190633112221e-17	1.383368898317526e-15	2.1805478186085565e-17	7.990352393359359e-16	1.239489676331738e-17	1.2675434063719197e-15	1.6220212323707078e-17	4.0889459612388287e-16	1.0526259080592192e-17	2.0169853021722706e-15	1.0670895118711548e-16	8.596876308906296e-16	5.818523260843174e-17	2.29122480408158e-16	3.385203869289222e-17	nan	nan	1.825569033537444e-15	7.84779397006457e-17
54534.21659994649	1.3587326285751786e-15	4.302950912149531e-17	1.6757846765332503e-15	4.4620100034960484e-17	1.3801579733130706e-15	2.1740221541907982e-17	7.991796085351119e-16	1.2385046707525965e-17	1.2665851277668397e-15	1.618208200853141e-17	4.0764242314994576e-16	1.0457418667795049e-17	2.0097432357535736e-15	1.0736391451629913e-16	8.551158952031611e-16	5.851138849815984e-17	2.286928333003794e-16	3.4169753991654174e-17	nan	nan	1.822165231378507e-15	7.87239772598904e-17
54534.266599946495	1.3545765642258236e-15	4.295896458895419e-17	1.6737294659825272e-15	4.459479877340067e-17	1.3769482022403864e-15	2.1674631653011833e-17	7.993210186741583e-16	1.2374779238169605e-17	1.2656244112954453e-15	1.6143865811446997e-17	4.063911888725242e-16	1.0388743273940061e-17	2.0023834244882144e-15	1.0814309908920535e-16	8.505053896064366e-16	5.889416931634772e-17	nan	nan	nan	nan	1.8186996030707466e-15	7.897460798570416e-17
54534.3165999465	1.3504202209355122e-15	4.288505403633832e-17	1.6716417513621292e-15	4.4566001144381375e-17	1.3737395985560199e-15	2.1608703256409446e-17	7.994594474358946e-16	1.2364092117551225e-17	1.2646612430172588e-15	1.6105560822163358e-17	4.0514090093971354e-16	1.0320233253387852e-17	1.9949074156686235e-15	1.0904314586513828e-16	8.458568307879814e-16	5.933201967732683e-17	nan	nan	nan	nan	1.815172785083032e-15	7.922958666114068e-17
54534.3665999465	1.3462636322516063e-15	4.280778339754767e-17	1.6695217950102227e-15	4.4533706175211744e-17	1.370532175693718e-15	2.154243123691519e-17	7.995948724998485e-16	1.2352983228741696e-17	1.263695608996227e-15	1.6067164216480682e-17	4.038915669524514e-16	1.0251888985078903e-17	1.9873171963854167e-15	1.1005788095167242e-16	8.411710015544625e-16	5.982215318940417e-17	nan	nan	nan	nan	1.8115855363892215e-15	7.948839413448785e-17
54534.416599946504	1.342106831720524e-15	4.272715908223573e-17	1.66736985917263e-15	4.449791332160884e-17	1.3673259470872278e-15	2.1475810658262698e-17	7.997272715425961e-16	1.2341450574430645e-17	1.2627274952933978e-15	1.6028673256747897e-17	4.026431946317129e-16	1.0183710854889565e-17	1.9796147441594925e-15	1.1118067316000503e-16	8.364486810793327e-16	6.036160094980936e-17	nan	nan	nan	nan	1.807938616233407e-15	7.975050399035858e-17
54534.46659994651	1.337949852888493e-15	4.264318796934156e-17	1.6651862060026279e-15	4.4458622466668514e-17	1.3641209262175835e-15	2.140883670785802e-17	7.998566222371564e-16	1.2329492275855599e-17	1.2617568879698191e-15	1.5990085292505068e-17	4.0139579153127816e-16	1.0115699238245535e-17	1.97180202696433e-15	1.124045398896724e-16	8.316906449451627e-16	6.094725208049829e-17	nan	nan	nan	nan	1.8042327829293155e-15	8.001538663796794e-17
54534.51659994651	1.3337927293012903e-15	4.255587740140283e-17	1.6629710975622102e-15	4.44158339201869e-17	1.3609171264780005e-15	2.1341504757039453e-17	7.999829022532475e-16	1.2317106571748483e-17	1.2607837730854707e-15	1.5951397759997332e-17	4.001493653549741e-16	1.0047854547823354e-17	1.963881003363958e-15	1.137222470578465e-16	8.268976652037838e-16	6.157589201937117e-17	nan	nan	nan	nan	1.800468793871246e-15	8.028251069329619e-17
54534.56659994651	1.3296354945048974e-15	4.246523517879762e-17	1.660724795822697e-15	4.4369548417871725e-17	1.3577145613520462e-15	2.1273810321164623e-17	8.001060892575077e-16	1.230429181730705e-17	1.2598081367007902e-15	1.591260818299252e-17	3.9890392367372915e-16	9.980177187294893e-18	1.95585362265044e-15	1.151264014858381e-16	8.220705104362712e-16	6.224423811993717e-17	nan	nan	nan	nan	1.7966474055448526e-15	8.05513442836472e-17
54534.616599946516	1.3254781820445986e-15	4.2371269554870244e-17	1.6584475626650433e-15	4.431976712096348e-17	1.3545132442869782e-15	2.1205749071533143e-17	8.002261609131496e-16	1.2291046483217066e-17	1.2588299648760626e-15	1.5873714172544028e-17	3.9765947416993485e-16	9.912667550951135e-18	1.9477218249808355e-15	1.166095342346618e-16	8.172099458126854e-16	6.294897205414187e-17	nan	nan	nan	nan	1.7927693735380556e-15	8.082135627520553e-17
54534.66659994652	1.3213208254660344e-15	4.2273989230641965e-17	1.656139659881593e-15	4.4266491615858674e-17	1.3513131886506797e-15	2.1137316844091538e-17	8.003430948799098e-16	1.2277369154769504e-17	1.2578492436714202e-15	1.5834713427537983e-17	3.9641602445739013e-16	9.845326078433949e-18	1.9394875415137073e-15	1.1816417400483609e-16	8.123167331516312e-16	6.368676870536936e-17	nan	nan	nan	nan	1.7888354525517806e-15	8.109201742491254e-17
54534.71659994652	1.3171634583142027e-15	4.2173403350256335e-17	1.6538013491756967e-15	4.420972391371642e-17	1.3481144080010262e-15	2.106850961985095e-17	8.004568688143055e-16	1.2263258530905901e-17	1.2568659591424179e-15	1.5795603734924475e-17	3.951735821884772e-16	9.778153193662526e-18	1.931152694545129e-15	1.1978291026454077e-16	8.073916309796455e-16	6.445432141061094e-17	nan	nan	nan	nan	1.784846396410901e-15	8.136280145837143e-17
54534.766599946524	1.3130061141341695e-15	4.206952149682811e-17	1.651432892163035e-15	4.4149466450603055e-17	1.3449169157008342e-15	2.0999323534120557e-17	8.005674603693815e-16	1.2248713423383834e-17	1.2558800973516295e-15	1.5756382969386824e-17	3.9393215499414323e-16	9.71114933063211e-18	1.9227191976442235e-15	1.2145844622260867e-16	8.024353945903494e-16	6.52483635563124e-17	nan	nan	nan	nan	1.7808029580749336e-15	8.163318607578268e-17
54534.81659994653	1.3088488264707552e-15	4.196235368835956e-17	1.649034550372132e-15	4.408572208743593e-17	1.3417207252818027e-15	2.0929754892394747e-17	8.006748471946802e-16	1.2233732755990034e-17	1.2548916443553725e-15	1.5717049094526176e-17	3.9269175050104817e-16	9.644314926527274e-18	1.914188955788244e-15	1.2318364211118318e-16	7.974487761034522e-16	6.606568664849598e-17	nan	nan	nan	nan	1.7767058896489387e-15	8.190265388847133e-17
54534.86659994653	1.3046916288686711e-15	4.185191037367576e-17	1.6466065852457368e-15	4.4018494110176545e-17	1.3385258500518613e-15	2.0859800137853912e-17	8.007790069364143e-16	1.2218315563752426e-17	1.2539005862127115e-15	1.567760016206784e-17	3.9145237636586133e-16	9.577650437209451e-18	1.9055638654971857e-15	1.2495154949036687e-16	7.924325245235524e-16	6.690315506458057e-17	nan	nan	nan	nan	1.7725559423942054e-15	8.217069328855308e-17
54534.91659994653	1.3005345548729283e-15	4.1738202428762266e-17	1.6441492581403608e-15	4.394778623013947e-17	1.3353323036465718e-15	2.0789455883650716e-17	8.00879917237303e-16	1.2202460992189855e-17	1.2529069089796593e-15	1.5638034313134418e-17	3.902140402281039e-16	9.511156336754389e-18	1.896845814967949e-15	1.2675543744350804e-16	7.873873857987606e-16	6.775771775381636e-17	nan	nan	nan	nan	1.768353866739175e-15	8.243679925479308e-17
54534.966599946536	1.2963776380281836e-15	4.162124115409411e-17	1.6416628303278372e-15	4.3873602584586994e-17	1.3321400992852003e-15	2.0718718877306265e-17	8.00977555736564e-16	1.2186168296673086e-17	1.2519105987139066e-15	1.559834977752004e-17	3.8897674971014884e-16	9.444833065774446e-18	1.8880366842080614e-15	1.2858881161178628e-16	7.823141028791436e-16	6.862641718905669e-17	nan	nan	nan	nan	1.7641004122901095e-15	8.270047409765845e-17
54535.01659994654	1.2922209118788197e-15	4.150103827118629e-17	1.6391475629959547e-15	4.379594773731245e-17	1.3289492505653101e-15	2.0647586046878945e-17	8.010719000699068e-16	1.2169436841715326e-17	1.250911641472534e-15	1.5558544874478207e-17	3.877405124386562e-16	9.378681140619622e-18	1.8791383451689554e-15	1.3044542703594448e-16	7.772134157750031e-16	6.95063958885168e-17	nan	nan	nan	nan	1.759796327841877e-15	8.296122814690097e-17
54535.06659994654	1.2880644099694388e-15	4.1377605919868416e-17	1.6366037172492556e-15	4.3714826679281304e-17	1.3257597709198038e-15	2.0576054452875127e-17	8.011629278694081e-16	1.215226610041327e-17	1.2499100233120124e-15	1.551861801296299e-17	3.86505336057434e-16	9.312701017181877e-18	1.8701526618788144e-15	1.3231929574683885e-16	7.72086061614969e-16	7.039490082661281e-17	nan	nan	nan	nan	1.7554423613887316e-15	8.321858038492586e-17
