MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
56671.45010000016	nan	nan	1.290908847993089e-15	4.0975052697007885e-17	nan	nan	nan	nan	6.267433669422249e-15	9.306257177365552e-17	nan	nan	nan	nan	nan	nan	6.096381824912869e-15	4.15905947553206e-16
56671.500100000165	nan	nan	1.317519793348423e-15	4.109577454867439e-17	nan	nan	nan	nan	6.347533816734943e-15	9.301581532005732e-17	nan	nan	nan	nan	nan	nan	6.162528083085014e-15	4.168278529782154e-16
56671.55010000017	nan	nan	1.3438702283918635e-15	4.118602718029078e-17	nan	nan	nan	nan	6.424693312841289e-15	9.292222535692379e-17	nan	nan	nan	nan	nan	nan	6.226909137576811e-15	4.1746720901048983e-16
56671.60010000017	nan	nan	1.3699613861008955e-15	4.1246177799697234e-17	nan	nan	nan	nan	6.4990334203406006e-15	9.278854519134212e-17	nan	nan	nan	nan	nan	nan	6.289645936325546e-15	4.176489417707861e-16
56671.65010000017	nan	nan	1.3957950248507182e-15	4.1276640270735075e-17	nan	nan	nan	nan	6.570671801330672e-15	9.261435101904663e-17	nan	nan	nan	nan	nan	nan	6.350858740951814e-15	4.172656498841098e-16
56671.70010000018	nan	nan	1.4213729022771635e-15	4.12779190423227e-17	nan	nan	nan	nan	6.639724033424049e-15	9.239548325738168e-17	nan	nan	nan	nan	nan	nan	6.410667163667437e-15	4.162826564756374e-16
56671.75010000018	nan	nan	1.4466967752808203e-15	4.125060945314351e-17	nan	nan	nan	nan	6.7063056675167155e-15	9.212888331090608e-17	nan	nan	nan	nan	nan	nan	6.469190204015756e-15	4.1473858402094544e-16
56671.80010000018	nan	nan	1.4717684000311588e-15	4.1195398484135545e-17	nan	nan	nan	nan	6.7705322521298515e-15	9.181284877154972e-17	nan	nan	nan	nan	nan	nan	6.526546285451835e-15	4.1274164789504663e-16
56671.850100000185	nan	nan	1.4965895319590314e-15	4.1113065920164184e-17	nan	nan	nan	nan	6.832519330441327e-15	9.144719487973189e-17	nan	nan	nan	nan	nan	nan	6.582853291769312e-15	4.104612656864793e-16
56671.90010000019	nan	nan	1.5211619257806689e-15	4.100448588322201e-17	nan	nan	nan	nan	6.892382449488067e-15	9.103337952900878e-17	nan	nan	nan	nan	nan	nan	6.63822860487895e-15	4.081139043839734e-16
56671.95010000019	nan	nan	1.5454873354965559e-15	4.087062870562841e-17	nan	nan	nan	nan	6.950237161056609e-15	9.057459505456954e-17	nan	nan	nan	nan	nan	nan	6.692790402160702e-15	4.05805901963933e-16
56672.000100000194	nan	nan	1.5695675143884305e-15	4.071256309595384e-17	nan	nan	nan	nan	7.006199000606707e-15	9.007582448306167e-17	nan	nan	nan	nan	nan	nan	6.746659990307951e-15	4.0327396531732346e-16
56672.0501000002	nan	nan	1.5934042150324076e-15	4.05314585553073e-17	nan	nan	nan	nan	7.060383517253239e-15	8.954386113048755e-17	nan	nan	nan	nan	nan	nan	6.799958905574313e-15	4.002252471470665e-16
56672.1001000002	nan	nan	1.6169991899277411e-15	4.0328587919204144e-17	nan	nan	nan	nan	7.112906254470927e-15	8.89872842525921e-17	nan	nan	nan	nan	nan	nan	6.85280832841735e-15	3.964300260841071e-16
56672.1501000002	nan	nan	1.6403548624415433e-15	4.0105264588089415e-17	nan	nan	nan	nan	7.163882626604457e-15	8.841628681021082e-17	nan	nan	nan	nan	nan	nan	6.905329120944071e-15	3.9174136591189745e-16
56672.200100000206	nan	nan	1.663475604612851e-15	3.986272138382441e-17	nan	nan	nan	nan	7.213420887960876e-15	8.783705965300447e-17	nan	nan	nan	nan	nan	nan	6.957641864263834e-15	3.861110892101973e-16
56672.25010000021	nan	nan	1.6863661394960847e-15	3.9602272180535815e-17	nan	nan	nan	nan	7.261618420692237e-15	8.724895862876912e-17	nan	nan	nan	nan	nan	nan	7.009866895763508e-15	3.7960366327793536e-16
56672.30010000021	nan	nan	1.7090311894884074e-15	3.932535244299295e-17	nan	nan	nan	nan	7.308571720554554e-15	8.665259186106008e-17	nan	nan	nan	nan	nan	nan	7.062124346306598e-15	3.72408914070974e-16
56672.350100000214	nan	nan	1.7314754763357237e-15	3.903352541718835e-17	nan	nan	nan	nan	7.354377273210922e-15	8.605084354270696e-17	nan	nan	nan	nan	nan	nan	7.114534177370586e-15	3.648532630105736e-16
56672.40010000022	nan	nan	1.7537037211390546e-15	3.872848822496443e-17	nan	nan	nan	nan	7.399131560465373e-15	8.544914527075839e-17	nan	nan	nan	nan	nan	nan	7.167216218127357e-15	3.5740726907572296e-16
56672.45010000022	nan	nan	1.7757206443807817e-15	3.841207771393682e-17	nan	nan	nan	nan	7.442931074511718e-15	8.485569763541899e-17	nan	nan	nan	nan	nan	nan	7.22029020247894e-15	3.506845541549611e-16
56672.50010000022	nan	nan	1.7975309659328963e-15	3.808627588761465e-17	nan	nan	nan	nan	7.485872298341391e-15	8.428163375363337e-17	nan	nan	nan	nan	nan	nan	7.273877919707214e-15	3.45417108082401e-16
56672.550100000226	nan	nan	1.8191394050663723e-15	3.77532146823502e-17	nan	nan	nan	nan	7.52805171346158e-15	8.374110970983282e-17	nan	nan	nan	nan	nan	nan	7.328176898296416e-15	3.421726679774909e-16
56672.60010000023	nan	nan	1.8405506804691638e-15	3.741517980701261e-17	nan	nan	nan	nan	7.569565810284983e-15	8.325130719406234e-17	nan	nan	nan	nan	nan	nan	7.383479567172753e-15	3.4126331130827275e-16
56672.65010000023	nan	nan	1.8617695102627005e-15	3.707461330554244e-17	nan	nan	nan	nan	7.610511073880997e-15	8.283232412524965e-17	nan	nan	nan	nan	nan	nan	7.44008448281827e-15	3.430342307994848e-16
56672.700100000235	nan	nan	1.8828006120056394e-15	3.673411442165711e-17	nan	nan	nan	nan	7.650983989319011e-15	8.25069282926657e-17	nan	nan	nan	nan	nan	nan	7.49829042945158e-15	3.4786428634869844e-16
56672.75010000024	nan	nan	1.903648702720108e-15	3.6396438304941654e-17	nan	nan	nan	nan	7.691081033950301e-15	8.230014989026913e-17	nan	nan	nan	nan	nan	nan	7.558396513270865e-15	3.5612590876294223e-16
56672.80010000024	nan	nan	1.9243184988917052e-15	3.6064492008673016e-17	nan	nan	nan	nan	7.73089870204663e-15	8.223868805224909e-17	8.674554664578858e-14	3.1706803207660786e-15	5.903380343605707e-14	2.347340740472033e-15	9.028554238990536e-14	2.9095305125923698e-15	7.620685894055e-15	3.680923295955951e-16
56672.85010000024	nan	nan	1.9448147164942466e-15	3.5741327202904793e-17	nan	nan	nan	nan	7.770530519966975e-15	8.234646037331048e-17	8.647060128088751e-14	3.112131098691242e-15	5.925796894442234e-14	2.2828076121466457e-15	8.983775726755117e-14	2.837242696203994e-15	7.685199325668741e-15	3.8335729590137315e-16
56672.900100000246	nan	nan	1.9651420709995134e-15	3.5430128966202256e-17	nan	nan	nan	nan	7.810061295863627e-15	8.263662894553368e-17	8.619314116435718e-14	3.056251935324767e-15	5.947256239461242e-14	2.2331012611283733e-15	8.938674214461435e-14	2.7679567796171503e-15	7.751792067416709e-15	4.0101680255473545e-16
56672.95010000025	nan	nan	1.985305277385125e-15	3.513420004306146e-17	nan	nan	nan	nan	7.849574204913452e-15	8.312018661601848e-17	8.591309834041045e-14	3.002969617825827e-15	5.967750682749942e-14	2.195454854944063e-15	8.893240027096647e-14	2.7016300688669536e-15	7.820315119090874e-15	4.201914739896354e-16
56673.00010000025	1.750807855581853e-14	2.305101127997502e-16	2.005308895309449e-15	3.485685895464934e-17	4.491207899350567e-15	6.584729036088943e-17	2.6944828125492843e-14	8.268744427736664e-16	7.88914864308772e-15	8.380677840625056e-17	8.563040480015813e-14	2.952207056252881e-15	5.987271414160198e-14	2.167051083171523e-15	8.847463484325675e-14	2.6382180524775408e-15	7.890619899931117e-15	4.400932827033056e-16
56673.050100000255	1.7521464180383202e-14	2.288187162363686e-16	2.0251551852418305e-15	3.460029504937586e-17	4.51622112358097e-15	6.472995110983278e-17	2.695194758498548e-14	8.215709001632362e-16	7.92880803813645e-15	8.469172282898877e-17	8.534499248040905e-14	2.9038836821686314e-15	6.005808502177752e-14	2.145175994055109e-15	8.801334900352813e-14	2.577674699189154e-15	7.962558199280426e-15	4.600468615599561e-16
56673.10010000026	1.7534856503182292e-14	2.271628349059531e-16	2.0448446469225884e-15	3.4365842070661023e-17	4.541298312648282e-15	6.371975226233704e-17	2.6958897714572213e-14	8.163970676412432e-16	7.968532905970485e-15	8.575955307319637e-17	8.505679326248261e-14	2.857915894526589e-15	6.023350886206147e-14	2.1273409117617873e-15	8.754844583783016e-14	2.5199527704797144e-15	8.035982127312268e-15	4.794901759814722e-16
56673.15010000026	1.7548253333877922e-14	2.255424467674889e-16	2.0643777348852794e-15	3.415488072865792e-17	4.566433070667512e-15	6.281670566297727e-17	2.6965673973843758e-14	8.113525806183678e-16	8.00830268790132e-15	8.69949904701599e-17	8.476573897100456e-14	2.814217547329566e-15	6.039886368261843e-14	2.111366490002649e-15	8.707982837482706e-14	2.4650041419453914e-15	8.110744065820069e-15	4.979653186839191e-16
56673.200100000264	1.756165248211741e-14	2.239575200095412e-16	2.0837549032165396e-15	3.396886580748875e-17	4.59161900206994e-15	6.202045558140955e-17	2.6972271818266193e-14	8.0643702949238e-16	8.048096818709739e-15	8.838391302108947e-17	8.4471761372719e-14	2.7727004724024165e-15	6.05540160407632e-14	2.0954319159250955e-15	8.66073995844197e-14	2.4127801264140297e-15	8.186696619053421e-15	5.15106101303404e-16
56673.25010000027	1.7575051757553474e-14	2.2240801276311633e-16	2.1029766055463374e-15	3.380932675031345e-17	4.6168497115623305e-15	6.133025802197816e-17	2.697868669911291e-14	8.01649959243613e-16	8.087894740894638e-15	8.991389875850606e-17	8.417479217528025e-14	2.7332750296281635e-15	6.069882093601068e-14	2.0780972548256776e-15	8.61310623763456e-14	2.3632317905489443e-15	8.263692564593427e-15	5.306259078660221e-16
56673.30010000027	1.7588448969831462e-14	2.2089387281359614e-16	2.122043295053222e-15	3.3677864864726534e-17	4.6421188040867854e-15	6.074496794775391e-17	2.6984914063395208e-14	7.969908690765585e-16	8.127675888643099e-15	9.157461143749248e-17	8.387476302606698e-14	2.695850676253699e-15	6.083312170910876e-14	2.0583082661300425e-15	8.565071959879483e-14	2.3163102556529417e-15	8.341584804252002e-15	5.443073016355955e-16
56673.35010000027	1.7601841928589227e-14	2.1941503732636575e-16	2.1409554244695735e-15	3.357614697032005e-17	4.667419884780115e-15	6.026303545239558e-17	2.699094935379449e-14	7.924592121097422e-16	8.167419702672917e-15	9.335803985743704e-17	8.357160551097154e-14	2.6603365463592633e-15	6.095674993500728e-14	2.0353920388625085e-15	8.516627403701744e-14	2.271966972511506e-15	8.420226314983969e-15	5.559938381684694e-16
56673.400100000275	1.7615228443458198e-14	2.179714325795978e-16	2.159713446077477e-15	3.35058953432789e-17	4.692746558934347e-15	5.988251147743161e-17	2.6996788008592957e-14	7.880543951161061e-16	8.20710562192078e-15	9.525860881536244e-17	8.326525115320812e-14	2.6266420313421995e-15	6.106952530971343e-14	2.009049767073808e-15	8.467762841193564e-14	2.2301539595220677e-15	8.499470099800468e-15	5.655840639567459e-16
56673.45010000028	1.7628606324051824e-14	2.1656297370141432e-16	2.1783178117098484e-15	3.346887395717882e-17	4.718092431956091e-15	5.960106315724085e-17	2.7002425461605e-14	7.837757783157082e-16	8.246713079386368e-15	9.72731817905591e-17	8.295563141210888e-14	2.594677352282578e-15	6.117125553097855e-14	1.97935071347438e-15	8.41846853787481e-14	2.1908239929323325e-15	8.579169138672123e-15	5.730275055251893e-16
56673.50010000028	1.7641973379973897e-14	2.151895644277568e-16	2.196768972756433e-15	3.346687110433036e-17	4.743451109324938e-15	5.94159983428916e-17	2.7007857142108427e-14	7.79622675222331e-16	8.286221514896924e-15	9.940096976565686e-17	8.264267768192189e-14	2.5643541153220757e-15	6.12617361727645e-14	1.9467291958204312e-15	8.368734752553939e-14	2.153930738050245e-15	8.65917633940839e-15	5.783224195600976e-16
56673.550100000284	1.765532742081131e-14	2.138510968639822e-16	2.215067380162306e-15	3.350167865300022e-17	4.768816196555873e-15	5.932429834416432e-17	2.701307847477562e-14	7.755943525456145e-16	8.325610370951343e-15	1.0164336890861474e-16	8.232632129060727e-14	2.5355858416568767e-15	6.134075055342822e-14	1.9119842244979224e-15	8.318551737188761e-14	2.1194288105648757e-15	8.739344488503274e-15	5.815150944227122e-16
56673.60010000029	1.766866625613011e-14	2.125474512636995e-16	2.2332134844256233e-15	3.357506832012161e-17	4.794181299156576e-15	5.932265749430637e-17	2.701808487960457e-14	7.716900301492845e-16	8.364859073721743e-15	1.0400373613112991e-16	8.200649349863742e-14	2.5082884643888397e-15	6.140806959756619e-14	1.8762789853458954e-15	8.267909736746682e-14	2.0872737579160214e-15	8.819526201932091e-15	5.827005215850573e-16
56673.65010000029	1.768198769547137e-14	2.1127849582329202e-16	2.2512077356066184e-15	3.3688765521110475e-17	4.819540022589183e-15	5.94075278267545e-17	2.7022871771849797e-14	7.679088810667602e-16	8.403947076690492e-15	1.0648711708844024e-16	8.168312549779052e-14	2.482380785300044e-15	6.146345169145383e-14	1.8411344530573685e-15	8.216798989065971e-14	2.057421951761783e-15	8.899573875893213e-15	5.820242656595321e-16
56673.70010000029	1.7695289548357236e-14	2.1004408648852537e-16	2.2690505833219808e-15	3.384442147603134e-17	4.8448859722274675e-15	5.957516696790019e-17	2.702743456195338e-14	7.64250031573809e-16	8.442853802764349e-15	1.0909993952212595e-16	8.13561484099426e-14	2.4577848854397475e-15	6.150664253201484e-14	1.8084080185967144e-15	8.165209724715039e-14	2.029830384213097e-15	8.979339637474873e-15	5.796853338023822e-16
56673.750100000296	1.7708569624287796e-14	2.0884406678174443e-16	2.2867424767467275e-15	3.404358439044827e-17	4.87021275331958e-15	5.982168731693627e-17	2.703176865547573e-14	7.607125613191686e-16	8.481558699785522e-15	1.1184967993324412e-16	8.102549328586466e-14	2.434426484395609e-15	6.153737496925076e-14	1.780244690410269e-15	8.113132166853846e-14	2.0044563624320086e-15	9.058675295241925e-15	5.7593975890902015e-16
56673.8001000003	1.772182573272261e-14	2.076782676442613e-16	2.3042838646232043e-15	3.4287670604446086e-17	4.8955139709453415e-15	6.014310468229561e-17	2.7035869453026738e-14	7.572955035119848e-16	8.520041200456839e-15	1.1474451187748074e-16	8.069109110401503e-14	2.4122352439859252e-15	6.155536888921872e-14	1.7589833106018463e-15	8.060556675995945e-14	1.981256012763376e-15	9.137432289727345e-15	5.711044426726709e-16
56673.8501000003	1.773505568310343e-14	2.0654650730007756e-16	2.3216751952554603e-15	3.457793663957462e-17	4.920783229976758e-15	6.053538475074422e-17	2.70397323501961e-14	7.539978451659036e-16	8.558280742824437e-15	1.1779294828609217e-16	8.035287276932917e-14	2.3911450130472694e-15	6.156034074408751e-14	1.7463052934742997e-15	8.007479172056363e-14	1.9601432231413488e-15	9.215461643816535e-15	5.655605304400785e-16
56673.900100000305	1.7748257289125734e-14	2.0544858787078543e-16	2.338916929850105e-15	3.491540869723123e-17	4.94601419707736e-15	6.099446683932294e-17	2.704335277257407e-14	7.508185116590515e-16	8.596257016366956e-15	1.2100318936942323e-16	8.001076911200985e-14	2.3710940107934573e-15	6.155201526034782e-14	1.7422653043511158e-15	7.953902761099374e-14	1.9409777604038047e-15	9.292613913012387e-15	5.597551972816646e-16
56673.95010000031	1.7761428529584467e-14	2.0438417313847894e-16	2.356010041924809e-15	3.529920293601365e-17	4.971202922094111e-15	6.151558453165793e-17	2.7046727488726264e-14	7.477557782594495e-16	8.633959464481639e-15	1.243717646604774e-16	7.96647108863195e-14	2.352024946979517e-15	6.153010655273376e-14	1.7467064959930094e-15	7.899831018475577e-14	1.9236168114118607e-15	9.368739135570461e-15	5.542002376900323e-16
56674.00010000031	1.7774567596617252e-14	2.033527520792205e-16	2.372956167134795e-15	3.5726045002939204e-17	4.9963485345308316e-15	6.209309504072461e-17	2.704985500409436e-14	7.448070953098261e-16	8.671390114361561e-15	1.2788022425952164e-16	7.931462876936774e-14	2.333885077756547e-15	6.149431504588265e-14	1.7595320923715508e-15	7.845267511895639e-14	1.907919806515118e-15	9.443686782489196e-15	5.494653716666146e-16
56674.05010000031	1.7787672696478404e-14	2.0235379071621885e-16	2.389756984636478e-15	3.6192384410279e-17	5.0214503677861434e-15	6.272142036613654e-17	2.705273393439679e-14	7.419698214006345e-16	8.708551837146195e-15	1.3150915389897266e-16	7.896045335989675e-14	2.316626196654828e-15	6.144432729655802e-14	1.7807382337237616e-15	7.790215801485207e-14	1.893749512680168e-15	9.517305707347114e-15	5.461639345525776e-16
