MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
56709.150100002356	5.0534879214202884e-15	5.614580411065973e-17	2.81247881228085e-15	4.869417981871754e-17	4.8216057702310675e-15	5.4122767185205795e-17	2.1905447814960793e-15	8.562252600468606e-17	5.4905994956796335e-15	9.521846287802061e-17	nan	nan	nan	nan	nan	nan	nan	nan
56709.20010000236	5.043227256899751e-15	5.614661710818089e-17	2.810477380057125e-15	4.862452477503052e-17	4.818459252602853e-15	5.402474092769281e-17	2.184671854029439e-15	8.472634334067985e-17	5.4832440379935524e-15	9.407560982421798e-17	nan	nan	nan	nan	nan	nan	nan	nan
56709.25010000236	5.032958195016069e-15	5.61508788770475e-17	2.8084652196762563e-15	4.855396796392701e-17	4.815271920585661e-15	5.392755419170081e-17	2.178856440051896e-15	8.377407968065298e-17	5.475927329706857e-15	9.283289138904725e-17	nan	nan	nan	nan	nan	nan	nan	nan
56709.300100002365	5.022678314377731e-15	5.61590040853484e-17	2.80644156620614e-15	4.8483514485557417e-17	4.812040532904405e-15	5.383213526527016e-17	2.1730900028558366e-15	8.277490419960996e-17	5.468647992838839e-15	9.150553049965503e-17	nan	nan	nan	nan	nan	nan	nan	nan
56709.35010000237	5.012385193576323e-15	5.617143775402282e-17	2.804405654683553e-15	4.841424190720377e-17	4.8087618479608996e-15	5.3739490663986016e-17	2.16736400634606e-15	8.173942744026779e-17	5.461404640800118e-15	9.01111818868592e-17	nan	nan	nan	nan	nan	nan	nan	nan
56709.40010000237	5.00207641118742e-15	5.618865310669958e-17	2.802356720098781e-15	4.834729666015887e-17	4.805432623814637e-15	5.365070124796715e-17	2.1616699149115094e-15	8.067970652833527e-17	5.4541958849233615e-15	8.866998163958259e-17	nan	nan	nan	nan	nan	nan	nan	nan
56709.450100002374	4.991749545765182e-15	5.621114921522005e-17	2.800293997401242e-15	4.828388969683831e-17	4.8020496181603575e-15	5.356691758223277e-17	2.155999193297764e-15	7.960922945912794e-17	5.4470203439625034e-15	8.720455361049738e-17	nan	nan	nan	nan	nan	nan	nan	nan
56709.50010000238	4.9814021758501724e-15	5.623944837268466e-17	2.798216721490863e-15	4.8225291335656705e-17	4.798609588310528e-15	5.3489354487133404e-17	2.1503433064792538e-15	7.85428687106341e-17	5.439876631625014e-15	8.573995551340729e-17	nan	nan	nan	nan	nan	nan	nan	nan
56709.55010000238	4.971031879956521e-15	5.627409323916288e-17	2.7961241272259523e-15	4.817282525076246e-17	4.7951092911732295e-15	5.341928472697454e-17	2.1446937195321328e-15	7.749679253071802e-17	5.432763363696322e-15	8.430352959791072e-17	nan	nan	nan	nan	nan	nan	nan	nan
56709.60010000238	4.9606362365640445e-15	5.631564373388885e-17	2.7940154494134535e-15	4.812786154749697e-17	4.791545483231914e-15	5.3358031795145844e-17	2.1390418975054516e-15	7.648832069856115e-17	5.425679161898866e-15	8.292462174221758e-17	nan	nan	nan	nan	nan	nan	nan	nan
56709.650100002385	4.950212824136612e-15	5.636467368992514e-17	2.791889922802571e-15	4.8091808893999073e-17	4.7879149205268976e-15	5.330696175906986e-17	2.13337930529457e-15	7.553571080245467e-17	5.418622633409403e-15	8.163413058544766e-17	nan	nan	nan	nan	nan	nan	nan	nan
56709.70010000239	4.9397592211000316e-15	5.642176726388035e-17	2.789746782098266e-15	4.806610567596591e-17	4.7842143586320786e-15	5.326747414323707e-17	2.127697407512521e-15	7.465786177211979e-17	5.411592394310212e-15	8.04638480621724e-17	nan	nan	nan	nan	nan	nan	nan	nan
56709.75010000239	4.929273009222824e-15	5.64875136922265e-17	2.787585262725371e-15	4.80522079035893e-17	4.78044055617269e-15	5.3240989458645736e-17	2.1219876704293656e-15	7.387388843539596e-17	5.404587066026881e-15	7.944549904945498e-17	nan	nan	nan	nan	nan	nan	nan	nan
56709.800100002394	4.918752468442414e-15	5.656220927757168e-17	2.78540476337467e-15	4.805111310591489e-17	4.77659100196684e-15	5.322844809028055e-17	2.1162419868209772e-15	7.319529660233856e-17	5.397605817377594e-15	7.859645168139821e-17	nan	nan	nan	nan	nan	nan	nan	nan
56709.8501000024	4.90819742772869e-15	5.664549544330431e-17	2.7832050449718154e-15	4.8062784440852965e-17	4.772664805483413e-15	5.322970404202168e-17	2.1104531962714044e-15	7.261674722077909e-17	5.390649028924883e-15	7.790303917761939e-17	nan	nan	nan	nan	nan	nan	nan	nan
56709.9001000024	4.897607924277415e-15	5.67369283688109e-17	2.7809859171064777e-15	4.808705292657395e-17	4.768661293615406e-15	5.3244475249071995e-17	2.1046142649751494e-15	7.213055827803307e-17	5.383717254888908e-15	7.734678301560504e-17	nan	nan	nan	nan	nan	nan	nan	nan
56709.9501000024	4.886983995234984e-15	5.683607000924044e-17	2.7787471892989655e-15	4.812376254461361e-17	4.764579792725742e-15	5.3272496443560004e-17	2.0987181582572046e-15	7.172933692864348e-17	5.3768110500835314e-15	7.690940862748168e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.000100002406	4.876325677720275e-15	5.694249076227984e-17	2.7764886710110958e-15	4.817277513169089e-17	4.76041962864138e-15	5.331352435358895e-17	2.0927578404653306e-15	7.140637667971151e-17	5.369930951511576e-15	7.657383216263681e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.05010000241	4.865633008803495e-15	5.705577183558399e-17	2.774210171641324e-15	4.8233974574735146e-17	4.7561801266518604e-15	5.3367342171573117e-17	2.08672627486712e-15	7.115601250025765e-17	5.363077522298721e-15	7.632503813553089e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.10010000241	4.854906025524858e-15	5.7175507391644e-17	2.7719115005247403e-15	4.830727029068861e-17	4.751860611502194e-15	5.34337632728403e-17	2.0806164235428955e-15	7.097392631610844e-17	5.356251301822596e-15	7.615082816117508e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.150100002415	4.844144764880293e-15	5.730130642224614e-17	2.7695924669334476e-15	4.8392599976097073e-17	4.7474604073913e-15	5.351263417514408e-17	2.0744212472816812e-15	7.085739763491265e-17	5.349452851724626e-15	7.60424299721761e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.20010000242	4.833349263833575e-15	5.743279436807413e-17	2.7672528800713103e-15	4.8489931628646474e-17	4.742978837965484e-15	5.360383673354001e-17	2.0681337054755507e-15	7.080549568222649e-17	5.3426827104918885e-15	7.599497195390938e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.25010000242	4.822519559304317e-15	5.756961449300899e-17	2.7648925490829533e-15	4.859926482569233e-17	4.738415226316401e-15	5.370728956831564e-17	2.0617467560145625e-15	7.081921030446446e-17	5.335941435016199e-15	7.600782138702169e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.30010000242	4.811655688174453e-15	5.771142901163629e-17	2.7625112830485133e-15	4.872063128138988e-17	4.733768894974792e-15	5.3822948732736677e-17	2.0552533551810603e-15	7.090151917541633e-17	5.3292295744712574e-15	7.608479014331286e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.350100002426	4.800757687292369e-15	5.785791997986457e-17	2.76010889097539e-15	4.885409466815651e-17	4.729039165908628e-15	5.395080762493242e-17	2.048646457544632e-15	7.105738869386731e-17	5.3225476780307635e-15	7.623420204698428e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.40010000243	4.7898255934666074e-15	5.800878994640922e-17	2.7576851818094944e-15	4.899974973426965e-17	4.7242253605161295e-15	5.409089615809302e-17	2.0419190158570505e-15	7.129370577987692e-17	5.315896296946371e-15	7.646881757215013e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.45010000243	4.7788594434627584e-15	5.816376238352027e-17	2.7552399644258747e-15	4.9157720718075286e-17	4.7193267996241834e-15	5.4243279203155584e-17	2.0350639809466288e-15	7.161913792447237e-17	5.309275977720123e-15	7.680559527856923e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.500100002435	4.767859274010385e-15	5.832258189421953e-17	2.752773047641465e-15	4.9328159087591167e-17	4.714342803482814e-15	5.4408054322368875e-17	2.0280743016127278e-15	7.204391971719283e-17	5.302687279321792e-15	7.726528094298689e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.55010000244	4.756825121808867e-15	5.848501420839138e-17	2.7502842401944635e-15	4.9511240623689746e-17	4.709272691760561e-15	5.458534881569543e-17	2.020942924520916e-15	7.257956602047819e-17	5.296130741129004e-15	7.787180070389207e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.60010000244	4.7457570235081494e-15	5.865084597212056e-17	2.74777335075708e-15	4.9707161874638447e-17	4.704115783541636e-15	5.477531610706578e-17	2.0136627940966738e-15	7.3238515150832e-17	5.289606917955622e-15	7.865145881246918e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.650100002444	4.734655015727804e-15	5.881988434297143e-17	2.745240187936661e-15	4.9916136016337235e-17	4.698871397320316e-15	5.4978131496206384e-17	2.006226852420971e-15	7.403370979911972e-17	5.2831163631312544e-15	7.963194406892117e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.70010000245	4.723519135049851e-15	5.899195638903983e-17	2.742684560266691e-15	5.013838814803765e-17	4.693538850998171e-15	5.519398731164006e-17	1.998628039124399e-15	7.497812864100934e-17	5.276659623454796e-15	8.084117868333514e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.75010000245	4.712349418007383e-15	5.916690830598746e-17	2.740106276212793e-15	5.0374150067914636e-17	4.688117461877908e-15	5.542308749754237e-17	1.9908592912812066e-15	7.608428694178861e-17	5.270237248990498e-15	8.230606572774065e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.80010000245	4.701145922066834e-15	5.934459741222388e-17	2.7375051518029805e-15	5.0623635286700966e-17	4.6826065776580404e-15	5.56656213283735e-17	1.9829136806707667e-15	7.736340206906167e-17	5.263849774663228e-15	8.405065454303591e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.850100002455	4.6899095097711465e-15	5.952462771120878e-17	2.7348812962754005e-15	5.088631237406011e-17	4.677006736314898e-15	5.592099639295271e-17	1.974789553870271e-15	7.881272126823016e-17	5.257497171975325e-15	8.607405651521466e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.90010000246	4.678642084017762e-15	5.970627138416894e-17	2.7322351977793274e-15	5.11606901233386e-17	4.671320014103334e-15	5.618761167308886e-17	1.966492074429608e-15	8.04119326791865e-17	5.251178673271011e-15	8.834431137072128e-17	nan	nan	nan	nan	nan	nan	nan	nan
56710.95010000246	4.667345616650101e-15	5.988879749927809e-17	2.7295673695267864e-15	5.1445220760236034e-17	4.6655485887226296e-15	5.646381063307833e-17	1.958026855361915e-15	8.213895166010292e-17	5.244893457758244e-15	9.08258590036165e-17	nan	nan	nan	nan	nan	nan	nan	nan
56711.000100002464	4.6560220794822926e-15	6.007149760689389e-17	2.726878324657817e-15	5.1738373503284233e-17	4.659694637296501e-15	5.674795853495039e-17	1.9493995070541324e-15	8.397161056583693e-17	5.238640722159169e-15	9.348278498985937e-17	nan	nan	nan	nan	nan	nan	nan	nan
56711.05010000247	4.644673444294788e-15	6.025368791985758e-17	2.7241685762498445e-15	5.203864360361073e-17	4.653760336385508e-15	5.703845168698027e-17	1.9406156373503633e-15	8.58881417462649e-17	5.232419643010089e-15	9.627988571461331e-17	nan	nan	nan	nan	nan	nan	nan	nan
56711.10010000247	4.633301682842116e-15	6.043471126663221e-17	2.721438637309432e-15	5.2344560340409254e-17	4.6477478620026175e-15	5.733372563216273e-17	1.9316808516376485e-15	8.786753494970878e-17	5.226229406049673e-15	9.918341763038641e-17	nan	nan	nan	nan	nan	nan	nan	nan
56711.15010000247	4.621908766852814e-15	6.061393882507273e-17	2.718689020786527e-15	5.2654694009370084e-17	4.641659389625921e-15	5.763226232518524e-17	1.9226007529301418e-15	8.988978357571912e-17	5.220069200875653e-15	1.0216157033358962e-16	nan	nan	nan	nan	nan	nan	nan	nan
56711.200100002476	4.610496668027462e-15	6.079077168747374e-17	2.7159202395609655e-15	5.296766196898808e-17	4.6354970942119645e-15	5.79325963576266e-17	1.913380941953694e-15	9.193603851419182e-17	5.213938209664492e-15	1.0518472533981337e-16	nan	nan	nan	nan	nan	nan	nan	nan
56711.25010000248	4.599067358052027e-15	6.096464222288459e-17	2.7131328064615923e-15	5.3282133809187936e-17	4.6292631502103806e-15	5.823332030426218e-17	1.90402701723011e-15	9.398868910627153e-17	5.207835622013919e-15	1.0822555486155825e-16	nan	nan	nan	nan	nan	nan	nan	nan
56711.30010000248	4.587622808583056e-15	6.113501528466227e-17	2.7103272342497646e-15	5.3596835715954634e-17	4.622959731576559e-15	5.85330892612421e-17	1.894544575161919e-15	9.603138939578299e-17	5.201760616241341e-15	1.1125900786442806e-16	nan	nan	nan	nan	nan	nan	nan	nan
56711.350100002484	4.5761649912694686e-15	6.13013892798174e-17	2.707504035630224e-15	5.3910554105669787e-17	4.616589011786365e-15	5.883062465702488e-17	1.884939210116856e-15	9.804904531237957e-17	5.195712384022441e-15	1.142622270651178e-16	nan	nan	nan	nan	nan	nan	nan	nan
56711.40010000249	4.5646958777308954e-15	6.146329708535313e-17	2.704663723255598e-15	5.422213860775662e-17	4.61015316384849e-15	5.912471741134183e-17	1.8752165145121605e-15	1.0002777550891086e-16	5.189690106643131e-15	1.172144219594244e-16	nan	nan	nan	nan	nan	nan	nan	nan
56711.45010000249	4.5532174395903334e-15	6.16203068593914e-17	2.701806809722272e-15	5.453050447070405e-17	4.603654360319274e-15	5.941423051891818e-17	1.8653820788993714e-15	1.0195485576567329e-16	5.1836929742948434e-15	1.2009672172429078e-16	nan	nan	nan	nan	nan	nan	nan	nan
56711.50010000249	4.541731648446888e-15	6.177202272782315e-17	2.6989338075696434e-15	5.4834634458600366e-17	4.597094773315959e-15	5.969810113034448e-17	1.8554414920481055e-15	1.0381865437621974e-16	5.177720167669788e-15	1.2289202221267927e-16	nan	nan	nan	nan	nan	nan	nan	nan
56711.550100002496	4.530240475897502e-15	6.191808539967737e-17	2.6960452292902423e-15	5.513358031264662e-17	4.590476574530133e-15	5.997534219883241e-17	1.8454003410306352e-15	1.0560856387264028e-16	5.1717708760688425e-15	1.2558483506862898e-16	nan	nan	nan	nan	nan	nan	nan	nan
56711.6001000025	4.5187458935277476e-15	6.205817266367306e-17	2.693141587325608e-15	5.5426463832837055e-17	4.583801935241915e-15	6.024504375712649e-17	1.835264211306997e-15	1.0731493281535045e-16	5.165844278403116e-15	1.2816114532937762e-16	nan	nan	nan	nan	nan	nan	nan	nan
56711.6501000025	4.507249872914746e-15	6.219199984014381e-17	2.690223394062915e-15	5.571247764567552e-17	4.577073026332509e-15	6.050637388185954e-17	1.8250386868082104e-15	1.0892900014231333e-16	5.159939566941993e-15	1.306082809195595e-16	nan	nan	nan	nan	nan	nan	nan	nan
56711.700100002505	4.495754385643621e-15	6.23193201458315e-17	2.687291161848469e-15	5.599088570429211e-17	4.5702920182997066e-15	6.075857940040023e-17	1.8147293500213497e-15	1.1044283365111534e-16	5.154055923861938e-15	1.3291479431191805e-16	nan	nan	nan	nan	nan	nan	nan	nan
56711.75010000251	4.484261403289715e-15	6.243992500313645e-17	2.68434540298096e-15	5.626102356703088e-17	4.563461081269375e-15	6.10009863849499e-17	1.80434178207387e-15	1.1184927353514985e-16	5.148192537573277e-15	1.3507035764131337e-16	nan	nan	nan	nan	nan	nan	nan	nan
56711.80010000251	4.472772897435104e-15	6.255364430908035e-17	2.6813866297125874e-15	5.652229850207942e-17	4.556582385010988e-15	6.123300047884691e-17	1.793881562817094e-15	1.1314188145344792e-16	5.1423485908461755e-15	1.3706567109499622e-16	nan	nan	nan	nan	nan	nan	nan	nan
56711.85010000251	4.46129083966072e-15	6.26603466364552e-17	2.678415354255056e-15	5.677418944523043e-17	4.549658098949892e-15	6.145410708849106e-17	1.783354270911597e-15	1.1431489530109167e-16	5.1365232694193056e-15	1.3889238215259758e-16	nan	nan	nan	nan	nan	nan	nan	nan
56711.90010000252	4.449817201556328e-15	6.275993941249963e-17	2.6754320887762044e-15	5.701624684788899e-17	4.542690392181758e-15	6.166387147425618e-17	1.7727654839105788e-15	1.1536318966832593e-16	5.130715759328189e-15	1.405430171452725e-16	nan	nan	nan	nan	nan	nan	nan	nan
56711.95010000252	4.438353954717474e-15	6.285236905405681e-17	2.6724373454063775e-15	5.72480924403615e-17	4.5356814334861405e-15	6.186193876583058e-17	1.7621207783451725e-15	1.1628224186509369e-16	5.12492524304614e-15	1.4201092275495185e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.00010000252	4.4269030707515885e-15	6.293762105668826e-17	2.6694316362361783e-15	5.74694189284632e-17	4.528633391339249e-15	6.204803392429307e-17	1.7514257298071215e-15	1.170681033389171e-16	5.119150911358292e-15	1.4329021700784964e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.050100002525	4.415466521278808e-15	6.301572006554924e-17	2.6664154733198403e-15	5.767998964288708e-17	4.5215484339295116e-15	6.222196166628171e-17	1.7406859130343675e-15	1.1771737630308227e-16	5.113391948519062e-15	1.4437574928717174e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.10010000253	4.4040462779280396e-15	6.308672990280026e-17	2.6633893686744788e-15	5.78796381569253e-17	4.514428729168936e-15	6.23836063656644e-17	1.7299069019949643e-15	1.182271954159942e-16	5.107647537595466e-15	1.4526306821041942e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.15010000253	4.392644312354304e-15	6.31507535710375e-17	2.6603538342842153e-15	5.806826787556996e-17	4.507276444708083e-15	6.25329319398014e-17	1.7190942699707119e-15	1.185952143886059e-16	5.101916864326176e-15	1.4594839742362971e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.200100002534	4.3812625962185314e-15	6.320793321275143e-17	2.6573093821001776e-15	5.82458516091779e-17	4.5000937479498186e-15	6.266998172556457e-17	1.7082535896422317e-15	1.1881959745528946e-16	5.096199117121519e-15	1.4642861855515052e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.25010000254	4.369903101212026e-15	6.325845004572934e-17	2.654256524044623e-15	5.841243113083323e-17	4.492882806062081e-15	6.279487834722759e-17	1.6973904331723206e-15	1.1889901571053488e-16	5.0904934778611076e-15	1.4670126118310727e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.30010000254	4.358567799044265e-15	6.330252424274006e-17	2.651195772005315e-15	5.856811671625588e-17	4.48564578599181e-15	6.290782357307607e-17	1.6865103722909582e-15	1.1883264839377595e-16	5.0847991325804645e-15	1.4676450084173546e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.35010000254	4.347258661452364e-15	6.334041478770541e-17	2.6481276378482714e-15	5.871308666570642e-17	4.4783848544794574e-15	6.300909815611396e-17	1.6756189783786145e-15	1.1862018928813318e-16	5.079115267018262e-15	1.466171625248082e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.400100002546	4.335977660194408e-15	6.337241927221006e-17	2.6450526334061406e-15	5.884758679969842e-17	4.471102178071526e-15	6.309906164769605e-17	1.6647218225513176e-15	1.1826185850438718e-16	5.073441072256481e-15	1.462587337426545e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.45010000255	4.324726767066608e-15	6.339887363859068e-17	2.6419712704917005e-15	5.897192992404414e-17	4.463799923134449e-15	6.317815217329563e-17	1.653824475744091e-15	1.1775842001884335e-16	5.067775727799931e-15	1.4568938398978896e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.50010000255	4.31350795388805e-15	6.342015186608259e-17	2.6388840608914823e-15	5.908649524496068e-17	4.456480255868773e-15	6.324688615359985e-17	1.6429325087957052e-15	1.1711120546746001e-16	5.062118417903031e-15	1.4490999415020814e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.550100002554	4.302323192517213e-15	6.343666559228152e-17	2.635791516370272e-15	5.91917277293499e-17	4.449145342321626e-15	6.33058579513096e-17	1.6320514925323312e-15	1.1632214482122607e-16	5.056468330382406e-15	1.4392219571501374e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.60010000256	4.2911744548432674e-15	6.344886365352459e-17	2.6326941486711092e-15	5.928813738844972e-17	4.441797348402101e-15	6.335573942102723e-17	1.6211869978523688e-15	1.1539380471606746e-16	5.050824653351532e-15	1.4272841995563418e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.65010000256	4.280063712799229e-15	6.345723153975968e-17	2.6295924695194123e-15	5.937629847000724e-17	4.434438439893256e-15	6.339727933518066e-17	1.6103445958099687e-15	1.1432943538197927e-16	5.045186567799471e-15	1.413319622207759e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.70010000256	4.268992938344291e-15	6.346229076628803e-17	2.626486990620727e-15	5.94568485325405e-17	4.427070782466302e-15	6.343130265822881e-17	1.5995298576993033e-15	1.1313302726923474e-16	5.039553265698759e-15	1.397370586985021e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.750100002566	4.257964103496549e-15	6.346459811891857e-17	2.6233782236667276e-15	5.953048738548502e-17	4.419696541694184e-15	6.345870963414093e-17	1.5887483551394262e-15	1.1180937867069273e-16	5.033923925069948e-15	1.3794898263248624e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.80010000257	4.246979180307712e-15	6.346474480993795e-17	2.620266680332966e-15	5.959797586691497e-17	4.412317883065932e-15	6.348047465231155e-17	1.5780056601575172e-15	1.1036417579822705e-16	5.0282977369950234e-15	1.3597415955719611e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.85010000257	4.236040140880196e-15	6.34633554791409e-17	2.6171528722811213e-15	5.966013443006331e-17	4.404936971998924e-15	6.349764485307163e-17	1.5673073452734175e-15	1.0880408694734485e-16	5.0226738821661956e-15	1.3382030873443392e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.900100002575	4.2251489573554304e-15	6.34610870775082e-17	2.614037311160875e-15	5.97178415141833e-17	4.397555973853972e-15	6.351133843039074e-17	1.5566589835846687e-15	1.0713687248626144e-16	5.017051548400089e-15	1.314966109433432e-16	nan	nan	nan	nan	nan	nan	nan	nan
56712.95010000258	4.2143076019397846e-15	6.345862758868048e-17	2.6109205086166596e-15	5.977203166778568e-17	4.390177053947628e-15	6.352274259017478e-17	1.5460661488490391e-15	1.053715124401682e-16	5.011429923810183e-15	1.2901391258458449e-16	nan	nan	nan	nan	nan	nan	nan	nan
56713.00010000258	4.203518046881754e-15	6.345669458926928e-17	2.607802976270786e-15	5.982369339119042e-17	4.382802377566253e-15	6.35331111161857e-17	1.5355344155701432e-15	1.03518353302588e-16	5.005808195322549e-15	1.2638496799356356e-16	nan	nan	nan	nan	nan	nan	nan	nan
56713.05010000258	4.192782264483211e-15	6.345603363443248e-17	2.6046852257526903e-15	5.98738666752714e-17	4.375434109980702e-15	6.35437615005216e-17	1.5250693590810726e-15	1.0158927531904684e-16	5.000185537989236e-15	1.2362472832610203e-16	nan	nan	nan	nan	nan	nan	nan	nan
56713.100100002586	4.182102227114459e-15	6.345741645349353e-17	2.6015677686801834e-15	5.992364019492353e-17	4.368074416458098e-15	6.355607158985957e-17	1.5146765556286115e-15	9.959788068748954e-17	4.994561145860734e-15	1.2075068337240943e-16	nan	nan	nan	nan	nan	nan	nan	nan
56713.15010000259	4.171479907190474e-15	6.346163896055025e-17	2.598451116663205e-15	5.997414813387529e-17	4.360725462276694e-15	6.357147570559688e-17	1.5043615824576054e-15	9.755970170593709e-17	4.988934205566267e-15	1.1778326147858067e-16	nan	nan	nan	nan	nan	nan	nan	nan
56713.20010000259	4.160917277195936e-15	6.346951903607628e-17	2.5953357813109433e-15	6.002656661258478e-17	4.353389412739214e-15	6.359146019339052e-17	1.4941300178951117e-15	9.549242559046039e-17	4.983303897798044e-15	1.1474629231933884e-16	nan	nan	nan	nan	nan	nan	nan	nan
56713.250100002595	4.1504163096723285e-15	6.348189412190834e-17	2.5922222742352117e-15	6.008210968622644e-17	4.346068433186395e-15	6.361755836457683e-17	1.4839874414347602e-15	9.341612914461314e-17	4.977669410669543e-15	1.1166753111996104e-16	nan	nan	nan	nan	nan	nan	nan	nan
56713.3001000026	4.139978977233765e-15	6.349961857404771e-17	2.5891111070414495e-15	6.014202489971942e-17	4.33876468901115e-15	6.365134479670552e-17	1.4739394338209292e-15	9.135351126394178e-17	4.972029929919435e-15	1.0857923539339273e-16	nan	nan	nan	nan	nan	nan	nan	nan
56713.3501000026	4.129607252555993e-15	6.352356078911056e-17	2.5860027913384707e-15	6.020758837192814e-17	4.3314803456706255e-15	6.369442896750025e-17	1.4639915771332139e-15	8.933010407966865e-17	4.966384638911586e-15	1.0551877397971989e-16	nan	nan	nan	nan	nan	nan	nan	nan
56713.400100002604	4.119303108387833e-15	6.355460012342349e-17	2.5828978387418373e-15	6.028009940307146e-17	4.32421756870162e-15	6.374844820524685e-17	1.4541494548700384e-15	8.737443414886595e-17	4.960732725462622e-15	1.025292197901766e-16	nan	nan	nan	nan	nan	nan	nan	nan
56713.45010000261	4.109068517547493e-15	6.359362355515347e-17	2.5797967608667377e-15	6.036087459510883e-17	4.316978523733768e-15	6.381505995209001e-17	1.4444186520342155e-15	8.551809381695793e-17	4.955073371452157e-15	9.965985506082257e-17	nan	nan	nan	nan	nan	nan	nan	nan
56713.50010000261	4.098905452928221e-15	6.364152214634386e-17	2.576700069332858e-15	6.04512414880773e-17	4.309765376502204e-15	6.389593334559977e-17	1.434804755216169e-15	8.379567084629221e-17	4.949405771227531e-15	9.696646733602731e-17	nan	nan	nan	nan	nan	nan	nan	nan
56713.55010000261	4.088815887497547e-15	6.369918727682364e-17	2.573608275776008e-15	6.055253172246628e-17	4.3025802928622995e-15	6.399274014233823e-17	1.4253133526785286e-15	8.224447431490478e-17	4.943729100137641e-15	9.451127077981989e-17	nan	nan	nan	nan	nan	nan	nan	nan
56713.600100002615	4.078801794295882e-15	6.376750666512765e-17	2.5705218918278714e-15	6.066607374727018e-17	4.295425438802912e-15	6.41071450211591e-17	1.4159500344409574e-15	8.090399104828917e-17	4.938042546592817e-15	9.236223989431043e-17	nan	nan	nan	nan	nan	nan	nan	nan
56713.65010000262	4.068865146459393e-15	6.384736020909554e-17	2.5674414291396303e-15	6.079318510447292e-17	4.288302980459258e-15	6.42407953220907e-17	1.4067203923639154e-15	7.981501584899419e-17	4.932345300487638e-15	9.05916261743649e-17	nan	nan	nan	nan	nan	nan	nan	nan
56713.70010000262	4.0590079171901406e-15	6.39396156428048e-17	2.5643673993729636e-15	6.093516432936374e-17	4.281215084127881e-15	6.439531029304071e-17	1.3976300202337564e-15	7.901842712758235e-17	4.926636541920614e-15	8.927347148500063e-17	nan	nan	nan	nan	nan	nan	nan	nan
56713.750100002624	4.049232079781301e-15	6.404512403903834e-17	2.5613003142015485e-15	6.109328252304881e-17	4.274163916279932e-15	6.457226993525889e-17	1.3886845138461845e-15	7.855363141243092e-17	4.9209154625674286e-15	8.848007779129333e-17	nan	nan	nan	nan	nan	nan	nan	nan
56713.80010000263	4.039539607615521e-15	6.416471519386413e-17	2.55824068531106e-15	6.126877465332404e-17	4.267151643573709e-15	6.477320355573587e-17	1.379889471091826e-15	7.845677242495656e-17	4.9151812401517864e-15	8.827764594281369e-17	nan	nan	nan	nan	nan	nan	nan	nan
56713.85010000263	4.029932470120445e-15	6.42991906583577e-17	2.5551890237137936e-15	6.146282737885886e-17	4.26018042962873e-15	6.499957427126091e-17	1.3712504815325746e-15	7.875882324756183e-17	4.909433066349372e-15	8.872153213172952e-17	nan	nan	nan	nan	nan	nan	nan	nan
