4700.0 0.00000
4720.0 0.00386
4740.0 0.00775
4760.0 0.02523
4780.0 0.05639
4800.0 0.08771
4820.0 0.15863
4840.0 0.22993
4860.0 0.30418
4880.0 0.38142
4900.0 0.45907
4920.0 0.51811
4940.0 0.57695
4960.0 0.62578
4980.0 0.66455
5000.0 0.70343
5020.0 0.72766
5040.0 0.75198
5060.0 0.77175
5080.0 0.78695
5100.0 0.80222
5120.0 0.81084
5140.0 0.81949
5160.0 0.82592
5180.0 0.83035
5200.0 0.83478
5220.0 0.83542
5240.0 0.83590
5260.0 0.83505
5280.0 0.83292
5300.0 0.83080
5320.0 0.82642
5340.0 0.82203
5360.0 0.81659
5380.0 0.80987
5400.0 0.80314
5420.0 0.79426
5440.0 0.78535
5460.0 0.77533
5480.0 0.76424
5500.0 0.75312
5520.0 0.73952
5540.0 0.72587
5560.0 0.71112
5580.0 0.69506
5600.0 0.67899
5620.0 0.66036
5640.0 0.64170
5660.0 0.62257
5680.0 0.60296
5700.0 0.58335
5720.0 0.56169
5740.0 0.54012
5760.0 0.51809
5780.0 0.49582
5800.0 0.47410
5820.0 0.45174
5840.0 0.42927
5860.0 0.40659
5880.0 0.38420
5900.0 0.36176
5920.0 0.33943
5940.0 0.31688
5960.0 0.29512
5980.0 0.27415
6000.0 0.25325
6020.0 0.23389
6040.0 0.21451
6060.0 0.19654
6080.0 0.18012
6100.0 0.16364
6120.0 0.14915
6140.0 0.13461
6160.0 0.12129
6180.0 0.10924
6200.0 0.09714
6220.0 0.08727
6240.0 0.07735
6260.0 0.06851
6280.0 0.05936
6300.0 0.05291
6320.0 0.04673
6340.0 0.04049
6360.0 0.03514
6380.0 0.03071
6400.0 0.02626
6420.0 0.02274
6440.0 0.01921
6460.0 0.01628
6480.0 0.01394
6500.0 0.01159
6520.0 0.01042
6540.0 0.00924
6560.0 0.00793
6580.0 0.00648
6600.0 0.00503
6620.0 0.00445
6640.0 0.00386
6660.0 0.00328
6680.0 0.00271
6700.0 0.00213
6720.0 0.00185
6740.0 0.00156
6760.0 0.00128
6780.0 0.00099
6800.0 0.00070
6820.0 0.00070
6840.0 0.00070
6860.0 0.00054
6880.0 0.00024
6900.0 0.00000
