MJD	Bessell_B	Bessell_B_err	Bessell_V	Bessell_V_err	sdss_g	sdss_g_err	sdss_i	sdss_i_err	sdss_r	sdss_r_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err
57002.302900003255	1.4639888729102384e-15	4.0316298692785406e-17	1.6018456313888113e-15	2.992281856829552e-17	1.6912712695415895e-15	3.2300884729208035e-17	9.755676947065552e-16	1.0285114055714496e-17	1.4504945792499376e-15	2.499003301941717e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57002.35290000326	1.4641543238216423e-15	4.023300474549661e-17	1.6019245524037373e-15	2.987717319625853e-17	1.6914660485568156e-15	3.224528811592271e-17	9.755834930779764e-16	1.0284618657032274e-17	1.45051520614926e-15	2.4959447524051984e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57002.40290000326	1.4643186756647912e-15	4.014112154603501e-17	1.602002846816631e-15	2.982586984617206e-17	1.6916562407402626e-15	3.218362112251054e-17	9.755983379075658e-16	1.0284107150942222e-17	1.4505333471533748e-15	2.492502056278502e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57002.45290000326	1.4644818441805971e-15	4.0040726333007764e-17	1.6020805089893535e-15	2.9768961636703193e-17	1.6918416893141174e-15	3.2115939195126577e-17	9.756122345073927e-16	1.0283581688085516e-17	1.4505489592215636e-15	2.4886788480412577e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57002.50290000327	1.4646437450118197e-15	3.993190807225321e-17	1.602157533183586e-15	2.9706509171419344e-17	1.692022237333305e-15	3.20423058577993e-17	9.756251881890672e-16	1.0283044536342675e-17	1.450561999169912e-15	2.4844792530301174e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57002.55290000327	1.4648042936976522e-15	3.981476756456492e-17	1.6022339135621242e-15	2.9638580612901064e-17	1.6921977276849482e-15	3.196279278865295e-17	9.756372042637529e-16	1.0282498080325813e-17	1.4505724237720774e-15	2.4799078916924345e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57002.60290000327	1.4649634056771495e-15	3.96894175703664e-17	1.6023096441880924e-15	2.956525176543735e-17	1.6923680030851538e-15	3.187747990538875e-17	9.756482880418669e-16	1.0281944820768114e-17	1.450580189592229e-15	2.474969884225889e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57002.652900003275	1.4651209962847864e-15	3.9555982951368064e-17	1.6023847190246194e-15	2.9486606166111465e-17	1.6925329060759591e-15	3.178645545989609e-17	9.75658444833395e-16	1.0281387373861923e-17	1.4505852531176343e-15	2.469670855592949e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57002.70290000328	1.4652769807474218e-15	3.941460082873596e-17	1.6024591319339152e-15	2.9402735184093235e-17	1.6926922790243207e-15	3.168981614173913e-17	9.756676799478918e-16	1.0280828470610738e-17	1.4505875706764553e-15	2.4640169408902988e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57002.75290000328	1.4654312741890484e-15	3.926542075749844e-17	1.6025328766795347e-15	2.9313738127847406e-17	1.6928459641183935e-15	3.15876671902637e-17	9.756759986941217e-16	1.0280270955832378e-17	1.4505870985570777e-15	2.4580147910560826e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57002.802900003284	1.4655837916226537e-15	3.9108604916859294e-17	1.6026059469240674e-15	2.921972235993628e-17	1.692993803366371e-15	3.14801225150025e-17	9.756834063806477e-16	1.027971778754106e-17	1.4505837928118804e-15	2.4516715788919474e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57002.85290000329	1.4657344479544648e-15	3.894432831587634e-17	1.6026783362291367e-15	2.9120803419055405e-17	1.693135638593336e-15	3.1367304823942174e-17	9.756899083152285e-16	1.0279172035832087e-17	1.4505776094587695e-15	2.4449950053694278e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57002.90290000329	1.4658831579793524e-15	3.8772779013764967e-17	1.6027500380582665e-15	2.901710514877088e-17	1.6932713114388117e-15	3.124934575921272e-17	9.756955098052053e-16	1.0278636881999666e-17	1.4505685043565454e-15	2.4379933061946e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57002.95290000329	1.4660298363807925e-15	3.8594158354322875e-17	1.6028210457725353e-15	2.890875983250657e-17	1.6934006633550157e-15	3.112638603958295e-17	9.757002161575463e-16	1.0278115617375828e-17	1.4505564332234656e-15	2.4306752585904626e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.002900003296	1.4661743977290739e-15	3.8408681213271476e-17	1.6028913526326569e-15	2.8795908334013656e-17	1.6935235356038412e-15	3.099857560910616e-17	9.757040326784438e-16	1.0277611642264804e-17	1.450541351690279e-15	2.4230501882579986e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.0529000033	1.466316756480013e-15	3.821657625751662e-17	1.6029609518001823e-15	2.867870024265396e-17	1.6936397692551091e-15	3.0866073791088906e-17	9.757069646737447e-16	1.0277128464676163e-17	1.4505232152259775e-15	2.415127976467123e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.1029000033	1.4664568269743705e-15	3.8018086214992965e-17	1.603029836333015e-15	2.855729402250774e-17	1.6937492051830273e-15	3.0729049446452094e-17	9.757090174488075e-16	1.0276669699101247e-17	1.4505019791696163e-15	2.4069190672236883e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.152900003304	1.466594523436798e-15	3.7813468153442765e-17	1.6030979991912366e-15	2.843185716433636e-17	1.6938516840657499e-15	3.0587681135380063e-17	9.757101963083156e-16	1.0276239065030618e-17	1.450477598793957e-15	2.3984344744539812e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.20290000331	1.4667297599724125e-15	3.76029937660957e-17	1.6031654332325757e-15	2.8302566339088e-17	1.6939470463806273e-15	3.044215728094567e-17	9.757105065566071e-16	1.0275840385625516e-17	1.4504500291516654e-15	2.389685789131471e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.25290000331	1.466862450568002e-15	3.738694966225263e-17	1.6032321312128707e-15	2.8169607551714387e-17	1.6940351324037001e-15	3.029267633329742e-17	9.757099534975174e-16	1.0275477586158186e-17	1.4504192252344159e-15	2.38068518627631e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.30290000331	1.466992509088405e-15	3.7165637659819304e-17	1.6032980857879184e-15	2.803317629344286e-17	1.6941157822065502e-15	3.013944693262612e-17	9.757085424341346e-16	1.0275154692393783e-17	1.4503851418668227e-15	2.3714454317307653e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.352900003316	1.4671198492784556e-15	3.6939375076808906e-17	1.60336328951255e-15	2.789347769089795e-17	1.6941888356530842e-15	2.9982688069018904e-17	9.757062786694892e-16	1.0274875828948507e-17	1.4503477337700814e-15	2.3619798886221137e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.40290000332	1.4672443847581565e-15	3.670849501827663e-17	1.6034277348385964e-15	2.7750726649860974e-17	1.6942541323995823e-15	2.982262923695313e-17	9.757031675057065e-16	1.0274645217481854e-17	1.450306955514237e-15	2.352302523396901e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.45290000332	1.4673660290232616e-15	3.6473346654295866e-17	1.6034914141174316e-15	2.7605147991294577e-17	1.6943115118889054e-15	2.965951058191786e-17	9.756992142446387e-16	1.0274467174904015e-17	1.4502627615447014e-15	2.3424279113108435e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.502900003325	1.4674846954431332e-15	3.6234295484485885e-17	1.6035543195981231e-15	2.745697657703368e-17	1.6943608133510326e-15	2.9493583036290017e-17	9.756944241876065e-16	1.0274346111398358e-17	1.4502151061610406e-15	2.3323712412377718e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.55290000333	1.4676002972616792e-15	3.599172358325741e-17	1.6036164434288181e-15	2.7306457422006574e-17	1.69440187579921e-15	2.932510844127718e-17	9.756888026354128e-16	1.027428652839864e-17	1.4501639435594013e-15	2.3221483196528452e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.60290000333	1.4677127475922479e-15	3.5746029819842364e-17	1.6036777776548497e-15	2.715384578979431e-17	1.6944345380274689e-15	2.915435965133528e-17	9.756823548884155e-16	1.0274293016597139e-17	1.4501092277847801e-15	2.311775573627306e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.65290000333	1.4678219594192267e-15	3.5497630045854973e-17	1.6037383142200296e-15	2.6999407267658992e-17	1.694458638609044e-15	2.898162061703524e-17	9.756750862464983e-16	1.027437025357096e-17	1.4500509127283715e-15	2.3012700526594576e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.702900003336	1.4679278455963283e-15	3.5246957242488226e-17	1.603798044965817e-15	2.684341781698828e-17	1.694474015892667e-15	2.8807186441964397e-17	9.756670020089695e-16	1.0274523001671863e-17	1.4499889521779512e-15	2.2906494291496144e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.75290000334	1.4680303188433182e-15	3.4994461618573503e-17	1.60385696163081e-15	2.66861637945604e-17	1.6944805080019315e-15	2.86313634087552e-17	9.756581074748218e-16	1.0274756105565242e-17	1.4499232997515823e-15	2.279931997312922e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.80290000334	1.4681292917483905e-15	3.474061064939608e-17	1.603915055852548e-15	2.652794193968236e-17	1.6944779528307047e-15	2.845446896886968e-17	9.756484079423584e-16	1.027507448977922e-17	1.449853908958606e-15	2.269136670303962e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.852900003345	1.4682246767630276e-15	3.4485889045632787e-17	1.6039723191649236e-15	2.6369059321806647e-17	1.6944661880429177e-15	2.827683169030034e-17	9.756379087097377e-16	1.0275483156207592e-17	1.4497807331810786e-15	2.2582829753161494e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.90290000335	1.4683163862024282e-15	3.4230798640241753e-17	1.6040287429993379e-15	2.6209833242712253e-17	1.6944450510682382e-15	2.809879115683847e-17	9.756266150742713e-16	1.0275987181372442e-17	1.4497037256127818e-15	2.247391046400268e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57003.95290000335	1.4684043322451557e-15	3.3975858180476556e-17	1.6040843186847003e-15	2.605059108705539e-17	1.6944143791006351e-15	2.7920697812102596e-17	9.75614532333098e-16	1.027659171377709e-17	1.449622839357337e-15	2.2364816147293737e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.002900003354	1.4684884269292063e-15	3.37216030108039e-17	1.6041390374462733e-15	2.5891670114571463e-17	1.6943740090963384e-15	2.7742912741050543e-17	9.756016657827244e-16	1.0277301971003353e-17	1.4495380273513057e-15	2.225575996028649e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.05290000336	1.468568582153994e-15	3.346858463196084e-17	1.6041928904074287e-15	2.5733417186944003e-17	1.6943237777697094e-15	2.7565807381314306e-17	9.755880207193405e-16	1.0278123236831493e-17	1.4494492424092668e-15	2.2146960748733784e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.10290000336	1.468644709674508e-15	3.32173701201354e-17	1.6042458685870591e-15	2.5576188421879876e-17	1.6942635215929149e-15	2.7389763156275505e-17	9.755736024385623e-16	1.027906085817514e-17	1.4493564371813919e-15	2.2038642855455264e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.15290000336	1.468716721105832e-15	3.29685413898786e-17	1.604297962901196e-15	2.542034876698792e-17	1.6941930767917809e-15	2.7215171021574794e-17	9.755584162355306e-16	1.0280120241982629e-17	1.4492595641985217e-15	2.193103589138058e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.202900003365	1.468784527917418e-15	3.2722694283622445e-17	1.6043491641624542e-15	2.5266271485609005e-17	1.6941122793441444e-15	2.704243091653493e-17	9.755424674050569e-16	1.0281306852054726e-17	1.4491585758323927e-15	2.182437446584142e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.25290000337	1.4688480414321122e-15	3.248043747068686e-17	1.6043994630802647e-15	2.5114337546924015e-17	1.6940209649776014e-15	2.6871951111919408e-17	9.755257612414196e-16	1.0282626205634914e-17	1.4490534243380632e-15	2.1718897872986846e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.30290000337	1.4689071728270514e-15	3.224239113863177e-17	1.6044488502592545e-15	2.496493491275834e-17	1.6939189691660296e-15	2.6704147445575922e-17	9.75508303038496e-16	1.0284083870120012e-17	1.4489440617982269e-15	2.161484973110198e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.352900003374	1.4689618331304304e-15	3.200918546057575e-17	1.6044973162010512e-15	2.481845771374462e-17	1.693806127128675e-15	2.6539442437767168e-17	9.754900980896597e-16	1.0285685459454955e-17	1.4488304401364726e-15	2.151247757186674e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.40290000338	1.4690119332202545e-15	3.178145882301109e-17	1.6045448513021095e-15	2.467530530812272e-17	1.6936822738259246e-15	2.6378264278542022e-17	9.754711516879253e-16	1.0287436630578997e-17	1.4487125111809251e-15	2.141203237666552e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.45290000338	1.4690573838249252e-15	3.1559855800503435e-17	1.6045914458562541e-15	2.4535881217100238e-17	1.693547243958278e-15	2.622104568024184e-17	9.754514691257755e-16	1.0289343079716629e-17	1.4485902265793901e-15	2.1313768057320524e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.50290000338	1.469098095519149e-15	3.1345024865839494e-17	1.6046370900515818e-15	2.440059193176339e-17	1.6934008719632136e-15	2.606822258924935e-17	9.754310556953483e-16	1.0291410538555023e-17	1.4484635378417811e-15	2.1217940878964555e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.552900003386	1.4691339787246014e-15	3.113761582748462e-17	1.6046817739721266e-15	2.4269845587731904e-17	1.693242992012561e-15	2.59202327525133e-17	9.754099166883217e-16	1.0293644770413406e-17	1.4483323963480759e-15	2.1124808823177562e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.60290000339	1.469164943707627e-15	3.093827698981498e-17	1.604725487597859e-15	2.4144050505403057e-17	1.693073438010836e-15	2.5777514135964743e-17	9.75388057395857e-16	1.0296051566187188e-17	1.4481967532793699e-15	2.103463089000446e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.65290000339	1.4691909005781108e-15	3.0747652036433455e-17	1.6047682208023747e-15	2.402361359541769e-17	1.6928920435913565e-15	2.5640503194005125e-17	9.753654831088126e-16	1.0298636740346244e-17	1.4480565597186438e-15	2.0947666338063653e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.702900003394	1.4692117592872586e-15	3.056637664226546e-17	1.6048099633562696e-15	2.39089386311508e-17	1.692698642115263e-15	2.55096329915445e-17	9.753421991175303e-16	1.0301406126643825e-17	1.4479117665659064e-15	2.0864173862705475e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.7529000034	1.4692274296304393e-15	3.039507482602148e-17	1.6048507049234412e-15	2.3800424392543937e-17	1.6924930666685474e-15	2.5385331182764584e-17	9.753182107120647e-16	1.0304365573989325e-17	1.447762324596534e-15	2.0784410712902296e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.8029000034	1.4692378229664885e-15	3.023433912104692e-17	1.6048904352890937e-15	2.3698453282515943e-17	1.6922751569806923e-15	2.526800757689427e-17	9.752935232018407e-16	1.0307520819856587e-17	1.447608187184628e-15	2.0708626133208e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.8529000034	1.469242899316997e-15	3.0084292286949116e-17	1.6049291505083932e-15	2.3603133022761803e-17	1.6920449481328537e-15	2.5157771910822795e-17	9.752681424601e-16	1.0310874156168305e-17	1.4474493850879542e-15	2.063690737813742e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.902900003406	1.469242673021953e-15	2.994453448046149e-17	1.6049668536454963e-15	2.3514265506725103e-17	1.6918026932213022e-15	2.505439983424659e-17	9.752420749892264e-16	1.0314424028286953e-17	1.4472860355726503e-15	2.0569161157606513e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57004.95290000341	1.4692371611199524e-15	2.981462238734068e-17	1.605003548033617e-15	2.3431629210892198e-17	1.6915486565389612e-15	2.4957641515078815e-17	9.752153273241094e-16	1.0318168686461569e-17	1.4471182602272226e-15	2.050528207112322e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.00290000341	1.4692263804904041e-15	2.9694099032562917e-17	1.605039236899826e-15	2.335499643435081e-17	1.6912831021070338e-15	2.4867240515175763e-17	9.751879059995238e-16	1.032210639078422e-17	1.4469461805367592e-15	2.0445162693107847e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.052900003415	1.4692103478499091e-15	2.958249718779681e-17	1.6050739233669912e-15	2.328413494976472e-17	1.6910062936786745e-15	2.478293563421152e-17	9.751598175495258e-16	1.0326235413398104e-17	1.4467699178537598e-15	2.0388694345950442e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.10290000342	1.4691890797528444e-15	2.9479342765058665e-17	1.6051076104513296e-15	2.321880964254495e-17	1.690718494742858e-15	2.470446274090754e-17	9.751310685079411e-16	1.0330554040628508e-17	1.4465895933344943e-15	2.0335767863329305e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.15290000342	1.4691625925932322e-15	2.9384158169334235e-17	1.605140301064162e-15	2.3158784127614927e-17	1.6904199685289822e-15	2.4631556580153052e-17	9.751016654082516e-16	1.0335060575148668e-17	1.4464053280318134e-15	2.0286274340569045e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.20290000342	1.4691309026047013e-15	2.929646558557637e-17	1.6051719980128383e-15	2.310382233477686e-17	1.6901109780102459e-15	2.456395254566559e-17	9.750716147833348e-16	1.033975333798478e-17	1.4462172428527216e-15	2.0240105868992607e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.25290000343	1.4690940258583448e-15	2.9215790178049533e-17	1.605202703996901e-15	2.3053690053815198e-17	1.6897917859080231e-15	2.4501388408700916e-17	9.750409231659102e-16	1.034463067041211e-17	1.446025458555724e-15	2.0197156251516155e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.30290000343	1.4690519782664203e-15	2.9141663183082584e-17	1.6052324216130314e-15	2.300815643190198e-17	1.6894626546949975e-15	2.4443605994510195e-17	9.750095970881084e-16	1.0349690935791262e-17	1.4458300957693905e-15	2.0157321696876427e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.35290000343	1.4690047755813762e-15	2.9073624879711387e-17	1.6052611533522289e-15	2.2966995416714986e-17	1.689123846600564e-15	2.439035279934378e-17	9.749776430818158e-16	1.0354932521420993e-17	1.4456312749897022e-15	2.012050149025081e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.402900003435	1.4689524333937872e-15	2.9011227425299614e-17	1.6052889016001356e-15	2.2929987139692542e-17	1.6887756236130983e-15	2.4341383541954843e-17	9.749450676785736e-16	1.036035384003437e-17	1.445429116574749e-15	2.0086598638199683e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.45290000344	1.468894967135743e-15	2.895403754697065e-17	1.6053156686368511e-15	2.2896919234918095e-17	1.6884182474852113e-15	2.4296461644714736e-17	9.749118774093194e-16	1.0365953331549643e-17	1.445223740755336e-15	2.0055520486161496e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.50290000344	1.4688323920808877e-15	2.8901639081868266e-17	1.6053414566394286e-15	2.2867588089884577e-17	1.6880519797373572e-15	2.425536064040841e-17	9.748780788049336e-16	1.0371729464431395e-17	1.4450152676217258e-15	2.002717930689168e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.552900003444	1.4687647233406405e-15	2.8853635362730664e-17	1.6053662676766512e-15	2.2841800025562158e-17	1.687677081661097e-15	2.4217865501935956e-17	9.74843678395607e-16	1.0377680737193556e-17	1.4448038171581095e-15	2.00014928585799e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.60290000345	1.4686919758700395e-15	2.8809651446901446e-17	1.60539010371555e-15	2.2819372403752726e-17	1.6872938143240939e-15	2.4183773892877983e-17	9.748086827114147e-16	1.0383805679660769e-17	1.4445895091842699e-15	1.9978384911444408e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.65290000345	1.4686141644643913e-15	2.8769336189452756e-17	1.6054129666165506e-15	2.2800134660504815e-17	1.6869024385732618e-15	2.4152897337796397e-17	9.747730982819007e-16	1.0390102854237268e-17	1.4443724634483918e-15	1.9957785741903664e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.70290000345	1.4685313037611018e-15	2.873236416270907e-17	1.6054348581355527e-15	2.2783929265075236e-17	1.6865032150392716e-15	2.4125062311718154e-17	9.74736931636379e-16	1.0396570857008288e-17	1.4441527995289478e-15	1.993963259347586e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.752900003456	1.4684434082377287e-15	2.869843742559956e-17	1.6054557799238385e-15	2.2770612604284058e-17	1.68609640413957e-15	2.4100111248902067e-17	9.747001893036605e-16	1.0403208318851758e-17	1.4439306369142503e-15	1.9923870103832888e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.80290000346	1.4683504922146298e-15	2.866728714754861e-17	1.605475733527193e-15	2.2760055792603713e-17	1.6856822660837164e-15	2.407790347126798e-17	9.746628778124268e-16	1.0410013906366482e-17	1.4437060949600237e-15	1.9910450697358626e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.85290000346	1.4682525698553532e-15	2.8638675092112077e-17	1.6054947203873849e-15	2.2752145408565086e-17	1.6852610608758803e-15	2.4058316037281966e-17	9.746250036907419e-16	1.0416986322791766e-17	1.4434792928920562e-15	1.989933494282887e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.902900003464	1.4681496551633645e-15	2.861239496574208e-17	1.6055127418398079e-15	2.27467841583538e-17	1.6848330483199176e-15	2.4041244512195693e-17	9.745865734664538e-16	1.0424124308787754e-17	1.4432503498698422e-15	1.9890491875767363e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57005.95290000347	1.4680417619857094e-15	2.858827363732629e-17	1.6055297991176416e-15	2.2743891467346093e-17	1.684398488022406e-15	2.4026603660574368e-17	9.7454759366708e-16	1.0431426643131362e-17	1.4430193848805115e-15	1.9883899285136225e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57006.00290000347	1.4679289040135965e-15	2.8566172233632265e-17	1.6055458933471824e-15	2.2743404000644937e-17	1.6839576393968887e-15	2.4014328062040233e-17	9.745080708197932e-16	1.0438892143382548e-17	1.4427865168342929e-15	1.9879543963985966e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57006.05290000347	1.4678110947790486e-15	2.854598711505998e-17	1.6055610255504782e-15	2.2745276113252062e-17	1.6835107616683953e-15	2.4004372650934233e-17	9.744680114514216e-16	1.0446519666417734e-17	1.442551864530041e-15	1.9877421923743473e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57006.102900003476	1.467688347658447e-15	2.852765073568077e-17	1.6055751966456994e-15	2.2749480230629536e-17	1.6830581138760703e-15	2.399671318038814e-17	9.744274220884481e-16	1.0454308108855469e-17	1.4423155466499337e-15	1.9877538571751438e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57006.15290000348	1.4675606758714404e-15	2.8511132390001105e-17	1.6055884074446405e-15	2.2756007160077753e-17	1.6825999548782316e-15	2.3991346610950367e-17	9.743863092570109e-16	1.046225640744536e-17	1.4420776817700776e-15	1.98799088516673e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57006.20290000348	1.4674280924809457e-15	2.849643884819245e-17	1.6056006586557272e-15	2.2764866332983817e-17	1.6821365433558644e-15	2.3988291423535014e-17	9.74344679482946e-16	1.0470363539401585e-17	1.441838388341947e-15	1.9884557346281773e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57006.252900003485	1.467290610393848e-15	2.84836148794771e-17	1.605611950882651e-15	2.2776085977882973e-17	1.6816681378163089e-15	2.3987587855977794e-17	9.743025392917595e-16	1.0478628522532263e-17	1.4415977847798918e-15	1.9891518342264532e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57006.30290000349	1.4671482423604179e-15	2.847274366256616e-17	1.605622284623538e-15	2.2789713223865456e-17	1.6811949965975373e-15	2.3989298062062134e-17	9.742598952086267e-16	1.0487050415406782e-17	1.441355989325897e-15	1.990083585632377e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57006.35290000349	1.4670010009760621e-15	2.8463947079782044e-17	1.6056316602721737e-15	2.2805814133345826e-17	1.6807173778716954e-15	2.3993506191344583e-17	9.742167537584066e-16	1.049562831744466e-17	1.4411131201609575e-15	1.9912563622169183e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57006.40290000349	1.4668488986797679e-15	2.845738589050858e-17	1.6056400781183953e-15	2.2824473663193933e-17	1.6802355396496723e-15	2.4000318387605423e-17	9.741731214656425e-16	1.0504361368715727e-17	1.4408692953493903e-15	1.9926765037699618e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57006.452900003496	1.4666919477563991e-15	2.845325977718292e-17	1.6056475383467525e-15	2.284579555255798e-17	1.6797497397837935e-15	2.400986270330557e-17	9.741290048546184e-16	1.0513248750006831e-17	1.440624632878612e-15	1.994351307172641e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57006.5029000035	1.4665301603332696e-15	2.845180725615114e-17	1.6056540410362057e-15	2.28699021356511e-17	1.6792602359732076e-15	2.4022288926921854e-17	9.740844104492163e-16	1.0522289682482073e-17	1.4403792506405755e-15	1.9962890129605036e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57006.5529000035	1.4663635483854015e-15	2.845330544362717e-17	1.605659586162854e-15	2.2896934077438444e-17	1.6787672857666274e-15	2.403776831975727e-17	9.740393447730886e-16	1.0531483427467279e-17	1.4401332664185111e-15	1.9984987877127672e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57006.602900003505	1.4661921237304996e-15	2.845806966567539e-17	1.6056641735963756e-15	2.2927050029804076e-17	1.678271146566313e-15	2.405649325829943e-17	9.739938143495997e-16	1.054082928608896e-17	1.43988679790549e-15	2.0009907022001464e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57006.65290000351	1.4660158980328095e-15	2.8466452900076646e-17	1.6056678031035414e-15	2.296042620600846e-17	1.6777720756330988e-15	2.4078676778225424e-17	9.739478257017263e-16	1.0550326598758022e-17	1.4396399627388961e-15	2.0037757052424606e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57006.70290000351	1.4658348828021023e-15	2.847884503651582e-17	1.6056704743447242e-15	2.2997255870807985e-17	1.6772703300885475e-15	2.4104552015865564e-17	9.739013853522152e-16	1.0559974744752108e-17	1.4393928784473912e-15	2.0068655932223224e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
