MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_g'	sdss_g'_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	sdss_u'	sdss_u'_err	sdss_z'	sdss_z'_err
55708.25000000377	3.944197123153759e-16	1.3463235356367751e-17	4.479810790469767e-16	7.433877134004192e-18	6.822724371337381e-16	1.5466373985563657e-17	1.6938796772813867e-16	1.0431759375330534e-17	6.242663794666975e-16	1.4570942392343004e-17	4.891035240087935e-16	2.696509962516342e-17	4.944191678576391e-16	1.2196972679799556e-17	6.631490066944688e-16	3.2778792985258204e-17	1.7553789992175688e-16	1.8636010650710564e-17	3.105824415727505e-16	6.589727237890241e-18
55708.30000000377	3.941972281959599e-16	1.338422712322897e-17	4.475745386825219e-16	7.432329750768491e-18	6.816629412756649e-16	1.546623232696378e-17	1.691986998654436e-16	1.0383381969640131e-17	6.235409205107832e-16	1.4584818257750058e-17	4.885987056138558e-16	2.6985465868462494e-17	4.940953247386831e-16	1.2176842397240589e-17	6.624262247084792e-16	3.278262986473078e-17	1.7544830518744203e-16	1.8549613082644554e-17	3.1045108700232604e-16	6.5843450770044786e-18
55708.350000003775	3.939737403104064e-16	1.3308509230958584e-17	4.471677361640416e-16	7.43081807123875e-18	6.810529657364504e-16	1.5466180350587627e-17	1.6900955897155907e-16	1.0338868186938917e-17	6.228168401739861e-16	1.4599017429323875e-17	4.880937510539513e-16	2.7006093831969897e-17	4.937702947562486e-16	1.215850772812332e-17	6.617072257132256e-16	3.278775241206796e-17	1.7535798250477946e-16	1.84689051044686e-17	3.1031978319751596e-16	6.579168859064798e-18
55708.40000000378	3.93749125177966e-16	1.3236477930007472e-17	4.46760685241032e-16	7.429352851442195e-18	6.804425024562775e-16	1.5466232102043033e-17	1.6882054316468663e-16	1.0298502740003372e-17	6.220941425782237e-16	1.4613547481110615e-17	4.875886439775885e-16	2.7027050493548385e-17	4.934440579858146e-16	1.2142090419807222e-17	6.609920617700438e-16	3.279427219076337e-17	1.7526690833650751e-16	1.8394292601722685e-17	3.10188525243768e-16	6.574205537554001e-18
55708.45000000378	3.935232593031125e-16	1.3168536065189995e-17	4.463533996621885e-16	7.427945065366444e-18	6.798315433740552e-16	1.546640183802699e-17	1.6863165056311762e-16	1.0262571472928376e-17	6.213728318464585e-16	1.4628416052387054e-17	4.870833680257864e-16	2.7048403087347457e-17	4.931165944903433e-16	1.2127712039696625e-17	6.602807849620784e-16	3.2802300891258844e-17	1.7517505913769582e-16	1.832618229427373e-17	3.1005730822621243e-16	6.569462065025989e-18
55708.50000000378	3.9329601917466047e-16	1.3105091611473227e-17	4.459458931754481e-16	7.426605895177075e-18	6.792200804273056e-16	1.5466704008364513e-17	1.6844287928513024e-16	1.0231359955111092e-17	6.206529121016877e-16	1.464363083971146e-17	4.865779068319752e-16	2.707021899307576e-17	4.927878843201339e-16	1.2115493629145005e-17	6.595734473948969e-16	3.281195012959985e-17	1.7508241135556752e-16	1.8264979962735326e-17	3.0992612722961634e-16	6.564945385900124e-18
55708.55000000379	3.930672812647423e-16	1.3046556003046158e-17	4.455381795279321e-16	7.425346721038462e-18	6.786081055522062e-16	1.5467153237505687e-17	1.682542274490815e-16	1.020515196098174e-17	6.199343874678457e-16	1.4659199589196277e-17	4.860722440218694e-16	2.7092565621782594e-17	4.924579075127242e-16	1.2105555340935984e-17	6.588701011969167e-16	3.282333123932408e-17	1.7498894142934526e-16	1.8211088540005534e-17	3.097949773383881e-16	6.560662429084045e-18
55708.60000000379	3.928369220279045e-16	1.2993342255022315e-17	4.45130272466083e-16	7.424179110477312e-18	6.779956106835638e-16	1.5467764305461795e-17	1.6806569317332761e-16	1.0184227847010065e-17	6.192172620688476e-16	1.4675130087521326e-17	4.85566363213367e-16	2.7115510298200582e-17	4.921266440927405e-16	1.209801606174801e-17	6.581707985200159e-16	3.283655505673619e-17	1.7489462579008107e-16	1.816490608081205e-17	3.096638536365715e-16	6.556620100399119e-18
55708.65000000379	3.926048179000963e-16	1.2945862882346984e-17	4.447221857355843e-16	7.423114807310152e-18	6.773825877547693e-16	1.5468552128189123e-17	1.6787727457624875e-16	1.0168862843440564e-17	6.185015400295954e-16	1.4691430153917097e-17	4.850602480164236e-16	2.7139120139756284e-17	4.917940740718259e-16	1.2092993021334966e-17	6.574755915400909e-16	3.2851731699912916e-17	1.747994408604769e-16	1.8126823626044104e-17	3.0953275120782056e-16	6.552825274825842e-18
55708.700000003795	3.9237084529776994e-16	1.2904527626100114e-17	4.443139330814713e-16	7.422165720103486e-18	6.767690286978495e-16	1.5469531737433147e-17	1.6768896977626335e-16	1.0159325281016918e-17	6.177872254751927e-16	1.470810763109734e-17	4.845538820329587e-16	2.716346193225969e-17	4.91460177448472e-16	1.2090601390461193e-17	6.567845324575181e-16	3.286897034171657e-17	1.747033630547241e-16	1.8097222982888466e-17	3.094016651353992e-16	6.549284788579253e-18
55708.7500000038	3.921348806168736e-16	1.2869741004278988e-17	4.4390552824809624e-16	7.421343910180209e-18	6.761549254434508e-16	1.547071825999072e-17	1.6750077689178794e-16	1.015587477757777e-17	6.170743225314399e-16	1.472517037749011e-17	4.840472488567303e-16	2.7188602002446916e-17	4.91124934207952e-16	1.2090953869816604e-17	6.560976734977765e-16	3.288837897722197e-17	1.7460636877833429e-16	1.8076474445760388e-17	3.092705905021597e-16	6.54600543101283e-18
55708.8000000038	3.9189680023191875e-16	1.2841899710494375e-17	4.434969849791741e-16	7.420661579142047e-18	6.755402699207136e-16	1.5472126896489684e-17	1.6731269404123e-16	1.015876041263782e-17	6.163628353245515e-16	1.4742626257326776e-17	4.835403320732319e-16	2.721460608742813e-17	4.907883243220811e-16	1.2094160272527776e-17	6.554150669119686e-16	3.291006418600464e-17	1.745084344279836e-16	1.8064934486734166e-17	3.0913952239054133e-16	6.542993936349625e-18
55708.850000003804	3.9165648049501804e-16	1.2821389891711397e-17	4.430883170178207e-16	7.420131055944105e-18	6.749250540573982e-16	1.5473772899560372e-17	1.671247193430497e-16	1.0168218920632322e-17	6.156527679813965e-16	1.476048313244311e-17	4.830331152595672e-16	2.7241539201215052e-17	4.904503277492299e-16	1.210032710304459e-17	6.547367649773191e-16	3.293413088973096e-17	1.7440953639131417e-16	1.8062943447571083e-17	3.0900845588254943e-16	6.540256975284381e-18
55708.90000000381	3.9141379773491143e-16	1.280858434248566e-17	4.4267953810657883e-16	7.41976478346504e-18	6.743092697797937e-16	1.547567155148927e-17	1.6693685091567314e-16	1.0184472936166658e-17	6.149441246290453e-16	1.477874885258039e-17	4.825255819843559e-16	2.7269465498480797e-17	4.901109244341243e-16	1.2109557135450374e-17	6.540628199977708e-16	3.296068210558544e-17	1.743096510467944e-16	1.8070823267606284e-17	3.088773860597534e-16	6.537801146414366e-18
55708.95000000381	3.911686282560389e-16	1.2803839660085944e-17	4.42270661987377e-16	7.419575304626515e-18	6.736929090127192e-16	1.5477838141334094e-17	1.6674908687752669e-16	1.0207729324569471e-17	6.142369093954817e-16	1.4797431246734888e-17	4.820177158076049e-16	2.729844813570407e-17	4.897700943077702e-16	1.2121948994323369e-17	6.53393284304507e-16	3.298981869615333e-17	1.7420875476353927e-16	1.8088875283890083e-17	3.0874630800326033e-16	6.5356329675531905e-18
55709.00000000381	3.909208527532799e-16	1.280747719079708e-17	4.418617024953853e-16	7.41957493337177e-18	6.730759638832766e-16	1.5480286888738476e-17	1.6656142556726147e-16	1.0238166123794607e-17	6.135311260159294e-16	1.481653748259292e-17	4.815095011984364e-16	2.732854401484396e-17	4.894278182271498e-16	1.2137589946817276e-17	6.527282068133379e-16	3.3021631218273895e-17	1.7410682505401919e-16	1.811735964379907e-17	3.086152169226117e-16	6.5337583524422404e-18
55709.050000003816	3.9067041796780617e-16	1.2819554106466128e-17	4.414526748673012e-16	7.419771347512147e-18	6.724584295660212e-16	1.548301622294253e-17	1.66373868618509e-16	1.0275770663944418e-17	6.128267723496706e-16	1.4836065246699322e-17	4.8100093635057065e-16	2.7359732241046813e-17	4.8908409109922285e-16	1.215646068730543e-17	6.52067584949372e-16	3.3056089428616555e-17	1.7400385667161797e-16	1.8156235383822096e-17	3.084841099554899e-16	6.53217541970947e-18
55709.10000000382	3.9041732147691444e-16	1.2839918964963472e-17	4.4104359541867723e-16	7.42016866546546e-18	6.718403035810851e-16	1.5486012408409135e-17	1.661864202014489e-16	1.0320379529629274e-17	6.121238417315688e-16	1.4856004918831976e-17	4.804920300209088e-16	2.7391931764371768e-17	4.887389186434258e-16	1.2178458824419964e-17	6.514113765064782e-16	3.309306953487784e-17	1.7389985763953936e-16	1.8205224537359544e-17	3.083529857237394e-16	6.5308762665697176e-18
55709.15000000382	3.901615621396222e-16	1.2868395243969061e-17	4.406344804924077e-16	7.420770975659755e-18	6.712215835073866e-16	1.5489261375222055e-17	1.6599908455149003e-16	1.0371809279819453e-17	6.114223273812242e-16	1.4876346662381875e-17	4.799827912295527e-16	2.7425058922323067e-17	4.88392306843645e-16	1.2203475562299675e-17	6.507595382862251e-16	3.313244308888138e-17	1.7379483631290668e-16	1.826402179976909e-17	3.0822184288690706e-16	6.529852751455974e-18
55709.200000003824	3.8990313878831533e-16	1.2904787956921126e-17	4.4022534643092037e-16	7.421582428308731e-18	6.706022669224347e-16	1.5492749047624352e-17	1.6581186590406764e-16	1.0429861629554985e-17	6.10722222518454e-16	1.4897080620131617e-17	4.794732289878986e-16	2.745902910232738e-17	4.880442616698649e-16	1.223139817540966e-17	6.501120271176581e-16	3.3174079600400373e-17	1.7368880103726368e-16	1.8332302343119782e-17	3.080906801040586e-16	6.529096656184966e-18
55709.25000000383	3.89642050228751e-16	1.2948885564726827e-17	4.398162095763015e-16	7.422607233547729e-18	6.699823514021997e-16	1.549646136008604e-17	1.656247684946376e-16	1.0494325280796087e-17	6.10023520363559e-16	1.4918196921836532e-17	4.789633522987452e-16	2.7493756883915915e-17	4.876947890781455e-16	1.2262110467321353e-17	6.494687998568344e-16	3.321784680371675e-17	1.7358176014860446e-16	1.8409724206473892e-17	3.079594960337615e-16	6.528599695559418e-18
55709.30000000383	3.8937829524003064e-16	1.3000461953603927e-17	4.3940708627020495e-16	7.423849659183113e-18	6.693618345211172e-16	1.5500384272702876e-17	1.6543779655869016e-16	1.0564977776683867e-17	6.093262141375799e-16	1.493968569268056e-17	4.784531701563311e-16	2.7529156176092005e-17	4.873438950107204e-16	1.2295493223288291e-17	6.488298133864336e-16	3.3263610916570004e-17	1.7347372197344963e-16	1.8495930703870068e-17	3.078282893340939e-16	6.528353526820953e-18
55709.35000000383	3.8911187257460024e-16	1.3059278444488914e-17	4.3899799285402293e-16	7.42531402802673e-18	6.687407138521035e-16	1.5504503786002745e-17	1.6525095433178457e-16	1.064158734665357e-17	6.086302970616187e-16	1.4961537060910453e-17	4.779426915464342e-16	2.7565140349738703e-17	4.869915853959743e-16	1.233142465350711e-17	6.481950246153704e-16	3.33112368909162e-17	1.7336469482891223e-16	1.8590552814124532e-17	3.07697058662631e-16	6.528349758971358e-18
55709.400000003836	3.8884278095827343e-16	1.312508580057896e-17	4.3858894566880617e-16	7.42700471481529e-18	6.681189869665658e-16	1.5508805955163216e-17	1.6506424604948432e-16	1.0723914712319944e-17	6.079357623579473e-16	1.4983741165365132e-17	4.774319254464234e-16	2.760162236497118e-17	4.866378661485586e-16	1.2369780824205822e-17	6.475643904783036e-16	3.336058865516382e-17	1.7325468702273996e-16	1.86932115199347e-17	3.0756580267644713e-16	6.528579961924754e-18
55709.45000000384	3.885710190901838e-16	1.3197626202377923e-17	4.381799610553285e-16	7.428926142800104e-18	6.67496651434418e-16	1.551327690355928e-17	1.6487767594750732e-16	1.0811714828162547e-17	6.072426032486087e-16	1.5006288162695375e-17	4.769208808253378e-16	2.7638514893421265e-17	4.862827431693383e-16	1.2410436074084768e-17	6.469378679352832e-16	3.3411529347406495e-17	1.7314370685340366e-16	1.8803520067731403e-17	3.074345200321206e-16	6.529035675484771e-18
55709.50000000384	3.8829658564279896e-16	1.3276635162767007e-17	4.3777105535414763e-16	7.431082779868244e-18	6.668737048239778e-16	1.5517902835791265e-17	1.6469124826155909e-16	1.0904738536299415e-17	6.065508129567881e-16	1.502916823437906e-17	4.764095666439634e-16	2.7675730435354944e-17	4.859262223455158e-16	1.245326341399234e-17	6.463154139713373e-16	3.3463921539453375e-17	1.7303176261013475e-16	1.8921086124292484e-17	3.0730320938570987e-16	6.5297084181613715e-18
55709.550000003845	3.880194792619165e-16	1.3361843358407645e-17	4.373622449055822e-16	7.433479134297444e-18	6.66250144702066e-16	1.5522670049989854e-17	1.6450496722752067e-16	1.1002734117195417e-17	6.058603847056865e-16	1.5052371593837617e-17	4.758979918549045e-16	2.7713181431631124e-17	4.85568309550658e-16	1.2498134908108104e-17	6.456969855960029e-16	3.3517627451365735e-17	1.7291886257298824e-16	1.9045513810681553e-17	3.0717186939277523e-16	6.530589695787682e-18
55709.60000000385	3.8773969856664705e-16	1.345297835777564e-17	4.3695354604975736e-16	7.436119750138785e-18	6.656259686339817e-16	1.5527564949583808e-17	1.6431883708133484e-16	1.1105448725070227e-17	6.051713117191821e-16	1.5075888492399493e-17	4.753861654026311e-16	2.7750780370533908e-17	4.852090106446782e-16	1.2544922035136298e-17	6.450825398429661e-16	3.3572509156383434e-17	1.728050150129259e-16	1.9176405598470116e-17	3.070404987083612e-16	6.531671009958641e-18
55709.65000000385	3.8745724214943874e-16	1.3549766230420284e-17	4.3654497512668453e-16	7.43900920217175e-18	6.650011741834598e-16	1.553257405444974e-17	1.641328620590591e-16	1.1212629698179533e-17	6.04483587221757e-16	1.5099709226076602e-17	4.748740962235839e-16	2.7788439889468004e-17	4.848483314739566e-16	1.2593496028568546e-17	6.444720337695883e-16	3.362842877611729e-17	1.7269022819184875e-16	1.931336405772076e-17	3.0690909598698865e-16	6.5329438662605036e-18
55709.70000000385	3.871721085760062e-16	1.3651933025845747e-17	4.3613654847621587e-16	7.442152090523548e-18	6.6437575891269e-16	1.5537684011405414e-17	1.6394704639689507e-16	1.1324025740549984e-17	6.037972044382729e-16	1.5123824141486786e-17	4.743617932462415e-16	2.78260728715858e-17	4.844862778713084e-16	1.2643728195154984e-17	6.438654244565685e-16	3.368524866595625e-17	1.725745103626763e-16	1.9455993450244183e-17	3.0677765988267326e-16	6.534399782310605e-18
55709.750000003856	3.868842963854034e-16	1.3759206114630255e-17	4.357282824381238e-16	7.445553034852585e-18	6.63749720382321e-16	1.5542881604178006e-17	1.637613943311756e-16	1.1439387972977675e-17	6.031121565939324e-16	1.514822364167848e-17	4.738492653911612e-16	2.7863592537422216e-17	4.84122855656091e-16	1.269549021123282e-17	6.432626690074446e-16	3.3742831590744483e-17	1.7245786976940248e-16	1.9603901165234795e-17	3.0664618904889014e-16	6.536030295577069e-18
55709.80000000386	3.8659380408994584e-16	1.3871315387589338e-17	4.353201933521049e-16	7.449216668231498e-18	6.631230561514692e-16	1.5548153762696575e-17	1.6357591009835987e-16	1.1558470855354159e-17	6.024284369146575e-16	1.517289819169244e-17	4.73336521571074e-16	2.7900912531584706e-17	4.83758070634177e-16	1.274865439669112e-17	6.426637245482448e-16	3.3801040890728757e-17	1.7234031464715176e-16	1.9756698997649152e-17	3.0651468213860943e-16	6.537826971004295e-18
55709.85000000386	3.863006301752562e-16	1.3987994312103135e-17	4.349122975578405e-16	7.453147630563828e-18	6.624957637776515e-16	1.5553487571833895e-17	1.6339059793510983e-16	1.1681032984136339e-17	6.017460386267e-16	1.5197838323975218e-17	4.728235706909614e-16	2.793794700463605e-17	4.833919285980608e-16	1.2803093966632158e-17	6.420685482270317e-16	3.3859740637924926e-17	1.7222185322224296e-16	1.9914004272334052e-17	3.063831378042586e-16	6.5397814084095475e-18
55709.900000003865	3.8600477310021916e-16	1.410898084747957e-17	4.3450461139496657e-16	7.457350561716516e-18	6.618678408168595e-16	1.5558870279577368e-17	1.632054620782386e-16	1.1806837770608245e-17	6.010649549569116e-16	1.522303464314312e-17	4.723104216481139e-16	2.797461069023691e-17	4.830244353268367e-16	1.28586832611068e-17	6.414770972134969e-16	3.391879578304737e-17	1.7210249371226205e-16	2.0075440819342345e-17	3.062515546977391e-16	6.541885249675453e-18
55709.95000000387	3.857062312970035e-16	1.4234018223309793e-17	4.3409715120320237e-16	7.461830094280966e-18	6.612392848235205e-16	1.5564289304503536e-17	1.6302050676472535e-16	1.1935654007241416e-17	6.003851791325347e-16	1.5248477831763778e-17	4.717970833322045e-16	2.8010818977711336e-17	4.826555965863006e-16	1.2915297953286673e-17	6.408893286985758e-16	3.397807229314698e-17	1.719822443260964e-16	2.024063980732325e-17	3.0611993147041646e-16	6.5441301857192716e-18
55710.00000000387	3.8540500317102944e-16	1.436285558660726e-17	4.336899333222635e-16	7.466590845912368e-18	6.606100933504816e-16	1.5569732242871905e-17	1.6283573623175944e-16	1.206725633011718e-17	5.99706704381296e-16	1.527415865377693e-17	4.712835646253576e-16	2.804648798012642e-17	4.82285418128946e-16	1.2972815236840668e-17	6.40305199893982e-16	3.403743728022273e-17	1.7186111326401984e-16	2.0409240443492624e-17	3.059882667731236e-16	6.546507963249669e-18
55710.050000003874	3.851010871009805e-16	1.4495248525026795e-17	4.3328297409197926e-16	7.471637411448902e-18	6.599802639490192e-16	1.5575186874928065e-17	1.6265115471676492e-16	1.2201425586306695e-17	5.990295239314216e-16	1.530006795996818e-17	4.707698744022297e-16	2.8081534598050605e-17	4.819139056939901e-16	1.303111399315001e-17	6.397246680318226e-16	3.409675912100788e-17	1.7173910871774288e-16	2.0580890549441013e-17	3.0585655925614443e-16	6.549010391299904e-18
55710.10000000388	3.847944814387803e-16	1.463095947417155e-17	4.3287628985232314e-16	7.476974354567536e-18	6.593497941688588e-16	1.5580641170785306e-17	1.6246676645731947e-16	1.2337949114985126e-17	5.983536310116136e-16	1.5326196691497557e-17	4.702560215300665e-16	2.811587657910424e-17	4.815410650074853e-16	1.3090074939369668e-17	6.391476903641888e-16	3.415590756821884e-17	1.71616238870475e-16	2.075524702264874e-17	3.057248075692305e-16	6.551629347550888e-18
55710.15000000388	3.844851845095983e-16	1.4769758017891327e-17	4.324698969433255e-16	7.482606199210908e-18	6.587186815581389e-16	1.5586083295702903e-17	1.6228257569127997e-16	1.2476620951330628e-17	5.976790188507524e-16	1.5352535884451938e-17	4.697420148687858e-16	2.814943257351049e-17	4.811669017822658e-16	1.3149580758215044e-17	6.385742241627356e-16	3.4214753853546197e-17	1.714925118969747e-16	2.0931976193847297e-17	3.0559301036157415e-16	6.554356784427735e-18
55710.20000000388	3.841731946118254e-16	1.4911421090510612e-17	4.3206381170527087e-16	7.488537420621866e-18	6.580869236633885e-16	1.559150161479859e-17	1.620985866567256e-16	1.2617241961986004e-17	5.970056806788139e-16	1.537907667270074e-17	4.692278632710426e-16	2.818212218571864e-17	4.807914217181071e-16	1.3209516210491551e-17	6.38004226718234e-16	3.427317078269342e-17	1.7136793596362933e-16	2.111075409040287e-17	3.0546116628183115e-16	6.5571847349889155e-18
55710.250000003885	3.8385851001708344e-16	1.5055733090232678e-17	4.3165805047860315e-16	7.494772436142617e-18	6.574545180295762e-16	1.5596884697206173e-17	1.6191480359197484e-16	1.2759619920640271e-17	5.96333609725658e-16	1.5405810292627715e-17	4.687135755823008e-16	2.8213866022348e-17	4.804146305016067e-16	1.326976823148222e-17	6.374376553402314e-16	3.433103282277796e-17	1.712425192285102e-16	2.1291266615614516e-17	3.0532927397809416e-16	6.560105318599407e-18
55710.30000000389	3.8354113040793847e-16	1.5202482794299474e-17	4.3125262900345507e-16	7.501314980908983e-18	6.568214626268448e-16	1.560222097379135e-17	1.6173123073562898e-16	1.2903569531349989e-17	5.956627995126093e-16	1.5432727993137562e-17	4.681991606409046e-16	2.8244585736540554e-17	4.800365338063567e-16	1.3330226012189147e-17	6.368744673565692e-16	3.438821618241117e-17	1.7111626984140527e-16	2.14732096536605e-17	3.05197332097907e-16	6.56311074639041e-18
55710.35000000389	3.8322107695311286e-16	1.535141981642492e-17	4.308475540338547e-16	7.508159516850157e-18	6.561877618092728e-16	1.560749391029579e-17	1.615478723265467e-16	1.3048912407491575e-17	5.949932479137469e-16	1.5459819751103434e-17	4.676846272781423e-16	2.827420406892611e-17	4.79657137292953e-16	1.3390781066573779e-17	6.363146201129865e-16	3.444459888482135e-17	1.7098919594392953e-16	2.1656289109175957e-17	3.0506533928824773e-16	6.566193326519025e-18
55710.400000003894	3.8289838735535773e-16	1.550226551338744e-17	4.3044282540638543e-16	7.51529335596404e-18	6.55553424844943e-16	1.5612683209093324e-17	1.613647326038689e-16	1.3195477012629239e-17	5.943249561539296e-16	1.5487074592874418e-17	4.671699843183325e-16	2.830264488533698e-17	4.792764466089687e-16	1.3451327285837535e-17	6.357580709727254e-16	3.450006083432391e-17	1.7086130566954736e-16	2.184022089020138e-17	3.0493329419554367e-16	6.5693454692052595e-18
55710.4500000039	3.8257309971714934e-16	1.5654748258325025e-17	4.300384427799701e-16	7.522703575764913e-18	6.549184611268563e-16	1.5617768706497325e-17	1.6118181580705495e-16	1.3343098570064789e-17	5.936579255444791e-16	1.5514481635607628e-17	4.666552405788713e-16	2.8329833211472654e-17	4.788944673890961e-16	1.3511760980818693e-17	6.352047773161e-16	3.455448387648715e-17	1.7073260714363383e-16	2.202473084238416e-17	3.04801195465646e-16	6.57255969158926e-18
55710.5000000039	3.8224525211490775e-16	1.5808604577860534e-17	4.296344058137898e-16	7.530377218962e-18	6.542828800464205e-16	1.5622730489877908e-17	1.609991261758319e-16	1.34916189462083e-17	5.92992157397418e-16	1.554203011898874e-17	4.661404048703352e-16	2.835569526463104e-17	4.785112052551063e-16	1.3571980913495015e-17	6.346546965401013e-16	3.4607751852365683e-17	1.7060310848355188e-16	2.2209554641785765e-17	3.046690417438471e-16	6.5758286223745655e-18
55710.5500000039	3.8191488259937625e-16	1.5963579290811684e-17	4.292307141672984e-16	7.538301310419819e-18	6.536466909935309e-16	1.562754891171424e-17	1.6081666795028888e-16	1.3640886512924387e-17	5.923276530249393e-16	1.5569709410317173e-17	4.65625485996521e-16	2.838015848268983e-17	4.781266658159213e-16	1.363188831863886e-17	6.341077860579526e-16	3.465975064708744e-17	1.7047281779870886e-16	2.2394437653007333e-17	3.0453683167485735e-16	6.579145006282832e-18
55710.600000003906	3.815820291958496e-16	1.611942558176362e-17	4.2882736750026115e-16	7.546462873657933e-18	6.530099033565602e-16	1.563220460298115e-17	1.606344453708185e-16	1.3790755993404242e-17	5.916644137400412e-16	1.5597509008787504e-17	4.651104927545232e-16	2.8403151550501866e-17	4.777408546676529e-16	1.3691386916518257e-17	6.335640032987137e-16	3.471036823318286e-17	1.7034174319060708e-16	2.2579134758698006e-17	3.0440456390282607e-16	6.582501708316378e-18
55710.65000000391	3.8124672990453262e-16	1.6275905018389e-17	4.284243654726858e-16	7.554848946806648e-18	6.523725265223789e-16	1.563667848605549e-17	1.6045246267814954e-16	1.3941088295218036e-17	5.910024408557452e-16	1.562541854978937e-17	4.645954339348237e-16	2.8424604423850764e-17	4.773537773936298e-16	1.3750382917600196e-17	6.330233057068724e-16	3.475949470894072e-17	1.7020989275290948e-16	2.276341016577466e-17	3.042722370713159e-16	6.5858917178467825e-18
55710.70000000391	3.8090902270081065e-16	1.6432787520465104e-17	4.2802170774483066e-16	7.563446598034206e-18	6.517345698763509e-16	1.5640951787057405e-17	1.6027072411337453e-16	1.409175033406111e-17	5.903417356856959e-16	1.565342780895009e-17	4.640803183213395e-16	2.8444448351119e-17	4.769654395644375e-16	1.3808785020053767e-17	6.324856507419339e-16	3.48070223321699e-17	1.7007727457149595e-16	2.29470371933093e-17	3.041398498233163e-16	6.5893081525006866e-18
55710.750000003914	3.805689455355649e-16	1.6589851288141632e-17	4.276193939772687e-16	7.572242940459675e-18	6.510960428024309e-16	1.5645006047690034e-17	1.6008923391794897e-16	1.4242614851089863e-17	5.896822995445023e-16	1.568152670553061e-17	4.635651546915009e-16	2.8462615892811734e-17	4.765758467379852e-16	1.3866504400909365e-17	6.31950995878e-16	3.485284554962357e-17	1.6994389672453617e-16	2.3129798046254908e-17	3.0400740080122725e-16	6.592744261899252e-18
55710.80000000392	3.802265363354524e-16	1.674688269608352e-17	4.2721742383082717e-16	7.581225146491393e-18	6.504569546830613e-16	1.5648823136515636e-17	1.5990799633368755e-16	1.4393560226244378e-17	5.890241337465213e-16	1.5709705307376007e-17	4.630499518163194e-16	2.847904093912722e-17	4.761850044594875e-16	1.3923454701628117e-17	6.314192986033328e-16	3.489686102243046e-17	1.6980976728252144e-16	2.3311483578790767e-17	3.038748886468669e-16	6.596193431199239e-18
55710.85000000392	3.7988183300323802e-16	1.690367615954137e-17	4.2681579696661014e-16	7.590380461683163e-18	6.498173148992618e-16	1.5652385259801208e-17	1.597270156028131e-16	1.4544470289822055e-17	5.883672396067839e-16	1.573795383266225e-17	4.625347184604689e-16	2.8493658725627134e-17	4.757929182615843e-16	1.3979552008699738e-17	6.308905164199856e-16	3.493896764785673e-17	1.6967489430835936e-16	2.3491893050547257e-17	3.0374231200145846e-16	6.599649184491188e-18
55710.90000000392	3.795348734180589e-16	1.706003397779636e-17	4.264145130459835e-16	7.599696218002526e-18	6.491771328306787e-16	1.5655674971863412e-17	1.5954629596793265e-16	1.469523413402817e-17	5.877116184409132e-16	1.5766262654285702e-17	4.620194633823376e-16	2.8506405847253856e-17	4.753995936643196e-16	1.4034714830069018e-17	6.303646068433609e-16	3.4979066577625236e-17	1.695392858574117e-16	2.3670833878537488e-17	3.036096695056433e-16	6.603105188022106e-18
55710.950000003926	3.7918569543574935e-16	1.7215766159616013e-17	4.2601357173058993e-16	7.609159846618998e-18	6.485364178554681e-16	1.565867518498622e-17	1.5936584167205375e-16	1.4845745925823446e-17	5.870572715649001e-16	1.5794622302716645e-17	4.615041953341184e-16	2.8517220270737575e-17	4.7500503617514e-16	1.408886406784207e-17	6.29841527401812e-16	3.501706123313777e-17	1.6940294997755606e-16	2.3848121387177994e-17	3.034769597994549e-16	6.6065552532760175e-18
55711.00000000393	3.788343368891402e-16	1.7370690235018083e-17	4.2561297268234913e-16	7.618758890114133e-18	6.478951793504799e-16	1.566136917885914e-17	1.5918565695860488e-16	1.4995904722600256e-17	5.864042002952852e-16	1.5823023468847245e-17	4.609889230618625e-16	2.852604134558712e-17	4.746092512890822e-16	1.4141922987911486e-17	6.29321235636224e-16	3.505285731783283e-17	1.6926589470924832e-16	2.4023578558518624e-17	3.033441815223363e-16	6.6099933398963925e-18
55711.05000000393	3.784808355883471e-16	1.7524631056923693e-17	4.252127155634425e-16	7.628481014208341e-18	6.472534266911773e-16	1.5663740609650437e-17	1.5900574607147382e-16	1.5145614291344233e-17	5.857524059488724e-16	1.585145700668741e-17	4.604736553055484e-16	2.8532809813749e-17	4.742122444886442e-16	1.419381718700432e-17	6.288036890995813e-16	3.50863628269668e-17	1.6912812808558377e-16	2.4197035784387227e-17	3.032113333131273e-16	6.613413558467095e-18
55711.100000003935	3.781252293210641e-16	1.7677420595838056e-17	4.248128000363397e-16	7.6383140189321e-18	6.466111692516562e-16	1.566577351862246e-17	1.5882611325495243e-16	1.529478293236025e-17	5.851018898431279e-16	1.587991393588871e-17	4.599584007991742e-16	2.853746781809167e-17	4.738140212439313e-16	1.4244474557565787e-17	6.282888453565963e-16	3.5117488055048715e-17	1.689896581323555e-16	2.436833062191087e-17	3.0307841381005965e-16	6.616810173161479e-18
