MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err
49072.55	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49072.600000000006	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49072.65000000001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49072.70000000001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49072.750000000015	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49072.80000000002	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49072.85000000002	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49072.90000000002	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49072.950000000026	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49073.00000000003	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49073.05000000003	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49073.100000000035	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49073.15000000004	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49073.20000000004	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49073.250000000044	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49073.30000000005	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49073.35000000005	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49073.40000000005	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49073.450000000055	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49073.50000000006	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
49073.55000000006	nan	nan	4.5592727384622655e-15	8.660108568778319e-16	1.1592818390430497e-14	2.5774574326932827e-15	nan	nan	1.9984226294720283e-14	1.7932467756757176e-15
49073.600000000064	nan	nan	6.187816738555396e-15	8.49213160983378e-16	1.6884272782560217e-14	2.6281929101967337e-15	nan	nan	2.932893959041758e-14	1.7641098462462084e-15
49073.65000000007	nan	nan	7.827875979059352e-15	8.422145770437428e-16	2.240572438993106e-14	2.9724058262429676e-15	nan	nan	3.8774086912085905e-14	1.8270926420464292e-15
49073.70000000007	nan	nan	9.478047032595405e-15	8.44149895209703e-16	2.811344348627266e-14	3.4654141733555505e-15	nan	nan	4.8295530022578294e-14	1.958167580030346e-15
49073.75000000007	nan	nan	1.1136926794040749e-14	8.539209651277097e-16	3.3963967159217e-14	4.010527803014324e-15	nan	nan	5.786913757032747e-14	2.13238686879358e-15
49073.800000000076	nan	nan	1.280311243509936e-14	8.7030381979460425e-16	3.991403090085962e-14	4.559533992419718e-15	nan	nan	6.747078286616921e-14	2.3300383230284664e-15
49073.85000000008	nan	nan	1.4475219862815553e-14	8.920480092940262e-16	4.5923552509813905e-14	5.09038238181235e-15	nan	nan	7.707732452215866e-14	2.537492469065702e-15
49073.90000000008	nan	nan	1.6151939186733824e-14	9.179426819750052e-16	5.196472581504774e-14	5.590704220894546e-15	nan	nan	8.666955292173064e-14	2.7455909455223686e-15
49073.950000000084	nan	nan	1.7831979164520922e-14	9.468872449128496e-16	5.801281838499062e-14	6.054419115412949e-15	nan	nan	9.622923984255014e-14	2.9484565023637046e-15
49074.00000000009	nan	nan	1.9514048656133285e-14	9.779226799042866e-16	6.404307893380405e-14	6.47970007779606e-15	nan	nan	1.0573815391029029e-13	3.1424511697072504e-15
49074.05000000009	nan	nan	2.1196856582062242e-14	1.0102360282034645e-15	7.003069678965807e-14	6.867378097959777e-15	nan	nan	1.151780589141249e-13	3.3254056448230764e-15
49074.10000000009	nan	nan	2.2879127866058952e-14	1.0431493377462559e-15	7.59526593197546e-14	7.219358753734127e-15	nan	nan	1.2453144091583156e-13	3.4960556410172845e-15
49074.150000000096	nan	nan	2.4559651347753668e-14	1.076097214120628e-15	8.179340871757502e-14	7.536117524946302e-15	nan	nan	1.3378369302679272e-13	3.653523174472651e-15
49074.2000000001	nan	nan	2.6237231789489956e-14	1.1086177660103702e-15	8.753912065636281e-14	7.81845833501982e-15	nan	nan	1.4292092765895765e-13	3.7973316884531765e-15
