spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_I_fitflux	Bessell_I_fitfluxerr	Bessell_I_inrange	Bessell_R_fitflux	Bessell_R_fitfluxerr	Bessell_R_inrange	Bessell_U_fitflux	Bessell_U_fitfluxerr	Bessell_U_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1993J/SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None.flm	49076.0	6.751677972991336e-13	1.255462130207497e-14	True	7.576620371667646e-14	1.220288543114344e-15	True	1.8690895832535782e-13	4.262539628614789e-15	True	1.1039498262107754e-12	5.818650343582237e-14	True	3.265599454764715e-13	3.406263407693346e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1993J/SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None.dat	49077.0	5.401103399239151e-13	7.368510749302148e-15	True	8.565661769426372e-14	1.069131236397373e-15	True	1.7628360777572274e-13	4.1855711985957894e-15	True	8.43724939516895e-13	2.5488768835807158e-14	True	3.0422372857971656e-13	3.934187352915187e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1993J/SN1993J_1993-04-01_00-00-00_Ekar_BC-Ekar_None.dat	49078.0	4.069175176310409e-13	4.673663498487786e-15	True	8.015531756183295e-14	9.53904753745971e-16	True	1.5600791177351683e-13	3.0757124617687476e-15	True	5.543904277715407e-13	1.634695246017974e-14	True	2.4326208945606027e-13	3.64161904678099e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1993J/1993J_1993-04-01_20-30-00_Ekar_BC-Ekar_SUSPECT.dat	49078.85	3.0775587328730364e-13	3.1537030699144226e-15	True	6.802570981518457e-14	7.993015088029098e-16	True	1.2458594195315362e-13	5.207215343373843e-15	True	3.6140422747299434e-13	1.2600992675678753e-14	True	1.9193242330024662e-13	3.38010585844482e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1993J/SN1993J_1993-04-07_00-00-00_Galileo_AVI_None.dat	49084.0	1.65628803656104e-13	4.017945401927536e-15	True	5.149002364026689e-14	3.0252395363114307e-15	True	9.376125466027885e-14	1.472671694438721e-14	True	1.5113941147476114e-13	1.106345289257803e-14	True	1.2085062658235594e-13	6.094458016856237e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1993J/SN1993J_1993-04-12_00-00-00_Lick-3m_KAST_None.dat	49089.0	2.7898852175044647e-13	7.301178440486974e-15	True	8.183408546933251e-14	1.2797298663271108e-15	True	1.5566504805911026e-13	4.206980418836766e-15	True	2.1387019631852037e-13	2.931678047675061e-14	True	2.1305486852330295e-13	8.940745489232122e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1993J/SN1993J_1993-04-13_00-00-00_Lick-3m_KAST_None.dat	49090.0	3.013448956288899e-13	1.0015914128922809e-14	True	8.787294095956557e-14	1.7268751840693307e-15	True	1.6456855065061483e-13	1.2889997617545587e-14	True	2.340419996282694e-13	3.4117081836864776e-14	True	2.2947409556873643e-13	1.3161947933906283e-14	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1993J/SN1993J_1993-04-14_00-00-00_Lick-3m_KAST_None.dat	49091.0	3.205204799601536e-13	1.1922326209101461e-14	True	9.314357791976727e-14	2.036539766066894e-15	True	1.779355580753018e-13	1.2568493460942332e-14	True	2.507435113609469e-13	1.993589360708541e-14	True	2.437422970371097e-13	1.6319861639953798e-14	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1993J/1993J_1993-04-15_00-00-00_Ekar_BC-Ekar_SUSPECT.dat	49092.0	3.354161445334937e-13	1.2500768018699816e-14	True	9.786235414251543e-14	2.049359043071098e-15	True	1.901713808063883e-13	8.453367348124386e-15	True	2.602795532513472e-13	1.035714432856226e-14	True	2.5608599150840833e-13	1.572293754293075e-14	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1993J/1993J_1993-04-15_22-30-00_Ekar_BC-Ekar_SUSPECT.dat	49092.94	3.4453319663671117e-13	1.1718358909409307e-14	True	1.0182693396520085e-13	1.894340482648004e-15	True	1.9708710582755311e-13	1.4151951341288316e-14	True	2.6129778698232195e-13	1.179277156587986e-14	True	2.6600299197946714e-13	1.1740166063342195e-14	True
