MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_g'	sdss_g'_err
55789.45000000454	4.3976245708412135e-15	1.1960930979274537e-16	5.00994159667936e-15	3.402696774315704e-17	6.3185710163800525e-15	5.4740464447949e-16	1.8648297284412152e-15	1.1940696961487871e-15	6.620032296408539e-15	5.669427096312163e-16	nan	nan
55789.50000000454	4.3892235614118694e-15	1.2230808376429737e-16	5.005071038574367e-15	3.402163982346819e-17	6.315169157975688e-15	5.078268348644039e-16	1.863719887641861e-15	1.2000949487171972e-15	6.615200824367235e-15	5.541515583193631e-16	nan	nan
55789.55000000454	4.380857348878118e-15	1.252023200212667e-16	5.0002056681871196e-15	3.40188657907206e-17	6.311870279189186e-15	4.677250213665561e-16	1.862605512474505e-15	1.2060804564188352e-15	6.610331411495632e-15	5.373252613201909e-16	nan	nan
55789.600000004546	4.372532813187348e-15	1.2830443386897465e-16	4.995346109956778e-15	3.402128698187002e-17	6.308672772036905e-15	4.2720652069802434e-16	1.8614866470507512e-15	1.2120260071342184e-15	6.605420054369338e-15	5.165390489092796e-16	nan	nan
55789.65000000455	4.364256834388049e-15	1.3162654705484805e-16	4.990492988310426e-15	3.403193621556033e-17	6.305574916926449e-15	3.863956165903364e-16	1.860363335444261e-15	1.2179313921871914e-15	6.600462588244351e-15	4.918848073320026e-16	nan	nan
55789.70000000455	4.356036292686176e-15	1.3518029694227098e-16	4.985646927683013e-15	3.4054155593293077e-17	6.3025748822127265e-15	3.4544063790415724e-16	1.859235621693346e-15	1.2237964062743684e-15	6.595454685918119e-15	4.634727192183947e-16	nan	nan
55789.750000004555	4.347878058909403e-15	1.3897664015632924e-16	4.980808552526615e-15	3.4091500826865226e-17	6.299670723718141e-15	3.045261752611216e-16	1.858103549799995e-15	1.22962084739798e-15	6.590391856542934e-15	4.3143385243274383e-16	nan	nan
55789.80000000456	4.33978698355749e-15	1.4302028595657666e-16	4.975978445729988e-15	3.4146973700345656e-17	6.2968603842168404e-15	2.638955266682116e-16	1.856967163730848e-15	1.2354045168009587e-15	6.585269444391312e-15	3.9592441270867627e-16	nan	nan
55789.85000000456	4.3317634093333386e-15	1.473029888870968e-16	4.971156882969363e-15	3.421872555051045e-17	6.294141692882904e-15	2.238949380656098e-16	1.8558265074197885e-15	1.2411472189036492e-15	6.580082627573203e-15	3.5713316815703275e-16	nan	nan
55789.90000000456	4.323807069203421e-15	1.51814288849328e-16	4.9663440022231254e-15	3.430277970087832e-17	6.291512364702283e-15	1.8506784236782025e-16	1.854681624758218e-15	1.2468487612439634e-15	6.57482641670464e-15	3.1529547675819503e-16	nan	nan
55789.95000000457	4.315917696294217e-15	1.5654339839570398e-16	4.9615399408498996e-15	3.4395301890085816e-17	6.288969999848493e-15	1.4837206054525324e-16	1.8535325596125647e-15	1.2525089544183499e-15	6.569495653527619e-15	2.707225136527129e-16	nan	nan
55790.00000000457	4.308095023952822e-15	1.6147940513777685e-16	4.956744836204943e-15	3.4492698466374856e-17	6.286512083021801e-15	1.1570606234284604e-16	1.8523793558070975e-15	1.2581276120261544e-15	6.5640850094808765e-15	2.23870031317588e-16	nan	nan
55790.05000000457	4.3003387856911575e-15	1.6661143589438088e-16	4.951958825671594e-15	3.4591688959424e-17	6.2841359827518414e-15	9.104963515791657e-17	1.851222057136249e-15	1.2637045506143238e-15	6.5585889842212374e-15	1.7552718434752985e-16	nan	nan
55790.100000004575	4.29264871524374e-15	1.7192878559496238e-16	4.947182046645545e-15	3.468936421851716e-17	6.281838944793479e-15	8.116557434791743e-17	1.8500607073578045e-15	1.2692395896256064e-15	6.553001904095241e-15	1.274505547795859e-16	nan	nan
55790.15000000458	4.285024546502266e-15	1.7742101491183251e-16	4.9424146365368136e-15	3.4783231515878584e-17	6.279615484435515e-15	8.906690031810201e-17	1.8488953502000383e-15	1.2747325513473196e-15	6.547317920560679e-15	8.504213165377256e-17	nan	nan
55790.20000000458	4.277466013584994e-15	1.8307802100630987e-16	4.9376567327666445e-15	3.4871247858697467e-17	6.2774532844902685e-15	1.0749926208245235e-16	1.847726029349713e-15	1.2801832608627808e-15	6.5415310109370455e-15	6.706779440460098e-17	nan	nan
55790.250000004584	4.2699728507605634e-15	1.888900858925212e-16	4.932908472783527e-15	3.495184291963546e-17	6.275338841620785e-15	1.2915804030644386e-16	1.8465527884715377e-15	1.2855915460032567e-15	6.535638131746458e-15	9.117997854579015e-17	nan	nan
55790.30000000459	4.262544792512848e-15	1.948479065155752e-16	4.928169994041562e-15	3.502393277291839e-17	6.2732585255712015e-15	1.5036261846596566e-16	1.845375671183847e-15	1.290957237302782e-15	6.52964544242171e-15	1.3360284910360798e-16	nan	nan
55790.35000000459	4.255181573508955e-15	2.009426103549318e-16	4.923441434022375e-15	3.508692537087339e-17	6.271198575125151e-15	1.694673671833397e-16	1.844194721084543e-15	1.2962801679536329e-15	6.52356065993266e-15	1.7897340048205708e-16	nan	nan
55790.40000000459	4.247882928593841e-15	2.0716575979768114e-16	4.918722930217977e-15	3.514071843701731e-17	6.269145094024206e-15	1.8569820879780777e-16	1.843009981727422e-15	1.3015601737633372e-15	6.5173913267001985e-15	2.230636860736064e-16	nan	nan
55790.450000004595	4.24064859280391e-15	2.135093480265742e-16	4.914014620140038e-15	3.5185690180578795e-17	6.267084046845242e-15	1.9866636157225382e-16	1.8418214966468226e-15	1.306797093113499e-15	6.511144812995877e-15	2.644379790743845e-16	nan	nan
55790.5000000046	4.2334783013647465e-15	2.199657887268832e-16	4.909316641318483e-15	3.5222682943947455e-17	6.265001254836015e-15	2.0817183853862914e-16	1.840629309332977e-15	1.3119907669196637e-15	6.504828319291857e-15	3.0243862957859897e-16	nan	nan
55790.5500000046	4.226371789672421e-15	2.2652790140929097e-16	4.904629131304013e-15	3.525297951973274e-17	6.262882391707821e-15	2.141187502200282e-16	1.8394334632517945e-15	1.3171410385924224e-15	6.498448878561605e-15	3.366910195429502e-16	nan	nan
55790.600000004604	4.2193287933345585e-15	2.331888938185202e-16	4.899952227664462e-15	3.527827183317974e-17	6.260712979384436e-15	2.1647600607112574e-16	1.8382340018309165e-15	1.3222477540000702e-15	6.492013358531959e-15	3.6695011317840663e-16	nan	nan
55790.65000000461	4.2123490481085996e-15	2.3994234258785715e-16	4.895286067983388e-15	3.5300621262387625e-17	6.258478383706318e-15	2.1525801181651544e-16	1.8370309684759318e-15	1.3273107614320929e-15	6.485528463886993e-15	3.930429730308939e-16	nan	nan
55790.70000000461	4.205432289951923e-15	2.46782172943163e-16	4.890630789872712e-15	3.53224099847442e-17	6.256163810089089e-15	2.1051499888644326e-16	1.8358244065525377e-15	1.3323299115640788e-15	6.479000738424258e-15	4.1484391771751246e-16	nan	nan
55790.75000000461	4.198578255000327e-15	2.537026381744523e-16	4.88598653096008e-15	3.534628250528765e-17	6.253754299135441e-15	2.0232853476400922e-16	1.834614359397895e-15	1.3373050574236339e-15	6.472436567163867e-15	4.3226256137327276e-16	nan	nan
55790.800000004616	4.191786679576811e-15	2.606982992912495e-16	4.881353425629734e-15	3.537501218147432e-17	6.251234722199269e-15	1.9081036036735487e-16	1.8334008703212715e-15	1.3422360543573255e-15	6.465842178410892e-15	4.452375813807866e-16	nan	nan
55790.85000000462	4.185057300163245e-15	2.6776400522369335e-16	4.876731481683537e-15	3.5408984149737505e-17	6.248589776901289e-15	1.7610414776877463e-16	1.832183982599182e-15	1.3471227599988096e-15	6.459223645771588e-15	4.537333091471114e-16	nan	nan
55790.90000000462	4.178389853444561e-15	2.7489487379452457e-16	4.872120542466989e-15	3.544543385947193e-17	6.24580398259494e-15	1.5839116835923317e-16	1.830963739476034e-15	1.3519650342376966e-15	6.4525868901238535e-15	4.57737855222223e-16	nan	nan
55790.950000004625	4.171784076264849e-15	2.8208627361779026e-16	4.867520440348841e-15	3.5481553679426935e-17	6.2428616757816345e-15	1.3790353642422029e-16	1.829740184171912e-15	1.3567627391896613e-15	6.4459376815424585e-15	4.572621610859696e-16	nan	nan
55791.00000000463	4.165239705662192e-15	2.8933380699462653e-16	4.862931007716659e-15	3.551477847202359e-17	6.239747005474362e-15	1.1495645269549055e-16	1.828513359868633e-15	1.3615157391673925e-15	6.4392816411794114e-15	4.523396858725362e-16	nan	nan
55791.05000000463	4.158756478844881e-15	2.966332938481632e-16	4.8583520769860884e-15	3.554284231984923e-17	6.236443928508495e-15	9.003977182419104e-17	1.827283309727906e-15	1.366223900651923e-15	6.43262424309994e-15	4.430266013256515e-16	nan	nan
55791.10000000463	4.15233413318433e-15	3.039807567334428e-16	4.853783480584009e-15	3.5563824977997117e-17	6.23293620479891e-15	6.414801131941909e-17	1.8260500768747928e-15	1.3708870922659221e-15	6.425970816074482e-15	4.294024732117972e-16	nan	nan
55791.150000004636	4.145972406244251e-15	3.113724068452594e-16	4.849225050959764e-15	3.5576188901917557e-17	6.2292073925421695e-15	4.041405761376098e-17	1.82481370440971e-15	1.3755051847466745e-15	6.419326545327157e-15	4.115715000021042e-16	nan	nan
55791.20000000464	4.1396710357574235e-15	3.188046310623947e-16	4.84467662058011e-15	3.5578807755619014e-17	6.225240889501325e-15	3.1739018775478904e-17	1.823574235397398e-15	1.3800780509203205e-15	6.4126964742410276e-15	3.8966449934550724e-16	nan	nan
55791.25000000464	4.133429759625987e-15	3.2627397992162943e-16	4.8401380219323e-15	3.5570987089444934e-17	6.221029663500933e-15	4.8198375149448117e-17	1.822331712883789e-15	1.384605565677322e-15	6.406085506020672e-15	3.6384203761997065e-16	nan	nan
55791.300000004645	4.127248315935028e-15	3.3377715650801105e-16	4.835609087511451e-15	3.5552477842515526e-17	6.216588292942979e-15	7.198879563060041e-17	1.8210861798827087e-15	1.3890876059476768e-15	6.399498405312296e-15	3.342995095944858e-16	nan	nan
55791.35000000465	4.121126442920015e-15	3.4131100619594226e-16	4.831089649846941e-15	3.552348300550162e-17	6.211934100089293e-15	9.540226308157097e-17	1.819837679373605e-15	1.3935240506778032e-15	6.392939799781946e-15	3.0127589780932127e-16	nan	nan
55791.40000000465	4.11506387901041e-15	3.488725071681762e-16	4.826579541468144e-15	3.548465759700947e-17	6.2070842034774865e-15	1.1660313792222046e-16	1.8185862543190633e-15	1.3979147808074047e-15	6.386414181651992e-15	2.6507022338302437e-16	nan	nan
55791.450000004654	4.109060362794552e-15	3.5645876169478724e-16	4.822078594925498e-15	3.543710182758196e-17	6.202055523161281e-15	1.3492637381980486e-16	1.8173319476408057e-15	1.4022596792474404e-15	6.379925909196425e-15	2.2607600491116346e-16	nan	nan
55791.50000000466	4.10311563303127e-15	3.640669880685323e-16	4.817586642790222e-15	3.538234711240946e-17	6.1968647858957604e-15	1.500335420693803e-16	1.816074802246284e-15	1.4065586308587794e-15	6.3734792081951515e-15	1.8486396714081226e-16	nan	nan
55791.55000000466	4.097229428654977e-15	3.71694513194116e-16	4.81310351764252e-15	3.532233427250068e-17	6.1915285302685544e-15	1.6171959921420803e-16	1.8148148610079267e-15	1.4108115224309195e-15	6.367078173347765e-15	1.424177377117097e-16	nan	nan
55791.60000000466	4.0914014887598135e-15	3.793387657402363e-16	4.8086290520844975e-15	3.5259383217354324e-17	6.186063111778298e-15	1.698537783005755e-16	1.813552166774486e-15	1.4150182426619314e-15	6.3607267696469935e-15	1.00967300880658e-16	nan	nan
55791.650000004665	4.0856315526095596e-15	3.8699726983705425e-16	4.804163078727529e-15	3.51961530501332e-17	6.180484707861414e-15	1.7435750869435914e-16	1.812286762360987e-15	1.4191786821388525e-15	6.354428833712262e-15	6.757049021903626e-17	nan	nan
55791.70000000467	4.0799193596364996e-15	3.94667639255264e-16	4.7997054301939415e-15	3.513559161930731e-17	6.174809322868377e-15	1.751951926325521e-16	1.811018690566888e-15	1.423292733318311e-15	6.348188011524467e-15	6.241413699043666e-17	nan	nan
55791.75000000467	4.07426464943123e-15	4.023475720406919e-16	4.795255939126279e-15	3.5080873581704104e-17	6.169052792990577e-15	1.7237050644822646e-16	1.8097479941572708e-15	1.4273602905079995e-15	6.3420053523063705e-15	8.884684434905492e-17	nan	nan
55791.800000004674	4.068667161762197e-15	4.1003484555870915e-16	4.790814438381628e-15	3.503525589415107e-17	6.163230791138973e-15	1.6592583761155514e-16	1.80847471587257e-15	1.4313812498488304e-15	6.335878570079112e-15	1.2398491936910587e-16	nan	nan
55791.85000000468	4.063126636550214e-15	4.1772731191808623e-16	4.78638076873688e-15	3.499934242993948e-17	6.157358831775514e-15	1.5594443208464944e-16	1.807198898433113e-15	1.4353555092968429e-15	6.3298050384160126e-15	1.5839592153987359e-16	nan	nan
55791.90000000468	4.0576428138797825e-15	4.2542289373917475e-16	4.78195478125319e-15	3.4970257861655767e-17	6.151452275698549e-15	1.425563164775117e-16	1.8059205845232285e-15	1.4392829686068413e-15	6.323782004304915e-15	1.8935858739025507e-16	nan	nan
55791.95000000468	4.052215434013822e-15	4.331195802426612e-16	4.777536327687289e-15	3.494502761656983e-17	6.1455263347832385e-15	1.2595172638544317e-16	1.80463981681168e-15	1.4431635293151856e-15	6.3178065874589605e-15	2.158345899982697e-16	nan	nan
55792.000000004686	4.046844237355158e-15	4.408154236219526e-16	4.773125259817811e-15	3.4920893580906606e-17	6.139596076678115e-15	1.0641347607195596e-16	1.8033566379335008e-15	1.4469970947241675e-15	6.311875779587983e-15	2.373153576976548e-16	nan	nan
55792.05000000469	4.04152896447993e-15	4.485085356922978e-16	4.768721429424234e-15	3.489538145463988e-17	6.133676429458697e-15	8.440834564152828e-17	1.8020710905107542e-15	1.4507835698860412e-15	6.305986443630473e-15	2.5351534847005513e-16	nan	nan
55792.10000000469	4.036269356120614e-15	4.56197084775194e-16	4.7643246882983884e-15	3.4866356853239965e-17	6.1277821862394645e-15	6.091426417149003e-17	1.8007832171265855e-15	1.4545228615878874e-15	6.3001353129459055e-15	2.6427075147799566e-16	nan	nan
55792.150000004694	4.031065153173936e-15	4.63879292810397e-16	4.759934888247554e-15	3.4832071004909545e-17	6.121928009745023e-15	3.9018122643810067e-17	1.7994930603488972e-15	1.458214878336927e-15	6.2943189904672315e-15	2.6950034900475457e-16	nan	nan
55792.2000000047	4.02591609669069e-15	4.715534326693788e-16	4.755551881083501e-15	3.479119660039255e-17	6.116128413783045e-15	3.1153225188246547e-17	1.7982006627180267e-15	1.461859530345915e-15	6.288533947813408e-15	2.6918921780398384e-16	nan	nan
55792.2500000047	4.0208219278774295e-15	4.792178256685889e-16	4.751175518626985e-15	3.47428547551259e-17	6.110392902284651e-15	4.707346505557108e-17	1.7969060667516094e-15	1.4654567295192622e-15	6.282776524361737e-15	2.6338268361861375e-16	nan	nan
55792.3000000047	4.015782388114596e-15	4.868708392394197e-16	4.74680565271814e-15	3.468663349576056e-17	6.104719953801657e-15	7.019474590077166e-17	1.7956093149449033e-15	1.4690063894397301e-15	6.2770429262798355e-15	2.5218644550615343e-16	nan	nan
55792.350000004706	4.010797218909504e-15	4.945108847699761e-16	4.742442135194851e-15	3.462259829838173e-17	6.099106452409967e-15	9.311769821456783e-17	1.7943104497649523e-15	1.4725084253546455e-15	6.2713292255170126e-15	2.357725464984493e-16	nan	nan
55792.40000000471	4.00586616195242e-15	5.02136415585949e-16	4.738084817908485e-15	3.4551294785292864e-17	6.093549162660213e-15	1.1400636239919422e-16	1.7930095136609623e-15	1.4759627541635354e-15	6.265631358754857e-15	2.143942496574182e-16	nan	nan
55792.45000000471	4.000988959069546e-15	5.097459250728055e-16	4.733733552714057e-15	3.4473743503139723e-17	6.088044728733382e-15	1.321682242007309e-16	1.7917065490568445e-15	1.4793692944053856e-15	6.2599451263167686e-15	1.884195909347019e-16	nan	nan
55792.500000004715	3.9961653522479456e-15	5.173379449141322e-16	4.729388191480062e-15	3.439142634331413e-17	6.082589673559141e-15	1.4723690254290473e-16	1.7904015983492673e-15	1.4827279662465301e-15	6.254266191036278e-15	1.5841315071291302e-16	nan	nan
55792.55000000472	3.991395083638937e-15	5.249110434512982e-16	4.7250485860808925e-15	3.430626402802313e-17	6.077180397896532e-15	1.5898212345264523e-16	1.789094703920955e-15	1.486038691468984e-15	6.248590077083781e-15	1.253678557704199e-16	nan	nan
55792.60000000472	3.986677895518451e-15	5.324638241411825e-16	4.720714588398242e-15	3.422058369177741e-17	6.071813179376927e-15	1.6725085905383032e-16	1.787785908127065e-15	1.489301393458643e-15	6.242912168751594e-15	9.150974790056026e-17	nan	nan
55792.65000000472	3.982013530345933e-15	5.399949241217848e-16	4.7163860503154876e-15	3.413707554543195e-17	6.066484171509026e-15	1.719450016083555e-16	1.7864752532964855e-15	1.4925159971946059e-15	6.2372277091969075e-15	6.361164883501866e-17	nan	nan
55792.70000000473	3.977401730719032e-15	5.475030128542416e-16	4.71206282372303e-15	3.4058737504397214e-17	6.061189402645656e-15	1.7301182640820753e-16	1.7851627817474033e-15	1.495682429237821e-15	6.231531878255977e-15	6.010340712889326e-17	nan	nan
55792.75000000473	3.972842239380396e-15	5.549867908623448e-16	4.707744760527272e-15	3.398880663350083e-17	6.055924774912165e-15	1.7043999541254535e-16	1.7838485357665474e-15	1.498800617720816e-15	6.225822787615076e-15	8.469815827115774e-17	nan	nan
55792.80000000473	3.968334799219939e-15	5.624449885355836e-16	4.703431713548389e-15	3.393060217056673e-17	6.050686063096189e-15	1.6425871984009083e-16	1.7825325576231334e-15	1.501870492337424e-15	6.2201024000959805e-15	1.1776230018980767e-16	nan	nan
55792.850000004735	3.963879153297499e-15	5.698763650138351e-16	4.699123571298615e-15	3.388461817858163e-17	6.045468913498511e-15	1.5453963587730447e-16	1.781214889565298e-15	1.504891984332797e-15	6.21437280205531e-15	1.506430442859528e-16	nan	nan
55792.90000000474	3.959475044783359e-15	5.772797071318083e-16	4.694820268656833e-15	3.384764666458352e-17	6.0402688427448266e-15	1.4140240950460045e-16	1.7798955738171784e-15	1.5078650264935522e-15	6.208635937130705e-15	1.806351819875113e-16	nan	nan
55792.95000000474	3.955122217035855e-15	5.846538284271562e-16	4.690521743605489e-15	3.381636990187407e-17	6.035081236558101e-15	1.2502768863659329e-16	1.7785746525854e-15	1.5107895531385418e-15	6.2028936069528175e-15	2.0662093431470857e-16	nan	nan
55793.000000004744	3.950820413529431e-15	5.919975682077263e-16	4.686227934123938e-15	3.3787700456662356e-17	6.029901348491263e-15	1.0568853550036733e-16	1.7772521680574527e-15	1.5136655001096262e-15	6.197147471814911e-15	2.2800516110159605e-16	nan	nan
55793.05000000475	3.9465693779050575e-15	5.993097906652579e-16	4.681938778207821e-15	3.3758856693496697e-17	6.024724298619986e-15	8.383948887916264e-17	1.7759281623942348e-15	1.5164928047629925e-15	6.191399051300146e-15	2.4442224307065116e-16	nan	nan
55793.10000000475	3.9423688539345436e-15	6.065893840465343e-16	4.677654213846605e-15	3.3727425437708295e-17	6.019545072195248e-15	6.04369845584356e-17	1.7746026777430226e-15	1.5192714059598852e-15	6.185649724866757e-15	2.5563676330068424e-16	nan	nan
55793.15000000475	3.938218585535831e-15	6.138352598627289e-16	4.673374179037054e-15	3.3691412654953757e-17	6.014358518255348e-15	3.852324864403e-17	1.7732757562264457e-15	1.5220012440592107e-15	6.179900732391244e-15	2.6150405810037015e-16	nan	nan
55793.200000004756	3.93411831677243e-15	6.210463521478465e-16	4.6690986117807095e-15	3.3649283065725554e-17	6.0091593587455235e-15	3.061530756086953e-17	1.7719474399531882e-15	1.524682260908233e-15	6.174153174669691e-15	2.619531307431188e-16	nan	nan
55793.25000000476	3.9300677918534145e-15	6.282216167511188e-16	4.664827450085006e-15	3.3599989588310715e-17	6.003944412794273e-15	4.6673309067845843e-17	1.7706177710046922e-15	1.5273143998356122e-15	6.168408013877372e-15	2.5697974562594706e-16	nan	nan
55793.30000000476	3.92606675513003e-15	6.353600306709369e-16	4.6605606319554174e-15	3.3542993391174904e-17	5.9987153490875e-15	6.986094570958077e-17	1.7692867914516981e-15	1.5298976056431083e-15	6.162666073986734e-15	2.466456771196884e-16	nan	nan
55793.350000004764	3.922114951077561e-15	6.424605914238688e-16	4.656298095406118e-15	3.3478275074944183e-17	5.993474372082635e-15	9.280774797140866e-17	1.7679545433386773e-15	1.532431824598412e-15	6.156928041143848e-15	2.310837111738358e-16	nan	nan
55793.40000000477	3.918212124346314e-15	6.495223164405568e-16	4.6520397784526886e-15	3.3406337238278407e-17	5.98822354768862e-15	1.1370839739656874e-16	1.7666210686968045e-15	1.534917004427763e-15	6.151194464003471e-15	2.1051123659086238e-16	nan	nan
55793.45000000477	3.914358019678355e-15	6.565442424992964e-16	4.647785619108183e-15	3.332819834280453e-17	5.9829648040035965e-15	1.318805234839781e-16	1.7652864095384446e-15	1.5373530943090914e-15	6.145465754022735e-15	1.8526166259575174e-16	nan	nan
55793.50000000477	3.910552382000394e-15	6.63525425180054e-16	4.643535555396606e-15	3.324537745300477e-17	5.9776999320114826e-15	1.4696090135964864e-16	1.763950607850342e-15	1.5397400448648189e-15	6.139742185713602e-15	1.5586182871484362e-16	nan	nan
55793.550000004776	3.906794956357524e-15	6.704649383568424e-16	4.639289525344769e-15	3.315986912481478e-17	5.9724305862376145e-15	1.5871992891469245e-16	1.7626137056104856e-15	1.5420778081556663e-15	6.134023896854129e-15	1.2325353552485077e-16	nan	nan
55793.60000000478	3.903085487920013e-15	6.773618736993842e-16	4.635047466972748e-15	3.3074107401771546e-17	5.9671582853635695e-15	1.6700428381533133e-16	1.7612757447744862e-15	1.544366337673913e-15	6.1283108886585596e-15	8.957533976163979e-17	nan	nan
55793.65000000478	3.899423722013323e-15	6.842153402126862e-16	4.630809318312408e-15	3.299091773569096e-17	5.961884412801323e-15	1.7171516783100058e-16	1.759936767283037e-15	1.5466055883373446e-15	6.1226030259063885e-15	6.150463139160194e-17	nan	nan
55793.700000004785	3.89580940409149e-15	6.910244637909008e-16	4.626575017393653e-15	3.291345547280741e-17	5.956610217226937e-15	1.7279899706893157e-16	1.7585968150563996e-15	1.5487955164831761e-15	6.1169000532497145e-15	5.803138720279378e-17	nan	nan
55793.75000000479	3.892242279748456e-15	6.977883867927538e-16	4.622344502254528e-15	3.284512969572537e-17	5.951336813073801e-15	1.7024348807673487e-16	1.7572559299966748e-15	1.5509360798622042e-15	6.111202209589251e-15	8.309754983095656e-17	nan	nan
55793.80000000479	3.888722094693705e-15	7.045062676381878e-16	4.618117711484036e-15	3.2789432616937014e-17	5.946065180985661e-15	1.6407682485447304e-16	1.7559141539962335e-15	1.5530272376329335e-15	6.10551041683112e-15	1.1642283014946364e-16	nan	nan
55793.85000000479	3.885248594791355e-15	7.111772804233925e-16	4.613894605494101e-15	3.274685829057432e-17	5.9407961682294574e-15	1.5436947310912612e-16	1.754571528920854e-15	1.5550689503567375e-15	6.099825515931898e-15	1.4942784950323433e-16	nan	nan
55793.900000004796	3.881821526034094e-15	7.178006145509459e-16	4.609675173033618e-15	3.2713973799237566e-17	5.935530489068139e-15	1.4123962833167534e-16	1.7532280966308013e-15	1.5570611799916413e-15	6.0941482125383345e-15	1.7949406195398301e-16	nan	nan
55793.9500000048	3.878440634539789e-15	7.243754743782145e-16	4.605459404735465e-15	3.268722465922814e-17	5.930268725093479e-15	1.248658151924469e-16	1.7518838989610442e-15	1.5590038898878888e-15	6.088479077326931e-15	2.0553845483419198e-16	nan	nan
55794.0000000048	3.875105666560543e-15	7.309010788829023e-16	4.601247291250772e-15	3.266329868435386e-17	5.925011325519056e-15	1.0551747923893431e-16	1.7505389777329307e-15	1.56089704478267e-15	6.082818546302939e-15	2.2697864430420776e-16	nan	nan
55794.050000004805	3.871816368476469e-15	7.373766613338844e-16	4.597038823218314e-15	3.263920905707413e-17	5.919758607433399e-15	8.364180902061588e-17	1.7491933747567827e-15	1.5627406107955462e-15	6.077166921058675e-15	2.434528745865039e-16	nan	nan
55794.10000000481	3.8685724868053145e-15	7.438014689936357e-16	4.592833991288098e-15	3.261236297390031e-17	5.9145107560134005e-15	6.017752418863331e-17	1.74784713182022e-15	1.564534555423539e-15	6.071524368991394e-15	2.547257687643861e-16	nan	nan
55794.15000000481	3.865373768175278e-15	7.501747628132158e-16	4.58863278610283e-15	3.2580616880578723e-17	5.9092678246980985e-15	3.8125987080761854e-17	1.7465002907001604e-15	1.5662788475368604e-15	6.065890923480661e-15	2.60650945563804e-16	nan	nan
55794.200000004814	3.862219959374285e-15	7.564958171521964e-16	4.584435198312238e-15	3.2542319429534345e-17	5.904029737011383e-15	3.011768646688216e-17	1.7451528931579556e-15	1.5679734573746434e-15	6.060266484025326e-15	2.611547968088073e-16	nan	nan
55794.25000000482	3.8591108072769196e-15	7.627639195103892e-16	4.580241218569697e-15	3.249634321695053e-17	5.898796642967654e-15	4.634827349472795e-17	1.7438049809403628e-15	1.569618356540401e-15	6.05465081634013e-15	2.56229891672473e-16	nan	nan
55794.30000000482	3.8560460589191934e-15	7.689783702626065e-16	4.576050837525215e-15	3.244210624896751e-17	5.8935693599856034e-15	6.964419566321266e-17	1.7424565957766266e-15	1.5712135179987298e-15	6.049043552411984e-15	2.4593420429141227e-16	nan	nan
55794.35000000482	3.8530254614390695e-15	7.751384824123076e-16	4.571864045829924e-15	3.2379583801773474e-17	5.888348682575035e-15	9.264551363683209e-17	1.741107779384317e-15	1.5727589160708202e-15	6.043444190515895e-15	2.303957796721079e-16	nan	nan
55794.400000004825	3.8500487621229104e-15	7.81243581349741e-16	4.567680834146467e-15	3.230931094229607e-17	5.883135274618798e-15	1.1357763018941997e-16	1.739758573469653e-15	1.5742545264308494e-15	6.03785209519064e-15	2.09825504232735e-16	nan	nan
55794.45000000483	3.847115708356767e-15	7.872930046206378e-16	4.563501193120076e-15	3.2232375659030004e-17	5.877929669689467e-15	1.3176999227999835e-16	1.7384090197168007e-15	1.5757003261029562e-15	6.032266497174085e-15	1.8454669952602255e-16	nan	nan
55794.50000000483	3.8442260476677245e-15	7.93286101709198e-16	4.5593251134232256e-15	3.215040210816016e-17	5.872732271326685e-15	1.4686427974015336e-16	1.7370591598034401e-15	1.5770962934569786e-15	6.0266864932982566e-15	1.550682896011844e-16	nan	nan
55794.550000004834	3.8413795276950165e-15	7.992222338179191e-16	4.5551525857031135e-15	3.2065523110556846e-17	5.867543353275388e-15	1.5863316059591425e-16	1.7357090353903873e-15	1.5784424082060605e-15	6.021111046344054e-15	1.2229577037659326e-16	nan	nan
55794.60000000484	3.838575896201354e-15	8.051007736696407e-16	4.550983600629406e-15	3.198034070215588e-17	5.862363059684854e-15	1.6692443553207652e-16	1.7343586881277559e-15	1.5797386514027887e-15	6.015538984855627e-15	8.828860987262209e-17	nan	nan
55794.65000000484	3.83581490107972e-15	8.109211053061087e-16	4.546818148858567e-15	3.1897873311246854e-17	5.857191405268691e-15	1.7163986215546213e-16	1.7330081596504175e-15	1.5809850054365793e-15	6.009969002914398e-15	5.963699807340548e-17	nan	nan
55794.70000000484	3.8330962903267515e-15	8.166826238983103e-16	4.542656221057453e-15	3.1821487997573636e-17	5.852028275425836e-15	1.7272609061981601e-16	1.7316574915796228e-15	1.5821814540309143e-15	6.004399691675666e-15	5.605636219521308e-17	nan	nan
55794.750000004846	3.8304198120874834e-15	8.223847355662881e-16	4.538497807893483e-15	3.175481636736128e-17	5.846873426322543e-15	1.7017085103241553e-16	1.7303067255281904e-15	1.5833279822402435e-15	5.998830743637096e-15	8.173681926290362e-17	nan	nan
55794.80000000485	3.827785214588513e-15	8.280268572010072e-16	4.534342900185152e-15	3.170156957598788e-17	5.8417264849353625e-15	1.6400214323341398e-16	1.7289559030930474e-15	1.584424576447652e-15	5.993263322393735e-15	1.1546453822876142e-16	nan	nan
