spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_I_fitflux	Bessell_I_fitfluxerr	Bessell_I_inrange	Bessell_R_fitflux	Bessell_R_fitfluxerr	Bessell_R_inrange	Bessell_U_fitflux	Bessell_U_fitfluxerr	Bessell_U_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_g'_fitflux	sdss_g'_fitfluxerr	sdss_g'_inrange	sdss_i'_fitflux	sdss_i'_fitfluxerr	sdss_i'_inrange	sdss_r'_fitflux	sdss_r'_fitfluxerr	sdss_r'_inrange	sdss_u'_fitflux	sdss_u'_fitfluxerr	sdss_u'_inrange	sdss_z'_fitflux	sdss_z'_fitfluxerr	sdss_z'_inrange	swift_B_fitflux	swift_B_fitfluxerr	swift_B_inrange	swift_U_fitflux	swift_U_fitfluxerr	swift_U_inrange	swift_UVW1_fitflux	swift_UVW1_fitfluxerr	swift_UVW1_inrange	swift_UVW2_fitflux	swift_UVW2_fitfluxerr	swift_UVW2_inrange	swift_V_fitflux	swift_V_fitfluxerr	swift_V_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_-9.48.txt	54540.02	2.7037283814740876e-14	6.865793632331511e-16	True	8.103629516461312e-15	1.3461906978412548e-16	True	1.4274898326241155e-14	2.675013021214172e-16	True	2.4089347826562564e-14	2.1663340290311312e-15	True	2.0011566998872005e-14	3.4491657411098923e-16	True	2.0656470943716003e-14	8.616598555745624e-16	True	8.884845814087846e-15	1.6952944750979594e-16	True	1.4531246249583718e-14	4.2126079775161756e-16	True	2.707386844294865e-14	8.586593214281187e-16	True	5.433904174912375e-15	2.644535701932773e-16	True	2.5207570098615063e-14	1.0471518332434844e-15	True	2.2381118385923836e-14	1.0525548314309058e-15	True	6.965918721053588e-15	5.81170524380039e-16	True	3.515537240856468e-15	5.774254973870464e-16	True	1.968675531682764e-14	7.678669860698149e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_-8.48.txt	54541.02	3.0478071945246565e-14	7.270156008600544e-16	True	8.962579792096439e-15	1.3336823286039646e-16	True	1.5808569404666267e-14	2.8601951430423745e-16	True	2.689935016149216e-14	1.3637268585816533e-15	True	2.2440222778470482e-14	3.6882390147054133e-16	True	2.330980556499422e-14	1.0619584563903321e-15	True	1.003730318153819e-14	1.647342495551878e-16	True	1.611137190311284e-14	4.1613778743558305e-16	True	3.2096659345249695e-14	9.273834965963841e-16	True	6.012220015437214e-15	2.921261649926553e-16	True	2.8682229041995654e-14	1.2712081277646941e-15	True	2.6556724097756835e-14	1.3614695862448638e-15	True	8.315431386529918e-15	7.199046428439131e-16	True	3.820653674105972e-15	5.416768088883107e-16	True	2.2112922032053278e-14	9.031040115988829e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_-6.49.txt	54543.01	3.651150204238128e-14	7.400801700265192e-16	True	1.0601344568377942e-14	1.3036175957749886e-16	True	1.87205703264384e-14	3.1271629341134907e-16	True	3.273747306724707e-14	1.6586439959316413e-15	True	2.698901365386763e-14	3.8689405176708375e-16	True	2.8266549773022044e-14	1.1375870433361696e-15	True	1.2143875636310305e-14	2.299602012817096e-16	True	1.9137683511973474e-14	3.19951185689104e-16	True	4.0799445977231246e-14	1.1778887288083433e-15	True	7.115696564820514e-15	2.887511792774676e-16	True	3.4525094442438544e-14	1.2810398211644749e-15	True	3.2902198850209797e-14	1.3295101012914966e-15	True	1.06326257800683e-14	7.238621129335677e-16	True	4.359696484760541e-15	5.017439954861908e-16	True	2.6576143528725233e-14	9.479820458272547e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_-4.49.txt	54545.01	4.096940439851208e-14	6.683399927647073e-16	True	1.2047938081434774e-14	1.360261410373133e-16	True	2.1283090048725172e-14	3.3238456285907963e-16	True	3.6272155838322e-14	1.5383601411158887e-15	True	3.081083378527303e-14	3.6118277758465728e-16	True	3.218751480939542e-14	1.3234483638610682e-15	True	1.4052812021086029e-14	2.323661544037722e-16	True	2.2133024299682986e-14	3.2762908909687356e-16	True	4.405043960514272e-14	2.0546786390465097e-15	True	8.092231463589408e-15	2.805560832524729e-16	True	3.8943959924075555e-14	1.265492027532341e-15	True	3.5881224301545806e-14	1.2872713414093752e-15	True	1.1595613103941227e-14	7.053673092227573e-16	True	4.631487217330564e-15	4.959191077760496e-16	True	3.0360855727785653e-14	9.93591294850918e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_-1.5.txt	54548.0	4.325979102635968e-14	5.978226550625818e-16	True	1.361429012482203e-14	1.700137721988633e-16	True	2.4066748988397166e-14	3.478279998358501e-16	True	3.512227651250083e-14	2.3641406922262673e-15	True	3.42439136927478e-14	3.6828865195729995e-16	True	3.5333515637582196e-14	1.2247025063964582e-15	True	1.6284455478664415e-14	2.9040779643403176e-16	True	2.5392994933652103e-14	4.738737597905287e-16	True	3.8999209638592295e-14	3.2044268527231195e-15	True	9.23483657149349e-15	3.6739992737579516e-16	True	4.11751600463363e-14	1.4439712075639938e-15	True	3.1304596113339586e-14	1.381896800469193e-15	True	9.760960526995274e-15	7.314126510505322e-16	True	4.237463234649017e-15	5.565749966928312e-16	True	3.3514703935061695e-14	1.4692335384094463e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/SN2008ax_y2008m03d25.txt	54550.0	4.1395861548445794e-14	5.463230097315977e-16	True	1.4192929147859925e-14	1.8738860337273832e-16	True	2.5049337365885484e-14	3.375969979219093e-16	True	3.07376722817484e-14	1.760944434741154e-15	True	3.457291620639774e-14	3.8408866597810167e-16	True	3.5349197631733616e-14	6.918946637129191e-16	True	1.6964021236606415e-14	3.7724334961020206e-16	True	2.6263520395835547e-14	5.498272459771136e-16	True	3.169161318626877e-14	2.9514766498298358e-15	True	9.72466782113643e-15	3.696994206989126e-16	True	3.905272717536888e-14	1.3870590353204145e-15	True	2.4054178345213532e-14	1.1237644240742565e-15	True	7.421738585694027e-15	6.23302168836678e-16	True	3.539348052548914e-15	5.5000883733295895e-16	True	3.3599063123125544e-14	1.6084478355883083e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_3.49.txt	54552.99	3.3744604612545754e-14	4.391535002268995e-16	True	1.4305161816204113e-14	1.971923061336146e-16	True	2.49404395254045e-14	3.3686779785471184e-16	True	1.9654150684241053e-14	2.017651717727356e-15	True	3.176887387056612e-14	3.598154795070532e-16	True	3.153664128102327e-14	8.177293021100586e-16	True	1.7070087534882155e-14	3.530965645853887e-16	True	2.5932584523032698e-14	5.856258441750904e-16	True	1.9094352521289626e-14	1.144606391475878e-15	True	9.902973246761949e-15	3.6301274632950116e-16	True	3.1077539360965307e-14	1.104382688281211e-15	True	1.2969677659113524e-14	7.954026479008901e-16	True	4.3739637275915066e-15	4.686116502371779e-16	True	2.3032184641459763e-15	4.208529975357537e-16	True	3.079626647134939e-14	1.0857990270689224e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_5.49.txt	54554.99	2.69304330885694e-14	4.3880194429904487e-16	True	1.3933381518361323e-14	1.9838686260545264e-16	True	2.382369957389516e-14	3.642998825952209e-16	True	1.2109759193033348e-14	1.5806843985301662e-15	True	2.8359796277734903e-14	3.587498683870649e-16	True	2.6851613487597157e-14	9.623742634613127e-16	True	1.647480122101504e-14	2.91527113740617e-16	True	2.431764342016042e-14	4.593210145434086e-16	True	1.1846988140120698e-14	4.518496703171798e-16	True	9.709214880418744e-15	3.612069357652423e-16	True	2.395909121363813e-14	9.616552216929346e-16	True	7.179675907834999e-15	5.22011935229484e-16	True	2.849588862603065e-15	4.200270518151774e-16	True	1.629164800051699e-15	4.498975576944884e-16	True	2.7093547238092048e-14	9.312097012139134e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/SN2008ax_y2008m03d30.txt	54555.0	2.6896203036211047e-14	4.389778279829817e-16	True	1.3930807158574984e-14	1.98387853468047e-16	True	2.3816406556202133e-14	3.644366186143079e-16	True	1.2076366858347254e-14	1.5751649472286155e-15	True	2.834119049279871e-14	3.588139138962055e-16	True	2.6825933542519405e-14	9.62557589882261e-16	True	1.647048066855828e-14	2.912764573923341e-16	True	2.430645440825997e-14	4.58637084660958e-16	True	1.1816484337777985e-14	4.526019211476955e-16	True	9.707830204431259e-15	3.611794988392934e-16	True	2.3924233622840832e-14	9.630320702874962e-16	True	7.156839234471692e-15	5.229456031951685e-16	True	2.8434689028667937e-15	4.212699654516491e-16	True	1.6263261852898818e-15	4.508976101527679e-16	True	2.707304872890233e-14	9.319030807810207e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_6.49.txt	54555.99	2.357857376222425e-14	4.497839648878181e-16	True	1.3646706999547992e-14	1.98740577996794e-16	True	2.302519049951181e-14	3.76279182137555e-16	True	9.099202072379123e-15	9.734140208578845e-16	True	2.646273026852308e-14	3.6521691306735124e-16	True	2.4287207126275118e-14	9.381448974198537e-16	True	1.5993934406859425e-14	2.6439241140104793e-16	True	2.3092289198166517e-14	3.802867258416318e-16	True	9.150730361864779e-15	5.643830717420614e-16	True	9.556679044297292e-15	3.593509120913751e-16	True	2.0658143572234106e-14	1.2092403783786939e-15	True	5.252242007955983e-15	9.686201696005221e-16	True	2.3242342217645224e-15	6.645528066808034e-16	True	1.3711880116806167e-15	5.908035003647469e-16	True	2.502688462551223e-14	1.0514111343029523e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_7.49.txt	54556.99	2.0455256199036534e-14	4.33947506779703e-16	True	1.33085215629939e-14	1.998298913741048e-16	True	2.2106509616361077e-14	3.835309725964018e-16	True	6.766889451154677e-15	4.622042542281459e-16	True	2.453958932861115e-14	3.677765048998288e-16	True	2.1894435253914858e-14	8.781260226025622e-16	True	1.544051884241903e-14	2.4157274899367686e-16	True	2.173646606976135e-14	2.8449681055464364e-16	True	7.181896499221038e-15	4.857449534865368e-16	True	9.384038238380352e-15	3.7132976724662015e-16	True	1.773523244898538e-14	1.4397905786193076e-15	True	3.944117927067537e-15	1.4396060987211496e-15	True	1.949281600612819e-15	9.66402905764966e-16	True	1.160268977353587e-15	7.74539483157501e-16	True	2.2960655636360836e-14	1.1663108279053292e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_8.48.txt	54557.98	1.7683575725635663e-14	3.799092890795635e-16	True	1.2933696887267828e-14	2.0127978277827066e-16	True	2.110745135752212e-14	3.846893665009539e-16	True	5.063827152279345e-15	1.3827702860332679e-15	True	2.2666996373039345e-14	3.5925702200646844e-16	True	1.9863628800900952e-14	8.573841799455316e-16	True	1.4856005932247497e-14	2.350470069572405e-16	True	2.0380641788307982e-14	2.361676783783462e-16	True	5.8068564912112175e-15	3.3376584254649433e-16	True	9.20543005145461e-15	4.2325955277504516e-16	True	1.522039824617131e-14	1.465432054892621e-15	True	3.1171308447128855e-15	1.5755463700166659e-15	True	1.6930222984735879e-15	1.190068181078376e-15	True	9.908744346015705e-16	9.621998616905125e-16	True	2.0964971288656907e-14	1.1830826170055373e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_10.48.txt	54559.98	1.3335283223513227e-14	2.039277173302544e-16	True	1.2095432670813379e-14	1.9927046132416648e-16	True	1.8933496128421702e-14	3.645212538983798e-16	True	3.0147096803213173e-15	2.515987011028146e-15	True	1.916519123265007e-14	2.924329843066229e-16	True	1.673672927659246e-14	1.2171532164863617e-15	True	1.3661571937422255e-14	2.1361063479543096e-16	True	1.7863232530694528e-14	3.757842150283408e-16	True	4.007381727297088e-15	1.80835704219458e-16	True	8.845535595815466e-15	6.567686899383775e-16	True	1.1335686511086605e-14	8.609589930695273e-16	True	2.3412680294461485e-15	7.125114516724835e-16	True	1.4102449933149463e-15	1.2665078494098135e-15	True	7.454189429410273e-16	1.3030311873824305e-15	True	1.728555521708165e-14	9.046027913760657e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_11.48.txt	54560.98	1.1870461085634183e-14	1.7723180028121515e-16	True	1.1655695402682554e-14	1.9437631300243871e-16	True	1.782665495050282e-14	3.4439788651991825e-16	True	2.4750929610913757e-15	2.259187765847459e-15	True	1.764109363852481e-14	2.4404864528936477e-16	True	1.5443347224264697e-14	1.783453750315046e-15	True	1.3094977572094938e-14	2.2525617320535824e-16	True	1.6754940514909883e-14	4.043246083304474e-16	True	3.492184455149539e-15	2.6388102480100217e-16	True	8.667666980971778e-15	8.025851524233387e-16	True	1.0026290093144431e-14	6.308867432390892e-16	True	2.1546978561484956e-15	3.545572987650534e-16	True	1.3362600689746078e-15	1.1009213000731115e-15	True	6.619073867371601e-16	1.4438034190691783e-15	True	1.5724789550539447e-14	7.622309598066024e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_14.47.txt	54563.97	9.214490323872627e-15	2.942765637172309e-16	True	1.037692890201489e-14	1.78115067519834e-16	True	1.4781795590436368e-14	2.92796464671297e-16	True	1.6885159945872457e-15	1.940107304697356e-15	True	1.4357869743098425e-14	2.1788171640823287e-16	True	1.2284354229293008e-14	3.939268604227176e-15	True	1.1583761753218201e-14	3.890355568002538e-16	True	1.4158678045320019e-14	5.51368824572889e-16	True	2.5970197920311277e-15	1.5101832459443243e-15	True	8.149449504984123e-15	1.2439853826009014e-15	True	7.95036704952948e-15	5.680641187415451e-16	True	1.7140742642572436e-15	3.7220365205337703e-16	True	1.1022409275171924e-15	3.534841411021955e-16	True	5.263430441858598e-16	1.731321043348634e-15	True	1.246586409204578e-14	6.441745163094794e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/SN2008ax_y2008m04d08.txt	54564.0	9.196796233898632e-15	2.96197988361523e-16	True	1.0364871861806018e-14	1.7806949066337963e-16	True	1.4754754011697213e-14	2.927245142560631e-16	True	1.682739846132177e-15	1.9939504607279856e-15	False	1.4333300168099818e-14	2.183971164581654e-16	True	1.2257451982545554e-14	3.961025012206715e-15	True	1.156996794286737e-14	3.900767673763824e-16	True	1.4137748170328124e-14	5.52588186620104e-16	True	2.5909251099139966e-15	1.5218104807571699e-15	True	8.144376122313333e-15	1.2481890592900227e-15	True	7.93548916604319e-15	5.7403287295945e-16	True	1.7110148658694802e-15	3.886420584109542e-16	True	1.0984214839787181e-15	3.572274070494785e-16	True	5.256840388813429e-16	1.7331874954872184e-15	True	1.2443645232466202e-14	6.457704166684862e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_15.47.txt	54564.97	8.688335048211408e-15	3.4746073503867203e-16	True	9.985282438321641e-15	1.780944539753663e-16	True	1.3924149734300675e-14	2.963271809487776e-16	True	1.5062502987533366e-15	3.725466588906029e-15	False	1.3604134929468401e-14	2.330279596922205e-16	True	1.1433355983139482e-14	4.64962139996049e-15	True	1.1137920484550373e-14	4.046228110662503e-16	True	1.3503538963470131e-14	5.653898282881592e-16	True	2.4182601807547107e-15	1.751918701727495e-15	True	7.981893381616183e-15	1.3799705919855104e-15	True	7.473327178394399e-15	7.787139873539904e-16	True	1.626910612422913e-15	8.394153843968128e-16	True	9.600077010771109e-16	4.979035396031144e-16	True	5.104439742289666e-16	1.7827512280966362e-15	True	1.1818894184763261e-14	7.061533803404925e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_18.46.txt	54567.96	7.672389470929838e-15	2.0890017673719992e-16	True	8.936512024794335e-15	1.802716058587317e-16	True	1.1851676474964894e-14	3.2874895788843936e-16	True	1.0704158477050787e-15	8.584626825786061e-15	False	1.2005673089605601e-14	1.85091973741888e-16	True	9.392868425316346e-15	6.4995256553871754e-15	True	9.968659885658096e-15	2.265929289231154e-16	True	1.1903789505253886e-14	2.795108124793685e-16	True	2.117688914003718e-15	6.738131616357735e-16	True	7.502017865841722e-15	1.7233681535597764e-15	True	6.317509036079584e-15	6.044549407603015e-16	True	1.4574400393922898e-15	5.642771500503154e-16	True	5.676123229417003e-16	4.2427845735103717e-16	True	5.23860671092381e-16	1.804498355166057e-15	True	1.0583728817397691e-14	6.65317025473324e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/SN2008ax_y2008m04d13.txt	54569.0	7.41502587720201e-15	1.2354767357640401e-16	True	8.612985169504966e-15	1.8024682521390984e-16	True	1.1283208849839023e-14	3.356896890656659e-16	True	9.504923400385985e-16	1.0032510929247444e-14	False	1.1598739649603803e-14	1.4477192307320352e-16	True	8.836642534139442e-15	7.020109167704922e-15	True	9.616325347859516e-15	1.5292655747637448e-16	True	1.1401282099297387e-14	1.8103396392550179e-16	True	2.067770250756933e-15	1.3104532486290917e-16	True	7.343246583099729e-15	1.816618646331416e-15	True	6.017500193601978e-15	8.681950877528429e-16	True	1.4004815635464896e-15	1.005826183534776e-15	True	5.109561425735178e-16	7.894228214674323e-16	True	5.446443193453271e-16	1.7651242007051417e-15	True	1.0235186195836966e-14	7.666192087754003e-16	True
