MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_g'	sdss_g'_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	sdss_u'	sdss_u'_err	sdss_z'	sdss_z'_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
54534.24000000036	7.669458745740711e-15	1.007966635285671e-16	3.2795292148339937e-15	8.932876150658798e-17	5.853956591412098e-15	1.538946982959229e-16	nan	nan	7.263710217508081e-15	8.17835597017115e-17	7.0965629135958305e-15	3.714969275193846e-16	3.6067142302556065e-15	5.024976192018701e-17	6.4019787421386865e-15	8.742532166868856e-17	4.7626102809639054e-15	1.9475348350794503e-16	2.2019708199158187e-15	1.3560186036556015e-16	nan	nan	nan	nan	1.820029359834844e-15	1.2497336605150471e-15	nan	nan	6.816370548864848e-15	8.919427953990103e-16
54534.290000000365	7.79907499405173e-15	1.0219669323154792e-16	3.3172903791701552e-15	9.025797308641067e-17	5.918416757836046e-15	1.5511788981685828e-16	nan	nan	7.352086891030247e-15	8.317635693737961e-17	7.189186916227319e-15	3.8053441423146285e-16	3.645135107848425e-15	5.08665961996975e-17	6.464148012902782e-15	8.856573827772688e-17	4.8686564062299876e-15	2.0004041253879662e-16	2.2286194946535686e-15	1.3729241461345038e-16	nan	nan	nan	nan	1.8415817174054313e-15	1.2465778152174464e-15	nan	nan	6.903971751289381e-15	9.028567767298067e-16
54534.34000000037	7.929532348066502e-15	1.0372351593254782e-16	3.3551637605560937e-15	9.117637890115293e-17	5.983056457937684e-15	1.5632153265405272e-16	nan	nan	7.440990067317273e-15	8.462055821450563e-17	7.28233914129199e-15	3.8906303160543795e-16	3.6836524940302605e-15	5.1486657159957067e-17	6.526259336694804e-15	8.975394763585806e-17	4.976211451734439e-15	2.0566415391100354e-16	2.2553519778285526e-15	1.3893508015793663e-16	nan	nan	nan	nan	1.8634118664778032e-15	1.2430518631969318e-15	nan	nan	6.992001802675471e-15	9.132512192605113e-16
54534.39000000037	8.060845106743947e-15	1.0537458300550922e-16	3.393148225972546e-15	9.208372060029171e-17	6.04787515541953e-15	1.5750542656961674e-16	nan	nan	7.530416028465782e-15	8.611497845957436e-17	7.37601890881002e-15	3.9706115328428613e-16	3.722249248764589e-15	5.209176112410795e-17	6.588322318587305e-15	9.097440020665483e-17	5.085264561973748e-15	2.11335434889424e-16	2.2821650268818445e-15	1.4052802371167445e-16	nan	nan	nan	nan	1.8855230092427903e-15	1.2391579204950453e-15	nan	nan	7.080461136936582e-15	9.231257562751363e-16
54534.44000000037	8.193027574250107e-15	1.0714922036376677e-16	3.4312426425446882e-15	9.297976093134339e-17	6.11287231418116e-15	1.5866941685157774e-16	nan	nan	7.620361058210402e-15	8.765890614895358e-17	7.470225552560288e-15	4.045103831710373e-16	3.7609082327288664e-15	5.266649443322892e-17	6.650346562871048e-15	9.221642773850994e-17	5.1958049414943625e-15	2.1681663566429366e-16	2.309055400222769e-15	1.420696393352178e-16	nan	nan	nan	nan	1.907918374350106e-15	1.234898189544654e-15	nan	nan	7.169350196039072e-15	9.324804272575636e-16
54534.490000000376	8.326094060081411e-15	1.0904877709900576e-16	3.469445877527607e-15	9.386428315812703e-17	6.178047398305797e-15	1.5981339365156104e-16	nan	nan	7.710821441783423e-15	8.92521187844824e-17	7.564958420044159e-15	4.11395316102545e-16	3.799612307142728e-15	5.319847782249654e-17	6.7123416731715445e-15	9.347468548290327e-17	5.3078218543970066e-15	2.219224540343902e-16	2.3360198571853945e-15	1.4355854615728567e-16	nan	nan	nan	nan	1.930601217209961e-15	1.2302749618353502e-15	nan	nan	7.258669430002542e-15	9.41315650032875e-16
54534.54000000038	8.460058879144363e-15	1.1107669202272089e-16	3.507756798314221e-15	9.473709050802903e-17	6.243399872060875e-15	1.609372914022832e-16	nan	nan	7.801793466007999e-15	9.089488521524287e-17	7.660216872446748e-15	4.1770334803054357e-16	3.838344333586896e-15	5.367851394858623e-17	6.774317252552414e-15	9.474942163585332e-17	5.421304623845199e-15	2.2651770965347327e-16	2.3630551579838023e-15	1.4499358615423984e-16	nan	nan	nan	nan	1.953574820296843e-15	1.2252906207846676e-15	nan	nan	7.348419296899222e-15	9.496321970442027e-16
54534.59000000038	8.594936351819054e-15	1.1323848465300108e-16	3.5461742724352864e-15	9.559800564819427e-17	6.3089291999012495e-15	1.6204108821617962e-16	nan	nan	7.893273419230658e-15	9.258795631978674e-17	7.756000284594407e-15	4.2342452817242894e-16	3.8770871738291756e-15	5.410065316507023e-17	6.836282903626909e-15	9.604659866606949e-17	5.536242631570485e-15	2.3051413118242836e-16	2.3901580636684897e-15	1.4637382204393072e-16	nan	nan	nan	nan	1.9768424934554975e-15	1.219947644827745e-15	nan	nan	7.438600262854297e-15	9.574311752042482e-16
54534.640000000385	8.730740804079923e-15	1.1554167740794636e-16	3.584697167550145e-15	9.644687019108344e-17	6.3746348464642875e-15	1.6312480535755586e-16	nan	nan	7.985257591332015e-15	9.43325455383583e-17	7.85230804492353e-15	4.2855144716556697e-16	3.9158236896481325e-15	5.446220304694287e-17	6.898248228657747e-15	9.737787882800177e-17	5.6526253173864665e-15	2.338671469351161e-16	2.4173253360821624e-15	1.4769853533110172e-16	nan	nan	nan	nan	2.0004075742090815e-15	1.2142486107391909e-15	nan	nan	7.529212802046043e-15	9.647140088564835e-16
54534.69000000039	8.867486567536855e-15	1.1799565588765892e-16	3.623324351446727e-15	9.728354422950669e-17	6.44051627657667e-15	1.6418850672813107e-16	nan	nan	8.077742273706419e-15	9.613030050746271e-17	7.949139555437046e-15	4.330791565569697e-16	3.9545367426532236e-15	5.4763697604957464e-17	6.960222829694245e-15	9.876047426332242e-17	5.770442178698061e-15	2.365731301705281e-16	2.4445537378150537e-15	1.4896722452948393e-16	nan	nan	nan	nan	2.024273428069579e-15	1.2081961972027997e-15	nan	nan	7.620257396706078e-15	9.71482425451675e-16
54534.74000000039	9.005187979572151e-15	1.2061147421017326e-16	3.662054692050796e-15	9.810790588696679e-17	6.506572955237952e-15	1.6523229836669496e-16	nan	nan	8.170723759250166e-15	9.798326702570607e-17	8.046494231668186e-15	4.370051160039419e-16	3.993209194115807e-15	5.5008833222454274e-17	7.022216308640425e-15	1.0021685246158695e-16	5.88968277001603e-15	2.3866718720824764e-16	2.471840032161981e-15	1.5017960357168744e-16	nan	nan	nan	nan	2.0484434488504447e-15	1.2017931886460543e-15	nan	nan	7.711734537119537e-15	9.777384436160755e-16
54534.790000000394	9.143859383413977e-15	1.2340161292174276e-16	3.700887057408336e-15	9.891985089931841e-17	6.572804347641725e-15	1.6625632799581154e-16	nan	nan	8.264198342336859e-15	9.989384643522349e-17	8.144371502646028e-15	4.4032916542301246e-16	4.0318239047867064e-15	5.5204370421618234e-17	7.084238267397337e-15	1.0177428168019975e-16	6.0103367024738106e-15	2.40221342217566e-16	2.4991809830769614e-15	1.513356004095176e-16	nan	nan	nan	nan	2.0729210589815316e-15	1.19504247935873e-15	nan	nan	7.803644721626013e-15	9.834843633339589e-16
54534.8400000004	9.283515128207346e-15	1.2637969753720167e-16	3.739820315691719e-15	9.971929221416354e-17	6.6392099191571e-15	1.6726078457363213e-16	nan	nan	8.358162318862407e-15	1.0186474745035611e-16	8.24277081085323e-15	4.4305352001507935e-16	4.07036373471866e-15	5.535999349237819e-17	7.146298307959372e-15	1.0346419997701368e-16	6.132393643342371e-15	2.41342802602082e-16	2.5265733551303405e-15	1.524353557984447e-16	nan	nan	nan	nan	2.097709709826331e-15	1.18794707791638e-15	nan	nan	7.895988456619405e-15	9.887227580156943e-16
54534.8900000004	9.42416956912742e-15	1.2956018682332253e-16	3.778853335206745e-15	1.005061596106084e-16	6.7057891353374e-15	1.682458978449496e-16	nan	nan	8.452611986158244e-15	1.0389893341968174e-16	8.341691612196612e-15	4.451827866625433e-16	4.1088115430948926e-15	5.548811396699114e-17	7.208406032520589e-15	1.0532139666625641e-16	6.255843315552636e-15	2.421718446962139e-16	2.55401391346357e-15	1.53479222248711e-16	nan	nan	nan	nan	2.1228128820015564e-15	1.1805101119324202e-15	nan	nan	7.988766256549578e-15	9.934564682594457e-16
54534.9400000004	9.565837067403171e-15	1.3295804069652149e-16	3.8179849843776736e-15	1.012803993330341e-16	6.7725414619156256e-15	1.6921193795354366e-16	nan	nan	8.547543643029899e-15	1.0599956595857978e-16	8.441133375961614e-15	4.467240006447486e-16	4.147150188050095e-15	5.560359920729221e-17	7.270571043590879e-15	1.0738300693421302e-16	6.380675497212488e-15	2.428787305942863e-16	2.5814994237461367e-15	1.5446776312300872e-16	nan	nan	nan	nan	2.1482340856990454e-15	1.1727348331643131e-15	nan	nan	8.08197864392261e-15	9.976885971439233e-16
54534.990000000405	9.70853199052158e-15	1.3658837843073703e-16	3.8572141317538305e-15	1.0204197374860551e-16	6.839466364812767e-15	1.7015921500225884e-16	nan	nan	8.642953589707719e-15	1.0816994590846387e-16	8.541095584786394e-15	4.47686681961265e-16	4.185362526494105e-15	5.5723404455089e-17	7.332802944101369e-15	1.096873385414865e-16	6.506880021131327e-15	2.436589736000964e-16	2.6090266521308667e-15	1.5540175184692528e-16	nan	nan	nan	nan	2.173976861010062e-15	1.1646246230028394e-15	nan	nan	8.17562614930215e-15	1.0014225069200836e-15
54535.04000000041	9.852268712216428e-15	1.404661382282045e-16	3.8965396459999144e-15	1.0279086101175564e-16	6.906563310117399e-15	1.710880786757469e-16	nan	nan	8.738838127895072e-15	1.1041345246316328e-16	8.641577734615792e-15	4.480829108192239e-16	4.22343141393497e-15	5.586608673311281e-17	7.395111337514828e-15	1.1227257173063575e-16	6.6344467743449734e-15	2.447262642699156e-16	2.6365923652101124e-15	1.5628217119747175e-16	nan	nan	nan	nan	2.200044778252041e-15	1.156182998375919e-15	nan	nan	8.269709311309963e-15	1.0046618169909018e-15
54535.09000000041	9.997061612571649e-15	1.4460574911839503e-16	3.935960395904811e-15	1.0352705474852612e-16	6.973831764110432e-15	1.719989178282976e-16	nan	nan	8.835193560680504e-15	1.1273348145573302e-16	8.742579334671904e-15	4.479274219863544e-16	4.261339704303475e-15	5.605118291451496e-17	7.457505827927176e-15	1.1517539585096696e-16	6.763365697638833e-15	2.4630252744751567e-16	2.66419332997158e-15	1.5711021262371268e-16	nan	nan	nan	nan	2.2264414382977025e-15	1.1474136181023823e-15	nan	nan	8.364228676627881e-15	1.0074104030878012e-15
54535.140000000414	1.0142922429500216e-14	1.49018414671736e-16	3.975475250378064e-15	1.0425056374934319e-16	7.041271193235072e-15	1.7289216008182747e-16	nan	nan	8.932016165860482e-15	1.1513260839421311e-16	8.844099907419111e-15	4.472377177752058e-16	4.299072811893019e-15	5.629559064828984e-17	7.519995522609519e-15	1.1842453670310778e-16	6.893636668450323e-15	2.485751741720095e-16	2.6918263137548052e-15	1.5788727554882627e-16	nan	nan	nan	nan	2.25317047290664e-15	1.1383202897344427e-15	nan	nan	8.45918479999851e-15	1.0096723975711782e-15
54535.19000000042	1.0289843332335411e-14	1.536965266033034e-16	4.015083078436667e-15	1.04961411674331e-16	7.108881064129883e-15	1.7376827142429115e-16	nan	nan	9.029302024929421e-15	1.176075915904712e-16	8.946138988526856e-15	4.460341993387144e-16	4.336635084744258e-15	5.659467899078095e-17	7.582585852176791e-15	1.2200710998477228e-16	7.02533266192757e-15	2.514953243325727e-16	2.719488084205898e-15	1.5861496659375476e-16	nan	nan	nan	nan	2.2802355450594653e-15	1.1289069769322623e-15	nan	nan	8.554578244227076e-15	1.0114521907964607e-15
54535.24000000042	1.0437807723265017e-14	1.5862373968657629e-16	4.0547827492253215e-15	1.0565963676440434e-16	7.176660843602904e-15	1.7462775578927745e-16	nan	nan	9.127047132206612e-15	1.2015256863876987e-16	9.04869612683216e-15	4.443403157414093e-16	4.374039356043995e-15	5.693422368494893e-17	7.645280599909822e-15	1.2589031649091716e-16	7.158559448130217e-15	2.549043928767251e-16	2.747175409234779e-15	1.5929509865706826e-16	nan	nan	nan	nan	2.3076403492943715e-15	1.1191778074184574e-15	nan	nan	8.650409580182726e-15	1.0127544335006031e-15
54535.29000000042	1.058679896945139e-14	1.6378333256693087e-16	4.09457313198737e-15	1.0634529156811937e-16	7.244609998638449e-15	1.754711546273598e-16	nan	nan	9.225247482965862e-15	1.2276168099816162e-16	9.151770884313965e-15	4.4218272984913323e-16	4.411298497289596e-15	5.730057032858263e-17	7.708083542266377e-15	1.3003982987640918e-16	7.293423012071235e-15	2.5864500384211024e-16	2.77488505697057e-15	1.5992968977685538e-16	nan	nan	nan	nan	2.335388612046269e-15	1.1091370815658515e-15	nan	nan	8.746679386800553e-15	1.0135840401766895e-15
54535.340000000426	1.0736800444351e-14	1.691585866755425e-16	4.1344530960978256e-15	1.0701844266700205e-16	7.312727996399944e-15	1.7629904646173668e-16	nan	nan	9.323899073850086e-15	1.254291446541909e-16	9.255362836045847e-15	4.3959149942256963e-16	4.448425378371576e-15	5.768131899241678e-17	7.770998456696261e-15	1.3442110294697551e-16	7.430029403630343e-15	2.6257166178765805e-16	2.8026137957177125e-15	1.6052096169294325e-16	nan	nan	nan	nan	2.36348409198854e-15	1.0987892816775989e-15	nan	nan	8.843388251083064e-15	1.013946193412921e-15
54535.39000000043	1.0887795527523935e-14	1.7473305117887891e-16	4.174421511025938e-15	1.0767917041218353e-16	7.381014304231244e-15	1.7711204641143743e-16	nan	nan	9.422997902841314e-15	1.281492975798053e-16	9.359471570177402e-15	4.366002708465115e-16	4.485432867715565e-15	5.806582763332193e-17	7.834029121688256e-15	1.3900029558353716e-16	7.568484741902442e-15	2.6655814224682907e-16	2.830358393911251e-15	1.6107133801961248e-16	nan	nan	nan	nan	2.3919305803772748e-15	1.088139082025358e-15	nan	nan	8.940536768102276e-15	1.013846349182951e-15
54535.44000000043	1.103976760464012e-14	1.8049074037850095e-16	4.21447724635942e-15	1.0832756866155329e-16	7.449468389640772e-15	1.7791080570390393e-16	nan	nan	9.522539969259612e-15	1.3091663736039566e-16	9.464096687885188e-15	4.3324648157075886e-16	4.522333832404827e-15	5.844559170820257e-17	7.897179316820414e-15	1.4374493203448252e-16	7.708895219541776e-15	2.705024542712237e-16	2.8581156200738713e-15	1.615834419320293e-16	nan	nan	nan	nan	2.420731901398259e-15	1.0771913597188038e-15	nan	nan	9.038125541001812e-15	1.013290243084057e-15
54535.490000000435	1.1192700067328657e-14	1.8641627358132022e-16	4.254619171788144e-15	1.0896374452565921e-16	7.518089720311899e-15	1.78696011150301e-16	nan	nan	9.622521273774876e-15	1.3372585025127642e-16	9.569237803352855e-15	4.2957156555559366e-16	4.55914113832125e-15	5.88145160294002e-17	7.960452822777501e-15	1.486243307571448e-16	7.851367107111603e-15	2.7432989689414495e-16	2.8858822427712753e-15	1.62060093259856e-16	nan	nan	nan	nan	2.449891912516511e-15	1.0659512064877395e-15	nan	nan	9.136155180999154e-15	1.0122838975255185e-15
54535.54000000044	1.1346576313002266e-14	1.9249496771677692e-16	4.29484615711428e-15	1.0958781810973402e-16	7.586877764117312e-15	1.7946838456836135e-16	nan	nan	9.722937818335047e-15	1.3657183282888322e-16	9.674894543727389e-15	4.256211536391397e-16	4.595867650265788e-15	5.916909479153199e-17	8.023853421422069e-15	1.536098545058378e-16	7.996006757435429e-15	2.779947131401241e-16	2.913655030568098e-15	1.6250430487569398e-16	nan	nan	nan	nan	2.4794145048285334e-15	1.054423941467482e-15	nan	nan	9.234626307387453e-15	1.0108336298781072e-15
54535.59000000044	1.1501379744894632e-14	1.9871289221900718e-16	4.335157072242161e-15	1.1019992226105621e-16	7.655831989090857e-15	1.8022868220472343e-16	nan	nan	9.823785606216468e-15	1.3944970743359986e-16	9.781066549092929e-15	4.2144525777171933e-16	4.6325262320943084e-15	5.950851298366703e-17	8.087384895807997e-15	1.5867502575592528e-16	8.142920609951697e-15	2.8148074119155384e-16	2.9414307519839513e-15	1.6291927825840464e-16	nan	nan	nan	nan	2.5093036034172714e-15	1.0426151250886497e-15	nan	nan	9.333539547538648e-15	1.0089460616022703e-15
54535.64000000044	1.1657093771828823e-14	2.0505689472456188e-16	4.375550787179168e-15	1.1080020231332501e-16	7.724951863441335e-15	1.8097769407406089e-16	nan	nan	9.925060641989598e-15	1.423548324084023e-16	9.887753472434568e-15	4.1709842438000483e-16	4.6691297468439105e-15	5.983467826740437e-17	8.151051030249713e-15	1.637955462618279e-16	8.292215195070212e-15	2.84801324911127e-16	2.9692061754497756e-15	1.633083981057988e-16	nan	nan	nan	nan	2.539563167709802e-15	1.030530574183752e-15	nan	nan	9.432895536905366e-15	1.0066281283779942e-15
54535.690000000446	1.1813701808181166e-14	2.1151460479385124e-16	4.416026172037928e-15	1.113888158325644e-16	7.794236855549479e-15	1.8171624326902326e-16	nan	nan	1.0026758931483662e-14	1.452828080777045e-16	9.994954979608903e-15	4.126398377890112e-16	4.705691056872439e-15	6.015218759372755e-17	8.214855610337409e-15	1.6894925203609316e-16	8.443997138531272e-15	2.8799860670911355e-16	2.996978069262924e-15	1.6367522586431045e-16	nan	nan	nan	nan	2.570197191837767e-15	1.018176378436351e-15	nan	nan	9.53269491902403e-15	1.0038870912675618e-15
54535.74000000045	1.1971187273749277e-14	2.1807442162944641e-16	4.456582097031033e-15	1.1196593235926353e-16	7.863686433973052e-15	1.8244518521928624e-16	nan	nan	1.0128876481798435e-14	1.4822947927316502e-16	1.0102670749308577e-14	4.081333497213774e-16	4.742223023978808e-15	6.046822804081403e-17	8.278802423001059e-15	1.7411602768104147e-16	8.598373165767686e-15	2.91142201598126e-16	3.024743201543785e-15	1.6402349204434104e-16	nan	nan	nan	nan	2.6012097050006192e-15	1.0055589183128793e-15	nan	nan	9.632938345517132e-15	1.0007305489435726e-15
54535.79000000045	1.212953359368606e-14	2.2472549058764165e-16	4.497217432469273e-15	1.1253173314686154e-16	7.933300067433431e-15	1.8316540687689382e-16	nan	nan	1.0231409301286029e-14	1.511909351309027e-16	1.0210900473033858e-14	4.036474057171735e-16	4.7787385095426424e-15	6.079240717092164e-17	8.34289525653454e-15	1.7927769768218289e-16	8.755450106271727e-15	2.943271514428918e-16	3.052498340191973e-15	1.6435708718382874e-16	nan	nan	nan	nan	2.632604771831688e-15	9.926848846332612e-16	nan	nan	9.733626476096981e-15	9.971664510241235e-16
54535.840000000455	1.228872419831917e-14	2.31457672202025e-16	4.537931048764288e-15	1.130864108963521e-16	8.003077224831677e-15	1.8387782585927307e-16	nan	nan	1.0334353399545538e-14	1.5416350670861822e-16	1.0319643855057665e-14	3.9925483436400914e-16	4.815250374647166e-15	6.113650516360678e-17	8.407137900649272e-15	1.8441790706230544e-16	8.915334897962909e-15	2.9767099148899077e-16	3.08024025284141e-15	1.6468005132884846e-16	nan	nan	nan	nan	2.6643864927670516e-15	9.795612999550866e-16	nan	nan	9.834759978567497e-15	9.93203112559301e-16
54535.89000000046	1.24487425231286e-14	2.3826150661947245e-16	4.578721816414906e-15	1.1363016948529516e-16	8.07301737522831e-15	1.8458338950585148e-16	nan	nan	1.0437704787405893e-14	1.5714376297942195e-16	1.0428900612396392e-14	3.950324613323055e-16	4.8517714802140725e-15	6.151413969529378e-17	8.471534146515771e-15	1.895219998262017e-16	9.078134591558315e-15	3.013097382646578e-16	3.107965706817186e-15	1.6499656190187153e-16	nan	nan	nan	nan	2.696559004417343e-15	9.661955419656331e-16	nan	nan	9.936339528828457e-15	9.88849229716286e-16
54535.94000000046	1.2609572008596011e-14	2.45128175571203e-16	4.6195886060278456e-15	1.141632236907871e-16	8.143119987859931e-15	1.852830738792606e-16	nan	nan	1.0541459476883022e-14	1.6012850556741167e-16	1.0538670474780232e-14	3.9106050849725355e-16	4.888314687135588e-15	6.194033551290858e-17	8.536087786793162e-15	1.9457690064336033e-16	9.24395635495165e-15	3.053926419374555e-16	3.1356714690904434e-15	1.653109198387826e-16	nan	nan	nan	nan	2.729126479942415e-15	9.525953690991364e-16	nan	nan	1.0038365810878041e-14	9.841138967162452e-16
54535.99000000046	1.2771196100117587e-14	2.520494634586474e-16	4.660530288302305e-15	1.1468579890680113e-16	8.213384532132056e-15	1.8597788268653588e-16	nan	nan	1.0645613481234468e-14	1.6311476259781943e-16	1.0648953184620465e-14	3.8742174039013266e-16	4.924892856401272e-15	6.243099445883383e-17	8.600802615684658e-15	1.9957100308198928e-16	9.412907477588665e-15	3.1007564780678726e-16	3.163354306235725e-15	1.6562753388747155e-16	nan	nan	nan	nan	2.7620931294289705e-15	9.387689486209045e-16	nan	nan	1.0140839516816506e-14	9.79006624076742e-16
54536.04000000047	1.2933598247889477e-14	2.5901771868190995e-16	4.701545734015866e-15	1.1519813084701757e-16	8.28381047762402e-15	1.8666884611650826e-16	nan	nan	1.0750162814891916e-14	1.660997818985583e-16	1.0759748496976265e-14	3.8420032747234417e-16	4.961521051382028e-15	6.299753235181617e-17	8.665682428972268e-15	2.044940662056827e-16	9.58505474757783e-15	3.1547239807385237e-16	3.1910109843857132e-15	1.6595090297875032e-16	nan	nan	nan	nan	2.795463200271167e-15	9.247248874481465e-16	nan	nan	1.024376134684934e-14	9.73537358215809e-16
54536.09000000047	1.309676190682437e-14	2.660258159621493e-16	4.74263381405356e-15	1.1570046524344272e-16	8.354397294065545e-15	1.873570195937954e-16	nan	nan	1.085510349344618e-14	1.6908102381085538e-16	1.0871056179529793e-14	3.8148040977532533e-16	4.99822314444175e-15	6.363225328955078e-17	8.730731024060952e-15	2.093371203334584e-16	9.76030257223162e-15	3.2152527032717763e-16	3.2186382691876733e-15	1.6628559660408566e-16	nan	nan	nan	nan	2.8292409775541297e-15	9.104722660066953e-16	nan	nan	1.0347132009291785e-14	9.677165024748132e-16
54536.14000000047	1.3260670536410796e-14	2.7306712018254127e-16	4.783793399384087e-15	1.161930575341577e-16	8.425144451369815e-15	1.8804348245997912e-16	nan	nan	1.0960431533691136e-14	1.720561537534447e-16	1.0982876012553493e-14	3.7934436616970167e-16	5.035025210724546e-15	6.432294102307936e-17	8.79595220002057e-15	2.1409238209655988e-16	9.938514856184678e-15	3.2813368092818557e-16	3.2462329257592074e-15	1.666362331602966e-16	nan	nan	nan	nan	2.8634307844406597e-15	8.960206754569492e-16	nan	nan	1.0450952220570769e-14	9.615549396151695e-16
54536.190000000475	1.3425307600642157e-14	2.801354520545568e-16	4.8250233610562964e-15	1.1667617253832402e-16	8.496051419615703e-15	1.8872933655567345e-16	nan	nan	1.1066142953547656e-14	1.7502303467317996e-16	1.1095207776055438e-14	3.778706658387409e-16	5.071953313562748e-15	6.505816216529537e-17	8.86134975762651e-15	2.187531784963743e-16	1.0119555622937506e-14	3.352019226706332e-16	3.2737917271496842e-15	1.6700744890031482e-16	nan	nan	nan	nan	2.898036982560804e-15	8.813802586569773e-16	nan	nan	1.0555222705230995e-14	9.550640558429003e-16
54536.24000000048	1.3590656567884738e-14	2.872250557602742e-16	4.866322570216797e-15	1.1715008411701337e-16	8.567117669037394e-15	1.8941570469523206e-16	nan	nan	1.1172233772086106e-14	1.7797971950532888e-16	1.1208048543677837e-14	3.77098491614137e-16	5.109030825711757e-15	6.582723514870248e-17	8.926927499397921e-15	2.233138794171633e-16	1.0303289009138189e-14	3.426441727690676e-16	3.3013132489302334e-15	1.674023210223397e-16	nan	nan	nan	nan	2.9330639724046674e-15	8.665617552703511e-16	nan	nan	1.0659944195936946e-14	9.482557664084083e-16
54536.29000000048	1.3756700910829158e-14	2.943305686561449e-16	4.907689898094108e-15	1.1761507482480585e-16	8.638342670043831e-15	1.901037290801158e-16	nan	nan	1.127870000949849e-14	1.809244436852045e-16	1.1321389335267477e-14	3.7698563680035175e-16	5.146275115686203e-15	6.66200001542296e-17	8.992689229648187e-15	2.2776983792132817e-16	1.048957925886164e-14	3.503880657022391e-16	3.3288000890775707e-15	1.6782043651687882e-16	nan	nan	nan	nan	2.9685161937182504e-15	8.515765514662333e-16	nan	nan	1.0765117433478222e-14	9.411425428233315e-16
54536.340000000484	1.3923424106296113e-14	3.014469930079093e-16	4.949124215997333e-15	1.1807143554237705e-16	8.709725893209847e-15	1.9079456959893836e-16	nan	nan	1.1385537687099528e-14	1.838556178019808e-16	1.1435220362011417e-14	3.77474257895833e-16	5.183702740976368e-15	6.742807795764418e-17	9.058638754524446e-15	2.3211733756688544e-16	1.0678290717895198e-14	3.5837703243697293e-16	3.3562553893069942e-15	1.6826091527800117e-16	nan	nan	nan	nan	3.004398125902479e-15	8.364367347021104e-16	nan	nan	1.0870743166772998e-14	9.337374417222704e-16
54536.39000000049	1.4090809635210247e-14	3.085696697133153e-16	4.990624395319247e-15	1.1851946509903231e-16	8.781266809270675e-15	1.9148940201645412e-16	nan	nan	1.149274282732022e-14	1.8677182038880902e-16	1.1549531846926832e-14	3.7850280410647345e-16	5.221330260807655e-15	6.824525704886412e-17	9.124779882040445e-15	2.363535460132164e-16	1.0869287828025608e-14	3.665716318567339e-16	3.3836822907703623e-15	1.6872290080886578e-16	nan	nan	nan	nan	3.0407142884154037e-15	8.211551541222788e-16	nan	nan	1.0976822152872907e-14	9.260541353862882e-16
54536.44000000049	1.4258840982474377e-14	3.1569425390185743e-16	5.032189307534094e-15	1.189594698731497e-16	8.852964889119881e-15	1.9218941608896297e-16	nan	nan	1.1600311453665e-14	1.8967179092651963e-16	1.1664314024555644e-14	3.8000780038200687e-16	5.259174236319231e-15	6.906765881006655e-17	9.191116422130157e-15	2.4047647413807027e-16	1.1062435121330784e-14	3.749500834814508e-16	3.411083934095709e-15	1.6920557873254073e-16	nan	nan	nan	nan	3.0774692411776136e-15	8.057454871474548e-16	nan	nan	1.1083355156966832e-14	9.181069439211808e-16
54536.49000000049	1.442750163684873e-14	3.2281669232234906e-16	5.0738178241962624e-15	1.1939176338240613e-16	8.924819603826548e-15	1.928958135727412e-16	nan	nan	1.1708239590720304e-14	1.9255442300533664e-16	1.1779557140655367e-14	3.8192549606157885e-16	5.297251230726907e-15	6.98938402562018e-17	9.25765218668064e-15	2.444849399820803e-16	1.125759721447248e-14	3.835081726519625e-16	3.4384634594274424e-15	1.6970819378211207e-16	nan	nan	nan	nan	3.114667584980874e-15	7.902223128693125e-16	nan	nan	1.1190342952386127e-14	9.099108690599682e-16
54536.540000000496	1.4596775090862532e-14	3.299332023771228e-16	5.1155088169354446e-15	1.1981666585046495e-16	8.996830424607695e-15	1.936098061227453e-16	nan	nan	1.1816523264126718e-14	1.954187577242028e-16	1.1895251451894754e-14	3.8419332944806876e-16	5.335577809498237e-15	7.07248436120153e-17	9.324390989581014e-15	2.4837853681852084e-16	1.1454638802993311e-14	3.9225865516838116e-16	3.4658240064678395e-15	1.702300652652614e-16	nan	nan	nan	nan	3.1523139619000967e-15	7.746011928955828e-16	nan	nan	1.1297786320608817e-14	9.014816295246158e-16
54536.5900000005	1.4766644840695717e-14	3.370402526908756e-16	5.15726115746236e-15	1.2023450375859068e-16	9.068996822857373e-15	1.9433261311138477e-16	nan	nan	1.1925158500623969e-14	1.982639772547368e-16	1.2011387225545383e-14	3.8675118025428986e-16	5.374170540510989e-15	7.156419862967248e-17	9.391336646762176e-15	2.52157604721997e-16	1.1653424655614198e-14	4.0123024749204396e-16	3.4931687145162837e-15	1.7077060100514907e-16	nan	nan	nan	nan	3.1904130557085418e-15	7.588987603115706e-16	nan	nan	1.1405686051264581e-14	8.928356978402628e-16
