MJD	Bessell_B	Bessell_B_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	sdss_g'	sdss_g'_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	sdss_z'	sdss_z'_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
54846.94379999516	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54846.993799995165	nan	nan	nan	nan	6.042742145049103e-16	2.808575267412929e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.04379999517	nan	nan	nan	nan	6.119554582813026e-16	2.759225482855404e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.09379999517	nan	nan	nan	nan	6.196598734100369e-16	2.7131884341555982e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.143799995174	nan	nan	nan	nan	6.273859889399313e-16	2.6705252066339573e-17	nan	nan	nan	nan	4.715439656163e-16	3.157645689630861e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.19379999518	nan	nan	nan	nan	6.351321209440724e-16	2.631279120650938e-17	nan	nan	nan	nan	4.86209614509495e-16	2.906573333584859e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.24379999518	nan	nan	nan	nan	6.428963073246649e-16	2.595471267184641e-17	nan	nan	nan	nan	5.008080868382761e-16	2.7954755365365757e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.29379999518	nan	nan	nan	nan	6.506765673395244e-16	2.56311292739879e-17	nan	nan	nan	nan	5.152494194839917e-16	2.789966943414304e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.343799995186	nan	nan	nan	nan	6.584709210012774e-16	2.534204304992581e-17	nan	nan	nan	nan	5.29446358485618e-16	2.858849331996851e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.39379999519	nan	nan	nan	nan	6.662773938863432e-16	2.5087234259463842e-17	nan	nan	nan	nan	5.433464369577321e-16	2.968092188543239e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.44379999519	nan	nan	nan	nan	6.740940143408289e-16	2.486631868408537e-17	nan	nan	nan	nan	5.569212793808943e-16	3.0883369387030074e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.493799995194	nan	nan	nan	nan	6.819188107839479e-16	2.46788055694413e-17	nan	nan	nan	nan	5.701429860383377e-16	3.2042562089318e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.5437999952	nan	nan	nan	nan	6.897498116775045e-16	2.4524099722895397e-17	nan	nan	nan	nan	5.829836496541205e-16	3.3121032204901216e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.5937999952	nan	nan	nan	nan	6.975850784480703e-16	2.4401487214370316e-17	nan	nan	nan	nan	5.954153547919451e-16	3.416393300026813e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.6437999952	nan	nan	nan	nan	7.054228485135458e-16	2.4310063279395023e-17	nan	nan	nan	nan	6.074153242937292e-16	3.5239417648034974e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.693799995206	nan	nan	nan	nan	7.132614178332381e-16	2.424880542694733e-17	nan	nan	nan	nan	6.189886108933584e-16	3.629738855719894e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.74379999521	nan	nan	nan	nan	7.210990824043406e-16	2.421661638623558e-17	nan	nan	nan	nan	6.301496273236665e-16	3.726650237136551e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.79379999521	nan	nan	nan	nan	7.289341382124085e-16	2.4212336215923093e-17	nan	nan	nan	nan	6.40912784551153e-16	3.81115512966725e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.843799995215	nan	nan	nan	nan	7.367648812215424e-16	2.4234755039926912e-17	nan	nan	nan	nan	6.512924850205845e-16	3.883680524316864e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.89379999522	nan	nan	nan	nan	7.445896210533938e-16	2.428262173273486e-17	nan	nan	3.9392313984111363e-16	4.05330092097618e-18	6.613031229627867e-16	3.948473115991918e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.94379999522	nan	nan	nan	nan	7.524068689231688e-16	2.4354597908320834e-17	nan	nan	3.977967978275461e-16	3.870879348605925e-18	6.709590846964351e-16	4.013061634263106e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54847.99379999522	nan	nan	nan	nan	7.602152895882582e-16	2.4449286309878623e-17	nan	nan	4.016803714551305e-16	3.723865126312333e-18	6.802747530704683e-16	4.087186581218478e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.04379999523	nan	nan	nan	nan	7.680135516051929e-16	2.456529092681629e-17	nan	nan	4.055705025567658e-16	3.609483998839866e-18	6.892651928279207e-16	4.175283716417893e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.09379999523	nan	nan	nan	nan	7.758003234635324e-16	2.4701230232469768e-17	nan	nan	4.0946383300824075e-16	3.524427552706082e-18	6.97946915920925e-16	4.269165686201964e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.14379999523	nan	nan	nan	nan	7.835742735777382e-16	2.4855747874772264e-17	nan	nan	4.133570047030337e-16	3.4650495865940933e-18	7.063366121056327e-16	4.360338618655461e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.193799995235	nan	nan	nan	nan	7.913340702792359e-16	2.50275219264923e-17	nan	nan	4.172466595284063e-16	3.427599545053338e-18	7.144509648581171e-16	4.4427438571184694e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.24379999524	nan	nan	nan	nan	7.990783818087317e-16	2.5215272656613163e-17	nan	nan	4.2112943933982484e-16	3.4084526210565566e-18	7.223066517269186e-16	4.513325058884709e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.29379999524	nan	nan	nan	nan	8.068058940201788e-16	2.541776422255765e-17	nan	nan	4.2500198593668387e-16	3.4043026730262357e-18	7.29920344686707e-16	4.5722218617762616e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.343799995244	nan	nan	nan	nan	8.145155115405644e-16	2.563375725920432e-17	nan	nan	4.288609410374764e-16	3.4122985909385754e-18	7.373087104910844e-16	4.6227105706436546e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.39379999525	nan	nan	nan	nan	8.222062865085613e-16	2.5862031674067748e-17	nan	nan	4.3270294625490758e-16	3.430119869264768e-18	7.4448841102659e-16	4.670913405468366e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.44379999525	nan	nan	nan	nan	8.29877273709682e-16	2.6101427753080282e-17	nan	nan	4.3652464307140646e-16	3.455997878849486e-18	7.51476103664303e-16	4.725218213960584e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.49379999525	nan	nan	nan	nan	8.375275278042854e-16	2.635084909155441e-17	nan	nan	4.403226728142587e-16	3.488694304521482e-18	7.58288412282349e-16	4.795256395224398e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.543799995256	nan	nan	nan	nan	8.45156103322529e-16	2.660926376106872e-17	nan	nan	4.440936766306745e-16	3.527448693040305e-18	7.649388550733498e-16	4.884385820879902e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.59379999526	nan	nan	nan	nan	8.527620546581986e-16	2.6875704578133186e-17	nan	nan	4.478342954635032e-16	3.571905142320138e-18	7.714351490543208e-16	4.983806298999386e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.64379999526	nan	nan	nan	nan	8.603444360633239e-16	2.7149268616699807e-17	nan	nan	4.515411947036186e-16	3.622007128901914e-18	7.777843723484889e-16	5.084094312607774e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.693799995264	nan	nan	nan	nan	8.67902301642546e-16	2.742911609577653e-17	nan	nan	4.552122712731756e-16	3.6770045235860335e-18	7.839935998704101e-16	5.177495222141903e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.74379999527	nan	nan	nan	nan	8.754347053473306e-16	2.7714468764192875e-17	nan	nan	4.588472002719953e-16	3.735008877886982e-18	7.900699034736922e-16	5.258486647830727e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.79379999527	nan	nan	nan	nan	8.829407324435016e-16	2.800459946408042e-17	nan	nan	4.624457951826078e-16	3.794249973627861e-18	7.960203520988044e-16	5.324043380378887e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.84379999527	nan	nan	nan	nan	8.904196890502046e-16	2.829877916897853e-17	nan	nan	4.660078692143083e-16	3.85320390438738e-18	8.018520119257724e-16	5.3737277862303246e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.893799995276	nan	nan	nan	nan	8.978709758192918e-16	2.8596308727240664e-17	nan	nan	4.69533235301521e-16	3.910602917064962e-18	8.075719465222452e-16	5.409676151825409e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.94379999528	nan	nan	nan	nan	9.052939935912412e-16	2.8896542041526465e-17	nan	nan	4.730217061026178e-16	3.965435521588205e-18	8.131872169922468e-16	5.436496274198921e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54848.99379999528	nan	nan	nan	nan	9.126881430307776e-16	2.91988839405476e-17	nan	nan	4.764730939982271e-16	4.016940655038964e-18	8.187048821250995e-16	5.461043376415026e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.043799995285	nan	nan	nan	nan	9.200528246232027e-16	2.950278785146058e-17	nan	nan	4.79887211089968e-16	4.064598625092132e-18	8.241319985470056e-16	5.4920049059102614e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.09379999529	nan	nan	nan	nan	9.273874386705764e-16	2.980775341611264e-17	nan	nan	4.8326386919915835e-16	4.108120596674147e-18	8.294756208677415e-16	5.539210805323492e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.14379999529	nan	nan	nan	nan	9.34691385288455e-16	3.0113324087839343e-17	nan	nan	4.866028798650953e-16	4.14743760864366e-18	8.347425133994127e-16	5.611570674782419e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.19379999529	nan	nan	nan	nan	9.419640644019832e-16	3.041908473864274e-17	nan	nan	4.899040543436975e-16	4.1826894996414494e-18	8.399364190347978e-16	5.706174832384434e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.243799995296	nan	nan	nan	nan	9.492048757422422e-16	3.0724659299984895e-17	nan	nan	4.931672036064717e-16	4.2142136557572006e-18	8.450592782534407e-16	5.813037434402069e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.2937999953	nan	nan	nan	nan	9.564132188431827e-16	3.102970845328953e-17	nan	nan	4.963921383382572e-16	4.242533144537494e-18	8.501130058963818e-16	5.9226136517368335e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.3437999953	nan	nan	nan	nan	9.635884930371317e-16	3.133392738422958e-17	nan	nan	4.995786689365987e-16	4.268343526945052e-18	8.5509951524280825e-16	6.026658270081177e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.393799995305	nan	nan	nan	nan	9.707301282916762e-16	3.1637033709634714e-17	nan	nan	5.027266055099263e-16	4.2924974453400326e-18	8.600207180467485e-16	6.1186676551376076e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.44379999531	nan	nan	nan	nan	9.778377361329468e-16	3.193871700554336e-17	nan	nan	5.058357578761145e-16	4.315985966872534e-18	8.64878524579598e-16	6.194097048593507e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.49379999531	nan	nan	nan	nan	9.849109942420333e-16	3.223867415327371e-17	nan	nan	5.089059355611887e-16	4.339915639360278e-18	8.696748436694717e-16	6.2504482000910765e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.543799995314	nan	nan	nan	nan	9.91949580184807e-16	3.253662909156364e-17	nan	nan	5.119369477976626e-16	4.3654803197363775e-18	8.744115827413286e-16	6.287293433078836e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.59379999532	nan	nan	nan	nan	9.989531713126616e-16	3.283233138659601e-17	nan	nan	5.149286035234023e-16	4.393927097478943e-18	8.79090647855553e-16	6.306270891653519e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.64379999532	nan	nan	nan	nan	1.0059214447602184e-15	3.312555482606041e-17	nan	nan	5.178807113798705e-16	4.4265160768387825e-18	8.837139437508225e-16	6.311057397810004e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.69379999532	nan	nan	nan	nan	1.0128540774438206e-15	3.3416096070023045e-17	nan	nan	5.207931858093927e-16	4.464215428789e-18	8.882833738807171e-16	6.307299817592746e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.743799995325	nan	nan	nan	nan	1.0197507460588493e-15	3.370377335895465e-17	nan	nan	5.236665399314388e-16	4.506464057626512e-18	8.928008404565019e-16	6.302462149593169e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.79379999533	nan	nan	nan	nan	1.0266111270786597e-15	3.3988425277373206e-17	nan	nan	5.265014965588143e-16	4.55214373856796e-18	8.972682444844218e-16	6.30552594302135e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.84379999533	nan	nan	nan	nan	1.0334348967516493e-15	3.426990957241894e-17	nan	nan	5.292987784410667e-16	4.600134639934499e-18	9.016874858079698e-16	6.326474342777767e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.893799995334	nan	nan	nan	nan	1.040221731100183e-15	3.454810202491542e-17	nan	nan	5.320591080436444e-16	4.64935242215489e-18	9.060604624189977e-16	6.375497908151042e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.94379999534	nan	nan	nan	nan	1.0469713059176599e-15	3.482289537030338e-17	nan	nan	5.347832075531721e-16	4.698777385666561e-18	9.10388778322636e-16	6.4574387628709274e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54849.99379999534	nan	nan	nan	nan	1.053683296767351e-15	3.509419826701803e-17	nan	nan	5.374717988826974e-16	4.747476885906104e-18	9.146732963064985e-16	6.564371017360849e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.04379999534	nan	nan	nan	nan	1.0603573789800216e-15	3.536193430948214e-17	nan	nan	5.401256036769464e-16	4.794621963467864e-18	9.189147630039621e-16	6.686130326385529e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.093799995346	nan	nan	nan	nan	1.066993234121018e-15	3.562603824196759e-17	nan	nan	5.427453433176915e-16	4.839499243273255e-18	9.231139240283155e-16	6.813016274315041e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.14379999535	nan	nan	nan	nan	1.073590648416527e-15	3.5886411860318425e-17	nan	nan	5.453317389289515e-16	4.88151912183536e-18	9.272715239930799e-16	6.936399493808954e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.19379999535	nan	nan	nan	nan	1.080149492961437e-15	3.614293201144632e-17	nan	nan	5.478855113821832e-16	4.9202211575210374e-18	9.31388306523069e-16	7.049069036424691e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.243799995354	nan	nan	nan	nan	1.0866696410682003e-15	3.639548635143537e-17	nan	nan	5.5040738130177815e-16	4.955277414444636e-18	9.354650142734211e-16	7.14539812065441e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.29379999536	nan	nan	nan	nan	1.093150965810044e-15	3.664397392668323e-17	nan	nan	5.528980690700038e-16	4.986494345535492e-18	9.39502388942204e-16	7.221402441855365e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.34379999536	nan	nan	nan	nan	1.0995933400201307e-15	3.6888304693179814e-17	nan	nan	5.553582948326393e-16	5.013813621925879e-18	9.435011712861888e-16	7.274747157609682e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.39379999536	nan	nan	nan	nan	1.105996636290382e-15	3.712839905184545e-17	nan	nan	5.577887785037692e-16	5.037312154907103e-18	9.474621011379128e-16	7.304738667143029e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.443799995366	nan	nan	nan	nan	1.112360726971195e-15	3.736418739907364e-17	nan	nan	5.601902397715569e-16	5.0572013996835635e-18	9.513859174185385e-16	7.312320169974789e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.49379999537	nan	nan	nan	nan	1.1186854841703138e-15	3.7595609691069255e-17	nan	nan	5.62563398103187e-16	5.0738258861340285e-18	9.552733581544877e-16	7.300076012534209e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.54379999537	nan	nan	nan	nan	1.1249707797518595e-15	3.7822615021765604e-17	nan	nan	5.649089727500564e-16	5.087660785876206e-18	9.591251604932165e-16	7.272237370787192e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.593799995375	nan	nan	nan	nan	1.1312164853362304e-15	3.804516121226327e-17	nan	nan	5.672276827533633e-16	5.099308198221552e-18	9.629420607159037e-16	7.234669005589148e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.64379999538	nan	nan	nan	nan	1.1374224722980325e-15	3.826321441163176e-17	nan	nan	5.695202469489197e-16	5.109491723381298e-18	9.667247942555415e-16	7.194802644210988e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.69379999538	nan	nan	nan	nan	1.143588611766766e-15	3.847674870723676e-17	nan	nan	5.717873839729618e-16	5.119048794464844e-18	9.704740957114254e-16	7.161468196040451e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.74379999538	nan	nan	nan	nan	1.1497147746247442e-15	3.8685745744042385e-17	nan	nan	5.740298122668707e-16	5.128920173985746e-18	9.74190698861756e-16	7.144564504871296e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.79379999539	nan	nan	nan	nan	1.1558008315069995e-15	3.889019435148067e-17	nan	nan	5.762482500826033e-16	5.1401360033092925e-18	9.7787533668336e-16	7.154516407507266e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.84379999539	nan	nan	nan	nan	1.1618466528001418e-15	3.9090090176936176e-17	nan	nan	5.784434154881894e-16	5.153797840889856e-18	9.81528740338289e-16	7.201430850060093e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.89379999539	nan	nan	nan	nan	1.1678521086417271e-15	3.928543532471457e-17	nan	nan	5.806160263725438e-16	5.171056259367287e-18	9.851515496602557e-16	7.288437277120725e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.943799995395	nan	nan	nan	nan	1.1738170756665641e-15	3.947623325781087e-17	nan	nan	5.827668004510556e-16	5.19308381574039e-18	9.887442434364891e-16	7.406961418802805e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54850.9937999954	nan	nan	nan	nan	1.179741500899314e-15	3.9662443570452877e-17	nan	nan	5.848964552708343e-16	5.221043549476768e-18	9.923072832912368e-16	7.546754367546575e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54851.0437999954	nan	nan	nan	nan	1.185625373239208e-15	3.9844001842160927e-17	nan	nan	5.870057009757411e-16	5.2560141133838204e-18	9.95841130107386e-16	7.697778264645151e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54851.093799995404	nan	nan	nan	nan	1.1914686818965674e-15	4.002084875527846e-17	nan	nan	5.890950678243358e-16	5.298015142848757e-18	9.993462440358964e-16	7.85078392496942e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54851.14379999541	nan	nan	nan	nan	1.1972714158300702e-15	4.019293040091894e-17	nan	nan	5.911648985341036e-16	5.345966002876429e-18	1.0028230845048863e-15	7.997654847924226e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54851.19379999541	nan	nan	nan	nan	1.203033563747278e-15	4.0360198186184026e-17	nan	nan	5.932155268977942e-16	5.398694842118992e-18	1.0062721102303506e-15	8.131575610142907e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54851.24379999541	nan	nan	nan	nan	1.208755114103736e-15	4.0522608737725906e-17	nan	nan	5.952472865593322e-16	5.455021298389542e-18	1.0096937792226773e-15	8.247087200536112e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54851.293799995416	nan	nan	nan	nan	1.2144360551037368e-15	4.068012380134767e-17	nan	nan	5.97260511015554e-16	5.513785825389371e-18	1.0130885488001922e-15	8.340081061114075e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54851.34379999542	nan	nan	nan	nan	1.2200763746993862e-15	4.083271013832641e-17	nan	nan	5.992555336194312e-16	5.573873422436731e-18	1.0164568755940475e-15	8.407768683535135e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54851.39379999542	nan	nan	nan	nan	1.2256760605910285e-15	4.098033941798444e-17	nan	nan	6.012326875816045e-16	5.6342321093978246e-18	1.0197992155609953e-15	8.448650269352137e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54851.443799995424	nan	nan	nan	nan	1.2312351002267148e-15	4.112298810686524e-17	nan	nan	6.031923059734873e-16	5.69388674726406e-18	1.0231160239898187e-15	8.462495852170444e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
