MJD	Bessell_B	Bessell_B_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	sdss_g'	sdss_g'_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	sdss_z'	sdss_z'_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
54886.39379999746	1.0800768015075262e-15	2.2270883760740838e-17	1.284552594563447e-15	1.9467717756962957e-17	1.5129140773278544e-15	2.2979340221106188e-17	1.424129612138963e-15	1.675869045195205e-17	1.1189028225846625e-15	1.6892955020244325e-17	1.4204286051552292e-15	4.1486107121249774e-17	8.330809692242949e-16	1.1053192842114623e-17	1.1932037286489858e-15	3.344386871339269e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.400731649882854e-15	5.549297561244436e-17
54886.44379999746	1.0791515706139084e-15	2.2364692942627177e-17	1.284976633420282e-15	1.9596795560236696e-17	1.5130577391404453e-15	2.3127644970809263e-17	1.4238656043403176e-15	1.68101456931645e-17	1.1195045563197522e-15	1.7005710402531478e-17	1.4208163039167192e-15	4.189948811478043e-17	8.33585627920044e-16	1.1103794969290893e-17	1.1917155997765305e-15	3.3449540001994384e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.4006077294672297e-15	5.553564547336836e-17
54886.493799997465	1.0782202894150322e-15	2.245736378838626e-17	1.2854013556213225e-15	1.9724603637474307e-17	1.513206418677598e-15	2.327446595214751e-17	1.4236017277249634e-15	1.686163566803376e-17	1.1201044390910975e-15	1.711729452156713e-17	1.4212089041888613e-15	4.230885402052368e-17	8.340872410013291e-16	1.1154135395838632e-17	1.1902295941989556e-15	3.345482165095781e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.4004837956962679e-15	5.557842643294783e-17
54886.54379999747	1.0772830078772795e-15	2.2548849898197853e-17	1.2858267407977962e-15	1.985076386700619e-17	1.513359961809476e-15	2.341936363621966e-17	1.4233379506130088e-15	1.6913103702437655e-17	1.1207024539181605e-15	1.722740110965277e-17	1.4216062612526152e-15	4.2712703011126704e-17	8.345858234931172e-16	1.1204130849473764e-17	1.188745708661361e-15	3.3459713278879397e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.4003598486293967e-15	5.562131823689802e-17
54886.59379999747	1.0763397759693508e-15	2.2639108046217783e-17	1.2862527685662418e-15	1.9974917113457223e-17	1.5135182144219907e-15	2.3561919973591008e-17	1.4230742413242662e-15	1.6964495743755115e-17	1.121298583791536e-15	1.733573866342894e-17	1.4220082303302534e-15	4.310961039977609e-17	8.350813904038498e-16	1.125370218181206e-17	1.18726393991197e-15	3.346421450711546e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.4002358883260478e-15	5.566432063156846e-17
54886.64379999747	1.0753906436526585e-15	2.2728098205867514e-17	1.286679418528335e-15	2.009672343279051e-17	1.5136810224154134e-15	2.3701738711204526e-17	1.422810568178116e-15	1.701576041209113e-17	1.1218928116727204e-15	1.7442030708376777e-17	1.4224146665807973e-15	4.349822861192114e-17	8.355739567255815e-16	1.1302774455148693e-17	1.185784284702165e-15	3.346832495977563e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.4001119148456438e-15	5.570743336398228e-17
54886.693799997476	1.074435660887952e-15	2.2815783577083546e-17	1.287106670271038e-15	2.0215862193847167e-17	1.5138482317039489e-15	2.383844560872046e-17	1.422546899493167e-15	1.7066849044786156e-17	1.122485120494191e-15	1.7546015991955123e-17	1.4228254250985803e-15	4.387728669869002e-17	8.36063537433829e-16	1.135127701560802e-17	1.1843067397864016e-15	3.3472044263714496e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3999879282476043e-15	5.57506561817946e-17
54886.74379999748	1.0734748776383005e-15	2.2902130609854578e-17	1.28753450336595e-15	2.0332032131852485e-17	1.5140196882142319e-15	2.3971688570724863e-17	1.4222832035882227e-15	1.7117715735146512e-17	1.1230754931591046e-15	1.7647448617518494e-17	1.4232403609090255e-15	4.424558950146479e-17	8.365501474879105e-16	1.1399143554413783e-17	1.1828313019223139e-15	3.3475372048530017e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3998639285913626e-15	5.579398883333905e-17
54886.79379999748	1.072508343852527e-15	2.2987109019352345e-17	1.287962897369578e-15	2.0444951347026062e-17	1.5141952378853857e-15	2.4101137711411347e-17	1.4220194487812727e-15	1.7168317364916557e-17	1.123663912541147e-15	1.7746098129499852e-17	1.4236593289656873e-15	4.460201656172006e-17	8.370338018307771e-16	1.144631215819523e-17	1.1813579678706135e-15	3.347830794655376e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3997399159363408e-15	5.58374310675715e-17
54886.843799997485	1.07153610948608e-15	2.3070691801236516e-17	1.2883918318229007e-15	2.055435726101692e-17	1.5143747266669541e-15	2.4226485364971942e-17	1.4217556033895198e-15	1.7218613632826058e-17	1.1242503614845956e-15	1.7841749559564227e-17	1.4240821841475305e-15	4.4945520856706833e-17	8.375145153892493e-16	1.1492725350061887e-17	1.1798867343951398e-15	3.348085159284553e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3996158903419673e-15	5.588098263414088e-17
54886.89379999749	1.0705582244884455e-15	2.3152855242411365e-17	1.2888212862512161e-15	2.0660006541382747e-17	1.5145580005186377e-15	2.4347446055342894e-17	1.4214916357303267e-15	1.7268567076556652e-17	1.1248348228039555e-15	1.793420344266765e-17	1.4245087812553283e-15	4.527512742896277e-17	8.37992303073893e-16	1.1538330122247536e-17	1.1784175982628204e-15	3.348300262518988e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3994918518676527e-15	5.592464328333786e-17
54886.94379999749	1.069574738803146e-15	2.3233578929932255e-17	1.289251240164222e-15	2.0761675004169833e-17	1.5147449054094517e-15	2.446375643565348e-17	1.4212275141198583e-15	1.731814309152077e-17	1.125417279284006e-15	1.802327581018681e-17	1.424938975009133e-15	4.5589931966521706e-17	8.384671797792463e-16	1.1583077961514594e-17	1.176950556243692e-15	3.34847606840892e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3993678005728253e-15	5.596841276613115e-17
54886.99379999749	1.0685857023773482e-15	2.331284575750913e-17	1.289681673055441e-15	2.0859157502694853e-17	1.514935287316459e-15	2.4575175207864845e-17	1.4209632068740932e-15	1.736730994474032e-17	1.12599771367949e-15	1.8108798167603626e-17	1.4253726200440763e-15	4.588909938146086e-17	8.389391603837802e-16	1.1626924868331241e-17	1.1754856051108836e-15	3.348612541275774e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3992437365169116e-15	5.601229083414547e-17
54887.0437999975	1.0675911651505985e-15	2.3390641924938382e-17	1.290112564402509e-15	2.095226780952087e-17	1.5151289922240835e-15	2.4681483030931276e-17	1.4206986823078775e-15	1.7416038784941752e-17	1.126576108715171e-15	1.8190617462188925e-17	1.4258095709085884e-15	4.617186242597183e-17	8.394082597500394e-16	1.1669831370553911e-17	1.1740227416406114e-15	3.348709645711728e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3991196597593337e-15	5.605627723967354e-17
54887.0937999975	1.066591177059794e-15	2.3466956943974905e-17	1.2905438936665728e-15	2.1040838498429394e-17	1.5153258661230556e-15	2.4782482425273766e-17	1.420433908735777e-15	1.7464303648973422e-17	1.1271524470855687e-15	1.82685960461671e-17	1.4262496820604127e-15	4.64375203783486e-17	8.398744927245931e-16	1.1711762532456719e-17	1.1725619626121974e-15	3.3487673465793036e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3989955703595059e-15	5.610037173568794e-17
54887.1437999975	1.065585788043487e-15	2.3541783632546607e-17	1.2909756402924762e-15	2.1124720831267897e-17	1.515525755009564e-15	2.4877997679688968e-17	1.4201688544713764e-15	1.751208146491745e-17	1.127726711454765e-15	1.8342611639881478e-17	1.426692807863283e-15	4.668543782532185e-17	8.403378741382012e-16	1.1752687959794094e-17	1.1711032648080057e-15	3.3487856090107005e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3988714683768527e-15	5.614457407584079e-17
54887.193799997505	1.0645750480336054e-15	2.361511811271507e-17	1.2914077837083584e-15	2.120378465438767e-17	1.515728504884535e-15	2.496787476672212e-17	1.419903487827598e-15	1.755935205161693e-17	1.1282988844566585e-15	1.841255729868848e-17	1.4271388025845444e-15	4.6915043562640215e-17	8.407984188058423e-16	1.1792581801435297e-17	1.1696466450134883e-15	3.3487643984073153e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.398747353870793e-15	5.618888401443427e-17
54887.24379999751	1.0635590069594254e-15	2.3686959803971764e-17	1.291840303325643e-15	2.1277918308720913e-17	1.5159339617523076e-15	2.5051981270954977e-17	1.4196377771168017e-15	1.7606098115702043e-17	1.1288689486941375e-15	1.8478341387162182e-17	1.4275875203912303e-15	4.712582963150949e-17	8.412561415266952e-16	1.1831422748045196e-17	1.1681921000171847e-15	3.3487036804395513e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3986232269007527e-15	5.623330130646162e-17
54887.29379999751	1.062537714746911e-15	2.3757311416665497e-17	1.2922731785386553e-15	2.1347028556211998e-17	1.5161419716199222e-15	2.513020633427639e-17	1.419371690650064e-15	1.765230524529263e-17	1.129436886739501e-15	1.853988756318233e-17	1.4280388153477919e-15	4.731735050562908e-17	8.417110570843963e-16	1.1869194028352215e-17	1.1667396266106721e-15	3.348603421045965e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3984990875261404e-15	5.627782570760414e-17
54887.343799997514	1.0615112213243452e-15	2.3826178942149443e-17	1.2927063887247643e-15	2.141104052577239e-17	1.516352380496423e-15	2.5202460621398948e-17	1.4191051967378201e-15	1.769796190130866e-17	1.1300026811343373e-15	1.8597134774302314e-17	1.4284925414118739e-15	4.7489222441028315e-17	8.421631802468311e-16	1.1905883403184063e-17	1.165289221588593e-15	3.3484635864332236e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3983749358063758e-15	5.632245697420659e-17
54887.39379999752	1.060479576613385e-15	2.3893571637717976e-17	1.2931399132439216e-15	2.1469897680463806e-17	1.5165650343914477e-15	2.5268676308493136e-17	1.418838263689749e-15	1.774305940596825e-17	1.1305663143889845e-15	1.865003726832622e-17	1.4289485524323009e-15	4.7641122998603175e-17	8.426125257663944e-16	1.1941483157620116e-17	1.1638408817486597e-15	3.348284143075428e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.398250771800888e-15	5.636719486332273e-17
54887.44379999752	1.0594428305317116e-15	2.3959502016937865e-17	1.2935737314387162e-15	2.1523561807604204e-17	1.5167797793148293e-15	2.5328807096792403e-17	1.418570859814311e-15	1.778759192917301e-17	1.1311277689827243e-15	1.8698564619556464e-17	1.4294067021447472e-15	4.7772790748494746e-17	8.430591083800391e-16	1.1975990091496479e-17	1.162394603891613e-15	3.3480650577137733e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3981265955690757e-15	5.641203913265905e-17
54887.49379999752	1.058401032998663e-15	2.4023985832101657e-17	1.294007822633993e-15	2.1572013033043538e-17	1.5169964612753698e-15	2.5382828253066827e-17	1.4183029534191443e-15	1.7831556471948504e-17	1.1316870273634817e-15	1.8742701771797365e-17	1.4298668441696796e-15	4.788402516333398e-17	8.435029428092328e-16	1.2009405508243418e-17	1.160950384821242e-15	3.3478062973562064e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3980024071703737e-15	5.645698954062028e-17
54887.543799997526	1.0573542339269517e-15	2.4087042055138693e-17	1.2944421661368978e-15	2.1615249860436728e-17	1.517214926280062e-15	2.5430736677591824e-17	1.4180345128109582e-15	1.7874952848278937e-17	1.132244071947807e-15	1.8782449098903432e-17	1.4303288320083059e-15	4.797468670763214e-17	8.439440437600737e-16	1.2041735202234349e-17	1.1595082213443634e-15	3.3475078292770586e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3978782066641877e-15	5.650204584631116e-17
54887.59379999753	1.0563024832306147e-15	2.4148692860429204e-17	1.2948767412365393e-15	2.165328923558099e-17	1.5174350203329795e-15	2.5472551000943624e-17	1.4177655062952145e-15	1.7917783663940266e-17	1.1327988851207038e-15	1.8817822483331706e-17	1.4307925190400244e-15	4.804469712900792e-17	8.443824259233821e-16	1.2072989444639609e-17	1.1580681102708562e-15	3.347169621016596e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3977539941099373e-15	5.654720780952365e-17
54887.64379999753	1.055245830819051e-15	2.4208963599095305e-17	1.29531152720389e-15	2.168616663618677e-17	1.5176565894344154e-15	2.5508311709138796e-17	1.417495902176532e-15	1.7960054293578803e-17	1.1333514492353257e-15	1.8848853412682637e-17	1.4312577585191015e-15	4.809403995736132e-17	8.448181039747132e-16	1.2103182967565453e-17	1.1566300484136049e-15	3.346791640380791e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.397629769567035e-15	5.659247519072672e-17
54887.693799997534	1.0541843265993409e-15	2.4267882778077093e-17	1.2957465032916918e-15	2.1713936186417194e-17	1.5178794795804731e-15	2.553808129714476e-17	1.4172256687581161e-15	1.800177285535047e-17	1.1339017466132149e-15	1.887558909410359e-17	1.4317244035713927e-15	4.8122761217138787e-17	8.452510925744324e-16	1.213233494658806e-17	1.1551940325885055e-15	3.3463738554408977e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3975055330949016e-15	5.66378477510969e-17
54887.74379999754	1.0531180204769078e-15	2.4325482030823398e-17	1.296181648734071e-15	2.1736670795451513e-17	1.518103536761236e-15	2.5561944449886188e-17	1.4169547743422578e-15	1.804295018345776e-17	1.1344497595437074e-15	1.889809258589154e-17	1.432192307191063e-15	4.813097035797477e-17	8.456814063677635e-16	1.216046898122613e-17	1.1537600596145018e-15	3.345916234533129e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3973812847529374e-15	5.668332525250076e-17
54887.79379999754	1.0520469623538625e-15	2.4381796090174375e-17	1.2966169427466298e-15	2.175446231898855e-17	1.51832860696059e-15	2.558000824959218e-17	1.4166831872301952e-15	1.8083599798040455e-17	1.1349954702841733e-15	1.8916442945375775e-17	1.4326613222374573e-15	4.811884140836882e-17	8.461090599849244e-16	1.2187613073344991e-17	1.152328126313535e-15	3.3454187462585724e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3972570246005673e-15	5.672890745751333e-17
54887.84379999754	1.0509712021299968e-15	2.4436862753041683e-17	1.2970523645260966e-15	2.1767421742071483e-17	1.5185545361548973e-15	2.5592402407627666e-17	1.4164108757213858e-15	1.8123737873257033e-17	1.1355388610596279e-15	1.8930735391716023e-17	1.4331313014326142e-15	4.808661435693397e-17	8.465340680410444e-16	1.2213799603036603e-17	1.1508982295105348e-15	3.3448813594824747e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.397132752697197e-15	5.677459412938359e-17
54887.893799997546	1.0498907897024518e-15	2.4490722850302576e-17	1.2974878932502056e-15	2.1775679380825763e-17	1.5187811703124848e-15	2.5599279518393105e-17	1.416137808114567e-15	1.8163383202741697e-17	1.136079914062806e-15	1.8941081482031225e-17	1.4336020973570009e-15	4.8034596764903286e-17	8.469564451363365e-16	1.2239065301642171e-17	1.1494703660334741e-15	3.344304043334455e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3970084691022503e-15	5.68203850320746e-17
54887.94379999755	1.0488057749690312e-15	2.4543420206108377e-17	1.297923508077609e-15	2.1779385100969456e-17	1.5190083553921726e-15	2.560081533233449e-17	1.4158639527069403e-15	1.820255716242561e-17	1.1366186114537748e-15	1.8947609298505983e-17	1.434073562447048e-15	4.796316561286182e-17	8.473762058561381e-16	1.226345122166896e-17	1.1480445327132695e-15	3.343686767207975e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3968841738751287e-15	5.686627993026485e-17
54887.99379999755	1.0477162078192568e-15	2.4595001596982215e-17	1.2983591881474584e-15	2.1778708549690295e-17	1.5192359373429133e-15	2.5597209044746374e-17	1.4155892777947057e-15	1.824128367134937e-17	1.1371549353600342e-15	1.8950463644098257e-17	1.4345455489913769e-15	4.787276938367042e-17	8.477933647709496e-16	1.228700270282989e-17	1.1466207263838943e-15	3.343029500760056e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3967598670752458e-15	5.691227858931629e-17
54888.043799997555	1.0466221381479507e-15	2.464551671147791e-17	1.298794912579582e-15	2.1773839397144025e-17	1.5194637621024056e-15	2.5588683595678635e-17	1.4153137516721386e-15	1.827958914953334e-17	1.1376888678761987e-15	1.8949806243409966e-17	1.4350179091285499e-15	4.7763930381484746e-17	8.482079364364842e-16	1.2309769334100477e-17	1.1451989438822606e-15	3.3423322139113394e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3966355487620076e-15	5.69583807752925e-17
54888.09379999756	1.0455236158403276e-15	2.4695018097101348e-17	1.299230660474053e-15	2.1764987583250876e-17	1.5196916755966993e-15	2.5575485975630067e-17	1.4150373426324909e-15	1.8317502472999674e-17	1.138220391063979e-15	1.8945815945435368e-17	1.4354904948428898e-15	4.763724728521505e-17	8.486199353937951e-16	1.233180491086452e-17	1.1437791820482696e-15	3.34159487684544e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3965112189948404e-15	5.700458625498167e-17
54888.14379999756	1.044420690785909e-15	2.4743561115080564e-17	1.299666410911098e-15	2.1752383564672687e-17	1.5199195237384861e-15	2.5557887531732766e-17	1.4147600189675658e-15	1.835505492646361e-17	1.1387494869521265e-15	1.8938688923463818e-17	1.4359631579618871e-15	4.7493397931376396e-17	8.490293761692166e-16	1.2353167386890816e-17	1.1423614377248118e-15	3.3408174600092326e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3963868778331361e-15	5.705089479586446e-17
54888.19379999756	1.0433134128675904e-15	2.47912038814778e-17	1.3001021429510077e-15	2.1736278555783312e-17	1.5201471524271712e-15	2.5536184266405415e-17	1.4144817489676023e-15	1.8392280152889355e-17	1.1392761375358284e-15	1.89286388675439e-17	1.4364357501525985e-15	4.73331423177368e-17	8.494362732745304e-16	1.2373918820254327e-17	1.1409457077577391e-15	3.3399999341123365e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3962625253363142e-15	5.709730616613446e-17
54888.24379999757	1.0422018319666114e-15	2.483800721043476e-17	1.3005378356337685e-15	2.1716944757256757e-17	1.5203744075471562e-15	2.5510697121457334e-17	1.4142025009213906e-15	1.8429214099668634e-17	1.1398003247772103e-15	1.891589716365603e-17	1.4369081229190966e-15	4.715732581473937e-17	8.498406412069941e-16	1.2394125312645563e-17	1.1395319889958748e-15	3.339142270127058e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3961381615637787e-15	5.714382013469237e-17
54888.29379999757	1.041085997963217e-15	2.4884034548721933e-17	1.30097346797912e-15	2.16946755642323e-17	1.5206011349673132e-15	2.5481772237540872e-17	1.4139222431160705e-15	1.8465894962265804e-17	1.1403220306048804e-15	1.8900713053177272e-17	1.437380127598183e-15	4.696688256527388e-17	8.502424944493643e-16	1.2413856941428145e-17	1.1381202782910172e-15	3.338244439288341e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.396013786574938e-15	5.719043647115206e-17
54888.34379999757	1.0399659607343395e-15	2.4929351911417365e-17	1.3014090189862218e-15	2.166978574536511e-17	1.5208271805400767e-15	2.5449781179457052e-17	1.4136409438374408e-15	1.8502363124017645e-17	1.1408412369135448e-15	1.8883353765649646e-17	1.4378516153574165e-15	4.676283904639815e-17	8.506418474700309e-16	1.2433187683587602e-17	1.1367105724978957e-15	3.337306413093434e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3958894004291954e-15	5.723715494584408e-17
54888.393799997575	1.0388417701588993e-15	2.4974027805514527e-17	1.301844467633532e-15	2.1642611583204487e-17	1.5210523901000738e-15	2.541512111464195e-17	1.4133585713694483e-15	1.8538661092936973e-17	1.1413579255643918e-15	1.8864104616465723e-17	1.4383224371909545e-15	4.654631775748034e-17	8.510387147229848e-16	1.2452195330898219e-17	1.135302868474197e-15	3.336328163301978e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3957650031859784e-15	5.728397532980268e-17
54888.44379999758	1.0377134761062086e-15	2.5018133155804825e-17	1.3022797928786422e-15	2.1613510964817065e-17	1.5212766094640163e-15	2.537821493301521e-17	1.4130750939945622e-15	1.8574833434446225e-17	1.1418720783845647e-15	1.8843269060857787e-17	1.4387924439167668e-15	4.6318540988691376e-17	8.514331106479301e-16	1.2470961395545356e-17	1.133897163080574e-15	3.335309661935684e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3956405949046676e-15	5.733089739478359e-17
54888.49379999758	1.0365811284512124e-15	2.506174122031508e-17	1.3027149736581471e-15	2.1582863410836372e-17	1.5214996844290205e-15	2.5339511292858034e-17	1.4127904799933988e-15	1.8610926701192238e-17	1.142383677167162e-15	1.8821168694311365e-17	1.439261486173378e-15	4.608083461067755e-17	8.518250496703774e-16	1.2489571005404767e-17	1.1324934531806017e-15	3.33425088127863e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3955161756446869e-15	5.737792091325331e-17
54888.543799997584	1.0354447770605728e-15	2.5104927503565094e-17	1.3031499888873778e-15	2.155107002996198e-17	1.521721460772039e-15	2.5299484577726788e-17	1.4125046976450034e-15	1.864698935796352e-17	1.1428927036710715e-15	1.8798143188633092e-17	1.4397294144165661e-15	4.583463181137804e-17	8.522145462016035e-16	1.2508112788177742e-17	1.1310917356407989e-15	3.333151793876674e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3953917454654237e-15	5.74250456583925e-17
54888.59379999759	1.0343044718039334e-15	2.5147769662676446e-17	1.303584817460295e-15	2.151855338447786e-17	1.5219417842489507e-15	2.52586347470231e-17	1.4122177152265834e-15	1.8683071703799447e-17	1.1433991396208635e-15	1.87745501525118e-17	1.4401960789161908e-15	4.5581476688663176e-17	8.526016146387978e-16	1.2526678743677653e-17	1.1296920073306107e-15	3.3320123725378837e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.395267304426299e-15	5.747227140412087e-17
54888.64379999759	1.033160262545638e-15	2.519034740839857e-17	1.304019438249286e-15	2.1485757252004434e-17	1.522160500593491e-15	2.5217487062131053e-17	1.411929501013566e-15	1.8719225789116576e-17	1.143902966706514e-15	1.8750764904104796e-17	1.4406613297527848e-15	4.532302758746941e-17	8.529862693651107e-16	1.2545364103486743e-17	1.1282942651224303e-15	3.330832590332237e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.395142852586717e-15	5.7519597925046e-17
54888.69379999759	1.0320121991490354e-15	2.5232742399883948e-17	1.3044538301050246e-15	2.1453146267416625e-17	1.522377455516587e-15	2.517659166898107e-17	1.4116400232798066e-15	1.8755505329285864e-17	1.1444041665835251e-15	1.872718014280677e-17	1.441125016814468e-15	4.506106004846905e-17	8.533685247496632e-16	1.2564267177229758e-17	1.1268985058915285e-15	3.3296124205916467e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3950183900060749e-15	5.756702499651173e-17
54888.743799997595	1.0308603314778064e-15	2.527503813206972e-17	1.3048879718563054e-15	2.142120542791809e-17	1.522592494705231e-15	2.5136523016625753e-17	1.4113492502967607e-15	1.879196561344115e-17	1.1449027208724666e-15	1.8704205507164264e-17	1.4415869897940534e-15	4.479746921095113e-17	8.537483951476417e-16	1.2583489184794064e-17	1.125504726516124e-15	3.3283518369099866e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3948939167437855e-15	5.761455239457787e-17
54888.7937999976	1.0297047093890056e-15	2.5317319821402673e-17	1.305321842309774e-15	2.139043944468453e-17	1.5228054638215598e-15	2.5097879091162925e-17	1.4110571503345504e-15	1.8828663409123468e-17	1.145398611159139e-15	1.8682267004858607e-17	1.4420470981850823e-15	4.453427148732332e-17	8.541258949003855e-16	1.2603134073972372e-17	1.1241129238773617e-15	3.3270508131431715e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.394769432859232e-15	5.766217989602816e-17
54888.8437999976	1.0285453827413445e-15	2.535967427833283e-17	1.3057554202499042e-15	2.1361371923392074e-17	1.5230162085018716e-15	2.506128044449425e-17	1.4107636916609482e-15	1.886565686276209e-17	1.1458918189941574e-15	1.8661806301571436e-17	1.4425051912790586e-15	4.4273605300745646e-17	8.545010383353713e-16	1.2623308322821054e-17	1.1227230948592503e-15	3.32570932340915e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3946449384118408e-15	5.77099072783736e-17
54888.893799997604	1.0273824013915462e-15	2.540218977840679e-17	1.3061886844386713e-15	2.13345443567454e-17	1.5232245743561703e-15	2.5027368996494688e-17	1.4104688425419242e-15	1.8903005394749465e-17	1.1463823258929784e-15	1.8643279855082807e-17	1.442961118161956e-15	4.401773065190362e-17	8.548738397663195e-16	1.2644120726299448e-17	1.1213352363487335e-15	3.3243273420878426e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.394520433460994e-15	5.775773431983675e-17
54888.94379999761	1.026215815192359e-15	2.544495592490614e-17	1.3066216136155227e-15	2.131051491292253e-17	1.5234304069664842e-15	2.4996806591842305e-17	1.4101725712416974e-15	1.894076959102644e-17	1.1468701133358642e-15	1.8627157882054507e-17	1.4434147277113663e-15	4.37690272580043e-17	8.552443134932632e-16	1.266568216694915e-17	1.1199493452356404e-15	3.322904843821319e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3943959180661168e-15	5.780566079937149e-17
54888.99379999761	1.0250456739968617e-15	2.5488063504379504e-17	1.3070541864970985e-15	2.1289857004831663e-17	1.52363355188678e-15	2.4970273292694392e-17	1.4098748460219203e-15	1.8979011089229027e-17	1.1473551627673095e-15	1.8613923146120334e-17	1.4438658685927921e-15	4.3529990989093454e-17	8.556124738025936e-16	1.2688105369143695e-17	1.118565418412686e-15	3.321441803513958e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3942713922865812e-15	5.785368649664966e-17
54889.04379999761	1.023872027655152e-15	2.553160433775437e-17	1.3074863817771239e-15	2.127315762722025e-17	1.5238338546413474e-15	2.494846539163954e-17	1.4095756351426246e-15	1.9017792460453998e-17	1.1478374555964203e-15	1.8604069557265413e-17	1.4443143892565171e-15	4.330322831577869e-17	8.55978334967069e-16	1.2711504636968009e-17	1.1171834527754808e-15	3.319938196332486e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.3941468561818112e-15	5.79018111920807e-17
54889.093799997616	1.0226949260163338e-15	2.5575671119975367e-17	1.307918178126151e-15	2.126101545163017e-17	1.524031160724156e-15	2.493209313239523e-17	1.4092749068615272e-15	1.9057177086806064e-17	1.1483169731964516e-15	1.859810057487709e-17	1.444760137934391e-15	4.309144848263154e-17	8.563419112460125e-16	1.2735995575520507e-17	1.1158034452225068e-15	3.3183939977059485e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.39402230981119e-15	5.795003466678648e-17
54889.14379999762	1.0215144189275228e-15	2.5620357256184536e-17	1.3083495541914802e-15	2.125403867183032e-17	1.5242253155981626e-15	2.492187812999307e-17	1.408972629434241e-15	1.909722903334285e-17	1.1487936969046463e-15	1.859652740962001e-17	1.445202962636657e-15	4.289745313536108e-17	8.567032168851812e-16	1.2761694796121045e-17	1.1144253926551367e-15	3.316809183326129e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.393897753234133e-15	5.799835670262558e-17
54889.19379999762	1.020330556233516e-15	2.5665756693053287e-17	1.3087804885969224e-15	2.1252842597540213e-17	1.5244161646939533e-15	2.491855048652236e-17	1.4086687711142237e-15	1.9138012916879035e-17	1.1492676080224244e-15	1.8599867022668983e-17	1.44564271114833e-15	4.2724123162871564e-17	8.57062266116952e-16	1.2788719605411025e-17	1.1130492919776107e-15	3.3151837291475546e-16	nan	nan	nan	nan	nan	nan	nan	nan	1.393773186510029e-15	5.804677708217751e-17
