MJD	Bessell_B	Bessell_B_err	Bessell_V	Bessell_V_err	sdss_g	sdss_g_err	sdss_i	sdss_i_err	sdss_r	sdss_r_err	sdss_u	sdss_u_err
53762.22461799251	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53762.274617992516	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53762.32461799252	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53762.37461799252	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53762.424617992525	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53762.47461799253	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53762.52461799253	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53762.57461799253	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53762.62461799254	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53762.67461799254	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53762.72461799254	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53762.774617992545	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53762.82461799255	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53762.87461799255	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53762.924617992554	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53762.97461799256	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53763.02461799256	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53763.07461799256	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53763.124617992566	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53763.17461799257	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53763.22461799257	nan	nan	nan	nan	nan	nan	3.3217584398999254e-19	1.1810742787312136e-18	nan	nan	nan	nan
53763.274617992574	nan	nan	nan	nan	nan	nan	2.2458941400239454e-18	1.2531344342839523e-18	2.4727928671366837e-18	1.6448207214775247e-18	nan	nan
53763.32461799258	nan	nan	nan	nan	nan	nan	4.171737109255124e-18	1.507990839670468e-18	6.225275609415256e-18	2.1767034827535122e-18	nan	nan
53763.37461799258	nan	nan	nan	nan	nan	nan	6.113437662972248e-18	1.8325602098557706e-18	1.0008686432358352e-17	2.9234037396962392e-18	nan	nan
53763.42461799258	nan	nan	nan	nan	nan	nan	8.07472886536876e-18	2.166333109901348e-18	1.3831599290325635e-17	3.672024055050956e-18	nan	nan
53763.474617992586	nan	nan	nan	nan	nan	nan	1.0059343970255585e-17	2.4830777625917e-18	1.770258862623277e-17	4.35822815313035e-18	nan	nan
53763.52461799259	nan	nan	nan	nan	nan	nan	1.20710164566673e-17	2.7714738842758026e-18	2.1630229476712026e-17	4.960872752314326e-18	nan	nan
53763.57461799259	nan	nan	nan	nan	nan	nan	1.411348006476121e-17	3.026689672610681e-18	2.5623097578079863e-17	5.4728587608774945e-18	nan	nan
53763.624617992595	nan	nan	nan	nan	nan	nan	1.6190468832302292e-17	3.2470144879050952e-18	2.968976947261497e-17	5.892776857366989e-18	nan	nan
53763.6746179926	nan	nan	nan	nan	nan	nan	1.8305717130399532e-17	3.4324444171132046e-18	3.383882261446376e-17	6.2221041559162045e-18	nan	nan
53763.7246179926	nan	nan	nan	nan	nan	nan	2.0462959699437574e-17	3.5840508420099794e-18	3.8078835474801e-17	6.464161909676251e-18	nan	nan
53763.7746179926	nan	nan	nan	nan	nan	nan	2.2665931685659284e-17	3.7036886908775386e-18	4.241838764872855e-17	6.623739425874923e-18	nan	nan
53763.82461799261	nan	nan	nan	nan	nan	nan	2.491836867664172e-17	3.793864320277e-18	4.6866059960498097e-17	6.707020013606581e-18	nan	nan
53763.87461799261	nan	nan	1.595704947968764e-18	5.040751474991343e-18	nan	nan	2.7224006737813626e-17	3.857683026043747e-18	5.143043456991324e-17	6.721674930194609e-18	nan	nan
53763.92461799261	nan	nan	7.592105151544673e-18	5.142075297294295e-18	nan	nan	2.958658244793139e-17	3.898835847747994e-18	5.612009507773847e-17	6.6770711784057925e-18	nan	nan
53763.974617992615	nan	nan	1.362932499817981e-17	5.6128181874175966e-18	nan	nan	3.200983293618239e-17	3.921600563607596e-18	6.094362663259788e-17	6.5845628596864155e-18	nan	nan
53764.02461799262	nan	nan	1.971698061452353e-17	6.2988198863358e-18	nan	nan	3.4497495917010004e-17	3.9308359294220154e-18	6.590961603582545e-17	6.457827765310735e-18	nan	nan
53764.07461799262	nan	nan	2.5864688734428838e-17	7.080194766505512e-18	6.138895337613395e-18	1.0761026478450306e-17	3.705330972685894e-17	3.931946906130911e-18	7.102665184855e-17	6.313171340037545e-18	nan	nan
53764.124617992624	nan	nan	3.208206681907187e-17	7.882626595093959e-18	1.2643998539879518e-17	1.1367047876956822e-17	3.968101336052996e-17	3.930795335183055e-18	7.630332449666956e-17	6.169642541987461e-18	nan	nan
53764.17461799263	nan	nan	3.837873316941792e-17	8.663717682146194e-18	1.9222231117355516e-17	1.245286672190503e-17	4.2384346506558235e-17	3.9335290207265665e-18	8.174822637719149e-17	6.048696750918689e-18	nan	nan
53764.22461799263	nan	nan	4.476430704553528e-17	9.399999455745227e-18	2.588575123578589e-17	1.3791923005293481e-17	4.5167049583795905e-17	3.9463074569089165e-18	8.736995196525537e-17	5.973055624376037e-18	nan	nan
53764.27461799263	nan	nan	5.124840877841679e-17	1.0078938420409384e-17	3.2646719616920556e-17	1.5225642115641192e-17	4.803203943522853e-17	3.9735282158766014e-18	9.317691361076553e-17	5.9640517754719964e-18	nan	nan
53764.324617992635	nan	nan	5.784065989050207e-17	1.0694503490299781e-17	3.951729990019405e-17	1.6655859016010565e-17	5.097893632922919e-17	4.0133686478133665e-18	9.917192129931938e-17	6.025774235534716e-18	nan	nan
53764.37461799264	nan	nan	6.455068320975489e-17	1.1244741393174605e-17	4.650965900953309e-17	1.8024818162386355e-17	5.4006536982649385e-17	4.062171332174397e-18	1.0535129922078398e-16	6.1424799311535034e-18	nan	nan
53764.42461799264	1.0967018985940677e-18	1.8132767506753958e-17	7.138810298470709e-17	1.1730427799306972e-17	5.3635967514079626e-17	1.9299671115441615e-17	5.711363889134755e-17	4.116174724837428e-18	1.117110116538892e-16	6.295752413732913e-18	nan	nan
53764.474617992644	1.0453771756211724e-17	1.787774412578704e-17	7.836254500159731e-17	1.2154295794888856e-17	6.090839999465073e-17	2.0462876732171094e-17	6.029904031856984e-17	4.17177939580118e-18	1.1824702510293303e-16	6.4677143063187486e-18	nan	nan
53764.52461799265	1.9893631886021028e-17	1.8044843616228647e-17	8.548363670199299e-17	1.2520578772408175e-17	6.8339135404027e-17	2.1506616650125735e-17	6.356154028274516e-17	4.225737780413937e-18	1.2495530824780858e-16	6.642490593217297e-18	nan	nan
53764.57461799265	2.9425379269637955e-17	1.8552155081662996e-17	9.276100729638432e-17	1.2834725151508076e-17	7.594035743515093e-17	2.2429571403517668e-17	6.689993854684228e-17	4.2752774222811e-18	1.318318318943415e-16	6.806883358998029e-18	nan	nan
