MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	sdss_g'	sdss_g'_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	sdss_u'	sdss_u'_err	sdss_z'	sdss_z'_err
55086.74149999659	1.4284605210323048e-15	2.0165837765290188e-17	1.0735148920296254e-15	1.3244161554090954e-17	1.7371583600510623e-15	2.3024081145561365e-17	2.07869460088139e-15	2.9986457113673095e-17	1.9015401472118947e-15	1.6907194463738094e-17	1.2261376693081809e-15	1.1748752192100362e-17	1.848313691619066e-15	1.8416137842714874e-17	1.2893622695866363e-14	9.561388712288039e-16	8.509289545005491e-16	8.747967758207243e-18
55086.791499996594	1.4277176412724333e-15	2.032448372143987e-17	1.0737117800475055e-15	1.32428013618698e-17	1.7368448154391787e-15	2.317072021262514e-17	2.0791830743554666e-15	3.036317112090081e-17	1.9006407040336453e-15	1.6885527624934715e-17	1.226145099951659e-15	1.1751315270026953e-17	1.84822425810497e-15	1.842992374803003e-17	1.290691829313116e-14	9.56544157184523e-16	8.510100759032221e-16	8.745296737797945e-18
55086.8414999966	1.4269972780288244e-15	2.048302285766244e-17	1.0739044318170527e-15	1.3241367807959718e-17	1.7365158997376653e-15	2.33172957751054e-17	2.0796596637120505e-15	3.072076379403406e-17	1.8997414176922865e-15	1.6864153611968702e-17	1.2261525539203227e-15	1.175400751052769e-17	1.8481339201137017e-15	1.8444041044748894e-17	1.2919746661427919e-14	9.56935171945899e-16	8.510911756577005e-16	8.742790697220527e-18
55086.8914999966	1.4262985862230724e-15	2.0640454708257278e-17	1.074092724339582e-15	1.3239590001672228e-17	1.7361715545494264e-15	2.3462959766573655e-17	2.080122493462127e-15	3.1056611517744457e-17	1.8988423288001243e-15	1.6843079189347234e-17	1.2261600153355132e-15	1.1756822036761586e-17	1.848042650476594e-15	1.8458480148701342e-17	1.2932107993260561e-14	9.573120068867025e-16	8.511722464533877e-16	8.74043512251736e-18
55086.9414999966	1.4256207208242679e-15	2.0795854805453697e-17	1.074276534564688e-15	1.3237220501851291e-17	1.7358117214247865e-15	2.3606919704336073e-17	2.0805696876823817e-15	3.1368415381832973e-17	1.89794347797277e-15	1.68223121904334e-17	1.2261674683181275e-15	1.1759752641502478e-17	1.847950422023138e-15	1.8473232720450725e-17	1.2944002474840996e-14	9.576747501933019e-16	8.512532809792857e-16	8.738216273205695e-18
55086.991499996606	1.4249628368242159e-15	2.09483763314487e-17	1.0744557393888759e-15	1.3234036709852228e-17	1.7354363418352004e-15	2.374844020778428e-17	2.080999369995472e-15	3.165419370898587e-17	1.8970449058241826e-15	1.6801861499497698e-17	1.2261748969886176e-15	1.1762793773155402e-17	1.8478572075811873e-15	1.8488291629535482e-17	1.2955430285866798e-14	9.58023486871366e-16	8.513342719239988e-16	8.736121183719773e-18
55087.04149999661	1.4243240891837464e-15	2.109725113972553e-17	1.0746302156564851e-15	1.3229842082944715e-17	1.7350453571946413e-15	2.3886843988923193e-17	2.0814096635308883e-15	3.191227432930711e-17	1.8961466529658406e-15	1.678173702928173e-17	1.226182285467072e-15	1.176594052023186e-17	1.8477629799763982e-15	1.850365091562539e-17	1.2966391599307514e-14	9.5835829875238e-16	8.514152119756961e-16	8.734137663713998e-18
55087.09149999661	1.4237036329008594e-15	2.1241790082102383e-17	1.0747998401566333e-15	1.3224467183472833e-17	1.7346387088609379e-15	2.402151240529717e-17	2.0817986908836207e-15	3.214128717363312e-17	1.8952487600174894e-15	1.6761949698577472e-17	1.2261896178731081e-15	1.1769188594510797e-17	1.8476677120326274e-15	1.8519305746508306e-17	1.2976886581199416e-14	9.58679264499961e-16	8.514960938221722e-16	8.73225429721327e-18
55087.141499996615	1.4231006229508406e-15	2.138138282308307e-17	1.0749644896235349e-15	1.3217770579612521e-17	1.7342163381059192e-15	2.4151885647018708e-17	2.08216457409506e-15	3.2340157594402265e-17	1.8943512675823408e-15	1.674251139859028e-17	1.2261968783258189e-15	1.1772534312468778e-17	1.8475713765716656e-15	1.8535252372749694e-17	1.2986915390448676e-14	9.589864596159743e-16	8.515769101507555e-16	8.730460440433107e-18
55087.19149999662	1.4225142143502744e-15	2.151549734750256e-17	1.0751240407345915e-15	1.3209639610579617e-17	1.7337781861394777e-15	2.427746262658244e-17	2.082505434607593e-15	3.250810069502482e-17	1.8934542162867537e-15	1.6723434966938135e-17	1.2262040509438622e-15	1.1775974575528254e-17	1.847473946413475e-15	1.855148807950178e-17	1.2996478178642899e-14	9.59279956446442e-16	8.516576536483466e-16	8.7287462187721e-18
55087.24149999662	1.4219435620765116e-15	2.1643679089436345e-17	1.075278370110678e-15	1.3199991028518878e-17	1.7333241941046661e-15	2.4397800632862985e-17	2.08281939322797e-15	3.264461685142892e-17	1.8925576467389e-15	1.670473415422661e-17	1.2262111198453358e-15	1.1779506848690478e-17	1.8473753943758344e-15	1.8568011135057844e-17	1.3005575089870928e-14	9.595598241872394e-16	8.517383170013852e-16	8.72710252251421e-18
55087.29149999662	1.421387821172982e-15	2.1765549919778612e-17	1.0754273543138197e-15	1.3188771526545e-17	1.7328543030910668e-15	2.4512514793669584e-17	2.0831045701060085e-15	3.274948853113018e-17	1.8916615995535644e-15	1.6686423578555737e-17	1.2262180691477695e-15	1.17831291376978e-17	1.8472756932744696e-15	1.8584820736748932e-17	1.3014206260550945e-14	9.598261288895757e-16	8.518188928958702e-16	8.725521001567207e-18
55087.341499996626	1.420846146650076e-15	2.1880806914252834e-17	1.075570869847096e-15	1.3175958160218558e-17	1.7323684540893402e-15	2.462127739115242e-17	2.0833590846873162e-15	3.282277845314345e-17	1.8907661153463597e-15	1.666851869920186e-17	1.226224882968257e-15	1.1786839964931501e-17	1.847174815923056e-15	1.8601916953260086e-17	1.3022371819266648e-14	9.600789334652536e-16	8.51899374017328e-16	8.72399405921527e-18
55087.39149999663	1.4203176935243787e-15	2.1989221062585565e-17	1.0757087931529858e-15	1.3161558667274296e-17	1.731866588054054e-15	2.4723817064237763e-17	2.0835810556829146e-15	3.286482907838571e-17	1.889871234726284e-15	1.6651035765542524e-17	1.2262315454232526e-15	1.1790638343878158e-17	1.8470727351329946e-15	1.861930066477841e-17	1.3030071886611683e-14	9.603182976917047e-16	8.51979753050782e-16	8.722514844793527e-18
55087.44149999663	1.4198016168021504e-15	2.2090635853737336e-17	1.0758410006135592e-15	1.314561168748458e-17	1.7313486458502119e-15	2.481991791908387e-17	2.083768601038868e-15	3.287626337305672e-17	1.888976995730535e-15	1.663398783851608e-17	1.226238042257342e-15	1.1794520836723079e-17	1.8469694255128513e-15	1.8636967638452845e-17	1.3037306575042062e-14	9.60544278216797e-16	8.520600225298797e-16	8.721076968752432e-18
55087.491499996635	1.419297071526821e-15	2.218496587482641e-17	1.0759673685481525e-15	1.3128186882283781e-17	1.7308145682946933e-15	2.4909418574576e-17	2.0839198378940117e-15	3.285798673746384e-17	1.8880834190095767e-15	1.661736227661241e-17	1.226244370156369e-15	1.1798464866022478e-17	1.846864873755153e-15	1.8654874968818143e-17	1.304407598873664e-14	9.607569285634074e-16	8.521401739737614e-16	8.719672911613654e-18
55087.54149999664	1.4188032127397564e-15	2.227219526005854e-17	1.0760877732129876e-15	1.310938494988259e-17	1.7302642961076846e-15	2.499221114796584e-17	2.0840328825583457e-15	3.2811189940353085e-17	1.8871905180821065e-15	1.6601136288701442e-17	1.2262505303117833e-15	1.180244025262497e-17	1.8467590715278325e-15	1.8672964276518672e-17	1.3050380223465593e-14	9.609562991337623e-16	8.522201984835213e-16	8.718295112270573e-18
55087.59149999664	1.4183191954575412e-15	2.2352376209191642e-17	1.076202090799898e-15	1.3089337529768416e-17	1.7296977699643667e-15	2.5068240198590075e-17	2.084105850459492e-15	3.27373528361488e-17	1.886298306414741e-15	1.65852878319853e-17	1.2262565239283265e-15	1.1806417292834567e-17	1.8466520105118423e-15	1.869117795313904e-17	1.3056219366466847e-14	9.611424372135347e-16	8.523000871583953e-16	8.716936726866583e-18
55087.641499996644	1.417844174738061e-15	2.2425627314755636e-17	1.0763101974360116e-15	1.3068206986790699e-17	1.7291149304637249e-15	2.5137501622001606e-17	2.0841368561311084e-15	3.2638248569520766e-17	1.8854067975063363e-15	1.6569795701435023e-17	1.2262623522102775e-15	1.1810366818963321e-17	1.846543682386352e-15	1.8709459287387473e-17	1.3061593496330372e-14	9.613153869757014e-16	8.523798310971178e-16	8.715591625924779e-18
55087.69149999665	1.417377305622681e-15	2.2492132001980263e-17	1.0764119691821576e-15	1.3046186062150697e-17	1.7285157181214182e-15	2.5200041502658066e-17	2.0841240131537086e-15	3.251594788090222e-17	1.8845160048334293e-15	1.655463955836407e-17	1.2262680163611518e-15	1.1814260233020805e-17	1.8464340788277665e-15	1.8727752536683803e-17	1.3066502682890402e-14	9.614751894841552e-16	8.524594213978623e-16	8.714254387951906e-18
55087.74149999665	1.4169177431486361e-15	2.2552136665890904e-17	1.0765072820323912e-15	1.302349737607139e-17	1.727900073414785e-15	2.525595491624254e-17	2.0840654341433893e-15	3.237282301874195e-17	1.883625941882476e-15	1.6539799986839648e-17	1.226273517583967e-15	1.1818069538416417e-17	1.8463231915105734e-15	1.874600299447312e-17	1.3070946987125449e-14	9.616218826970688e-16	8.525388491582588e-16	8.712920292441472e-18
55087.79149999665	1.4164646423758772e-15	2.26059488755772e-17	1.0765960119118905e-15	1.300039276399789e-17	1.7272679367106566e-15	2.5305384671284515e-17	2.083959230703611e-15	3.2211550635993265e-17	1.882736622137453e-15	1.652525852821826e-17	1.2262788570811189e-15	1.1821767370076058e-17	1.8462110121069113e-15	1.8764157053252908e-17	1.3074926461066142e-14	9.617555014700055e-16	8.526181054753702e-16	8.711585311748285e-18
55087.841499996655	1.416017158333379e-15	2.265393537042309e-17	1.0766780346774365e-15	1.297715242574037e-17	1.7266192483455646e-15	2.5348519980551063e-17	2.0838035133932562e-15	3.2035112897901907e-17	1.8818480590806835e-15	1.651099771342134e-17	1.2262840360543902e-15	1.1825327022756303e-17	1.8460975322864816e-15	1.8782162263782254e-17	1.3078441147710835e-14	9.618760775587819e-16	8.526971814456789e-16	8.71024610217265e-18
55087.89149999666	1.4155744460996773e-15	2.2696519790243493e-17	1.0767532261157564e-15	1.2954083865138185e-17	1.7259539485584548e-15	2.5385595045348112e-17	2.083596391693443e-15	3.1846795862050644e-17	1.8809602661969707e-15	1.6497001103103768e-17	1.2262890557050216e-15	1.1828722477775035e-17	1.845982743716875e-15	1.879996738998297e-17	1.3081491080948972e-14	9.619836396220724e-16	8.527760681651014e-16	8.708899994288111e-18
55087.94149999666	1.415135660722332e-15	2.27341803120778e-17	1.0768214619425685e-15	1.2931520595904909e-17	1.725271977530347e-15	2.541688753626229e-17	2.0833359739740166e-15	3.165018401169164e-17	1.8800732569727707e-15	1.648325331334977e-17	1.2262939172335432e-15	1.1831928427978887e-17	1.8458666380633346e-15	1.881752246080121e-17	1.3084076285492169e-14	9.620782132237564e-16	8.528547567288858e-16	8.707544982194684e-18
55087.991499996664	1.4146999572509685e-15	2.276744688363133e-17	1.076882617801088e-15	1.2909820588729104e-17	1.724573275361163e-15	2.5442716945759037e-17	2.0830203674550385e-15	3.144914964528112e-17	1.8791870448912336e-15	1.646974004715245e-17	1.2262986218399694e-15	1.1834920301568997e-17	1.8457492069888724e-15	1.8834778817843016e-17	1.3086196776812995e-14	9.621598208350084e-16	8.529332382317592e-16	8.706179712136888e-18
55088.04149999667	1.4142664907207572e-15	2.279689829035366e-17	1.0769365692616117e-15	1.2889364434604608e-17	1.7238577820879955e-15	2.5463442795897496e-17	2.0826476781732806e-15	3.1247835663833315e-17	1.8783016434371623e-15	1.64564481212129e-17	1.2263031707237553e-15	1.1837674284090005e-17	1.8456304421539006e-15	1.88516891597998e-17	1.3087852561091453e-14	9.622284818361271e-16	8.530115037677703e-16	8.704803470214163e-18
55088.09149999667	1.4138344162391432e-15	2.2823158669425493e-17	1.0769831918214546e-15	1.2870553199843313e-17	1.723125437690902e-15	2.5479462669335188e-17	2.082216010956863e-15	3.1050630183124215e-17	1.8774170660953604e-15	1.6443365483058464e-17	1.2263075650836802e-15	1.1840167339171928e-17	1.84551033521678e-15	1.8868207583940878e-17	1.3089043635169129e-14	9.622842125181031e-16	8.530895444303365e-16	8.703416169123348e-18
55088.14149999667	1.413402888830972e-15	2.2846893736820395e-17	1.0770223609010356e-15	1.2853805950992858e-17	1.7223761820452257e-15	2.549121004213573e-17	2.0817234693773466e-15	3.086213136335807e-17	1.876533326348977e-15	1.643048123970934e-17	1.2263118061179998e-15	1.1842377228107691e-17	1.845388877833448e-15	1.8884289623926824e-17	1.3089769986510961e-14	9.623270260839226e-16	8.531673513122366e-16	8.70201833428357e-18
55088.191499996676	1.4129710635768436e-15	2.2868806486877484e-17	1.077053951846264e-15	1.283955693064446e-17	1.7216099549706108e-15	2.5499151888999754e-17	2.081168155719358e-15	3.068710093617652e-17	1.8756504376836424e-15	1.6417785662939503e-17	1.2263158950243473e-15	1.1844282527872407e-17	1.8452660616574492e-15	1.889989228500866e-17	1.309003159317471e-14	9.623569326496077e-16	8.532449155056083e-16	8.70061108891962e-18
55088.24149999668	1.4125380954830186e-15	2.2889632429649467e-17	1.0770778399267258e-15	1.2828252370489382e-17	1.720826696225655e-15	2.5503786031619763e-17	2.0805481709474032e-15	3.053040516550403e-17	1.8747684135940797e-15	1.6405270222554812e-17	1.2263198329997525e-15	1.1845862648245556e-17	1.84514187834007e-15	1.8914974076648837e-17	1.3089828423788031e-14	9.623739392449926e-16	8.533222281018803e-16	8.699196138458887e-18
55088.29149999668	1.412103139661072e-15	2.2910134159729362e-17	1.077093900331737e-15	1.2820346934359804e-17	1.7200263454811747e-15	2.5505638202413968e-17	2.0798616146808126e-15	3.0396942443562827e-17	1.873887267550212e-15	1.6392927578386868e-17	1.2263236212407022e-15	1.18470978475377e-17	1.8450163195300693e-15	1.8929495041790176e-17	1.308916043753314e-14	9.623780498142333e-16	8.533992801918303e-16	8.697775753901026e-18
55088.341499996684	1.4116653511544344e-15	2.2931095420507612e-17	1.0771020081739396e-15	1.2816299791421142e-17	1.7192088423456034e-15	2.5505258796749688e-17	2.0791065851333118e-15	3.0291557425152044e-17	1.873007013045109e-15	1.6380751603909337e-17	1.2263272609431152e-15	1.184796924751801e-17	1.844889376873931e-15	1.8943416784405652e-17	1.3088027584139183e-14	9.623692652160513e-16	8.53476062865545e-16	8.69635275459138e-18
55088.39149999669	1.4112238850127308e-15	2.2953314545433303e-17	1.0771020384845597e-15	1.2816570330528292e-17	1.7183741263538516e-15	2.5503219284869953e-17	2.078281179105505e-15	3.0218942536629524e-17	1.8721276635635738e-15	1.6368737387685538e-17	1.2263307533021909e-15	1.184845884706363e-17	1.8447610420157477e-15	1.8956702494162025e-17	1.3086429803882161e-14	9.623475832237114e-16	8.535525672123876e-16	8.694930489838014e-18
55088.44149999669	1.410777978072164e-15	2.2977473824838946e-17	1.0770938941786867e-15	1.2821541549491529e-17	1.7175222343060485e-15	2.550002368482434e-17	2.077383929298946e-15	3.0182775210231774e-17	1.871249232592063e-15	1.635688123802698e-17	1.2263340995127192e-15	1.1848549535065008e-17	1.8446313065971877e-15	1.8969316969217204e-17	1.3084367027592508e-14	9.62312998524733e-16	8.536287845127519e-16	8.693511421175051e-18
55088.49149999669	1.4103274167761397e-15	2.300342840930441e-17	1.077077665955073e-15	1.2831104822994282e-17	1.716653856954883e-15	2.549562187453197e-17	2.076416305166049e-15	3.018132370256731e-17	1.87037173361786e-15	1.634518068496548e-17	1.2263373007688243e-15	1.1848225102324394e-17	1.8445001622575127e-15	1.8981226636657677e-17	1.3081839176670292e-14	9.622655027203343e-16	8.537047073343561e-16	8.69208910907776e-18
55088.541499996696	1.4098722137872671e-15	2.3030696959452896e-17	1.0770535217994816e-15	1.2844946025071171e-17	1.7157699543271295e-15	2.5489745626971267e-17	2.0753809847582532e-15	3.021046836950168e-17	1.8694951801183273e-15	1.63336344818704e-17	1.2263403582640702e-15	1.1847470252644133e-17	1.8443676006334566e-15	1.8992399571148536e-17	1.3078846163108045e-14	9.62205084324612e-16	8.537803287746872e-16	8.690653741749312e-18
55088.5914999967	1.4094123824743868e-15	2.3058809142911437e-17	1.077021629857293e-15	1.2862748308157408e-17	1.714871487222665e-15	2.5482146061739798e-17	2.0742806484603827e-15	3.026588687760327e-17	1.8686195855890153e-15	1.6322242596285342e-17	1.2263432731913817e-15	1.1846270613097581e-17	1.844233613359525e-15	1.900280551175353e-17	1.3075387889521247e-14	9.621317287634522e-16	8.538556419320555e-16	8.689196003404041e-18
55088.6414999967	1.4089479362992647e-15	2.3087313553278027e-17	1.0769821581970231e-15	1.288419677707186e-17	1.7139594163518022e-15	2.5472598338964655e-17	2.0731179753058276e-15	3.034316281934709e-17	1.8677449635114204e-15	1.6311006206670762e-17	1.2263460467432568e-15	1.1844612743667252e-17	1.8440981920675907e-15	1.901241587700556e-17	1.3071464249186432e-14	9.620454183731802e-16	8.539306399040881e-16	8.687707096194816e-18
55088.691499996705	1.4084788886431312e-15	2.3115784063140815e-17	1.0769352748091138e-15	1.2908982252948729e-17	1.7130347023994552e-15	2.5460905334428847e-17	2.071895643011298e-15	3.043787849617322e-17	1.8668713273753056e-15	1.6299927694638177e-17	1.2263486801114557e-15	1.1842484146032875e-17	1.8439613283871954e-15	1.9021203778372234e-17	1.3067075126087016e-14	9.619461323989419e-16	8.540053157876129e-16	8.686178749125916e-18
55088.74149999671	1.4080052528789572e-15	2.3143825493215923e-17	1.0768811476096566e-15	1.2936804728242186e-17	1.7120983059752333e-15	2.544690103632878e-17	2.070616328035066e-15	3.0545696684825995e-17	1.865998690659687e-15	1.6289010630490184e-17	1.226351174487233e-15	1.1839873271773012e-17	1.843823013945293e-15	1.902914403235683e-17	1.3062220394966759e-14	9.618338469928247e-16	8.54079662678698e-16	8.684603226126392e-18
55088.79149999671	1.4075270424230783e-15	2.3171078900107848e-17	1.0768199444390882e-15	1.2967376503134489e-17	1.711151187644186e-15	2.543045367958081e-17	2.0692827056208034e-15	3.066243066073049e-17	1.8651270668617687e-15	1.6278259762669205e-17	1.226353531061265e-15	1.1836769530006568e-17	1.8436832403666225e-15	1.903621317105352e-17	1.3056899921390937e-14	9.617085352117142e-16	8.541536736726317e-16	8.682973333157304e-18
55088.84149999671	1.4070442706608551e-15	2.3197226334685035e-17	1.0767518330648953e-15	1.3000425000203955e-17	1.7101943079170008e-15	2.5411468624636453e-17	2.067897449842668e-15	3.0784102546241743e-17	1.8642564694605665e-15	1.6267680994527105e-17	1.2263557510237133e-15	1.1833163294431941e-17	1.8435419992731444e-15	1.904238945151215e-17	1.3051113561815259e-14	9.615701670148903e-16	8.542273418638935e-16	8.681282424442424e-18
55088.89149999672	1.4065569509982982e-15	2.322199506717199e-17	1.0766769811842884e-15	1.3035695259309459e-17	1.7092286272767386e-15	2.5389890997540274e-17	2.066463233667932e-15	3.090699065775353e-17	1.8633869119417104e-15	1.625728136748701e-17	1.2263578355640283e-15	1.182904590977696e-17	1.843399282284426e-15	1.904765286386523e-17	1.3044861163662513e-14	9.614187092613659e-16	8.543006603461918e-16	8.67952440784575e-18
55088.94149999672	1.4060650968063135e-15	2.3245161471935586e-17	1.0765955564225789e-15	1.307295211955e-17	1.7082551061373934e-15	2.5365708096955923e-17	2.0649827289895455e-15	3.1027666936818595e-17	1.8625184077982703e-15	1.6247069042486386e-17	1.2263597858712698e-15	1.1824409697834944e-17	1.8432550810175375e-15	1.9051985138297134e-17	1.3038142565406989e-14	9.612541257069642e-16	8.543736222123972e-16	8.677693749373539e-18
55088.99149999672	1.4055687214723264e-15	2.3266554375301928e-17	1.0765077263373798e-15	1.3111982098059482e-17	1.7072747049085035e-15	2.533895157578505e-17	2.063458606685315e-15	3.114302578788802e-17	1.861650970514223e-15	1.6237053265399782e-17	1.226361603133804e-15	1.1819247962918156e-17	1.8431093870870366e-15	1.905536975116489e-17	1.30309575966667e-14	9.61076377001143e-16	8.544462205545929e-16	8.675785476834911e-18
55089.041499996725	1.4050678384147378e-15	2.328605816854609e-17	1.0764136584175555e-15	1.3152594978141767e-17	1.706288383950146e-15	2.5309699402436808e-17	2.061893536666439e-15	3.1250305732706695e-17	1.8607846135751975e-15	1.6227244347107938e-17	1.2263632885394643e-15	1.1813554996985852e-17	1.8429621921050145e-15	1.9057791929769474e-17	1.3023306078303434e-14	9.60885420683563e-16	8.545184484640035e-16	8.673795182699229e-18
55089.09149999673	1.4045624609734783e-15	2.330361542472325e-17	1.0763135200865324e-15	1.3194625120075772e-17	1.7052971035836315e-15	2.5278077601398072e-17	2.060290187918214e-15	3.134710527345867e-17	1.8599193504709576e-15	1.621765362785543e-17	1.226364843275534e-15	1.1807326084279246e-17	1.8428134876809756e-15	1.9059238656462375e-17	1.3015187822530702e-14	9.606812111804071e-16	8.545902990310453e-16	8.671719026058576e-18
55089.14149999673	1.4040526025855332e-15	2.331922921713964e-17	1.0762074787022665e-15	1.3237932509191112e-17	1.704301824138292e-15	2.5244261769937654e-17	2.058651228560779e-15	3.143139425676812e-17	1.8590551946896128e-15	1.6208293444648597e-17	1.2263662685287175e-15	1.1800557505527122e-17	1.8426632654218087e-15	1.9059698671980742e-17	1.3006602633029531e-14	9.604636998004483e-16	8.546617653452826e-16	8.66955373387749e-18
55089.191499996734	1.4035382765825735e-15	2.3332965092062342e-17	1.0760957015592172e-15	1.3282403554818864e-17	1.703303505877065e-15	2.520847836555415e-17	2.0569793258882573e-15	3.150152188622751e-17	1.8581921597192735e-15	1.6199177090819245e-17	1.2263675654851697e-15	1.1793246541812116e-17	1.8425115169319347e-15	1.9059162477649532e-17	1.299755030507225e-14	9.602328347308713e-16	8.547328404954294e-16	8.667296601312268e-18
55089.24149999674	1.40301949639539e-15	2.3344952730324097e-17	1.0759783558886651e-15	1.3327951653955196e-17	1.7023031090749205e-15	2.5171005748751203e-17	2.055277146424803e-15	3.155622235824772e-17	1.857330259043089e-15	1.6190318782392205e-17	1.2263687353304934e-15	1.1785391478085374e-17	1.8423582338131747e-15	1.9057622336929692e-17	1.298803062565426e-14	9.59988561032852e-16	8.548035175693282e-16	8.664945491362959e-18
55089.29149999674	1.402496275365978e-15	2.3355387196995122e-17	1.0758556088627861e-15	1.337451753124429e-17	1.70130159398633e-15	2.5132174967859706e-17	2.053547355967502e-15	3.15946189127646e-17	1.856469506152476e-15	1.6181733608594003e-17	1.2263697792497236e-15	1.1776991606173825e-17	1.842203407664836e-15	1.9055072276332204e-17	1.2978043373633773e-14	9.597308206368943e-16	8.548737896539413e-16	8.662498833626837e-18
55089.34149999674	1.401968626861113e-15	2.3364529950499114e-17	1.0757276275920422e-15	1.3422069366559794e-17	1.700299920855517e-15	2.5092370262761044e-17	2.0517926196323984e-15	3.1616226904575225e-17	1.8556099115289097e-15	1.6173433551146877e-17	1.2263706984273176e-15	1.1768047227643605e-17	1.842047030083552e-15	1.9051508085539066e-17	1.2967588319879704e-14	9.594595523379316e-16	8.549436498354009e-16	8.659955622374194e-18
55089.391499996746	1.401436564290936e-15	2.337270939128409e-17	1.075594579129668e-15	1.347060271879908e-17	1.6992990499093267e-15	2.5052029259693646e-17	2.050015601921504e-15	3.162095631808627e-17	1.8547514654713004e-15	1.6165404920051444e-17	1.2263714940472173e-15	1.1758559656151108e-17	1.841889092663414e-15	1.9046927316686374e-17	1.2956665227427629e-14	9.591746917901921e-16	8.550130911988848e-16	8.657315413659492e-18
55089.44149999675	1.4009001009891824e-15	2.3380321091407423e-17	1.0754566304717358e-15	1.3520140253456097e-17	1.6982999413933193e-15	2.5011642828276588e-17	2.0482189667478465e-15	3.1609113969179114e-17	1.853894149950586e-15	1.6157623937112965e-17	1.2263721672927249e-15	1.1748531219431909e-17	1.841729586995808e-15	1.904132928303855e-17	1.2945273851643958e-14	9.58876171501836e-16	8.550821068287058e-16	8.654578321819543e-18
55089.49149999675	1.400359250409358e-15	2.3387827557332194e-17	1.0753139485579814e-15	1.3570731279270427e-17	1.6973035555267648e-15	2.4971754560796933e-17	2.0464053775009148e-15	3.1581405458969745e-17	1.8530379469236497e-15	1.615006766542518e-17	1.2263727193467693e-15	1.17379652610604e-17	1.841568504669668e-15	1.9034715057148606e-17	1.2933413940398289e-14	9.58563920829363e-16	8.551506898082799e-16	8.651745015097518e-18
55089.541499996754	1.3998140258211831e-15	2.339575756642889e-17	1.0751667002749568e-15	1.3622451098350627e-17	1.6963108525485396e-15	2.4932959835512366e-17	2.0445774970861098e-15	3.153893676571118e-17	1.8521828383391085e-15	1.6142714085490325e-17	1.2263731513915156e-15	1.1726866141725548e-17	1.8414058372711475e-15	1.9027087468018665e-17	1.292108523424411e-14	9.582378659718018e-16	8.55218833220089e-16	8.648816710452741e-18
55089.59149999676	1.3992644406533837e-15	2.340470499762684e-17	1.075015052454406e-15	1.3675400171650685e-17	1.6953227927082141e-15	2.48959044192448e-17	2.0427379879757842e-15	3.1483215176688063e-17	1.8513288061555e-15	1.6135542145402928e-17	1.2263734646086846e-15	1.1715239240133178e-17	1.841241576383949e-15	1.9018451097769302e-17	1.2908287466607808e-14	9.57897929964677e-16	8.552865301457025e-16	8.645795167633252e-18
55089.64149999676	1.3987105082748002e-15	2.3415327101158262e-17	1.074859171878262e-15	1.372970310152637e-17	1.6943403362580324e-15	2.4861282559923402e-17	2.040889512268423e-15	3.141614907145543e-17	1.8504758323214406e-15	1.612853179741786e-17	1.2263736601794903e-15	1.1703090953609038e-17	1.841075713588875e-15	1.900881227751607e-17	1.2895020363986095e-14	9.575440326737644e-16	8.553537736657375e-16	8.642682682413337e-18
55089.69149999676	1.3981522420150381e-15	2.342834214849175e-17	1.0746992252762603e-15	1.3785507431711813e-17	1.6933644434787562e-15	2.4829834525970447e-17	2.0390347317161987e-15	3.1340045867512457e-17	1.8496238987971208e-15	1.6121664043470767e-17	1.226373739284463e-15	1.1690428698176938e-17	1.8409082404642175e-15	1.8998179082521208e-17	1.2881283646151921e-14	9.571760907886369e-16	8.554205568598938e-16	8.639482078991315e-18
55089.741499996766	1.3975896552821733e-15	2.3444526421177504e-17	1.0745353793303302e-15	1.3842982264277687e-17	1.6923960746449092e-15	2.4802343540094033e-17	2.0371763077922903e-15	3.1257607234984294e-17	1.848772987528677e-15	1.611492097368504e-17	1.2263737031037154e-15	1.1677260908278388e-17	1.840739148585548e-15	1.8986561326656293e-17	1.2867077026368909e-14	9.567940178160064e-16	8.554868728068954e-16	8.636196701638885e-18
55089.79149999677	1.3970227613996162e-15	2.3464710539891383e-17	1.0743678006742778e-15	1.3902316693877647e-17	1.691436190080476e-15	2.4779632065047067e-17	2.035316901736602e-15	3.11719204812209e-17	1.8479230804754738e-15	1.610828579624027e-17	1.2263735528167734e-15	1.1663597035992847e-17	1.8405684295258817e-15	1.8973970555917475e-17	1.2852400211614437e-14	9.563977240728661e-16	8.555527145845209e-16	8.632830405413312e-18
55089.84149999677	1.3964515737589226e-15	2.3489774925780248e-17	1.0741966558949303e-15	1.3963718058778568e-17	1.6904857501196893e-15	2.476255740207832e-17	2.0334591745933358e-15	3.108644481475707e-17	1.847074159585301e-15	1.610174287447316e-17	1.2263732896026214e-15	1.1649447549780432e-17	1.8403960748554385e-15	1.896042004126477e-17	1.2837252902811363e-14	9.559871166794386e-16	8.556180752695735e-16	8.629387546131787e-18
