MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_g'	sdss_g'_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	sdss_z'	sdss_z'_err
56534.380000004436	-9.473379141162941e-17	4.2949631063644963e-16	4.241487645445221e-16	2.7255932388035267e-18	5.402956737363412e-16	5.158204239647067e-18	nan	nan	5.721911921625385e-16	7.494431111712661e-18	5.477721343981543e-16	5.513398365205407e-18	4.2670916668360996e-16	1.6340295974918665e-17	5.179236110590133e-16	3.0378237745625837e-18	nan	nan
56534.43000000444	-1.004821984391509e-16	4.373804698199045e-16	4.237784192477405e-16	2.728667821381281e-18	5.398188106305743e-16	5.161300005206429e-18	nan	nan	5.71660557502935e-16	7.513991225894688e-18	5.473914566267747e-16	5.591944605947094e-18	4.2657173691670504e-16	1.6610020991441846e-17	5.174598641892333e-16	3.1736763302066317e-18	nan	nan
56534.48000000444	-1.0618315329700766e-16	4.452778048152122e-16	4.234087220233538e-16	2.7309954016455652e-18	5.393421306234173e-16	5.1618979739635115e-18	nan	nan	5.711305500275162e-16	7.525891268990553e-18	5.470083800485193e-16	5.7141488393053784e-18	4.264127520689493e-16	1.6853288575797783e-17	5.170015715785047e-16	3.3148659448409427e-18	nan	nan
56534.530000004444	-1.118369434193799e-16	4.531876148551442e-16	4.2303965541365675e-16	2.732397023152542e-18	5.38865690615724e-16	5.159913209543917e-18	nan	nan	5.706011748075497e-16	7.529956225860569e-18	5.466232037523603e-16	5.8741153790423715e-18	4.2623172231398336e-16	1.7069904419660203e-17	5.165480777198931e-16	3.4571422233858315e-18	nan	nan
56534.58000000445	-1.1744385470087475e-16	4.611092145726235e-16	4.226712019733507e-16	2.7327707583752486e-18	5.38389547522923e-16	5.155434187263002e-18	nan	nan	5.700724369376723e-16	7.526532208353736e-18	5.462362500458688e-16	6.0646912008907045e-18	4.260281575217221e-16	1.7259745452051323e-17	5.160987272401839e-16	3.5969627751897796e-18	nan	nan
56534.63000000445	-1.2300417150436747e-16	4.690419335524146e-16	4.2230334424186727e-16	2.7320931505529908e-18	5.379137582404022e-16	5.148721626717794e-18	nan	nan	5.695443415036786e-16	7.51648011743475e-18	5.458478411965541e-16	6.278530923030797e-18	4.258015672524969e-16	1.7422756852784174e-17	5.156528646770159e-16	3.7314162996959985e-18	nan	nan
56534.68000000445	-1.285181766687673e-16	4.769851159019579e-16	4.2193606476961325e-16	2.730419111295509e-18	5.374383796981653e-16	5.140203762121921e-18	nan	nan	5.69016893584415e-16	7.501161036657935e-18	5.454582995348793e-16	6.508565802638554e-18	4.255514607501891e-16	1.7558949807328616e-17	5.1520983460854905e-16	3.858134586972425e-18	nan	nan
56534.730000004456	-1.339861515164805e-16	4.849381198408608e-16	4.215693461022236e-16	2.7278806100055245e-18	5.369634687916002e-16	5.130468542043229e-18	nan	nan	5.684900982745188e-16	7.482411388356498e-18	5.45067947271123e-16	6.7482924308876214e-18	4.2527734693617213e-16	1.7668399883199896e-17	5.147689816169954e-16	3.9752099030484924e-18	nan	nan
56534.78000000446	-1.3940837586137776e-16	4.929003173072444e-16	4.2120317078771917e-16	2.7246839140824775e-18	5.364890824160949e-16	5.120251619634452e-18	nan	nan	5.679639606591527e-16	7.462504096760452e-18	5.446771067872564e-16	6.991914099310275e-18	4.249787344028185e-16	1.7751245935862694e-17	5.143296502643065e-16	4.0811240482236114e-18	nan	nan
56534.83000000446	-1.447851280157026e-16	5.008710935807904e-16	4.208375213698263e-16	2.7211052385762624e-18	5.360152774961876e-16	5.1104197883182684e-18	nan	nan	5.674384858253743e-16	7.444091229326808e-18	5.442861002592192e-16	7.23438054324086e-18	4.246551314071929e-16	1.780768947105659e-17	5.138911851164861e-16	4.1746906507825004e-18	nan	nan
56534.880000004465	-1.501166847984423e-16	5.088498469205353e-16	4.2047238039799726e-16	2.717484673287669e-18	5.355421109309098e-16	5.1019488122335676e-18	nan	nan	5.669136788627678e-16	7.430123430310513e-18	5.438952500804287e-16	7.471366304127717e-18	4.243060458649947e-16	1.783799440750357e-17	5.134529307679025e-16	4.25501012707869e-18	nan	nan
56534.93000000447	-1.5540332154193365e-16	5.168359882176176e-16	4.201077304231161e-16	2.7142180312163013e-18	5.350696396375121e-16	5.09589498214103e-18	nan	nan	5.663895448640754e-16	7.423741490565595e-18	5.435048784783326e-16	7.699218169713323e-18	4.239309853435403e-16	1.7842487194191937e-17	5.13014231768351e-16	4.321435141696372e-18	nan	nan
56534.98000000447	-1.6064531210015812e-16	5.248289406612247e-16	4.197435539855688e-16	2.7117463708776316e-18	5.345979205150262e-16	5.093359884649897e-18	nan	nan	5.65866088892985e-16	7.428129473880353e-18	5.431153077433327e-16	7.914890527743451e-18	4.2352945705604733e-16	1.782155724538059e-17	5.125744327284083e-16	4.373545518290999e-18	nan	nan
56535.03000000447	-1.6584292885549912e-16	5.328281394178306e-16	4.193798336410111e-16	2.7105429088384428e-18	5.341269999119959e-16	5.095083827630951e-18	nan	nan	5.653433122657899e-16	7.444668984027363e-18	5.427268601829998e-16	8.115880853431963e-18	4.231009678548572e-16	1.7775657662536074e-17	5.121328781614007e-16	4.411130669086306e-18	nan	nan
56535.08000000448	-1.709964427266085e-16	5.408330313223025e-16	4.190165520448298e-16	2.7110867019122692e-18	5.336568818019342e-16	5.100325555002423e-18	nan	nan	5.648212079102547e-16	7.470791220046416e-18	5.423398580820125e-16	8.300170103776585e-18	4.2264502422513737e-16	1.770530621479187e-17	5.116889127265304e-16	4.434178301816675e-18	nan	nan
56535.13000000448	-1.761061231752645e-16	5.488430745809131e-16	4.186536962725492e-16	2.713449055171774e-18	5.331875596388379e-16	5.107982535786172e-18	nan	nan	5.642997676077559e-16	7.503369681572885e-18	5.419546236620953e-16	8.46617152986892e-18	4.2216113227874797e-16	1.7611086551475215e-17	5.112418809047067e-16	4.442868928509173e-18	nan	nan
56535.18000000448	-1.8117223821428874e-16	5.568577384850346e-16	4.1829125912730947e-16	2.7171693099426236e-18	5.327190268639512e-16	5.116997605962295e-18	nan	nan	5.637789831586184e-16	7.539385757328501e-18	5.415714793796197e-16	8.612687685431172e-18	4.216487977475308e-16	1.7493649618871977e-17	5.107911273227148e-16	4.4375748249750035e-18	nan	nan
56535.230000004485	-1.8619505441425308e-16	5.648765031355194e-16	4.1792923379113353e-16	2.7217641063540904e-18	5.322512768729706e-16	5.126394197239143e-18	nan	nan	5.632588463448505e-16	7.576052865966387e-18	5.411907473304022e-16	8.738875807720185e-18	4.2110752597710945e-16	1.7353715248287278e-17	5.1033599653035e-16	4.41886357723465e-18	nan	nan
56535.28000000449	-1.911748369112451e-16	5.72898859176703e-16	4.175676134541564e-16	2.726778915004996e-18	5.317843031089622e-16	5.135304856081465e-18	nan	nan	5.627393489610922e-16	7.610910728405206e-18	5.408127498964138e-16	8.84422049140818e-18	4.205368219205604e-16	1.719207387765004e-17	5.0987583308956385e-16	4.3875052305818145e-18	nan	nan
56535.33000000449	-1.961118494134237e-16	5.809243075400674e-16	4.1720639130412704e-16	2.731801446852046e-18	5.313180990168132e-16	5.142993463045887e-18	nan	nan	5.622204828026159e-16	7.641893417530561e-18	5.404378093623333e-16	8.928512736397569e-18	4.199361901317953e-16	1.7009588356456376e-17	5.094099815906726e-16	4.344483243185025e-18	nan	nan
56535.380000004494	-2.0100635420903693e-16	5.889523591967091e-16	4.16845560522114e-16	2.7364723067722737e-18	5.308526579995083e-16	5.148871918737849e-18	nan	nan	5.617022396533244e-16	7.667376074589908e-18	5.400662480815163e-16	8.991834427052169e-18	4.1930513475922337e-16	1.6807195770384478e-17	5.089377865996798e-16	4.2910078964267074e-18	nan	nan
56535.4300000045	-2.0585861217267472e-16	5.969825349184345e-16	4.164851143006381e-16	2.740493356611165e-18	5.303879735055786e-16	5.152512117025482e-18	nan	nan	5.611846113141743e-16	7.686205127471718e-18	5.396983882127332e-16	9.034547372829647e-18	4.186431595396536e-16	1.6585909201288085e-17	5.084585926461202e-16	4.2285323803721355e-18	nan	nan
56535.4800000045	-2.106688827732617e-16	6.050143650468031e-16	4.161250458193364e-16	2.7436339017895526e-18	5.2992403895076185e-16	5.153653927702724e-18	nan	nan	5.606675895671736e-16	7.697716050193727e-18	5.393345521608478e-16	9.057285778687655e-18	4.179497677914993e-16	1.634681931171281e-17	5.079717443243622e-16	4.158768964908131e-18	nan	nan
56535.5300000045	-2.1543742408018387e-16	6.130473892701819e-16	4.157653482721612e-16	2.7457349726291145e-18	5.294608477908768e-16	5.152209773658705e-18	nan	nan	5.601511662189634e-16	7.701741814359809e-18	5.389750622506003e-16	9.060951556386133e-18	4.1722446240863584e-16	1.6091095608053138e-17	5.07476586192305e-16	4.0837039313284014e-18	nan	nan
56535.580000004506	-2.2016449277115525e-16	6.210811564079215e-16	4.1540601484208978e-16	2.7467122091658617e-18	5.289983934361952e-16	5.148266138724443e-18	nan	nan	5.596353330534469e-16	7.698613726078334e-18	5.386202406235917e-16	9.046711147692399e-18	4.164667458536853e-16	1.5819987192276867e-17	5.069724628037961e-16	4.0056074766028315e-18	nan	nan
56535.63000000451	-2.24850344138748e-16	6.291152242017683e-16	4.1504703871543966e-16	2.746557114419369e-18	5.285366693042767e-16	5.142082027975158e-18	nan	nan	5.591200818696855e-16	7.689155188422692e-18	5.382704097819784e-16	9.015993021386094e-18	4.156761201520031e-16	1.553482275430361e-17	5.064587187005265e-16	3.927032956315428e-18	nan	nan
56535.68000000451	-2.29495232097654e-16	6.371491591139081e-16	4.146884130809142e-16	2.7453371663405937e-18	5.280756688636932e-16	5.134084525039876e-18	nan	nan	5.586054044560037e-16	7.67466751132554e-18	5.379258919360385e-16	8.970484478597303e-18	4.1485208688496706e-16	1.5237009487441224e-17	5.059346984525517e-16	3.850798732413442e-18	nan	nan
56535.730000004514	-2.3409940919111406e-16	6.451825361315741e-16	4.14330131124831e-16	2.7431945850138274e-18	5.276153855119635e-16	5.124860690608541e-18	nan	nan	5.580912926171478e-16	7.656905690881292e-18	5.375870093074968e-16	8.912126083707761e-18	4.139941471836529e-16	1.4928030520738744e-17	5.053997466056149e-16	3.779943455576278e-18	nan	nan
56535.78000000452	-2.386631265986334e-16	6.532149385776032e-16	4.139721860368477e-16	2.740343650685191e-18	5.27155812693975e-16	5.1151457612832e-18	nan	nan	5.575777381433368e-16	7.638041062036828e-18	5.372540843756171e-16	8.843101752267598e-18	4.131018017224078e-16	1.4609440356734846e-17	5.04853207701407e-16	3.7176451169118745e-18	nan	nan
56535.83000000452	-2.4318663414205764e-16	6.612459579271626e-16	4.1361457100232755e-16	2.73706662802826e-18	5.266969438600812e-16	5.105806335539293e-18	nan	nan	5.570647328292111e-16	7.620606673115703e-18	5.3692743937357e-16	8.765822330940642e-18	4.1217455071237904e-16	1.428285767804259e-17	5.042944262654103e-16	3.6670954851639155e-18	nan	nan
56535.88000000452	-2.4767018029280964e-16	6.692751936298849e-16	4.132572792085424e-16	2.733707814647335e-18	5.262387723877601e-16	5.097818262748203e-18	nan	nan	5.565522684750958e-16	7.607421217270792e-18	5.36607396637542e-16	8.682899552808555e-18	4.1121189389508787e-16	1.394995474068254e-17	5.037227498014137e-16	3.631320450516851e-18	nan	nan
56535.930000004526	-2.521140121786966e-16	6.773022529375596e-16	4.129003038446728e-16	2.7306656683733017e-18	5.257812917729117e-16	5.0922381436084066e-18	nan	nan	5.560403368718416e-16	7.601487357064903e-18	5.362942784293192e-16	8.597107385001825e-18	4.102133305358914e-16	1.3612442410709135e-17	5.031381407503433e-16	3.611532893045668e-18	nan	nan
56535.98000000453	-2.565183755906924e-16	6.853267507368915e-16	4.125436380970363e-16	2.728382553327041e-18	5.253244954075893e-16	5.0901679692189405e-18	nan	nan	5.555289298298794e-16	7.605854592172066e-18	5.359884071480423e-16	8.511327376786093e-18	4.091783594179295e-16	1.3272049728601003e-17	5.025419340457154e-16	3.605261532148038e-18	nan	nan
56536.03000000453	-2.6088351498921614e-16	6.933483093874394e-16	4.121872751552906e-16	2.7273320313104293e-18	5.248683759241234e-16	5.0923485190986134e-18	nan	nan	5.550180405580439e-16	7.621847443943943e-18	5.356901051184512e-16	8.428474871156073e-18	4.0810660476488007e-16	1.2930380198749353e-17	5.019356501674895e-16	3.609302704000025e-18	nan	nan
56536.080000004535	-2.6520967351169566e-16	7.013665585639612e-16	4.11831208267787e-16	2.7279929615097038e-18	5.244129226991509e-16	5.098038575365564e-18	nan	nan	5.545076654365281e-16	7.646999667612528e-18	5.353996587643083e-16	8.351294763969818e-18	4.069995745909009e-16	1.2587256757789604e-17	5.013208096726149e-16	3.620360161726623e-18	nan	nan
56536.13000000454	-2.694970929785182e-16	7.093811351037493e-16	4.1147543321909914e-16	2.7304403225063106e-18	5.239581243131486e-16	5.106135717847951e-18	nan	nan	5.539978012642878e-16	7.678316446326783e-18	5.351165295709394e-16	8.279864381908894e-18	4.058602269609031e-16	1.2241133586409506e-17	5.006989330775201e-16	3.635215147831409e-18	nan	nan
56536.18000000454	-2.7374601389983776e-16	7.173916828581194e-16	4.111199490696557e-16	2.7342222700623487e-18	5.235039693356618e-16	5.11558292961919e-18	nan	nan	5.534884448364895e-16	7.712910223496027e-18	5.348393541996968e-16	8.211592641191222e-18	4.046915568165477e-16	1.1890449177897855e-17	5.000715409351023e-16	3.650854197145351e-18	nan	nan
56536.23000000454	-2.7795667548243325e-16	7.253978525481543e-16	4.107647550970029e-16	2.738864187200321e-18	5.230504463508111e-16	5.125403870705036e-18	nan	nan	5.529795929590369e-16	7.748116766286422e-18	5.345667332850462e-16	8.143720571241823e-18	4.034965587025133e-16	1.1533709547199329e-17	4.994401537698942e-16	3.664555453854108e-18	nan	nan
56536.280000004546	-2.8212931563606223e-16	7.333993016245166e-16	4.1040985058298184e-16	2.743919583748489e-18	5.225975439208545e-16	5.1347314155196486e-18	nan	nan	5.524712424289912e-16	7.781583858020708e-18	5.342972675472998e-16	8.073536760908613e-18	4.0227822680547313e-16	1.1169537191880048e-17	4.988062921064283e-16	3.6739400988542376e-18	nan	nan
56536.33000000455	-2.8626417097983967e-16	7.413956941313147e-16	4.100552348099107e-16	2.748983242960314e-18	5.221452506244468e-16	5.142829821091065e-18	nan	nan	5.519633900484667e-16	7.811335785915481e-18	5.340295576838776e-16	7.998468041021348e-18	4.010395549924238e-16	1.0796721345854037e-17	4.981714764449245e-16	3.676997712255988e-18	nan	nan
56536.38000000455	-2.9036147684944937e-16	7.493867005733821e-16	4.097009070543815e-16	2.753701844222659e-18	5.21693555023846e-16	5.149111325318477e-18	nan	nan	5.514560326202088e-16	7.835818090678649e-18	5.337622043120758e-16	7.91615494066069e-18	3.9978353685045367e-16	1.0414271160358488e-17	4.97537227334228e-16	3.672094637227948e-18	nan	nan
56536.430000004555	-2.9442146730271554e-16	7.57371997787689e-16	4.0934686660491583e-16	2.757782130714363e-18	5.212424456995289e-16	5.153148156933134e-18	nan	nan	5.509491669374892e-16	7.853926943305987e-18	5.334938082895611e-16	7.824513326733579e-18	3.9851316572465356e-16	1.0021474249289901e-17	4.96905065323184e-16	3.657972643860519e-18	nan	nan
56536.48000000456	-2.9844437512663784e-16	7.653512688176594e-16	4.08993112733811e-16	2.7609971026798897e-18	5.20791911233794e-16	5.154680434624704e-18	nan	nan	5.504427898169492e-16	7.865026552319906e-18	5.332229702107377e-16	7.721784839441705e-18	3.972314347576275e-16	9.617964087822431e-18	4.962765108958041e-16	3.633744122096492e-18	nan	nan
56536.53000000456	-3.024304318436439e-16	7.733242027913616e-16	4.0863964473006583e-16	2.763190315438415e-18	5.203419402052963e-16	5.1536207719989405e-18	nan	nan	5.499368980505969e-16	7.868957637341836e-18	5.3294829076730215e-16	7.606579294794627e-18	3.95941336927759e-16	9.20380116810749e-18	4.956530845887771e-16	3.598887682088076e-18	nan	nan
56536.580000004564	-3.063798677180441e-16	7.81290494802555e-16	4.082864618702723e-16	2.7642786656175935e-18	5.198925211580748e-16	5.150055644708768e-18	nan	nan	5.494314884399149e-16	7.86603835303846e-18	5.326683707539669e-16	7.477912309073533e-18	3.946458650887484e-16	8.779574737163341e-18	4.950363069712088e-16	3.5532475270472875e-18	nan	nan
56536.63000000457	-3.102929117622843e-16	7.892498457950733e-16	4.079335634348398e-16	2.7642537742170906e-18	5.194436426981128e-16	5.144243932624122e-18	nan	nan	5.489265577952284e-16	7.857058269147405e-18	5.323818107708593e-16	7.335241461610528e-18	3.9334801200771025e-16	8.346534529671794e-18	4.944276985311628e-16	3.4970385280363974e-18	nan	nan
56536.68000000457	-3.141697917434007e-16	7.972019624501411e-16	4.07580948707041e-16	2.7631820653199867e-18	5.18995293373093e-16	5.136612398450524e-18	nan	nan	5.48422102916125e-16	7.843264506457115e-18	5.320872115440145e-16	7.178504064131634e-18	3.920507704044173e-16	7.906765252673945e-18	4.938287798255885e-16	3.430858078354186e-18	nan	nan
56536.73000000457	-3.180107341889447e-16	8.051465570766594e-16	4.072286169677625e-16	2.7612035780418597e-18	5.185474617889986e-16	5.127747643945359e-18	nan	nan	5.479181206047187e-16	7.826338294266292e-18	5.317831737994679e-16	7.008159785264016e-18	3.907571329902159e-16	7.46342048756209e-18	4.932410713709143e-16	3.355705695187884e-18	nan	nan
56536.780000004575	-3.2181596439414374e-16	8.130833475040605e-16	4.068765674988453e-16	2.758529364776362e-18	5.181001364898686e-16	5.118384211514931e-18	nan	nan	5.47414607664387e-16	7.808358922971448e-18	5.314682981945777e-16	6.8252402386175296e-18	3.8947009250642525e-16	7.021036055016906e-18	4.926660937078812e-16	3.2730097300098638e-18	nan	nan
56536.83000000458	-3.255857064268679e-16	8.210120569782906e-16	4.065247995840392e-16	2.7554374481803317e-18	5.176533060889738e-16	5.10938785873042e-18	nan	nan	5.469115609010336e-16	7.791751751345982e-18	5.311411852779631e-16	6.631408051972716e-18	3.8819264176377724e-16	6.585942398717662e-18	4.921053674015429e-16	3.184659241145708e-18	nan	nan
56536.88000000458	-3.2932018313519436e-16	8.289324140599132e-16	4.0617331249993615e-16	2.752267056617602e-18	5.172069591248875e-16	5.101733441219525e-18	nan	nan	5.464089771224573e-16	7.779216108414335e-18	5.308004359530755e-16	6.429025549637011e-18	3.869277736806382e-16	6.16678271929526e-18	4.915604129804842e-16	3.0930363312200423e-18	nan	nan
56536.930000004584	-3.330196161521219e-16	8.36844152525226e-16	4.058221055345806e-16	2.7494108228451966e-18	5.16761084187196e-16	5.0964765197764175e-18	nan	nan	5.459068531288774e-16	7.77362976755671e-18	5.304446507570881e-16	6.221231708670138e-18	3.8567848132217295e-16	5.775100144756206e-18	4.910327510016545e-16	3.0010398869981056e-18	nan	nan
56536.98000000459	-3.3668422590321084e-16	8.447470112693412e-16	4.0547117796504163e-16	2.747304770886003e-18	5.163156698381572e-16	5.094717979814655e-18	nan	nan	5.454051857306188e-16	7.77792030361201e-18	5.300724302729586e-16	6.0120211316093216e-18	3.844477579392244e-16	5.425851490690307e-18	4.905239020179512e-16	2.912085451139291e-18	nan	nan
56537.03000000459	-3.4031423161144895e-16	8.526407342120038e-16	4.051205290731604e-16	2.746415852942969e-18	5.158707058552209e-16	5.097198233117347e-18	nan	nan	5.449039725218458e-16	7.793360476944044e-18	5.296823752953996e-16	5.806311943556073e-18	3.832385970068732e-16	5.137505378571736e-18	4.9003538659848e-16	2.8300569290562488e-18	nan	nan
56537.08000000459	-3.4390985130433647e-16	8.605250702054877e-16	4.0477015815557047e-16	2.747216529324454e-18	5.15426186816482e-16	5.103178177233485e-18	nan	nan	5.444032128292528e-16	7.817577237050423e-18	5.292730864245384e-16	5.6099781353381326e-18	3.8205399226377056e-16	4.93112719999321e-18	4.895687252880343e-16	2.759180086273085e-18	nan	nan
56537.130000004596	-3.474713018190801e-16	8.683997729447852e-16	4.044200650352373e-16	2.7497805598386804e-18	5.149821084077363e-16	5.1115581038933675e-18	nan	nan	5.439029062328132e-16	7.847695063362731e-18	5.288431642261635e-16	5.4298072344450004e-18	3.808969377502713e-16	4.827803745333763e-18	4.89125438659772e-16	2.7037854246872444e-18	nan	nan
56537.1800000046	-3.509987988092492e-16	8.762646008798891e-16	4.040702502122477e-16	2.753661690023044e-18	5.145384663603267e-16	5.1212836956995836e-18	nan	nan	5.434030522973417e-16	7.880945060048803e-18	5.283912093976947e-16	5.273328751633328e-18	3.797703939487105e-16	4.844231799753956e-18	4.887070102383441e-16	2.6678677280854705e-18	nan	nan
56537.2300000046	-3.544925567504489e-16	8.841193171301107e-16	4.03720714237747e-16	2.7583914109663192e-18	5.140952564839369e-16	5.131381221719544e-18	nan	nan	5.429036505983904e-16	7.91477380510754e-18	5.279158224705822e-16	5.148453047106864e-18	3.786760038876413e-16	4.981137597376932e-18	4.883134811648958e-16	2.6517328053865182e-18	nan	nan
56537.280000004605	-3.5795278894647204e-16	8.919636894004994e-16	4.0337145765763134e-16	2.763529154233954e-18	5.136524744552533e-16	5.1409858048635074e-18	nan	nan	5.424047007051954e-16	7.946927047803456e-18	5.274156041307994e-16	5.062878710519367e-18	3.776136990846471e-16	5.220966985575299e-18	4.879430191085344e-16	2.6510367423339142e-18	nan	nan
56537.33000000461	-3.6137970753502263e-16	8.99797489900168e-16	4.0302248102066013e-16	2.7686751881952028e-18	5.132101160129063e-16	5.149363616450038e-18	nan	nan	5.419062021882559e-16	7.975510998041734e-18	5.268894459520967e-16	5.022209132993153e-18	3.7658329704742478e-16	5.5415044290670236e-18	4.875936664752701e-16	2.6608443811239964e-18	nan	nan
56537.38000000461	-3.6477352349401914e-16	9.076204952623501e-16	4.0267378487941024e-16	2.7734810377221636e-18	5.127681769192107e-16	5.1559284444110925e-18	nan	nan	5.414081546275454e-16	7.999035248111585e-18	5.263383907397104e-16	5.022384360872634e-18	3.755846156813472e-16	5.92084114020236e-18	4.872634657035308e-16	2.6763234258041427e-18	nan	nan
56537.43000000461	-3.681344466466624e-16	9.154324864665977e-16	4.023253697793007e-16	2.7776574460999183e-18	5.123266528982218e-16	5.1602535882591376e-18	nan	nan	5.409105575878787e-16	8.016441263390544e-18	5.257644453142576e-16	5.0544358465462816e-18	3.746174732867253e-16	6.339825202112309e-18	4.869504592317438e-16	2.693064540952573e-18	nan	nan
56537.480000004616	-3.7146268566869696e-16	9.232332487623106e-16	4.0197723627052244e-16	2.780980471026266e-18	5.118855396995012e-16	5.162079734274422e-18	nan	nan	5.404134106460709e-16	8.027119434151346e-18	5.251696213209245e-16	5.108940331432855e-18	3.7368168855696813e-16	6.782818598758221e-18	4.86652689474024e-16	2.7072830294581023e-18	nan	nan
56537.53000000462	-3.7475844809257144e-16	9.310225715944498e-16	4.0162938490231194e-16	2.7832957174116674e-18	5.114448330416387e-16	5.16131953871058e-18	nan	nan	5.399167133732531e-16	8.030917510096997e-18	5.245559299241576e-16	5.17680338112603e-18	3.7277708057598763e-16	7.23749397510155e-18	4.863681988931115e-16	2.7159275012532846e-18	nan	nan
56537.58000000462	-3.7802194031452325e-16	9.388002485304712e-16	4.012818162224743e-16	2.7845210811747823e-18	5.110045286778395e-16	5.1580589913030114e-18	nan	nan	5.394204653475038e-16	8.028141637231856e-18	5.239253826947429e-16	5.249788654810268e-18	3.719034688160115e-16	7.694272599794468e-18	4.860950299557987e-16	2.7167310117566246e-18	nan	nan
56537.630000004625	-3.812533675996214e-16	9.465660771892366e-16	4.009345307840634e-16	2.7846480712101044e-18	5.105646223485561e-16	5.152555929222507e-18	nan	nan	5.389246661374275e-16	8.019550510753977e-18	5.232799910146046e-16	5.320817931571197e-18	3.7106067313509474e-16	8.145724539049742e-18	4.858312250843048e-16	2.708236269395983e-18	nan	nan
56537.68000000463	-3.8445293408824623e-16	9.543198591711984e-16	4.005875291305897e-16	2.7837419088210387e-18	5.101251097778436e-16	5.14523550108155e-18	nan	nan	5.384293153248925e-16	8.006341884015095e-18	5.226217663171744e-16	5.384098864666278e-18	3.70248513775235e-16	8.586054962499506e-18	4.855748267413698e-16	2.6898206817773167e-18	nan	nan
56537.73000000463	-3.8762084280047655e-16	9.620613999903422e-16	4.0024081181606146e-16	2.7819403121924127e-18	5.096859867207294e-16	5.1366821819034486e-18	nan	nan	5.379344124721872e-16	7.990129814360068e-18	5.219527198870838e-16	5.435147532543298e-18	3.694668113597149e-16	9.010702740844381e-18	4.853238773937861e-16	2.66173772280008e-18	nan	nan
56537.78000000463	-3.9075729564345196e-16	9.697905090073657e-16	3.9989437938923813e-16	2.779451009709178e-18	5.092472489103782e-16	5.1276278700879554e-18	nan	nan	5.374399571656009e-16	7.972910004469011e-18	5.212748632665034e-16	5.470762386623714e-18	3.6871538689071997e-16	9.416039901012614e-18	4.850764194840334e-16	2.62518545261615e-18	nan	nan
56537.83000000464	-3.938624934157346e-16	9.775069993645076e-16	3.9954823239744747e-16	2.7765476639317427e-18	5.08808892076311e-16	5.118935194409408e-18	nan	nan	5.369459489737382e-16	7.95701005094565e-18	5.205902076828337e-16	5.488988849214298e-18	3.679940617475695e-16	9.79915084457986e-18	4.848304954302786e-16	2.582405085458802e-18	nan	nan
56537.88000000464	-3.969366358136127e-16	9.852106879215984e-16	3.992023713956522e-16	2.773564253306155e-18	5.08370911971733e-16	5.111575586549608e-18	nan	nan	5.364523874790992e-16	7.945021146666108e-18	5.19900764661076e-16	5.489099624093145e-18	3.673026576838189e-16	1.0157671201578769e-17	4.845841477682e-16	2.5368009010488196e-18	nan	nan
56537.93000000464	-3.9997992143636997e-16	9.929013951936117e-16	3.9885679692593115e-16	2.770887436527528e-18	5.079333043188779e-16	5.106600914182138e-18	nan	nan	5.359592722483932e-16	7.939707843852719e-18	5.1920854549730785e-16	5.471604097398335e-18	3.6664099682557096e-16	1.0489670148593165e-17	4.84335418928121e-16	2.4930561844265112e-18	nan	nan
56537.980000004645	-4.0299254779218555e-16	1.0005789452893283e-15	3.985115095442014e-16	2.7689467074769204e-18	5.074960648600197e-16	5.105108445855428e-18	nan	nan	5.354666028609622e-16	7.943887027997546e-18	5.1851556154483795e-16	5.4382927442680526e-18	3.660089016685958e-16	1.0793564095529063e-17	4.840823513079477e-16	2.4571867374118475e-18	nan	nan
56538.03000000465	-4.059747113032523e-16	1.0082431658515278e-15	3.9816650979922233e-16	2.7682022522102354e-18	5.070591900024175e-16	5.107836409147349e-18	nan	nan	5.349743789852063e-16	7.958784366505516e-18	5.178238242084825e-16	5.392315142165097e-18	3.654061950765886e-16	1.1068052994468839e-17	4.838229874555149e-16	2.4364381458196463e-18	nan	nan
56538.08000000465	-4.0892660731177763e-16	1.0158938879981547e-15	3.9782179823784453e-16	2.769119962843718e-18	5.066226786237953e-16	5.114048864185595e-18	nan	nan	5.34482600477748e-16	7.982111473001112e-18	5.17135344950289e-16	5.338281165418882e-18	3.648327002785652e-16	1.1312073033971125e-17	4.835553697687291e-16	2.4389073213597844e-18	nan	nan
56538.130000004654	-4.1184843008492523e-16	1.023530946264964e-15	3.9747737526328684e-16	2.7717727586995006e-18	5.061865303579559e-16	5.122650825237734e-18	nan	nan	5.339912672185798e-16	8.011100953556845e-18	5.16452135014827e-16	5.282361863825452e-18	3.642882408667289e-16	1.1524761300587468e-17	4.832775407062782e-16	2.4728064063942853e-18	nan	nan
56538.18000000466	-4.147403728209167e-16	1.0311541785490324e-15	3.9713324109982486e-16	2.77572079376189e-18	5.057507447421425e-16	5.1325926102030416e-18	nan	nan	5.335003791009581e-16	8.043091340743448e-18	5.157762058813132e-16	5.232346647876162e-18	3.637726407942126e-16	1.170542927604637e-17	4.829875676838396e-16	2.5453352206855986e-18	nan	nan
