MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	sdss_g	sdss_g_err	sdss_i	sdss_i_err	sdss_r	sdss_r_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err
56351.56829998381	8.090566602510909e-15	7.287694081852916e-17	1.821438130289211e-15	2.743006038835002e-17	3.1982723745683923e-15	4.085625995785978e-17	4.887745526135134e-15	5.0894754207565216e-17	6.572260081442161e-15	7.018291571904935e-17	2.4152613851139986e-15	2.2620504548660866e-17	4.084805806867082e-15	3.662628511983429e-17	7.445139966251563e-15	1.6355347920261573e-16	1.0745556774048354e-14	3.9412476894156157e-16	6.391086808948427e-15	6.5001591189939e-16	8.666830662230411e-15	3.555228658527987e-16	6.639330280727294e-15	6.572847863690877e-16
56351.61829998381	8.074534076646854e-15	7.29604555268753e-17	1.8196896912803203e-15	2.7559398850110832e-17	3.195750377800918e-15	4.1343060991542125e-17	4.878559912989601e-15	5.0838815853970626e-17	6.562748172059635e-15	7.015535709338223e-17	2.4114184228339157e-15	2.2595791025950992e-17	4.0805342678425144e-15	3.656766391508377e-17	7.435576496223722e-15	1.6345708529188628e-16	1.0697939913032047e-14	3.9389970824205493e-16	6.305361370820758e-15	6.552597644972024e-16	8.577586026152723e-15	3.54043533113228e-16	6.554947003019936e-15	6.640137259858561e-16
56351.668299983816	8.058410081870933e-15	7.304876199304295e-17	1.817942403185118e-15	2.7693650127010336e-17	3.1932479193522095e-15	4.1861760584463915e-17	4.869519817771478e-15	5.0780654669251806e-17	6.553294204281676e-15	7.0120435807987e-17	2.407587490443712e-15	2.257001921806342e-17	4.076286253067439e-15	3.65090978918062e-17	7.42599767067526e-15	1.6336545551375408e-16	1.0650383087250714e-14	3.935728248746558e-16	6.220779776897495e-15	6.596534780593518e-16	8.48890376529496e-15	3.5251216733695467e-16	6.470875171187084e-15	6.697629979127169e-16
56351.71829998382	8.042222950888575e-15	7.314203578714198e-17	1.8161971202143445e-15	2.7832726460648704e-17	3.190766346354711e-15	4.2413951193785715e-17	4.860632756201617e-15	5.0719185058985546e-17	6.543908230439951e-15	7.007643769190596e-17	2.4037708563738137e-15	2.2543027354537422e-17	4.072065137307543e-15	3.645043515307765e-17	7.416403575555295e-15	1.632785043456749e-16	1.0602894568639183e-14	3.9313902954021227e-16	6.13732921972355e-15	6.631632397884976e-16	8.400792187821753e-15	3.5092641541834484e-16	6.3871364793973195e-15	6.745111920400416e-16
56351.76829998382	8.026001012697581e-15	7.324094093638953e-17	1.8144546962298417e-15	2.797654587920614e-17	3.1883070060761263e-15	4.3001271089487903e-17	4.851906247496766e-15	5.065355840856142e-17	6.534600303431427e-15	7.002203936039443e-17	2.3999707890829303e-15	2.2514693826325424e-17	4.067874295595781e-15	3.639156419316616e-17	7.40679429680167e-15	1.6319614835879342e-16	1.0555482579469299e-14	3.925939515466868e-16	6.0549969095414065e-15	6.657595257027915e-16	8.31325960326945e-15	3.492843067977652e-16	6.303752628004586e-15	6.782396226134366e-16
56351.818299983825	8.009772593441908e-15	7.334661041414823e-17	1.8127159847706023e-15	2.8125031390633144e-17	3.18587124593912e-15	4.362535957691317e-17	4.843347814596597e-15	5.058317440430405e-17	6.525380477022419e-15	6.995632622163754e-17	2.3961895570402235e-15	2.2484938584790255e-17	4.0637171029336674e-15	3.6332415380109404e-17	7.397169920340888e-15	1.6311830622956883e-16	1.0508155293850343e-14	3.919339431780795e-16	5.973770074090939e-15	6.674167623634133e-16	8.226314322577293e-15	3.475842620644958e-16	6.220745324006883e-15	6.809322095207062e-16
56351.86829998383	7.993566008144062e-15	7.346061242426669e-17	1.8109818386307427e-15	2.8278109706844116e-17	3.183460412501104e-15	4.428780702576706e-17	4.834964984391225e-15	5.050768936323017e-17	6.5162588061523666e-15	6.987880552843695e-17	2.3924294287449825e-15	2.2453724204042617e-17	4.059596934071166e-15	3.627296216653049e-17	7.387530532087924e-15	1.6304489875066579e-16	1.0460920839221895e-14	3.911560840839743e-16	5.893635958411246e-15	6.681130387474453e-16	8.139964658092962e-15	3.4582510121714654e-16	6.138136281500937e-15	6.82575385035903e-16
56351.91829998383	7.977406446066881e-15	7.358382440201214e-17	1.8092529568753498e-15	2.843558325408639e-17	3.181075496620068e-15	4.498863504227498e-17	4.826765287949233e-15	5.042702166357338e-17	6.5072453472354735e-15	6.978941468086461e-17	2.3886926727235487e-15	2.2421056604843878e-17	4.0555171639311785e-15	3.621322176840613e-17	7.37787621794688e-15	1.62975848839167e-16	1.0413787297839142e-14	3.902581859626918e-16	5.814581824641931e-15	6.678298636893669e-16	8.054218923615522e-15	3.440060516702327e-16	6.055947222139827e-15	6.8315802425368e-16
56351.96829998383	7.961311422083777e-15	7.371482561225228e-17	1.807529661429119e-15	2.859694459507081e-17	3.1787166152915763e-15	4.5724130810099046e-17	4.818756260745619e-15	5.034135432052252e-17	6.498350158468276e-15	6.968852488143661e-17	2.3849815575262443e-15	2.238698543790597e-17	4.051481167530942e-15	3.615325583178107e-17	7.36820706381045e-15	1.6291108154312794e-16	1.0366762708250945e-14	3.892387977689003e-16	5.7365949518238104e-15	6.665519649880603e-16	7.969085434398201e-15	3.421267560421029e-16	5.974199875592577e-15	6.82671398084167e-16
56352.018299983836	7.945297294455436e-15	7.385219169002094e-17	1.805812217165926e-15	2.8761643840228996e-17	3.1763837539669266e-15	4.64899831733777e-17	4.810945442888667e-15	5.0251134697831584e-17	6.489583300130006e-15	6.957694013289864e-17	2.3812983517451987e-15	2.2351604125248696e-17	4.047492319699028e-15	3.609317038440914e-17	7.358523155560048e-15	1.6285052404598875e-16	1.031985506677076e-14	3.880972116355885e-16	5.659662635700527e-15	6.642671269935369e-16	7.884572507165014e-15	3.401872798196056e-16	5.892915979996641e-15	6.811091483108678e-16
56352.06829998384	7.929380422077948e-15	7.399492436828652e-17	1.804100888728508e-15	2.8929137751632156e-17	3.1740768983067853e-15	4.728188723868341e-17	4.803340379349442e-15	5.015707128773345e-17	6.480954834888392e-15	6.945589145217748e-17	2.3776453239879147e-15	2.2315049558587952e-17	4.043553995562724e-15	3.603311578871947e-17	7.348824579066552e-15	1.6279410566940466e-16	1.0273072328940584e-14	3.8683346965932493e-16	5.58377218852039e-15	6.609660642715949e-16	7.80068846015302e-15	3.3818811891643513e-16	5.812117282418442e-15	6.78467284851404e-16
56352.11829998384	7.913577164977872e-15	7.414246694265057e-17	1.802395940536763e-15	2.9098891465541183e-17	3.1717960341817583e-15	4.8095591423999377e-17	4.79594862018883e-15	5.0060127435804695e-17	6.472474828101358e-15	6.932702605759165e-17	2.374024742931985e-15	2.2277501432816347e-17	4.039669569982047e-15	3.597328616587848e-17	7.339111420189561e-15	1.627417578734016e-16	1.022642241098818e-14	3.85448371656747e-16	5.508910938838992e-15	6.566423297727005e-16	7.717441613113021e-15	3.3613020714978694e-16	5.731825539311728e-15	6.747442060363846e-16
56352.168299983845	7.89790388480561e-15	7.429470874855717e-17	1.8006976367960717e-15	2.927038000686705e-17	3.1695411476715382e-15	4.89269352608412e-17	4.788777720786474e-15	4.9961511832764986e-17	6.464153348124965e-15	6.919239117752446e-17	2.3704388772629975e-15	2.2239181201965093e-17	4.035842417942787e-15	3.5913918475092406e-17	7.329383764777879e-15	1.6269341425558849e-16	1.0179913191277652e-14	3.8394348395770185e-16	5.435066231319985e-15	6.512922568189692e-16	7.634840287333802e-15	3.340149236250962e-16	5.65206251697174e-15	6.699407434660809e-16
56352.21829998385	7.882376945330458e-15	7.445197890674872e-17	1.7990062415056052e-15	2.944308960705298e-17	3.1673122250655182e-15	4.9771878805289e-17	4.781835242068215e-15	4.986266554781061e-17	6.456000466611582e-15	6.905441203168957e-17	2.3668899957304825e-15	2.2200350663164604e-17	4.032075914635121e-15	3.585529129247055e-17	7.319641698669246e-15	1.6264901054811517e-16	1.0133552511753633e-14	3.823211492555649e-16	5.362225426538597e-15	6.449149351760333e-16	7.55289280566916e-15	3.318441000383138e-16	5.57284999199552e-15	6.640602338741483e-16
56352.26829998385	7.867012712935218e-15	7.461502951822178e-17	1.797322018466638e-15	2.961651883808054e-17	3.1651092528624157e-15	5.0626524653101985e-17	4.775128750735359e-15	4.9765245341613336e-17	6.44802625881996e-15	6.891586346043151e-17	2.3633803671227057e-15	2.2161310103204245e-17	4.028373434761844e-15	3.579772314394086e-17	7.309885307690724e-15	1.6260848461223214e-16	1.0087348179379187e-14	3.8058449748729356e-16	5.2903759007832455e-15	6.375122225919481e-16	7.471607492553132e-15	3.2962002782869636e-16	5.49420975173899e-15	6.571086214180707e-16
56352.318299983854	7.851827557109855e-15	7.478500841593852e-17	1.795645231290825e-15	2.979017957612174e-17	3.162932217769842e-15	5.148713361033066e-17	4.7686658194927074e-15	4.967110297286683e-17	6.440240803914744e-15	6.877983462790359e-17	2.3599122602857283e-15	2.2122396041757992e-17	4.0247383536703516e-15	3.574157042950528e-17	7.300114677658854e-15	1.6257177643228438e-16	1.0041307967567672e-14	3.787374576621681e-16	5.219505045859173e-15	6.290887944315898e-16	7.390992674019409e-15	3.273454651035889e-16	5.416163594775249e-15	6.490945950775643e-16
56352.36829998386	7.836837850947229e-15	7.496342152660299e-17	1.793976143408516e-15	2.9963597808666694e-17	3.1607811067049697e-15	5.235013504668779e-17	4.762454027277919e-15	4.958226020824708e-17	6.4326541852728624e-15	6.864968621272287e-17	2.3564879441080355e-15	2.208397849353589e-17	4.0211740461577716e-15	3.5687225038464883e-17	7.290329894378866e-15	1.625388281069252e-16	9.995439617608643e-15	3.767847704994633e-16	5.149600268890448e-15	6.196522355630533e-16	7.311056677726951e-15	3.250236432777572e-16	5.3387333313528744e-15	6.400297673555015e-16
56352.41829998386	7.82205997163617e-15	7.515208486765424e-17	1.792315018076994e-15	3.013631429911891e-17	3.1586559067940554e-15	5.3212132894952424e-17	4.7565009594892304e-15	4.950087926299441e-17	6.425276490787199e-15	6.852899953304797e-17	2.3531096875426724e-15	2.2046457764655758e-17	4.0176838874928876e-15	3.5635111329254646e-17	7.280531043646398e-15	1.6250958383913852e-16	9.94975084008798e-15	3.747320016679429e-16	5.08064899212366e-15	6.092131805463394e-16	7.231807832975243e-15	3.226582732410899e-16	5.2619407838537215e-15	6.299289024091465e-16
56352.46829998386	7.80750933990832e-15	7.535284658193065e-17	1.7906621183887983e-15	3.030788512260395e-17	3.1565566053721566e-15	5.406990816644755e-17	4.750813758391309e-15	4.942909979925689e-17	6.4181172747536434e-15	6.842130898990836e-17	2.3497797170077553e-15	2.2010238224363166e-17	4.0142711356283185e-15	3.558565802585337e-17	7.270718211245392e-15	1.6248398992385476e-16	9.904249316302613e-15	3.725855553444532e-16	5.0126386527300855e-15	5.977855105059045e-16	7.153254470727845e-15	3.202535509122184e-16	5.185807787251728e-15	6.188102042273288e-16
56352.518299983865	7.793184870662328e-15	7.55639763337383e-17	1.789017707279944e-15	3.047788208638274e-17	3.154483189983464e-15	5.4920418740922706e-17	4.745391845138447e-15	4.9366924020063e-17	6.411176846526158e-15	6.832667622029914e-17	2.346499527328044e-15	2.1975360457610737e-17	4.01093703736669e-15	3.553889169299521e-17	7.260891482950271e-15	1.624619947350179e-16	9.858942699669618e-15	3.7035268772227773e-16	4.945556702611577e-15	5.85386618153317e-16	7.075404923629015e-15	3.178141619719067e-16	5.110356189572834e-15	6.066956786351431e-16
56352.56829998387	7.779071587417684e-15	7.578077579905992e-17	1.787382047538227e-15	3.064589304770327e-17	3.152435648381015e-15	5.576079708541142e-17	4.7402281434832655e-15	4.9312568897610075e-17	6.404447735263689e-15	6.82422605653695e-17	2.343269997591274e-15	2.194156285311175e-17	4.007681146711623e-15	3.5494504967193365e-17	7.251050944524467e-15	1.6244354871010786e-16	9.813838617130248e-15	3.680415200017807e-16	4.879390608200429e-15	5.720377563807907e-16	6.998267526029349e-15	3.1534528549616664e-16	5.0356078523526145e-15	5.936115870702663e-16
56352.61829998387	7.765154084996566e-15	7.599872729933607e-17	1.78575540181143e-15	3.0811522141218805e-17	3.1504139685265533e-15	5.658834644491926e-17	4.735315381058423e-15	4.926430175437242e-17	6.397922232282366e-15	6.816529359297072e-17	2.3400919877487674e-15	2.1908600799717958e-17	4.004502964794282e-15	3.545220919586234e-17	7.2411966817209e-15	1.62428604333293e-16	9.7689446705488e-15	3.6566105028482234e-16	4.81412785026694e-15	5.57764491120711e-16	6.921850614002401e-15	3.128525961943788e-16	4.961584651095532e-15	5.795890154844503e-16
56352.668299983874	7.751416962344705e-15	7.621365956684189e-17	1.7841380326156054e-15	3.0974389927444234e-17	3.148418138590765e-15	5.74005359545338e-17	4.7306462919579815e-15	4.9220531003527206e-17	6.391592633566083e-15	6.809323032306265e-17	2.3369663578170204e-15	2.1876260588835882e-17	4.001401993013102e-15	3.541174916028254e-17	7.231328780282793e-15	1.6241711611685003e-16	9.72426843810663e-15	3.6322116367008075e-16	4.749755923720694e-15	5.425972862026504e-16	6.846162525368938e-15	3.103422648957334e-16	4.888308475735524e-15	5.646645888124066e-16
56352.71829998388	7.737844822072052e-15	7.642180274117531e-17	1.7825302023433194e-15	3.1134133472804565e-17	3.146448146952757e-15	5.819499503571859e-17	4.726213616520557e-15	4.9179834511325664e-17	6.385451239535365e-15	6.802379895016708e-17	2.3338939678801625e-15	2.184436273422078e-17	3.998377732436358e-15	3.5372906156941256e-17	7.221447325942648e-15	1.624090405814417e-16	9.679817475691438e-15	3.6073263970855373e-16	4.6862623374157604e-15	5.26572257392833e-16	6.7712115997059374e-15	3.0782095685114856e-16	4.8158012310941434e-15	5.488813707625359e-16
56352.76829998388	7.724422269993728e-15	7.661983258351269e-17	1.78093217327185e-15	3.129040637108373e-17	3.1445039822005312e-15	5.896950736431331e-17	4.7220101011135004e-15	4.914098366867726e-17	6.3794903548197624e-15	6.795504308571254e-17	2.3308756780899545e-15	2.181276484409467e-17	3.995429684619705e-15	3.53355007828488e-17	7.21155240442268e-15	1.6240433623432713e-16	9.635599318281914e-15	3.5820715622834624e-16	4.623634613954668e-15	5.097321455811925e-16	6.697006178388162e-15	3.0529582739445333e-16	4.744084837341816e-15	5.322900008318162e-16
56352.81829998388	7.711133914671583e-15	7.680490490194367e-17	1.7793442075714584e-15	3.144287871528633e-17	3.1425856331305575e-15	5.972200463626717e-17	4.718028497914946e-15	4.910296328987737e-17	6.3737022880265104e-15	6.788535675900295e-17	2.327912348666407e-15	2.1781364049265408e-17	3.992557350678584e-15	3.529939516643356e-17	7.201644101435589e-15	1.6240296354668034e-16	9.591621481328098e-15	3.5565728837758157e-16	4.5618602894937796e-15	4.921275763924732e-16	6.623554604588849e-15	3.027745144008612e-16	4.6731812304568725e-15	5.149501361966161e-16
56352.868299983886	7.697964366955638e-15	7.697468114801041e-17	1.777766567313594e-15	3.15912370279757e-17	3.140693088747537e-15	6.045056030328101e-17	4.714261564698031e-15	4.906498747072279e-17	6.368079351512969e-15	6.7813512440044e-17	2.3250048399014654e-15	2.1750099001335112e-17	3.989760232011431e-15	3.526449490444622e-17	7.191722502683245e-15	1.6240488492862758e-16	9.547891462127372e-15	3.530965015672511e-16	4.500926913545686e-15	4.738186968577915e-16	6.550865223305343e-15	3.0026512697977265e-16	4.603112362685746e-15	4.969322862969921e-16
56352.91829998389	7.684898239524926e-15	7.712734605571715e-17	1.7761995144790998e-15	3.1735184157545256e-17	3.1388263382652073e-15	6.115338340945707e-17	4.710702064614661e-15	4.902651153429382e-17	6.3626138611552856e-15	6.77386823369514e-17	2.3221540121620876e-15	2.1718951435398354e-17	3.9870378300481235e-15	3.523075056089101e-17	7.181787693857882e-15	1.624100647034228e-16	9.504416741196483e-15	3.505391368290409e-16	4.440822048787112e-15	4.548773111207459e-16	6.478946381387503e-15	2.9777622970692266e-16	4.533900203005188e-15	4.783201529304556e-16
56352.96829998389	7.671920146428704e-15	7.726161806824301e-17	1.7746433109664711e-15	3.1874439147006665e-17	3.1369853711048263e-15	6.182881262365427e-17	4.707342765978883e-15	4.8987240172579587e-17	6.357298136121265e-15	6.766045317430674e-17	2.31936072587733e-15	2.1687947290810593e-17	3.98438964612421e-15	3.519815884938696e-17	7.171839760642137e-15	1.6241846908034784e-16	9.461204783639592e-15	3.4800038694326956e-16	4.381533270860359e-15	4.353896783420315e-16	6.40780642755017e-15	2.9531682174569107e-16	4.465566737581409e-15	4.592136182978761e-16
56353.018299983894	7.659014702628943e-15	7.737675314132469e-17	1.773098218600014e-15	3.20087370812258e-17	3.1351701768966882e-15	6.247531053758688e-17	4.7041764420511556e-15	4.894713185876717e-17	6.352124498638811e-15	6.757883458905831e-17	2.316625841558023e-15	2.165715740388662e-17	3.9818151815280715e-15	3.5166763273596506e-17	7.161878788708078e-15	1.624300661251186e-16	9.418263040512598e-15	3.454962615525084e-16	4.323048168181315e-15	4.154601885034144e-16	6.337453712395335e-15	2.9289631007780684e-16	4.3981339702313354e-15	4.3973255513272435e-16
56353.0682999839	7.64616652354022e-15	7.747254234302654e-17	1.7715644991380925e-15	3.2137828917825436e-17	3.1333807454790337e-15	6.30914582742057e-17	4.7011958708215804e-15	4.8906399564166476e-17	6.347085273768859e-15	6.749426119178063e-17	2.3139502197887794e-15	2.1626697749706e-17	3.979313937783919e-15	3.513665451351575e-17	7.151904863718152e-15	1.6244482573060708e-16	9.375598950183875e-15	3.430435393691479e-16	4.265354341742981e-15	3.9521619419407346e-16	6.267896588430155e-15	2.9052447611142827e-16	4.331623922885502e-15	4.2002165959920405e-16
56353.1182999839	7.633360224572155e-15	7.754930349355814e-17	1.7700424142812939e-15	3.2261481306500034e-17	3.1316170668985235e-15	6.367595043927335e-17	4.6983938347946275e-15	4.886550776601151e-17	6.3421727891758926e-15	6.740758824118568e-17	2.3113347212298365e-15	2.1596729231711113e-17	3.976885416478848e-15	3.510797032119787e-17	7.141918071325247e-15	1.624627195846079e-16	9.333219939691597e-15	3.4065970552974273e-16	4.2084394049212325e-15	3.748143404596886e-16	6.199143410096742e-15	2.8821143490573013e-16	4.2660586360470164e-15	4.0025651194873193e-16
56353.1682999839	7.620580420670099e-15	7.760786691300095e-17	1.7685322256806497e-15	3.237947640068625e-17	3.1298791314099067e-15	6.422759043146322e-17	4.695763120772952e-15	4.8825165685828175e-17	6.337379374897569e-15	6.732008077812933e-17	2.3087802066219777e-15	2.1567457001839032e-17	3.9745291187911895e-15	3.508089501229459e-17	7.131918497172264e-15	1.6248372113736158e-16	9.291133426097766e-15	3.3836287216418306e-16	4.15229098328093e-15	3.5444877470134357e-16	6.131202533780474e-15	2.8596758627566804e-16	4.20146016925769e-15	3.8065101600939165e-16
56353.218299983906	7.607811725856828e-15	7.764955518304368e-17	1.7670341949458154e-15	3.249161166530815e-17	3.1281669294757833e-15	6.47452861208355e-17	4.693296519642089e-15	4.8786316651979054e-17	6.3326973631173734e-15	6.723339596884777e-17	2.3062875367686994e-15	2.153912929855912e-17	3.972244546386647e-15	3.505565859515805e-17	7.121906226892606e-15	1.6250780556678352e-16	9.24934681783917e-15	3.361716803567315e-16	4.09689671438028e-15	3.3436157187744156e-16	6.064082317839094e-15	2.8380355713333597e-16	4.137850601554937e-15	3.6146618727198255e-16
56353.26829998391	7.59503875277419e-15	7.767615667246339e-17	1.7655485836532627e-15	3.2597699683611153e-17	3.126480451767079e-15	6.522804589619148e-17	4.690986826154262e-15	4.875012344370982e-17	6.3281190879343994e-15	6.714955832453572e-17	2.303857572573103e-15	2.1512035786909658e-17	3.970031200757988e-15	3.503253543687123e-17	7.111881346110504e-15	1.62534949743865e-16	9.207867516075415e-15	3.341051819011984e-16	4.042244247578059e-15	3.1485544082610913e-16	5.997791122617259e-15	2.817301344962437e-16	4.075252031938742e-15	3.430198300078632e-16
56353.31829998391	7.582246112223085e-15	7.768989245206951e-17	1.7640756533544729e-15	3.2697567965770744e-17	3.124819689162855e-15	6.567497507760215e-17	4.688826838712432e-15	4.8717949445720806e-17	6.323636885135529e-15	6.707092740627571e-17	2.301491175007767e-15	2.1486505370074156e-17	3.967888583272204e-15	3.501184241312545e-17	7.1018439404399204e-15	1.625651321953659e-16	9.166702916034137e-15	3.321826996154763e-16	3.988321243839273e-15	2.963080234002473e-16	5.932337310472171e-15	2.7975818877099234e-16	4.013686579831971e-15	3.2569578627503565e-16
56353.368299983915	7.569418412706393e-15	7.769337611937035e-17	1.7626156655840839e-15	3.279105876166692e-17	3.1231846327498815e-15	6.608527268863435e-17	4.686809359155917e-15	4.869133543224044e-17	6.319243091965419e-15	6.700015759546766e-17	2.2991892051245863e-15	2.1462903459734657e-17	3.965816195720774e-15	3.499393673640569e-17	7.091794095485343e-15	1.625983330657759e-16	9.125860408353613e-15	3.3042366549745947e-16	3.935115375539408e-15	2.7918543196080893e-16	5.867729245792286e-15	2.7789858711136846e-16	3.953176385545321e-15	3.0994995893921686e-16
56353.41829998392	7.556540259968557e-15	7.768956598762108e-17	1.7611688818681287e-15	3.287802887967149e-17	3.1215752738228738e-15	6.645822857758746e-17	4.6849271925439446e-15	4.8671971805904e-17	6.314930046899009e-15	6.694014952578074e-17	2.296952524065836e-15	2.1441628684374115e-17	3.963813539454967e-15	3.497921325461131e-17	7.08173189684255e-15	1.6263453407864164e-16	9.085347380422939e-15	3.288474366835407e-16	3.882614326274463e-15	2.640496109331592e-16	5.803975295015321e-15	2.761620969120951e-16	3.893743610737471e-15	2.963081946052868e-16
56353.46829998392	7.543597313551476e-15	7.768151081999784e-17	1.7597355637321361e-15	3.2958349513207153e-17	3.1199916038845875e-15	6.679322087941603e-17	4.683173030640269e-15	4.866154262547787e-17	6.3106900622422756e-15	6.689379313290818e-17	2.2947819613000895e-15	2.1423086182145135e-17	3.96188012255499e-15	3.496807820068988e-17	7.0716574300974865e-15	1.626737184958919e-16	9.045171217719876e-15	3.2747309000875203e-16	3.830805790662678e-15	2.515497120436221e-16	5.741083826653891e-15	2.74559279810624e-16	3.835410438884944e-15	2.8534900325251125e-16
56353.51829998392	7.53059338891966e-15	7.766908717577637e-17	1.7583159727093602e-15	3.303190607641126e-17	3.11843361464582e-15	6.708971380709317e-17	4.681537569942702e-15	4.8659695524390065e-17	6.306514984312125e-15	6.686068052030611e-17	2.2926778008571167e-15	2.140731439447048e-17	3.9600155634052846e-15	3.4960572997860885e-17	7.0615707808269975e-15	1.6271587107628313e-16	9.005339305146567e-15	3.2631919694277394e-16	3.779677474154787e-15	2.423840326523261e-16	5.679063211308673e-15	2.731003769194171e-16	3.778199075740192e-15	2.7766394033465406e-16
56353.56829998393	7.517547582029331e-15	7.764954200062954e-17	1.7569103703489168e-15	3.3098598050063943e-17	3.1169012980246966e-15	6.734725576281157e-17	4.680009827794375e-15	4.866438114123198e-17	6.302396267103145e-15	6.683765482543998e-17	2.2906398677147328e-15	2.139404764843895e-17	3.9582195731489875e-15	3.495643733240594e-17	7.051472034598365e-15	1.627609780329881e-16	8.965859028363252e-15	3.254035817504264e-16	3.729217092838839e-15	2.3722202890898404e-16	5.6179218216940355e-15	2.717951863799899e-16	3.7221317497982205e-15	2.737934744619289e-16
56353.61829998393	7.504479462428732e-15	7.762032342075999e-17	1.7555190182239731e-15	3.315833883873054e-17	3.1153946461473835e-15	6.756547775925468e-17	4.678578771283377e-15	4.867361699293604e-17	6.298325352633132e-15	6.682166662723118e-17	2.2886679726195678e-15	2.1383040145001854e-17	3.9564918656648324e-15	3.4955435539572824e-17	7.041361275590352e-15	1.6280902452656319e-16	8.926737328507748e-15	3.2474203582424453e-16	3.6794124187330065e-15	2.3658869661866434e-16	5.557667424552538e-15	2.706522909520392e-16	3.66722948761653e-15	2.741336625711857e-16
56353.66829998393	7.491408597306051e-15	7.757922127736268e-17	1.7541421779398861e-15	3.321105563981346e-17	3.1139136513478034e-15	6.774409214231189e-17	4.67723336934578e-15	4.868557541311889e-17	6.294293682936173e-15	6.680992056324461e-17	2.2867619264067892e-15	2.137408031473179e-17	3.9548321553975354e-15	3.4957370165321405e-17	7.031238564270905e-15	1.6285995477065995e-16	8.887973477173496e-15	3.243314099375894e-16	3.630253416916287e-15	2.4056102155395045e-16	5.498297341494009e-15	2.696685274177896e-16	3.613492291340493e-15	2.786379319968585e-16
56353.718299983935	7.478354552077747e-15	7.752441010709115e-17	1.7527801111423783e-15	3.325668932508744e-17	3.112458306167776e-15	6.788289160753039e-17	4.6759625924342274e-15	4.869861104396721e-17	6.290292699806518e-15	6.679992337740763e-17	2.2849215399859612e-15	2.136699433005326e-17	3.9532401562101074e-15	3.496208482681572e-17	7.021103941149372e-15	1.6291367872693235e-16	8.849560291520045e-15	3.2415244346788673e-16	3.58173316437458e-15	2.486675794213574e-16	5.439800103310008e-15	2.6883075336908213e-16	3.560902471643043e-15	2.8686366142182724e-16
56353.76829998394	7.46533689098002e-15	7.745448442339208e-17	1.7514330795257025e-15	3.3295194335160776e-17	3.111028603356261e-15	6.798174850399071e-17	4.674755412188166e-15	4.871128376260735e-17	6.2863138445422346e-15	6.67895237493472e-17	2.2831466243662515e-15	2.136164908934775e-17	3.951715582295717e-15	3.496946642451706e-17	7.010957446105234e-15	1.6297010663379973e-16	8.811490389961485e-15	3.241844532501119e-16	3.5338449845108665e-15	2.6024761429249646e-16	5.3821639687450185e-15	2.6812499630147287e-16	3.5094418101488393e-15	2.982458834505902e-16
56353.81829998394	7.452375177657447e-15	7.736848672345768e-17	1.7501013448407782e-15	3.332653858704008e-17	3.1096245358704483e-15	6.804061442089594e-17	4.6736008011026255e-15	4.8722377258639227e-17	6.2823485576902006e-15	6.677694427560695e-17	2.2814369906244623e-15	2.1357954656522926e-17	3.95025814791042e-15	3.497944710905222e-17	7.000799119007858e-15	1.6302915014240977e-16	8.773756392625429e-15	3.2440606121102233e-16	3.4865822106111376e-15	2.7458920217916414e-16	5.325377198634355e-15	2.675368838375114e-16	3.459092111405935e-15	3.121822665793507e-16
56353.868299983944	7.439488975753495e-15	7.726592856961318e-17	1.748785168903364e-15	3.3350703394991045e-17	3.1082460968749976e-15	6.805952005184129e-17	4.6724877321975455e-15	4.873091348933265e-17	6.278388278790454e-15	6.676080598839769e-17	2.27979244993208e-15	2.1355866187240444e-17	3.948867567121611e-15	3.499200562461942e-17	6.990628999718246e-15	1.6309072233872268e-16	8.736350920460206e-15	3.2479544576555347e-16	3.439938185741187e-15	2.9101699432440896e-16	5.269428055875068e-15	2.6705177911609614e-16	3.409835202515323e-15	3.280935216948357e-16
56353.91829998395	7.426697849500329e-15	7.714680498837641e-17	1.74748481360222e-15	3.336768340468264e-17	3.1068932797419944e-15	6.803857533602863e-17	4.671405178688141e-15	4.873616322663918e-17	6.27442444611926e-15	6.674014577090383e-17	2.2782128135399075e-15	2.1355385319116487e-17	3.947543554185345e-15	3.5007168298970515e-17	6.980447128088075e-15	1.631547377649276e-16	8.699266594340202e-15	3.253305774013546e-16	3.393906262643455e-15	3.0893886369242765e-16	5.214304805402385e-15	2.666549095023051e-16	3.3616529327636144e-15	3.4545861797515863e-16
56353.96829998395	7.414021364308326e-15	7.701160230418557e-17	1.7462005409072314e-15	3.3377486540465435e-17	3.1055660780510884e-15	6.797796987358435e-17	4.670342113653596e-15	4.873765288276536e-17	6.270448496433361e-15	6.671442696805137e-17	2.2766978927786766e-15	2.1356561034344528e-17	3.946285823247626e-15	3.5025009594850855e-17	6.970253543960673e-15	1.632211124394345e-16	8.662496034169431e-15	3.2598943514545106e-16	3.3484798036321936e-15	3.278597323342053e-16	5.1599957141453775e-15	2.663314870733166e-16	3.314527173249959e-15	3.6382857058861596e-16
