spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_I_fitflux	Bessell_I_fitfluxerr	Bessell_I_inrange	Bessell_R_fitflux	Bessell_R_fitfluxerr	Bessell_R_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_g_fitflux	sdss_g_fitfluxerr	sdss_g_inrange	sdss_i_fitflux	sdss_i_fitfluxerr	sdss_i_inrange	sdss_r_fitflux	sdss_r_fitfluxerr	sdss_r_inrange	swift_B_fitflux	swift_B_fitfluxerr	swift_B_inrange	swift_U_fitflux	swift_U_fitfluxerr	swift_U_inrange	swift_UVM2_fitflux	swift_UVM2_fitfluxerr	swift_UVM2_inrange	swift_UVW1_fitflux	swift_UVW1_fitfluxerr	swift_UVW1_inrange	swift_UVW2_fitflux	swift_UVW2_fitfluxerr	swift_UVW2_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ab/SN2013ab_2013-05-01_20-29-23_HCT-2m_HFOSC_None.txt	56413.35	1.765856889047981e-15	6.629558833867062e-17	True	1.4980451928349076e-15	3.7136983226574586e-17	True	2.2892721952760775e-15	4.834312167970185e-17	True	2.7245302506234747e-15	3.784941428559427e-17	True	2.5884583322974716e-15	6.615561120520604e-17	True	1.7178530229402914e-15	3.6124900163652857e-17	True	2.6401373089330014e-15	3.6856118415079136e-17	True	1.6590094575634708e-15	9.859170833993154e-17	True	2.4891159436501514e-16	1.8352707676233033e-16	True	-5.948598252969024e-17	3.5661231963847093e-14	False	1.2647108802976843e-16	3.0260407034042646e-15	False	-2.6116476575870336e-18	2.837914167893563e-14	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ab/SN2013ab_2013-05-03_08-27-34_FTN_FLOYDS-N_None.txt	56415.35	1.71016837025429e-15	3.9993181232549865e-17	True	1.485835663448217e-15	3.10046657876533e-17	True	2.275481792659037e-15	5.984519183114882e-17	True	2.6874326819040983e-15	4.031626363523007e-17	True	2.5959093214670878e-15	4.75518568631403e-17	True	1.6990344048985e-15	5.513231364814257e-17	True	2.5874808587274855e-15	4.100566496027372e-17	True	1.6483497826718704e-15	1.1635060416252162e-16	True	2.258500637289722e-16	7.699576752762034e-16	True	-5.580911238561094e-17	3.5879158420989475e-14	False	1.2223332137935234e-16	4.162321745718166e-15	False	-3.625913028793595e-18	2.894456190014566e-14	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ab/SN2013ab_2013-05-04_20-56-03_HCT-2m_HFOSC_None.txt	56416.37	1.7048372281125255e-15	9.530085767624964e-17	True	1.4794329702036126e-15	2.7510576132104162e-17	True	2.2664861658733812e-15	5.761917794390547e-17	True	2.6975834639377555e-15	4.8081273502352725e-17	True	2.5763523347309114e-15	8.858629173184789e-17	True	1.7026653988609067e-15	5.766501347379677e-17	True	2.561966713829623e-15	4.745599524142312e-17	True	1.6436592615120104e-15	1.255909964226925e-16	True	2.1449872697267325e-16	1.0027575134478142e-15	True	-5.397335258128932e-17	3.597790133910757e-14	False	1.2012238962691477e-16	4.750735174137496e-15	False	-4.0308050167687785e-18	2.919980565182136e-14	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ab/SN2013ab_2013-05-05_01-55-59_Galileo_BC-Asi_None.txt	56417.08	1.7072341001078615e-15	1.2706492514043269e-16	True	1.475889517490484e-15	2.418937686961029e-17	True	2.2620460535594245e-15	4.58983768164231e-17	True	2.7111642494837044e-15	4.5191424740521705e-17	True	2.550545339256526e-15	1.1349630312144832e-16	True	1.707491592654284e-15	5.610915085691826e-17	True	2.5429973219015234e-15	5.1275472615360024e-17	True	1.6401108964293954e-15	1.3094592808562276e-16	True	2.0713544091236313e-16	1.1339622804533668e-15	True	-5.271332813932877e-17	3.604211524894802e-14	False	1.186727637664155e-16	5.162753490668762e-15	False	-4.2732951312919566e-18	2.936538520321095e-14	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ab/SN2013ab_2013-05-09_13-37-27_FTN_FLOYDS-N_None.txt	56421.07	1.6901882995761179e-15	8.062626979470447e-17	True	1.4713960842653979e-15	2.3283367621497362e-17	True	2.222356720742562e-15	2.914015005521636e-17	True	2.597148215395214e-15	3.037640769898163e-17	True	2.341804493980509e-15	7.298569220411716e-17	True	1.7007031955598031e-15	3.245926137034824e-17	True	2.426073726617596e-15	4.410442305272023e-17	True	1.6022364388805711e-15	1.3377780150025124e-16	True	1.7811408450557436e-16	1.3890497120647515e-15	True	-4.594059985128418e-17	3.634280479752288e-14	False	1.108203738760297e-16	7.494139353997306e-15	False	-5.1432524137626205e-18	3.0134806016504465e-14	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ab/SN2013ab_2013-05-15_20-43-23_HCT-2m_HFOSC_None.txt	56427.36	1.3646911267828496e-15	2.3735896669187318e-17	True	1.3929611176080941e-15	3.532447994325635e-17	True	2.0780839978429527e-15	7.327488160923232e-17	True	2.3383351267591635e-15	3.184289693675787e-17	True	2.1074920559460267e-15	3.174481872142529e-17	True	1.5407342106300008e-15	2.4326284599084007e-17	True	2.3319279259075214e-15	2.794308317105062e-17	True	1.3911771800927454e-15	7.281092261557908e-17	True	1.7071640326871137e-16	2.6661479192199055e-16	True	-3.6469174277954675e-17	3.665754340834221e-14	False	9.940761721024711e-17	1.1120193674871359e-14	False	-5.365950450308834e-18	3.092271680748714e-14	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ab/SN2013ab_2013-06-14_15-25-52_HCT-2m_HFOSC_None.txt	56457.14	2.127793564186802e-16	1.2672853979584162e-16	True	4.1870865728183805e-16	1.4914270297056507e-17	True	5.519478985392094e-16	2.1220301498842636e-17	True	4.994117069128232e-16	1.7315481167110502e-17	True	3.605396800952654e-16	7.90367369920215e-17	True	4.539986120752119e-16	1.8261554297459747e-17	True	6.084565238755663e-16	2.6497930913137087e-17	True	2.1276119217378007e-16	5.33150752313094e-17	True	1.1654036177969478e-16	3.387697818371682e-17	True	-1.052787231200541e-17	3.7067637485515093e-14	False	5.876219866379745e-17	2.4886641569622444e-14	False	-2.142478722788159e-18	3.186754375115723e-14	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ab/SN_2013ab_2013-07-11_08-21-07_Keck2_DEIMOS_UCB-SNDB.flm	56484.35	1.9720479826816687e-16	1.1821052433505865e-17	True	2.3349446180859754e-16	3.212284833288856e-16	False	4.578582921726345e-16	1.4512404811073442e-15	False	3.666839540116393e-16	7.079791457835562e-18	True	3.1343422829921123e-16	1.2725523914199512e-17	True	3.292789864618072e-16	4.5362528591809e-18	True	5.195420184938161e-16	3.959413369656762e-18	True	1.52852749675503e-16	1.553524815202411e-15	False	8.184789311786579e-17	1.8334877800164616e-17	True	-2.9963075034907863e-18	3.7094952726619005e-14	False	3.5861509411960714e-17	3.203558799701391e-14	False	-5.878339882855194e-19	3.1915052580810945e-14	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ab/SN2013ab_2013-07-13_08-04-41_FTN_FLOYDS-N_None.txt	56486.34	1.9592248540172333e-16	9.643515447562105e-18	True	2.1303233295955435e-16	3.366111847516826e-16	False	4.368217811983568e-16	1.5588586577409338e-15	False	3.607974464577354e-16	9.546084888914724e-18	True	3.0625186988498507e-16	1.1764261299223491e-17	True	3.234501818222534e-16	2.9092202283027945e-18	True	5.129984088928753e-16	3.2941828582023717e-18	True	1.4919960793123235e-16	1.6806016388711983e-15	False	7.97596986450429e-17	1.9288706464191735e-17	True	-2.725504372773008e-18	3.7095335129674245e-14	False	3.457457846347329e-17	3.239803418548034e-14	False	-5.311118693517153e-19	3.191557533476026e-14	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ab/SN_2013ab_2013-08-04_05-05-16_Lick-3m_KAST_UCB-SNDB.flm	56508.21	1.8289524013622367e-16	5.026678960677854e-18	True	6.518980500491664e-17	4.016477177612418e-16	False	2.214804548001642e-16	2.2040381807013247e-15	False	2.9641985040384903e-16	4.893953173037935e-18	True	2.685159741162477e-16	8.209001274960557e-18	True	2.542158418609506e-16	2.870724420622222e-18	True	4.497432726629553e-16	3.266940044933318e-18	True	1.143647025746898e-16	3.0342261135760768e-15	False	6.003883092230307e-17	2.972786402139621e-17	True	-9.447106578883292e-19	3.7096908084144185e-14	False	2.3059717425514124e-17	3.5353425775837623e-14	False	-1.675915676474396e-19	3.191751175086249e-14	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ab/SN2013ab_2013-08-09_05-52-59_FTN_FLOYDS-N_None.txt	56513.25	1.8008616149759525e-16	6.362419132840833e-18	True	4.818106314897309e-17	4.0462767820428156e-16	False	1.842430346258153e-16	2.2626631797809765e-15	False	2.8494630302850856e-16	5.875066867199095e-18	True	2.4854966576312997e-16	1.8344586870101705e-16	True	2.3927092273363464e-16	3.1375727359945022e-18	True	4.3543226558661964e-16	3.9855339146838785e-18	True	1.0756601980861086e-16	3.325205219083742e-15	False	5.623488349727935e-17	2.690818741801792e-17	True	-7.370040212182814e-19	3.709698860533792e-14	False	2.0987407690077664e-17	3.5819294383282314e-14	False	-1.2745024356604226e-19	3.191759079637228e-14	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2013ab/SN2013ab_2013-08-18_06-02-54_FTN_FLOYDS-N_None.txt	56522.25	1.7522437216922135e-16	6.865772458458241e-18	True	2.7606385051092405e-17	4.0705683594115817e-16	False	1.304989230191863e-16	2.3269458347172612e-15	False	2.639101108408407e-16	6.434496858988357e-18	True	2.1679022040452627e-16	6.385113314211462e-17	True	2.165503425966239e-16	3.4366239601443448e-18	True	4.1223524345551614e-16	4.486591035710478e-18	True	9.641397545467272e-17	3.8188344706089404e-15	False	5.0031567654554686e-17	2.6874871552938597e-17	True	-4.715543547609291e-19	3.709706155213579e-14	False	1.7726570240521883e-17	3.650208620960229e-14	False	-7.771212163284219e-20	3.191765630458163e-14	False
