MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_i	sdss_i_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err
56395.50460000134	5.07079482235384e-15	1.9820333945914351e-16	2.915003008117009e-15	1.2308992425373998e-16	4.7870289002085845e-15	1.7556963212546364e-16	nan	nan	5.024020685107511e-15	4.841072727780214e-16	3.0933980040006948e-15	6.498071994511923e-17	4.3366505437702454e-15	4.035828810373755e-16	nan	nan	nan	nan	nan	nan	nan	nan
56395.55460000134	5.061786784535623e-15	1.9837217211262387e-16	2.915876643489268e-15	1.2322040321270204e-16	4.785615994027117e-15	1.75731843200497e-16	nan	nan	5.0216163790335196e-15	4.825377775616e-16	3.0955537873493154e-15	6.475295838204392e-17	4.328046390391101e-15	4.0436429530099973e-16	nan	nan	nan	nan	nan	nan	nan	nan
56395.604600001345	5.052807677113839e-15	1.985438350193501e-16	2.9167489590161817e-15	1.233514080791422e-16	4.784197889064877e-15	1.7588859587861086e-16	nan	nan	5.019215196480487e-15	4.807864638488961e-16	3.0977334150223497e-15	6.453033375808548e-17	4.319461271877206e-15	4.0514332194125244e-16	nan	nan	nan	nan	nan	nan	nan	nan
56395.65460000135	5.04385731011338e-15	1.987184917468838e-16	2.917619984444846e-15	1.2348302767167426e-16	4.782774672217713e-15	1.7604019696750726e-16	nan	nan	5.016817240095687e-15	4.788535229455116e-16	3.099936774730051e-15	6.431283487379663e-17	4.310895120022233e-15	4.0592005794938836e-16	nan	nan	nan	nan	nan	nan	nan	nan
56395.70460000135	5.034935493593141e-15	1.9889631148095827e-16	2.918489749434011e-15	1.2361535281426483e-16	4.781346429920609e-15	1.7618697139409034e-16	nan	nan	5.014422607229463e-15	4.767392000443608e-16	3.1021637541976433e-15	6.410045404443856e-17	4.302347866672445e-15	4.066946089822556e-16	nan	nan	nan	nan	nan	nan	nan	nan
56395.75460000135	5.026042037646162e-15	1.9907746896413098e-16	2.9193582835544787e-15	1.2374847631420666e-16	4.779913248150939e-15	1.76329262277233e-16	nan	nan	5.0120313899745546e-15	4.744437964609874e-16	3.1044142411614564e-15	6.389318695544607e-17	4.293819443726476e-15	4.0746708938452567e-16	nan	nan	nan	nan	nan	nan	nan	nan
56395.80460000136	5.0171767523987254e-15	1.9926214442996777e-16	2.920225616289508e-15	1.238824929385195e-16	4.778475212431126e-15	1.764674309941386e-16	nan	nan	5.009643675204413e-15	4.719676721843417e-16	3.106688123365057e-15	6.369103249137857e-17	4.285309783135192e-15	4.0823762220938925e-16	nan	nan	nan	nan	nan	nan	nan	nan
56395.85460000136	5.008339448010498e-15	1.9945052353139892e-16	2.9210917770351874e-15	1.2401749938867103e-16	4.777032407831669e-15	1.7660185723919868e-16	nan	nan	5.007259544610508e-15	4.6931124877130595e-16	3.1089852885553718e-15	6.349399253796344e-17	4.2768188169012535e-15	4.0900633923710355e-16	nan	nan	nan	nan	nan	nan	nan	nan
56395.90460000136	4.9995299346743356e-15	1.9964279726487968e-16	2.921956795100851e-15	1.2415359427362053e-16	4.775584918973919e-15	1.7673293907403865e-16	nan	nan	5.004879074738631e-15	4.664750126175523e-16	3.11130562447882e-15	6.330207175692444e-17	4.268346477079251e-15	4.0977338099237246e-16	nan	nan	nan	nan	nan	nan	nan	nan
56395.954600001365	4.990748022615838e-15	1.998391618887329e-16	2.9228206997094474e-15	1.242908780811364e-16	4.774132830033086e-15	1.76861092967536e-16	nan	nan	5.002502337024199e-15	4.634595186421256e-16	3.1136489501570147e-15	6.311523852485743e-17	4.259892695775099e-15	4.105388967590934e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.00460000137	4.98199352209343e-15	2.0003981883609463e-16	2.923683519997943e-15	1.2442945314735098e-16	4.772676224740876e-15	1.7698675382436691e-16	nan	nan	5.000129397826577e-15	4.602653944286505e-16	3.116014703707734e-15	6.29332485336442e-17	4.2514574051462236e-15	4.113030445938643e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.05460000137	4.973266243397778e-15	2.0024497462267254e-16	2.9245452850177015e-15	1.2456942362452302e-16	4.771215186388532e-15	1.7711037500064197e-16	nan	nan	4.997760318462405e-15	4.568933448723486e-16	3.118402192001389e-15	6.275578630047913e-17	4.2430405374010665e-15	4.1206599133693034e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.104600001374	4.9645659968517706e-15	2.0045484074876604e-16	2.9254060237348886e-15	1.247108954469729e-16	4.76974979782946e-15	1.772324283051738e-16	nan	nan	4.9953951552379535e-15	4.533441573892866e-16	3.1208107217373555e-15	6.258253997379597e-17	4.234642024798988e-15	4.1282791262136988e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.15460000138	4.955892592810292e-15	2.006696335955041e-16	2.9262657650308343e-15	1.248539762951506e-16	4.768280141482336e-15	1.7735340398472156e-16	nan	nan	4.993033959480502e-15	4.49618707752539e-16	3.123239599544616e-15	6.241320215584705e-17	4.226261799650064e-15	4.135889928797429e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.20460000138	4.9472458416596e-15	2.0088957431552627e-16	2.9271245377024352e-15	1.2499877555782557e-16	4.76680629933363e-15	1.7747381069161132e-16	nan	nan	4.9906767775687534e-15	4.457179666295191e-16	3.125688131960404e-15	6.224747063264472e-17	4.217899794314831e-15	4.143494253486713e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.25460000138	4.938625553817882e-15	2.0111488871762698e-16	2.92798237046253e-15	1.2514540429234376e-16	4.7653283529404774e-15	1.77594175432016e-16	nan	nan	4.988323650962279e-15	4.41643006905794e-16	3.128155625408873e-15	6.208504907962164e-17	4.209555941204121e-15	4.1510941207096696e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.304600001386	4.930031539734125e-15	2.0134580714541903e-16	2.9288392919402785e-15	1.2529397518294795e-16	4.76384638343348e-15	1.7771504349314372e-16	nan	nan	4.985974616230017e-15	4.3739501189341993e-16	3.1306413861797136e-15	6.192564774266918e-17	4.201230172778874e-15	4.1586916389504287e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.35460000139	4.921463609888779e-15	2.015825643505761e-16	2.9296953306815584e-15	1.2544460249712897e-16	4.76236047151949e-15	1.7783697834749814e-16	nan	nan	4.983629705077801e-15	4.329752845367796e-16	3.133144720406811e-15	6.176898409439576e-17	4.19292242154979e-15	4.1662890047191674e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.40460000139	4.912921574792487e-15	2.0182539935878778e-16	2.9305505151493288e-15	1.255974020399737e-16	4.7608706974843954e-15	1.7796056153239392e-16	nan	nan	4.98128894437496e-15	4.2838525774599485e-16	3.1356649340468466e-15	6.161478346566865e-17	4.184632620077308e-15	4.1738885024921883e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.454600001394	4.904405244986697e-15	2.0207455533128583e-16	2.9314048737240192e-15	1.2575249110651105e-16	4.759377141195736e-15	1.780863925028126e-16	nan	nan	4.9789523561799645e-15	4.2362650600823965e-16	3.1382013328579395e-15	6.146277965262092e-17	4.176360700971328e-15	4.181492504625149e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.5046000014	4.895914431043502e-15	2.0233027941837032e-16	2.9322584347038986e-15	1.2590998843202956e-16	4.757879882105564e-15	1.7821508845570303e-16	nan	nan	4.9766199577651294e-15	4.187007584505478e-16	3.1407532223782285e-15	6.131271549952074e-17	4.168106596890904e-15	4.1891034712340567e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.5546000014	4.887448943564413e-15	2.02592822608442e-16	2.9331112263054566e-15	1.2607001414033862e-16	4.756378999253035e-15	1.783472841237783e-16	nan	nan	4.974291761640399e-15	4.1360991355519533e-16	3.1433199079044805e-15	6.116434345798103e-17	4.159870240544259e-15	4.196723950047025e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.6046000014	4.879008593181257e-15	2.0286243956967883e-16	2.933963276663784e-15	1.2623268968999442e-16	4.754874571267249e-15	1.78483631536871e-16	nan	nan	4.971967775576186e-15	4.083560557606985e-16	3.1459006944706723e-15	6.101742612314998e-17	4.151651564688262e-15	4.2043565762202887e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.654600001406	4.870593190555038e-15	2.0313938848636764e-16	2.934814613832936e-15	1.2639813781844974e-16	4.753366676369908e-15	1.7862479974897576e-16	nan	nan	4.969648002625295e-15	4.029414742190207e-16	3.1484948868265604e-15	6.087173674760034e-17	4.14345050212855e-15	4.212004072122169e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.70460000141	4.862202546376347e-15	2.0342393088792982e-16	2.935665265786313e-15	1.265664824841454e-16	4.751855392377958e-15	1.7877147452896654e-16	nan	nan	4.967332441143919e-15	3.973686840235285e-16	3.1511017894162484e-15	6.072705973374818e-17	4.135266985719089e-15	4.219669247080034e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.75460000141	4.853836471365075e-15	2.03716331473453e-16	2.9365152604170277e-15	1.2673784880653082e-16	4.750340796706316e-15	1.7892435801322855e-16	nan	nan	4.965021084811717e-15	3.9164045027394813e-16	3.153720706356737e-15	6.058319110567184e-17	4.127100948362088e-15	4.227354997089755e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.804600001415	4.8454947762695735e-15	2.0401685792845098e-16	2.9373646255382816e-15	1.2691236300404043e-16	4.74882296637041e-15	1.7908416831833184e-16	nan	nan	4.962713922650988e-15	3.8575981540509404e-16	3.156350941416453e-15	6.043993896128203e-17	4.118952323007721e-15	4.2350643044878426e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.85460000142	4.837177271867146e-15	2.043257807367485e-16	2.938213388883728e-15	1.2709015232998835e-16	4.747301977989046e-15	1.7925163911200598e-16	nan	nan	4.960410939044924e-15	3.7973013027742896e-16	3.158991797993784e-15	6.029712390581093e-17	4.110821042653953e-15	4.242800237581561e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.90460000142	4.8288837689634405e-15	2.0464337298598838e-16	2.9390615781078424e-15	1.272713450064455e-16	4.745777907786797e-15	1.7942751914079584e-16	nan	nan	4.9581121137549574e-15	3.7355508961103157e-16	3.1616425790955743e-15	6.015457946762155e-17	4.102707040346325e-15	4.250565950237668e-16	nan	nan	nan	nan	nan	nan	nan	nan
56396.95460000142	4.820614078392326e-15	2.0496991016727874e-16	2.9399092207862867e-15	1.2745607015608843e-16	4.744250831596816e-15	1.7961257171282492e-16	nan	nan	4.955817421937212e-15	3.6723877244262043e-16	3.1643025873156405e-15	6.001215249733206e-17	4.094610249177793e-15	4.258364681428096e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.004600001426	4.812368011015529e-15	2.0530566996917792e-16	2.9407563444162886e-15	1.2764445773204238e-16	4.742720824863574e-15	1.7980757413430251e-16	nan	nan	4.9535268341580476e-15	3.607856884000367e-16	3.16697112481323e-15	5.986970355124597e-17	4.086530602288458e-15	4.2661997547300206e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.05460000143	4.804145377722481e-15	2.0565093206625768e-16	2.941602976416985e-15	1.2783663844574538e-16	4.741187962644976e-15	1.8001331709847693e-16	nan	nan	4.951240316408708e-15	3.542008307227112e-16	3.1696474932915077e-15	5.97271072600424e-17	4.0784680328653445e-15	4.2740745777801627e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.10460000143	4.7959459894303e-15	2.0600597790183926e-16	2.9424491441298025e-15	1.2803274369287568e-16	4.7396523196155045e-15	1.8023060402600637e-16	nan	nan	4.9489578301190796e-15	3.4748973711265184e-16	3.172330993975996e-15	5.958425268364998e-17	4.07042247414231e-15	4.2819926416792354e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.154600001435	4.7877696570830245e-15	2.0637109046577754e-16	2.9432948748188137e-15	1.28232905477375e-16	4.738113970068436e-15	1.80460250355872e-16	nan	nan	4.946679332170556e-15	3.4065855968104067e-16	3.17502092759301e-15	5.944104365317006e-17	4.062393859399656e-15	4.289957520348361e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.20460000144	4.779616191652174e-15	2.067465540672075e-16	2.944140195671099e-15	1.2843725633359127e-16	4.736572987918674e-15	1.8070308278616456e-16	nan	nan	4.944404774908011e-15	3.337141454630085e-16	3.177716594348076e-15	5.929739910061646e-17	4.05438212196414e-15	4.2979728698329167e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.25460000144	4.771485404135428e-15	2.0713265410255238e-16	2.9449851337971033e-15	1.2864592924661496e-16	4.735029446705146e-15	1.809599384644084e-16	nan	nan	4.942134106150896e-15	3.266641292088448e-16	3.180417293904335e-15	5.915325337721123e-17	4.046387195208562e-15	4.306042427553758e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.304600001444	4.7633771055575995e-15	2.075296768186512e-16	2.9458297162310056e-15	1.288590575708486e-16	4.733483419593339e-15	1.8123166412724148e-16	nan	nan	4.939867269203438e-15	3.195170404238475e-16	3.183122325360924e-15	5.900855656080884e-17	4.038409012551695e-15	4.3141700115038675e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.35460000145	4.75529110696935e-15	2.07937909071526e-16	2.9466739699310617e-15	1.290767749468715e-16	4.7319349793779424e-15	1.8151911518970165e-16	nan	nan	4.937604202863973e-15	3.12282426918105e-16	3.1858309872313378e-15	5.886327475296572e-17	4.03044750745804e-15	4.3223595193891754e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.40460000145	4.747227219448023e-15	2.083576380813512e-16	2.9475179217799784e-15	1.2929921521664102e-16	4.730384198485374e-15	1.8182315478454006e-16	nan	nan	4.935344841433399e-15	3.049709974340785e-16	3.1885425774217867e-15	5.87173903660026e-17	4.02250261343761e-15	4.3306149277113027e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.45460000145	4.7391852540960684e-15	2.0878915118420263e-16	2.948361598585251e-15	1.295265123371466e-16	4.728831148976249e-15	1.8214465275247223e-16	nan	nan	4.933089114722731e-15	2.9759478622835553e-16	3.19125639320951e-15	5.857090240031221e-17	4.014574264045702e-15	4.3389402907922385e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.504600001455	4.731165022041993e-15	2.0923273557880933e-16	2.949205027079535e-15	1.297588002925385e-16	4.7272759025479084e-15	1.824844845844911e-16	nan	nan	4.930836948059821e-15	2.9016734276713076e-16	3.193971731221095e-15	5.842382671194611e-17	4.0066623928827785e-15	4.347339739736007e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.55460000146	4.723166334439637e-15	2.0968867807212034e-16	2.9500482339209868e-15	1.29996213004856e-16	4.7257185305369225e-15	1.8284353031784523e-16	nan	nan	4.928588262295164e-15	2.827039499068784e-16	3.1966878874107623e-15	5.827619627043498e-17	3.9987669335941456e-15	4.3558174813329034e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.60460000146	4.7151890024678395e-15	2.1015726482078142e-16	2.9508912456936256e-15	1.3023888424339646e-16	4.7241591039215135e-15	1.8322267338760954e-16	nan	nan	4.926342973806861e-15	2.752218739996333e-16	3.1994041570386283e-15	5.812806140652462e-17	3.990887819869832e-15	4.364377796895792e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.654600001464	4.7072328373306336e-15	2.1063878107087506e-16	2.9517340889076765e-15	1.3048694753285998e-16	4.722597693324295e-15	1.8362279943617355e-16	nan	nan	4.924100994504702e-15	2.677406501735091e-16	3.202119834648956e-15	5.797949004938745e-17	3.983024985444364e-15	4.3730250410365894e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.70460000147	4.6992976502565866e-15	2.1113351089568623e-16	2.9525767899999264e-15	1.30740536060341e-16	4.721034369014269e-15	1.8404479508339687e-16	nan	nan	4.921862231833387e-15	2.602824054252077e-16	3.2048342140483857e-15	5.783056795261859e-17	3.975178364096522e-15	4.381763640372101e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.75460000147	4.691383252498419e-15	2.1164173693175658e-16	2.9534193753340687e-15	1.3099978258125072e-16	4.719469200909845e-15	1.8448954666056152e-16	nan	nan	4.919626588774866e-15	2.5287222087689773e-16	3.207546588284128e-15	5.76813989081312e-17	3.967347889649231e-15	4.390598092168863e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.80460000147	4.683489455333525e-15	2.1216374011402984e-16	2.9542618712010546e-15	1.3126481932433209e-16	4.7179022585808006e-15	1.849579389116172e-16	nan	nan	4.91739396384984e-15	2.4553853225059976e-16	3.2102562496221476e-15	5.753210494681963e-17	3.959533495969232e-15	4.399532962915501e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.854600001476	4.675616070063054e-15	2.1269979941015383e-16	2.9551043038194443e-15	1.3153577789580712e-16	4.7163336112509946e-15	1.8545085366567965e-16	nan	nan	4.915164251118373e-15	2.3831356383301166e-16	3.2129624895253294e-15	5.738282652459127e-17	3.9517351169669204e-15	4.4085728868285613e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.90460000148	4.6677629080119784e-15	2.1325019155488824e-16	2.955946699335745e-15	1.3181278918283354e-16	4.714763327800786e-15	1.8596916848501434e-16	nan	nan	4.91293734017965e-15	2.312337853479724e-16	3.215664598631599e-15	5.723372269218318e-17	3.943952686596225e-15	4.4177225642906533e-16	nan	nan	nan	nan	nan	nan	nan	nan
56397.95460000148	4.659929780528543e-15	2.138151907842869e-16	2.9567890838247564e-15	1.3209598325634914e-16	4.713191476769338e-15	1.8651375529320548e-16	nan	nan	4.91071311617088e-15	2.2434037252295565e-16	3.21836186673204e-15	5.70849712468112e-17	3.936186138854292e-15	4.426986760213464e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.004600001485	4.65211649898454e-15	2.1439506857084776e-16	2.9576314832899196e-15	1.3238548927344127e-16	4.7116181263570926e-15	1.8708547898840927e-16	nan	nan	4.908491459765334e-15	2.1767964002223036e-16	3.2210535827489837e-15	5.693676886348654e-17	3.9284354077813654e-15	4.436370302336919e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.05460000149	4.644322874774875e-15	2.149900933601046e-16	2.958473923663655e-15	1.326814353793812e-16	4.710043344428184e-15	1.8768519604702538e-16	nan	nan	4.906272247169508e-15	2.1130339932582422e-16	3.2237390347140624e-15	5.678933120355842e-17	3.920700427460457e-15	4.445878079450512e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.10460000149	4.636548719316894e-15	2.1560053030840684e-16	2.9593164308077052e-15	1.3298394860941793e-16	4.708467198512816e-15	1.8831375312330021e-16	nan	nan	4.90405535011945e-15	2.052691741932992e-16	3.226417509746244e-15	5.664289299767269e-17	3.912981132017329e-15	4.455515039547966e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.15460000149	4.628793844050866e-15	2.162266410234567e-16	2.9601590305134784e-15	1.3329315479051371e-16	4.706889755809598e-15	1.8897198565060682e-16	nan	nan	4.90184063587621e-15	1.9964018400094135e-16	3.2290882940298542e-15	5.649770810013581e-17	3.90527745562011e-15	4.465286187907206e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.204600001496	4.6210580604391736e-15	2.1686868330671968e-16	2.961001748502387e-15	1.3360917844310835e-16	4.70531108318797e-15	1.8966071645039035e-16	nan	nan	4.899627967220436e-15	1.9448498413726555e-16	3.2317506727925443e-15	5.635404951130001e-17	3.897589332479219e-15	4.475196585101303e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.2546000015	4.6133411799665475e-15	2.175269108998127e-16	2.9618446104261777e-15	1.3393214268308396e-16	4.703731247190562e-15	1.9038075435482147e-16	nan	nan	4.897417202446115e-15	1.898766396008303e-16	3.234403930283251e-15	5.621220936434264e-17	3.889916696847053e-15	4.485251344934806e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.3046000015	4.6056430141394e-15	2.1820157323422624e-16	2.962687641867286e-15	1.3426216912406164e-16	4.702150314035499e-15	1.9113289284934514e-16	nan	nan	4.895208195353444e-15	1.8589131331534943e-16	3.2370473497501316e-15	5.607249887248858e-17	3.882259483017907e-15	4.495455632311166e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.354600001505	4.5979633744858714e-15	2.18892915184337e-16	2.963530868339156e-15	1.3459937778016072e-16	4.7005683496188635e-15	1.919179087412917e-16	nan	nan	4.893000795240854e-15	1.8260618711038255e-16	3.2396802134184563e-15	5.593524823248419e-17	3.87461762532769e-15	4.505814661027955e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.40460000151	4.5903020725555876e-15	2.1960117682679763e-16	2.9643743152865783e-15	1.349438869693635e-16	4.698985419516784e-15	1.9273656086073935e-16	nan	nan	4.890794846896164e-15	1.8009671169228444e-16	3.2423018024684873e-15	5.580080647986252e-17	3.866991058153693e-15	4.516333691502524e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.45460000151	4.582658919919024e-15	2.203265932032328e-16	2.9652180080860385e-15	1.3529581321766304e-16	4.697401588988067e-15	1.9358958879965705e-16	nan	nan	4.888590190586886e-15	1.7843330401449537e-16	3.2449113970133137e-15	5.566954129130292e-17	3.859379715914445e-15	4.527018028427222e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.50460000151	4.575033728168003e-15	2.2106939408912082e-16	2.966061972046029e-15	1.3565527116407755e-16	4.695816922976238e-15	1.9447771169526206e-16	nan	nan	4.886386662049653e-15	1.7767776025223339e-16	3.24750827607667e-15	5.554183872921438e-17	3.85178353306953e-15	4.537873018357426e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.55460000152	4.567426308935762e-15	2.218298037088504e-16	2.9669062324048147e-15	1.360223734379594e-16	4.694231486109706e-15	1.9540162692137795e-16	nan	nan	4.884184092534522e-15	1.7787978563786852e-16	3.2500917175707226e-15	5.5418102923503014e-17	3.844202444119302e-15	4.548904047231127e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.60460000152	4.55983650863361e-15	2.2260794064132494e-16	2.9677508100165168e-15	1.363971826157685e-16	4.692645338692668e-15	1.9636177235785013e-16	nan	nan	4.8819824016828155e-15	1.790637222748551e-16	3.2526609982738143e-15	5.5298755685394417e-17	3.8366363836047376e-15	4.560116537822841e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.65460000152	4.552264279421561e-15	2.234036136912026e-16	2.968595712537029e-15	1.3677961321629332e-16	4.691058528512897e-15	1.9735784253507407e-16	nan	nan	4.879781787316299e-15	1.8120611956368737e-16	3.255215393808193e-15	5.518423604812011e-17	3.829085286107207e-15	4.571515947132274e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.704600001525	4.5447095935095835e-15	2.2421656856548494e-16	2.969440945067592e-15	1.3716955009413416e-16	4.68947110073847e-15	1.983893735790759e-16	nan	nan	4.877582496325072e-15	1.8426311770437492e-16	3.257754178617703e-15	5.5074999729340776e-17	3.82154908624835e-15	4.583107763713367e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.75460000153	4.537172423128358e-15	2.2504654582609244e-16	2.970286512642481e-15	1.3756687621831523e-16	4.687883100232823e-15	1.9945588124981757e-16	nan	nan	4.8753847711710316e-15	1.8817947689935653e-16	3.260276625945436e-15	5.497151851026263e-17	3.8140277186896884e-15	4.594897504937453e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.80460000153	4.5296527405281795e-15	2.258932812453634e-16	2.9711324202290534e-15	1.379714727991867e-16	4.6862945715560075e-15	2.0055686252555845e-16	nan	nan	4.873188849952662e-15	1.9289203306355744e-16	3.262782007811366e-15	5.487427952662131e-17	3.806521118132681e-15	4.606890714203309e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.854600001534	4.522150517979775e-15	2.267565061561979e-16	2.9719786727277497e-15	1.3838321941317197e-16	4.6847055589666565e-15	2.0169179717159472e-16	nan	nan	4.8709949664690055e-15	1.9833313201911516e-16	3.265269594989936e-15	5.478378446701445e-17	3.799029219318248e-15	4.619092958086199e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.90460000154	4.514665727773782e-15	2.276359477954402e-16	2.972825274972144e-15	1.3880199412527653e-16	4.683116106423601e-15	2.0286014928676717e-16	nan	nan	4.868803350282791e-15	2.0443368878432753e-16	3.2677386569876253e-15	5.470054867447927e-17	3.7915519570267914e-15	4.631509823437303e-16	nan	nan	nan	nan	nan	nan	nan	nan
56398.95460000154	4.507198342221375e-15	2.285313296412436e-16	2.9736722317289564e-15	1.3922767360915822e-16	4.68152625758748e-15	2.0406136882172213e-16	nan	nan	4.8666142267827606e-15	2.1112566493491837e-16	3.270188462020461e-15	5.462510014777649e-17	3.784089266077891e-15	4.644146914428736e-16	nan	nan	nan	nan	nan	nan	nan	nan
56399.00460000154	4.4997483336530485e-15	2.2944237174200027e-16	2.974519547698076e-15	1.3966013326467932e-16	4.679936055822618e-15	2.0529489306346137e-16	nan	nan	4.8644278172452e-15	2.183438956227336e-16	3.272618276991524e-15	5.455797843947104e-17	3.776641081330058e-15	4.657009849553776e-16	nan	nan	nan	nan	nan	nan	nan	nan
56399.054600001546	4.492315674419938e-15	2.3036879103919838e-16	2.9753672275125935e-15	1.4009924733283755e-16	4.678345544198284e-15	2.0656014808126123e-16	nan	nan	4.862244338894662e-15	2.260273004887202e-16	3.275027367468395e-15	5.449973344876201e-17	3.769207337680659e-15	4.670104258579362e-16	nan	nan	nan	nan	nan	nan	nan	nan
56399.10460000155	4.48490033689283e-15	2.3131030168019045e-16	2.9762152757388086e-15	1.405448890079457e-16	4.6767547654907914e-15	2.078565501297581e-16	nan	nan	4.860064004963914e-15	2.341195720824965e-16	3.277414997660583e-15	5.44509241078999e-17	3.761787970065605e-15	4.683435779459692e-16	nan	nan	nan	nan	nan	nan	nan	nan
56399.15460000155	4.477502293462594e-15	2.3226661532423997e-16	2.9770636968762706e-15	1.409969305470109e-16	4.675163762184822e-15	2.0918350700535723e-16	nan	nan	4.8578870247531144e-15	2.425694579539563e-16	3.2797804303968934e-15	5.441211696216914e-17	3.7543829134591586e-15	4.697010055210303e-16	nan	nan	nan	nan	nan	nan	nan	nan
56399.204600001554	4.470121516539945e-15	2.332374414390588e-16	2.9779124953577676e-15	1.4145524337622267e-16	4.673572576475272e-15	2.1054041935293654e-16	nan	nan	4.855713603688213e-15	2.513307501991424e-16	3.2821229271028023e-15	5.4383884644546245e-17	3.746992102873862e-15	4.710832730748785e-16	nan	nan	nan	nan	nan	nan	nan	nan
56399.25460000156	4.46275797855549e-15	2.3422248758778413e-16	2.9787616755493825e-15	1.4191969819447676e-16	4.671981250268745e-15	2.1192668192018465e-16	nan	nan	4.853543943378613e-15	2.6036208044513067e-16	3.284441747777739e-15	5.4366804247578236e-17	3.739615473360091e-15	4.724909449704377e-16	nan	nan	nan	nan	nan	nan	nan	nan
56399.30460000156	4.45541165195973e-15	2.3522145970795234e-16	2.9796112417504793e-15	1.4239016507391334e-16	4.670389825185074e-15	2.133416847574987e-16	nan	nan	4.851378241674061e-15	2.6962659759892417e-16	3.2867361509723797e-15	5.4361455596362137e-17	3.73225296000609e-15	4.739245851202848e-16	nan	nan	nan	nan	nan	nan	nan	nan
56399.35460000156	4.448082509222941e-15	2.3623406238032453e-16	2.9804611981937433e-15	1.4286651355738776e-16	4.668798342559254e-15	2.1478481436193884e-16	nan	nan	4.849216692720834e-15	2.7909158536953827e-16	3.2890053937658695e-15	5.436841942812713e-17	3.724904497937675e-15	4.753847566627791e-16	nan	nan	nan	nan	nan	nan	nan	nan
