#MJD,band,Flux,Flux_err,FilterSet,Instr
55913.22,Bessell_R,5.794660500150444e-17,1.1741575020216755e-17,GeneralFilters,LTetal
55913.22,Bessell_V,4.42959252098339e-17,1.019951370686999e-17,GeneralFilters,LTetal
55917.17,Bessell_B,3.711389669608389e-17,2.1193560508288382e-17,GeneralFilters,LTetal
55917.17,Bessell_I,3.700131773006617e-17,1.4654173411734655e-17,GeneralFilters,LTetal
55917.17,Bessell_R,5.63673991424982e-17,2.647730953122937e-17,GeneralFilters,LTetal
55917.17,Bessell_V,4.947249089334438e-17,2.27829240088227e-17,GeneralFilters,LTetal
55919.17,Bessell_I,2.9663144740648387e-17,1.0655098723018855e-17,GeneralFilters,LTetal
55919.17,Bessell_R,4.688436047805984e-17,8.204597444374284e-18,GeneralFilters,LTetal
55919.17,Bessell_V,4.230228016641266e-17,7.40274957801846e-18,GeneralFilters,LTetal
55927.26,Bessell_I,2.939119139496922e-17,5.6847604104097534e-18,GeneralFilters,LTetal
55927.26,Bessell_R,4.688436047805984e-17,9.931881116881524e-18,GeneralFilters,LTetal
55927.26,Bessell_V,3.858013804119906e-17,6.04071545027526e-18,GeneralFilters,LTetal
55927.27,sdss_g',3.9826095903864763e-17,9.90392127196205e-18,GeneralFilters,LTetal
55927.27,sdss_i',3.1081747372737e-17,2.2901877812706013e-18,GeneralFilters,LTetal
55927.27,sdss_r',5.3201243575185556e-17,1.274004060000439e-17,GeneralFilters,LTetal
55927.27,sdss_z',1.857855717410721e-17,2.737837363102295e-18,GeneralFilters,LTetal
55948.33,Bessell_B,3.058697686387149e-17,1.1550375182521103e-17,GeneralFilters,LTetal
55948.33,Bessell_I,2.9937614439627144e-17,1.6544137134807928e-18,GeneralFilters,LTetal
55948.33,Bessell_R,4.60286244591071e-17,5.0872715774635585e-18,GeneralFilters,LTetal
55948.33,Bessell_V,3.2089561106782876e-17,3.546669362178971e-18,GeneralFilters,LTetal
