MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	sdss_u'	sdss_u'_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
55282.400000000926	3.891355460605532e-15	8.330947549872389e-17	7.884298602305156e-16	2.91784433283929e-17	1.5218928052580106e-15	3.3768216085405817e-17	2.1534277286198322e-15	4.3782159536250755e-17	7.766119680192727e-16	1.992942097235412e-17	1.5137140079536561e-15	7.597995026637137e-17	5.131641168834854e-15	3.756291752815304e-16	nan	nan	nan	nan	8.009198144112527e-15	5.387601959627261e-16	7.686107872783739e-15	3.7869597893589547e-16	7.29569903841816e-15	6.014189216886699e-16	nan	nan
55282.45000000093	3.88882159866284e-15	8.340661594645677e-17	7.896831415504483e-16	2.9216174176667545e-17	1.5223585680454748e-15	3.4114407511966036e-17	2.1537069298999537e-15	4.383485854396821e-17	7.772979565352063e-16	1.9963646277300484e-17	1.513707569945943e-15	7.605661210959729e-17	5.130036184974504e-15	3.7473942293457436e-16	nan	nan	nan	nan	7.916973504759703e-15	5.310861057105793e-16	7.628930766655103e-15	3.753798184746729e-16	7.19022009443827e-15	5.916828812667547e-16	nan	nan
55282.50000000093	3.886161380832997e-15	8.349377713755206e-17	7.909137874275591e-16	2.9272355985217574e-17	1.522838331540918e-15	3.449757311646033e-17	2.1538974426372123e-15	4.388382401817627e-17	7.779936084097815e-16	1.999762573699301e-17	1.5136545207069208e-15	7.61147761229928e-17	5.1283481536415414e-15	3.7380430492234847e-16	nan	nan	nan	nan	7.82529967047883e-15	5.232587542491068e-16	7.571964828001805e-15	3.720092049810972e-16	7.085570558802039e-15	5.817422245143546e-16	nan	nan
55282.550000000934	3.883376080105595e-15	8.35707895347582e-17	7.921216589621159e-16	2.93471766991836e-17	1.5233328680652172e-15	3.4917117528482393e-17	2.1539997593273513e-15	4.39290491646446e-17	7.786985318766014e-16	2.0031210295387653e-17	1.5135554265515385e-15	7.615442383195595e-17	5.126576444593437e-15	3.7282407856863163e-16	nan	nan	nan	nan	7.734190730434374e-15	5.152872206092517e-16	7.515215835140296e-15	3.6858690700058173e-16	6.98177079734838e-15	5.716091948360832e-16	nan	nan
55282.60000000094	3.8804669686366064e-15	8.363749093862041e-17	7.933066189915183e-16	2.944079383845059e-17	1.5238429291462872e-15	3.537247277944492e-17	2.15401437437694e-15	4.3970529428976716e-17	7.794123352612286e-16	2.0064250921211102e-17	1.5134108522407004e-15	7.617554213397229e-17	5.124720426068872e-15	3.7179901009767964e-16	nan	nan	nan	nan	7.643660779205705e-15	5.07181142962649e-16	7.45868956740885e-15	3.651158918767718e-16	6.8788411861142125e-15	5.612968214870602e-16	nan	nan
55282.65000000094	3.877435318893151e-15	8.36937115039386e-17	7.944686293933145e-16	2.955309620730751e-17	1.5243684588406824e-15	3.5862393660443776e-17	2.153941878076921e-15	4.40082105657525e-17	7.80134626975711e-16	2.0096599018383097e-17	1.5132213609968213e-15	7.617812328923914e-17	5.122779464778839e-15	3.7072937469906906e-16	nan	nan	nan	nan	7.553723916931661e-15	4.989507461104173e-16	7.40239180519994e-15	3.615993278624535e-16	6.776802111588703e-15	5.508189689626498e-16	nan	nan
55282.70000000094	3.874282404009601e-15	8.373926922092705e-17	7.956077809504641e-16	2.968363217957278e-17	1.5249083522657748e-15	3.63847525370856e-17	2.1537829854490972e-15	4.404197276775562e-17	7.808650155130629e-16	2.012810680929078e-17	1.5129875145194226e-15	7.616216491604981e-17	5.120752925897114e-15	3.69615456600998e-16	nan	nan	nan	nan	7.464394249451117e-15	4.90606871228616e-16	7.34632832997783e-15	3.580405862896638e-16	6.6756739709681745e-15	5.401903914525457e-16	nan	nan
55282.750000000946	3.8710094963831886e-15	8.37739887947065e-17	7.967241722815969e-16	2.983190816562671e-17	1.5254614343975857e-15	3.6937439262155624e-17	2.1535384193304225e-15	4.4071695342312505e-17	7.816031094415558e-16	2.0158627691469596e-17	1.5127098730005584e-15	7.612766999094287e-17	5.118640173050992e-15	3.6845754915216733e-16	nan	nan	nan	nan	7.37568588844694e-15	4.821610078480999e-16	7.290504924316581e-15	3.5444324374376973e-16	6.575477172411022e-15	5.294267926278213e-16	nan	nan
55282.80000000095	3.867617867582298e-15	8.379770312247276e-17	7.978179011727244e-16	2.999741390522392e-17	1.5260265301255422e-15	3.751844543089152e-17	2.1532089020034033e-15	4.409726156292151e-17	7.823485173993498e-16	2.018801656872276e-17	1.512388995140326e-15	7.607464685365213e-17	5.11644056831222e-15	3.672559549123265e-16	nan	nan	nan	nan	7.287612951587728e-15	4.736253279944094e-16	7.234927371928191e-15	3.508110841815134e-16	6.476232135294398e-15	5.185448909699638e-16	nan	nan
55282.85000000095	3.864108788354574e-15	8.381025341566554e-17	7.988890645798483e-16	3.017962653419314e-17	1.5266024642051435e-15	3.8125880741608814e-17	2.1527951552006904e-15	4.411855888205481e-17	7.831008480888206e-16	2.0216130157538548e-17	1.5120254381622675e-15	7.600310921683233e-17	5.114153472187338e-15	3.660109857516798e-16	nan	nan	nan	nan	7.200189562668913e-15	4.650127223539384e-16	7.17960145768372e-15	3.4714810091406677e-16	6.377959290467684e-15	5.075624907656448e-16	nan	nan
55282.900000000955	3.860483528633839e-15	8.381148931010669e-17	7.999377586315594e-16	3.037801447391695e-17	1.5271880612103408e-15	3.875798463274902e-17	2.1522979001103323e-15	4.413547912143372e-17	7.83859710271041e-16	2.02428272699075e-17	1.5116197578287918e-15	7.591307618063748e-17	5.111778243608625e-15	3.647229629591238e-16	nan	nan	nan	nan	7.113429851756465e-15	4.563368382188791e-16	7.124532967653391e-15	3.434584983773192e-16	6.280679080508846e-15	4.96498558753977e-16	nan	nan
55282.95000000096	3.856743357550943e-15	8.38012689641051e-17	8.009640786316104e-16	3.059204109867832e-17	1.5277821454862014e-15	3.9413133719451465e-17	2.15171785737917e-15	4.414791864143281e-17	7.846247127603178e-16	2.026796907359606e-17	1.5111725084564942e-15	7.580457225218528e-17	5.109314239924498e-15	3.633922173596237e-16	nan	nan	nan	nan	7.027347955329154e-15	4.47612118856061e-16	7.069727689125599e-15	3.397466935780594e-16	6.184411959979711e-15	4.853733062265521e-16	nan	nan
55283.00000000096	3.85288954343997e-15	8.377945914645202e-17	8.019681190614688e-16	3.0821168144937874e-17	1.5283835411011543e-15	4.008984557879572e-17	2.1510557471181585e-15	4.415577848956482e-17	7.853954644184875e-16	2.0291419331071725e-17	1.5106842429315576e-15	7.567762737001846e-17	5.106760816890373e-15	3.620190894409448e-16	nan	nan	nan	nan	6.941958016421263e-15	4.3885384377163793e-16	7.015191410642093e-15	3.3601731711535115e-16	6.08917839568178e-15	4.742082760898933e-16	nan	nan
55283.05000000096	3.8489233538486106e-15	8.374593531467484e-17	8.029499735828581e-16	3.1064858835400307e-17	1.5289910717995379e-15	4.0786779425844705e-17	2.1503122889066916e-15	4.415896452916872e-17	7.861715741495062e-16	2.0313044618219337e-17	1.510155512725008e-15	7.553227693359626e-17	5.104117328659085e-15	3.6060392948972455e-16	nan	nan	nan	nan	6.8572741847645624e-15	4.3007816914575334e-16	6.960929922023315e-15	3.3227521363275315e-16	5.994998866911226e-15	4.630264340158397e-16	nan	nan
55283.100000000966	3.844846055544123e-15	8.370058168394547e-17	8.039097350402755e-16	3.132258069927072e-17	1.5296035609540807e-15	4.150273419226248e-17	2.1494882017962612e-15	4.4157387549257166e-17	7.869526508938005e-16	2.0332714524071366e-17	1.509586867908005e-15	7.536856183801489e-17	5.1013831277714185e-15	3.591470977373853e-16	nan	nan	nan	nan	6.77331061693136e-15	4.213021674519157e-16	6.906949014396543e-15	3.2852544156078523e-16	5.901893865715598e-15	4.518522622936281e-16	nan	nan
55283.15000000097	3.840658914523476e-15	8.364329128779021e-17	8.048474954634822e-16	3.1593808078037666e-17	1.530219831518219e-15	4.223664447480905e-17	2.1485842043167758e-15	4.41509633557449e-17	7.87738303622773e-16	2.0350301832777325e-17	1.5089788571670533e-15	7.518652851400328e-17	5.098557565147021e-15	3.5764896451585584e-16	nan	nan	nan	nan	6.690081476476867e-15	4.1254386495373907e-16	6.853254480230382e-15	3.247732719743092e-16	5.809883897150039e-15	4.407118542785537e-16	nan	nan
55283.20000000097	3.836363196021689e-15	8.357396603068057e-17	8.057633460699933e-16	3.187802431320312e-17	1.5308387059785402e-15	4.29875747687815e-17	2.1476010144790905e-15	4.4139612844664524e-17	7.885281413332971e-16	2.0365682688964906e-17	1.508332027819243e-15	7.498622897341033e-17	5.095639990074663e-15	3.561099104236856e-16	nan	nan	nan	nan	6.607600934082529e-15	4.0382227539168044e-16	6.799852113356575e-15	3.2102418637913547e-16	5.7189894795320504e-15	4.296330064423248e-16	nan	nan
55283.250000000975	3.8319601645182805e-15	8.349251673368903e-17	8.066573772675297e-16	3.217472361861269e-17	1.5314590063071593e-15	4.3754712347427144e-17	2.1465393497804617e-15	4.4123262058151735e-17	7.893217730420305e-16	2.037873674774368e-17	1.5076469258274434e-15	7.47677208603232e-17	5.09262975020268e-15	3.5453032650239783e-16	nan	nan	nan	nan	6.52588316769744e-15	3.951574276914844e-16	6.746747709000965e-15	3.17283873208528e-16	5.629231144698271e-15	4.186453038402381e-16	nan	nan
55283.30000000098	3.827451083749306e-15	8.339886317302392e-17	8.075296786564627e-16	3.248341264524385e-17	1.532079553914095e-15	4.453735909515139e-17	2.1453999272086048e-15	4.4101842223575114e-17	7.901188077800602e-16	2.0389347310495014e-17	1.506924095815412e-15	7.453106750803553e-17	5.089526191529712e-15	3.5291061442396695e-16	nan	nan	nan	nan	6.444942362682623e-15	3.865703849830772e-16	6.693947063815173e-15	3.1355822280420137e-16	5.540629438262352e-15	4.0778019335991874e-16	nan	nan
55283.35000000098	3.82283721671118e-15	8.329293411211773e-17	8.083803390322363e-16	3.280361175055829e-17	1.5326991695995113e-15	4.53349225534289e-17	2.1441834632472164e-15	4.4075289775819897e-17	7.909188545871198e-16	2.0397401447592794e-17	1.5061640810829398e-15	7.427633800208687e-17	5.0863286583951084e-15	3.5125118668916707e-16	nan	nan	nan	nan	6.364792711953454e-15	3.78083251580164e-16	6.641455975902624e-15	3.0985332061065125e-16	5.453204919868451e-15	3.9707103729624267e-16	nan	nan
55283.400000000984	3.8181198256724785e-15	8.317466732795514e-17	8.092094463877693e-16	3.313485598785301e-17	1.5333166735061965e-15	4.614690639391445e-17	2.1428906738789027e-15	4.404354636343332e-17	7.917215225063246e-16	2.040279010923976e-17	1.5053674236209005e-15	7.400360724961911e-17	5.083036493469499e-15	3.4955246683758327e-16	nan	nan	nan	nan	6.28544841612215e-15	3.6971916384914875e-16	6.589280244847408e-15	3.061754383160061e-16	5.3669781634499315e-15	3.8655313766063014e-16	nan	nan
55283.45000000099	3.813300172180499e-15	8.304400963138174e-17	8.100170879158446e-16	3.3476695833414587e-17	1.5339308850715602e-15	4.697290049485733e-17	2.141522274590832e-15	4.400655883881669e-17	7.925264205783587e-16	2.0405408225396395e-17	1.5045346641264046e-15	7.371295605530466e-17	5.0796490377448815e-15	3.478148896694335e-16	nan	nan	nan	nan	6.2069236836415946e-15	3.615022601349401e-16	6.5374256717473555e-15	3.0253102262885217e-16	5.2819697574861545e-15	3.762637191620931e-16	nan	nan
55283.50000000099	3.808379518478775e-15	8.290091535636196e-17	8.10803354064055e-16	3.382869206612238e-17	1.5345406361114336e-15	4.7812557625621726e-17	2.140078991973488e-15	4.3964276038106233e-17	7.933331578360542e-16	2.04051547959757e-17	1.5036663420177314e-15	7.340447120421363e-17	5.0761656305255034e-15	3.4603890147968415e-16	nan	nan	nan	nan	6.129232730946983e-15	3.5345762409955133e-16	6.485898059233738e-15	2.989266813760793e-16	5.198200305258049e-15	3.6624185610087464e-16	nan	nan
55283.55000000099	3.803359147176914e-15	8.27453250791563e-17	8.115683951235874e-16	3.4190337846230726e-17	1.5351452681178883e-15	4.866508606997142e-17	2.138561725627499e-15	4.391660416207389e-17	7.941413432988607e-16	2.0401932972217028e-17	1.5027629954493873e-15	7.307824555189284e-17	5.072585609417979e-15	3.442249603049275e-16	nan	nan	nan	nan	6.052389782600153e-15	3.4561119509178494e-16	6.434703211506457e-15	2.9536916659343307e-16	5.115690425105701e-15	3.565283256911664e-16	nan	nan
55283.600000000995	3.798240356408934e-15	8.257717094514327e-17	8.123124072744652e-16	3.456107863976852e-17	1.5357447848833556e-15	4.9529092278962084e-17	2.1369715082298046e-15	4.3863417893085137e-17	7.949505859673039e-16	2.0395650130282927e-17	1.5018251613270901e-15	7.273437812209057e-17	5.0689083103219334e-15	3.423735361833956e-16	nan	nan	nan	nan	5.97640907143291e-15	3.379896385154648e-16	6.383846934369234e-15	2.9186535426330306e-16	5.034460750686472e-15	3.471653678764508e-16	nan	nan
55283.650000001	3.793024444038848e-15	8.239639390549814e-17	8.130355871119386e-16	3.494037590351428e-17	1.5363392336910415e-15	5.0403201084559025e-17	2.1353093754185204e-15	4.3804596462909826e-17	7.957604948173057e-16	2.0386217937978095e-17	1.5008533753226657e-15	7.237297421249761e-17	5.065133067420007e-15	3.4048511142867707e-16	nan	nan	nan	nan	5.90130483868906e-15	3.30620168784942e-16	6.333335035241569e-15	2.8842222037067534e-16	4.954531931229865e-15	3.38196330031683e-16	nan	nan
55283.700000001	3.787712707252682e-15	8.220294428718106e-17	8.137381304512942e-16	3.532770932708076e-17	1.536928660998717e-15	5.128610108411048e-17	2.1335763623632684e-15	4.3740024818073044e-17	7.965706787947799e-16	2.0373552415483942e-17	1.4998481718890515e-15	7.199414550896861e-17	5.061259213168503e-15	3.3856018091749965e-16	nan	nan	nan	nan	5.8270913341685236e-15	3.2353031747752954e-16	6.283173323204484e-15	2.8504681293952623e-16	4.87592463179812e-15	3.296651747446111e-16	nan	nan
55283.750000001004	3.782306442566587e-15	8.199678190806613e-17	8.144202323334132e-16	3.572257719330088e-17	1.537513112440523e-15	5.2176544716233406e-17	2.1317735037716332e-15	4.3669593825262484e-17	7.973807468100552e-16	2.0357573990965633e-17	1.4988100842750853e-15	7.159801020875235e-17	5.057286078287781e-15	3.3659925239244993e-16	nan	nan	nan	nan	5.753782816370932e-15	3.1674763986929684e-16	6.233367609017418e-15	2.817462197576242e-16	4.798659533540231e-15	3.2161583094832736e-16	nan	nan
55283.80000000101	3.776806945834348e-15	8.177787618958247e-17	8.150820870303005e-16	3.6124496541485953e-17	1.5380926328283117e-15	5.307334753217125e-17	2.1299018338962765e-15	4.3593200464285115e-17	7.981903077322245e-16	2.0338207551885283e-17	1.4977396445404773e-15	7.118469315324726e-17	5.0532129917521226e-15	3.346028467797155e-16	nan	nan	nan	nan	5.681393552637949e-15	3.1029935445465346e-16	6.183923705156925e-15	2.7852753151322125e-16	4.722757333952835e-15	3.1409137402499345e-16	nan	nan
55283.85000000101	3.7712155122583595e-15	8.154620626736435e-17	8.157238880506136e-16	3.653300315637796e-17	1.5386672661534926e-15	5.397538680867437e-17	2.1279623865403293e-15	4.35107480094065e-17	7.989989703837778e-16	2.031538249274428e-17	1.4966373835705727e-15	7.075432597088843e-17	5.04903928078062e-15	3.325714985229056e-16	nan	nan	nan	nan	5.609937819297991e-15	3.042119123718188e-16	6.134847425834977e-15	2.7539780014198885e-16	4.648238747135894e-15	3.071330299215435e-16	nan	nan
55283.90000000101	3.765533436396897e-15	8.130176110012504e-17	8.163458281451564e-16	3.694765140446019e-17	1.5392370555882815e-15	5.488159962851193e-17	2.1259561950641764e-15	4.3422146200253624e-17	7.99806343534844e-16	2.028903276005854e-17	1.4955038310912402e-15	7.030704723084281e-17	5.04476427082686e-15	3.305057559333116e-16	3.2525346742519315e-15	1.5260088540345312e-16	5.8106725147428295e-15	2.5076409879883454e-16	5.539429733844214e-15	2.9850999713954706e-16	6.086144238859468e-15	2.7236362520220097e-16	4.575124183336817e-15	3.0077819715171023e-16	1.9787026440814972e-15	1.122052401613496e-16
55283.950000001016	3.759762012171158e-15	8.104453957754848e-17	8.169480993123635e-16	3.736801393783744e-17	1.539802043487482e-15	5.579098053578609e-17	2.1238842923931738e-15	4.3327311402684315e-17	8.006120358978232e-16	2.0259096895220037e-17	1.4943395156835725e-15	6.984300260822221e-17	5.040387285569749e-15	3.284061815572691e-16	3.2463554086749064e-15	1.5109064851207093e-16	5.793178606526042e-15	2.473205028168261e-16	5.469876893409033e-15	2.931970645857207e-16	6.037814404029761e-15	2.694259843602311e-16	4.503421602101281e-15	2.950283660293916e-16	1.976533137822365e-15	1.112542791102005e-16
55284.00000000102	3.7539025328768235e-15	8.077455062735979e-17	8.175308928037676e-16	3.7793681284322706e-17	1.5403622713897542e-15	5.670257885630791e-17	2.1217477110219052e-15	4.322616676105248e-17	8.014156561216827e-16	2.0225518075950525e-17	1.493144964798733e-15	6.936234506161183e-17	5.03590764690309e-15	3.262733525615015e-16	3.240157543275816e-15	1.4960275137312297e-16	5.775603235945435e-15	2.439681686409906e-16	5.401278422248909e-15	2.882493696418614e-16	5.989854172437882e-15	2.6658149410347626e-16	4.4331227840547435e-15	2.89839280775421e-16	1.974354368795056e-15	1.103158763728753e-16
55284.05000000102	3.747956314438354e-15	8.049180426933173e-17	8.180943886466731e-16	3.822422994702781e-17	1.5409176998521243e-15	5.761541467322704e-17	2.1195475073769306e-15	4.3118637536164617e-17	8.022168127865172e-16	2.018824415694384e-17	1.491920704772635e-15	6.886523502379084e-17	5.031324674926578e-15	3.2410786113687724e-16	3.233941220526872e-15	1.4813714204601856e-16	5.7579472224646485e-15	2.40706197613256e-16	5.333632887082471e-15	2.8363986218469716e-16	5.942259693784919e-15	2.6382656111760455e-16	4.364218444527764e-15	2.8516014806472186e-16	1.9721663991100964e-15	1.0939002978975418e-16
55284.100000001024	3.741924765161956e-15	8.01962845955923e-17	8.186387242009e-16	3.8659127813790625e-17	1.5414679679462162e-15	5.852823317384663e-17	2.1172848348841955e-15	4.300463684414498e-17	8.030151143979774e-16	2.0147227710373948e-17	1.490667260840686e-15	6.835184060658198e-17	5.026637687935099e-15	3.2191031492159337e-16	3.2277065828439007e-15	1.4669376691552074e-16	5.740211384947837e-15	2.3753365327226275e-16	5.266938863956483e-15	2.793403165593127e-16	5.895027119539747e-15	2.611575269874762e-16	4.296699315856741e-15	2.8093745864457653e-16	1.9699692908385403e-15	1.0847673662474694e-16
55284.15000000103	3.73580931600241e-15	7.988797716569117e-17	8.191640256110525e-16	3.9097828376716264e-17	1.5420126337454685e-15	5.943974748673317e-17	2.1149608709149925e-15	4.2884080285128276e-17	8.038101693815592e-16	2.0102426066812015e-17	1.4893851571524478e-15	6.782233782091584e-17	5.021846002409721e-15	3.196813374443588e-16	3.221453772586844e-15	1.4527257073413306e-16	5.722396541665384e-15	2.344495629994191e-16	5.2011949382355425e-15	2.7532179196088874e-16	5.8481526029101786e-15	2.5857070406435387e-16	4.230556147275242e-15	2.7711610871311436e-16	1.967763106012204e-15	1.0757599356554582e-16
55284.20000000103	3.7296113973222574e-15	7.956687833136479e-17	8.196704182928503e-16	3.9539802226777147e-17	1.542551254474123e-15	6.034871973020815e-17	2.112576792438184e-15	4.2756890974844635e-17	8.04601586077327e-16	2.0053801357108024e-17	1.4880749167863927e-15	6.727691081321046e-17	5.016948933007244e-15	3.1742156858841284e-16	3.2151829320599243e-15	1.4387349666318707e-16	5.704503510299504e-15	2.3145291981967267e-16	5.136399704587983e-15	2.7155509805454985e-16	5.8016322988316985e-15	2.5606241096538586e-16	4.1657797047993245e-15	2.7364052141925923e-16	1.9655479066240703e-15	1.0668779672199013e-16
55284.25000000103	3.723332438903844e-15	7.923299551305995e-17	8.201580269366755e-16	3.9984537043564157e-17	1.5430833864891933e-15	6.125396064140652e-17	2.1101337760284517e-15	4.262299976694257e-17	8.053889727341191e-16	2.000132055581282e-17	1.4867370617643587e-15	6.671575211935843e-17	5.011945792550717e-15	3.1513166507731424e-16	3.2088942035123318e-15	1.4249648631178412e-16	5.6865331079497655e-15	2.2854268435096974e-16	5.072551766975014e-15	2.6801125385824514e-16	5.755462363944244e-15	2.536290074321798e-16	4.10236077111822e-15	2.704557239389345e-16	1.96332375462823e-15	1.0581214162280141e-16
55284.300000001036	3.716973869955642e-15	7.888634748198525e-17	8.206269755110965e-16	4.04315374900749e-17	1.543608585262388e-15	6.215432893854098e-17	2.1076329978728174e-15	4.2482345472348375e-17	8.061719375040898e-16	1.9944955526648827e-17	1.4853721130663847e-15	6.613906293772517e-17	5.006835892019208e-15	3.1281230098317675e-16	3.2025877291382013e-15	1.4114147977398114e-16	5.668486151138801e-15	2.2571778689504427e-16	5.009649738637344e-15	2.646619293929766e-16	5.709638956571795e-15	2.5126692827789253e-16	4.0402901454836e-15	2.675083444518148e-16	1.9610907119403895e-15	1.0494902321025087e-16
55284.35000000104	3.710537119125012e-15	7.852696464875019e-17	8.210773872663858e-16	4.088032502742165e-17	1.5441264053620784e-15	6.304873047541918e-17	2.105075633778026e-15	4.233487507739059e-17	8.069500884371562e-16	1.988468307052003e-17	1.4839805906451498e-15	6.554705342263297e-17	5.0016185405381456e-15	3.1046416825836454e-16	3.1962636510775143e-15	1.3980841566333296e-16	5.650363455818113e-15	2.229771296620704e-16	4.947692242082538e-15	2.614798615807766e-16	5.6641582367153375e-15	2.489727161700132e-16	3.979558643597045e-15	2.647475041781672e-16	1.9588488404378573e-15	1.0409843583287216e-16
55284.40000000104	3.704023614505714e-15	7.815488936005056e-17	8.215093847380038e-16	4.133043766287189e-17	1.5446364004350275e-15	6.393611723792581e-17	2.10246285917893e-15	4.21805439615887e-17	8.077230334753898e-16	1.982048497658669e-17	1.482563013440561e-15	6.493994300005533e-17	4.996293045369155e-15	3.0808797729138856e-16	3.1899221114163347e-15	1.3849723114490614e-16	5.632165837372596e-15	2.2031958911675253e-16	4.886677909074546e-15	2.584392380846682e-16	5.6190163660176765e-15	2.467430530100262e-16	3.920157097500412e-15	2.6212559079845615e-16	1.956598201959905e-15	1.0326037323611881e-16
55284.450000001045	3.697434783646613e-15	7.777017620373724e-17	8.219230897500846e-16	4.1781429643224454e-17	1.54513812318841e-15	6.481548622447489e-17	2.099795849144342e-15	4.20193161160173e-17	8.084903804474986e-16	1.9752348076833278e-17	1.4811198993943967e-15	6.431796070731262e-17	4.990858711900353e-15	3.0568445748799926e-16	3.183563252186881e-15	1.3720786196436044e-16	5.6138941106281915e-15	2.1774401843421903e-16	4.826605380621394e-15	2.5551604506053095e-16	5.574209507759213e-15	2.4457478968854255e-16	3.862076355465534e-15	2.595989097651086e-16	1.9543388583080416e-15	1.0243482855064959e-16
55284.50000000105	3.690772053563488e-15	7.73728923242386e-17	8.223186234188909e-16	4.223287110416167e-17	1.5456311253714115e-15	6.568587824527022e-17	2.0970757783856188e-15	4.1851164363648635e-17	8.092517370632376e-16	1.9680264304656455e-17	1.4796517654647136e-15	6.368134555887794e-17	4.9853148436362406e-15	3.03254357878289e-16	3.1771872153683562e-15	1.3594024247341936e-16	5.595549089855664e-15	2.1524925005048509e-16	4.7674733069617e-15	2.5268837686762693e-16	5.529733826827684e-15	2.4246497400980704e-16	3.805307281882683e-15	2.5712821839354326e-16	1.9520708712461754e-15	1.0162179427849021e-16
55284.55000000105	3.6840368507466635e-15	7.696311774881344e-17	8.226961061562579e-16	4.268434768496066e-17	1.5461149577571263e-15	6.654637666922449e-17	2.0943038212633787e-15	4.1676070582758383e-17	8.100067109078606e-16	1.9604230757874474e-17	1.4781591276404278e-15	6.303034694039999e-17	4.9796607421875855e-15	3.007984477509024e-16	3.1707941428870673e-15	1.346943056521454e-16	5.577131588777366e-15	2.128340982906032e-16	4.709280347553809e-15	2.4993670759239817e-16	5.485585489712533e-15	2.404108766020211e-16	3.749840757150805e-15	2.5467915375063033e-16	1.949794302500829e-15	1.0082126227659842e-16
55284.60000000105	3.677230601171028e-15	7.65409457261029e-17	8.230556576730226e-16	4.3135460116749165e-17	1.5465891701242609e-15	6.739610614222083e-17	2.091481151794755e-15	4.14940259338471e-17	8.107549094365427e-16	1.9524249766650377e-17	1.476642500955748e-15	6.236522503353504e-17	4.973895707261432e-15	2.9831751731491907e-16	3.1643841766170875e-15	1.3346998312672137e-16	5.558642420571756e-15	2.104973620569114e-16	4.652025171063993e-15	2.4724412561259743e-16	5.4417606644718326e-15	2.3841001462918095e-16	3.695667677567541e-15	2.522225691582411e-16	1.9475092137613283e-15	1.0003322373800027e-16
55284.65000000106	3.6703547303059275e-15	7.610648307805502e-17	8.233973969824273e-16	4.358582379145673e-17	1.5470533112387786e-15	6.823423129587764e-17	2.0886089436609118e-15	4.130503109224734e-17	8.11495939968802e-16	1.9440328966733954e-17	1.4751023995046531e-15	6.168625127417789e-17	4.968019036651354e-15	2.958123783905767e-16	3.1579574583804005e-15	1.322672051832388e-16	5.5400823978801314e-15	2.082378275558427e-16	4.595706455354019e-15	2.4459653335217173e-16	5.398255520724545e-15	2.3646017315006435e-16	3.6427789552191596e-15	2.497347958260238e-16	1.945215666680238e-15	9.925766917032074e-17
55284.70000000106	3.663410663122927e-15	7.565985056619622e-17	8.237214424035219e-16	4.403506831756262e-17	1.547506928835609e-15	6.905995546230225e-17	2.085688370214631e-15	4.1109096486377973e-17	8.12229409683006e-16	1.9352481378491713e-17	1.4735393364553577e-15	6.099370884715242e-17	4.962030026226804e-15	2.9328386512962434e-16	3.1515141299473028e-15	1.3108590077665575e-16	5.521452332811392e-15	2.0605427104308268e-16	4.540322887470356e-15	2.419828148343946e-16	5.355066229628002e-15	2.3455942396197833e-16	3.591165517869896e-15	2.4719784606048657e-16	1.94291372287333e-15	9.849458837154726e-17
55284.75000000106	3.656399824108085e-15	7.520118327341007e-17	8.240279115645309e-16	4.44828370679265e-17	1.5479495696002107e-15	6.987251940698756e-17	2.0827206044877602e-15	4.090624254317416e-17	8.129549256106435e-16	1.926072549211982e-17	1.4719538240646779e-15	6.028789322058088e-17	4.955927969923639e-15	2.907328347660126e-16	3.145054333037091e-15	1.2992599753458682e-16	5.5027530369482884e-15	2.0394546156341364e-16	4.485873163631912e-15	2.3939497360899473e-16	5.312188963859607e-15	2.327061417935303e-16	3.5408183088536614e-15	2.4459957295718813e-16	1.9406034439199206e-15	9.774397040308167e-17
55284.800000001065	3.649323637267801e-15	7.473063100272399e-17	8.243169214062221e-16	4.4928786724134494e-17	1.5483807791501978e-15	7.067120008953288e-17	2.0797068191967375e-15	4.069649994195079e-17	8.13672094630915e-16	1.9165085359503928e-17	1.4703463736924534e-15	5.956911272362724e-17	4.949712159733508e-15	2.8816016839786014e-16	3.1385782093182527e-15	1.2878742175573095e-16	5.483985321352436e-15	2.0191016366130342e-16	4.43235598921879e-15	2.3682824320869017e-16	5.2696198975971335e-15	2.3089901768286155e-16	3.4917282869628338e-15	2.4193379883573293e-16	1.9382848913631997e-15	9.700580355979184e-17
55284.85000000107	3.642183526141578e-15	7.424835869379122e-17	8.245885881852478e-16	4.5372586821134027e-17	1.548800102016865e-15	7.145530945944274e-17	2.0766481867532334e-15	4.047990987701838e-17	8.143805234650826e-16	1.9065590693099484e-17	1.4687174958158859e-15	5.88376891714942e-17	4.94338188569404e-15	2.855667718012468e-16	3.132085900408633e-15	1.2767009840237525e-16	5.46514999657047e-15	1.9994714003705062e-16	4.379770078759639e-15	2.3428117141464796e-16	5.227355206502533e-15	2.291370694121747e-16	3.4438864263403712e-15	2.3920042109416343e-16	1.935958126710233e-15	9.628007533719548e-17
